witness_id,system_id,system_role,transition_rule
same_viability_kernel_different_declared_recovery_v0,kernel_with_declared_d_carried,declared_recovery_positive,target viability bit = source d; target recovery bit = source d
same_viability_kernel_different_declared_recovery_v0,kernel_with_nuisance_n_carried,matched_viability_kernel_control,target viability bit = source d; target recovery bit = source n
