rule,ic_family,active_fraction_mean,active_fraction_final,symbol_entropy_mean,extinction_rate,all_zero_attractor_rate,all_one_attractor_rate,global_fixed_point_rate,global_periodic_rate,localized_component_lifetime_mean,localized_component_lifetime_max,component_size_median,component_size_entropy,persistent_component_count,recurrence_up_to_shift,motif_survival_depth,motif_material_turnover,translation_velocity_estimate,period_estimate,pattern_background_contrast,local_entropy_inside_pattern,local_entropy_outside_pattern,signal_to_background_ratio,exact_static_fraction,global_period_fraction,low_turnover_persistence_fraction,frozen_order_index,activity_entropy,damage_spreading_rate,compressibility_proxy,component_fragmentation_rate,chaos_index
55,bernoulli_025,0.49902082510031615,0.107421875,0.48638825915729567,0.0,0.0,0.0,0.0,1.0,258.5625,260.0,2.0,1.5992909190230737,1.0,1.0,1.015625,0.0,0.0,2.0,1.0,0.49902082510031615,0.5009791748996839,2.539742992775133,0.0,1.0,1.0,0.35,0.48638825915729567,0.0848388671875,0.9151611328125,0.4082517708254903,0.0848388671875
55,single_seed,0.49806967412451364,0.0,0.00014348061022586797,1.0,1.0,0.0,0.0,1.0,4.0,4.0,1.0,-0.0,0.0,1.0,0.015625,0.0,-0.0625,2.0,0.0,0.49806967412451364,0.5019303258754864,0.0,0.0,1.0,1.0,0.35,0.00014348061022586797,0.0,1.0,0.015384615384615385,0.0
55,two_cell_seed,0.498084873540856,0.0078125,0.06591441234324168,0.0,0.0,0.0,0.0,1.0,260.0,260.0,2.0,-0.0,1.0,1.0,1.015625,0.0,0.0,2.0,1.0,0.498084873540856,0.5019151264591439,2.03174602761804,0.0,1.0,1.0,0.35,0.06591441234324168,0.0078125,0.9921875,0.5,0.0078125
55,short_random_block,0.4981867571285263,0.02423095703125,0.15684595740765792,0.0625,0.0625,0.0,0.0,1.0,244.0,260.0,3.0,2.555557707037024,0.9375,1.0,1.015625,0.0,-0.00390625,2.0,0.9375,0.4981867571285263,0.5018132428714737,1.9694503820625886,0.0,1.0,1.0,0.35,0.15684595740765792,0.012939453125,0.987060546875,0.30938580183171527,0.012939453125
55,periodic_perturbation,0.4999971501094358,0.00634765625,0.050879080972638,0.59375,0.59375,0.0,0.0,1.0,108.0,260.0,1.0,0.8751454444386588,0.40625,1.0,1.015625,0.0,-0.037109375,2.0,0.40625,0.4999971501094358,0.5000028498905642,0.8228481585715187,0.0,1.0,1.0,0.35,0.050879080972638,0.00634765625,0.99365234375,0.2152877161598092,0.00634765625
42,bernoulli_050,0.3729243297057393,0.3724365234375,0.9511322560436974,0.0,0.0,0.0,0.0,0.0,260.0,260.0,2.0,1.0414476336855796,1.0,0.5809326171875,1.015625,0.4658203125,-0.0289306640625,0.0,1.0,0.3729243297057393,0.6270756702942607,44.4751267976294,0.0,0.0,0.0,0.0,0.9511322560436974,0.493896484375,0.506103515625,0.6610342620721223,0.46967483287543565
42,bernoulli_025,0.2384009454036965,0.23834228515625,0.7904609413686772,0.0,0.0,0.0,0.0,0.0,259.9375,260.0,1.0,0.8145151042681971,1.0,0.6763916015625,1.015625,0.3590087890625,-0.031982421875,0.0,1.0,0.2384009454036965,0.7615990545963035,45.60145139823919,0.0,0.0,0.0,0.0,0.7904609413686772,0.382568359375,0.617431640625,0.8031430893545682,0.3023695728100661
42,single_seed,0.00390625,0.00390625,0.036874506253871994,0.0,0.0,0.0,0.0,0.0,132.0,132.0,1.0,-0.0,1.0,0.9921875,0.515625,0.0078125,-0.0625,0.0,1.0,0.00390625,0.99609375,999999999.9999999,0.0,0.0,1.0,0.35,0.036874506253871994,0.0078125,0.9921875,1.0,0.00028808208010837485
42,two_cell_seed,0.0078125,0.0078125,0.06591441234324168,0.0,0.0,0.0,0.0,0.0,132.0,132.0,2.0,-0.0,1.0,0.984375,0.515625,0.015625,-0.0625,0.0,1.0,0.0078125,0.9921875,999999999.9999999,0.0,0.0,1.0,0.35,0.06591441234324168,0.0078125,0.9921875,0.5,0.0005149563464315757
42,short_random_block,0.027005325495500974,0.0269775390625,0.1763113839596672,0.0,0.0,0.0,0.0,0.0,123.75,132.0,1.0,1.0336745102202922,1.0,0.946044921875,0.515625,0.053955078125,-0.0625,0.0,1.0,0.027005325495500974,0.9729946745044991,100.4794063718618,0.0,0.0,0.0,0.0,0.1763113839596672,0.0360107421875,0.9639892578125,0.6751812376992665,0.006344164588037793
42,periodic_perturbation,0.49951171875,0.49951171875,0.9999559719934971,0.0,0.0,0.0,0.0,0.0,260.0,260.0,1.0,0.0593831732950815,1.0,0.9609375,1.015625,0.0390625,-0.0625,0.0,1.0,0.49951171875,0.50048828125,258.02368033139567,0.0,0.0,0.0,0.0,0.9999559719934971,0.9921875,0.0078125,0.9932170542635659,0.9921438159622977
51,bernoulli_050,0.5000052247993677,0.5013427734375,0.9968856293216359,0.0,0.0,0.0,0.0,1.0,260.0,260.0,2.0,2.0214308457988373,1.0,1.0,1.015625,0.0,0.0,2.0,1.0,0.5000052247993677,0.4999947752006323,30.482400277760956,0.0,1.0,1.0,0.35,0.9968856293216359,0.4957275390625,0.5042724609375,0.4962075192971818,0.4957275390625
51,bernoulli_025,0.4990379244437014,0.25274658203125,0.8127928425702062,0.0,0.0,0.0,0.0,1.0,260.0,260.0,1.0,1.0906771055744626,1.0,1.0,1.015625,0.0,0.0,2.0,1.0,0.4990379244437014,0.5009620755562987,4.020442189277437,0.0,1.0,1.0,0.35,0.8127928425702062,0.3778076171875,0.6221923828125,0.7502289882068675,0.3778076171875
51,single_seed,0.49806967412451364,0.00390625,0.036874506253871994,0.0,0.0,0.0,0.0,1.0,260.0,260.0,1.0,-0.0,1.0,1.0,1.015625,0.0,0.0,2.0,1.0,0.49806967412451364,0.5019303258754864,2.0157480274328226,0.0,1.0,1.0,0.35,0.036874506253871994,0.0078125,0.9921875,1.0,0.0078125
51,two_cell_seed,0.498084873540856,0.0078125,0.06591441234324168,0.0,0.0,0.0,0.0,1.0,260.0,260.0,2.0,-0.0,1.0,1.0,1.015625,0.0,0.0,2.0,1.0,0.498084873540856,0.5019151264591439,2.03174602761804,0.0,1.0,1.0,0.35,0.06591441234324168,0.0078125,0.9921875,0.5,0.0078125
51,short_random_block,0.49817773247507297,0.03167724609375,0.1985762450756684,0.0,0.0,0.0,0.0,1.0,260.0,260.0,1.0,1.8893289515303722,1.0,1.0,1.015625,0.0,0.0,2.0,1.0,0.49817773247507297,0.5018222675249271,2.1344256022617105,0.0,1.0,1.0,0.35,0.1985762450756684,0.0328369140625,0.9671630859375,0.5604516360375734,0.0328369140625
51,periodic_perturbation,0.5000009499635214,0.500244140625,0.9999559719934971,0.0,0.0,0.0,0.0,1.0,260.0,260.0,1.0,0.06975576109148417,1.0,1.0,1.015625,0.0,0.0,2.0,1.0,0.5000009499635214,0.4999990500364786,255.99993446401675,0.0,1.0,1.0,0.35,0.9999559719934971,0.9921875,0.0078125,0.9917635658914727,0.9921875
46,bernoulli_050,0.37293026697774806,0.3719482421875,0.9510908046437411,0.0,0.0,0.0,0.0,0.0,259.8125,260.0,2.0,0.14108960598083087,1.0,0.5888671875,1.015625,0.4697265625,-0.0318603515625,0.0,1.0,0.37293026697774806,0.6270697330222519,46.67900772122346,0.0,0.0,0.0,0.0,0.9510908046437411,0.3719482421875,0.6280517578125,0.4999610506844074,0.3536235989508205
46,bernoulli_025,0.30071427757174124,0.3006591796875,0.8795688324527071,0.0,0.0,0.0,0.0,0.0,259.75,260.0,2.0,0.12171746771249548,1.0,0.6226806640625,1.015625,0.4208984375,-0.0301513671875,0.0,1.0,0.30071427757174124,0.6992857224282587,37.19373683371115,0.0,0.0,0.0,0.0,0.8795688324527071,0.3006591796875,0.6993408203125,0.5039612257278702,0.26446395605023654
46,single_seed,0.007797300583657588,0.0078125,0.06580141659970327,0.0,0.0,0.0,0.0,0.0,132.0,132.0,2.0,0.11467550533614673,1.0,0.984375,0.515625,0.015625,-0.0625,0.0,1.0,0.007797300583657588,0.9922026994163424,999999999.9999999,0.0,0.0,1.0,0.35,0.06580141659970327,0.0078125,0.9921875,0.5076923076923077,0.0005149563464315757
46,two_cell_seed,0.0078125,0.0078125,0.06591441234324168,0.0,0.0,0.0,0.0,0.0,132.0,132.0,2.0,-0.0,1.0,0.984375,0.515625,0.015625,-0.0625,0.0,1.0,0.0078125,0.9921875,999999999.9999999,0.0,0.0,1.0,0.35,0.06591441234324168,0.0078125,0.9921875,0.5,0.0005149563464315757
46,short_random_block,0.02592616693518969,0.02587890625,0.17098680824183646,0.0,0.0,0.0,0.0,0.0,125.125,132.0,2.0,0.12754738449572242,1.0,0.9482421875,0.515625,0.0517578125,-0.0625,0.0,1.0,0.02592616693518969,0.9740738330648103,108.08929421760757,0.0,0.0,0.046875,0.016406249999999997,0.17098680824183646,0.02587890625,0.97412109375,0.5003202556658086,0.004418904003370138
46,periodic_perturbation,0.02131053167558366,0.015625,0.1193588116227744,0.0,0.0,0.0,0.0,0.0,131.8125,136.0,2.0,0.9998916634261502,1.0,0.96875,0.53125,0.03125,-0.0625,0.0,1.0,0.02131053167558366,0.9786894683244164,999999999.9999999,0.0,0.0,0.0,0.0,0.1193588116227744,0.015625,0.984375,0.5075655933214073,0.001814298051637027
43,bernoulli_050,0.5006872986077334,0.50091552734375,0.9997769694420511,0.0,0.0,0.0,0.0,0.171875,260.0,260.0,2.0,0.6420437303606664,1.0,0.770751953125,1.015625,0.2764892578125,-0.0516357421875,0.0,1.0,0.5006872986077334,0.4993127013922666,158.27179145085714,0.0,0.171875,0.171875,0.060156249999999994,0.9997769694420511,0.5025634765625,0.4974365234375,0.5017506140647551,0.5025531044242848
43,bernoulli_025,0.4987379734618191,0.3851318359375,0.9566852939349814,0.0,0.0,0.0,0.0,0.0,260.0,260.0,2.0,0.38100034677571737,1.0,0.602294921875,1.015625,0.4560546875,-0.034423828125,0.0,1.0,0.4987379734618191,0.5012620265381809,8.359253235313398,0.0,0.0,0.0,0.0,0.9566852939349814,0.376708984375,0.623291015625,0.4947590818676933,0.376708984375
43,single_seed,0.49806967412451364,0.0078125,0.06580141659970327,0.0,0.0,0.0,0.0,0.0,128.0,128.0,2.0,0.11467550533614673,1.0,0.984375,0.5,0.015625,-0.0625,0.0,1.0,0.49806967412451364,0.5019303258754864,2.03174602761804,0.0,0.0,1.0,0.35,0.06580141659970327,0.0078125,0.9921875,0.5076923076923077,0.0078125
43,two_cell_seed,0.498084873540856,0.0078125,0.06591441234324168,0.0,0.0,0.0,0.0,0.0,132.0,132.0,2.0,-0.0,1.0,0.984375,0.515625,0.015625,-0.0625,0.0,1.0,0.498084873540856,0.5019151264591439,2.03174602761804,0.0,0.0,1.0,0.35,0.06591441234324168,0.0078125,0.9921875,0.5,0.0078125
43,short_random_block,0.49817108273042315,0.0360107421875,0.21956557640521768,0.0,0.0,0.0,0.0,0.0,124.125,132.0,2.0,0.7920129606836541,1.0,0.927978515625,0.515625,0.072021484375,-0.0625,0.0,1.0,0.49817108273042315,0.5018289172695769,2.1543648366904833,0.0,0.0,0.015625,0.00546875,0.21956557640521768,0.0328369140625,0.9671630859375,0.457391126305507,0.0328369140625
43,periodic_perturbation,0.4998779296875,0.4998779296875,0.9999559719934971,0.0,0.0,0.0,0.0,0.0,260.0,260.0,1.0,0.06462147539694653,1.0,0.9609375,1.015625,0.0390625,-0.0625,0.0,1.0,0.4998779296875,0.5001220703125,256.1250260272581,0.0,0.0,0.0,0.0,0.9999559719934971,0.9921875,0.0078125,0.9924903100775194,0.9921438159622977
47,bernoulli_050,0.5006891985347762,0.4544677734375,0.9920691525126372,0.0,0.0,0.0,0.0,0.0,260.0,260.0,2.0,1.1956278557827624,1.0,0.578369140625,1.015625,0.490234375,-0.0318603515625,0.0,1.0,0.5006891985347762,0.4993108014652238,19.325915031304284,0.0,0.0,0.0,0.0,0.9920691525126372,0.37841796875,0.62158203125,0.41812484217435225,0.37841796875
47,bernoulli_025,0.49965468825997084,0.31463623046875,0.893785268281135,0.0,0.0,0.0,0.0,0.0,260.0,260.0,2.0,0.43656578318237244,1.0,0.6239013671875,1.015625,0.4312744140625,-0.03076171875,0.0,1.0,0.49965468825997084,0.5003453117400292,5.316181877313291,0.0,0.0,0.0,0.0,0.893785268281135,0.30517578125,0.69482421875,0.48925122110798963,0.30517578125
47,single_seed,0.498084873540856,0.0078125,0.06568842085616487,0.0,0.0,0.0,0.0,0.0,128.0,128.0,2.0,0.11467550533614673,1.0,0.984375,0.5,0.015625,-0.0625,0.0,1.0,0.498084873540856,0.5019151264591439,2.03174602761804,0.0,0.0,1.0,0.35,0.06568842085616487,0.0078125,0.9921875,0.5076923076923077,0.0078125
47,two_cell_seed,0.498084873540856,0.0078125,0.06591441234324168,0.0,0.0,0.0,0.0,0.0,132.0,132.0,2.0,-0.0,1.0,0.984375,0.515625,0.015625,-0.0625,0.0,1.0,0.498084873540856,0.5019151264591439,2.03174602761804,0.0,0.0,1.0,0.35,0.06591441234324168,0.0078125,0.9921875,0.5,0.0078125
47,short_random_block,0.4982083687986381,0.02996826171875,0.19145569923535147,0.0,0.0,0.0,0.0,0.0,124.375,132.0,2.0,1.203330613128235,1.0,0.9400634765625,0.515625,0.0599365234375,-0.0625,0.0,1.0,0.4982083687986381,0.5017916312013619,2.127036090047206,0.0,0.0,0.046875,0.016406249999999997,0.19145569923535147,0.0247802734375,0.9752197265625,0.42835525251991596,0.0247802734375
47,periodic_perturbation,0.5000313487962063,0.015625,0.1193588116227744,0.0,0.0,0.0,0.0,0.0,131.0625,136.0,2.0,0.9998916634261502,1.0,0.96875,0.53125,0.03125,-0.0625,0.0,1.0,0.5000313487962063,0.49996865120379375,2.064516124770031,0.0,0.0,0.0,0.0,0.1193588116227744,0.015625,0.984375,0.5075655933214073,0.015625
52,bernoulli_050,0.280738682134606,0.27813720703125,0.8539099078662137,0.0,0.0,0.0,0.0,0.0,259.625,260.0,1.0,1.049615390654381,1.0,0.6417236328125,1.015625,0.4080810546875,-0.0352783203125,0.0,1.0,0.280738682134606,0.7192613178653939,44.387596109053966,0.0,0.0,0.0,0.0,0.8539099078662137,0.3726806640625,0.6273193359375,0.6692741947207762,0.31814151897689086
52,bernoulli_025,0.2263732197683609,0.19110107421875,0.7640408100571101,0.0,0.0,0.0,0.0,0.0,256.0,260.0,1.0,0.85138111090538,1.0,0.7216796875,1.015625,0.3104248046875,-0.0355224609375,0.0,1.0,0.2263732197683609,0.7736267802316391,23.419297284739294,0.0,0.0,0.0,0.0,0.7640408100571101,0.3013916015625,0.6986083984375,0.7894733996889913,0.23178599758249704
52,single_seed,0.005851775291828794,0.00390625,0.05133796142678764,0.0,0.0,0.0,0.0,0.0,132.0,132.0,1.0,-0.0,1.0,0.9921875,0.515625,0.0078125,-0.0625,0.0,1.0,0.005851775291828794,0.9941482247081712,511.99973785613423,0.0,0.0,1.0,0.35,0.05133796142678764,0.0078125,0.9921875,1.0,0.00040528095772258954
52,two_cell_seed,0.005866974708171206,0.0078125,0.051450957170326043,0.0,0.0,0.0,0.0,0.0,132.0,132.0,2.0,-0.0,1.0,0.984375,0.515625,0.015625,-0.0625,0.0,1.0,0.005866974708171206,0.9941330252918288,511.99973785613423,0.0,0.0,1.0,0.35,0.051450957170326043,0.0078125,0.9921875,0.5,0.00040528095772258954
52,short_random_block,0.020305232779061284,0.01983642578125,0.14086496016651703,0.0,0.0,0.0,0.0,0.0,125.375,132.0,1.0,1.041764613642559,1.0,0.9603271484375,0.515625,0.0396728515625,-0.0625,0.0,1.0,0.020305232779061284,0.9796947672209387,129.15708801116534,0.0,0.0,0.109375,0.038281249999999996,0.14086496016651703,0.0269775390625,0.9730224609375,0.7089690757959989,0.003801015765858688
52,periodic_perturbation,0.017403331712062257,0.0078125,0.09445686554403486,0.0,0.0,0.0,0.0,0.0,132.625,136.0,1.0,0.037973185750103465,1.0,0.984375,0.53125,0.015625,-0.0625,0.0,1.0,0.017403331712062257,0.9825966682879378,255.99993446401675,0.0,0.0,1.0,0.35,0.09445686554403486,0.015625,0.984375,0.9998770125223613,0.0014372398742783247
45,bernoulli_050,0.49998741298334143,0.50250244140625,0.9972513034299791,0.0,0.0,0.0,0.0,0.0,129.6875,252.0,2.0,1.9996869764928684,1.0,0.555419921875,0.984375,0.49853515625,-0.0172119140625,0.0,1.0,0.49998741298334143,0.5000125870166585,33.12340059561004,0.0,0.0,0.0,0.0,0.9972513034299791,0.5040283203125,0.4959716796875,0.5019634707563011,0.5040161783318757
45,bernoulli_025,0.49954164260092415,0.50238037109375,0.9959506289574328,0.0,0.0,0.0,0.0,0.0,119.5,260.0,1.0,1.9929442224804539,1.0,0.5537109375,1.015625,0.501953125,-0.0064697265625,0.0,1.0,0.49954164260092415,0.5004583573990758,32.29319156330611,0.0,0.0,0.0,0.0,0.9959506289574328,0.498046875,0.501953125,0.505667909420836,0.498037009087256
45,single_seed,0.49668652723735407,0.50390625,0.8174357763366473,0.0,0.0,0.0,0.0,0.0,128.0,128.0,1.0,1.8969197541118845,1.0,0.55078125,0.5,0.48828125,-0.0234375,0.0,1.0,0.49668652723735407,0.5033134727626459,30.54680874833613,0.0,0.0,0.0,0.0,0.8174357763366473,0.5078125,0.4921875,0.5421424591750945,0.5078124945415663
45,two_cell_seed,0.4947562013618677,0.4921875,0.8164859575933993,0.0,0.0,0.0,0.0,0.0,240.0,240.0,1.0,1.8469075590972237,1.0,0.53515625,0.9375,0.55859375,-0.0078125,0.0,1.0,0.4947562013618677,0.5052437986381323,27.53372282620516,0.0,0.0,0.0,0.0,0.8164859575933993,0.53125,0.46875,0.5470187330995175,0.5312228126476449
45,short_random_block,0.498544655885214,0.4970703125,0.8484685448806297,0.0,0.0,0.0,0.0,0.0,162.1875,260.0,1.0,1.9706410210801804,1.0,0.55548095703125,1.015625,0.49859619140625,0.0029296875,0.0,1.0,0.498544655885214,0.501455344114786,32.10835791867076,0.0,0.0,0.0,0.0,0.8484685448806297,0.4957275390625,0.5042724609375,0.5094415356846821,0.49571823282482663
45,periodic_perturbation,0.5002963886186771,0.498046875,0.825267324988751,0.0,0.0,0.0,0.0,0.0,186.8125,260.0,1.0,1.941868884711857,1.0,0.552734375,1.015625,0.474609375,-0.05078125,0.0,1.0,0.5002963886186771,0.4997036113813229,33.59834462969286,0.0,0.0,0.0,0.0,0.825267324988751,0.50390625,0.49609375,0.505991426587678,0.5039030515797678
48,bernoulli_050,0.25066022464737353,0.24969482421875,0.8105779605078113,0.0,0.0,0.0,0.0,0.0,260.0,260.0,1.0,0.08020471992160684,1.0,0.66845703125,1.015625,0.3785400390625,-0.030517578125,0.0,1.0,0.25066022464737353,0.7493397753526265,64.10621678009967,0.0,0.0,0.0,0.0,0.8105779605078113,0.4993896484375,0.5006103515625,0.9923670587495927,0.4044299745046672
48,bernoulli_025,0.1879248711849465,0.18768310546875,0.6954531398845907,0.0,0.0,0.0,0.0,0.0,259.9375,260.0,1.0,0.03979584272711007,1.0,0.7288818359375,1.015625,0.3031005859375,-0.0306396484375,0.0,1.0,0.1879248711849465,0.8120751288150535,54.40847515650276,0.0,0.0,0.0,0.0,0.6954531398845907,0.3753662109375,0.6246337890625,0.9962205833698752,0.2608841689727613
48,single_seed,0.00390625,0.00390625,0.036874506253871994,0.0,0.0,0.0,0.0,0.0,132.0,132.0,1.0,-0.0,1.0,0.9921875,0.515625,0.0078125,-0.0625,0.0,1.0,0.00390625,0.99609375,999999999.9999999,0.0,0.0,1.0,0.35,0.036874506253871994,0.0078125,0.9921875,1.0,0.00028808208010837485
48,two_cell_seed,0.003921449416342412,0.00390625,0.03698750199741039,0.0,0.0,0.0,0.0,0.0,132.0,132.0,1.0,0.11467550533614673,1.0,0.9921875,0.515625,0.0078125,-0.0625,0.0,1.0,0.003921449416342412,0.9960785505836576,999999999.9999999,0.0,0.0,1.0,0.35,0.03698750199741039,0.0078125,0.9921875,0.9923076923076923,0.00028808208010837485
48,short_random_block,0.016660697729207197,0.0166015625,0.12082924416048589,0.0,0.0,0.0,0.0,0.0,124.75,132.0,1.0,0.07357738670638789,1.0,0.966796875,0.515625,0.033203125,-0.0625,0.0,1.0,0.016660697729207197,0.9833393022707928,181.01930321576208,0.0,0.0,0.140625,0.04921875,0.12082924416048589,0.033203125,0.966796875,0.9937228976952533,0.004001842936647382
48,periodic_perturbation,0.496107999452821,0.49609375,0.9999559719934971,0.0,0.0,0.0,0.0,0.0,260.0,260.0,1.0,0.0016520413787462294,1.0,0.9609375,1.015625,0.0390625,-0.0625,0.0,1.0,0.496107999452821,0.503892000547179,999999999.9999999,0.0,0.0,0.0,0.0,0.9999559719934971,0.9921875,0.0078125,0.9998881932021467,0.9921438159622977
49,bernoulli_050,0.37534056192242216,0.40185546875,0.9507040010216922,0.0,0.0,0.0,0.0,0.0,260.0,260.0,1.0,1.4893620007313917,1.0,0.5859375,1.015625,0.4739990234375,-0.0050048828125,0.0,1.0,0.37534056192242216,0.6246594380775778,28.684063363243343,0.0,0.0,0.0,0.0,0.9507040010216922,0.5029296875,0.4970703125,0.6247669679713915,0.47965064468908875
49,bernoulli_025,0.40501575989482,0.2362060546875,0.8823983442359072,0.0,0.0,0.0,0.0,0.0,260.0,260.0,1.0,0.8959378365311872,1.0,0.68505859375,1.015625,0.3604736328125,-0.0047607421875,0.0,1.0,0.40501575989482,0.5949842401051799,5.801671402163443,0.0,0.0,0.0,0.0,0.8823983442359072,0.3785400390625,0.6214599609375,0.8027859595691783,0.36859055681619035
49,single_seed,0.49612414883268485,0.00390625,0.05133796142678764,0.0,0.0,0.0,0.0,0.0,260.0,260.0,1.0,-0.0,1.0,0.9921875,1.015625,0.0078125,-0.0625,0.0,1.0,0.49612414883268485,0.5038758511673151,2.0237154109243387,0.0,0.0,1.0,0.35,0.05133796142678764,0.0078125,0.9921875,1.0,0.007812414008455879
49,two_cell_seed,0.4961393482490272,0.0078125,0.07889816436718368,0.0,0.0,0.0,0.0,0.0,260.0,260.0,2.0,-0.0,1.0,0.984375,1.015625,0.015625,-0.0625,0.0,1.0,0.4961393482490272,0.5038606517509727,2.0398406332892494,0.0,0.0,1.0,0.35,0.07889816436718368,0.0078125,0.9921875,0.5,0.007812414008455879
49,short_random_block,0.4896893334295963,0.0279541015625,0.22230096900865468,0.0,0.0,0.0,0.0,0.0,245.1875,260.0,1.0,1.5462242094100784,1.0,0.944091796875,1.015625,0.055908203125,-0.0625,0.0,1.0,0.4896893334295963,0.5103106665704037,2.1570030499559567,0.0,0.0,0.015625,0.00546875,0.22230096900865468,0.0341796875,0.9658203125,0.64072744296302,0.03417186878949056
49,periodic_perturbation,0.4961075244710603,0.49609375,0.9999559719934971,0.0,0.0,0.0,0.0,0.0,260.0,260.0,1.0,0.0016023430239251943,1.0,0.9609375,1.015625,0.0390625,-0.0625,0.0,1.0,0.4961075244710603,0.5038924755289397,999999999.9999999,0.0,0.0,0.0,0.0,0.9999559719934971,0.9921875,0.0078125,0.9998919200954084,0.9921438159622977
64,bernoulli_050,0.0024226444704523345,0.0,0.005999016810590799,1.0,1.0,0.0,1.0,1.0,4.0,4.0,2.0,1.988368596312036,0.0,1.0,0.015625,0.0,-0.0625,1.0,0.0,0.0024226444704523345,0.9975773555295476,0.0,1.0,1.0,1.0,1.0,0.005999016810590799,0.0,1.0,0.007764308819321346,0.0
64,bernoulli_025,0.0011354438989542802,0.0,0.004161238971844815,1.0,1.0,0.0,1.0,1.0,4.0,4.0,1.0,1.0597635322752728,0.0,1.0,0.015625,0.0,-0.0625,1.0,0.0,0.0011354438989542802,0.9988645561010457,0.0,1.0,1.0,1.0,1.0,0.004161238971844815,0.0,1.0,0.011662847672713118,0.0
64,single_seed,1.5199416342412452e-05,0.0,0.00014348061022629118,1.0,1.0,0.0,1.0,1.0,4.0,4.0,1.0,-0.0,0.0,1.0,0.015625,0.0,-0.0625,1.0,0.0,1.5199416342412452e-05,0.9999848005836576,0.0,1.0,1.0,1.0,1.0,0.00014348061022629118,0.0,1.0,0.015384615384615385,0.0
64,two_cell_seed,4.5598249027237355e-05,0.0,0.00039995692268518583,1.0,1.0,0.0,1.0,1.0,4.0,4.0,2.0,-0.0,0.0,1.0,0.015625,0.0,-0.0625,1.0,0.0,4.5598249027237355e-05,0.9999544017509727,0.0,1.0,1.0,1.0,1.0,0.00039995692268518583,0.0,1.0,0.007692307692307693,0.0
64,short_random_block,0.0001607813259970817,0.0,0.0010589653062557762,1.0,1.0,0.0,1.0,1.0,4.0,4.0,2.0,1.9722581232532532,0.0,1.0,0.015625,0.0,-0.0625,1.0,0.0,0.0001607813259970817,0.9998392186740029,0.0,1.0,1.0,1.0,1.0,0.0010589653062557762,0.0,1.0,0.008394461264759625,0.0
64,periodic_perturbation,0.0019635745987354085,0.0,0.004031139792978222,1.0,1.0,0.0,1.0,1.0,4.0,4.0,1.0,0.07144569986227978,0.0,1.0,0.015625,0.0,-0.0625,1.0,0.0,0.0019635745987354085,0.9980364254012646,0.0,1.0,1.0,1.0,1.0,0.004031139792978222,0.0,1.0,0.01525417412045319,0.0
50,bernoulli_050,0.4993300382265321,0.4991455078125,0.9994715585242353,0.0,0.0,0.0,0.0,1.0,259.8125,260.0,1.0,0.74707636438703,1.0,1.0,1.015625,0.0,0.0,2.0,1.0,0.4993300382265321,0.5006699617734679,94.06774660462149,0.0,1.0,1.0,0.35,0.9994715585242353,0.832763671875,0.167236328125,0.8296468627678002,0.832763671875
50,bernoulli_025,0.4976355407952335,0.5035400390625,0.998414567391498,0.0,0.0,0.0,0.0,1.0,259.9375,260.0,1.0,0.6001497812764862,1.0,1.0,1.015625,0.0,0.0,2.0,1.0,0.4976355407952335,0.5023644592047665,90.86529830770688,0.0,1.0,1.0,0.35,0.998414567391498,0.8804931640625,0.1195068359375,0.872847631106185,0.8804931640625
50,single_seed,0.3764591439688716,0.5,0.8631458232973176,0.0,0.0,0.0,0.0,1.0,260.0,260.0,1.0,-0.0,1.0,1.0,1.015625,0.0,-0.0625,2.0,1.0,0.3764591439688716,0.6235408560311284,999999999.9999999,0.0,1.0,1.0,0.35,0.8631458232973176,1.0,0.0,1.0,1.0
50,two_cell_seed,0.377431906614786,0.5,0.8650496520656096,0.0,0.0,0.0,0.0,1.0,260.0,260.0,1.0,0.08390651937242216,1.0,1.0,1.015625,0.0,0.0,2.0,1.0,0.377431906614786,0.622568093385214,999999999.9999999,0.0,1.0,1.0,0.35,0.8650496520656096,0.9921875,0.0078125,0.9751517822616347,0.9921875
50,short_random_block,0.3878539564080739,0.500244140625,0.8838924997654777,0.0,0.0,0.0,0.0,1.0,260.0,260.0,1.0,0.10134312380285644,1.0,1.0,1.015625,0.0,-0.005859375,2.0,1.0,0.3878539564080739,0.6121460435919261,323.817127543676,0.0,1.0,1.0,0.35,0.8838924997654777,0.9898681640625,0.0101318359375,0.9768453030981045,0.9898681640625
50,periodic_perturbation,0.4999990500364786,0.499755859375,0.9999559719934971,0.0,0.0,0.0,0.0,1.0,260.0,260.0,1.0,0.06288743410165842,1.0,1.0,1.015625,0.0,0.0,2.0,1.0,0.4999990500364786,0.5000009499635214,255.99993446401675,0.0,1.0,1.0,0.35,0.9999559719934971,0.9921875,0.0078125,0.992732558139535,0.9921875
53,bernoulli_050,0.46948788416524806,0.43408203125,0.9886748825398424,0.0,0.0,0.0,0.0,0.0,259.9375,260.0,2.0,2.208456614061389,1.0,0.5697021484375,1.015625,0.4918212890625,-0.0006103515625,0.0,1.0,0.46948788416524806,0.5305121158347519,18.33490786397816,0.0,0.0,0.0,0.0,0.9886748825398424,0.380126953125,0.619873046875,0.4421039966229392,0.3790749195782534
