rule,ic_family,active_fraction_mean,active_fraction_final,symbol_entropy_mean,extinction_rate,all_zero_attractor_rate,all_one_attractor_rate,global_fixed_point_rate,global_periodic_rate,localized_component_lifetime_mean,localized_component_lifetime_max,component_size_median,component_size_entropy,persistent_component_count,recurrence_up_to_shift,motif_survival_depth,motif_material_turnover,translation_velocity_estimate,period_estimate,pattern_background_contrast,local_entropy_inside_pattern,local_entropy_outside_pattern,signal_to_background_ratio,exact_static_fraction,global_period_fraction,low_turnover_persistence_fraction,frozen_order_index,activity_entropy,damage_spreading_rate,compressibility_proxy,component_fragmentation_rate,chaos_index
7,short_random_block,0.49590423227748054,0.03033447265625,0.1943461178418028,0.15625,0.15625,0.0,0.0,0.15625,210.125,260.0,5.0,3.734620594663416,0.84375,0.9393310546875,1.015625,0.0606689453125,-0.0625,0.0,0.84375,0.49590423227748054,0.5040957677225195,1.8033475837562294,0.0,0.15625,0.171875,0.060156249999999994,0.1943461178418028,0.009033203125,0.990966796875,0.16230667206956206,0.009033026018420362
7,periodic_perturbation,0.4991267460329523,0.546875,0.6969333213969922,0.453125,0.453125,0.546875,0.0,1.0,249.8125,252.0,1.0,0.03134789994098694,1.0,0.76171875,0.984375,0.23828125,-0.0625,2.0,0.0,0.4991267460329523,0.5008732539670477,0.0,0.0,1.0,0.0,0.0,0.6969333213969922,0.0,1.0,0.6371738582678762,0.0
19,bernoulli_050,0.4998912291767996,0.59857177734375,0.9625437014496528,0.0,0.0,0.0,0.0,1.0,260.0,260.0,5.0,3.7921829258326225,1.0,1.0,1.015625,0.0,0.0,2.0,1.0,0.4998912291767996,0.5001087708232004,8.838019126385337,0.0,1.0,1.0,0.35,0.9625437014496528,0.18310546875,0.81689453125,0.1597842582371973,0.18310546875
19,bernoulli_025,0.49870804961089493,0.215576171875,0.7428145178093529,0.0,0.0,0.0,0.0,1.0,259.375,260.0,3.0,2.553075247447876,1.0,1.0,1.015625,0.0,0.0,2.0,1.0,0.49870804961089493,0.5012919503891051,3.467294008601718,0.0,1.0,1.0,0.35,0.7428145178093529,0.1219482421875,0.8780517578125,0.2954269106977944,0.1219482421875
19,single_seed,0.4980544747081712,0.0,0.0002869611791463623,1.0,1.0,0.0,0.0,1.0,4.0,4.0,1.0,-0.0,0.0,1.0,0.015625,0.0,-0.0625,2.0,0.0,0.4980544747081712,0.5019455252918288,0.0,0.0,1.0,1.0,0.35,0.0002869611791463623,0.0,1.0,0.015384615384615385,0.0
19,two_cell_seed,0.498084873540856,0.0078125,0.06591441234324168,0.0,0.0,0.0,0.0,1.0,260.0,260.0,2.0,-0.0,1.0,1.0,1.015625,0.0,0.0,2.0,1.0,0.498084873540856,0.5019151264591439,2.03174602761804,0.0,1.0,1.0,0.35,0.06591441234324168,0.0078125,0.9921875,0.5,0.0078125
19,short_random_block,0.4981689453125,0.036376953125,0.2197733906604169,0.0,0.0,0.0,0.0,1.0,260.0,260.0,4.0,3.187696081592656,1.0,1.0,1.015625,0.0,0.0,2.0,1.0,0.4981689453125,0.5018310546875,2.1555387007281746,0.0,1.0,1.0,0.35,0.2197733906604169,0.01416015625,0.98583984375,0.235492380765288,0.01416015625
19,periodic_perturbation,0.5,0.9921875,0.06172251212564635,0.0,0.0,0.5,0.0,1.0,132.0,260.0,1.0,0.7774284247120944,0.5,1.0,1.015625,0.0,-0.03125,2.0,0.5,0.5,0.5,1.0157450620468467,0.0,1.0,1.0,0.35,0.06172251212564635,0.0078125,0.9921875,0.017218956753840473,0.0078125
5,bernoulli_050,0.43607006740941145,0.61480712890625,0.8869376431459584,0.0,0.0,0.0,0.0,1.0,260.0,260.0,1.0,2.1195369878034636,1.0,1.0,1.015625,0.0,0.0,2.0,1.0,0.43607006740941145,0.5639299325905885,5.455950632342069,0.0,1.0,1.0,0.35,0.8869376431459584,0.4658203125,0.5341796875,0.3840333723922295,0.4602008954862819
5,bernoulli_025,0.4284767714919747,0.2958984375,0.9277601708433272,0.0,0.0,0.0,0.0,1.0,260.0,260.0,1.0,1.1562221396388046,1.0,1.0,1.015625,0.0,0.0,2.0,1.0,0.4284767714919747,0.5715232285080253,7.234609814680553,0.0,1.0,1.0,0.35,0.9277601708433272,0.4139404296875,0.5860595703125,0.7041611805301567,0.4078801255990008
5,single_seed,0.49612414883268485,0.00390625,0.05133796142678764,0.0,0.0,0.0,0.0,1.0,260.0,260.0,1.0,-0.0,1.0,1.0,1.015625,0.0,0.0,2.0,1.0,0.49612414883268485,0.5038758511673151,2.0237154109243387,0.0,1.0,1.0,0.35,0.05133796142678764,0.0078125,0.9921875,1.0,0.007812414008455879
5,two_cell_seed,0.49419382295719844,0.0078125,0.09091707716454746,0.0,0.0,0.0,0.0,1.0,260.0,260.0,2.0,-0.0,1.0,1.0,1.015625,0.0,0.0,2.0,1.0,0.49419382295719844,0.5058061770428015,2.047999995805696,0.0,1.0,1.0,0.35,0.09091707716454746,0.0078125,0.9921875,0.5,0.007812156031199195
5,short_random_block,0.492215286433001,0.0360107421875,0.2471635869123242,0.0,0.0,0.0,0.0,1.0,260.0,260.0,1.0,1.9928677476884666,1.0,1.0,1.015625,0.0,0.0,2.0,1.0,0.492215286433001,0.5077847135669991,2.1824154151494186,0.0,1.0,1.0,0.35,0.2471635869123242,0.031494140625,0.968505859375,0.46919808023173404,0.03149055480411783
5,periodic_perturbation,0.4961070494892996,0.49951171875,0.9998792157554723,0.0,0.0,0.0,0.5625,1.0,260.0,260.0,1.0,0.0593831732950815,1.0,1.0,1.015625,0.0,0.0,1.0,1.0,0.4961070494892996,0.5038929505107004,193.5177727315887,0.5625,1.0,1.0,0.715625,0.9998792157554723,0.9921875,0.0078125,0.9932170542635659,0.9921438159622977
12,bernoulli_050,0.2527527567941391,0.25177001953125,0.8137957883288939,0.0,0.0,0.0,1.0,1.0,259.8125,260.0,1.0,0.08037973274498422,1.0,1.0,1.015625,0.0,0.0,1.0,1.0,0.2527527567941391,0.7472472432058609,62.0931290806686,1.0,1.0,1.0,1.0,0.8137957883288939,0.5035400390625,0.4964599609375,0.9923189951935294,0.40941718433627783
12,bernoulli_025,0.18652699986320526,0.186279296875,0.6923126477542499,0.0,0.0,0.0,1.0,1.0,260.0,260.0,1.0,0.04122755841326248,1.0,1.0,1.015625,0.0,0.0,1.0,1.0,0.18652699986320526,0.8134730001367947,51.989908452292454,1.0,1.0,1.0,1.0,0.6923126477542499,0.37255859375,0.62744140625,0.9961262547668394,0.25775889936285973
12,single_seed,0.00390625,0.00390625,0.036874506253871994,0.0,0.0,0.0,1.0,1.0,260.0,260.0,1.0,-0.0,1.0,1.0,1.015625,0.0,0.0,1.0,1.0,0.00390625,0.99609375,999999999.9999999,1.0,1.0,1.0,1.0,0.036874506253871994,0.0078125,0.9921875,1.0,0.00028808208010837485
12,two_cell_seed,0.003921449416342412,0.00390625,0.03698750199741039,0.0,0.0,0.0,1.0,1.0,260.0,260.0,1.0,0.11467550533614673,1.0,1.0,1.015625,0.0,0.0,1.0,1.0,0.003921449416342412,0.9960785505836576,999999999.9999999,1.0,1.0,1.0,1.0,0.03698750199741039,0.0078125,0.9921875,0.9923076923076923,0.00028808208010837485
12,short_random_block,0.016898188609557392,0.016845703125,0.1220704791645665,0.0,0.0,0.0,1.0,1.0,260.0,260.0,1.0,0.07598735613370607,1.0,1.0,1.015625,0.0,0.0,1.0,1.0,0.016898188609557392,0.9831018113904426,173.24231113282485,1.0,1.0,1.0,1.0,0.1220704791645665,0.03369140625,0.96630859375,0.9934975327823885,0.004103373728321139
12,periodic_perturbation,0.4961084744345817,0.49609375,0.9999559719934971,0.0,0.0,0.0,1.0,1.0,260.0,260.0,1.0,0.0017015576310299922,1.0,1.0,1.015625,0.0,0.0,1.0,1.0,0.4961084744345817,0.5038915255654183,999999999.9999999,1.0,1.0,1.0,1.0,0.9999559719934971,0.9921875,0.0078125,0.9998844663088851,0.9921438159622977
2,bernoulli_050,0.1278691273255107,0.12640380859375,0.5478011874536175,0.0,0.0,0.0,0.0,0.0,247.5625,260.0,1.0,0.14144597756038765,1.0,0.8040771484375,1.015625,0.2249755859375,-0.033935546875,0.0,1.0,0.1278691273255107,0.8721308726744893,67.49362344981054,0.0,0.0,0.0,0.0,0.5478011874536175,0.2528076171875,0.7471923828125,0.9923842185530477,0.13804502916101077
2,bernoulli_025,0.14140919488691633,0.1409912109375,0.5866219436997785,0.0,0.0,0.0,0.0,0.0,255.9375,260.0,1.0,0.05120105252148175,1.0,0.7860107421875,1.015625,0.2392578125,-0.0345458984375,0.0,1.0,0.14140919488691633,0.8585908051130837,74.41432018186643,0.0,0.0,0.0,0.0,0.5866219436997785,0.281982421875,0.718017578125,0.9961818801811946,0.1651742270820783
2,single_seed,0.00390625,0.00390625,0.036874506253871994,0.0,0.0,0.0,0.0,0.0,132.0,132.0,1.0,-0.0,1.0,0.9921875,0.515625,0.0078125,-0.0625,0.0,1.0,0.00390625,0.99609375,999999999.9999999,0.0,0.0,1.0,0.35,0.036874506253871994,0.0078125,0.9921875,1.0,0.00028808208010837485
2,two_cell_seed,0.003921449416342412,0.00390625,0.03698750199741039,0.0,0.0,0.0,0.0,0.0,132.0,132.0,1.0,0.11467550533614673,1.0,0.9921875,0.515625,0.0078125,-0.0625,0.0,1.0,0.003921449416342412,0.9960785505836576,999999999.9999999,0.0,0.0,1.0,0.35,0.03698750199741039,0.0078125,0.9921875,0.9923076923076923,0.00028808208010837485
2,short_random_block,0.009354290795233464,0.00927734375,0.07517778466626383,0.0,0.0,0.0,0.0,0.0,127.625,136.0,1.0,0.11581688011237556,1.0,0.9814453125,0.53125,0.0185546875,-0.0625,0.0,1.0,0.009354290795233464,0.9906457092047666,250.2029594401765,0.0,0.0,0.640625,0.22421875,0.07517778466626383,0.0185546875,0.9814453125,0.9938844242029339,0.0013869370335732481
2,periodic_perturbation,0.005836575875486381,0.00390625,0.03671984730434076,0.5,0.5,0.0,0.5,0.5,67.625,136.0,1.0,0.04720597158087904,0.5,0.9921875,0.53125,0.0078125,-0.0625,0.5,0.5,0.005836575875486381,0.9941634241245136,127.99996723200837,0.5,0.5,1.0,0.675,0.03671984730434076,0.0078125,0.9921875,0.5075730471079308,0.0002574781733771386
3,bernoulli_050,0.43731950693093385,0.624267578125,0.8787626327169284,0.0,0.0,0.0,0.0,0.0,260.0,260.0,3.0,3.5376001253093112,1.0,0.5869140625,1.015625,0.4703369140625,-0.0130615234375,0.0,1.0,0.43731950693093385,0.5626804930690661,5.238892890057952,0.0,0.0,0.0,0.0,0.8787626327169284,0.251708984375,0.748291015625,0.20773667204104349,0.24879806288803402
3,bernoulli_025,0.4293331636065175,0.30145263671875,0.9306835501775145,0.0,0.0,0.0,0.0,0.0,260.0,260.0,1.0,2.065539337232904,1.0,0.631591796875,1.015625,0.4190673828125,-0.00830078125,0.0,1.0,0.4293331636065175,0.5706668363934825,7.4043646731662145,0.0,0.0,0.0,0.0,0.9306835501775145,0.2799072265625,0.7200927734375,0.4752976196962444,0.27590005585277433
3,single_seed,0.49612414883268485,0.00390625,0.05133796142678764,0.0,0.0,0.0,0.0,0.0,256.0,256.0,1.0,-0.0,1.0,0.9921875,1.0,0.0078125,-0.0625,0.0,1.0,0.49612414883268485,0.5038758511673151,2.0237154109243387,0.0,0.0,1.0,0.35,0.05133796142678764,0.0078125,0.9921875,1.0,0.007812414008455879
3,two_cell_seed,0.4961393482490272,0.0078125,0.07889816436718368,0.0,0.0,0.0,0.0,0.0,256.0,256.0,2.0,-0.0,1.0,0.984375,1.0,0.015625,-0.0625,0.0,1.0,0.4961393482490272,0.5038606517509727,2.0398406332892494,0.0,0.0,1.0,0.35,0.07889816436718368,0.0078125,0.9921875,0.5,0.007812414008455879
3,short_random_block,0.49322676009241245,0.03948974609375,0.2574264255585194,0.0,0.0,0.0,0.0,0.0,244.75,260.0,3.0,3.114376442098653,1.0,0.9210205078125,1.015625,0.0789794921875,-0.0625,0.0,1.0,0.49322676009241245,0.5067732399075875,2.193992809491303,0.0,0.0,0.03125,0.0109375,0.2574264255585194,0.0198974609375,0.9801025390625,0.298378006875603,0.019895780670546433
3,periodic_perturbation,0.49787065676678016,0.991455078125,0.05347089537799891,0.0,0.0,0.453125,0.0,0.453125,144.0,260.0,1.0,0.8008197918442288,0.546875,0.98291015625,1.015625,0.01708984375,-0.0625,0.0,0.546875,0.49787065676678016,0.5021293432332199,1.1078650633943248,0.0,0.453125,0.453125,0.15859374999999998,0.05347089537799891,0.008544921875,0.991455078125,0.017413287616775984,0.008544716131942876
16,bernoulli_050,0.1282802240393969,0.1268310546875,0.5496353255381853,0.0,0.0,0.0,0.0,0.0,241.4375,260.0,1.0,0.14179331829171293,1.0,0.803466796875,1.015625,0.216552734375,-0.0301513671875,0.0,1.0,0.1282802240393969,0.8717197759606031,90.33889191699728,0.0,0.0,0.0,0.0,0.5496353255381853,0.253662109375,0.746337890625,0.9924373463340996,0.1389776890899706
16,bernoulli_025,0.14171555812256809,0.14129638671875,0.5877703065932696,0.0,0.0,0.0,0.0,0.0,256.125,260.0,1.0,0.05092352360413008,1.0,0.7855224609375,1.015625,0.2393798828125,-0.0313720703125,0.0,1.0,0.14171555812256809,0.8582844418774319,91.48789782772103,0.0,0.0,0.0,0.0,0.5877703065932696,0.2825927734375,0.7174072265625,0.996218035010635,0.16585735629449672
16,single_seed,0.00390625,0.00390625,0.036874506253871994,0.0,0.0,0.0,0.0,0.0,132.0,132.0,1.0,-0.0,1.0,0.9921875,0.515625,0.0078125,-0.0625,0.0,1.0,0.00390625,0.99609375,999999999.9999999,0.0,0.0,1.0,0.35,0.036874506253871994,0.0078125,0.9921875,1.0,0.00028808208010837485
16,two_cell_seed,0.003921449416342412,0.00390625,0.03698750199741039,0.0,0.0,0.0,0.0,0.0,132.0,132.0,1.0,0.11467550533614673,1.0,0.9921875,0.515625,0.0078125,-0.0625,0.0,1.0,0.003921449416342412,0.9960785505836576,999999999.9999999,0.0,0.0,1.0,0.35,0.03698750199741039,0.0078125,0.9921875,0.9923076923076923,0.00028808208010837485
16,short_random_block,0.009355240758754864,0.00927734375,0.07487613911644236,0.0,0.0,0.0,0.0,0.0,127.75,136.0,1.0,0.11807468596751663,1.0,0.9814453125,0.53125,0.0185546875,-0.0625,0.0,1.0,0.009355240758754864,0.9906447592412452,217.08751869830152,0.0,0.0,0.65625,0.2296875,0.07487613911644236,0.0185546875,0.9814453125,0.993452326252807,0.001381181261095782
16,periodic_perturbation,0.006199936922422179,0.0042724609375,0.0397975630538475,0.453125,0.453125,0.0,0.453125,0.453125,74.8125,136.0,1.0,0.042338170862437303,0.546875,0.991455078125,0.53125,0.008544921875,-0.0625,0.0,0.546875,0.006199936922422179,0.9938000630775778,140.61928365086936,0.453125,0.453125,1.0,0.64453125,0.0397975630538475,0.008544921875,0.991455078125,0.5537380739415624,0.0003080183226104601
17,bernoulli_050,0.4393821152267753,0.62664794921875,0.8787242870031868,0.0,0.0,0.0,0.0,0.0,260.0,260.0,3.0,3.6066278562528438,1.0,0.5869140625,1.015625,0.4744873046875,-0.0003662109375,0.0,1.0,0.4393821152267753,0.5606178847732247,5.219624294833905,0.0,0.0,0.0,0.0,0.8787242870031868,0.243408203125,0.756591796875,0.20085753801814005,0.24077347943704316
17,bernoulli_025,0.4287311242248298,0.30389404296875,0.932699698291676,0.0,0.0,0.0,0.0,0.0,260.0,260.0,1.0,2.065527162129836,1.0,0.6251220703125,1.015625,0.4237060546875,0.0023193359375,0.0,1.0,0.4287311242248298,0.5712688757751703,7.560687141108677,0.0,0.0,0.0,0.0,0.932699698291676,0.2823486328125,0.7176513671875,0.475218365062682,0.27823828978889353
17,single_seed,0.49612414883268485,0.00390625,0.05133796142678764,0.0,0.0,0.0,0.0,0.0,260.0,260.0,1.0,-0.0,1.0,0.9921875,1.015625,0.0078125,-0.0625,0.0,1.0,0.49612414883268485,0.5038758511673151,2.0237154109243387,0.0,0.0,1.0,0.35,0.05133796142678764,0.0078125,0.9921875,1.0,0.007812414008455879
17,two_cell_seed,0.4961393482490272,0.0078125,0.07889816436718368,0.0,0.0,0.0,0.0,0.0,260.0,260.0,2.0,-0.0,1.0,0.984375,1.015625,0.015625,-0.0625,0.0,1.0,0.4961393482490272,0.5038606517509727,2.0398406332892494,0.0,0.0,1.0,0.35,0.07889816436718368,0.0078125,0.9921875,0.5,0.007812414008455879
17,short_random_block,0.49313105126763135,0.0390625,0.2555807822838379,0.0,0.0,0.0,0.0,0.0,244.8125,256.0,3.0,3.0569459088011617,1.0,0.921875,1.0,0.078125,-0.0625,0.0,1.0,0.49313105126763135,0.5068689487323687,2.1921913727895346,0.0,0.0,0.015625,0.00546875,0.2555807822838379,0.020263671875,0.979736328125,0.2987041840364343,0.020261908407649024
17,periodic_perturbation,0.49799320206104086,0.991943359375,0.05063775160266193,0.0,0.0,0.484375,0.0,0.484375,136.0,260.0,1.0,0.785546633740601,0.515625,0.98388671875,1.015625,0.01611328125,-0.0625,0.0,0.515625,0.49799320206104086,0.5020067979389591,1.0437835547460501,0.0,0.484375,0.484375,0.16953125,0.05063775160266193,0.008056640625,0.991943359375,0.01728373370815231,0.008056457723621057
