variant_id,perturbation_family,perturbation_strength,threshold,condition,alpha,T,kappa,seed,p_viable,certified_path_mass_survival_to_final_segment,multi_step_transport_depth,transport_survival_mean,certified_transport_density,viable_propagation_index,component_A_preservation,component_B_preservation,lower_rank_erasure_score,singleton_fraction,certified_node_fraction,viable_fiber_fraction,macro_path_entropy,macro_node_entropy,breadth_index
noise_001,noise,moderate,main,shuffled,0.525,1500,center_of_mass,79.5,0.998866875,0.65411510075346,0.6696407177036832,0.8481862112280346,0.4792340362377486,0.21043495334804216,1.0,0.5568272651901799,0.22158636740491003,0.31883874832368125,0.7240313565454172,1.0,6.084665491894247,1.739697589442768,0.4579730858213912
noise_001,noise,moderate,main,shuffled,0.525,2400,center_of_mass,79.5,0.998866875,0.6715217153214098,0.6944260453150852,0.8992428522704463,0.44656868277898615,0.2149770941963264,1.0,0.55420697738814,0.22289651130592997,0.35767556135149753,0.713494211315217,1.0,5.926869924761919,1.479898418210896,0.44609631658747234
noise_002,noise,mild,main,coupled,0.45,900,center_of_mass,79.5,0.998859375,0.6219374167534052,0.6353950252090036,0.7937959257179195,0.46814830485048775,0.25964344605072565,1.0,0.8112290502079749,0.0943854748960126,0.3517083595561922,0.7168176010418899,1.0,7.659551597367991,2.1434931004428868,0.5765101408002552
noise_002,noise,mild,main,coupled,0.45,1500,center_of_mass,79.5,0.998859375,0.6503204926921293,0.6616888471424153,0.8669381073227671,0.4535855066732532,0.27155057423380324,1.0,0.7942708549301589,0.10286457253492047,0.39362278026633574,0.7189555709087985,1.0,8.427626996604886,2.0601395972093566,0.6343207269711182
noise_002,noise,mild,main,coupled,0.45,2400,center_of_mass,79.5,0.998859375,0.7036130603536075,0.7131748650413756,0.9212634007032922,0.5094214001312369,0.26870633916597886,1.0,0.7533130157428041,0.1233434921285979,0.44972673930534945,0.7461157962701288,1.0,9.162600866193857,2.0198562269364677,0.6896398794910608
noise_002,noise,mild,main,coupled,0.5,900,center_of_mass,79.5,0.998913125,0.6261486277038485,0.6381697494704159,0.7984939010897841,0.4690747964015154,0.26922566054656716,1.0,0.8291876786339681,0.08540616068301585,0.3506164934045665,0.7177253870823607,1.0,7.6689842196849725,2.1521881667439002,0.5772167286634737
noise_002,noise,mild,main,coupled,0.5,1500,center_of_mass,79.5,0.998913125,0.657863035664333,0.667489482683526,0.8727286188853928,0.4587334902594229,0.28276452875487273,1.0,0.8139959195584725,0.09300204022076376,0.3949675600102945,0.7210224008848766,1.0,8.446875223691038,2.0771304541075892,0.6357657745115701
noise_002,noise,mild,main,coupled,0.5,2400,center_of_mass,79.5,0.998913125,0.714128089918601,0.7218814699908154,0.926106983104221,0.5112822917677143,0.2817876611871114,1.0,0.7695272912625664,0.11523635436871678,0.4463352660787082,0.741893402817505,1.0,9.191913874609845,2.0467991054002104,0.6918421426852747
noise_002,noise,mild,main,coupled,0.525,900,center_of_mass,79.5,0.9988256249999999,0.6283610446075628,0.6397630298744998,0.8008381871754823,0.4703491061645854,0.27322935397214304,1.0,0.8362425217756723,0.08187873911216383,0.35069498643400493,0.7202242537850863,1.0,7.675688808394376,2.1546858482522215,0.5777268497312195
noise_002,noise,mild,main,coupled,0.525,1500,center_of_mass,79.5,0.9988256249999999,0.6609775124677862,0.6699812572369312,0.8752981120039618,0.46067167579098733,0.2887445011448833,1.0,0.8226935157772989,0.08865324211135056,0.3933569837265513,0.7219127426891228,1.0,8.455259259438732,2.084024719465144,0.6364028578135554
noise_002,noise,mild,main,coupled,0.525,2400,center_of_mass,79.5,0.9988256249999999,0.7190550199182997,0.7260432887926261,0.9282678088508003,0.5140344045895492,0.28740729949267074,1.0,0.7772876933104342,0.11135615334478284,0.4460377991902934,0.7330225385018472,1.0,9.19929087430029,2.0583881930010968,0.6924039586928842
