variant_id,perturbation_family,perturbation_strength,alpha,T,kappa,singleton_fraction,estimator_stable,ci_width,category
noise_018,noise,mild,0.45,1500,center_of_mass,0.3937141029936716,True,0.002433020435859995,Robust propagation retained
noise_018,noise,mild,0.45,2400,center_of_mass,0.4488425679554481,True,0.002406380844552622,Robust propagation retained
noise_018,noise,mild,0.5,900,center_of_mass,0.34989728788949187,True,0.002272690488482748,Robust propagation retained
noise_018,noise,mild,0.5,1500,center_of_mass,0.3955024540825682,True,0.0026154803693125422,Robust propagation retained
noise_018,noise,mild,0.5,2400,center_of_mass,0.44726274770251384,True,0.0019182472545966195,Robust propagation retained
noise_018,noise,mild,0.525,900,center_of_mass,0.35121009700790917,True,0.0025044253515357634,Robust propagation retained
noise_018,noise,mild,0.525,1500,center_of_mass,0.395890770439125,True,0.0024603057441293513,Robust propagation retained
noise_018,noise,mild,0.525,2400,center_of_mass,0.44680800922103636,True,0.0023372761472323783,Robust propagation retained
noise_019,noise,moderate,0.45,900,center_of_mass,0.3004886196698611,True,0.0034000697127848645,Robust propagation retained
noise_019,noise,moderate,0.45,1500,center_of_mass,0.31930888575480026,True,0.0034142017502576533,Robust propagation retained
noise_019,noise,moderate,0.45,2400,center_of_mass,0.32503714448029364,True,0.0031026434354653742,Component-erasing
noise_019,noise,moderate,0.5,900,center_of_mass,0.3036733292842836,True,0.003340986172476565,Robust propagation retained
noise_019,noise,moderate,0.5,1500,center_of_mass,0.318228099773117,True,0.0032191199865719416,Robust propagation retained
noise_019,noise,moderate,0.5,2400,center_of_mass,0.3272736382860658,True,0.003255287130556214,Component-erasing
noise_019,noise,moderate,0.525,900,center_of_mass,0.30420332419535195,True,0.0033196638765320974,Robust propagation retained
noise_019,noise,moderate,0.525,1500,center_of_mass,0.3164714350008137,True,0.0034691764400392455,Robust propagation retained
noise_019,noise,moderate,0.525,2400,center_of_mass,0.3304838138101215,True,0.003043752939873093,Component-erasing
potential_shape_000,potential_shape,mild,0.45,900,center_of_mass,0.3333013681943149,True,0.0030501192861580317,Robust propagation retained
potential_shape_000,potential_shape,mild,0.45,1500,center_of_mass,0.3642039957912177,True,0.0022232444460333484,Robust propagation retained
potential_shape_000,potential_shape,mild,0.45,2400,center_of_mass,0.4085684085603633,True,0.002482444656476554,Robust propagation retained
potential_shape_000,potential_shape,mild,0.5,900,center_of_mass,0.3308945627367376,True,0.0029345873060777003,Robust propagation retained
potential_shape_000,potential_shape,mild,0.5,1500,center_of_mass,0.36383822133596716,True,0.0025183630485233477,Robust propagation retained
potential_shape_000,potential_shape,mild,0.5,2400,center_of_mass,0.4091371751446003,True,0.0026322536187078777,Robust propagation retained
potential_shape_000,potential_shape,mild,0.525,900,center_of_mass,0.33030313979754966,True,0.0028207409773878672,Robust propagation retained
potential_shape_000,potential_shape,mild,0.525,1500,center_of_mass,0.36454721422939423,True,0.002554696860433636,Robust propagation retained
potential_shape_000,potential_shape,mild,0.525,2400,center_of_mass,0.4085733501677328,True,0.002666636292333671,Robust propagation retained
potential_shape_001,potential_shape,moderate,0.45,900,center_of_mass,0.33143936577334726,True,0.0025647627324074246,Robust propagation retained
potential_shape_001,potential_shape,moderate,0.45,1500,center_of_mass,0.36410469125252715,True,0.002385313740546305,Robust propagation retained
potential_shape_001,potential_shape,moderate,0.45,2400,center_of_mass,0.40297586236960437,True,0.002502723066382606,Component-erasing
potential_shape_001,potential_shape,moderate,0.5,900,center_of_mass,0.3321281772721067,True,0.003027042104053218,Robust propagation retained
potential_shape_001,potential_shape,moderate,0.5,1500,center_of_mass,0.365315808905046,True,0.0025414197630712343,Robust propagation retained
potential_shape_001,potential_shape,moderate,0.5,2400,center_of_mass,0.4026976034396276,True,0.002530429015369748,Component-erasing
potential_shape_001,potential_shape,moderate,0.525,900,center_of_mass,0.33412988479166955,True,0.002467728992691917,Robust propagation retained
potential_shape_001,potential_shape,moderate,0.525,1500,center_of_mass,0.3664547340993265,True,0.003224637716691625,Robust propagation retained
potential_shape_001,potential_shape,moderate,0.525,2400,center_of_mass,0.4030473239820863,True,0.002509875119547769,Robust propagation retained
potential_shape_002,potential_shape,mild,0.45,900,center_of_mass,0.3302074464967936,True,0.002668609427308677,Robust propagation retained
potential_shape_002,potential_shape,mild,0.45,1500,center_of_mass,0.36424073383623473,True,0.0026618349458088636,Robust propagation retained
potential_shape_002,potential_shape,mild,0.45,2400,center_of_mass,0.40445160847107225,True,0.0025004147194800513,Component-erasing
potential_shape_002,potential_shape,mild,0.5,900,center_of_mass,0.32947545477091755,True,0.0027087085917500836,Robust propagation retained
potential_shape_002,potential_shape,mild,0.5,1500,center_of_mass,0.36444316754102457,True,0.0025621990258570815,Robust propagation retained
potential_shape_002,potential_shape,mild,0.5,2400,center_of_mass,0.4053191472627705,True,0.002450587216327668,Robust propagation retained
potential_shape_002,potential_shape,mild,0.525,900,center_of_mass,0.3318694476947056,True,0.0027147016575886224,Robust propagation retained
potential_shape_002,potential_shape,mild,0.525,1500,center_of_mass,0.36381944834920044,True,0.0024468197344570952,Robust propagation retained
potential_shape_002,potential_shape,mild,0.525,2400,center_of_mass,0.4042098314979204,True,0.0023489264230686924,Robust propagation retained
potential_shape_003,potential_shape,moderate,0.45,900,center_of_mass,0.33328539231500043,True,0.0028060149335962237,Robust propagation retained
potential_shape_003,potential_shape,moderate,0.45,1500,center_of_mass,0.36302079617981603,True,0.0025569830790082154,Robust propagation retained
potential_shape_003,potential_shape,moderate,0.45,2400,center_of_mass,0.4099503354959812,True,0.0028129081580236526,Robust propagation retained
potential_shape_003,potential_shape,moderate,0.5,900,center_of_mass,0.33206271358848505,True,0.002901933810027131,Robust propagation retained
potential_shape_003,potential_shape,moderate,0.5,1500,center_of_mass,0.3669472631229883,True,0.002861807481831069,Robust propagation retained
potential_shape_003,potential_shape,moderate,0.5,2400,center_of_mass,0.41063345948512947,True,0.0027327840455714653,Robust propagation retained
potential_shape_003,potential_shape,moderate,0.525,900,center_of_mass,0.3319923124614701,True,0.0028828720079997414,Robust propagation retained
potential_shape_003,potential_shape,moderate,0.525,1500,center_of_mass,0.36389278234006706,True,0.00310131885284283,Robust propagation retained
potential_shape_003,potential_shape,moderate,0.525,2400,center_of_mass,0.4101174154815094,True,0.0028362860596246042,Robust propagation retained
potential_shape_004,potential_shape,mild,0.45,900,center_of_mass,0.3320742891433337,True,0.0027963199997855584,Robust propagation retained
potential_shape_004,potential_shape,mild,0.45,1500,center_of_mass,0.3636282061728142,True,0.0025145097098396713,Robust propagation retained
potential_shape_004,potential_shape,mild,0.45,2400,center_of_mass,0.41036935704810257,True,0.002598019820150718,Robust propagation retained
potential_shape_004,potential_shape,mild,0.5,900,center_of_mass,0.33098418802433677,True,0.002616404358535898,Robust propagation retained
potential_shape_004,potential_shape,mild,0.5,1500,center_of_mass,0.36312163369312744,True,0.0028026286672592216,Robust propagation retained
potential_shape_004,potential_shape,mild,0.5,2400,center_of_mass,0.40743605789397197,True,0.0024449639535174955,Robust propagation retained
potential_shape_004,potential_shape,mild,0.525,900,center_of_mass,0.33154625607767024,True,0.0028992277857402687,Robust propagation retained
potential_shape_004,potential_shape,mild,0.525,1500,center_of_mass,0.36349886490362737,True,0.002434789297193818,Robust propagation retained
potential_shape_004,potential_shape,mild,0.525,2400,center_of_mass,0.40888685806544744,True,0.0027268393551367065,Robust propagation retained
potential_shape_005,potential_shape,moderate,0.45,900,center_of_mass,0.32774295721921576,True,0.0024455431292334517,Robust propagation retained
potential_shape_005,potential_shape,moderate,0.45,1500,center_of_mass,0.3613748025002229,True,0.002656131543988985,Robust propagation retained
