witness_id,system_id,system_role,transition_rule
same_control_reach_different_declared_recovery_v0,control_with_declared_d_carried,declared_recovery_positive,target control bit = control; target recovery bit = source d
same_control_reach_different_declared_recovery_v0,control_with_nuisance_n_carried,matched_control_reach_control,target control bit = control; target recovery bit = source n
