channel_id,prior_id,decoder_policy_id,A_success,B_success,joint_success,parity_success,A_selected_target_distinction_id,B_selected_target_distinction_id,joint_selected_target_distinction_id,parity_selected_target_distinction_id,A_selected_decoder_id,B_selected_decoder_id,joint_selected_decoder_id,parity_selected_decoder_id,A_observation_scope,B_observation_scope,joint_observation_scope,parity_observation_scope,A_passes_threshold,B_passes_threshold,joint_passes_threshold,parity_passes_threshold,diagnostic_class,claim_boundary
bit_flip_p_0_05,uniform_X2,bayes_best_target_distinction,0.95,0.95,0.9025,0.905,E_A,E_B,E_joint,E_joint,dec::bit_flip_p_0_05::D_A::E_A::bayes_optimal_decoder,dec::bit_flip_p_0_05::D_B::E_B::bayes_optimal_decoder,dec::bit_flip_p_0_05::D_joint::E_joint::bayes_optimal_decoder,dec::bit_flip_p_0_05::D_parity::E_joint::bayes_optimal_decoder,E_A_only,E_B_only,E_A_and_E_B_jointly_available,E_A_and_E_B_jointly_available,1,1,0,0,marginal_recovered_joint_not_recovered,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
bit_flip_p_0_05,uniform_X2,fixed_declared_target_distinction,0.95,0.95,0.9025,0.905,E_A,E_B,E_joint,E_parity,dec::bit_flip_p_0_05::D_A::E_A::bayes_optimal_decoder,dec::bit_flip_p_0_05::D_B::E_B::bayes_optimal_decoder,dec::bit_flip_p_0_05::D_joint::E_joint::bayes_optimal_decoder,dec::bit_flip_p_0_05::D_parity::E_parity::bayes_optimal_decoder,E_A_only,E_B_only,E_A_and_E_B_jointly_available,E_parity,1,1,0,0,marginal_recovered_joint_not_recovered,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
bit_flip_p_0_10,uniform_X2,bayes_best_target_distinction,0.9,0.9,0.81,0.82,E_A,E_B,E_joint,E_joint,dec::bit_flip_p_0_10::D_A::E_A::bayes_optimal_decoder,dec::bit_flip_p_0_10::D_B::E_B::bayes_optimal_decoder,dec::bit_flip_p_0_10::D_joint::E_joint::bayes_optimal_decoder,dec::bit_flip_p_0_10::D_parity::E_joint::bayes_optimal_decoder,E_A_only,E_B_only,E_A_and_E_B_jointly_available,E_A_and_E_B_jointly_available,0,0,0,0,all_nontrivial_lost,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
bit_flip_p_0_10,uniform_X2,fixed_declared_target_distinction,0.9,0.9,0.81,0.82,E_A,E_B,E_joint,E_parity,dec::bit_flip_p_0_10::D_A::E_A::bayes_optimal_decoder,dec::bit_flip_p_0_10::D_B::E_B::bayes_optimal_decoder,dec::bit_flip_p_0_10::D_joint::E_joint::bayes_optimal_decoder,dec::bit_flip_p_0_10::D_parity::E_parity::bayes_optimal_decoder,E_A_only,E_B_only,E_A_and_E_B_jointly_available,E_parity,0,0,0,0,all_nontrivial_lost,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
bit_flip_p_0_25,uniform_X2,bayes_best_target_distinction,0.75,0.75,0.5625,0.625,E_A,E_B,E_joint,E_joint,dec::bit_flip_p_0_25::D_A::E_A::bayes_optimal_decoder,dec::bit_flip_p_0_25::D_B::E_B::bayes_optimal_decoder,dec::bit_flip_p_0_25::D_joint::E_joint::bayes_optimal_decoder,dec::bit_flip_p_0_25::D_parity::E_joint::bayes_optimal_decoder,E_A_only,E_B_only,E_A_and_E_B_jointly_available,E_A_and_E_B_jointly_available,0,0,0,0,all_nontrivial_lost,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
bit_flip_p_0_25,uniform_X2,fixed_declared_target_distinction,0.75,0.75,0.5625,0.625,E_A,E_B,E_joint,E_parity,dec::bit_flip_p_0_25::D_A::E_A::bayes_optimal_decoder,dec::bit_flip_p_0_25::D_B::E_B::bayes_optimal_decoder,dec::bit_flip_p_0_25::D_joint::E_joint::bayes_optimal_decoder,dec::bit_flip_p_0_25::D_parity::E_parity::bayes_optimal_decoder,E_A_only,E_B_only,E_A_and_E_B_jointly_available,E_parity,0,0,0,0,all_nontrivial_lost,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
bit_flip_p_0_50,uniform_X2,bayes_best_target_distinction,0.5,0.5,0.25,0.5,E_A,E_A,E_A,E_A,dec::bit_flip_p_0_50::D_A::E_A::bayes_optimal_decoder,dec::bit_flip_p_0_50::D_B::E_A::bayes_optimal_decoder,dec::bit_flip_p_0_50::D_joint::E_A::bayes_optimal_decoder,dec::bit_flip_p_0_50::D_parity::E_A::bayes_optimal_decoder,E_A_only,E_A_only,E_A_only,E_A_only,0,0,0,0,all_nontrivial_lost,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
bit_flip_p_0_50,uniform_X2,fixed_declared_target_distinction,0.5,0.5,0.25,0.5,E_A,E_B,E_joint,E_parity,dec::bit_flip_p_0_50::D_A::E_A::bayes_optimal_decoder,dec::bit_flip_p_0_50::D_B::E_B::bayes_optimal_decoder,dec::bit_flip_p_0_50::D_joint::E_joint::bayes_optimal_decoder,dec::bit_flip_p_0_50::D_parity::E_parity::bayes_optimal_decoder,E_A_only,E_B_only,E_A_and_E_B_jointly_available,E_parity,0,0,0,0,all_nontrivial_lost,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
comp_bitflip_0_10_then_0_25,uniform_X2,bayes_best_target_distinction,0.7,0.7,0.49,0.58,E_A,E_B,E_joint,E_joint,dec::comp_bitflip_0_10_then_0_25::D_A::E_A::bayes_optimal_decoder,dec::comp_bitflip_0_10_then_0_25::D_B::E_B::bayes_optimal_decoder,dec::comp_bitflip_0_10_then_0_25::D_joint::E_joint::bayes_optimal_decoder,dec::comp_bitflip_0_10_then_0_25::D_parity::E_joint::bayes_optimal_decoder,E_A_only,E_B_only,E_A_and_E_B_jointly_available,E_A_and_E_B_jointly_available,0,0,0,0,all_nontrivial_lost,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
comp_bitflip_0_10_then_0_25,uniform_X2,fixed_declared_target_distinction,0.7,0.7,0.49,0.58,E_A,E_B,E_joint,E_parity,dec::comp_bitflip_0_10_then_0_25::D_A::E_A::bayes_optimal_decoder,dec::comp_bitflip_0_10_then_0_25::D_B::E_B::bayes_optimal_decoder,dec::comp_bitflip_0_10_then_0_25::D_joint::E_joint::bayes_optimal_decoder,dec::comp_bitflip_0_10_then_0_25::D_parity::E_parity::bayes_optimal_decoder,E_A_only,E_B_only,E_A_and_E_B_jointly_available,E_parity,0,0,0,0,all_nontrivial_lost,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
comp_identity_then_marginal_degrade_0_10,uniform_X2,bayes_best_target_distinction,0.95,0.95,0.9,0.9,E_A,E_B,E_joint,E_joint,dec::comp_identity_then_marginal_degrade_0_10::D_A::E_A::bayes_optimal_decoder,dec::comp_identity_then_marginal_degrade_0_10::D_B::E_B::bayes_optimal_decoder,dec::comp_identity_then_marginal_degrade_0_10::D_joint::E_joint::bayes_optimal_decoder,dec::comp_identity_then_marginal_degrade_0_10::D_parity::E_joint::bayes_optimal_decoder,E_A_only,E_B_only,E_A_and_E_B_jointly_available,E_A_and_E_B_jointly_available,1,1,0,0,marginal_recovered_joint_not_recovered,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
comp_identity_then_marginal_degrade_0_10,uniform_X2,fixed_declared_target_distinction,0.95,0.95,0.9,0.9,E_A,E_B,E_joint,E_parity,dec::comp_identity_then_marginal_degrade_0_10::D_A::E_A::bayes_optimal_decoder,dec::comp_identity_then_marginal_degrade_0_10::D_B::E_B::bayes_optimal_decoder,dec::comp_identity_then_marginal_degrade_0_10::D_joint::E_joint::bayes_optimal_decoder,dec::comp_identity_then_marginal_degrade_0_10::D_parity::E_parity::bayes_optimal_decoder,E_A_only,E_B_only,E_A_and_E_B_jointly_available,E_parity,1,1,0,0,marginal_recovered_joint_not_recovered,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
identity_channel,uniform_X2,bayes_best_target_distinction,1.0,1.0,1.0,1.0,E_A,E_B,E_joint,E_joint,dec::identity_channel::D_A::E_A::bayes_optimal_decoder,dec::identity_channel::D_B::E_B::bayes_optimal_decoder,dec::identity_channel::D_joint::E_joint::bayes_optimal_decoder,dec::identity_channel::D_parity::E_joint::bayes_optimal_decoder,E_A_only,E_B_only,E_A_and_E_B_jointly_available,E_A_and_E_B_jointly_available,1,1,1,1,marginal_and_joint_recovered,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
identity_channel,uniform_X2,fixed_declared_target_distinction,1.0,1.0,1.0,1.0,E_A,E_B,E_joint,E_parity,dec::identity_channel::D_A::E_A::bayes_optimal_decoder,dec::identity_channel::D_B::E_B::bayes_optimal_decoder,dec::identity_channel::D_joint::E_joint::bayes_optimal_decoder,dec::identity_channel::D_parity::E_parity::bayes_optimal_decoder,E_A_only,E_B_only,E_A_and_E_B_jointly_available,E_parity,1,1,1,1,marginal_and_joint_recovered,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
marginal_joint_degrade_q_0_10,uniform_X2,bayes_best_target_distinction,0.95,0.95,0.9,0.9,E_A,E_B,E_joint,E_joint,dec::marginal_joint_degrade_q_0_10::D_A::E_A::bayes_optimal_decoder,dec::marginal_joint_degrade_q_0_10::D_B::E_B::bayes_optimal_decoder,dec::marginal_joint_degrade_q_0_10::D_joint::E_joint::bayes_optimal_decoder,dec::marginal_joint_degrade_q_0_10::D_parity::E_joint::bayes_optimal_decoder,E_A_only,E_B_only,E_A_and_E_B_jointly_available,E_A_and_E_B_jointly_available,1,1,0,0,marginal_recovered_joint_not_recovered,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
marginal_joint_degrade_q_0_10,uniform_X2,fixed_declared_target_distinction,0.95,0.95,0.9,0.9,E_A,E_B,E_joint,E_parity,dec::marginal_joint_degrade_q_0_10::D_A::E_A::bayes_optimal_decoder,dec::marginal_joint_degrade_q_0_10::D_B::E_B::bayes_optimal_decoder,dec::marginal_joint_degrade_q_0_10::D_joint::E_joint::bayes_optimal_decoder,dec::marginal_joint_degrade_q_0_10::D_parity::E_parity::bayes_optimal_decoder,E_A_only,E_B_only,E_A_and_E_B_jointly_available,E_parity,1,1,0,0,marginal_recovered_joint_not_recovered,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
marginal_joint_degrade_q_0_20,uniform_X2,bayes_best_target_distinction,0.9,0.9,0.8,0.8,E_A,E_B,E_joint,E_joint,dec::marginal_joint_degrade_q_0_20::D_A::E_A::bayes_optimal_decoder,dec::marginal_joint_degrade_q_0_20::D_B::E_B::bayes_optimal_decoder,dec::marginal_joint_degrade_q_0_20::D_joint::E_joint::bayes_optimal_decoder,dec::marginal_joint_degrade_q_0_20::D_parity::E_joint::bayes_optimal_decoder,E_A_only,E_B_only,E_A_and_E_B_jointly_available,E_A_and_E_B_jointly_available,0,0,0,0,all_nontrivial_lost,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
marginal_joint_degrade_q_0_20,uniform_X2,fixed_declared_target_distinction,0.9,0.9,0.8,0.8,E_A,E_B,E_joint,E_parity,dec::marginal_joint_degrade_q_0_20::D_A::E_A::bayes_optimal_decoder,dec::marginal_joint_degrade_q_0_20::D_B::E_B::bayes_optimal_decoder,dec::marginal_joint_degrade_q_0_20::D_joint::E_joint::bayes_optimal_decoder,dec::marginal_joint_degrade_q_0_20::D_parity::E_parity::bayes_optimal_decoder,E_A_only,E_B_only,E_A_and_E_B_jointly_available,E_parity,0,0,0,0,all_nontrivial_lost,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
output_marginal_matched_uniform,uniform_X2,bayes_best_target_distinction,0.5,0.5,0.25,0.5,E_A,E_A,E_A,E_A,dec::output_marginal_matched_uniform::D_A::E_A::bayes_optimal_decoder,dec::output_marginal_matched_uniform::D_B::E_A::bayes_optimal_decoder,dec::output_marginal_matched_uniform::D_joint::E_A::bayes_optimal_decoder,dec::output_marginal_matched_uniform::D_parity::E_A::bayes_optimal_decoder,E_A_only,E_A_only,E_A_only,E_A_only,0,0,0,0,all_nontrivial_lost,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
output_marginal_matched_uniform,uniform_X2,fixed_declared_target_distinction,0.5,0.5,0.25,0.5,E_A,E_B,E_joint,E_parity,dec::output_marginal_matched_uniform::D_A::E_A::bayes_optimal_decoder,dec::output_marginal_matched_uniform::D_B::E_B::bayes_optimal_decoder,dec::output_marginal_matched_uniform::D_joint::E_joint::bayes_optimal_decoder,dec::output_marginal_matched_uniform::D_parity::E_parity::bayes_optimal_decoder,E_A_only,E_B_only,E_A_and_E_B_jointly_available,E_parity,0,0,0,0,all_nontrivial_lost,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
projection_A_channel,uniform_X2,bayes_best_target_distinction,1.0,0.5,0.5,0.5,E_A_marg,E_A_marg,E_A_marg,E_A_marg,dec::projection_A_channel::D_A::E_A_marg::bayes_optimal_decoder,dec::projection_A_channel::D_B::E_A_marg::bayes_optimal_decoder,dec::projection_A_channel::D_joint::E_A_marg::bayes_optimal_decoder,dec::projection_A_channel::D_parity::E_A_marg::bayes_optimal_decoder,E_A_only,E_A_only,E_A_only,E_A_only,1,0,0,0,mixed_or_partial,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
projection_A_channel,uniform_X2,fixed_declared_target_distinction,1.0,,,,E_A_marg,,,,dec::projection_A_channel::D_A::E_A_marg::bayes_optimal_decoder,,,,E_A_only,,,,1,0,0,0,mixed_or_partial,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
projection_B_channel,uniform_X2,bayes_best_target_distinction,0.5,1.0,0.5,0.5,E_B_marg,E_B_marg,E_B_marg,E_B_marg,dec::projection_B_channel::D_A::E_B_marg::bayes_optimal_decoder,dec::projection_B_channel::D_B::E_B_marg::bayes_optimal_decoder,dec::projection_B_channel::D_joint::E_B_marg::bayes_optimal_decoder,dec::projection_B_channel::D_parity::E_B_marg::bayes_optimal_decoder,E_B_only,E_B_only,E_B_only,E_B_only,0,1,0,0,mixed_or_partial,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
projection_B_channel,uniform_X2,fixed_declared_target_distinction,,1.0,,,,E_B_marg,,,,dec::projection_B_channel::D_B::E_B_marg::bayes_optimal_decoder,,,,E_B_only,,,0,1,0,0,mixed_or_partial,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
random_channel_same_output_entropy_seed_17,uniform_X2,bayes_best_target_distinction,0.6875,0.625,0.5,0.6875,E_joint,E_B,E_joint,E_A,dec::random_channel_same_output_entropy_seed_17::D_A::E_joint::bayes_optimal_decoder,dec::random_channel_same_output_entropy_seed_17::D_B::E_B::bayes_optimal_decoder,dec::random_channel_same_output_entropy_seed_17::D_joint::E_joint::bayes_optimal_decoder,dec::random_channel_same_output_entropy_seed_17::D_parity::E_A::bayes_optimal_decoder,E_A_and_E_B_jointly_available,E_B_only,E_A_and_E_B_jointly_available,E_A_only,0,0,0,0,all_nontrivial_lost,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
random_channel_same_output_entropy_seed_17,uniform_X2,fixed_declared_target_distinction,0.5625,0.625,0.5,0.5625,E_A,E_B,E_joint,E_parity,dec::random_channel_same_output_entropy_seed_17::D_A::E_A::bayes_optimal_decoder,dec::random_channel_same_output_entropy_seed_17::D_B::E_B::bayes_optimal_decoder,dec::random_channel_same_output_entropy_seed_17::D_joint::E_joint::bayes_optimal_decoder,dec::random_channel_same_output_entropy_seed_17::D_parity::E_parity::bayes_optimal_decoder,E_A_only,E_B_only,E_A_and_E_B_jointly_available,E_parity,0,0,0,0,all_nontrivial_lost,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
total_erasure_channel,uniform_X2,bayes_best_target_distinction,0.5,0.5,0.25,0.5,E_trivial_star,E_trivial_star,E_trivial_star,E_trivial_star,dec::total_erasure_channel::D_A::E_trivial_star::bayes_optimal_decoder,dec::total_erasure_channel::D_B::E_trivial_star::bayes_optimal_decoder,dec::total_erasure_channel::D_joint::E_trivial_star::bayes_optimal_decoder,dec::total_erasure_channel::D_parity::E_trivial_star::bayes_optimal_decoder,degraded_target_observation,degraded_target_observation,degraded_target_observation,degraded_target_observation,0,0,0,0,all_nontrivial_lost,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
total_erasure_channel,uniform_X2,fixed_declared_target_distinction,,,,,,,,,,,,,,,,,0,0,0,0,all_nontrivial_lost,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
