decoder_id,target_label,decoded_source_label,decoder_kind,claim_boundary
dec::identity_channel::D_A::E_A::bayes_optimal_decoder,0,0,bayes_optimal_decoder,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
dec::identity_channel::D_A::E_A::bayes_optimal_decoder,1,1,bayes_optimal_decoder,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
dec::identity_channel::D_A::E_A::exact_decoder,0,0,exact_decoder,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
dec::identity_channel::D_A::E_A::exact_decoder,1,1,exact_decoder,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
dec::identity_channel::D_A::E_A::declared_decoder,0,0,declared_decoder,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
dec::identity_channel::D_A::E_A::declared_decoder,1,1,declared_decoder,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
dec::identity_channel::D_A::E_B::bayes_optimal_decoder,0,1,bayes_optimal_decoder,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
dec::identity_channel::D_A::E_B::bayes_optimal_decoder,1,1,bayes_optimal_decoder,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
dec::identity_channel::D_A::E_B::declared_decoder,0,0,declared_decoder,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
dec::identity_channel::D_A::E_B::declared_decoder,1,1,declared_decoder,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
dec::identity_channel::D_A::E_joint::bayes_optimal_decoder,00,0,bayes_optimal_decoder,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
dec::identity_channel::D_A::E_joint::bayes_optimal_decoder,01,0,bayes_optimal_decoder,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
dec::identity_channel::D_A::E_joint::bayes_optimal_decoder,10,1,bayes_optimal_decoder,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
dec::identity_channel::D_A::E_joint::bayes_optimal_decoder,11,1,bayes_optimal_decoder,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
dec::identity_channel::D_A::E_joint::exact_decoder,00,0,exact_decoder,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
dec::identity_channel::D_A::E_joint::exact_decoder,01,0,exact_decoder,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
dec::identity_channel::D_A::E_joint::exact_decoder,10,1,exact_decoder,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
dec::identity_channel::D_A::E_joint::exact_decoder,11,1,exact_decoder,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
