baseline_id,baseline_channel_id,baseline_role,claim_boundary
identity_channel,identity_channel,identity_channel,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
total_erasure_channel,total_erasure_channel,total_erasure_channel,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
independent_noise_matched_channel,bit_flip_p_0_05,independent_noise_matched_channel,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
output_marginal_matched_channel,output_marginal_matched_uniform,output_marginal_matched_channel,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
random_channel_same_output_entropy,random_channel_same_output_entropy_seed_17,random_channel_same_output_entropy,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
