prior_id,carrier_id,state_id,probability,probability_fraction,prior_rule,claim_boundary
uniform_X2,X2,00,0.25,1/4,uniform_source_prior,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
uniform_X2,X2,01,0.25,1/4,uniform_source_prior,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
uniform_X2,X2,10,0.25,1/4,uniform_source_prior,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
uniform_X2,X2,11,0.25,1/4,uniform_source_prior,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
uniform_Y2,Y2,00,0.25,1/4,uniform_source_prior,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
uniform_Y2,Y2,01,0.25,1/4,uniform_source_prior,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
uniform_Y2,Y2,10,0.25,1/4,uniform_source_prior,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
uniform_Y2,Y2,11,0.25,1/4,uniform_source_prior,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
