alpha,T,kappa,Delta_R,Delta_p_viable_product,Delta_H_cond_product,Delta_H_weighted_product,Delta_H_recovery_product,strict_certified_mass_advantage,certified_transport_density_advantage,singleton_fraction,component_A_preservation,component_B_preservation,lower_rank_erasure_score,horizon_stability_score,estimator_warning,category
0.525,1500,boundary_v2_regime_sequence,2.1565870377291576,0.0002375,-10.27499748540733,-10.262195248278157,-10.275755157960877,0.000175,-0.26751751751751746,0.20622204184704182,1.0,1.0,0.0,0.8115054037195145,,Profile-consistent bundle candidate
0.525,1500,center_of_mass,-0.3344122722310826,0.0002375,-4.68987270165904,-4.682523163007421,-4.6910941742438705,0.000175,0.058758758758758724,0.4781647148205014,1.0,0.8018029849742649,0.09909850751286749,0.8179481614352907,,Profile-consistent bundle candidate
0.525,1500,identity_like_diagnostic,0.0,0.0002375,-1.6306343672624763,-1.6262593809731911,-1.634461520022087,0.000175,0.0,1.0,0.8087909845329575,0.5555991294758753,0.3178049429955836,0.5977615356373887,HIGH_SINGLETON_FRACTION,Inconclusive
0.525,1500,joint_basin,-4.7325961420520555,0.0002375,-5.8319498609724265,-5.823473783428195,-5.835320983856121,0.000175,0.6689814814814815,0.44804913029668747,1.0,0.9607127567147888,0.019643621642605594,0.8435916613530992,,Profile-consistent bundle candidate
0.525,1500,random_kappa_matched,-0.04092104155350123,0.0002375,-3.837447482860184,-3.830920228562045,-3.842540637126651,0.000175,0.0009884884884884713,0.08364345727732019,1.0,0.7136534596745575,0.14317327016272122,0.6715673528178252,,Profile-consistent bundle candidate
0.525,1500,relative_distance,0.1379378825242369,0.0002375,-1.9915151756262675,-1.9867922361499755,-1.9950193751988714,0.000175,-5.005005005004374e-05,0.8545044819600154,0.8391912789953093,0.576482657374947,0.29216303181487185,0.6524163974783938,HIGH_SINGLETON_FRACTION,Inconclusive
0.525,2400,all_one_diagnostic,0.00025297818009062373,0.0002375,-14.49109548211199,-14.473497632847332,-14.49481331208382,0.000175,0.0,0.0,1.0,1.0,0.0,0.8876450174709387,,Profile-consistent bundle candidate
0.525,2400,basin_transition_profile,-2.678575703714078,0.0002375,-11.099963335490314,-11.085685793597916,-11.102608491812287,0.000175,0.20643143143143142,0.2258240398743796,1.0,1.0,0.0,0.8453829107517681,,Profile-consistent bundle candidate
0.525,2400,boundary_v2_regime_sequence,3.5867883964500855,0.0002375,-13.166786033853189,-13.150480115386742,-13.166031705661911,0.000175,-0.5288163163163163,0.25028273809523804,1.0,1.0,0.0,0.8115054037195145,,Profile-consistent bundle candidate
0.525,2400,center_of_mass,-0.6129383488960823,0.0002375,-5.816173798047011,-5.8070345998841955,-5.817312855619319,0.000175,0.02628878878878873,0.7264679900082907,1.0,0.8112312622105702,0.0943843688947149,0.8179481614352907,HIGH_SINGLETON_FRACTION,Inconclusive
0.525,2400,identity_like_diagnostic,0.0,0.0002375,-4.526719233983167,-4.518835207780387,-4.529029027421734,0.000175,0.0,1.0,0.94529811783284,0.7062263846261267,0.17423774877051657,0.5977615356373887,HIGH_SINGLETON_FRACTION,Inconclusive
0.525,2400,joint_basin,-5.987290987042909,0.0002375,-7.453914405054455,-7.443175610411188,-7.454086765326885,0.000175,0.8071071071071071,0.7596440068836162,1.0,0.9945394465124906,0.0027302767437546774,0.8435916613530992,HIGH_SINGLETON_FRACTION,Inconclusive
0.525,2400,random_kappa_matched,0.000253308648992354,0.0002375,-6.713496166047641,-6.7034858463609535,-6.716951819108962,0.000175,0.00042542542542541256,0.07642436404357597,1.0,0.9047961561394414,0.04760192193027926,0.6715673528178252,,Profile-consistent bundle candidate
0.525,2400,relative_distance,0.010180224946902513,0.0002375,-4.544405864150524,-4.536504568718157,-4.546698388359504,0.000175,0.0,0.9913589413861,0.9469796715315875,0.7074821203090289,0.1727691040796918,0.6524163974783938,HIGH_SINGLETON_FRACTION,Inconclusive
0.525,3600,all_one_diagnostic,0.00025297818009062373,0.0002375,-16.945816116083396,-16.925248344789075,-16.948456627855016,0.000175,0.0,0.0,1.0,1.0,0.0,0.8876450174709387,,Profile-consistent bundle candidate
0.525,3600,basin_transition_profile,-2.800230887988707,0.0002375,-13.43904362326731,-13.421903893350697,-13.440983282006439,0.000175,0.2202452452452452,0.2938853732026775,1.0,1.0,0.0,0.8453829107517681,,Profile-consistent bundle candidate
0.525,3600,boundary_v2_regime_sequence,5.072980806859927,0.0002375,-15.614698772199727,-15.595428595729265,-15.612872789833892,0.000175,-0.7571821821821823,0.2992430139305139,1.0,1.0,0.0,0.8115054037195145,,Profile-consistent bundle candidate
0.525,3600,center_of_mass,-0.5400650028897034,0.0002375,-7.271625020695249,-7.260488355945211,-7.272599779416014,0.000175,0.0034159159159158686,0.9148166768664234,1.0,0.8503685904031733,0.07481570479841335,0.8179481614352907,HIGH_SINGLETON_FRACTION,Inconclusive
0.525,3600,identity_like_diagnostic,0.0,0.0002375,-6.981439867954573,-6.970585919722128,-6.982672343192931,0.000175,0.0,1.0,0.9904242665271339,0.8255986047647006,0.09198856435408274,0.5977615356373887,HIGH_SINGLETON_FRACTION,Inconclusive
0.525,3600,joint_basin,-6.5526841119978645,0.0002375,-9.340989472413845,-9.32783315450238,-9.340222886254516,0.000175,0.8562437437437437,0.8393821597304241,1.0,1.0,0.0,0.8435916613530992,HIGH_SINGLETON_FRACTION,Inconclusive
0.525,3600,random_kappa_matched,-0.0035499930430093673,0.0002375,-9.166307995554337,-9.15332460751951,-9.168642511727484,0.000175,-0.00026276276276275876,0.07609590127622931,1.0,1.0,0.0,0.6715673528178252,,Profile-consistent bundle candidate
0.525,3600,relative_distance,-5.017527547587625e-05,0.0002375,-6.981590018305475,-6.970735919722128,-6.9828223431929315,0.000175,0.0,0.9999248245235451,0.9904392098347001,0.8256110500159982,0.09197487007465074,0.6524163974783938,HIGH_SINGLETON_FRACTION,Inconclusive
0.55,900,all_one_diagnostic,0.00012664310058759125,0.00015000000000000001,-8.980588964883072,-8.969677298352014,-8.986865703003149,8.75e-05,0.0,0.0,1.0,1.0,0.0,0.8876450174709387,,Profile-consistent bundle candidate
0.55,900,basin_transition_profile,-1.9819302520073294,0.00015000000000000001,-6.199679669060607,-6.191730077211466,-6.206174775722266,8.75e-05,0.08927677677677673,0.19866888818404413,1.0,1.0,0.0,0.8461213291745928,,Profile-consistent bundle candidate
0.55,900,boundary_v2_regime_sequence,1.2027856449836514,0.00015000000000000001,-7.708944580381849,-7.6993869652192926,-7.7100802019389505,8.75e-05,-0.09886136136136134,0.18471230158730156,1.0,1.0,0.0,0.8125633535377019,,Profile-consistent bundle candidate
0.55,900,center_of_mass,-0.13060878559955066,0.00015000000000000001,-3.718731238295601,-3.7134180958869494,-3.719282503975323,8.75e-05,0.02997997997997994,0.2852789841216003,1.0,0.7713221183575112,0.11433894082124434,0.8178912675150294,,Profile-consistent bundle candidate
0.55,900,identity_like_diagnostic,0.00017484944698346368,0.00015000000000000001,0.9831104720382141,0.9834369839983014,0.9783685816589387,8.75e-05,0.0,0.9997243855798782,0.6185358555852432,0.40730208318462946,0.4870810306150636,0.5977694566027727,HIGH_SINGLETON_FRACTION,Inconclusive
0.55,900,joint_basin,-2.905876373987184,0.00015000000000000001,-5.106265764747173,-5.099479424870166,-5.111933716314476,8.75e-05,0.24249249249249244,0.32180817782955223,1.0,1.0,0.0,0.8417432331990155,,Profile-consistent bundle candidate
0.55,900,random_kappa_matched,0.07165485262627616,0.00015000000000000001,-1.509104790989483,-1.5061288197477585,-1.514076924702309,8.75e-05,-0.002389889889889879,0.16602110819974117,0.8248640705301492,0.5431684535176105,0.3159837379761201,0.6725309903938255,,Profile-consistent bundle candidate
0.55,900,relative_distance,0.35504942796464223,0.00015000000000000001,-0.7454319127932776,-0.7432701192042682,-0.7484135215436316,8.75e-05,-0.0033033033033032727,0.5332197295503736,0.7483777491053636,0.49280140435222713,0.3794104232712046,0.6522758522887717,,Profile-consistent bundle candidate
0.55,1500,all_one_diagnostic,0.00012664310058759125,0.00015000000000000001,-11.595010615391299,-11.580921806040136,-11.600245804684175,8.75e-05,0.0,0.0,1.0,1.0,0.0,0.8876450174709387,,Profile-consistent bundle candidate
0.55,1500,basin_transition_profile,-2.5469164378076767,0.00015000000000000001,-8.29853647920552,-8.287958136813703,-8.302685760826273,8.75e-05,0.17374874874874868,0.20182675448220116,1.0,1.0,0.0,0.8461213291745928,,Profile-consistent bundle candidate
0.55,1500,boundary_v2_regime_sequence,2.202941086517988,0.00015000000000000001,-10.321477869275665,-10.30874559689015,-10.321574427602709,8.75e-05,-0.26798048048048045,0.21212662337662339,1.0,1.0,0.0,0.8125633535377019,,Profile-consistent bundle candidate
0.55,1500,center_of_mass,-0.33044936008505654,0.00015000000000000001,-4.693961948884568,-4.687214580870598,-4.694839186459012,8.75e-05,0.06042292292292288,0.4771169779050208,1.0,0.8159372089432875,0.09203139552835625,0.8178912675150294,,Profile-consistent bundle candidate
0.55,1500,identity_like_diagnostic,0.0,0.00015000000000000001,-1.6307607023419795,-1.6272575236898212,-1.634461520022087,8.75e-05,0.0,1.0,0.805400858107526,0.5650600486304393,0.3147695466310173,0.5977694566027727,HIGH_SINGLETON_FRACTION,Inconclusive
0.55,1500,joint_basin,-4.828108057582593,0.00015000000000000001,-5.736564280521391,-5.728706817987365,-5.74015390957773,8.75e-05,0.6863863863863864,0.44456657833162555,1.0,0.9611268016382721,0.019436599180863906,0.8417432331990155,,Profile-consistent bundle candidate
0.55,1500,random_kappa_matched,-0.0386807208155783,0.00015000000000000001,-3.8398141386776103,-3.8339659989081243,-3.844871170155136,8.75e-05,0.0006881881881881751,0.08563757451863813,1.0,0.7260248677788441,0.13698756611057789,0.6725309903938255,,Profile-consistent bundle candidate
0.55,1500,relative_distance,0.14055331407887645,0.00015000000000000001,-1.9942569422604097,-1.9903645006864505,-1.9975934970187157,8.75e-05,-3.7537537537532494e-05,0.8524027333911539,0.8358997817032972,0.5864593212934189,0.28882044850164196,0.6522758522887717,HIGH_SINGLETON_FRACTION,Inconclusive
0.55,2400,all_one_diagnostic,0.00012664310058759125,0.00015000000000000001,-14.49109548211199,-14.473497632847332,-14.49481331208382,8.75e-05,0.0,0.0,1.0,1.0,0.0,0.8876450174709387,,Profile-consistent bundle candidate
0.55,2400,basin_transition_profile,-2.6701765757953373,0.00015000000000000001,-11.108488798488558,-11.094495898338021,-11.110994367806104,8.75e-05,0.19869869869869866,0.23110614686230901,1.0,1.0,0.0,0.8461213291745928,,Profile-consistent bundle candidate
0.55,2400,boundary_v2_regime_sequence,3.6352422583858215,0.00015000000000000001,-13.21536623086843,-13.19912757709763,-13.21394808840264,8.75e-05,-0.5297422422422422,0.2400640331890332,1.0,1.0,0.0,0.8125633535377019,,Profile-consistent bundle candidate
0.55,2400,center_of_mass,-0.6100333570624773,0.00015000000000000001,-5.819205124960119,-5.810831760761889,-5.820147558192536,8.75e-05,0.026576576576576527,0.7269601077959222,1.0,0.8233145594124835,0.08834272029375817,0.8178912675150294,HIGH_SINGLETON_FRACTION,Inconclusive
0.55,2400,identity_like_diagnostic,0.0,0.00015000000000000001,-4.5268455690626705,-4.519833350497018,-4.529029027421734,8.75e-05,0.0,1.0,0.9411019152272114,0.7164995680974171,0.17119925833768573,0.5977694566027727,HIGH_SINGLETON_FRACTION,Inconclusive
0.55,2400,joint_basin,-6.0102997887326595,0.00015000000000000001,-7.4310319384442085,-7.420947721918084,-7.431280531728719,8.75e-05,0.8122372372372373,0.7542596631107533,1.0,0.9988139885763255,0.0005930057118372223,0.8417432331990155,HIGH_SINGLETON_FRACTION,Inconclusive
0.55,2400,random_kappa_matched,0.0018652460320560996,0.00015000000000000001,-6.7152344385102065,-6.705897237662482,-6.718686768188616,8.75e-05,5.0050050050051286e-05,0.07534025235720863,1.0,0.9181486503160967,0.04092567484195165,0.6725309903938255,,Profile-consistent bundle candidate
0.55,2400,relative_distance,0.009131482436723995,0.00015000000000000001,-4.543483456719849,-4.5364532001850035,-4.545648877109721,8.75e-05,0.0,0.9919149762941035,0.9426762525725391,0.7176979935771001,0.16981287692518043,0.6522758522887717,HIGH_SINGLETON_FRACTION,Inconclusive
0.55,3600,all_one_diagnostic,0.00012664310058759125,0.00015000000000000001,-16.945816116083396,-16.925248344789075,-16.948456627855016,8.75e-05,0.0,0.0,1.0,1.0,0.0,0.8876450174709387,,Profile-consistent bundle candidate
0.55,3600,basin_transition_profile,-2.7923319280958987,0.00015000000000000001,-13.44706891823962,-13.430236861120893,-13.449159273370537,8.75e-05,0.21146146146146144,0.3217827592456828,1.0,1.0,0.0,0.8461213291745928,,Profile-consistent bundle candidate
0.55,3600,boundary_v2_regime_sequence,5.119919944901807,0.00015000000000000001,-15.661764245321109,-15.642564580964407,-15.659277696098878,8.75e-05,-0.7578703703703703,0.3016644813519813,1.0,1.0,0.0,0.8125633535377019,,Profile-consistent bundle candidate
0.55,3600,center_of_mass,-0.5391059476538628,0.00015000000000000001,-7.272710411010593,-7.262423407380448,-7.273546124228398,8.75e-05,0.003403403403403355,0.9130662364256763,1.0,0.8573410887331375,0.07132945563343115,0.8178912675150294,HIGH_SINGLETON_FRACTION,Inconclusive
0.55,3600,identity_like_diagnostic,0.0,0.00015000000000000001,-6.981566203034076,-6.971584062438758,-6.982672343192931,8.75e-05,0.0,1.0,0.9887155500140145,0.832283628774866,0.08950041060555977,0.5977694566027727,HIGH_SINGLETON_FRACTION,Inconclusive
0.55,3600,joint_basin,-6.576372440564517,0.00015000000000000001,-9.317427478926694,-9.304979652022062,-9.316638576331915,8.75e-05,0.8606356356356356,0.8271118189369051,1.0,1.0,0.0,0.8417432331990155,HIGH_SINGLETON_FRACTION,Inconclusive
0.55,3600,random_kappa_matched,-0.0040294810204648,0.00015000000000000001,-9.165954842656385,-9.15365022184985,-9.168313480557966,8.75e-05,-0.00018768768768768124,0.0734182751858688,1.0,1.0,0.0,0.6725309903938255,,Profile-consistent bundle candidate
0.55,3600,relative_distance,2.497512587934578e-05,0.00015000000000000001,-6.981791503786335,-6.9718090624387585,-6.982897343192931,8.75e-05,0.0,0.9998872367096763,0.9887378901522507,0.8323024283301328,0.08947984075880827,0.6522758522887717,HIGH_SINGLETON_FRACTION,Inconclusive
0.6,900,all_one_diagnostic,0.00018073494853299124,0.0001875,-8.980588964883072,-8.969677298352014,-8.986865703003149,0.000125,0.0,0.0,1.0,1.0,0.0,0.8876450174709387,,Profile-consistent bundle candidate
0.6,900,basin_transition_profile,-2.058476433339872,0.0001875,-6.123079395880119,-6.115094359112577,-6.1297334156182375,0.000125,0.09757257257257254,0.1758212020159287,1.0,1.0,0.0,0.8470344227672104,,Profile-consistent bundle candidate
0.6,900,boundary_v2_regime_sequence,1.2566388328506994,0.0001875,-7.762743676400952,-7.753078878153241,-7.763568596386072,0.000125,-0.09884884884884881,0.19005591630591628,1.0,1.0,0.0,0.8138629177345506,,Profile-consistent bundle candidate
0.6,900,center_of_mass,-0.12869146411232035,0.0001875,-3.720594467934886,-3.7150685343819143,-3.721789681973109,0.000125,0.030693193193193153,0.29013069698892446,1.0,0.7884252307468819,0.10578738462655905,0.817593069277842,,Profile-consistent bundle candidate
0.6,900,identity_like_diagnostic,0.00014972381975121674,0.0001875,0.9831896895133919,0.98388981108933,0.9783935816589387,0.000125,0.0,0.9997370114852069,0.6214387631123739,0.41618030958071134,0.48119046365345736,0.5977660869496868,HIGH_SINGLETON_FRACTION,Inconclusive
0.6,900,joint_basin,-3.106980238648161,0.0001875,-4.905107808238251,-4.898362962134945,-4.911280960835154,0.000125,0.2857357357357357,0.30233514992628274,1.0,0.9988186648698332,0.0005906675650834344,0.8399627361871236,,Profile-consistent bundle candidate
0.6,900,random_kappa_matched,0.08320545868028187,0.0001875,-1.5206013051955434,-1.5173400050487909,-1.5258479217317633,0.000125,-0.0021771771771771703,0.17339325341188913,0.8300178019529978,0.5558721276325611,0.30705503520722055,0.6715982193306916,,Profile-consistent bundle candidate
0.6,900,relative_distance,0.3751209200515381,0.0001875,-0.765449313032228,-0.7629493354423103,-0.7684705648727016,0.000125,-0.0033533533533533335,0.5301056249031629,0.7537241372991536,0.5047924539679935,0.3707417043664264,0.6536166938090876,,Profile-consistent bundle candidate
0.6,1500,all_one_diagnostic,0.00018073494853299124,0.0001875,-11.595010615391299,-11.580921806040136,-11.600245804684175,0.000125,0.0,0.0,1.0,1.0,0.0,0.8876450174709387,,Profile-consistent bundle candidate
0.6,1500,basin_transition_profile,-2.558269017241833,0.0001875,-8.287129807923417,-8.27642342774661,-8.291487169527889,0.000125,0.17020770770770763,0.19560102163164741,1.0,1.0,0.0,0.8470344227672104,,Profile-consistent bundle candidate
0.6,1500,boundary_v2_regime_sequence,2.2560361356610446,0.0001875,-10.374518826570775,-10.361679302892924,-10.374304615118659,0.000125,-0.26776776776776773,0.22794733044733043,1.0,1.0,0.0,0.8138629177345506,,Profile-consistent bundle candidate
0.6,1500,center_of_mass,-0.3401786939412538,0.0001875,-4.684178523180426,-4.677165086743458,-4.685450601700817,0.000125,0.062087087087087045,0.480809560893677,1.0,0.8349594134959215,0.08252029325203918,0.817593069277842,,Profile-consistent bundle candidate
0.6,1500,identity_like_diagnostic,0.0,0.0001875,-1.630706610494034,-1.626829696598793,-1.634461520022087,0.000125,0.0,1.0,0.8007500543699235,0.5790726547089979,0.3100886454605392,0.5977660869496868,HIGH_SINGLETON_FRACTION,Inconclusive
0.6,1500,joint_basin,-4.946029701348282,0.0001875,-5.618588544907758,-5.610609018265881,-5.622675475239566,0.000125,0.7099224224224224,0.4434079915129464,1.0,0.9655622768374161,0.017218861581291833,0.8399627361871236,,Profile-consistent bundle candidate
0.6,1500,random_kappa_matched,-0.04475855938596827,0.0001875,-3.8336822082592747,-3.827552331037778,-3.8385009734395283,0.000125,0.001338838838838825,0.08509394349870823,1.0,0.7434484638268455,0.1282757680865772,0.6715982193306916,,Profile-consistent bundle candidate
0.6,1500,relative_distance,0.1524211487506833,0.0001875,-2.0060706850842713,-2.001804312893612,-2.0094361363169053,0.000125,-3.7537537537532494e-05,0.8480405980997062,0.8320982133387419,0.6017462472359049,0.2830777697126766,0.6536166938090876,HIGH_SINGLETON_FRACTION,Inconclusive
0.6,2400,all_one_diagnostic,0.00018073494853299124,0.0001875,-14.49109548211199,-14.473497632847332,-14.49481331208382,0.000125,0.0,0.0,1.0,1.0,0.0,0.8876450174709387,,Profile-consistent bundle candidate
0.6,2400,basin_transition_profile,-2.6707915319831557,0.0001875,-11.107819750452794,-11.093682082094855,-11.110755825077696,0.000125,0.18877627627627624,0.2552163915488702,1.0,1.0,0.0,0.8470344227672104,,Profile-consistent bundle candidate
0.6,2400,boundary_v2_regime_sequence,3.685021115899602,0.0001875,-13.265090996534264,-13.24874772282546,-13.263364715643647,0.000125,-0.5288913913913914,0.2756472347097347,1.0,1.0,0.0,0.8138629177345506,,Profile-consistent bundle candidate
0.6,2400,center_of_mass,-0.6262049997396093,0.0001875,-5.802979390435041,-5.794281037355227,-5.804070105277195,0.000125,0.02642642642642638,0.726342707853189,1.0,0.84353351011291,0.07823324494354492,0.817593069277842,HIGH_SINGLETON_FRACTION,Inconclusive
0.6,2400,identity_like_diagnostic,0.0,0.0001875,-4.526791477214724,-4.519405523405989,-4.529029027421734,0.000125,0.0,1.0,0.9339681193459727,0.7354775114289114,0.1652771846125579,0.5977660869496868,HIGH_SINGLETON_FRACTION,Inconclusive
0.6,2400,joint_basin,-6.091423061089172,0.0001875,-7.34985457423975,-7.339557357387875,-7.350395919318134,0.000125,0.8247247247247247,0.7286927537157096,1.0,0.9999226335061415,3.86832469292125e-05,0.8399627361871236,HIGH_SINGLETON_FRACTION,Inconclusive
0.6,2400,random_kappa_matched,-0.0009644099625116854,0.0001875,-6.7123506906676935,-6.702724055467241,-6.71607343752095,0.000125,0.00015015015015013879,0.07744711366931796,1.0,0.9421224826514983,0.028938758674250754,0.6715982193306916,,Profile-consistent bundle candidate
0.6,2400,relative_distance,0.010998498128326302,0.0001875,-4.545296380563505,-4.537890937000198,-4.547514441015943,0.000125,0.0,0.9909864454573121,0.9357061908574129,0.7368459351215597,0.1637239370105136,0.6536166938090876,HIGH_SINGLETON_FRACTION,Inconclusive
0.6,3600,all_one_diagnostic,0.00018073494853299124,0.0001875,-16.945816116083396,-16.925248344789075,-16.948456627855016,0.000125,0.0,0.0,1.0,1.0,0.0,0.8876450174709387,,Profile-consistent bundle candidate
0.6,3600,basin_transition_profile,-2.7992737234209777,0.0001875,-13.440073031066598,-13.423089821596623,-13.442484272674795,0.000125,0.2073073073073073,0.32203347722614867,1.0,1.0,0.0,0.8470344227672104,,Profile-consistent bundle candidate
0.6,3600,boundary_v2_regime_sequence,5.167950893600468,0.0001875,-15.709741102171824,-15.690437276563998,-15.70694687321164,0.000125,-0.7566566566566567,0.34328230796980796,1.0,1.0,0.0,0.8138629177345506,,Profile-consistent bundle candidate
0.6,3600,center_of_mass,-0.5508861539688134,0.0001875,-7.260876112847697,-7.250232511817719,-7.261773619662923,0.000125,0.003428428428428381,0.91340619003562,1.0,0.8707409117110109,0.0646295441444945,0.817593069277842,HIGH_SINGLETON_FRACTION,Inconclusive
0.6,3600,identity_like_diagnostic,0.0,0.0001875,-6.98151211118613,-6.971156235347729,-6.982672343192931,0.000125,0.0,1.0,0.9868945948037677,0.8463281574140631,0.08338862389108453,0.5977660869496868,HIGH_SINGLETON_FRACTION,Inconclusive
0.6,3600,joint_basin,-6.672342569997014,0.0001875,-9.221403257646253,-9.208733982354925,-9.22083013555005,0.000125,0.8717217217217217,0.8146179856086053,1.0,1.0,0.0,0.8399627361871236,HIGH_SINGLETON_FRACTION,Inconclusive
0.6,3600,random_kappa_matched,-0.002962652325897634,0.0001875,-9.166967579503005,-9.15437386300274,-9.169380239826674,0.000125,-0.00013763763763763125,0.07628226904165196,1.0,1.0,0.0,0.6715982193306916,,Profile-consistent bundle candidate
0.6,3600,relative_distance,2.4799548897145002e-05,0.0001875,-6.981737236361406,-6.97138123534773,-6.982897343192931,0.000125,0.0,0.9998873246742983,0.9869168842180889,0.8463472606566651,0.08336792756262304,0.6536166938090876,HIGH_SINGLETON_FRACTION,Inconclusive
