alpha,T,kappa,metric,mean,std,se,ci_low,ci_high,n_seeds
0.4,1500,all_one_diagnostic,Delta_R,-1.824147854780989e-05,0.0023620782590999564,0.0002640883777760932,-0.0005623444570388512,0.00041569076372827336,80
0.4,1500,all_one_diagnostic,Delta_p_viable_product,5e-05,0.0016906294236470822,0.0001890181158018083,-0.0002875,0.00041312500000000013,80
0.4,1500,all_one_diagnostic,Delta_H_cond_product,-11.595010615391299,0.1295245043148733,0.014481279820001075,-11.622212447324154,-11.565810252101674,80
0.4,1500,all_one_diagnostic,Delta_H_weighted_product,-11.580921806040138,0.12721812139151895,0.014223418370062824,-11.609472423749517,-11.550354503708336,80
0.4,1500,all_one_diagnostic,Delta_H_recovery_product,-11.600245804684175,0.13052897642085678,0.014593583215525148,-11.631204697165556,-11.567733742757603,80
0.4,1500,all_one_diagnostic,strict_certified_mass_advantage,-1.250000000000001e-05,0.0016342361665626134,0.0001827131579861336,-0.00042500000000000003,0.0002878125000000001,80
0.4,1500,all_one_diagnostic,certified_transport_density_advantage,0.0,0.0,0.0,0.0,0.0,80
0.4,1500,basin_transition_profile,Delta_R,-2.224138437465997,0.06737945758868438,0.0075332523727681166,-2.238442201965525,-2.2095664291340347,80
0.4,1500,basin_transition_profile,Delta_p_viable_product,5e-05,0.0016906294236470822,0.0001890181158018083,-0.000313125,0.00040062500000000016,80
0.4,1500,basin_transition_profile,Delta_H_cond_product,-8.621459364126334,0.13734996033358382,0.015356192400639655,-8.653270531556045,-8.591223982925309,80
0.4,1500,basin_transition_profile,Delta_H_weighted_product,-8.610828617467197,0.1359704549257092,0.015201959007272843,-8.642630550563153,-8.580991465546093,80
0.4,1500,basin_transition_profile,Delta_H_recovery_product,-8.625933303560712,0.13821359936400165,0.01545275017964147,-8.656202655192537,-8.599467404056314,80
0.4,1500,basin_transition_profile,strict_certified_mass_advantage,-1.250000000000001e-05,0.0016342361665626134,0.0001827131579861336,-0.0003628125,0.00033812500000000016,80
0.4,1500,basin_transition_profile,certified_transport_density_advantage,0.12786536536536536,0.00824023054619659,0.0009212857825782899,0.12598848848848848,0.12969594594594588,80
0.4,1500,boundary_v2_regime_sequence,Delta_R,1.9058339810706961,0.09061728039101016,0.010131319944522871,1.888261265067241,1.9273019872272914,80
0.4,1500,boundary_v2_regime_sequence,Delta_p_viable_product,5e-05,0.0016906294236470822,0.0001890181158018083,-0.0003253125,0.0004003125000000001,80
0.4,1500,boundary_v2_regime_sequence,Delta_H_cond_product,-10.024515648407508,0.12460266156771771,0.013931001072140865,-10.04864577180404,-9.99735500029129,80
0.4,1500,boundary_v2_regime_sequence,Delta_H_weighted_product,-10.012248966554546,0.12266114152142811,0.01371393253198176,-10.03517853991636,-9.985844691656583,80
0.4,1500,boundary_v2_regime_sequence,Delta_H_recovery_product,-10.024099567193334,0.12567725610917385,0.014051144394288173,-10.044225268926645,-9.99521895717527,80
0.4,1500,boundary_v2_regime_sequence,strict_certified_mass_advantage,-1.250000000000001e-05,0.0016342361665626134,0.0001827131579861336,-0.000276875,0.0003378125000000001,80
0.4,1500,boundary_v2_regime_sequence,certified_transport_density_advantage,-0.26629129129129125,0.01435909747038406,0.0016053959019662015,-0.2690568693693693,-0.26292261011011003,80
0.4,1500,center_of_mass,Delta_R,-0.27997571003933686,0.10573039609245033,0.011821017647534853,-0.3018409236865051,-0.25850366019798704,80
0.4,1500,center_of_mass,Delta_p_viable_product,5e-05,0.0016906294236470822,0.0001890181158018083,-0.00023781250000000001,0.0004128125000000001,80
