alpha,T,kappa,metric,mean,std,se,ci_low,ci_high,n_seeds
0.45,1500,relative_distance,Delta_H_cond_product,-1.9640160795375146,0.1286099702228236,0.014379031800122868,-1.9886400292114261,-1.9384350856814148,80
0.45,1500,relative_distance,Delta_H_weighted_product,-1.9608797746037232,0.1277703588907377,0.014285160399461707,-1.9874165670274277,-1.935458855159797,80
0.45,1500,relative_distance,Delta_H_recovery_product,-1.967228369767883,0.12943113305181023,0.014470840595433373,-1.996593658581836,-1.9409956579172412,80
0.45,1500,relative_distance,strict_certified_mass_advantage,1.2499999999999989e-05,0.0015135986960414006,0.00016922547875018067,-0.0003378125,0.0003375,80
0.45,1500,relative_distance,certified_transport_density_advantage,1.2522535092207577e-18,0.00035614017365603727,3.981768189067395e-05,-7.50750750750675e-05,8.75875875875825e-05,80
0.45,2400,all_one_diagnostic,Delta_R,1.8205847116377502e-05,0.002187682250954384,0.0002445903113151878,-0.00043444886869172834,0.0004695716556216388,80
0.45,2400,all_one_diagnostic,Delta_p_viable_product,7.500000000000001e-05,0.0015813389615741483,0.00017679907067743615,-0.0002128125,0.0003875,80
0.45,2400,all_one_diagnostic,Delta_H_cond_product,-14.491095482111987,0.13382077621276234,0.014961617620676172,-14.517683742750666,-14.458352402677903,80
0.45,2400,all_one_diagnostic,Delta_H_weighted_product,-14.473497632847332,0.13154175946368446,0.014706815802036236,-14.500424296866584,-14.446808313853762,80
0.45,2400,all_one_diagnostic,Delta_H_recovery_product,-14.49481331208382,0.13448521848297446,0.015035904524842101,-14.522190186903465,-14.463901216451994,80
0.45,2400,all_one_diagnostic,strict_certified_mass_advantage,1.2499999999999989e-05,0.0015135986960414006,0.00016922547875018067,-0.00032500000000000004,0.00036343750000000026,80
0.45,2400,all_one_diagnostic,certified_transport_density_advantage,0.0,0.0,0.0,0.0,0.0,80
0.45,2400,basin_transition_profile,Delta_R,-2.687621998424637,0.07162818560516476,0.008008274605906016,-2.7030050226740663,-2.672710257378389,80
0.45,2400,basin_transition_profile,Delta_p_viable_product,7.500000000000001e-05,0.0015813389615741483,0.00017679907067743615,-0.0002375,0.0003753125000000001,80
0.45,2400,basin_transition_profile,Delta_H_cond_product,-11.09115181311273,0.15719784601339168,0.017575253480124405,-11.12799102199299,-11.055032142982594,80
0.45,2400,basin_transition_profile,Delta_H_weighted_product,-11.0774112846972,0.1558498864826233,0.017424547023038563,-11.10939308313054,-11.039970049548995,80
0.45,2400,basin_transition_profile,Delta_H_recovery_product,-11.094023723062351,0.15775522307256487,0.017637570129794913,-11.126899631641052,-11.061667392380192,80
0.45,2400,basin_transition_profile,strict_certified_mass_advantage,1.2499999999999989e-05,0.0015135986960414006,0.00016922547875018067,-0.00026250000000000004,0.00032500000000000004,80
0.45,2400,basin_transition_profile,certified_transport_density_advantage,0.21574074074074073,0.011496186049769326,0.0012853126744634495,0.21341310060060054,0.21843280780780774,80
0.45,2400,boundary_v2_regime_sequence,Delta_R,3.4504705075824575,0.11138293129420093,0.012452990295351095,3.4221690424551827,3.479487377029198,80
0.45,2400,boundary_v2_regime_sequence,Delta_p_viable_product,7.500000000000001e-05,0.0015813389615741483,0.00017679907067743615,-0.0002625,0.00040093750000000025,80
0.45,2400,boundary_v2_regime_sequence,Delta_H_cond_product,-13.030702917318536,0.1396712691673083,0.01561572261808859,-13.058818759017061,-13.004766786617555,80
0.45,2400,boundary_v2_regime_sequence,Delta_H_weighted_product,-13.014761661657516,0.13771360666657392,0.015396849296656375,-13.048088811232915,-12.980253420007747,80
0.45,2400,boundary_v2_regime_sequence,Delta_H_recovery_product,-13.029293443433295,0.1402123025135876,0.015676211985107324,-13.064535432162582,-12.99548607098697,80
0.45,2400,boundary_v2_regime_sequence,strict_certified_mass_advantage,1.2499999999999989e-05,0.0015135986960414006,0.00016922547875018067,-0.00032531249999999997,0.00043781250000000016,80
0.45,2400,boundary_v2_regime_sequence,certified_transport_density_advantage,-0.5303553553553553,0.01740849817075886,0.0019463292647998775,-0.5344751001001,-0.5263038038038039,80
0.45,2400,center_of_mass,Delta_R,-0.5799840431577648,0.0848891522484967,0.009490895748998387,-0.5974279486663298,-0.5631820433388797,80
0.45,2400,center_of_mass,Delta_p_viable_product,7.500000000000001e-05,0.0015813389615741483,0.00017679907067743615,-0.000250625,0.0003875,80
0.45,2400,center_of_mass,Delta_H_cond_product,-5.8493628761183025,0.1375472903594102,0.015378254568227135,-5.877787705999039,-5.8214736978404416,80
0.45,2400,center_of_mass,Delta_H_weighted_product,-5.841591844837858,0.13718299435929793,0.015337525037218018,-5.868092613033033,-5.811931989305731,80
0.45,2400,center_of_mass,Delta_H_recovery_product,-5.850041556688245,0.13796214676023788,0.015424636923884714,-5.8808363690644905,-5.821057202178491,80
0.45,2400,center_of_mass,strict_certified_mass_advantage,1.2499999999999989e-05,0.0015135986960414006,0.00016922547875018067,-0.00027562499999999994,0.0003625,80
0.45,2400,center_of_mass,certified_transport_density_advantage,0.025613113113113067,0.0071222581126025265,0.00079629266465393,0.02417386136136132,0.026890327827827777,80
0.45,2400,identity_like_diagnostic,Delta_R,0.0,0.0,0.0,0.0,0.0,80
0.45,2400,identity_like_diagnostic,Delta_p_viable_product,7.500000000000001e-05,0.0015813389615741483,0.00017679907067743615,-0.00025031250000000005,0.0004128125000000001,80
0.45,2400,identity_like_diagnostic,Delta_H_cond_product,-4.526954006316141,0.1338210967209774,0.014961653454583982,-4.5545621905284195,-4.494555691053771,80
0.45,2400,identity_like_diagnostic,Delta_H_weighted_product,-4.520688751665124,0.13219362695999815,0.014779696803740236,-4.544482048137483,-4.49940494770195,80
0.45,2400,identity_like_diagnostic,Delta_H_recovery_product,-4.529029027421734,0.13448521848297454,0.01503590452484211,-4.563255767479346,-4.498280577546213,80
0.45,2400,identity_like_diagnostic,strict_certified_mass_advantage,1.2499999999999989e-05,0.0015135986960414006,0.00016922547875018067,-0.000275625,0.0003378125000000001,80
0.45,2400,identity_like_diagnostic,certified_transport_density_advantage,0.0,0.0,0.0,0.0,0.0,80
0.45,2400,joint_basin,Delta_R,-5.927574311839974,0.11226518457986051,0.012551629211356463,-5.946625479851268,-5.902976725353173,80
0.45,2400,joint_basin,Delta_p_viable_product,7.500000000000001e-05,0.0015813389615741483,0.00017679907067743615,-0.000225625,0.0004253125000000001,80
0.45,2400,joint_basin,Delta_H_cond_product,-7.513865852590362,0.17836918709151225,0.01994228137139997,-7.552162026302564,-7.477046676114199,80
0.45,2400,joint_basin,Delta_H_weighted_product,-7.504197272482244,0.17800901040045836,0.019902012393144597,-7.54100616696584,-7.464542902406251,80
0.45,2400,joint_basin,Delta_H_recovery_product,-7.513725066508002,0.17860368200166368,0.019968498699373786,-7.549689033090286,-7.477202914840016,80
0.45,2400,joint_basin,strict_certified_mass_advantage,1.2499999999999989e-05,0.0015135986960414006,0.00016922547875018067,-0.00027562499999999994,0.000275,80
0.45,2400,joint_basin,certified_transport_density_advantage,0.8035410410410411,0.014530120822468802,0.0016245168940162698,0.8007867242242244,0.8064189189189189,80
0.45,2400,random_kappa_matched,Delta_R,-5.814801119957622e-05,0.028773152604696994,0.0032169362575538807,-0.006416600221506001,0.006956552121024765,80
0.45,2400,random_kappa_matched,Delta_p_viable_product,7.500000000000001e-05,0.0015813389615741483,0.00017679907067743615,-0.0002503125,0.00041312500000000013,80
0.45,2400,random_kappa_matched,Delta_H_cond_product,-6.713419481720424,0.13163665936775437,0.014717425933864162,-6.746650600717533,-6.68696456799613,80
0.45,2400,random_kappa_matched,Delta_H_weighted_product,-6.70466649914095,0.12994259911543507,0.014528024239755842,-6.732914691867367,-6.675051427163752,80
0.45,2400,random_kappa_matched,Delta_H_recovery_product,-6.716803673525476,0.13224297823548545,0.014785214444078532,-6.747749516156526,-6.688068197972979,80
0.45,2400,random_kappa_matched,strict_certified_mass_advantage,1.2499999999999989e-05,0.0015135986960414006,0.00016922547875018067,-0.0002875,0.00035062500000000013,80
0.45,2400,random_kappa_matched,certified_transport_density_advantage,0.0005755755755755763,0.004192104184796856,0.0004686914962983555,-0.0002630755755755677,0.0014405030030029981,80
0.45,2400,relative_distance,Delta_R,0.00698778137856442,0.006607758803497797,0.0007387698931771874,0.005617657648419619,0.00818374968199644,80
0.45,2400,relative_distance,Delta_p_viable_product,7.500000000000001e-05,0.0015813389615741483,0.00017679907067743615,-0.0002628125,0.00043781250000000016,80
0.45,2400,relative_distance,Delta_H_cond_product,-4.54144819291516,0.13385081801176682,0.014964976395913192,-4.568788089509755,-4.515909434667919,80
0.45,2400,relative_distance,Delta_H_weighted_product,-4.535167548696671,0.13214016915533477,0.014773720039482475,-4.562116105933009,-4.50791300434426,80
0.45,2400,relative_distance,Delta_H_recovery_product,-4.543507824453281,0.13452548404546769,0.015040406351586457,-4.569045401748472,-4.5086573309660025,80
0.45,2400,relative_distance,strict_certified_mass_advantage,1.2499999999999989e-05,0.0015135986960414006,0.00016922547875018067,-0.000275625,0.0003509375000000002,80
0.45,2400,relative_distance,certified_transport_density_advantage,0.0,0.0,0.0,0.0,0.0,80
0.45,3600,all_one_diagnostic,Delta_R,1.8205847116377502e-05,0.002187682250954384,0.0002445903113151878,-0.0004521654428374193,0.0005422617554952622,80
0.45,3600,all_one_diagnostic,Delta_p_viable_product,7.500000000000001e-05,0.0015813389615741483,0.00017679907067743615,-0.0002625,0.0003884375000000002,80
0.45,3600,all_one_diagnostic,Delta_H_cond_product,-16.945816116083396,0.12300649189801546,0.013752543877886984,-16.972746615441007,-16.917342627395076,80
0.45,3600,all_one_diagnostic,Delta_H_weighted_product,-16.925248344789072,0.12121283070139521,0.01355200645967466,-16.95170709144649,-16.89616634778099,80
0.45,3600,all_one_diagnostic,Delta_H_recovery_product,-16.948456627855016,0.12337083799779613,0.01379327901020931,-16.97630233798275,-16.920708543644317,80
0.45,3600,all_one_diagnostic,strict_certified_mass_advantage,1.2499999999999989e-05,0.0015135986960414006,0.00016922547875018067,-0.00035000000000000005,0.0003128125000000001,80
0.45,3600,all_one_diagnostic,certified_transport_density_advantage,0.0,0.0,0.0,0.0,0.0,80
0.45,3600,basin_transition_profile,Delta_R,-2.8681117793994857,0.08109476639807134,0.009066670514277664,-2.8838362357899947,-2.849746414972018,80
0.45,3600,basin_transition_profile,Delta_p_viable_product,7.500000000000001e-05,0.0015813389615741483,0.00017679907067743615,-0.00031281250000000005,0.0003753125000000001,80
0.45,3600,basin_transition_profile,Delta_H_cond_product,-13.371397504189506,0.14681711338619288,0.01641465228959108,-13.402693534058812,-13.342343870124733,80
0.45,3600,basin_transition_profile,Delta_H_weighted_product,-13.35488739382556,0.14636198547987933,0.01636376744274237,-13.386747499864034,-13.327044416674761,80
0.45,3600,basin_transition_profile,Delta_H_recovery_product,-13.373614049206415,0.146779688197036,0.0164104680262398,-13.405794446850512,-13.344892404992741,80
0.45,3600,basin_transition_profile,strict_certified_mass_advantage,1.2499999999999989e-05,0.0015135986960414006,0.00016922547875018067,-0.00028781250000000004,0.00035031250000000015,80
0.45,3600,basin_transition_profile,certified_transport_density_advantage,0.246534034034034,0.014047636412062097,0.0015705734970286047,0.24352446196196195,0.24992930430430424,80
0.45,3600,boundary_v2_regime_sequence,Delta_R,4.940520602481472,0.12739946734504792,0.01424369346403959,4.9093431671991485,4.965841076085889,80
0.45,3600,boundary_v2_regime_sequence,Delta_p_viable_product,7.500000000000001e-05,0.0015813389615741483,0.00017679907067743615,-0.0002009375,0.00042500000000000003,80
0.45,3600,boundary_v2_regime_sequence,Delta_H_cond_product,-15.482473340154247,0.1298869376539629,0.014521801099176904,-15.515758532972917,-15.45676820271057,80
0.45,3600,boundary_v2_regime_sequence,Delta_H_weighted_product,-15.46356528448344,0.12854673175444772,0.014371961524418796,-15.486534938672419,-15.435050646552297,80
0.45,3600,boundary_v2_regime_sequence,Delta_H_recovery_product,-15.479989670088676,0.1297468435351409,0.01450613810053021,-15.507297261692376,-15.451709127302575,80
0.45,3600,boundary_v2_regime_sequence,strict_certified_mass_advantage,1.2499999999999989e-05,0.0015135986960414006,0.00016922547875018067,-0.0003128125,0.0003253125000000001,80
0.45,3600,boundary_v2_regime_sequence,certified_transport_density_advantage,-0.759471971971972,0.01848377365439406,0.0020665487185972413,-0.7636405155155155,-0.7551657907907907,80
0.45,3600,center_of_mass,Delta_R,-0.5139425261509929,0.061867276298989825,0.006916971769365142,-0.5265507042811894,-0.4986412653352573,80
0.45,3600,center_of_mass,Delta_p_viable_product,7.500000000000001e-05,0.0015813389615741483,0.00017679907067743615,-0.000250625,0.00042500000000000003,80
0.45,3600,center_of_mass,Delta_H_cond_product,-7.297982269766933,0.12008664169624017,0.013426094701122684,-7.316560713589395,-7.268438820136683,80
0.45,3600,center_of_mass,Delta_H_weighted_product,-7.288389963177181,0.1188710864206672,0.0132901914897932,-7.315919937450256,-7.264724730867837,80
0.45,3600,center_of_mass,Delta_H_recovery_product,-7.2986478427632475,0.12042924583465507,0.013464399008266107,-7.320452434949973,-7.27310918656069,80
0.45,3600,center_of_mass,strict_certified_mass_advantage,1.2499999999999989e-05,0.0015135986960414006,0.00016922547875018067,-0.0004125,0.00030000000000000003,80
0.45,3600,center_of_mass,certified_transport_density_advantage,0.0033283283283282823,0.002234194222901788,0.0002497905078672857,0.0028647397397396947,0.003754066566566525,80
0.45,3600,identity_like_diagnostic,Delta_R,0.0,0.0,0.0,0.0,0.0,80
0.45,3600,identity_like_diagnostic,Delta_p_viable_product,7.500000000000001e-05,0.0015813389615741483,0.00017679907067743615,-0.0002878125,0.00042500000000000003,80
0.45,3600,identity_like_diagnostic,Delta_H_cond_product,-6.981674640287548,0.12308748354801498,0.013761599019637425,-7.003087067890916,-6.9494394422367245,80
0.45,3600,identity_like_diagnostic,Delta_H_weighted_product,-6.972439463606864,0.1225898521395993,0.013705962136789603,-6.997776209100534,-6.946609826377453,80
0.45,3600,identity_like_diagnostic,Delta_H_recovery_product,-6.982672343192931,0.12337083799779613,0.01379327901020931,-7.00776947105204,-6.9570609759836906,80
0.45,3600,identity_like_diagnostic,strict_certified_mass_advantage,1.2499999999999989e-05,0.0015135986960414006,0.00016922547875018067,-0.00032625,0.00032500000000000004,80
0.45,3600,identity_like_diagnostic,certified_transport_density_advantage,0.0,0.0,0.0,0.0,0.0,80
0.45,3600,joint_basin,Delta_R,-6.654240031401348,0.12362938793856351,0.01382218577236603,-6.6790422237946885,-6.627704894198494,80
0.45,3600,joint_basin,Delta_p_viable_product,7.500000000000001e-05,0.0015813389615741483,0.00017679907067743615,-0.000263125,0.00045031250000000014,80
0.45,3600,joint_basin,Delta_H_cond_product,-9.239668325343334,0.1690300500583094,0.018898134108528603,-9.271299219071288,-9.200252856817373,80
0.45,3600,joint_basin,Delta_H_weighted_product,-9.227858859618522,0.16871382233951224,0.0188627787747486,-9.261212682279133,-9.193475477864242,80
0.45,3600,joint_basin,Delta_H_recovery_product,-9.238635980827798,0.16914287745654114,0.018910748595137136,-9.274421506043359,-9.206399405752562,80
0.45,3600,joint_basin,strict_certified_mass_advantage,1.2499999999999989e-05,0.0015135986960414006,0.00016922547875018067,-0.0003253125,0.0003628125000000002,80
0.45,3600,joint_basin,certified_transport_density_advantage,0.8646771771771773,0.013104887748803777,0.0014651709921914716,0.8617486236236235,0.8673548548548549,80
0.45,3600,random_kappa_matched,Delta_R,-0.0004705356353090984,0.02241678016374692,0.0025062722141403486,-0.005094569095937644,0.004024365410628727,80
0.45,3600,random_kappa_matched,Delta_p_viable_product,7.500000000000001e-05,0.0015813389615741483,0.00017679907067743615,-0.00027499999999999996,0.00038781250000000014,80
0.45,3600,random_kappa_matched,Delta_H_cond_product,-9.16962222529501,0.12128969351289794,0.013560599983247752,-9.194520629516013,-9.141850770335344,80
0.45,3600,random_kappa_matched,Delta_H_weighted_product,-9.15789651313784,0.1202816936667189,0.013447902174379469,-9.188019750911414,-9.132490292937701,80
0.45,3600,random_kappa_matched,Delta_H_recovery_product,-9.172077017339292,0.12169041432385143,0.013605401931912295,-9.198337652068114,-9.142015049014274,80
0.45,3600,random_kappa_matched,strict_certified_mass_advantage,1.2499999999999989e-05,0.0015135986960414006,0.00016922547875018067,-0.00030000000000000003,0.0003506250000000002,80
0.45,3600,random_kappa_matched,certified_transport_density_advantage,-6.256256256255988e-05,0.0038500836514717657,0.0004304524381875738,-0.0007141516516516386,0.0007632632632632501,80
0.45,3600,relative_distance,Delta_R,-5.025050115290502e-05,0.0008413848740619422,9.406968868213012e-05,-0.00022598249568001963,9.992670651613687e-05,80
0.45,3600,relative_distance,Delta_p_viable_product,7.500000000000001e-05,0.0015813389615741483,0.00017679907067743615,-0.00023750000000000003,0.00040062500000000016,80
0.45,3600,relative_distance,Delta_H_cond_product,-6.981824715412773,0.12305776916704743,0.013758276850849786,-7.008603613862864,-6.957787973156421,80
0.45,3600,relative_distance,Delta_H_weighted_product,-6.972589463606863,0.12254266279102308,0.013700686207228084,-7.000286514526269,-6.948459248166958,80
0.45,3600,relative_distance,Delta_H_recovery_product,-6.982822343192931,0.12334358675008486,0.013790232228091604,-7.009151444305016,-6.956325931476797,80
0.45,3600,relative_distance,strict_certified_mass_advantage,1.2499999999999989e-05,0.0015135986960414006,0.00016922547875018067,-0.0003140625,0.0003625,80
0.45,3600,relative_distance,certified_transport_density_advantage,0.0,0.0,0.0,0.0,0.0,80
0.5,900,all_one_diagnostic,Delta_R,-7.224290504927755e-05,0.0022869951973647456,0.00025569383627615594,-0.0005794429432786583,0.00041658253770115105,80
0.5,900,all_one_diagnostic,Delta_p_viable_product,1.25e-05,0.0016108316116257024,0.00018009644919503054,-0.000375,0.0003378125000000001,80
0.5,900,all_one_diagnostic,Delta_H_cond_product,-8.980588964883072,0.10138420993360313,0.0113350992628323,-9.001616697777633,-8.959577999471133,80
0.5,900,all_one_diagnostic,Delta_H_weighted_product,-8.969677298352014,0.09963322467296137,0.011139333159312544,-8.990913399637956,-8.95179451769673,80
0.5,900,all_one_diagnostic,Delta_H_recovery_product,-8.98686570300315,0.10269864782658637,0.011482057886877908,-9.004735075565986,-8.967394726790465,80
0.5,900,all_one_diagnostic,strict_certified_mass_advantage,-5e-05,0.0015823392393397918,0.00017691090513145417,-0.0004125,0.0003259375000000002,80
0.5,900,all_one_diagnostic,certified_transport_density_advantage,0.0,0.0,0.0,0.0,0.0,80
0.5,900,basin_transition_profile,Delta_R,-1.8474172174884522,0.06387800702097998,0.007141778298306004,-1.8600008227226819,-1.8335423835536016,80
0.5,900,basin_transition_profile,Delta_p_viable_product,1.25e-05,0.0016108316116257024,0.00018009644919503054,-0.0004,0.0003881250000000001,80
0.5,900,basin_transition_profile,Delta_H_cond_product,-6.334391589585121,0.11819283874245125,0.013214361094089586,-6.3589721029151685,-6.305006398439956,80
0.5,900,basin_transition_profile,Delta_H_weighted_product,-6.326649315269732,0.1156414350088232,0.012929105484767634,-6.352155159836154,-6.306214673878722,80
0.5,900,basin_transition_profile,Delta_H_recovery_product,-6.340585648206904,0.11984536836205682,0.013399119522303084,-6.365183633082186,-6.3180100124704,80
0.5,900,basin_transition_profile,strict_certified_mass_advantage,-5e-05,0.0015823392393397918,0.00017691090513145417,-0.0004003125,0.00031281250000000016,80
0.5,900,basin_transition_profile,certified_transport_density_advantage,0.07797797797797791,0.008015290463467238,0.0008961367167859269,0.0762249749749749,0.07980543043043035,80
0.5,900,boundary_v2_regime_sequence,Delta_R,1.1187699792911334,0.0698906905339881,0.007814016751419923,1.1003372357973082,1.1337122399397792,80
0.5,900,boundary_v2_regime_sequence,Delta_p_viable_product,1.25e-05,0.0016108316116257024,0.00018009644919503054,-0.0003125,0.00033749999999999996,80
0.5,900,boundary_v2_regime_sequence,Delta_H_cond_product,-7.625127800694969,0.10679953785880138,0.01194055133089211,-7.649418844760706,-7.6018356848287025,80
0.5,900,boundary_v2_regime_sequence,Delta_H_weighted_product,-7.615840082394627,0.10546708248553625,0.011791578291311826,-7.642115922033956,-7.592608456493041,80
0.5,900,boundary_v2_regime_sequence,Delta_H_recovery_product,-7.6261124896866335,0.1084923490449146,0.01212981337515317,-7.651421678469965,-7.602470393590616,80
0.5,900,boundary_v2_regime_sequence,strict_certified_mass_advantage,-5e-05,0.0015823392393397918,0.00017691090513145417,-0.0004259375,0.0003003125000000001,80
0.5,900,boundary_v2_regime_sequence,certified_transport_density_advantage,-0.09796046046046042,0.008726151956529123,0.0009756134478395954,-0.09977508758758755,-0.09564502002001998,80
0.5,900,center_of_mass,Delta_R,-0.12100251673517318,0.08611610184978567,0.009628072884670807,-0.1381230701808823,-0.10260491000638641,80
0.5,900,center_of_mass,Delta_p_viable_product,1.25e-05,0.0016108316116257024,0.00018009644919503054,-0.0002753125,0.0003375,80
0.5,900,center_of_mass,Delta_H_cond_product,-3.728536393165615,0.11932522575949281,0.013340965811436744,-3.7551296495023094,-3.703444034576886,80
0.5,900,center_of_mass,Delta_H_weighted_product,-3.723917350995479,0.1174979461963247,0.013136669745579744,-3.7490183333563913,-3.7016896117149085,80
0.5,900,center_of_mass,Delta_H_recovery_product,-3.728453015719823,0.12104960352979843,0.013533757107101389,-3.752678348606042,-3.700934986029146,80
0.5,900,center_of_mass,strict_certified_mass_advantage,-5e-05,0.0015823392393397918,0.00017691090513145417,-0.0004,0.0003378125000000001,80
0.5,900,center_of_mass,certified_transport_density_advantage,0.027439939939939907,0.02624523233729856,0.0029343061795737632,0.02113863863863862,0.035151401401401376,80
0.5,900,identity_like_diagnostic,Delta_R,0.00012492452190763454,0.001288158566884414,0.00014402050606761294,-0.00017552991453837798,0.0004013613247179965,80
0.5,900,identity_like_diagnostic,Delta_p_viable_product,1.25e-05,0.0016108316116257024,0.00018009644919503054,-0.000338125,0.00033812500000000016,80
0.5,900,identity_like_diagnostic,Delta_H_cond_product,0.9829615109576529,0.10098683472673972,0.01129067136407632,0.9623751110733929,1.000685919148984,80
0.5,900,identity_like_diagnostic,Delta_H_weighted_product,0.9819188327890724,0.09824238252458072,0.010983832279824994,0.9609943811780751,1.0012874388825974,80
0.5,900,identity_like_diagnostic,Delta_H_recovery_product,0.9784185816589386,0.10255889375553309,0.011466432906727534,0.9565252713539654,1.0002172559232878,80
0.5,900,identity_like_diagnostic,strict_certified_mass_advantage,-5e-05,0.0015823392393397918,0.00017691090513145417,-0.000375625,0.00026250000000000004,80
0.5,900,identity_like_diagnostic,certified_transport_density_advantage,0.0,0.0,0.0,0.0,0.0,80
0.5,900,joint_basin,Delta_R,-2.6130892346931596,0.08398384024181343,0.00938967878960886,-2.629853355528151,-2.592503904194495,80
0.5,900,joint_basin,Delta_p_viable_product,1.25e-05,0.0016108316116257024,0.00018009644919503054,-0.00036250000000000003,0.0003128125000000001,80
0.5,900,joint_basin,Delta_H_cond_product,-5.399251790046835,0.12572294020895863,0.014056252031918655,-5.427569235340343,-5.374128740912951,80
0.5,900,joint_basin,Delta_H_weighted_product,-5.392632267102011,0.1231755236864159,0.013771442206348072,-5.426370342213645,-5.365265653364823,80
0.5,900,joint_basin,Delta_H_recovery_product,-5.404040659908085,0.12743644115373043,0.014247827261519647,-5.430556325030224,-5.377206720638242,80
0.5,900,joint_basin,strict_certified_mass_advantage,-5e-05,0.0015823392393397918,0.00017691090513145417,-0.00036281250000000007,0.0003128125000000001,80
0.5,900,joint_basin,certified_transport_density_advantage,0.19461961961961957,0.014971257773118911,0.0016738375044683003,0.19150056306306304,0.1980399149149149,80
0.5,900,random_kappa_matched,Delta_R,0.06572773995205398,0.05496036420005797,0.006144755520973773,0.054260941294383455,0.07706386345314889,80
0.5,900,random_kappa_matched,Delta_p_viable_product,1.25e-05,0.0016108316116257024,0.00018009644919503054,-0.0003128125,0.0003875,80
0.5,900,random_kappa_matched,Delta_H_cond_product,-1.5033765643208976,0.10417984522451378,0.011647660790370981,-1.5275084088545592,-1.484814924183372,80
0.5,900,random_kappa_matched,Delta_H_weighted_product,-1.5014340426525972,0.10095923189745953,0.01128758527394423,-1.527577881405957,-1.4801465421497106,80
0.5,900,random_kappa_matched,Delta_H_recovery_product,-1.5083985454232924,0.10609638898305619,0.011861936896668672,-1.530330977655721,-1.4845944618861002,80
0.5,900,random_kappa_matched,strict_certified_mass_advantage,-5e-05,0.0015823392393397918,0.00017691090513145417,-0.0004253125,0.00027562500000000015,80
0.5,900,random_kappa_matched,certified_transport_density_advantage,-0.002364864864864857,0.006142243653043912,0.000686723717128641,-0.003566066066066047,-0.0009759759759759825,80
0.5,900,relative_distance,Delta_R,0.32374975797978356,0.06702749816861554,0.00749390211333835,0.3090377852226532,0.3388729228186307,80
0.5,900,relative_distance,Delta_p_viable_product,1.25e-05,0.0016108316116257024,0.00018009644919503054,-0.0002759374999999999,0.0003125,80
0.5,900,relative_distance,Delta_H_cond_product,-0.7143311288140557,0.10992114741402381,0.012289557889126623,-0.7379946668372278,-0.689346046066113,80
0.5,900,relative_distance,Delta_H_weighted_product,-0.7133161319563308,0.10926734408908893,0.012216460455203134,-0.7364400572979742,-0.6848960446469246,80
0.5,900,relative_distance,Delta_H_recovery_product,-0.7169008191802425,0.11095364726265139,0.012404994881541098,-0.7408786299643132,-0.693715184373663,80
0.5,900,relative_distance,strict_certified_mass_advantage,-5e-05,0.0015823392393397918,0.00017691090513145417,-0.000425625,0.0003128125000000001,80
0.5,900,relative_distance,certified_transport_density_advantage,-0.0029654654654654423,0.0033727950495486443,0.000377089950248277,-0.003917354854854823,-0.002264451951951938,80
0.5,1500,all_one_diagnostic,Delta_R,-7.224290504927755e-05,0.0022869951973647456,0.00025569383627615594,-0.0005781973176755241,0.00041683697274323234,80
0.5,1500,all_one_diagnostic,Delta_p_viable_product,1.25e-05,0.0016108316116257024,0.00018009644919503054,-0.00035,0.0003128125000000001,80
0.5,1500,all_one_diagnostic,Delta_H_cond_product,-11.595010615391299,0.1295245043148733,0.014481279820001075,-11.622012543749978,-11.565855593063874,80
0.5,1500,all_one_diagnostic,Delta_H_weighted_product,-11.580921806040138,0.12721812139151895,0.014223418370062824,-11.608302998991014,-11.55411975970747,80
0.5,1500,all_one_diagnostic,Delta_H_recovery_product,-11.600245804684175,0.13052897642085678,0.014593583215525148,-11.631810400868897,-11.574580180017827,80
0.5,1500,all_one_diagnostic,strict_certified_mass_advantage,-5e-05,0.0015823392393397918,0.00017691090513145417,-0.0004,0.00027593750000000025,80
0.5,1500,all_one_diagnostic,certified_transport_density_advantage,0.0,0.0,0.0,0.0,0.0,80
0.5,1500,basin_transition_profile,Delta_R,-2.4930348123665245,0.06834040246675767,0.007640689276268223,-2.5059993716888296,-2.4804807451705804,80
0.5,1500,basin_transition_profile,Delta_p_viable_product,1.25e-05,0.0016108316116257024,0.00018009644919503054,-0.00036281250000000007,0.00035031250000000015,80
0.5,1500,basin_transition_profile,Delta_H_cond_product,-8.35261699065231,0.15021945116786567,0.01679504521770289,-8.384367362204957,-8.320099379597504,80
0.5,1500,basin_transition_profile,Delta_H_weighted_product,-8.342414302462071,0.14720999522004166,0.01645857781397161,-8.372321286049944,-8.313202147292136,80
0.5,1500,basin_transition_profile,Delta_H_recovery_product,-8.356732113976516,0.15153363376527432,0.016941975298835538,-8.391880233897693,-8.32411224253241,80
0.5,1500,basin_transition_profile,strict_certified_mass_advantage,-5e-05,0.0015823392393397918,0.00017691090513145417,-0.00041312499999999997,0.00030062500000000017,80
0.5,1500,basin_transition_profile,certified_transport_density_advantage,0.16727977977977973,0.00947224909152104,0.0010590296434225834,0.1652774649649649,0.16920701951951944,80
0.5,1500,boundary_v2_regime_sequence,Delta_R,2.1191989273690117,0.08706150591405962,0.009733772272366863,2.0994307564019365,2.1371651282958997,80
0.5,1500,boundary_v2_regime_sequence,Delta_p_viable_product,1.25e-05,0.0016108316116257024,0.00018009644919503054,-0.000363125,0.00035,80
