alpha,T,kappa,seed,p_viable_AB,p_viable_independent,p_viable_shuffled,H_cond_AB,H_cond_independent,H_cond_shuffled,H_weighted_AB,H_weighted_independent,H_weighted_shuffled,H_recovery_AB,H_recovery_independent,H_recovery_shuffled,Delta_R,Delta_p_viable_product,Delta_H_cond_product,Delta_H_weighted_product,Delta_H_recovery_product,Delta_p_viable_shuffled,Delta_H_cond_shuffled,Delta_H_weighted_shuffled,Delta_H_recovery_shuffled,strict_certified_mass_advantage,certified_transport_density_advantage,singleton_fraction,overfragmented_flag,heldout_stability,status_label_old_style,estimator_warning,estimator_mode
0.4,2400,random_kappa_matched,0,0.998,0.997,1.0,7.7824163128044965,7.78640994842956,7.7389158318285896,7.766851480178888,7.763050718584271,7.7389158318285896,7.781914201589877,7.7857411265333685,7.7389158318285896,-0.046388760300735576,0.0010000000000000009,-6.7917361709817,-6.76357854615595,-6.801579716673321,-0.0020000000000000018,0.043500480975906974,0.02793564835029816,0.042998369761287236,-0.0020000000000000018,0.0030030030030029353,0.0653061224489796,False,0.6212424849699398,weak_transport_or_mass,,vectorized_seed_block
0.4,2400,identity_like_diagnostic,0,0.998,0.997,1.0,9.962896005337258,9.961449694398194,9.965784284662087,9.942970213326584,9.931565345314999,9.965784284662087,9.965784284662087,9.965784284662087,9.965784284662087,0.0,0.0010000000000000009,-4.611256478448938,-4.587459813008254,-4.617709633601111,-0.0020000000000000018,-0.002888279324828602,-0.022814071335503172,0.0,-0.0020000000000000018,0.0,1.0,True,3.3306690738754696e-16,null_or_negative,HIGH_SINGLETON_FRACTION,vectorized_seed_block
0.4,2400,all_one_diagnostic,0,0.998,0.997,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0028882793248268257,0.0010000000000000009,-14.574152483786197,-14.530430026334837,-14.583493918263198,-0.0020000000000000018,0.0,0.0,0.0,-0.0020000000000000018,0.0,0.0,False,1.0,null_or_negative,,vectorized_seed_block
0.4,3600,center_of_mass,0,0.998,0.997,1.0,9.635976799030427,9.21968767749121,9.097235838159765,9.616704845432366,9.192028614458737,9.097235838159765,9.639518916767871,9.226247553805823,9.097235838159765,-0.5416292401954929,0.0010000000000000009,-7.395874261970565,-7.364050662385623,-7.399016478203711,-0.0020000000000000018,0.5387409608706619,0.5194690072726011,0.5422830786081061,-0.0020000000000000018,0.005005005005005003,0.9125431530494822,True,0.12024048096192408,weak_transport_or_mass,HIGH_SINGLETON_FRACTION,vectorized_seed_block
0.4,3600,relative_distance,0,0.998,0.997,1.0,9.960891997321227,9.961449694398194,9.965784284662087,9.940970213326585,9.931565345314999,9.965784284662087,9.963784284662088,9.965784284662087,9.965784284662087,0.002004008016032064,0.0010000000000000009,-7.070959063679766,-7.039785294491404,-7.074751110309494,-0.0020000000000000018,-0.004892287340860335,-0.024814071335502064,-0.0019999999999988916,-0.0020000000000000018,0.0,0.9989969909729187,True,0.002004008016032399,pseudo_risk_fragmented,HIGH_SINGLETON_FRACTION,vectorized_seed_block
0.4,3600,joint_basin,0,0.998,0.997,1.0,8.048154254068667,1.1051927131945245,1.060439387573405,8.03205794556053,1.101877135054941,1.060439387573405,8.05487201689603,1.1026433264087514,1.060439387573405,-6.990603145820088,0.0010000000000000009,-8.983696806932326,-8.94869756225746,-8.983663378075551,-0.0020000000000000018,6.987714866495262,6.971618557987124,6.994432629322626,-0.0020000000000000018,0.9099099099099099,0.8568965517241379,True,0.36873747494989983,weak_transport_or_mass,HIGH_SINGLETON_FRACTION,vectorized_seed_block
0.4,3600,basin_transition_profile,0,0.998,0.997,1.0,3.6973035325972226,0.729530255108082,0.6955825597809652,3.6899089255320283,0.7273416643427577,0.6955825597809652,3.695632605950564,0.728107855696568,0.6955825597809652,-3.0046092521410843,0.0010000000000000009,-13.33454752840377,-13.29084658228596,-13.342902789021018,-0.0020000000000000018,3.0017209728162575,2.9943263657510633,3.000050046169599,-0.0020000000000000018,0.2752752752752753,0.34615384615384615,False,0.87374749498998,weak_transport_or_mass,,vectorized_seed_block
0.4,3600,boundary_v2_regime_sequence,0,0.998,0.997,1.0,1.650613804279486,6.422779795018153,6.365451566010241,1.6473125766709271,6.403511455633098,6.365451566010241,1.6578410901923828,6.433730394980184,6.365451566010241,4.711949482405927,0.0010000000000000009,-15.381237256721507,-15.333442931147061,-15.3806943047792,-0.0020000000000000018,-4.714837761730754,-4.718138989339313,-4.707610475817858,-0.0020000000000000018,-0.7287287287287287,0.5,False,0.9739478957915833,richness_only,,vectorized_seed_block
0.4,3600,random_kappa_matched,0,0.998,0.997,1.0,7.7948526053017835,7.764772456922979,7.787754712723584,7.7792629000911795,7.7414781395522105,7.787754712723584,7.795935261976605,7.7677969443694055,7.787754712723584,-0.009986171903027419,0.0010000000000000009,-9.236998455699208,-9.20149260772681,-9.242600132994976,-0.0020000000000000018,0.007097892578199705,-0.008491812632404283,0.008180549253021141,-0.0020000000000000018,-0.0010010010010009784,0.08870967741935484,False,0.5991983967935871,null_or_negative,,vectorized_seed_block
0.4,3600,identity_like_diagnostic,0,0.998,0.997,1.0,9.962896005337258,9.961449694398194,9.965784284662087,9.942970213326584,9.931565345314999,9.965784284662087,9.965784284662087,9.965784284662087,9.965784284662087,0.0,0.0010000000000000009,-7.068955055663734,-7.037785294491405,-7.072751110309495,-0.0020000000000000018,-0.002888279324828602,-0.022814071335503172,0.0,-0.0020000000000000018,0.0,1.0,True,3.3306690738754696e-16,null_or_negative,HIGH_SINGLETON_FRACTION,vectorized_seed_block
0.4,3600,all_one_diagnostic,0,0.998,0.997,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0028882793248268257,0.0010000000000000009,-17.031851061000992,-16.98075550781799,-17.038535394971582,-0.0020000000000000018,0.0,0.0,0.0,-0.0020000000000000018,0.0,0.0,False,1.0,null_or_negative,,vectorized_seed_block
0.4,900,center_of_mass,3,0.998,0.999,1.0,5.329907605812352,5.1407503482956765,5.204505244885191,5.319247790600727,5.135609597947381,5.204505244885191,5.340061861936229,5.1470173556848415,5.204505244885191,-0.12829064025199077,-0.0010000000000000009,-3.580830682004379,-3.582579758928187,-3.576519374143337,-0.0020000000000000018,0.1254023609271604,0.11474254571553555,0.13555661705103716,-0.0020000000000000018,0.013013013013013053,0.25,False,0.7995991983967936,weak_transport_or_mass,,vectorized_seed_block
0.4,900,relative_distance,3,0.998,0.999,1.0,8.36148696057997,8.500440352751376,8.69351405664203,8.34476398665881,8.491939912398625,8.69351405664203,8.367578057994312,8.503347670136085,8.69351405664203,0.32913881673723355,-0.0010000000000000009,-0.5492513272367603,-0.5570635628701037,-0.549003178085254,-0.0020000000000000018,-0.3320270960620597,-0.34875006998322,-0.3259359986477186,-0.0020000000000000018,0.0,0.5789473684210527,True,0.43887775551102215,richness_only,,vectorized_seed_block
0.4,900,joint_basin,3,0.998,0.999,1.0,2.8125096529353186,0.9145463835325952,0.9679060418820145,2.806884633629448,0.9136318371490626,0.9679060418820145,2.818087334247186,0.9138461929404038,0.9679060418820145,-1.8474918903781337,-0.0010000000000000009,-6.098228634881412,-6.094942915899466,-6.098493901832379,-0.0020000000000000018,1.8446036110533042,1.8389785917474337,1.8501812923651717,-0.0020000000000000018,0.13813813813813813,0.38461538461538464,False,0.8777555110220441,weak_transport_or_mass,,vectorized_seed_block
0.4,900,basin_transition_profile,3,0.998,0.999,1.0,2.2552829727201313,0.7691464334953994,0.8052059900952815,2.2507724067746913,0.768377287061904,0.8052059900952815,2.258337596420624,0.7685916428532451,0.8052059900952815,-1.452965261949676,-0.0010000000000000009,-6.655455315096599,-6.651055142754222,-6.6582436396589415,-0.0020000000000000018,1.4500769826248499,1.4455664166794098,1.4531316063253426,-0.0020000000000000018,0.062062062062062065,0.2222222222222222,False,0.9178356713426854,weak_transport_or_mass,,vectorized_seed_block
0.4,900,boundary_v2_regime_sequence,3,0.998,0.999,1.0,1.5743321757063176,2.506700408021411,2.3876193186126606,1.5711835113549049,2.5041937076133896,2.3876193186126606,1.5879402779633456,2.51360146535085,2.3876193186126606,0.8103988635815176,-0.0010000000000000009,-7.336406112110414,-7.330644038174009,-7.32864095811622,-0.0020000000000000018,-0.8132871429063431,-0.8164358072577558,-0.799679040649315,-0.0020000000000000018,-0.08608608608608609,0.25,False,0.9498997995991985,richness_only,,vectorized_seed_block
0.4,900,random_kappa_matched,3,0.998,0.999,1.0,7.469727433095587,7.554780256266903,7.5836101803966365,7.454787978229396,7.547225476010636,7.5836101803966365,7.470498646517136,7.555878346245934,7.5836101803966365,0.11099446797622381,-0.0010000000000000009,-1.441010854721144,-1.447039571299518,-1.4460825895624296,-0.0020000000000000018,-0.11388274730104975,-0.12882220216724072,-0.11311153387950057,-0.0020000000000000018,-0.00800800800800805,0.17446808510638298,False,0.6352705410821643,richness_only,,vectorized_seed_block
0.4,900,identity_like_diagnostic,3,0.998,0.999,1.0,9.960891997321227,9.96434086779242,9.963784284662088,9.940970213326585,9.954376526924626,9.963784284662088,9.963784284662088,9.965784284662087,9.963784284662088,4.008016032063921e-06,-0.0010000000000000009,1.050153709504496,1.039142663797671,1.0472030485825226,-0.0020000000000000018,-0.0028922873408614436,-0.022814071335503172,0.0,-0.0020000000000000018,0.0,0.9989969909729187,True,2.220446049250313e-16,pseudo_risk_fragmented,HIGH_SINGLETON_FRACTION,vectorized_seed_block
0.4,900,all_one_diagnostic,3,0.998,0.999,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0028882793248268257,-0.0010000000000000009,-8.91073828781673,-8.901827549528914,-8.916581236079566,-0.0020000000000000018,0.0,0.0,0.0,-0.0020000000000000018,0.0,0.0,False,1.0,null_or_negative,,vectorized_seed_block
0.4,1500,center_of_mass,3,0.998,0.999,1.0,6.89802458605819,6.599017681519014,6.5410529714311,6.884228536886074,6.592418663837495,6.5410529714311,6.907042608221575,6.603826421574954,6.5410529714311,-0.359859893951918,-0.0010000000000000009,-4.636986902733266,-4.639247940416592,-4.632414277519816,-0.0020000000000000018,0.35697161462709026,0.34317556545497396,0.36598963679047536,-0.0020000000000000018,0.03103103103103111,0.5168539325842697,False,0.6092184368737474,weak_transport_or_mass,,vectorized_seed_block
0.4,1500,relative_distance,3,0.998,0.999,1.0,9.62850027334692,9.739712611542261,9.76928079119807,9.609243272800226,9.729972898930718,9.76928079119807,9.632057344135728,9.74138065666818,9.76928079119807,0.13789223852632276,-0.0010000000000000009,-1.906511215444537,-1.9142332045024393,-1.9073995416056633,-0.0020000000000000018,-0.14078051785115164,-0.16003751839784464,-0.13722344706234324,-0.0020000000000000018,0.0,0.859338061465721,True,0.12024048096192419,pseudo_risk_fragmented,HIGH_SINGLETON_FRACTION,vectorized_seed_block
0.4,1500,joint_basin,3,0.998,0.999,1.0,4.710432997161822,0.9955066967154882,1.0234682488990632,4.701012131167499,0.9945111900187728,1.0234682488990632,4.716740036175822,0.994725545810114,1.0234682488990632,-3.689853027587591,-0.0010000000000000009,-6.824578491629634,-6.822464346135167,-6.822716849565569,-0.0020000000000000018,3.686964748262759,3.677543882268435,3.6932717872767586,-0.0020000000000000018,0.4604604604604604,0.4957983193277311,False,0.7835671342685371,weak_transport_or_mass,,vectorized_seed_block
0.4,1500,basin_transition_profile,3,0.998,0.999,1.0,3.0001790222224742,0.7431645101860966,0.7356782076227619,2.9941786641780292,0.7424213456759106,0.7356782076227619,3.0028749741190297,0.7426357014672517,0.7356782076227619,-2.267389093924539,-0.0010000000000000009,-8.534832466568982,-8.529297813124636,-8.536581911622362,-0.0020000000000000018,2.264500814599712,2.258500456555267,2.2671967664962676,-0.0020000000000000018,0.12712712712712712,0.2,False,0.8957915831663327,weak_transport_or_mass,,vectorized_seed_block
0.4,1500,boundary_v2_regime_sequence,3,0.998,0.999,1.0,1.5743321757063176,3.4822881937005334,3.3964332188622617,1.5711835113549049,3.478805905506833,3.3964332188622617,1.5879402779633456,3.488213663244294,3.3964332188622617,1.8192127638311169,-0.0010000000000000009,-9.960679313085139,-9.95229296594776,-9.951516607778045,-0.0020000000000000018,-1.8221010431559441,-1.8252497075073568,-1.808492940898916,-0.0020000000000000018,-0.25225225225225223,0.25,False,0.9498997995991985,richness_only,,vectorized_seed_block
0.4,1500,random_kappa_matched,3,0.998,0.999,1.0,7.77176373245362,7.723923470931455,7.669065746201612,7.756220204988713,7.716199547460524,7.669065746201612,7.772137679371975,7.723997664723547,7.669065746201612,-0.10558626557683581,-0.0010000000000000009,-3.7632477563378357,-3.7672562723139524,-3.7673192063694154,-0.0020000000000000018,0.1026979862520081,0.08715445878710071,0.10307193317036312,-0.0020000000000000018,-0.0030030030030030463,0.06477732793522267,False,0.6412825651302605,null_or_negative,,vectorized_seed_block
0.4,1500,identity_like_diagnostic,3,0.998,0.999,1.0,9.962896005337258,9.96434086779242,9.965784284662087,9.942970213326584,9.954376526924626,9.965784284662087,9.965784284662087,9.965784284662087,9.965784284662087,0.0,-0.0010000000000000009,-1.5721154834541977,-1.5805062639760816,-1.5736726010793038,-0.0020000000000000018,-0.002888279324828602,-0.022814071335503172,0.0,-0.0020000000000000018,0.0,1.0,True,3.3306690738754696e-16,null_or_negative,HIGH_SINGLETON_FRACTION,vectorized_seed_block
0.4,1500,all_one_diagnostic,3,0.998,0.999,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0028882793248268257,-0.0010000000000000009,-11.535011488791456,-11.523476477302665,-11.53945688574139,-0.0020000000000000018,0.0,0.0,0.0,-0.0020000000000000018,0.0,0.0,False,1.0,null_or_negative,,vectorized_seed_block
0.4,2400,center_of_mass,3,0.998,0.999,1.0,8.599400940950527,8.103684574589218,8.079025810187026,8.582202139068626,8.095580890014629,8.079025810187026,8.60501621040413,8.10698864775209,8.079025810187026,-0.5232634100883278,-0.0010000000000000009,-5.701803163183479,-5.704700760961247,-5.699301499794826,-0.0020000000000000018,0.520375130763501,0.5031763288815991,0.5259904002171041,-0.0020000000000000018,0.02202202202202208,0.7504332755632582,True,0.32064128256513036,weak_transport_or_mass,HIGH_SINGLETON_FRACTION,vectorized_seed_block
0.4,2400,relative_distance,3,0.998,0.999,1.0,9.958887989305195,9.95633285978441,9.961784284662087,9.938970213326584,9.946376526924626,9.961784284662087,9.961784284662087,9.957784284662088,9.961784284662087,8.016032064127841e-06,-0.0010000000000000009,-4.342316114828812,-4.347932686703288,-4.342533425536869,-0.0020000000000000018,-0.0028962953568925087,-0.022814071335503172,0.0,-0.0020000000000000018,0.0,0.9979919678714859,True,3.3306690738754696e-16,pseudo_risk_fragmented,HIGH_SINGLETON_FRACTION,vectorized_seed_block
0.4,2400,joint_basin,3,0.998,0.999,1.0,6.720820648676818,1.013073138178586,1.0342231364012269,6.707379007379465,1.0120600650404075,1.0342231364012269,6.72658343824053,1.0122744208317487,1.0342231364012269,-5.6894857916004185,-0.0010000000000000009,-7.580383455457189,-7.579523892650408,-7.577734271958427,-0.0020000000000000018,5.686597512275591,5.6731558709782375,5.692360301839303,-0.0020000000000000018,0.7847847847847848,0.6726190476190477,True,0.5370741482965933,weak_transport_or_mass,HIGH_SINGLETON_FRACTION,vectorized_seed_block
0.4,2400,basin_transition_profile,3,0.998,0.999,1.0,3.358568965992447,0.70631922088109,0.7019682408609826,3.351851828060462,0.705612901660209,0.7019682408609826,3.3598864032902167,0.7058272574515501,0.7019682408609826,-2.6594890044562893,-0.0010000000000000009,-10.94263513814156,-10.935051071969411,-10.94443130690874,-0.0020000000000000018,2.6566007251314643,2.6498835871994793,2.657918162429234,-0.0020000000000000018,0.20520520520520522,0.11764705882352941,False,0.8957915831663327,weak_transport_or_mass,,vectorized_seed_block
0.4,2400,boundary_v2_regime_sequence,3,0.998,0.999,1.0,1.5743321757063176,4.833303673001964,4.844336043113908,1.5711835113549049,4.828470369328962,4.844336043113908,1.5879402779633458,4.839878127066424,4.844336043113908,3.267115588082766,-0.0010000000000000009,-12.72687192842769,-12.715719388674968,-12.71637743223561,-0.0020000000000000018,-3.2700038674075906,-3.2731525317590036,-3.2563957651505624,-0.0020000000000000018,-0.5165165165165164,0.25,False,0.9498997995991985,richness_only,,vectorized_seed_block
0.4,2400,random_kappa_matched,3,0.998,0.999,1.0,7.802380785678287,7.766073445613385,7.770623190712922,7.78677602410693,7.7583073721677716,7.770623190712922,7.803225567465832,7.766960242403069,7.770623190712922,-0.0346458742901925,-0.0010000000000000009,-6.498823318455719,-6.500126875922942,-6.501092142733125,-0.0020000000000000018,0.03175759496536479,0.01615283339400797,0.032602376752909557,-0.0020000000000000018,0.00800800800800805,0.06072874493927125,False,0.6112224448897795,weak_transport_or_mass,,vectorized_seed_block
