alpha,T,kappa,seed,n_traj,macro_classes,singleton_fraction,estimator_warning
0.4,2400,identity_like_diagnostic,68,1000,996.0,1.0,HIGH_SINGLETON_FRACTION
0.4,2400,all_one_diagnostic,68,1000,1.0,0.0,
0.4,3600,center_of_mass,68,1000,860.0,0.8988372093023256,HIGH_SINGLETON_FRACTION
0.4,3600,relative_distance,68,1000,996.0,1.0,HIGH_SINGLETON_FRACTION
0.4,3600,joint_basin,68,1000,586.0,0.878839590443686,HIGH_SINGLETON_FRACTION
0.4,3600,basin_transition_profile,68,1000,48.0,0.3541666666666667,
0.4,3600,boundary_v2_regime_sequence,68,1000,9.0,0.4444444444444444,
0.4,3600,random_kappa_matched,68,1000,244.0,0.06147540983606557,
0.4,3600,identity_like_diagnostic,68,1000,996.0,1.0,HIGH_SINGLETON_FRACTION
0.4,3600,all_one_diagnostic,68,1000,1.0,0.0,
0.4,900,center_of_mass,66,1000,98.0,0.2755102040816326,
0.4,900,relative_distance,66,1000,445.0,0.5528089887640449,
0.4,900,joint_basin,66,1000,34.0,0.4117647058823529,
0.4,900,basin_transition_profile,66,1000,18.0,0.3333333333333333,
0.4,900,boundary_v2_regime_sequence,66,1000,7.0,0.14285714285714285,
0.4,900,random_kappa_matched,66,1000,237.0,0.1518987341772152,
0.4,900,identity_like_diagnostic,66,1000,999.0,1.0,HIGH_SINGLETON_FRACTION
0.4,900,all_one_diagnostic,66,1000,1.0,0.0,
0.4,1500,center_of_mass,66,1000,257.0,0.46303501945525294,
0.4,1500,relative_distance,66,1000,855.0,0.8643274853801169,HIGH_SINGLETON_FRACTION
0.4,1500,joint_basin,66,1000,119.0,0.5378151260504201,
0.4,1500,basin_transition_profile,66,1000,25.0,0.12,
0.4,1500,boundary_v2_regime_sequence,66,1000,7.0,0.14285714285714285,
0.4,1500,random_kappa_matched,66,1000,247.0,0.10526315789473684,
0.4,1500,identity_like_diagnostic,66,1000,999.0,1.0,HIGH_SINGLETON_FRACTION
0.4,1500,all_one_diagnostic,66,1000,1.0,0.0,
0.4,2400,center_of_mass,66,1000,569.0,0.7047451669595782,HIGH_SINGLETON_FRACTION
0.4,2400,relative_distance,66,1000,990.0,0.990909090909091,HIGH_SINGLETON_FRACTION
0.4,2400,joint_basin,66,1000,348.0,0.7155172413793104,HIGH_SINGLETON_FRACTION
0.4,2400,basin_transition_profile,66,1000,33.0,0.21212121212121213,
0.4,2400,boundary_v2_regime_sequence,66,1000,7.0,0.14285714285714285,
0.4,2400,random_kappa_matched,66,1000,245.0,0.11020408163265306,
0.4,2400,identity_like_diagnostic,66,1000,999.0,1.0,HIGH_SINGLETON_FRACTION
0.4,2400,all_one_diagnostic,66,1000,1.0,0.0,
0.4,3600,center_of_mass,66,1000,876.0,0.910958904109589,HIGH_SINGLETON_FRACTION
0.4,3600,relative_distance,66,1000,998.0,0.998997995991984,HIGH_SINGLETON_FRACTION
0.4,3600,joint_basin,66,1000,546.0,0.8315018315018315,HIGH_SINGLETON_FRACTION
0.4,3600,basin_transition_profile,66,1000,42.0,0.19047619047619047,
0.4,3600,boundary_v2_regime_sequence,66,1000,7.0,0.14285714285714285,
0.4,3600,random_kappa_matched,66,1000,248.0,0.05241935483870968,
0.4,3600,identity_like_diagnostic,66,1000,999.0,1.0,HIGH_SINGLETON_FRACTION
0.4,3600,all_one_diagnostic,66,1000,1.0,0.0,
0.4,900,center_of_mass,70,1000,91.0,0.21978021978021978,
0.4,900,relative_distance,70,1000,446.0,0.5896860986547086,
0.4,900,joint_basin,70,1000,34.0,0.23529411764705882,
0.4,900,basin_transition_profile,70,1000,17.0,0.17647058823529413,
0.4,900,boundary_v2_regime_sequence,70,1000,6.0,0.16666666666666666,
0.4,900,random_kappa_matched,70,1000,230.0,0.1608695652173913,
0.4,900,identity_like_diagnostic,70,1000,998.0,0.998997995991984,HIGH_SINGLETON_FRACTION
0.4,900,all_one_diagnostic,70,1000,1.0,0.0,
0.4,1500,center_of_mass,70,1000,249.0,0.4779116465863454,
0.4,1500,relative_distance,70,1000,845.0,0.855621301775148,HIGH_SINGLETON_FRACTION
0.4,1500,joint_basin,70,1000,113.0,0.4690265486725664,
0.4,1500,basin_transition_profile,70,1000,23.0,0.17391304347826086,
0.4,1500,boundary_v2_regime_sequence,70,1000,6.0,0.16666666666666666,
0.4,1500,random_kappa_matched,70,1000,247.0,0.09716599190283401,
0.4,1500,identity_like_diagnostic,70,1000,999.0,1.0,HIGH_SINGLETON_FRACTION
0.4,1500,all_one_diagnostic,70,1000,1.0,0.0,
0.4,2400,center_of_mass,70,1000,568.0,0.7235915492957746,HIGH_SINGLETON_FRACTION
0.4,2400,relative_distance,70,1000,990.0,0.990909090909091,HIGH_SINGLETON_FRACTION
0.4,2400,joint_basin,70,1000,340.0,0.6794117647058824,HIGH_SINGLETON_FRACTION
0.4,2400,basin_transition_profile,70,1000,37.0,0.24324324324324326,
0.4,2400,boundary_v2_regime_sequence,70,1000,6.0,0.16666666666666666,
0.4,2400,random_kappa_matched,70,1000,246.0,0.08943089430894309,
0.4,2400,identity_like_diagnostic,70,1000,999.0,1.0,HIGH_SINGLETON_FRACTION
0.4,2400,all_one_diagnostic,70,1000,1.0,0.0,
0.4,3600,center_of_mass,70,1000,885.0,0.9107344632768362,HIGH_SINGLETON_FRACTION
0.4,3600,relative_distance,70,1000,999.0,1.0,HIGH_SINGLETON_FRACTION
0.4,3600,joint_basin,70,1000,561.0,0.8288770053475936,HIGH_SINGLETON_FRACTION
0.4,3600,basin_transition_profile,70,1000,51.0,0.29411764705882354,
0.4,3600,boundary_v2_regime_sequence,70,1000,6.0,0.16666666666666666,
0.4,3600,random_kappa_matched,70,1000,247.0,0.10526315789473684,
0.4,3600,identity_like_diagnostic,70,1000,999.0,1.0,HIGH_SINGLETON_FRACTION
0.4,3600,all_one_diagnostic,70,1000,1.0,0.0,
0.4,900,center_of_mass,69,1000,92.0,0.22826086956521738,
0.4,900,relative_distance,69,1000,458.0,0.5305676855895196,
0.4,900,joint_basin,69,1000,33.0,0.3333333333333333,
0.4,900,basin_transition_profile,69,1000,16.0,0.25,
0.4,900,boundary_v2_regime_sequence,69,1000,7.0,0.14285714285714285,
0.4,900,random_kappa_matched,69,1000,241.0,0.18672199170124482,
0.4,900,identity_like_diagnostic,69,1000,1000.0,1.0,HIGH_SINGLETON_FRACTION
0.4,900,all_one_diagnostic,69,1000,1.0,0.0,
0.4,1500,center_of_mass,69,1000,243.0,0.48148148148148145,
0.4,1500,relative_distance,69,1000,862.0,0.8805104408352669,HIGH_SINGLETON_FRACTION
0.4,1500,joint_basin,69,1000,108.0,0.4537037037037037,
0.4,1500,basin_transition_profile,69,1000,23.0,0.21739130434782608,
0.4,1500,boundary_v2_regime_sequence,69,1000,7.0,0.14285714285714285,
0.4,1500,random_kappa_matched,69,1000,247.0,0.10121457489878542,
0.4,1500,identity_like_diagnostic,69,1000,1000.0,1.0,HIGH_SINGLETON_FRACTION
0.4,1500,all_one_diagnostic,69,1000,1.0,0.0,
0.4,2400,center_of_mass,69,1000,570.0,0.7017543859649122,HIGH_SINGLETON_FRACTION
0.4,2400,relative_distance,69,1000,993.0,0.9929506545820745,HIGH_SINGLETON_FRACTION
0.4,2400,joint_basin,69,1000,326.0,0.6687116564417178,HIGH_SINGLETON_FRACTION
0.4,2400,basin_transition_profile,69,1000,30.0,0.16666666666666666,
0.4,2400,boundary_v2_regime_sequence,69,1000,7.0,0.14285714285714285,
0.4,2400,random_kappa_matched,69,1000,246.0,0.06097560975609756,
0.4,2400,identity_like_diagnostic,69,1000,1000.0,1.0,HIGH_SINGLETON_FRACTION
0.4,2400,all_one_diagnostic,69,1000,1.0,0.0,
0.4,3600,center_of_mass,69,1000,867.0,0.9158016147635525,HIGH_SINGLETON_FRACTION
0.4,3600,relative_distance,69,1000,1000.0,1.0,HIGH_SINGLETON_FRACTION
0.4,3600,joint_basin,69,1000,524.0,0.8301526717557252,HIGH_SINGLETON_FRACTION
0.4,3600,basin_transition_profile,69,1000,43.0,0.20930232558139536,
0.4,3600,boundary_v2_regime_sequence,69,1000,7.0,0.14285714285714285,
0.4,3600,random_kappa_matched,69,1000,247.0,0.08097165991902834,
0.4,3600,identity_like_diagnostic,69,1000,1000.0,1.0,HIGH_SINGLETON_FRACTION
0.4,3600,all_one_diagnostic,69,1000,1.0,0.0,
0.4,900,center_of_mass,71,1000,93.0,0.3010752688172043,
0.4,900,relative_distance,71,1000,443.0,0.5395033860045146,
0.4,900,joint_basin,71,1000,34.0,0.2647058823529412,
0.4,900,basin_transition_profile,71,1000,16.0,0.1875,
0.4,900,boundary_v2_regime_sequence,71,1000,10.0,0.4,
0.4,900,random_kappa_matched,71,1000,230.0,0.19130434782608696,
0.4,900,identity_like_diagnostic,71,1000,1000.0,1.0,HIGH_SINGLETON_FRACTION
0.4,900,all_one_diagnostic,71,1000,1.0,0.0,
0.4,1500,center_of_mass,71,1000,255.0,0.5137254901960784,
0.4,1500,relative_distance,71,1000,875.0,0.8857142857142857,HIGH_SINGLETON_FRACTION
0.4,1500,joint_basin,71,1000,112.0,0.5,
0.4,1500,basin_transition_profile,71,1000,26.0,0.23076923076923078,
0.4,1500,boundary_v2_regime_sequence,71,1000,10.0,0.4,
0.4,1500,random_kappa_matched,71,1000,243.0,0.08641975308641975,
0.4,1500,identity_like_diagnostic,71,1000,1000.0,1.0,HIGH_SINGLETON_FRACTION
0.4,1500,all_one_diagnostic,71,1000,1.0,0.0,
0.4,2400,center_of_mass,71,1000,581.0,0.7435456110154905,HIGH_SINGLETON_FRACTION
0.4,2400,relative_distance,71,1000,992.0,0.9919354838709677,HIGH_SINGLETON_FRACTION
0.4,2400,joint_basin,71,1000,328.0,0.6676829268292683,HIGH_SINGLETON_FRACTION
0.4,2400,basin_transition_profile,71,1000,37.0,0.2702702702702703,
0.4,2400,boundary_v2_regime_sequence,71,1000,11.0,0.45454545454545453,
0.4,2400,random_kappa_matched,71,1000,249.0,0.06827309236947791,
0.4,2400,identity_like_diagnostic,71,1000,1000.0,1.0,HIGH_SINGLETON_FRACTION
0.4,2400,all_one_diagnostic,71,1000,1.0,0.0,
0.4,3600,center_of_mass,71,1000,875.0,0.9085714285714286,HIGH_SINGLETON_FRACTION
0.4,3600,relative_distance,71,1000,1000.0,1.0,HIGH_SINGLETON_FRACTION
0.4,3600,joint_basin,71,1000,539.0,0.8385899814471243,HIGH_SINGLETON_FRACTION
0.4,3600,basin_transition_profile,71,1000,48.0,0.2916666666666667,
0.4,3600,boundary_v2_regime_sequence,71,1000,11.0,0.45454545454545453,
0.4,3600,random_kappa_matched,71,1000,244.0,0.06147540983606557,
0.4,3600,identity_like_diagnostic,71,1000,1000.0,1.0,HIGH_SINGLETON_FRACTION
0.4,3600,all_one_diagnostic,71,1000,1.0,0.0,
0.4,900,center_of_mass,73,1000,88.0,0.25,
0.4,900,relative_distance,73,1000,428.0,0.5537383177570093,
0.4,900,joint_basin,73,1000,32.0,0.3125,
0.4,900,basin_transition_profile,73,1000,16.0,0.1875,
0.4,900,boundary_v2_regime_sequence,73,1000,8.0,0.375,
0.4,900,random_kappa_matched,73,1000,228.0,0.09210526315789473,
0.4,900,identity_like_diagnostic,73,1000,998.0,0.998997995991984,HIGH_SINGLETON_FRACTION
0.4,900,all_one_diagnostic,73,1000,1.0,0.0,
0.4,1500,center_of_mass,73,1000,237.0,0.4430379746835443,
0.4,1500,relative_distance,73,1000,838.0,0.8579952267303103,HIGH_SINGLETON_FRACTION
0.4,1500,joint_basin,73,1000,105.0,0.37142857142857144,
0.4,1500,basin_transition_profile,73,1000,24.0,0.20833333333333334,
0.4,1500,boundary_v2_regime_sequence,73,1000,9.0,0.4444444444444444,
0.4,1500,random_kappa_matched,73,1000,245.0,0.08163265306122448,
0.4,1500,identity_like_diagnostic,73,1000,999.0,1.0,HIGH_SINGLETON_FRACTION
0.4,1500,all_one_diagnostic,73,1000,1.0,0.0,
0.4,2400,center_of_mass,73,1000,572.0,0.708041958041958,HIGH_SINGLETON_FRACTION
0.4,2400,relative_distance,73,1000,987.0,0.9888551165146909,HIGH_SINGLETON_FRACTION
0.4,2400,joint_basin,73,1000,332.0,0.6837349397590361,HIGH_SINGLETON_FRACTION
0.4,2400,basin_transition_profile,73,1000,34.0,0.2647058823529412,
0.4,2400,boundary_v2_regime_sequence,73,1000,9.0,0.4444444444444444,
0.4,2400,random_kappa_matched,73,1000,245.0,0.07755102040816327,
0.4,2400,identity_like_diagnostic,73,1000,999.0,1.0,HIGH_SINGLETON_FRACTION
0.4,2400,all_one_diagnostic,73,1000,1.0,0.0,
0.4,3600,center_of_mass,73,1000,861.0,0.8977932636469221,HIGH_SINGLETON_FRACTION
0.4,3600,relative_distance,73,1000,999.0,1.0,HIGH_SINGLETON_FRACTION
0.4,3600,joint_basin,73,1000,559.0,0.8568872987477638,HIGH_SINGLETON_FRACTION
0.4,3600,basin_transition_profile,73,1000,45.0,0.2222222222222222,
0.4,3600,boundary_v2_regime_sequence,73,1000,9.0,0.4444444444444444,
0.4,3600,random_kappa_matched,73,1000,247.0,0.06072874493927125,
0.4,3600,identity_like_diagnostic,73,1000,999.0,1.0,HIGH_SINGLETON_FRACTION
0.4,3600,all_one_diagnostic,73,1000,1.0,0.0,
0.4,900,center_of_mass,72,1000,104.0,0.3076923076923077,
0.4,900,relative_distance,72,1000,443.0,0.5598194130925508,
0.4,900,joint_basin,72,1000,34.0,0.4117647058823529,
0.4,900,basin_transition_profile,72,1000,17.0,0.35294117647058826,
0.4,900,boundary_v2_regime_sequence,72,1000,10.0,0.4,
0.4,900,random_kappa_matched,72,1000,232.0,0.14655172413793102,
0.4,900,identity_like_diagnostic,72,1000,998.0,1.0,HIGH_SINGLETON_FRACTION
0.4,900,all_one_diagnostic,72,1000,1.0,0.0,
0.4,1500,center_of_mass,72,1000,270.0,0.5074074074074074,
0.4,1500,relative_distance,72,1000,855.0,0.8771929824561403,HIGH_SINGLETON_FRACTION
0.4,1500,joint_basin,72,1000,106.0,0.4716981132075472,
0.4,1500,basin_transition_profile,72,1000,26.0,0.34615384615384615,
0.4,1500,boundary_v2_regime_sequence,72,1000,10.0,0.4,
0.4,1500,random_kappa_matched,72,1000,244.0,0.0778688524590164,
0.4,1500,identity_like_diagnostic,72,1000,998.0,1.0,HIGH_SINGLETON_FRACTION
0.4,1500,all_one_diagnostic,72,1000,1.0,0.0,
0.4,2400,center_of_mass,72,1000,572.0,0.743006993006993,HIGH_SINGLETON_FRACTION
0.4,2400,relative_distance,72,1000,995.0,0.9969849246231156,HIGH_SINGLETON_FRACTION
0.4,2400,joint_basin,72,1000,315.0,0.6507936507936508,HIGH_SINGLETON_FRACTION
0.4,2400,basin_transition_profile,72,1000,33.0,0.2727272727272727,
0.4,2400,boundary_v2_regime_sequence,72,1000,11.0,0.45454545454545453,
0.4,2400,random_kappa_matched,72,1000,248.0,0.11693548387096774,
0.4,2400,identity_like_diagnostic,72,1000,998.0,1.0,HIGH_SINGLETON_FRACTION
0.4,2400,all_one_diagnostic,72,1000,1.0,0.0,
0.4,3600,center_of_mass,72,1000,878.0,0.9157175398633257,HIGH_SINGLETON_FRACTION
0.4,3600,relative_distance,72,1000,998.0,1.0,HIGH_SINGLETON_FRACTION
0.4,3600,joint_basin,72,1000,546.0,0.836996336996337,HIGH_SINGLETON_FRACTION
0.4,3600,basin_transition_profile,72,1000,46.0,0.2826086956521739,
0.4,3600,boundary_v2_regime_sequence,72,1000,11.0,0.45454545454545453,
0.4,3600,random_kappa_matched,72,1000,250.0,0.08,
0.4,3600,identity_like_diagnostic,72,1000,998.0,1.0,HIGH_SINGLETON_FRACTION
0.4,3600,all_one_diagnostic,72,1000,1.0,0.0,
0.4,900,center_of_mass,76,1000,95.0,0.25263157894736843,
0.4,900,relative_distance,76,1000,430.0,0.5279069767441861,
0.4,900,joint_basin,76,1000,32.0,0.25,
0.4,900,basin_transition_profile,76,1000,16.0,0.1875,
0.4,900,boundary_v2_regime_sequence,76,1000,8.0,0.375,
0.4,900,random_kappa_matched,76,1000,231.0,0.18181818181818182,
0.4,900,identity_like_diagnostic,76,1000,998.0,0.9979959919839679,HIGH_SINGLETON_FRACTION
0.4,900,all_one_diagnostic,76,1000,1.0,0.0,
0.4,1500,center_of_mass,76,1000,254.0,0.48031496062992124,
0.4,1500,relative_distance,76,1000,845.0,0.8710059171597633,HIGH_SINGLETON_FRACTION
0.4,1500,joint_basin,76,1000,103.0,0.4563106796116505,
0.4,1500,basin_transition_profile,76,1000,22.0,0.22727272727272727,
0.4,1500,boundary_v2_regime_sequence,76,1000,8.0,0.375,
0.4,1500,random_kappa_matched,76,1000,246.0,0.10975609756097561,
0.4,1500,identity_like_diagnostic,76,1000,1000.0,1.0,HIGH_SINGLETON_FRACTION
0.4,1500,all_one_diagnostic,76,1000,1.0,0.0,
0.4,2400,center_of_mass,76,1000,578.0,0.7197231833910035,HIGH_SINGLETON_FRACTION
0.4,2400,relative_distance,76,1000,992.0,0.9929435483870968,HIGH_SINGLETON_FRACTION
0.4,2400,joint_basin,76,1000,317.0,0.6277602523659306,
0.4,2400,basin_transition_profile,76,1000,30.0,0.16666666666666666,
0.4,2400,boundary_v2_regime_sequence,76,1000,8.0,0.375,
0.4,2400,random_kappa_matched,76,1000,249.0,0.08835341365461848,
0.4,2400,identity_like_diagnostic,76,1000,1000.0,1.0,HIGH_SINGLETON_FRACTION
0.4,2400,all_one_diagnostic,76,1000,1.0,0.0,
0.4,3600,center_of_mass,76,1000,875.0,0.9097142857142857,HIGH_SINGLETON_FRACTION
0.4,3600,relative_distance,76,1000,1000.0,1.0,HIGH_SINGLETON_FRACTION
0.4,3600,joint_basin,76,1000,546.0,0.8333333333333334,HIGH_SINGLETON_FRACTION
0.4,3600,basin_transition_profile,76,1000,47.0,0.3191489361702128,
0.4,3600,boundary_v2_regime_sequence,76,1000,8.0,0.375,
0.4,3600,random_kappa_matched,76,1000,245.0,0.06938775510204082,
0.4,3600,identity_like_diagnostic,76,1000,1000.0,1.0,HIGH_SINGLETON_FRACTION
0.4,3600,all_one_diagnostic,76,1000,1.0,0.0,
0.4,900,center_of_mass,74,1000,93.0,0.22580645161290322,
0.4,900,relative_distance,74,1000,451.0,0.5609756097560976,
0.4,900,joint_basin,74,1000,30.0,0.3,
0.4,900,basin_transition_profile,74,1000,17.0,0.4117647058823529,
0.4,900,boundary_v2_regime_sequence,74,1000,8.0,0.375,
0.4,900,random_kappa_matched,74,1000,230.0,0.14782608695652175,
0.4,900,identity_like_diagnostic,74,1000,998.0,0.998997995991984,HIGH_SINGLETON_FRACTION
0.4,900,all_one_diagnostic,74,1000,1.0,0.0,
0.4,1500,center_of_mass,74,1000,252.0,0.4603174603174603,
0.4,1500,relative_distance,74,1000,861.0,0.8745644599303136,HIGH_SINGLETON_FRACTION
0.4,1500,joint_basin,74,1000,108.0,0.4074074074074074,
0.4,1500,basin_transition_profile,74,1000,26.0,0.3076923076923077,
0.4,1500,boundary_v2_regime_sequence,74,1000,8.0,0.375,
0.4,1500,random_kappa_matched,74,1000,241.0,0.07468879668049792,
0.4,1500,identity_like_diagnostic,74,1000,999.0,1.0,HIGH_SINGLETON_FRACTION
0.4,1500,all_one_diagnostic,74,1000,1.0,0.0,
0.4,2400,center_of_mass,74,1000,580.0,0.7344827586206897,HIGH_SINGLETON_FRACTION
0.4,2400,relative_distance,74,1000,994.0,0.9949698189134809,HIGH_SINGLETON_FRACTION
0.4,2400,joint_basin,74,1000,328.0,0.6646341463414634,HIGH_SINGLETON_FRACTION
0.4,2400,basin_transition_profile,74,1000,37.0,0.2972972972972973,
0.4,2400,boundary_v2_regime_sequence,74,1000,8.0,0.375,
0.4,2400,random_kappa_matched,74,1000,245.0,0.08163265306122448,
0.4,2400,identity_like_diagnostic,74,1000,999.0,1.0,HIGH_SINGLETON_FRACTION
0.4,2400,all_one_diagnostic,74,1000,1.0,0.0,
0.4,3600,center_of_mass,74,1000,894.0,0.9284116331096197,HIGH_SINGLETON_FRACTION
0.4,3600,relative_distance,74,1000,999.0,1.0,HIGH_SINGLETON_FRACTION
0.4,3600,joint_basin,74,1000,549.0,0.8561020036429873,HIGH_SINGLETON_FRACTION
0.4,3600,basin_transition_profile,74,1000,46.0,0.2608695652173913,
0.4,3600,boundary_v2_regime_sequence,74,1000,8.0,0.375,
0.4,3600,random_kappa_matched,74,1000,248.0,0.06451612903225806,
0.4,3600,identity_like_diagnostic,74,1000,999.0,1.0,HIGH_SINGLETON_FRACTION
0.4,3600,all_one_diagnostic,74,1000,1.0,0.0,
0.45,900,center_of_mass,0,1000,92.0,0.30434782608695654,
0.45,900,relative_distance,0,1000,436.0,0.5344036697247706,
0.45,900,joint_basin,0,1000,36.0,0.3888888888888889,
0.45,900,basin_transition_profile,0,1000,18.0,0.16666666666666666,
0.45,900,boundary_v2_regime_sequence,0,1000,8.0,0.375,
0.45,900,random_kappa_matched,0,1000,227.0,0.14537444933920704,
0.45,900,identity_like_diagnostic,0,1000,1000.0,1.0,HIGH_SINGLETON_FRACTION
0.45,900,all_one_diagnostic,0,1000,1.0,0.0,
0.45,1500,center_of_mass,0,1000,242.0,0.4256198347107438,
0.45,1500,relative_distance,0,1000,852.0,0.863849765258216,HIGH_SINGLETON_FRACTION
0.45,1500,joint_basin,0,1000,137.0,0.48905109489051096,
0.45,1500,basin_transition_profile,0,1000,28.0,0.17857142857142858,
0.45,1500,boundary_v2_regime_sequence,0,1000,8.0,0.375,
0.45,1500,random_kappa_matched,0,1000,249.0,0.060240963855421686,
0.45,1500,identity_like_diagnostic,0,1000,1000.0,1.0,HIGH_SINGLETON_FRACTION
0.45,1500,all_one_diagnostic,0,1000,1.0,0.0,
0.45,2400,center_of_mass,0,1000,573.0,0.7172774869109948,HIGH_SINGLETON_FRACTION
0.45,2400,relative_distance,0,1000,988.0,0.9878542510121457,HIGH_SINGLETON_FRACTION
0.45,2400,joint_basin,0,1000,382.0,0.725130890052356,HIGH_SINGLETON_FRACTION
0.45,2400,basin_transition_profile,0,1000,38.0,0.23684210526315788,
0.45,2400,boundary_v2_regime_sequence,0,1000,8.0,0.375,
0.45,2400,random_kappa_matched,0,1000,250.0,0.088,
0.45,2400,identity_like_diagnostic,0,1000,1000.0,1.0,HIGH_SINGLETON_FRACTION
0.45,2400,all_one_diagnostic,0,1000,1.0,0.0,
0.45,3600,center_of_mass,0,1000,862.0,0.8909512761020881,HIGH_SINGLETON_FRACTION
0.45,3600,relative_distance,0,1000,1000.0,1.0,HIGH_SINGLETON_FRACTION
0.45,3600,joint_basin,0,1000,530.0,0.8528301886792453,HIGH_SINGLETON_FRACTION
0.45,3600,basin_transition_profile,0,1000,49.0,0.2653061224489796,
0.45,3600,boundary_v2_regime_sequence,0,1000,8.0,0.375,
0.45,3600,random_kappa_matched,0,1000,247.0,0.05668016194331984,
0.45,3600,identity_like_diagnostic,0,1000,1000.0,1.0,HIGH_SINGLETON_FRACTION
0.45,3600,all_one_diagnostic,0,1000,1.0,0.0,
0.4,900,center_of_mass,75,1000,92.0,0.29347826086956524,
0.4,900,relative_distance,75,1000,451.0,0.5831485587583148,
0.4,900,joint_basin,75,1000,34.0,0.2647058823529412,
0.4,900,basin_transition_profile,75,1000,17.0,0.11764705882352941,
0.4,900,boundary_v2_regime_sequence,75,1000,8.0,0.375,
0.4,900,random_kappa_matched,75,1000,233.0,0.17167381974248927,
0.4,900,identity_like_diagnostic,75,1000,996.0,0.998995983935743,HIGH_SINGLETON_FRACTION
0.4,900,all_one_diagnostic,75,1000,1.0,0.0,
0.4,1500,center_of_mass,75,1000,252.0,0.44841269841269843,
0.4,1500,relative_distance,75,1000,855.0,0.8619883040935673,HIGH_SINGLETON_FRACTION
0.4,1500,joint_basin,75,1000,115.0,0.41739130434782606,
0.4,1500,basin_transition_profile,75,1000,25.0,0.16,
0.4,1500,boundary_v2_regime_sequence,75,1000,8.0,0.375,
0.4,1500,random_kappa_matched,75,1000,245.0,0.07346938775510205,
0.4,1500,identity_like_diagnostic,75,1000,997.0,1.0,HIGH_SINGLETON_FRACTION
0.4,1500,all_one_diagnostic,75,1000,1.0,0.0,
0.4,2400,center_of_mass,75,1000,587.0,0.7410562180579217,HIGH_SINGLETON_FRACTION
0.4,2400,relative_distance,75,1000,989.0,0.9919110212335692,HIGH_SINGLETON_FRACTION
0.4,2400,joint_basin,75,1000,362.0,0.6823204419889503,HIGH_SINGLETON_FRACTION
0.4,2400,basin_transition_profile,75,1000,35.0,0.2,
0.4,2400,boundary_v2_regime_sequence,75,1000,8.0,0.375,
0.4,2400,random_kappa_matched,75,1000,250.0,0.064,
0.4,2400,identity_like_diagnostic,75,1000,997.0,1.0,HIGH_SINGLETON_FRACTION
0.4,2400,all_one_diagnostic,75,1000,1.0,0.0,
0.4,3600,center_of_mass,75,1000,879.0,0.919226393629124,HIGH_SINGLETON_FRACTION
0.4,3600,relative_distance,75,1000,997.0,1.0,HIGH_SINGLETON_FRACTION
0.4,3600,joint_basin,75,1000,593.0,0.8701517706576728,HIGH_SINGLETON_FRACTION
0.4,3600,basin_transition_profile,75,1000,48.0,0.2916666666666667,
0.4,3600,boundary_v2_regime_sequence,75,1000,8.0,0.375,
0.4,3600,random_kappa_matched,75,1000,248.0,0.10080645161290322,
0.4,3600,identity_like_diagnostic,75,1000,997.0,1.0,HIGH_SINGLETON_FRACTION
0.4,3600,all_one_diagnostic,75,1000,1.0,0.0,
0.4,900,center_of_mass,77,1000,95.0,0.25263157894736843,
0.4,900,relative_distance,77,1000,455.0,0.5582417582417583,
0.4,900,joint_basin,77,1000,30.0,0.26666666666666666,
0.4,900,basin_transition_profile,77,1000,17.0,0.23529411764705882,
0.4,900,boundary_v2_regime_sequence,77,1000,8.0,0.375,
0.4,900,random_kappa_matched,77,1000,227.0,0.1277533039647577,
0.4,900,identity_like_diagnostic,77,1000,1000.0,1.0,HIGH_SINGLETON_FRACTION
0.4,900,all_one_diagnostic,77,1000,1.0,0.0,
0.4,1500,center_of_mass,77,1000,248.0,0.46774193548387094,
0.4,1500,relative_distance,77,1000,848.0,0.8608490566037735,HIGH_SINGLETON_FRACTION
0.4,1500,joint_basin,77,1000,110.0,0.42727272727272725,
0.4,1500,basin_transition_profile,77,1000,25.0,0.2,
0.4,1500,boundary_v2_regime_sequence,77,1000,8.0,0.375,
0.4,1500,random_kappa_matched,77,1000,241.0,0.07053941908713693,
0.4,1500,identity_like_diagnostic,77,1000,1000.0,1.0,HIGH_SINGLETON_FRACTION
0.4,1500,all_one_diagnostic,77,1000,1.0,0.0,
0.4,2400,center_of_mass,77,1000,570.0,0.7210526315789474,HIGH_SINGLETON_FRACTION
0.4,2400,relative_distance,77,1000,995.0,0.9949748743718593,HIGH_SINGLETON_FRACTION
0.4,2400,joint_basin,77,1000,327.0,0.6483180428134556,
0.4,2400,basin_transition_profile,77,1000,32.0,0.1875,
0.4,2400,boundary_v2_regime_sequence,77,1000,8.0,0.375,
0.4,2400,random_kappa_matched,77,1000,247.0,0.10526315789473684,
0.4,2400,identity_like_diagnostic,77,1000,1000.0,1.0,HIGH_SINGLETON_FRACTION
0.4,2400,all_one_diagnostic,77,1000,1.0,0.0,
0.4,3600,center_of_mass,77,1000,887.0,0.9143179255918827,HIGH_SINGLETON_FRACTION
0.4,3600,relative_distance,77,1000,1000.0,1.0,HIGH_SINGLETON_FRACTION
0.4,3600,joint_basin,77,1000,601.0,0.870216306156406,HIGH_SINGLETON_FRACTION
0.4,3600,basin_transition_profile,77,1000,46.0,0.21739130434782608,
0.4,3600,boundary_v2_regime_sequence,77,1000,8.0,0.375,
0.4,3600,random_kappa_matched,77,1000,244.0,0.06147540983606557,
