alpha,T,kappa,seed,n_traj,macro_classes,singleton_fraction,estimator_warning
0.5,2400,relative_distance,20,1000,989.0,0.9908998988877654,HIGH_SINGLETON_FRACTION
0.5,2400,joint_basin,20,1000,426.0,0.784037558685446,HIGH_SINGLETON_FRACTION
0.5,2400,basin_transition_profile,20,1000,33.0,0.12121212121212122,
0.5,2400,boundary_v2_regime_sequence,20,1000,6.0,0.16666666666666666,
0.5,2400,random_kappa_matched,20,1000,244.0,0.06967213114754098,
0.5,2400,identity_like_diagnostic,20,1000,998.0,1.0,HIGH_SINGLETON_FRACTION
0.5,2400,all_one_diagnostic,20,1000,1.0,0.0,
0.5,3600,center_of_mass,20,1000,875.0,0.9165714285714286,HIGH_SINGLETON_FRACTION
0.5,3600,relative_distance,20,1000,998.0,1.0,HIGH_SINGLETON_FRACTION
0.5,3600,joint_basin,20,1000,546.0,0.8589743589743589,HIGH_SINGLETON_FRACTION
0.5,3600,basin_transition_profile,20,1000,39.0,0.23076923076923078,
0.5,3600,boundary_v2_regime_sequence,20,1000,6.0,0.16666666666666666,
0.5,3600,random_kappa_matched,20,1000,246.0,0.056910569105691054,
0.5,3600,identity_like_diagnostic,20,1000,998.0,1.0,HIGH_SINGLETON_FRACTION
0.5,3600,all_one_diagnostic,20,1000,1.0,0.0,
0.5,900,center_of_mass,24,1000,100.0,0.34,
0.5,900,relative_distance,24,1000,451.0,0.5898004434589801,
0.5,900,joint_basin,24,1000,41.0,0.2926829268292683,
0.5,900,basin_transition_profile,24,1000,18.0,0.2222222222222222,
0.5,900,boundary_v2_regime_sequence,24,1000,9.0,0.4444444444444444,
0.5,900,random_kappa_matched,24,1000,234.0,0.1452991452991453,
0.5,900,identity_like_diagnostic,24,1000,999.0,0.998998998998999,HIGH_SINGLETON_FRACTION
0.5,900,all_one_diagnostic,24,1000,1.0,0.0,
0.5,1500,center_of_mass,24,1000,269.0,0.5092936802973977,
0.5,1500,relative_distance,24,1000,860.0,0.8755813953488372,HIGH_SINGLETON_FRACTION
0.5,1500,joint_basin,24,1000,153.0,0.41830065359477125,
0.5,1500,basin_transition_profile,24,1000,29.0,0.3448275862068966,
0.5,1500,boundary_v2_regime_sequence,24,1000,10.0,0.5,
0.5,1500,random_kappa_matched,24,1000,247.0,0.10121457489878542,
0.5,1500,identity_like_diagnostic,24,1000,1000.0,1.0,HIGH_SINGLETON_FRACTION
0.5,1500,all_one_diagnostic,24,1000,1.0,0.0,
0.5,2400,center_of_mass,24,1000,597.0,0.7386934673366834,HIGH_SINGLETON_FRACTION
0.5,2400,relative_distance,24,1000,991.0,0.9919273461150353,HIGH_SINGLETON_FRACTION
0.5,2400,joint_basin,24,1000,409.0,0.7872860635696821,HIGH_SINGLETON_FRACTION
0.5,2400,basin_transition_profile,24,1000,36.0,0.19444444444444445,
0.5,2400,boundary_v2_regime_sequence,24,1000,10.0,0.5,
0.5,2400,random_kappa_matched,24,1000,245.0,0.08163265306122448,
0.5,2400,identity_like_diagnostic,24,1000,1000.0,1.0,HIGH_SINGLETON_FRACTION
0.5,2400,all_one_diagnostic,24,1000,1.0,0.0,
0.5,3600,center_of_mass,24,1000,879.0,0.9203640500568828,HIGH_SINGLETON_FRACTION
0.5,3600,relative_distance,24,1000,1000.0,1.0,HIGH_SINGLETON_FRACTION
0.5,3600,joint_basin,24,1000,507.0,0.8560157790927022,HIGH_SINGLETON_FRACTION
0.5,3600,basin_transition_profile,24,1000,41.0,0.3170731707317073,
0.5,3600,boundary_v2_regime_sequence,24,1000,11.0,0.5454545454545454,
0.5,3600,random_kappa_matched,24,1000,250.0,0.044,
0.5,3600,identity_like_diagnostic,24,1000,1000.0,1.0,HIGH_SINGLETON_FRACTION
0.5,3600,all_one_diagnostic,24,1000,1.0,0.0,
0.5,900,center_of_mass,23,1000,96.0,0.28125,
0.5,900,relative_distance,23,1000,429.0,0.5314685314685315,
0.5,900,joint_basin,23,1000,44.0,0.4318181818181818,
0.5,900,basin_transition_profile,23,1000,19.0,0.2631578947368421,
0.5,900,boundary_v2_regime_sequence,23,1000,8.0,0.125,
0.5,900,random_kappa_matched,23,1000,236.0,0.19915254237288135,
0.5,900,identity_like_diagnostic,23,1000,998.0,1.0,HIGH_SINGLETON_FRACTION
0.5,900,all_one_diagnostic,23,1000,1.0,0.0,
0.5,1500,center_of_mass,23,1000,237.0,0.45147679324894513,
0.5,1500,relative_distance,23,1000,843.0,0.8612099644128114,HIGH_SINGLETON_FRACTION
0.5,1500,joint_basin,23,1000,154.0,0.4090909090909091,
0.5,1500,basin_transition_profile,23,1000,25.0,0.2,
0.5,1500,boundary_v2_regime_sequence,23,1000,9.0,0.2222222222222222,
0.5,1500,random_kappa_matched,23,1000,247.0,0.09716599190283401,
0.5,1500,identity_like_diagnostic,23,1000,998.0,1.0,HIGH_SINGLETON_FRACTION
0.5,1500,all_one_diagnostic,23,1000,1.0,0.0,
0.5,2400,center_of_mass,23,1000,576.0,0.7395833333333334,HIGH_SINGLETON_FRACTION
0.5,2400,relative_distance,23,1000,987.0,0.9898682877406282,HIGH_SINGLETON_FRACTION
0.5,2400,joint_basin,23,1000,410.0,0.7536585365853659,HIGH_SINGLETON_FRACTION
0.5,2400,basin_transition_profile,23,1000,31.0,0.12903225806451613,
0.5,2400,boundary_v2_regime_sequence,23,1000,9.0,0.2222222222222222,
0.5,2400,random_kappa_matched,23,1000,248.0,0.0846774193548387,
0.5,2400,identity_like_diagnostic,23,1000,998.0,1.0,HIGH_SINGLETON_FRACTION
0.5,2400,all_one_diagnostic,23,1000,1.0,0.0,
0.5,3600,center_of_mass,23,1000,892.0,0.92152466367713,HIGH_SINGLETON_FRACTION
0.5,3600,relative_distance,23,1000,997.0,0.9989969909729187,HIGH_SINGLETON_FRACTION
0.5,3600,joint_basin,23,1000,529.0,0.8582230623818525,HIGH_SINGLETON_FRACTION
0.5,3600,basin_transition_profile,23,1000,39.0,0.28205128205128205,
0.5,3600,boundary_v2_regime_sequence,23,1000,9.0,0.2222222222222222,
0.5,3600,random_kappa_matched,23,1000,248.0,0.06048387096774194,
0.5,3600,identity_like_diagnostic,23,1000,998.0,1.0,HIGH_SINGLETON_FRACTION
0.5,3600,all_one_diagnostic,23,1000,1.0,0.0,
0.5,900,center_of_mass,26,1000,96.0,0.2916666666666667,
0.5,900,relative_distance,26,1000,437.0,0.5560640732265446,
0.5,900,joint_basin,26,1000,50.0,0.46,
0.5,900,basin_transition_profile,26,1000,22.0,0.22727272727272727,
0.5,900,boundary_v2_regime_sequence,26,1000,10.0,0.3,
0.5,900,random_kappa_matched,26,1000,234.0,0.14957264957264957,
0.5,900,identity_like_diagnostic,26,1000,999.0,1.0,HIGH_SINGLETON_FRACTION
0.5,900,all_one_diagnostic,26,1000,1.0,0.0,
0.5,1500,center_of_mass,26,1000,250.0,0.504,
0.5,1500,relative_distance,26,1000,825.0,0.8484848484848485,HIGH_SINGLETON_FRACTION
0.5,1500,joint_basin,26,1000,156.0,0.4935897435897436,
0.5,1500,basin_transition_profile,26,1000,30.0,0.26666666666666666,
0.5,1500,boundary_v2_regime_sequence,26,1000,11.0,0.36363636363636365,
0.5,1500,random_kappa_matched,26,1000,245.0,0.07755102040816327,
0.5,1500,identity_like_diagnostic,26,1000,999.0,1.0,HIGH_SINGLETON_FRACTION
0.5,1500,all_one_diagnostic,26,1000,1.0,0.0,
0.5,2400,center_of_mass,26,1000,568.0,0.7447183098591549,HIGH_SINGLETON_FRACTION
0.5,2400,relative_distance,26,1000,991.0,0.9919273461150353,HIGH_SINGLETON_FRACTION
0.5,2400,joint_basin,26,1000,414.0,0.7463768115942029,HIGH_SINGLETON_FRACTION
0.5,2400,basin_transition_profile,26,1000,38.0,0.10526315789473684,
0.5,2400,boundary_v2_regime_sequence,26,1000,11.0,0.36363636363636365,
0.5,2400,random_kappa_matched,26,1000,248.0,0.06854838709677419,
0.5,2400,identity_like_diagnostic,26,1000,999.0,1.0,HIGH_SINGLETON_FRACTION
0.5,2400,all_one_diagnostic,26,1000,1.0,0.0,
0.5,3600,center_of_mass,26,1000,861.0,0.9059233449477352,HIGH_SINGLETON_FRACTION
0.5,3600,relative_distance,26,1000,999.0,1.0,HIGH_SINGLETON_FRACTION
0.5,3600,joint_basin,26,1000,533.0,0.8405253283302064,HIGH_SINGLETON_FRACTION
0.5,3600,basin_transition_profile,26,1000,48.0,0.375,
0.5,3600,boundary_v2_regime_sequence,26,1000,12.0,0.4166666666666667,
0.5,3600,random_kappa_matched,26,1000,244.0,0.05327868852459016,
0.5,3600,identity_like_diagnostic,26,1000,999.0,1.0,HIGH_SINGLETON_FRACTION
0.5,3600,all_one_diagnostic,26,1000,1.0,0.0,
0.5,900,center_of_mass,25,1000,97.0,0.32989690721649484,
0.5,900,relative_distance,25,1000,427.0,0.5175644028103045,
0.5,900,joint_basin,25,1000,42.0,0.40476190476190477,
0.5,900,basin_transition_profile,25,1000,20.0,0.35,
0.5,900,boundary_v2_regime_sequence,25,1000,8.0,0.25,
0.5,900,random_kappa_matched,25,1000,227.0,0.14537444933920704,
0.5,900,identity_like_diagnostic,25,1000,999.0,1.0,HIGH_SINGLETON_FRACTION
0.5,900,all_one_diagnostic,25,1000,1.0,0.0,
0.5,1500,center_of_mass,25,1000,250.0,0.496,
0.5,1500,relative_distance,25,1000,847.0,0.8654073199527745,HIGH_SINGLETON_FRACTION
0.5,1500,joint_basin,25,1000,150.0,0.4266666666666667,
0.5,1500,basin_transition_profile,25,1000,30.0,0.26666666666666666,
0.5,1500,boundary_v2_regime_sequence,25,1000,8.0,0.25,
0.5,1500,random_kappa_matched,25,1000,245.0,0.0653061224489796,
0.5,1500,identity_like_diagnostic,25,1000,999.0,1.0,HIGH_SINGLETON_FRACTION
0.5,1500,all_one_diagnostic,25,1000,1.0,0.0,
0.5,2400,center_of_mass,25,1000,577.0,0.7227036395147314,HIGH_SINGLETON_FRACTION
0.5,2400,relative_distance,25,1000,995.0,0.9959798994974874,HIGH_SINGLETON_FRACTION
0.5,2400,joint_basin,25,1000,401.0,0.7256857855361596,HIGH_SINGLETON_FRACTION
0.5,2400,basin_transition_profile,25,1000,37.0,0.21621621621621623,
0.5,2400,boundary_v2_regime_sequence,25,1000,8.0,0.25,
0.5,2400,random_kappa_matched,25,1000,250.0,0.068,
0.5,2400,identity_like_diagnostic,25,1000,999.0,1.0,HIGH_SINGLETON_FRACTION
0.5,2400,all_one_diagnostic,25,1000,1.0,0.0,
0.5,3600,center_of_mass,25,1000,894.0,0.9194630872483222,HIGH_SINGLETON_FRACTION
0.5,3600,relative_distance,25,1000,999.0,1.0,HIGH_SINGLETON_FRACTION
0.5,3600,joint_basin,25,1000,525.0,0.8285714285714286,HIGH_SINGLETON_FRACTION
0.5,3600,basin_transition_profile,25,1000,42.0,0.21428571428571427,
0.5,3600,boundary_v2_regime_sequence,25,1000,9.0,0.3333333333333333,
0.5,3600,random_kappa_matched,25,1000,248.0,0.0846774193548387,
0.5,3600,identity_like_diagnostic,25,1000,999.0,1.0,HIGH_SINGLETON_FRACTION
0.5,3600,all_one_diagnostic,25,1000,1.0,0.0,
0.5,900,center_of_mass,28,1000,104.0,0.28846153846153844,
0.5,900,relative_distance,28,1000,431.0,0.5545243619489559,
0.5,900,joint_basin,28,1000,39.0,0.3076923076923077,
0.5,900,basin_transition_profile,28,1000,19.0,0.21052631578947367,
0.5,900,boundary_v2_regime_sequence,28,1000,8.0,0.375,
0.5,900,random_kappa_matched,28,1000,233.0,0.1630901287553648,
0.5,900,identity_like_diagnostic,28,1000,1000.0,1.0,HIGH_SINGLETON_FRACTION
0.5,900,all_one_diagnostic,28,1000,1.0,0.0,
0.5,1500,center_of_mass,28,1000,254.0,0.4645669291338583,
0.5,1500,relative_distance,28,1000,858.0,0.8671328671328671,HIGH_SINGLETON_FRACTION
0.5,1500,joint_basin,28,1000,172.0,0.47674418604651164,
0.5,1500,basin_transition_profile,28,1000,29.0,0.3103448275862069,
0.5,1500,boundary_v2_regime_sequence,28,1000,8.0,0.375,
0.5,1500,random_kappa_matched,28,1000,244.0,0.06147540983606557,
0.5,1500,identity_like_diagnostic,28,1000,1000.0,1.0,HIGH_SINGLETON_FRACTION
0.5,1500,all_one_diagnostic,28,1000,1.0,0.0,
0.5,2400,center_of_mass,28,1000,578.0,0.7162629757785467,HIGH_SINGLETON_FRACTION
0.5,2400,relative_distance,28,1000,990.0,0.990909090909091,HIGH_SINGLETON_FRACTION
0.5,2400,joint_basin,28,1000,419.0,0.7732696897374701,HIGH_SINGLETON_FRACTION
0.5,2400,basin_transition_profile,28,1000,40.0,0.3,
0.5,2400,boundary_v2_regime_sequence,28,1000,8.0,0.375,
0.5,2400,random_kappa_matched,28,1000,248.0,0.08064516129032258,
0.5,2400,identity_like_diagnostic,28,1000,1000.0,1.0,HIGH_SINGLETON_FRACTION
0.5,2400,all_one_diagnostic,28,1000,1.0,0.0,
0.5,3600,center_of_mass,28,1000,873.0,0.9243986254295533,HIGH_SINGLETON_FRACTION
0.5,3600,relative_distance,28,1000,1000.0,1.0,HIGH_SINGLETON_FRACTION
0.5,3600,joint_basin,28,1000,533.0,0.8555347091932458,HIGH_SINGLETON_FRACTION
0.5,3600,basin_transition_profile,28,1000,47.0,0.23404255319148937,
0.5,3600,boundary_v2_regime_sequence,28,1000,8.0,0.375,
0.5,3600,random_kappa_matched,28,1000,248.0,0.06451612903225806,
0.5,3600,identity_like_diagnostic,28,1000,1000.0,1.0,HIGH_SINGLETON_FRACTION
0.5,3600,all_one_diagnostic,28,1000,1.0,0.0,
0.5,900,center_of_mass,27,1000,92.0,0.29347826086956524,
0.5,900,relative_distance,27,1000,423.0,0.5602836879432624,
0.5,900,joint_basin,27,1000,39.0,0.38461538461538464,
0.5,900,basin_transition_profile,27,1000,20.0,0.4,
0.5,900,boundary_v2_regime_sequence,27,1000,7.0,0.14285714285714285,
0.5,900,random_kappa_matched,27,1000,234.0,0.18803418803418803,
0.5,900,identity_like_diagnostic,27,1000,998.0,1.0,HIGH_SINGLETON_FRACTION
0.5,900,all_one_diagnostic,27,1000,1.0,0.0,
0.5,1500,center_of_mass,27,1000,252.0,0.45634920634920634,
0.5,1500,relative_distance,27,1000,838.0,0.8544152744630071,HIGH_SINGLETON_FRACTION
0.5,1500,joint_basin,27,1000,160.0,0.4375,
0.5,1500,basin_transition_profile,27,1000,31.0,0.3225806451612903,
0.5,1500,boundary_v2_regime_sequence,27,1000,7.0,0.14285714285714285,
0.5,1500,random_kappa_matched,27,1000,248.0,0.08064516129032258,
0.5,1500,identity_like_diagnostic,27,1000,998.0,1.0,HIGH_SINGLETON_FRACTION
0.5,1500,all_one_diagnostic,27,1000,1.0,0.0,
0.5,2400,center_of_mass,27,1000,583.0,0.7169811320754716,HIGH_SINGLETON_FRACTION
0.5,2400,relative_distance,27,1000,988.0,0.9898785425101214,HIGH_SINGLETON_FRACTION
0.5,2400,joint_basin,27,1000,422.0,0.7606635071090048,HIGH_SINGLETON_FRACTION
0.5,2400,basin_transition_profile,27,1000,37.0,0.1891891891891892,
0.5,2400,boundary_v2_regime_sequence,27,1000,7.0,0.14285714285714285,
0.5,2400,random_kappa_matched,27,1000,245.0,0.07346938775510205,
0.5,2400,identity_like_diagnostic,27,1000,998.0,1.0,HIGH_SINGLETON_FRACTION
0.5,2400,all_one_diagnostic,27,1000,1.0,0.0,
0.5,3600,center_of_mass,27,1000,872.0,0.908256880733945,HIGH_SINGLETON_FRACTION
0.5,3600,relative_distance,27,1000,998.0,1.0,HIGH_SINGLETON_FRACTION
0.5,3600,joint_basin,27,1000,539.0,0.8608534322820037,HIGH_SINGLETON_FRACTION
0.5,3600,basin_transition_profile,27,1000,44.0,0.25,
0.5,3600,boundary_v2_regime_sequence,27,1000,10.0,0.4,
0.5,3600,random_kappa_matched,27,1000,248.0,0.05241935483870968,
0.5,3600,identity_like_diagnostic,27,1000,998.0,1.0,HIGH_SINGLETON_FRACTION
0.5,3600,all_one_diagnostic,27,1000,1.0,0.0,
0.5,900,center_of_mass,29,1000,96.0,0.2916666666666667,
0.5,900,relative_distance,29,1000,451.0,0.5631929046563193,
0.5,900,joint_basin,29,1000,40.0,0.275,
0.5,900,basin_transition_profile,29,1000,20.0,0.3,
0.5,900,boundary_v2_regime_sequence,29,1000,8.0,0.25,
0.5,900,random_kappa_matched,29,1000,231.0,0.15151515151515152,
0.5,900,identity_like_diagnostic,29,1000,1000.0,1.0,HIGH_SINGLETON_FRACTION
0.5,900,all_one_diagnostic,29,1000,1.0,0.0,
0.5,1500,center_of_mass,29,1000,256.0,0.47265625,
0.5,1500,relative_distance,29,1000,839.0,0.8557806912991657,HIGH_SINGLETON_FRACTION
0.5,1500,joint_basin,29,1000,158.0,0.43037974683544306,
0.5,1500,basin_transition_profile,29,1000,26.0,0.19230769230769232,
0.5,1500,boundary_v2_regime_sequence,29,1000,9.0,0.3333333333333333,
0.5,1500,random_kappa_matched,29,1000,249.0,0.10441767068273092,
0.5,1500,identity_like_diagnostic,29,1000,1000.0,1.0,HIGH_SINGLETON_FRACTION
0.5,1500,all_one_diagnostic,29,1000,1.0,0.0,
0.5,2400,center_of_mass,29,1000,600.0,0.75,HIGH_SINGLETON_FRACTION
0.5,2400,relative_distance,29,1000,991.0,0.9909182643794148,HIGH_SINGLETON_FRACTION
0.5,2400,joint_basin,29,1000,411.0,0.7615571776155717,HIGH_SINGLETON_FRACTION
0.5,2400,basin_transition_profile,29,1000,35.0,0.17142857142857143,
0.5,2400,boundary_v2_regime_sequence,29,1000,9.0,0.3333333333333333,
0.5,2400,random_kappa_matched,29,1000,242.0,0.07851239669421488,
0.5,2400,identity_like_diagnostic,29,1000,1000.0,1.0,HIGH_SINGLETON_FRACTION
0.5,2400,all_one_diagnostic,29,1000,1.0,0.0,
0.5,3600,center_of_mass,29,1000,882.0,0.9081632653061225,HIGH_SINGLETON_FRACTION
0.5,3600,relative_distance,29,1000,1000.0,1.0,HIGH_SINGLETON_FRACTION
0.5,3600,joint_basin,29,1000,523.0,0.8298279158699808,HIGH_SINGLETON_FRACTION
0.5,3600,basin_transition_profile,29,1000,41.0,0.1951219512195122,
0.5,3600,boundary_v2_regime_sequence,29,1000,9.0,0.3333333333333333,
0.5,3600,random_kappa_matched,29,1000,248.0,0.07661290322580645,
0.5,3600,identity_like_diagnostic,29,1000,1000.0,1.0,HIGH_SINGLETON_FRACTION
0.5,3600,all_one_diagnostic,29,1000,1.0,0.0,
0.5,900,center_of_mass,30,1000,97.0,0.30927835051546393,
0.5,900,relative_distance,30,1000,433.0,0.5681293302540416,
0.5,900,joint_basin,30,1000,49.0,0.3469387755102041,
0.5,900,basin_transition_profile,30,1000,22.0,0.2727272727272727,
0.5,900,boundary_v2_regime_sequence,30,1000,9.0,0.2222222222222222,
0.5,900,random_kappa_matched,30,1000,229.0,0.1703056768558952,
0.5,900,identity_like_diagnostic,30,1000,999.0,1.0,HIGH_SINGLETON_FRACTION
0.5,900,all_one_diagnostic,30,1000,1.0,0.0,
0.5,1500,center_of_mass,30,1000,244.0,0.45901639344262296,
0.5,1500,relative_distance,30,1000,847.0,0.8476977567886659,HIGH_SINGLETON_FRACTION
0.5,1500,joint_basin,30,1000,170.0,0.4470588235294118,
0.5,1500,basin_transition_profile,30,1000,28.0,0.2857142857142857,
0.5,1500,boundary_v2_regime_sequence,30,1000,9.0,0.2222222222222222,
0.5,1500,random_kappa_matched,30,1000,248.0,0.07661290322580645,
0.5,1500,identity_like_diagnostic,30,1000,999.0,1.0,HIGH_SINGLETON_FRACTION
0.5,1500,all_one_diagnostic,30,1000,1.0,0.0,
0.5,2400,center_of_mass,30,1000,567.0,0.7142857142857143,HIGH_SINGLETON_FRACTION
0.5,2400,relative_distance,30,1000,993.0,0.9939577039274925,HIGH_SINGLETON_FRACTION
0.5,2400,joint_basin,30,1000,430.0,0.7581395348837209,HIGH_SINGLETON_FRACTION
0.5,2400,basin_transition_profile,30,1000,34.0,0.14705882352941177,
0.5,2400,boundary_v2_regime_sequence,30,1000,10.0,0.4,
0.5,2400,random_kappa_matched,30,1000,244.0,0.09836065573770492,
0.5,2400,identity_like_diagnostic,30,1000,999.0,1.0,HIGH_SINGLETON_FRACTION
0.5,2400,all_one_diagnostic,30,1000,1.0,0.0,
0.5,3600,center_of_mass,30,1000,866.0,0.9053117782909931,HIGH_SINGLETON_FRACTION
0.5,3600,relative_distance,30,1000,998.0,0.998997995991984,HIGH_SINGLETON_FRACTION
0.5,3600,joint_basin,30,1000,551.0,0.8729582577132486,HIGH_SINGLETON_FRACTION
0.5,3600,basin_transition_profile,30,1000,41.0,0.24390243902439024,
0.5,3600,boundary_v2_regime_sequence,30,1000,10.0,0.4,
0.5,3600,random_kappa_matched,30,1000,246.0,0.0975609756097561,
0.5,3600,identity_like_diagnostic,30,1000,999.0,1.0,HIGH_SINGLETON_FRACTION
0.5,3600,all_one_diagnostic,30,1000,1.0,0.0,
0.5,900,center_of_mass,31,1000,89.0,0.21348314606741572,
0.5,900,relative_distance,31,1000,421.0,0.498812351543943,
0.5,900,joint_basin,31,1000,43.0,0.37209302325581395,
0.5,900,basin_transition_profile,31,1000,20.0,0.15,
0.5,900,boundary_v2_regime_sequence,31,1000,8.0,0.25,
0.5,900,random_kappa_matched,31,1000,224.0,0.13839285714285715,
0.5,900,identity_like_diagnostic,31,1000,999.0,1.0,HIGH_SINGLETON_FRACTION
0.5,900,all_one_diagnostic,31,1000,1.0,0.0,
0.5,1500,center_of_mass,31,1000,250.0,0.476,
0.5,1500,relative_distance,31,1000,861.0,0.8734030197444832,HIGH_SINGLETON_FRACTION
0.5,1500,joint_basin,31,1000,160.0,0.46875,
0.5,1500,basin_transition_profile,31,1000,26.0,0.11538461538461539,
0.5,1500,boundary_v2_regime_sequence,31,1000,8.0,0.25,
0.5,1500,random_kappa_matched,31,1000,247.0,0.06882591093117409,
0.5,1500,identity_like_diagnostic,31,1000,999.0,1.0,HIGH_SINGLETON_FRACTION
0.5,1500,all_one_diagnostic,31,1000,1.0,0.0,
0.5,2400,center_of_mass,31,1000,575.0,0.7026086956521739,HIGH_SINGLETON_FRACTION
0.5,2400,relative_distance,31,1000,992.0,0.9929435483870968,HIGH_SINGLETON_FRACTION
0.5,2400,joint_basin,31,1000,416.0,0.7668269230769231,HIGH_SINGLETON_FRACTION
0.5,2400,basin_transition_profile,31,1000,36.0,0.19444444444444445,
0.5,2400,boundary_v2_regime_sequence,31,1000,8.0,0.25,
0.5,2400,random_kappa_matched,31,1000,245.0,0.06938775510204082,
0.5,2400,identity_like_diagnostic,31,1000,999.0,1.0,HIGH_SINGLETON_FRACTION
0.5,2400,all_one_diagnostic,31,1000,1.0,0.0,
0.5,3600,center_of_mass,31,1000,868.0,0.9089861751152074,HIGH_SINGLETON_FRACTION
0.5,3600,relative_distance,31,1000,999.0,1.0,HIGH_SINGLETON_FRACTION
0.5,3600,joint_basin,31,1000,522.0,0.8486590038314177,HIGH_SINGLETON_FRACTION
0.5,3600,basin_transition_profile,31,1000,39.0,0.3076923076923077,
0.5,3600,boundary_v2_regime_sequence,31,1000,8.0,0.25,
0.5,3600,random_kappa_matched,31,1000,248.0,0.06854838709677419,
0.5,3600,identity_like_diagnostic,31,1000,999.0,1.0,HIGH_SINGLETON_FRACTION
0.5,3600,all_one_diagnostic,31,1000,1.0,0.0,
0.5,900,center_of_mass,32,1000,87.0,0.27586206896551724,
0.5,900,relative_distance,32,1000,431.0,0.5382830626450116,
0.5,900,joint_basin,32,1000,40.0,0.2,
0.5,900,basin_transition_profile,32,1000,18.0,0.05555555555555555,
0.5,900,boundary_v2_regime_sequence,32,1000,9.0,0.3333333333333333,
0.5,900,random_kappa_matched,32,1000,224.0,0.14732142857142858,
0.5,900,identity_like_diagnostic,32,1000,997.0,0.9989969909729187,HIGH_SINGLETON_FRACTION
0.5,900,all_one_diagnostic,32,1000,1.0,0.0,
0.5,1500,center_of_mass,32,1000,245.0,0.5102040816326531,
0.5,1500,relative_distance,32,1000,852.0,0.8685446009389671,HIGH_SINGLETON_FRACTION
0.5,1500,joint_basin,32,1000,170.0,0.4588235294117647,
0.5,1500,basin_transition_profile,32,1000,29.0,0.3448275862068966,
0.5,1500,boundary_v2_regime_sequence,32,1000,10.0,0.4,
0.5,1500,random_kappa_matched,32,1000,244.0,0.06967213114754098,
0.5,1500,identity_like_diagnostic,32,1000,998.0,1.0,HIGH_SINGLETON_FRACTION
0.5,1500,all_one_diagnostic,32,1000,1.0,0.0,
0.5,2400,center_of_mass,32,1000,555.0,0.7045045045045045,HIGH_SINGLETON_FRACTION
0.5,2400,relative_distance,32,1000,983.0,0.9847405900305188,HIGH_SINGLETON_FRACTION
0.5,2400,joint_basin,32,1000,423.0,0.7304964539007093,HIGH_SINGLETON_FRACTION
0.5,2400,basin_transition_profile,32,1000,37.0,0.24324324324324326,
0.5,2400,boundary_v2_regime_sequence,32,1000,10.0,0.4,
0.5,2400,random_kappa_matched,32,1000,244.0,0.0778688524590164,
0.5,2400,identity_like_diagnostic,32,1000,998.0,1.0,HIGH_SINGLETON_FRACTION
0.5,2400,all_one_diagnostic,32,1000,1.0,0.0,
0.5,3600,center_of_mass,32,1000,857.0,0.8856476079346558,HIGH_SINGLETON_FRACTION
0.5,3600,relative_distance,32,1000,997.0,0.9989969909729187,HIGH_SINGLETON_FRACTION
0.5,3600,joint_basin,32,1000,532.0,0.8233082706766918,HIGH_SINGLETON_FRACTION
0.5,3600,basin_transition_profile,32,1000,39.0,0.23076923076923078,
0.5,3600,boundary_v2_regime_sequence,32,1000,10.0,0.4,
0.5,3600,random_kappa_matched,32,1000,244.0,0.0778688524590164,
0.5,3600,identity_like_diagnostic,32,1000,998.0,1.0,HIGH_SINGLETON_FRACTION
0.5,3600,all_one_diagnostic,32,1000,1.0,0.0,
0.5,900,center_of_mass,34,1000,96.0,0.3229166666666667,
0.5,900,relative_distance,34,1000,439.0,0.5261958997722096,
0.5,900,joint_basin,34,1000,40.0,0.375,
0.5,900,basin_transition_profile,34,1000,18.0,0.16666666666666666,
0.5,900,boundary_v2_regime_sequence,34,1000,7.0,0.2857142857142857,
0.5,900,random_kappa_matched,34,1000,230.0,0.2,
0.5,900,identity_like_diagnostic,34,1000,998.0,0.998997995991984,HIGH_SINGLETON_FRACTION
0.5,900,all_one_diagnostic,34,1000,1.0,0.0,
0.5,1500,center_of_mass,34,1000,247.0,0.46153846153846156,
0.5,1500,relative_distance,34,1000,848.0,0.8608490566037735,HIGH_SINGLETON_FRACTION
0.5,1500,joint_basin,34,1000,171.0,0.5087719298245614,
0.5,1500,basin_transition_profile,34,1000,25.0,0.16,
0.5,1500,boundary_v2_regime_sequence,34,1000,7.0,0.2857142857142857,
0.5,1500,random_kappa_matched,34,1000,244.0,0.10245901639344263,
0.5,1500,identity_like_diagnostic,34,1000,999.0,1.0,HIGH_SINGLETON_FRACTION
0.5,1500,all_one_diagnostic,34,1000,1.0,0.0,
0.5,2400,center_of_mass,34,1000,579.0,0.7288428324697754,HIGH_SINGLETON_FRACTION
0.5,2400,relative_distance,34,1000,997.0,0.9979939819458375,HIGH_SINGLETON_FRACTION
0.5,2400,joint_basin,34,1000,426.0,0.7723004694835681,HIGH_SINGLETON_FRACTION
0.5,2400,basin_transition_profile,34,1000,38.0,0.15789473684210525,
0.5,2400,boundary_v2_regime_sequence,34,1000,7.0,0.2857142857142857,
0.5,2400,random_kappa_matched,34,1000,245.0,0.07346938775510205,
0.5,2400,identity_like_diagnostic,34,1000,999.0,1.0,HIGH_SINGLETON_FRACTION
0.5,2400,all_one_diagnostic,34,1000,1.0,0.0,
0.5,3600,center_of_mass,34,1000,855.0,0.904093567251462,HIGH_SINGLETON_FRACTION
