alpha,T,kappa,seed,mean_fiber_size,median_fiber_size,fiber_entropy_mean,fiber_entropy_weighted,singleton_fraction,viable_fiber_fraction,fiber_viability_mixing,fiber_recoverability_mixing,projected_A_entropy,projected_B_entropy,component_A_preservation,component_B_preservation,lower_rank_erasure_score
0.55,2400,relative_distance,79,1.0090817356205852,1.0,9.947784284662088,0.018000000000000002,0.9909182643794148,1.0,0.0,0.0,9.381089622304172,7.163248815342863,0.9430330769001827,0.7200848561209214,0.16844103348944794
0.55,2400,joint_basin,79,2.320185614849188,1.0,7.191353186117934,2.7744310985441523,0.7563805104408353,1.0,0.0,0.0,9.381089622304172,7.163248815342863,1.0,0.9960919217777645,0.001954039111117689
0.55,2400,basin_transition_profile,79,32.25806451612903,8.0,3.406449305788726,6.559334978873359,0.16129032258064516,1.0,0.0,0.0,9.381089622304172,7.163248815342863,1.0,1.0,0.0
0.55,2400,boundary_v2_regime_sequence,79,142.85714285714286,12.0,1.1894850265793129,8.776299258082773,0.2857142857142857,1.0,0.0,0.0,9.381089622304172,7.163248815342863,1.0,1.0,0.0
0.55,2400,random_kappa_matched,79,4.081632653061225,4.0,7.769907843197659,2.1958764414644274,0.08571428571428572,1.0,0.0,0.0,9.381089622304172,7.163248815342863,1.0,0.9219219789864163,0.03903901050679193
0.55,2400,identity_like_diagnostic,79,1.0,1.0,9.965784284662087,0.0,1.0,1.0,0.0,0.0,9.381089622304172,7.163248815342863,0.9413297894418813,0.7187842532742268,0.16994297864194596
0.55,2400,all_one_diagnostic,79,1000.0,1000.0,-0.0,9.965784284662087,0.0,1.0,0.0,0.0,9.381089622304172,7.163248815342863,1.0,1.0,0.0
0.55,3600,center_of_mass,79,1.1376564277588168,1.0,9.675202591163455,0.2905816934986334,0.9158134243458476,1.0,0.0,0.0,9.829254959649106,8.322784497941075,1.0,0.8602181111476086,0.0698909444261957
0.55,3600,relative_distance,79,1.0,1.0,9.965784284662087,0.0,1.0,1.0,0.0,0.0,9.829254959649106,8.322784497941075,0.9863001926277787,0.8351359271091506,0.08928194013153534
0.55,3600,joint_basin,79,1.86219739292365,1.0,7.749536475470396,2.2162478091916924,0.819366852886406,1.0,0.0,0.0,9.829254959649106,8.322784497941075,1.0,1.0,0.0
0.55,3600,basin_transition_profile,79,26.31578947368421,3.0,3.512233765326668,6.453550519335418,0.2631578947368421,1.0,0.0,0.0,9.829254959649106,8.322784497941075,1.0,1.0,0.0
0.55,3600,boundary_v2_regime_sequence,79,125.0,8.5,1.1994215766068987,8.766362708055189,0.375,1.0,0.0,0.0,9.829254959649106,8.322784497941075,1.0,1.0,0.0
0.55,3600,random_kappa_matched,79,4.016064257028113,4.0,7.788689210129004,2.1770950745330833,0.09236947791164658,1.0,0.0,0.0,9.829254959649106,8.322784497941075,1.0,1.0,0.0
0.55,3600,identity_like_diagnostic,79,1.0,1.0,9.965784284662087,0.0,1.0,1.0,0.0,0.0,9.829254959649106,8.322784497941075,0.9863001926277787,0.8351359271091506,0.08928194013153534
0.55,3600,all_one_diagnostic,79,1000.0,1000.0,-0.0,9.965784284662087,0.0,1.0,0.0,0.0,9.829254959649106,8.322784497941075,1.0,1.0,0.0
0.6,900,center_of_mass,2,10.989010989010989,4.0,5.282007711972728,4.68377657268936,0.2857142857142857,1.0,0.01098901098901099,0.0,6.229634131636653,4.137809809458641,1.0,0.7839912065258755,0.1080043967370623
0.6,900,relative_distance,2,2.347417840375587,1.0,8.25044002065858,1.715344264003507,0.5375586854460094,0.9976525821596244,0.0,0.0,6.229634131636653,4.137809809458641,0.755356248028398,0.5017181469542644,0.3714628025086688
0.6,900,joint_basin,2,19.23076923076923,2.0,4.054994310355547,5.910789974306541,0.4230769230769231,1.0,0.0,0.0,6.229634131636653,4.137809809458641,1.0,1.0,0.0
0.6,900,basin_transition_profile,2,50.0,5.5,2.833199596368023,7.132584688294064,0.2,1.0,0.0,0.0,6.229634131636653,4.137809809458641,1.0,1.0,0.0
0.6,900,boundary_v2_regime_sequence,2,142.85714285714286,10.0,1.217593227223186,8.748191057438902,0.14285714285714285,1.0,0.14285714285714285,0.0,6.229634131636653,4.137809809458641,1.0,1.0,0.0
0.6,900,random_kappa_matched,2,4.424778761061947,3.0,7.444221690057372,2.521562594604715,0.1504424778761062,1.0,0.004424778761061947,0.0,6.229634131636653,4.137809809458641,0.8369224154886397,0.5558955321273267,0.30359102619201683
0.6,900,identity_like_diagnostic,2,1.0,1.0,9.965784284662087,0.0,1.0,0.999,0.0,0.0,6.229634131636653,4.137809809458641,0.625192796421949,0.41526176837579076,0.47977271760113016
0.6,900,all_one_diagnostic,2,1000.0,1000.0,-0.0,9.965784284662087,0.0,1.0,0.0,0.0,6.229634131636653,4.137809809458641,1.0,1.0,0.0
0.6,1500,center_of_mass,2,3.90625,2.0,6.929760836068391,3.0360234485936957,0.4921875,0.99609375,0.0,0.0,8.007078216328491,5.731263589833557,1.0,0.8275860253760021,0.08620698731199894
0.6,1500,relative_distance,2,1.1990407673860912,1.0,9.600057344135728,0.36572694052636,0.8477218225419664,0.9988009592326139,0.0,0.0,8.007078216328491,5.731263589833557,0.8342229076197591,0.5971156078500909,0.28433074226507493
0.6,1500,joint_basin,2,5.1020408163265305,2.0,5.908585019867326,4.05719926479476,0.47959183673469385,1.0,0.00510204081632653,0.0,8.007078216328491,5.731263589833557,1.0,0.9700060380682127,0.014996980965893636
