alpha,T,kappa,seed,transport_survival,transport_entropy_change,certified_transport_density,transport_advantage_vs_shuffled
0.45,2400,boundary_v2_regime_sequence,0,1.0,0.0,0.025025025025025027,-0.5205205205205206
0.45,2400,random_kappa_matched,0,1.0,0.0,0.994994994994995,0.006006006006005982
0.45,2400,identity_like_diagnostic,0,1.0,0.0,1.0,0.0
0.45,2400,all_one_diagnostic,0,1.0,0.0,0.001001001001001001,0.0
0.45,3600,center_of_mass,0,1.0,0.0,1.0,0.005005005005005003
0.45,3600,relative_distance,0,1.0,0.0,1.0,0.0
0.45,3600,joint_basin,0,1.0,0.0,0.9179179179179179,0.8728728728728729
0.45,3600,basin_transition_profile,0,1.0,0.0,0.27427427427427425,0.26326326326326327
0.45,3600,boundary_v2_regime_sequence,0,1.0,0.0,0.025025025025025027,-0.7407407407407407
0.45,3600,random_kappa_matched,0,1.0,0.0,0.986986986986987,-0.004004004004004025
0.45,3600,identity_like_diagnostic,0,1.0,0.0,1.0,0.0
0.45,3600,all_one_diagnostic,0,1.0,0.0,0.001001001001001001,0.0
0.4,900,center_of_mass,75,0.997,-0.014373400518842061,0.6616616616616616,0.05805805805805797
0.4,900,relative_distance,75,0.997,-0.009148447540916038,0.996996996996997,-0.0010010010010010895
0.4,900,joint_basin,75,0.997,-0.001704324831493409,0.17217217217217218,0.12912912912912913
0.4,900,basin_transition_profile,75,0.997,-0.0015325543914350703,0.07507507507507508,0.05205205205205205
0.4,900,boundary_v2_regime_sequence,75,0.997,-0.010923152776763478,0.025025025025025027,-0.08308308308308308
0.4,900,random_kappa_matched,75,0.997,-0.0022697520751560063,0.978978978978979,0.0010010010010009784
0.4,900,identity_like_diagnostic,75,0.997,-0.004340608318056383,1.0,0.0
0.4,900,all_one_diagnostic,75,0.997,0.0,0.001001001001001001,0.0
0.4,1500,center_of_mass,75,0.997,-0.013511304254430812,0.913913913913914,0.05005005005005014
0.4,1500,relative_distance,75,0.997,-0.005254713752295359,1.0,0.0
0.4,1500,joint_basin,75,0.997,-0.003054365569185258,0.5295295295295295,0.4704704704704704
0.4,1500,basin_transition_profile,75,0.997,-0.0033187332882360643,0.14414414414414414,0.12212212212212212
0.4,1500,boundary_v2_regime_sequence,75,0.997,-0.010923152776763478,0.025025025025025027,-0.25125125125125125
0.4,1500,random_kappa_matched,75,0.997,-0.001155667708752972,0.984984984984985,-0.00700700700700696
0.4,1500,identity_like_diagnostic,75,0.997,-0.0043345902638929346,1.0,0.0
0.4,1500,all_one_diagnostic,75,0.997,0.0,0.001001001001001001,0.0
0.4,2400,center_of_mass,75,0.997,-0.00813570615141046,0.990990990990991,0.016016016016015988
0.4,2400,relative_distance,75,0.997,-0.004382734697191637,1.0,0.0
0.4,2400,joint_basin,75,0.997,-0.0016315143947904787,0.8688688688688688,0.8038038038038038
0.4,2400,basin_transition_profile,75,0.997,0.001575854590203818,0.23223223223223224,0.21321321321321324
0.4,2400,boundary_v2_regime_sequence,75,0.997,-0.010923152776763478,0.025025025025025027,-0.5275275275275275
0.4,2400,random_kappa_matched,75,0.997,0.0015378919303872252,0.996996996996997,0.0010010010010009784
0.4,2400,identity_like_diagnostic,75,0.997,-0.0043345902638929346,1.0,0.0
0.4,2400,all_one_diagnostic,75,0.997,0.0,0.001001001001001001,0.0
0.4,3600,center_of_mass,75,0.997,-0.005208588479868936,1.0,0.0
0.4,3600,relative_distance,75,0.997,-0.0043345902638929346,1.0,0.0
0.4,3600,joint_basin,75,0.997,-0.007985196594757937,0.955955955955956,0.8888888888888888
0.4,3600,basin_transition_profile,75,0.997,-0.0010837868150304075,0.2922922922922923,0.2772772772772773
0.4,3600,boundary_v2_regime_sequence,75,0.997,-0.010923152776763034,0.025025025025025027,-0.7697697697697697
0.4,3600,random_kappa_matched,75,0.997,0.0002320721505162382,0.994994994994995,0.0010010010010009784
0.4,3600,identity_like_diagnostic,75,0.997,-0.0043345902638929346,1.0,0.0
0.4,3600,all_one_diagnostic,75,0.997,0.0,0.001001001001001001,0.0
0.4,900,center_of_mass,77,1.0,0.0,0.6286286286286287,0.02902902902902904
0.4,900,relative_distance,77,1.0,0.0,0.994994994994995,-0.0010010010010009784
0.4,900,joint_basin,77,1.0,0.0,0.15515515515515516,0.11711711711711711
0.4,900,basin_transition_profile,77,1.0,0.0,0.07307307307307308,0.049049049049049054
0.4,900,boundary_v2_regime_sequence,77,1.0,0.0,0.026026026026026026,-0.09809809809809811
0.4,900,random_kappa_matched,77,1.0,0.0,0.978978978978979,-0.008008008008007939
0.4,900,identity_like_diagnostic,77,1.0,0.0,1.0,0.0
0.4,900,all_one_diagnostic,77,1.0,0.0,0.001001001001001001,0.0
0.4,1500,center_of_mass,77,1.0,0.0,0.9109109109109109,0.034034034034034044
0.4,1500,relative_distance,77,1.0,0.0,1.0,0.0
0.4,1500,joint_basin,77,1.0,0.0,0.4914914914914915,0.44744744744744747
0.4,1500,basin_transition_profile,77,1.0,0.0,0.14714714714714713,0.1251251251251251
0.4,1500,boundary_v2_regime_sequence,77,1.0,0.0,0.026026026026026026,-0.26126126126126126
0.4,1500,random_kappa_matched,77,1.0,0.0,0.98998998998999,-0.005005005005005003
0.4,1500,identity_like_diagnostic,77,1.0,0.0,1.0,0.0
0.4,1500,all_one_diagnostic,77,1.0,0.0,0.001001001001001001,0.0
0.4,2400,center_of_mass,77,1.0,0.0,0.990990990990991,0.012012012012011963
0.4,2400,relative_distance,77,1.0,0.0,1.0,0.0
0.4,2400,joint_basin,77,1.0,0.0,0.8458458458458459,0.7947947947947949
0.4,2400,basin_transition_profile,77,1.0,0.0,0.1971971971971972,0.17717717717717718
0.4,2400,boundary_v2_regime_sequence,77,1.0,0.0,0.026026026026026026,-0.5475475475475475
0.4,2400,random_kappa_matched,77,1.0,0.0,0.991991991991992,-0.004004004004004025
0.4,2400,identity_like_diagnostic,77,1.0,0.0,1.0,0.0
0.4,2400,all_one_diagnostic,77,1.0,0.0,0.001001001001001001,0.0
0.4,3600,center_of_mass,77,1.0,0.0,1.0,0.0030030030030030463
0.4,3600,relative_distance,77,1.0,0.0,1.0,0.0
0.4,3600,joint_basin,77,1.0,0.0,0.950950950950951,0.8998998998998999
0.4,3600,basin_transition_profile,77,1.0,0.0,0.2752752752752753,0.25825825825825827
0.4,3600,boundary_v2_regime_sequence,77,1.0,0.0,0.026026026026026026,-0.7827827827827828
0.4,3600,random_kappa_matched,77,1.0,0.0,0.988988988988989,-0.002002002002001957
0.4,3600,identity_like_diagnostic,77,1.0,0.0,1.0,0.0
0.4,3600,all_one_diagnostic,77,1.0,0.0,0.001001001001001001,0.0
0.4,900,center_of_mass,79,1.0,0.0,0.6206206206206206,0.048048048048048075
0.4,900,relative_distance,79,1.0,0.0,0.994994994994995,-0.0030030030030030463
0.4,900,joint_basin,79,1.0,0.0,0.15615615615615616,0.12012012012012013
0.4,900,basin_transition_profile,79,1.0,0.0,0.06906906906906907,0.05105105105105105
0.4,900,boundary_v2_regime_sequence,79,1.0,0.0,0.024024024024024024,-0.1031031031031031
0.4,900,random_kappa_matched,79,1.0,0.0,0.985985985985986,-0.006006006006005982
0.4,900,identity_like_diagnostic,79,1.0,0.0,1.0,0.0
0.4,900,all_one_diagnostic,79,1.0,0.0,0.001001001001001001,0.0
0.4,1500,center_of_mass,79,1.0,0.0,0.9009009009009009,0.05305305305305308
0.4,1500,relative_distance,79,1.0,0.0,1.0,0.0
0.4,1500,joint_basin,79,1.0,0.0,0.5005005005005005,0.4494494494494495
0.4,1500,basin_transition_profile,79,1.0,0.0,0.14814814814814814,0.12712712712712712
0.4,1500,boundary_v2_regime_sequence,79,1.0,0.0,0.024024024024024024,-0.26326326326326327
0.4,1500,random_kappa_matched,79,1.0,0.0,0.990990990990991,-0.0030030030030030463
0.4,1500,identity_like_diagnostic,79,1.0,0.0,1.0,0.0
0.4,1500,all_one_diagnostic,79,1.0,0.0,0.001001001001001001,0.0
0.4,2400,center_of_mass,79,1.0,0.0,0.991991991991992,0.025025025025025016
0.4,2400,relative_distance,79,1.0,0.0,1.0,0.0
0.4,2400,joint_basin,79,1.0,0.0,0.8408408408408409,0.7817817817817818
0.4,2400,basin_transition_profile,79,1.0,0.0,0.23123123123123124,0.21021021021021022
0.4,2400,boundary_v2_regime_sequence,79,1.0,0.0,0.024024024024024024,-0.5515515515515516
0.4,2400,random_kappa_matched,79,1.0,0.0,0.991991991991992,-0.005005005005005003
0.4,2400,identity_like_diagnostic,79,1.0,0.0,1.0,0.0
0.4,2400,all_one_diagnostic,79,1.0,0.0,0.001001001001001001,0.0
0.4,3600,center_of_mass,79,1.0,0.0,1.0,0.002002002002001957
0.4,3600,relative_distance,79,1.0,0.0,1.0,0.0
0.4,3600,joint_basin,79,1.0,0.0,0.9279279279279279,0.8668668668668669
0.4,3600,basin_transition_profile,79,1.0,0.0,0.26426426426426425,0.24924924924924924
0.4,3600,boundary_v2_regime_sequence,79,1.0,0.0,0.024024024024024024,-0.7587587587587588
0.4,3600,random_kappa_matched,79,1.0,0.0,0.991991991991992,0.0
0.4,3600,identity_like_diagnostic,79,1.0,0.0,1.0,0.0
0.4,3600,all_one_diagnostic,79,1.0,0.0,0.001001001001001001,0.0
0.4,900,center_of_mass,78,0.997,-0.016508740382504605,0.6366366366366366,0.06606606606606602
0.4,900,relative_distance,78,0.997,-0.008995724003169059,0.996996996996997,0.0
0.4,900,joint_basin,78,0.997,-0.005910085653133557,0.17017017017017017,0.13213213213213212
0.4,900,basin_transition_profile,78,0.997,-0.003408738908779352,0.07907907907907907,0.05605605605605605
0.4,900,boundary_v2_regime_sequence,78,0.997,-0.011490311514799068,0.025025025025025027,-0.0990990990990991
0.4,900,random_kappa_matched,78,0.997,-0.0035306110284603065,0.97997997997998,0.002002002002001957
0.4,900,identity_like_diagnostic,78,0.997,-0.0043345902638929346,1.0,0.0
0.4,900,all_one_diagnostic,78,0.997,0.0,0.001001001001001001,0.0
0.4,1500,center_of_mass,78,0.997,-0.013658306914997809,0.9129129129129129,0.077077077077077
0.4,1500,relative_distance,78,0.997,-0.005220702316021786,1.0,0.0
0.4,1500,joint_basin,78,0.997,-0.006634351092277058,0.5305305305305306,0.4844844844844845
0.4,1500,basin_transition_profile,78,0.997,-0.0034396122993380907,0.15215215215215216,0.13413413413413414
0.4,1500,boundary_v2_regime_sequence,78,0.997,-0.011490311514799068,0.025025025025025027,-0.25625625625625625
0.4,1500,random_kappa_matched,78,0.997,-0.00018556235762900997,0.988988988988989,0.0010010010010009784
0.4,1500,identity_like_diagnostic,78,0.997,-0.0043345902638929346,1.0,0.0
0.4,1500,all_one_diagnostic,78,0.997,0.0,0.001001001001001001,0.0
0.4,2400,center_of_mass,78,0.997,-0.008233105962817788,0.994994994994995,0.031031031031030998
0.4,2400,relative_distance,78,0.997,-0.004352644426379726,1.0,0.0
0.4,2400,joint_basin,78,0.997,-0.007428698073410622,0.8518518518518519,0.8018018018018018
0.4,2400,basin_transition_profile,78,0.997,-4.561394974045285e-05,0.22122122122122123,0.2042042042042042
0.4,2400,boundary_v2_regime_sequence,78,0.997,-0.01149031151479929,0.025025025025025027,-0.5315315315315315
0.4,2400,random_kappa_matched,78,0.997,0.0001331155765713632,0.994994994994995,0.005005005005005003
0.4,2400,identity_like_diagnostic,78,0.997,-0.0043345902638929346,1.0,0.0
0.4,2400,all_one_diagnostic,78,0.997,0.0,0.001001001001001001,0.0
0.4,3600,center_of_mass,78,0.997,-0.005169130935977151,1.0,0.004004004004004025
0.4,3600,relative_distance,78,0.997,-0.0043345902638929346,1.0,0.0
0.4,3600,joint_basin,78,0.997,-0.010374213775953933,0.950950950950951,0.8988988988988988
0.4,3600,basin_transition_profile,78,0.997,0.001935002497606586,0.2782782782782783,0.26226226226226224
0.4,3600,boundary_v2_regime_sequence,78,0.997,-0.011490311514799734,0.025025025025025027,-0.7327327327327328
0.4,3600,random_kappa_matched,78,0.997,0.00029153961543393336,0.990990990990991,0.002002002002001957
0.4,3600,identity_like_diagnostic,78,0.997,-0.0043345902638929346,1.0,0.0
0.4,3600,all_one_diagnostic,78,0.997,0.0,0.001001001001001001,0.0
0.45,900,center_of_mass,4,1.0,0.0,0.6446446446446447,0.031031031031030998
0.45,900,relative_distance,4,1.0,0.0,0.991991991991992,-0.007007007007007071
0.45,900,joint_basin,4,1.0,0.0,0.1981981981981982,0.16916916916916916
0.45,900,basin_transition_profile,4,1.0,0.0,0.0920920920920921,0.07707707707707709
0.45,900,boundary_v2_regime_sequence,4,1.0,0.0,0.023023023023023025,-0.0960960960960961
0.45,900,random_kappa_matched,4,1.0,0.0,0.982982982982983,0.002002002002002068
0.45,900,identity_like_diagnostic,4,1.0,0.0,1.0,0.0
0.45,900,all_one_diagnostic,4,1.0,0.0,0.001001001001001001,0.0
0.45,1500,center_of_mass,4,1.0,0.0,0.9279279279279279,0.08208208208208201
0.45,1500,relative_distance,4,1.0,0.0,1.0,0.0
0.45,1500,joint_basin,4,1.0,0.0,0.6406406406406406,0.5975975975975976
0.45,1500,basin_transition_profile,4,1.0,0.0,0.17217217217217218,0.15415415415415415
0.45,1500,boundary_v2_regime_sequence,4,1.0,0.0,0.023023023023023025,-0.2692692692692693
0.45,1500,random_kappa_matched,4,1.0,0.0,0.991991991991992,0.0030030030030029353
0.45,1500,identity_like_diagnostic,4,1.0,0.0,1.0,0.0
0.45,1500,all_one_diagnostic,4,1.0,0.0,0.001001001001001001,0.0
0.45,2400,center_of_mass,4,1.0,0.0,0.991991991991992,0.026026026026025995
0.45,2400,relative_distance,4,1.0,0.0,1.0,0.0
0.45,2400,joint_basin,4,1.0,0.0,0.8528528528528528,0.8038038038038038
0.45,2400,basin_transition_profile,4,1.0,0.0,0.22022022022022023,0.20520520520520522
0.45,2400,boundary_v2_regime_sequence,4,1.0,0.0,0.023023023023023025,-0.5315315315315315
0.45,2400,random_kappa_matched,4,1.0,0.0,0.994994994994995,0.004004004004004025
0.45,2400,identity_like_diagnostic,4,1.0,0.0,1.0,0.0
0.45,2400,all_one_diagnostic,4,1.0,0.0,0.001001001001001001,0.0
0.45,3600,center_of_mass,4,1.0,0.0,1.0,0.002002002002001957
0.45,3600,relative_distance,4,1.0,0.0,1.0,0.0
0.45,3600,joint_basin,4,1.0,0.0,0.9099099099099099,0.8588588588588589
0.45,3600,basin_transition_profile,4,1.0,0.0,0.24324324324324326,0.23023023023023023
0.45,3600,boundary_v2_regime_sequence,4,1.0,0.0,0.025025025025025027,-0.7697697697697697
0.45,3600,random_kappa_matched,4,1.0,0.0,0.992992992992993,-0.0010010010010009784
0.45,3600,identity_like_diagnostic,4,1.0,0.0,1.0,0.0
0.45,3600,all_one_diagnostic,4,1.0,0.0,0.001001001001001001,0.0
0.45,900,center_of_mass,5,0.998,-0.00643385164099719,0.6416416416416416,0.017017017017016967
0.45,900,relative_distance,5,0.998,-0.006163235549397683,0.997997997997998,0.0
0.45,900,joint_basin,5,0.998,3.9006645167205534e-05,0.2032032032032032,0.16616616616616617
0.45,900,basin_transition_profile,5,0.998,-0.0005593888594797036,0.09009009009009009,0.07107107107107107
0.45,900,boundary_v2_regime_sequence,5,0.998,-0.007572907765364789,0.026026026026026026,-0.10810810810810811
0.45,900,random_kappa_matched,5,0.998,-0.0018382661618785434,0.97997997997998,-0.004004004004004025
0.45,900,identity_like_diagnostic,5,0.998,-0.002888279324828602,1.0,0.0
0.45,900,all_one_diagnostic,5,0.998,0.0,0.001001001001001001,0.0
0.45,1500,center_of_mass,5,0.998,-0.006296813267075763,0.9099099099099099,0.0470470470470471
0.45,1500,relative_distance,5,0.998,-0.0034922120153098035,1.0,0.0
0.45,1500,joint_basin,5,0.998,-0.0041499614357203285,0.6166166166166166,0.5645645645645645
0.45,1500,basin_transition_profile,5,0.998,-0.004245500370562816,0.17517517517517517,0.15715715715715714
0.45,1500,boundary_v2_regime_sequence,5,0.998,-0.007572907765364789,0.026026026026026026,-0.27727727727727725
0.45,1500,random_kappa_matched,5,0.998,-0.0007483418294516042,0.988988988988989,-0.0030030030030029353
0.45,1500,identity_like_diagnostic,5,0.998,-0.002888279324828602,1.0,0.0
0.45,1500,all_one_diagnostic,5,0.998,0.0,0.001001001001001001,0.0
0.45,2400,center_of_mass,5,0.998,-0.00555384936951242,0.993993993993994,0.025025025025025016
0.45,2400,relative_distance,5,0.998,-0.002908319404989257,1.0,0.0
0.45,2400,joint_basin,5,0.998,-0.005377941795003949,0.8708708708708709,0.8108108108108109
0.45,2400,basin_transition_profile,5,0.998,-0.004720483587575153,0.22722722722722724,0.21221221221221223
0.45,2400,boundary_v2_regime_sequence,5,0.998,-0.007572907765364789,0.026026026026026026,-0.5265265265265265
0.45,2400,random_kappa_matched,5,0.998,0.0003172727648248497,0.992992992992993,-0.005005005005005003
0.45,2400,identity_like_diagnostic,5,0.998,-0.002888279324828602,1.0,0.0
0.45,2400,all_one_diagnostic,5,0.998,0.0,0.001001001001001001,0.0
0.45,3600,center_of_mass,5,0.998,-0.0034784470088897734,1.0,0.0
0.45,3600,relative_distance,5,0.998,-0.002888279324828602,1.0,0.0
0.45,3600,joint_basin,5,0.998,-0.004679906304614789,0.9309309309309309,0.8708708708708709
0.45,3600,basin_transition_profile,5,0.998,-0.00027299989096141175,0.26226226226226224,0.2492492492492492
0.45,3600,boundary_v2_regime_sequence,5,0.998,-0.007572907765364567,0.026026026026026026,-0.7377377377377378
0.45,3600,random_kappa_matched,5,0.998,-0.0025754139344700278,0.988988988988989,-0.005005005005005003
0.45,3600,identity_like_diagnostic,5,0.998,-0.002888279324828602,1.0,0.0
0.45,3600,all_one_diagnostic,5,0.998,0.0,0.001001001001001001,0.0
0.45,900,center_of_mass,1,0.999,-0.006165525294944629,0.6346346346346347,0.00800800800800805
0.45,900,relative_distance,1,0.999,-0.003061088591612915,0.995995995995996,-0.002002002002002068
0.45,900,joint_basin,1,0.999,-0.0012377633022091494,0.17217217217217218,0.13913913913913914
0.45,900,basin_transition_profile,1,0.999,-0.00035530641207603963,0.08008008008008008,0.06106106106106106
0.45,900,boundary_v2_regime_sequence,1,0.999,-0.004208824636973585,0.021021021021021023,-0.11211211211211211
0.45,900,random_kappa_matched,1,0.999,-0.0019273916710869088,0.972972972972973,-0.016016016016015988
0.45,900,identity_like_diagnostic,1,0.999,-0.0014434168696677574,1.0,0.0
0.45,900,all_one_diagnostic,1,0.999,0.0,0.001001001001001001,0.0
0.45,1500,center_of_mass,1,0.999,-0.004464246386378434,0.9209209209209209,0.06506506506506504
0.45,1500,relative_distance,1,0.999,-0.0017380543697100848,1.0,0.0
0.45,1500,joint_basin,1,0.999,-0.006156398418749376,0.5945945945945946,0.5515515515515516
0.45,1500,basin_transition_profile,1,0.999,3.7945056190924475e-05,0.17917917917917917,0.16116116116116114
0.45,1500,boundary_v2_regime_sequence,1,0.999,-0.004208824636973585,0.021021021021021023,-0.28428428428428426
0.45,1500,random_kappa_matched,1,0.999,0.0008936176283542707,0.991991991991992,0.0
0.45,1500,identity_like_diagnostic,1,0.999,-0.0014434168696677574,1.0,0.0
0.45,1500,all_one_diagnostic,1,0.999,0.0,0.001001001001001001,0.0
0.45,2400,center_of_mass,1,0.999,-0.0026685158123544994,0.993993993993994,0.028028028028028062
0.45,2400,relative_distance,1,0.999,-0.0014554288816803762,1.0,0.0
0.45,2400,joint_basin,1,0.999,-0.004445512739099655,0.8458458458458459,0.7897897897897899
0.45,2400,basin_transition_profile,1,0.999,-0.0008613385686748742,0.23323323323323322,0.21421421421421422
0.45,2400,boundary_v2_regime_sequence,1,0.999,-0.004208824636973585,0.021021021021021023,-0.5495495495495496
0.45,2400,random_kappa_matched,1,0.999,-2.0834329853336442e-05,0.995995995995996,0.010010010010010006
0.45,2400,identity_like_diagnostic,1,0.999,-0.0014434168696677574,1.0,0.0
0.45,2400,all_one_diagnostic,1,0.999,0.0,0.001001001001001001,0.0
0.45,3600,center_of_mass,1,0.999,-0.0017399815462049162,1.0,0.0010010010010009784
0.45,3600,relative_distance,1,0.999,-0.0014434168696677574,1.0,0.0
0.45,3600,joint_basin,1,0.999,-0.0036853645747658703,0.9159159159159159,0.8588588588588588
0.45,3600,basin_transition_profile,1,0.999,0.0013573216093041296,0.2672672672672673,0.25125125125125125
0.45,3600,boundary_v2_regime_sequence,1,0.999,-0.004198866172369531,0.023023023023023025,-0.7617617617617617
0.45,3600,random_kappa_matched,1,0.999,-0.0003745231008087657,0.992992992992993,-0.005005005005005003
0.45,3600,identity_like_diagnostic,1,0.999,-0.0014434168696677574,1.0,0.0
0.45,3600,all_one_diagnostic,1,0.999,0.0,0.001001001001001001,0.0
0.45,900,center_of_mass,2,0.998,-0.012405413388909992,0.6216216216216216,-0.0010010010010009784
0.45,900,relative_distance,2,0.998,-0.006212680950392624,0.993993993993994,-0.005005005005005003
0.45,900,joint_basin,2,0.998,-0.004301954584838619,0.2012012012012012,0.16316316316316315
0.45,900,basin_transition_profile,2,0.998,-0.0006486775796004096,0.08708708708708708,0.06706706706706705
0.45,900,boundary_v2_regime_sequence,2,0.998,-0.009129083584569875,0.02002002002002002,-0.0970970970970971
0.45,900,random_kappa_matched,2,0.998,-0.0025520267816210307,0.982982982982983,-0.005005005005005003
0.45,900,identity_like_diagnostic,2,0.998,-0.002888279324828602,1.0,0.0
0.45,900,all_one_diagnostic,2,0.998,0.0,0.001001001001001001,0.0
0.45,1500,center_of_mass,2,0.998,-0.009114465126370597,0.9049049049049049,0.049049049049049054
0.45,1500,relative_distance,2,0.998,-0.003542673299740784,0.998998998998999,-0.0010010010010009784
0.45,1500,joint_basin,2,0.998,-0.004458230835052035,0.6276276276276276,0.5765765765765766
0.45,1500,basin_transition_profile,2,0.998,-0.0006380682677806782,0.18018018018018017,0.15915915915915915
0.45,1500,boundary_v2_regime_sequence,2,0.998,-0.009129083584569875,0.02002002002002002,-0.26926926926926925
0.45,1500,random_kappa_matched,2,0.998,-0.001667355851317609,0.992992992992993,-0.004004004004003914
0.45,1500,identity_like_diagnostic,2,0.998,-0.002888279324828602,1.0,0.0
0.45,1500,all_one_diagnostic,2,0.998,0.0,0.001001001001001001,0.0
0.45,2400,center_of_mass,2,0.998,-0.005554190009851467,0.987987987987988,0.0160160160160161
0.45,2400,relative_distance,2,0.998,-0.0029083194049874805,1.0,0.0
0.45,2400,joint_basin,2,0.998,-0.008779264390046393,0.8668668668668669,0.8138138138138138
0.45,2400,basin_transition_profile,2,0.998,9.303551304729041e-05,0.23823823823823823,0.22322322322322322
0.45,2400,boundary_v2_regime_sequence,2,0.998,-0.009129083584569875,0.02002002002002002,-0.5395395395395396
0.45,2400,random_kappa_matched,2,0.998,-0.001964787874592311,0.994994994994995,0.002002002002001957
0.45,2400,identity_like_diagnostic,2,0.998,-0.002888279324828602,1.0,0.0
0.45,2400,all_one_diagnostic,2,0.998,0.0,0.001001001001001001,0.0
0.45,3600,center_of_mass,2,0.998,-0.0035451284737177957,0.998998998998999,0.002002002002002068
0.45,3600,relative_distance,2,0.998,-0.002888279324828602,1.0,0.0
0.45,3600,joint_basin,2,0.998,-0.007423497736925633,0.914914914914915,0.8618618618618619
0.45,3600,basin_transition_profile,2,0.998,0.00025200845566475394,0.2652652652652653,0.2502502502502503
0.45,3600,boundary_v2_regime_sequence,2,0.998,-0.009129083584569653,0.02002002002002002,-0.7927927927927928
0.45,3600,random_kappa_matched,2,0.998,-0.00041568255505985974,0.994994994994995,0.010010010010010006
0.45,3600,identity_like_diagnostic,2,0.998,-0.002888279324828602,1.0,0.0
0.45,3600,all_one_diagnostic,2,0.998,0.0,0.001001001001001001,0.0
0.45,900,center_of_mass,3,0.998,-0.012337199221883033,0.6206206206206206,-0.012012012012011963
0.45,900,relative_distance,3,0.998,-0.006318534472299575,0.993993993993994,-0.002002002002001957
0.45,900,joint_basin,3,0.998,-0.004252782797482535,0.18118118118118118,0.14814814814814814
0.45,900,basin_transition_profile,3,0.998,-0.001311753611624944,0.07507507507507508,0.056056056056056056
0.45,900,boundary_v2_regime_sequence,3,0.998,-0.013870488419215565,0.022022022022022022,-0.09109109109109109
0.45,900,random_kappa_matched,3,0.998,-0.004074774824428751,0.980980980980981,-0.004004004004004025
0.45,900,identity_like_diagnostic,3,0.998,-0.002888279324828602,1.0,0.0
0.45,900,all_one_diagnostic,3,0.998,0.0,0.001001001001001001,0.0
0.45,1500,center_of_mass,3,0.998,-0.009224566593474037,0.8958958958958959,0.027027027027027084
0.45,1500,relative_distance,3,0.998,-0.0036488031285077938,1.0,0.0
0.45,1500,joint_basin,3,0.998,-0.006995004375191627,0.6396396396396397,0.5965965965965966
0.45,1500,basin_transition_profile,3,0.998,-0.003252922917261536,0.16716716716716717,0.14914914914914915
0.45,1500,boundary_v2_regime_sequence,3,0.998,-0.013870488419215565,0.022022022022022022,-0.25725725725725723
0.45,1500,random_kappa_matched,3,0.998,-0.0018136560178154681,0.988988988988989,-0.005005005005005003
0.45,1500,identity_like_diagnostic,3,0.998,-0.002888279324828602,1.0,0.0
0.45,1500,all_one_diagnostic,3,0.998,0.0,0.001001001001001001,0.0
0.45,2400,center_of_mass,3,0.998,-0.005548375016019236,0.994994994994995,0.02302302302302306
0.45,2400,relative_distance,3,0.998,-0.0029338803017875392,1.0,0.0
0.45,2400,joint_basin,3,0.998,-0.006609362885473757,0.8808808808808809,0.8338338338338338
0.45,2400,basin_transition_profile,3,0.998,-0.004129862933616835,0.23023023023023023,0.21621621621621623
0.45,2400,boundary_v2_regime_sequence,3,0.998,-0.013870488419215565,0.022022022022022022,-0.5215215215215215
0.45,2400,random_kappa_matched,3,0.998,-0.0006315749671088611,0.988988988988989,0.002002002002002068
0.45,2400,identity_like_diagnostic,3,0.998,-0.002888279324828602,1.0,0.0
0.45,2400,all_one_diagnostic,3,0.998,0.0,0.001001001001001001,0.0
0.45,3600,center_of_mass,3,0.998,-0.0035241501979541567,1.0,0.005005005005005003
0.45,3600,relative_distance,3,0.998,-0.002888279324828602,1.0,0.0
0.45,3600,joint_basin,3,0.998,-0.007085292408198107,0.934934934934935,0.8878878878878879
0.45,3600,basin_transition_profile,3,0.998,-0.0004810507553760779,0.2702702702702703,0.25625625625625625
0.45,3600,boundary_v2_regime_sequence,3,0.998,-0.013870488419215565,0.022022022022022022,-0.7667667667667668
0.45,3600,random_kappa_matched,3,0.998,0.0009878617588814365,0.994994994994995,0.0030030030030030463
0.45,3600,identity_like_diagnostic,3,0.998,-0.002888279324828602,1.0,0.0
0.45,3600,all_one_diagnostic,3,0.998,0.0,0.001001001001001001,0.0
0.45,900,center_of_mass,6,0.999,-0.006130431826101734,0.6346346346346347,0.009009009009009028
0.45,900,relative_distance,6,0.999,-0.0030900366006854085,0.996996996996997,0.0010010010010009784
0.45,900,joint_basin,6,0.999,-0.003070524033097488,0.1941941941941942,0.15815815815815817
0.45,900,basin_transition_profile,6,0.999,-0.0004538089789503097,0.08708708708708708,0.06906906906906907
0.45,900,boundary_v2_regime_sequence,6,0.999,-0.009946037784902328,0.03003003003003003,-0.08808808808808809
0.45,900,random_kappa_matched,6,0.999,-0.0002825291300423416,0.985985985985986,0.004004004004004025
0.45,900,identity_like_diagnostic,6,0.999,-0.0014434168696677574,1.0,0.0
0.45,900,all_one_diagnostic,6,0.999,0.0,0.001001001001001001,0.0
0.45,1500,center_of_mass,6,0.999,-0.004465450112079772,0.91991991991992,0.06506506506506504
0.45,1500,relative_distance,6,0.999,-0.0017716976534671858,1.0,0.0
0.45,1500,joint_basin,6,0.999,-0.003425791335390116,0.5945945945945946,0.5455455455455456
0.45,1500,basin_transition_profile,6,0.999,0.00011928419485096597,0.17017017017017017,0.15215215215215214
0.45,1500,boundary_v2_regime_sequence,6,0.999,-0.009946037784902328,0.03003003003003003,-0.2702702702702703
