alpha,T,kappa,seed,transport_survival,transport_entropy_change,certified_transport_density,transport_advantage_vs_shuffled
0.4,2400,identity_like_diagnostic,6,1.0,0.0,1.0,0.0
0.4,2400,all_one_diagnostic,6,1.0,0.0,0.001001001001001001,0.0
0.4,3600,center_of_mass,6,1.0,0.0,1.0,0.0030030030030030463
0.4,3600,relative_distance,6,1.0,0.0,1.0,0.0
0.4,3600,joint_basin,6,1.0,0.0,0.9269269269269269,0.8738738738738738
0.4,3600,basin_transition_profile,6,1.0,0.0,0.2922922922922923,0.2812812812812813
0.4,3600,boundary_v2_regime_sequence,6,1.0,0.0,0.03403403403403404,-0.7627627627627628
0.4,3600,random_kappa_matched,6,1.0,0.0,0.993993993993994,-0.0010010010010009784
0.4,3600,identity_like_diagnostic,6,1.0,0.0,1.0,0.0
0.4,3600,all_one_diagnostic,6,1.0,0.0,0.001001001001001001,0.0
0.4,900,center_of_mass,10,1.0,0.0,0.6466466466466466,0.05105105105105101
0.4,900,relative_distance,10,1.0,0.0,0.986986986986987,-0.009009009009009028
0.4,900,joint_basin,10,1.0,0.0,0.1881881881881882,0.15915915915915915
0.4,900,basin_transition_profile,10,1.0,0.0,0.0890890890890891,0.07307307307307308
0.4,900,boundary_v2_regime_sequence,10,1.0,0.0,0.028028028028028028,-0.10310310310310308
0.4,900,random_kappa_matched,10,1.0,0.0,0.983983983983984,0.0010010010010009784
0.4,900,identity_like_diagnostic,10,1.0,0.0,1.0,0.0
0.4,900,all_one_diagnostic,10,1.0,0.0,0.001001001001001001,0.0
0.4,1500,center_of_mass,10,1.0,0.0,0.8798798798798799,0.021021021021021102
0.4,1500,relative_distance,10,1.0,0.0,0.998998998998999,-0.0010010010010009784
0.4,1500,joint_basin,10,1.0,0.0,0.5295295295295295,0.49249249249249244
0.4,1500,basin_transition_profile,10,1.0,0.0,0.14914914914914915,0.13313313313313313
0.4,1500,boundary_v2_regime_sequence,10,1.0,0.0,0.028028028028028028,-0.2822822822822823
0.4,1500,random_kappa_matched,10,1.0,0.0,0.993993993993994,0.009009009009009028
0.4,1500,identity_like_diagnostic,10,1.0,0.0,1.0,0.0
0.4,1500,all_one_diagnostic,10,1.0,0.0,0.001001001001001001,0.0
0.4,2400,center_of_mass,10,1.0,0.0,0.987987987987988,0.028028028028028062
0.4,2400,relative_distance,10,1.0,0.0,1.0,0.0
0.4,2400,joint_basin,10,1.0,0.0,0.8758758758758759,0.8358358358358359
0.4,2400,basin_transition_profile,10,1.0,0.0,0.22822822822822822,0.21421421421421422
0.4,2400,boundary_v2_regime_sequence,10,1.0,0.0,0.028028028028028028,-0.5215215215215215
0.4,2400,random_kappa_matched,10,1.0,0.0,0.993993993993994,0.002002002002002068
0.4,2400,identity_like_diagnostic,10,1.0,0.0,1.0,0.0
0.4,2400,all_one_diagnostic,10,1.0,0.0,0.001001001001001001,0.0
0.4,3600,center_of_mass,10,1.0,0.0,0.998998998998999,0.007007007007007071
0.4,3600,relative_distance,10,1.0,0.0,1.0,0.0
