alpha,T,kappa,seed,p_viable_product,H_cond_product,H_weighted_product,H_recovery_product,component_estimator_note
0.4,1500,all_one_diagnostic,0,0.997,11.65315924854534,11.618199770799704,11.666460607649642,H_A+H_B from basin/geometric component projections
0.4,2400,center_of_mass,0,0.997,14.574152483786197,14.530430026334837,14.583493918263198,H_A+H_B from basin/geometric component projections
0.4,2400,relative_distance,0,0.997,14.574152483786197,14.530430026334837,14.583493918263198,H_A+H_B from basin/geometric component projections
0.4,2400,joint_basin,0,0.997,14.574152483786197,14.530430026334837,14.583493918263198,H_A+H_B from basin/geometric component projections
0.4,2400,basin_transition_profile,0,0.997,14.574152483786197,14.530430026334837,14.583493918263198,H_A+H_B from basin/geometric component projections
0.4,2400,boundary_v2_regime_sequence,0,0.997,14.574152483786197,14.530430026334837,14.583493918263198,H_A+H_B from basin/geometric component projections
0.4,2400,random_kappa_matched,0,0.997,14.574152483786197,14.530430026334837,14.583493918263198,H_A+H_B from basin/geometric component projections
0.4,2400,identity_like_diagnostic,0,0.997,14.574152483786197,14.530430026334837,14.583493918263198,H_A+H_B from basin/geometric component projections
0.4,2400,all_one_diagnostic,0,0.997,14.574152483786197,14.530430026334837,14.583493918263198,H_A+H_B from basin/geometric component projections
0.4,3600,center_of_mass,0,0.997,17.031851061000992,16.98075550781799,17.038535394971582,H_A+H_B from basin/geometric component projections
0.4,3600,relative_distance,0,0.997,17.031851061000992,16.98075550781799,17.038535394971582,H_A+H_B from basin/geometric component projections
0.4,3600,joint_basin,0,0.997,17.031851061000992,16.98075550781799,17.038535394971582,H_A+H_B from basin/geometric component projections
0.4,3600,basin_transition_profile,0,0.997,17.031851061000992,16.98075550781799,17.038535394971582,H_A+H_B from basin/geometric component projections
0.4,3600,boundary_v2_regime_sequence,0,0.997,17.031851061000992,16.98075550781799,17.038535394971582,H_A+H_B from basin/geometric component projections
0.4,3600,random_kappa_matched,0,0.997,17.031851061000992,16.98075550781799,17.038535394971582,H_A+H_B from basin/geometric component projections
0.4,3600,identity_like_diagnostic,0,0.997,17.031851061000992,16.98075550781799,17.038535394971582,H_A+H_B from basin/geometric component projections
0.4,3600,all_one_diagnostic,0,0.997,17.031851061000992,16.98075550781799,17.038535394971582,H_A+H_B from basin/geometric component projections
0.4,900,center_of_mass,3,0.999,8.91073828781673,8.901827549528914,8.916581236079566,H_A+H_B from basin/geometric component projections
0.4,900,relative_distance,3,0.999,8.91073828781673,8.901827549528914,8.916581236079566,H_A+H_B from basin/geometric component projections
0.4,900,joint_basin,3,0.999,8.91073828781673,8.901827549528914,8.916581236079566,H_A+H_B from basin/geometric component projections
0.4,900,basin_transition_profile,3,0.999,8.91073828781673,8.901827549528914,8.916581236079566,H_A+H_B from basin/geometric component projections
0.4,900,boundary_v2_regime_sequence,3,0.999,8.91073828781673,8.901827549528914,8.916581236079566,H_A+H_B from basin/geometric component projections
0.4,900,random_kappa_matched,3,0.999,8.91073828781673,8.901827549528914,8.916581236079566,H_A+H_B from basin/geometric component projections
0.4,900,identity_like_diagnostic,3,0.999,8.91073828781673,8.901827549528914,8.916581236079566,H_A+H_B from basin/geometric component projections
0.4,900,all_one_diagnostic,3,0.999,8.91073828781673,8.901827549528914,8.916581236079566,H_A+H_B from basin/geometric component projections
0.4,1500,center_of_mass,3,0.999,11.535011488791456,11.523476477302665,11.53945688574139,H_A+H_B from basin/geometric component projections
0.4,1500,relative_distance,3,0.999,11.535011488791456,11.523476477302665,11.53945688574139,H_A+H_B from basin/geometric component projections
0.4,1500,joint_basin,3,0.999,11.535011488791456,11.523476477302665,11.53945688574139,H_A+H_B from basin/geometric component projections
0.4,1500,basin_transition_profile,3,0.999,11.535011488791456,11.523476477302665,11.53945688574139,H_A+H_B from basin/geometric component projections
0.4,1500,boundary_v2_regime_sequence,3,0.999,11.535011488791456,11.523476477302665,11.53945688574139,H_A+H_B from basin/geometric component projections
0.4,1500,random_kappa_matched,3,0.999,11.535011488791456,11.523476477302665,11.53945688574139,H_A+H_B from basin/geometric component projections
0.4,1500,identity_like_diagnostic,3,0.999,11.535011488791456,11.523476477302665,11.53945688574139,H_A+H_B from basin/geometric component projections
0.4,1500,all_one_diagnostic,3,0.999,11.535011488791456,11.523476477302665,11.53945688574139,H_A+H_B from basin/geometric component projections
0.4,2400,center_of_mass,3,0.999,14.301204104134007,14.286902900029872,14.304317710198957,H_A+H_B from basin/geometric component projections
