space,rule_id,parent_rule_id,control_type,stratum,q,radius,active_fraction_mean,active_fraction_final,symbol_entropy_mean,extinction_rate,all_zero_attractor_rate,all_one_attractor_rate,global_fixed_point_rate,global_periodic_rate,localized_component_lifetime_mean,localized_component_lifetime_max,component_size_median,component_size_entropy,persistent_component_count,recurrence_up_to_shift,motif_survival_depth,motif_material_turnover,translation_velocity_estimate,period_estimate,pattern_background_contrast,local_entropy_inside_pattern,local_entropy_outside_pattern,signal_to_background_ratio,exact_static_fraction,global_period_fraction,low_turnover_persistence_fraction,frozen_order_index,activity_entropy,damage_spreading_rate,compressibility_proxy,component_fragmentation_rate,chaos_index,raw_persistence_score,future_distinct_descendant_count,future_distinct_ratio,post_perturbation_survival_rate,collapse_rate,explosion_rate
q3_radius1,q3r1_s1_0048,q3r1_s1_0002,stratum_null_q3r1_s1_0048,S1_random_unbiased,3,1,0.9837861460784257,0.9845695495605469,0.16367549286807262,0.0,0.0,0.255859375,0.255859375,0.998046875,226.6953125,324.5,7.5,2.715410480520656,0.4326171875,0.9999275207519531,0.6337890625,7.2479248046875e-05,-0.00799560546875,1.75,0.7177734375,0.9837861460784257,0.016213853921574234,156.19663054005446,0.255859375,0.998046875,0.998046875,0.515625,0.16367549286807262,0.052928924560546875,0.9470710754394531,0.018899627752253297,0.018302967952141085,4.06792900470584e-05,64.0,1.0,1.0,0.0,1.0
q3_radius1,q3r1_s1_0002_left_right_symmetrized_rule,q3r1_s1_0002,left_right_symmetrized_rule,left_right_symmetrized_rule,3,1,0.4997906229416994,0.5936088562011719,0.7038023106196061,0.0205078125,0.0205078125,0.0,0.0,0.82421875,345.05078125,386.5,3.5,2.5004529754742033,0.9892578125,0.9984092712402344,0.7548828125,0.0016021728515625,-0.004985809326171875,1.75,0.841796875,0.4997906229416994,0.5002093770583006,2.2684227194921522,0.0,0.82421875,0.9931640625,0.34760742187499993,0.7038023106196061,0.055225372314453125,0.9447746276855469,0.1470658165976948,0.04290060186628585,0.0008958422057338402,62.0,0.96875,0.96875,0.03125,0.046875
q3_radius1,q3r1_s1_0002_left_neighbor_removed,q3r1_s1_0002,left_neighbor_removed,left_neighbor_removed,3,1,0.600825430589345,0.2947425842285156,0.7683133232257471,0.125,0.125,0.0,0.0,0.125,242.8359375,354.5,3.125,1.540249705493769,0.7587890625,1.0,0.6923828125,0.0,-0.00390625,0.25,0.8330078125,0.600825430589345,0.399174569410655,5.399290389351785,0.0,0.125,1.0,0.35,0.7683133232257471,0.233367919921875,0.766632080078125,0.21632117155176517,0.21016706860790552,0.0,64.0,1.0,1.0,0.0,0.0
q3_radius1,q3r1_s1_0002_center_only_projection,q3r1_s1_0002,center_only_projection,center_only_projection,3,1,0.5537484970241495,0.21848678588867188,0.7905466610078526,0.0,0.0,0.0,0.0,1.0,516.0,516.0,1.5,0.8987957513123874,1.0,1.0,1.0078125,0.0,0.0,2.0,1.0,0.5537484970241495,0.44625150297585053,33.13946426510704,0.0,1.0,1.0,0.35,0.7905466610078526,0.28986358642578125,0.7101364135742188,0.6693292143456824,0.27674305932707155,0.0,64.0,1.0,1.0,0.0,0.0
q3_radius1,q3r1_s2_0046_center_only_projection,q3r1_s2_0046,center_only_projection,center_only_projection,3,1,0.0004241155137327912,0.0,0.003356283905543161,1.0,1.0,0.0,1.0,1.0,4.0,4.0,1.5,0.8745362098250267,0.0,1.0,0.0078125,0.0,-0.03125,1.0,0.0,0.0004241155137327912,0.9995758844862672,0.0,1.0,1.0,1.0,1.0,0.003356283905543161,0.0,1.0,0.00523864717245766,0.0,0.0,1.0,0.015625,0.0,1.0,0.0
q3_radius1,q3r1_s1_0002_symbol_phase_only,q3r1_s1_0002,symbol_phase_only,symbol_phase_only,3,1,0.4994471068503099,0.21636581420898438,0.6324603504173032,0.0,0.0,0.0,0.0,1.0,516.0,516.0,1.5,0.8773323367078025,1.0,1.0,1.0078125,0.0,0.0,2.0,1.0,0.4994471068503099,0.5005528931496901,3.332169088527924,0.0,1.0,1.0,0.35,0.6324603504173032,0.21392822265625,0.78607177734375,0.6766486301163335,0.13570411217270498,0.0,63.0,0.984375,1.0,0.0,0.0
q3_radius1,q3r1_s1_0045,q3r1_s1_0002,stratum_null_q3r1_s1_0045,S1_random_unbiased,3,1,0.8195046021459629,0.9002456665039062,0.7492061648057391,0.0,0.0,0.0,0.0,0.9990234375,515.8515625,516.0,2.5,3.0553147278462136,1.0,0.8722114562988281,1.0078125,0.13532638549804688,0.00014495849609375,3.75,1.0,0.8195046021459629,0.18049539785403723,161.97279858561933,0.0,0.9990234375,0.0078125,0.002734375,0.7492061648057391,0.2878456115722656,0.7121543884277344,0.14429084504786946,0.2197489463143246,0.08712085483422113,64.0,1.0,1.0,0.0,0.015625
q3_radius1,q3r1_s1_0044,q3r1_s1_0002,stratum_null_q3r1_s1_0044,S1_random_unbiased,3,1,0.14455126042951616,0.11842727661132812,0.3296661192920072,0.0,0.0,0.0,0.0,0.2666015625,349.91796875,418.5,1.5,0.762015624154457,1.0,0.9999847412109375,0.8173828125,1.52587890625e-05,0.0,0.5,1.0,0.14455126042951616,0.8554487395704838,214.07165688240423,0.0,0.2666015625,1.0,0.35,0.3296661192920072,0.18307876586914062,0.8169212341308594,0.7133405006492776,0.11393820890338749,9.86325113245493e-06,64.0,1.0,1.0,0.0,0.0
q3_radius1,q3r1_s1_0049,q3r1_s1_0002,stratum_null_q3r1_s1_0049,S1_random_unbiased,3,1,0.11206369976318835,0.10035324096679688,0.3001992583116917,0.0,0.0,0.0,0.0,0.0,293.55859375,353.0,1.625,0.909769824167761,1.0,1.0,0.689453125,0.0,0.0,0.0,1.0,0.11206369976318835,0.8879363002368117,158.46844707188149,0.0,0.0,1.0,0.35,0.3001992583116917,0.131683349609375,0.868316650390625,0.6546298266021626,0.08828279915666534,0.0,64.0,1.0,1.0,0.0,0.0
q3_radius1,q3r1_s1_0037,q3r1_s1_0002,stratum_null_q3r1_s1_0037,S1_random_unbiased,3,1,0.8675587079678362,0.8764228820800781,0.834652149576876,0.0,0.0,0.0,0.0,0.0,384.6796875,387.0,3.25,1.8139549651095788,0.74609375,0.7562065124511719,0.755859375,0.279144287109375,-0.000579833984375,0.0,1.0,0.8675587079678362,0.13244129203216376,155.98032966056923,0.0,0.0,0.5517578125,0.19311523437499997,0.834652149576876,0.2754631042480469,0.7245368957519531,0.1347874814259923,0.26378901096234064,0.06422884960143319,64.0,1.0,1.0,0.0,1.0
q3_radius1,q3r1_s1_0031,q3r1_s1_0002,stratum_null_q3r1_s1_0031,S1_random_unbiased,3,1,0.6096254687095479,0.6565933227539062,0.9817246496417884,0.0,0.0,0.0,0.0,0.2529296875,508.55078125,516.0,3.0,1.9520223990892933,1.0,0.5570526123046875,1.0078125,0.4849891662597656,-0.011920928955078125,1.0,1.0,0.6096254687095479,0.39037453129045213,250000018.214539,0.0,0.2529296875,0.2705078125,0.09467773437499999,0.9817246496417884,0.74346923828125,0.25653076171875,0.32235168903714734,0.7287082406253349,0.0681287948527177,64.0,1.0,1.0,0.0,0.0
q3_radius1,q3r1_s1_0002_right_neighbor_removed,q3r1_s1_0002,right_neighbor_removed,right_neighbor_removed,3,1,0.7021198904769927,0.7356681823730469,0.9783063763642909,0.0,0.0,0.0,0.0,0.0,457.5078125,470.5,2.875,3.063241459651665,1.0,0.3961906433105469,0.9189453125,0.6616630554199219,-0.005458831787109375,0.0,1.0,0.7021198904769927,0.29788010952300725,35.88900304347867,0.0,0.0,0.0,0.0,0.9783063763642909,0.6552963256835938,0.34470367431640625,0.28039151333947715,0.6410485333702509,0.09397616213285473,64.0,1.0,1.0,0.0,0.0
q3_radius1,q3r1_s1_0043,q3r1_s1_0002,stratum_null_q3r1_s1_0043,S1_random_unbiased,3,1,0.6293508815951283,0.6566390991210938,0.9924263275022404,0.0,0.0,0.0,0.0,0.0,497.359375,516.0,2.0,2.7252440828611184,1.0,0.3980522155761719,1.0078125,0.6752166748046875,0.00030517578125,0.0,1.0,0.6293508815951283,0.37064911840487175,36.444390894408464,0.0,0.0,0.0,0.0,0.9924263275022404,0.6728248596191406,0.3271751403808594,0.33649153571183543,0.6677119847841079,0.08915664259420056,64.0,1.0,1.0,0.0,0.0
q3_radius1,q3r1_s1_0009,q3r1_s1_0002,stratum_null_q3r1_s1_0009,S1_random_unbiased,3,1,0.6727796186480606,0.6628036499023438,0.993931440815865,0.0,0.0,0.0,0.0,0.0,452.59765625,492.5,2.0,2.6643387495324564,1.0,0.396392822265625,0.9619140625,0.67193603515625,0.00144195556640625,0.0,1.0,0.6727796186480606,0.3272203813519394,36.2577001663226,0.0,0.0,0.0,0.0,0.993931440815865,0.6728553771972656,0.3271446228027344,0.3286362027618538,0.6687763066835206,0.08836101457553547,64.0,1.0,1.0,0.0,0.0
q3_radius1,q3r1_s1_0002_output_histogram_random,q3r1_s1_0002,output_distribution_matched_random,output_histogram_random,3,1,0.562672732169168,0.5872268676757812,0.9724643651884144,0.0,0.0,0.0,0.0,0.0,224.05859375,404.0,2.0,2.373817592970516,1.0,0.4031524658203125,0.7890625,0.6591987609863281,0.00424957275390625,0.0,1.0,0.562672732169168,0.437327267830832,29.719178988018896,0.0,0.0,0.0,0.0,0.9724643651884144,0.6564140319824219,0.3435859680175781,0.40982044193668765,0.6383069453034436,0.09605297717622133,64.0,1.0,1.0,0.0,0.0
q3_radius1,q3r1_s1_0029,q3r1_s1_0002,stratum_null_q3r1_s1_0029,S1_random_unbiased,3,1,0.6548604314554969,0.5938262939453125,0.9938480304390129,0.0,0.0,0.0,0.0,0.0,493.62109375,505.0,1.0,1.8568241142222852,1.0,0.4283790588378906,0.986328125,0.6767120361328125,0.000690460205078125,0.0,1.0,0.6548604314554969,0.34513956854450306,43.7997509883174,0.0,0.0,0.0,0.0,0.9938480304390129,0.8527412414550781,0.14725875854492188,0.4599189415786379,0.8474975167575669,0.044387612485128444,64.0,1.0,1.0,0.0,0.0
q3_radius1,q3r1_s2_0046_symbol_phase_only,q3r1_s2_0046,symbol_phase_only,symbol_phase_only,3,1,0.998473957500495,1.0,0.011965029597590764,0.0,0.0,1.0,1.0,1.0,4.0,4.0,1.5,0.89207287051796,0.0,1.0,0.0078125,0.0,-0.03125,1.0,0.0,0.998473957500495,0.0015260424995050537,0.0,1.0,1.0,1.0,1.0,0.011965029597590764,0.0,1.0,0.00522206684473667,0.0,0.0,1.0,0.015625,1.0,0.0,1.0
q3_radius1,q3r1_s1_0040,q3r1_s1_0002,stratum_null_q3r1_s1_0040,S1_random_unbiased,3,1,0.6231951499775372,0.5795097351074219,0.9695228651463724,0.0,0.0,0.0,0.0,0.1259765625,515.64453125,516.0,1.0,0.7789895364943731,1.0,0.6551742553710938,1.0078125,0.40816497802734375,0.000141143798828125,2.0,1.0,0.6231951499775372,0.37680485002246283,18.479006323560462,0.0,0.1259765625,0.14453125,0.0505859375,0.9695228651463724,0.9100799560546875,0.0899200439453125,0.6809987955171308,0.8809533656981795,0.03037530963746192,64.0,1.0,1.0,0.0,0.0
q3_radius1,q3r1_s3_0020_center_only_projection,q3r1_s3_0020,center_only_projection,center_only_projection,3,1,0.0004238255075079191,0.0,0.0033524463112799326,1.0,1.0,0.0,1.0,1.0,4.0,4.0,1.5,0.8653351852397762,0.0,1.0,0.0078125,0.0,-0.03125,1.0,0.0,0.0004238255075079191,0.999576174492492,0.0,1.0,1.0,1.0,1.0,0.0033524463112799326,0.0,1.0,0.005258588304867465,0.0,0.0,1.0,0.015625,0.0,1.0,0.0
q3_radius1,q3r1_s2_0024,q3r1_s2_0046,stratum_null_q3r1_s2_0024,S2_quiescent_preserving,3,1,0.5473464831971286,0.6185455322265625,0.4919891026775299,0.0,0.0,0.0,0.568359375,0.5576171875,151.15625,296.5,3.75,1.7553982269546151,0.744140625,0.9376602172851562,0.5791015625,0.062374114990234375,-0.01183319091796875,0.5,0.431640625,0.5473464831971286,0.4526535168028714,197.02880549419672,0.568359375,0.5576171875,0.8525390625,0.667822265625,0.4919891026775299,0.5477638244628906,0.4522361755371094,0.3210275999395847,0.42424298915954606,0.002581384224785665,63.0,0.984375,1.0,0.0,0.0
q3_radius1,q3r1_s2_0046_left_neighbor_removed,q3r1_s2_0046,left_neighbor_removed,left_neighbor_removed,3,1,0.11137776811685246,0.11096572875976562,0.2455907536084061,0.0,0.0,0.0,1.0,1.0,515.984375,516.0,1.0,0.03289617287158318,1.0,1.0,1.0078125,0.0,0.0,1.0,1.0,0.11137776811685246,0.8886222318831476,375000095.0589961,1.0,1.0,1.0,1.0,0.2455907536084061,0.22193145751953125,0.7780685424804688,0.997505449025643,0.10813862756711498,0.0,61.0,0.953125,0.984375,0.015625,0.0
q3_radius1,q3r1_s2_0046_left_right_symmetrized_rule,q3r1_s2_0046,left_right_symmetrized_rule,left_right_symmetrized_rule,3,1,0.10369885688171981,0.10150909423828125,0.2529378019560986,0.0,0.0,0.0,0.302734375,1.0,515.7265625,516.0,1.25,0.5640201502458497,1.0,0.9991874694824219,1.0078125,0.000812530517578125,0.0,1.375,1.0,0.10369885688171981,0.8963011431182801,250000113.78963616,0.302734375,1.0,0.99609375,0.54541015625,0.2529378019560986,0.15739059448242188,0.8426094055175781,0.7718054307199231,0.0839076035817542,0.00038024777084483984,64.0,1.0,1.0,0.0,0.0
q3_radius1,q3r1_s3_0020_symbol_phase_only,q3r1_s3_0020,symbol_phase_only,symbol_phase_only,3,1,0.00042262830232319077,0.0,0.0033458915142819358,1.0,1.0,0.0,1.0,1.0,4.0,4.0,1.5,0.8665657354797769,0.0,1.0,0.0078125,0.0,-0.03125,1.0,0.0,0.00042262830232319077,0.9995773716976768,0.0,1.0,1.0,1.0,1.0,0.0033458915142819358,0.0,1.0,0.005268774201919832,0.0,0.0,1.0,0.015625,0.0,1.0,0.0
q3_radius1,q3r1_s2_0038,q3r1_s2_0046,stratum_null_q3r1_s2_0038,S2_quiescent_preserving,3,1,0.07539130465561418,0.07095718383789062,0.22641847454536057,0.130859375,0.130859375,0.0,1.0,1.0,448.70703125,452.0,1.125,0.09804291865888788,0.869140625,1.0,0.8828125,0.0,-0.00408935546875,1.0,0.869140625,0.07539130465561418,0.9246086953443857,250000098.42101017,1.0,1.0,1.0,1.0,0.22641847454536057,0.14191436767578125,0.8580856323242188,0.8617678366821647,0.060793716843312536,0.0,59.0,0.921875,0.984375,0.015625,0.0
q3_radius1,q3r1_s2_0046_right_neighbor_removed,q3r1_s2_0046,right_neighbor_removed,right_neighbor_removed,3,1,0.591532590096457,0.6888084411621094,0.963903406108558,0.0,0.0,0.0,0.0,0.0,449.4296875,502.5,2.75,2.995159448641732,1.0,0.4044609069824219,0.9814453125,0.6504745483398438,0.004085540771484375,0.0,1.0,0.591532590096457,0.408467409903543,32.21399573563616,0.0,0.0,0.0,0.0,0.963903406108558,0.680511474609375,0.319488525390625,0.297051641226093,0.656096431607794,0.0904920710603698,64.0,1.0,1.0,0.0,0.0
