point_id,T,seed,relation_lineage,self_only_lineage,independent_lineage_baseline,relation_lineage_excess
phase_004,50,27,0.4691204188481676,0.4673407504363002,0.4674537521815008,0.0016666666666667
phase_004,100,0,0.4676944188191882,0.4666125461254613,0.4668171125461255,0.0008773062730627
phase_004,100,2,0.4663413621262458,0.4653063861203396,0.4653423772609819,0.0009989848652638
phase_004,100,1,0.4653450091575092,0.4642255036630037,0.4644532967032967,0.0008917124542124
phase_004,100,3,0.4668331339712918,0.465754048582996,0.465849972396025,0.0009831615752668
phase_004,100,4,0.4647554844606947,0.4636782449725777,0.4637883912248629,0.0009670932358317
phase_004,100,5,0.467498602310846,0.4663159243384271,0.4664179556466642,0.0010806466641818
phase_004,100,6,0.4655640412219359,0.4644490706661759,0.4645422340817077,0.0010218071402282
phase_004,100,7,0.467849486991572,0.4666956760718211,0.4667517863686332,0.0010977006229387
phase_004,100,8,0.4649717059256532,0.4639209146117041,0.4640720463746779,0.0008996595509753
phase_004,100,9,0.4649775878003697,0.4639119685767098,0.4639981515711645,0.0009794362292052
phase_004,100,10,0.4660938649742458,0.4649772350993377,0.4650724337748344,0.0010214311994113
phase_004,100,11,0.4649368214152002,0.4638964807188319,0.463986100711344,0.0009507207038562
phase_004,100,12,0.4673254011670313,0.4662538749088257,0.4663498358862144,0.0009755652808169
phase_004,100,13,0.4672069247546346,0.4661777535441657,0.4662754452926208,0.0009314794620138
phase_004,100,14,0.4669380040322581,0.4659228372434018,0.4659904233870968,0.0009475806451613
phase_004,100,16,0.4674788961038961,0.466389146567718,0.4664879406307978,0.0009909554730983
phase_004,100,17,0.4672320765230313,0.4660756407875186,0.4661961367013373,0.001035939821694
phase_004,100,15,0.4675770391367959,0.4664413405267008,0.4665798738112656,0.0009971653255303
phase_005,50,0,0.5345676163723917,0.5325050160513644,0.5328772070626003,0.0016904093097913
phase_005,50,1,0.5305418694241687,0.5283622262773723,0.5286592660178426,0.001882603406326
phase_005,50,3,0.5318245967741936,0.5296392190152801,0.5300753395585738,0.0017492572156198
phase_005,50,2,0.5316491817037349,0.5295620016785564,0.5297067771716324,0.0019424045321024
phase_004,100,18,0.4662587606049428,0.4652197067502766,0.465311462559941,0.0009472980450018
phase_005,50,4,0.5346877482128674,0.532655877680699,0.53291947974583,0.0017682684670373
phase_005,50,5,0.5360279111644658,0.5339645858343337,0.5341036414565826,0.0019242697078831
phase_004,100,19,0.4658314977973568,0.4647850128487518,0.4649791207782672,0.0008523770190895
phase_004,100,20,0.467484409391049,0.4664084280997799,0.4665015132061629,0.0009828961848861
phase_004,100,21,0.4664012247569185,0.4652631824981301,0.4654090314136125,0.0009921933433059
phase_004,100,22,0.4650649981495188,0.4639628053293856,0.464049777942265,0.0010152202072538
phase_004,100,23,0.4666079315421421,0.4654899705557601,0.4655743927125506,0.0010335388295914
phase_004,100,24,0.467614078119215,0.4665223528322844,0.4666399018881895,0.0009741762310255
phase_004,100,26,0.4654386974944731,0.4644245117907148,0.4645689019896831,0.0008697955047899
phase_004,100,25,0.4672518786656892,0.4661764571114369,0.4663427877565982,0.0009090909090909
phase_004,100,27,0.4657887285348922,0.4647465290464012,0.4648259956156376,0.0009627329192546
phase_004,100,29,0.465952986316568,0.4648479105029585,0.4650083210059171,0.0009446653106508
phase_004,100,28,0.4678008582907232,0.4667820945945946,0.4668409879474069,0.0009598703433162
phase_005,50,6,0.5298782024359513,0.5277031709365813,0.5278191936161276,0.0020590088198236
phase_005,50,7,0.5288001621402514,0.5270384069720309,0.5271615322253749,0.0016386299148765
phase_005,50,8,0.5288156831042845,0.5268062853678254,0.5269346200485044,0.00188106305578
phase_005,50,9,0.5394074642126789,0.5372530674846626,0.5374146216768917,0.0019928425357872
phase_005,50,11,0.5332129104175112,0.5311086339683826,0.5316664977705716,0.0015464126469395
phase_005,50,10,0.5313258026159334,0.5291854934601665,0.5295838287752676,0.0017419738406658
phase_005,50,12,0.5264464145768025,0.5243514890282132,0.5246816222570533,0.0017647923197492
phase_005,50,14,0.5268664452495975,0.5248344404186795,0.5250020128824476,0.0018644323671498
phase_005,50,13,0.5266586151368761,0.5244756441223832,0.5246110104669888,0.0020476046698872
phase_005,50,15,0.5335607751623377,0.5315117694805196,0.5319272524350649,0.0016335227272727
phase_005,50,16,0.535043,0.5330334999999999,0.533371,0.001672
