point_id,T,seed,recoverable_alternative_count,branching_after_closure,post_perturbation_continuation_rate
phase_007,50,20,2568.0,0.9999751319168956,0.0
phase_007,50,19,2611.0,0.9999947876029917,0.0
phase_007,50,21,2678.0,0.9999532254198984,0.0
phase_007,50,22,2630.0,0.9999922425946812,0.0
phase_007,50,23,2659.0,0.9999273041887276,0.0
phase_007,50,25,2609.0,0.9999085093811636,0.0
phase_007,50,24,2560.0,0.9999758546023572,0.0
phase_007,50,27,2572.0,0.99992490934998,0.0
phase_007,50,26,2617.0,0.9999953663959712,0.0
phase_007,50,28,2676.0,0.9998710110616204,0.0
phase_007,50,29,2645.0,0.999951813235996,0.0
phase_007,100,0,2292.0,0.999963981629572,0.0
phase_007,100,3,2291.0,0.9999940384848832,0.0
phase_007,100,1,2312.0,0.999827841219476,0.0
phase_007,100,2,2293.0,0.9999584880356108,0.0
phase_007,100,4,2247.0,0.9999222650009114,0.0
phase_007,100,5,2279.0,0.9999757336431664,0.0
phase_007,100,6,2252.0,0.9998775573711908,0.0
phase_007,100,7,2250.0,0.9999611596132364,0.0
phase_007,100,8,2228.0,0.9999402358726164,0.0
phase_007,100,9,2308.0,0.9999537401224614,0.0
phase_007,100,10,2341.0,0.999985187962576,0.0
phase_007,100,11,2219.0,0.9999759059350748,0.0
phase_007,100,13,2254.0,0.99987064336982,0.0
phase_007,100,12,2299.0,0.9999643362413628,0.0
phase_007,100,14,2261.0,0.9999080247380968,0.0
phase_007,100,15,2280.0,0.9999963921076048,0.0
phase_007,100,16,2237.0,0.999991107115876,0.0
phase_007,100,17,2318.0,0.9999776984911553,0.0
phase_008,50,0,1837.0,0.999935714675447,0.0
phase_008,50,2,1884.0,0.9998653118676812,0.0
phase_008,50,1,1997.0,0.9999724314295052,0.0
phase_008,50,3,1762.0,0.99990647938494,0.0
phase_008,50,4,1975.0,0.9999391025567708,0.0
phase_007,100,18,2291.0,0.9999757785197064,0.0
phase_007,100,19,2291.0,0.9999885034628436,0.0
phase_008,50,5,1879.0,0.9998840312603244,0.0
phase_007,100,20,2262.0,0.9999600219296028,0.0
phase_007,100,22,2336.0,0.9999802541520386,0.0
phase_007,100,21,2319.0,0.9999528327822846,0.0
phase_007,100,23,2258.0,0.99998879851349,0.0
phase_007,100,24,2229.0,0.9999482086813865,0.0
phase_007,100,25,2250.0,0.9999904056901318,0.0
phase_007,100,26,2324.0,0.9999521454084872,0.0
phase_007,100,27,2226.0,0.999984660021462,0.0
phase_007,100,29,2303.0,0.9999611586976384,0.0
phase_007,100,28,2321.0,0.999957903260158,0.0
phase_008,50,6,1678.0,0.999788017079292,0.0
phase_008,50,7,1823.0,0.9999018617719572,0.0
phase_008,50,8,1786.0,0.9999585806908936,0.0
phase_008,50,9,1896.0,0.9997801243928658,0.0
phase_008,50,10,1759.0,0.9998633570500728,0.0
phase_008,50,11,2036.0,0.9999765053264102,0.0
phase_008,50,12,1924.0,0.9999419392125162,0.0
phase_008,50,14,1945.0,0.9999918197227062,0.0
phase_008,50,13,2007.0,0.9999598382473804,0.0
phase_008,50,15,2035.0,0.9999319227543014,0.0
phase_008,50,16,1928.0,0.9999543445639508,0.0
phase_008,50,17,1886.0,0.999843467004098,0.0
phase_008,50,18,1576.0,0.9999612666533696,0.0
phase_008,50,19,1929.0,0.9999787139760162,0.0
phase_008,50,20,1976.0,0.9999329323765934,0.0
phase_008,50,21,1835.0,0.9999812717419752,0.0
phase_008,50,23,1666.0,0.999709104787693,0.0
phase_008,50,22,1748.0,0.9999134604366098,0.0
phase_008,50,25,1709.0,0.9998207089855728,0.0
phase_008,50,24,1893.0,0.9999874363813112,0.0
phase_008,50,26,1575.0,0.9999612693960304,0.0
phase_008,50,27,1656.0,0.9999343964037282,0.0
phase_008,50,28,2102.0,0.9999117925149263,0.0
phase_008,50,29,1846.0,0.9999887001739276,0.0
phase_008,100,0,1265.0,0.9999030005127224,0.0
phase_008,100,1,1216.0,0.999761020619371,0.0
phase_008,100,3,1170.0,0.9998832941118097,0.0
