point_id,T,seed,closure_rate,lineage_recurrence_rate,cycle_or_return_rate
phase_000,100,18,0.2502470355731225,0.2502351461605123,0.2502351461605123
phase_001,50,0,0.2478463747307968,0.2491147357667458,0.2491147357667458
phase_001,50,1,0.2493067978533094,0.2494194647034539,0.2494194647034539
phase_001,50,4,0.2481880816034359,0.2513645311381532,0.2513645311381532
phase_000,100,20,0.2511105188343994,0.2501567791295622,0.2501567791295622
phase_000,100,19,0.2508733428878538,0.251286962294771,0.251286962294771
phase_000,100,22,0.2487203663793103,0.2504489942528735,0.2504489942528735
phase_000,100,23,0.2494371397694524,0.2492579074136859,0.2492579074136859
phase_000,100,21,0.2502913230548583,0.2501950941724843,0.2501950941724843
phase_001,50,5,0.2494411659513591,0.2496887724221415,0.2496887724221415
phase_000,100,24,0.2506007475970096,0.2495606733259341,0.2495606733259341
phase_000,100,25,0.2496643394199785,0.2498179096199883,0.2498179096199883
phase_000,100,27,0.2505157875852171,0.2496209642809402,0.2496209642809402
phase_000,100,26,0.2511868505911859,0.2489097484210452,0.2489097484210452
phase_000,100,28,0.2490571120689655,0.2495690535553301,0.2495690535553301
phase_001,50,7,0.2464387464387464,0.248257040324348,0.248257040324348
phase_001,50,6,0.2480482770997846,0.2507705077585731,0.2507705077585731
phase_001,50,8,0.2448770491803278,0.2491535994297932,0.2491535994297932
phase_001,50,10,0.2513553146107358,0.2496333985069321,0.2496333985069321
phase_001,50,11,0.2511792452830189,0.2500111249555002,0.2500111249555002
phase_000,100,29,0.2479867897213174,0.2498913336597758,0.2498913336597758
phase_001,50,12,0.24875533428165,0.2493212468541416,0.2493212468541416
phase_001,50,13,0.2474544480171489,0.2503649998625883,0.2503649998625883
phase_001,50,15,0.2497774216524216,0.2500924556213018,0.2500924556213018
phase_001,50,9,0.2476835192515293,0.2504610471392587,0.2504610471392587
phase_001,50,14,0.2471570717839374,0.2497753334973484,0.2497753334973484
phase_001,50,16,0.2521628612201213,0.2491544087378907,0.2491544087378907
phase_001,50,17,0.2491666666666666,0.2502468814968814,0.2502468814968814
phase_001,50,19,0.2512836402266289,0.2494560702222706,0.2494560702222706
phase_001,50,18,0.2478708303761533,0.2497074097832614,0.2497074097832614
phase_001,50,20,0.2490439345428673,0.2507474071641627,0.2507474071641627
phase_001,50,21,0.243117626027887,0.2489764101647369,0.2489764101647369
phase_001,50,22,0.2516271398002853,0.2503917823439043,0.2503917823439043
phase_001,50,23,0.2505986165306846,0.2501287622452042,0.2501287622452042
phase_001,50,24,0.2494393613204162,0.250223392950788,0.250223392950788
phase_001,50,28,0.2508705357142857,0.2503511332417582,0.2503511332417582
phase_001,50,26,0.2468429883433415,0.2492043787191261,0.2492043787191261
phase_001,50,25,0.2498882331902718,0.2484791116430064,0.2484791116430064
phase_001,50,27,0.2512558306422677,0.2497429687284369,0.2497429687284369
phase_001,50,29,0.2505339978640085,0.2502832584823506,0.2502832584823506
phase_001,100,0,0.2469769673704414,0.2504313913665274,0.2504313913665274
phase_001,100,4,0.2514944080215966,0.250363440787036,0.250363440787036
phase_001,100,1,0.2517521121351767,0.2508475836571187,0.2508475836571187
phase_001,100,3,0.2481737793156478,0.2500518277284,0.2500518277284
phase_001,100,2,0.2493300153139356,0.250238811068072,0.250238811068072
phase_001,100,5,0.2503597467382962,0.2493957195310971,0.2493957195310971
phase_001,100,6,0.2491858237547892,0.2495027608744646,0.2495027608744646
phase_001,100,7,0.2506894256371244,0.2489782143363241,0.2489782143363241
phase_001,100,8,0.2513150344299923,0.2496324467047721,0.2496324467047721
phase_001,100,11,0.2491910925009516,0.2511909693454847,0.2511909693454847
phase_001,100,10,0.2483974358974359,0.2494540870309088,0.2494540870309088
phase_001,100,15,0.2495223538402751,0.2504842020874074,0.2504842020874074
phase_001,100,14,0.2492042824074074,0.2506770455095619,0.2506770455095619
phase_001,100,9,0.24857251617815,0.250143681378147,0.250143681378147
phase_001,100,13,0.2481293169608595,0.2504909484899102,0.2504909484899102
phase_001,100,16,0.2474597392638036,0.250438883375436,0.250438883375436
phase_001,100,12,0.2506939127105666,0.2494116521034141,0.2494116521034141
phase_001,100,17,0.2530164092664093,0.2490215004920887,0.2490215004920887
phase_002,50,2,0.2500933184023889,0.2491529560398541,0.2491529560398541
phase_002,50,1,0.2517829973373906,0.2496790604792697,0.2496790604792697
phase_002,50,0,0.2464675960813865,0.2514029983769056,0.2514029983769056
phase_002,50,3,0.2481321839080459,0.249695144414972,0.249695144414972
phase_002,50,5,0.2447086180713743,0.2493182714210619,0.2493182714210619
phase_002,50,4,0.2476284016864699,0.2503344561724209,0.2503344561724209
phase_001,100,20,0.2478777184280808,0.2502351856423607,0.2502351856423607
phase_001,100,18,0.2525671785028791,0.2506007489368108,0.2506007489368108
phase_001,100,19,0.2491150019135093,0.2497246985284737,0.2497246985284737
phase_001,100,21,0.2488355513307985,0.248848132408857,0.248848132408857
phase_001,100,22,0.2505552336809579,0.2506158218405168,0.2506158218405168
phase_001,100,23,0.2472564497497112,0.2499962249050563,0.2499962249050563
phase_001,100,24,0.251416015625,0.248486328125,0.248486328125
phase_001,100,25,0.249136607828089,0.2491831632883391,0.2491831632883391
phase_001,100,26,0.2477137081247593,0.2505124691385988,0.2505124691385988
phase_001,100,27,0.2512074961360123,0.2497116215110464,0.2497116215110464
phase_001,100,28,0.2527680652680653,0.2495776962688727,0.2495776962688727
phase_002,50,10,0.2515411608497724,0.2499088070503093,0.2499088070503093
phase_002,50,6,0.2464428953399541,0.2498585972850678,0.2498585972850678
phase_002,50,7,0.24983687546607,0.2504427665920954,0.2504427665920954
phase_001,100,29,0.2468998485422188,0.2495095255065297,0.2495095255065297
phase_002,50,9,0.2506396891584533,0.2494769493205808,0.2494769493205808
phase_002,50,8,0.2476904761904761,0.2483406593406593,0.2483406593406593
phase_002,50,11,0.2491685670847586,0.2504038388445458,0.2504038388445458
phase_002,50,14,0.2432168697638994,0.2492649320405413,0.2492649320405413
phase_002,50,13,0.2471802759134974,0.2492668358859634,0.2492668358859634
phase_002,50,12,0.2506735950731332,0.2499676156214839,0.2499676156214839
phase_002,50,15,0.2516911480479319,0.2503400880140347,0.2503400880140347
phase_002,50,16,0.2477645305514157,0.2491760288891436,0.2491760288891436
phase_002,50,17,0.2495411514683153,0.2488157249435263,0.2488157249435263
phase_002,50,18,0.2507344579226687,0.2491379687408876,0.2491379687408876
phase_002,50,19,0.2513951948543322,0.2499790811723274,0.2499790811723274
phase_002,50,20,0.2475363566781477,0.2491159218699402,0.2491159218699402
phase_002,50,21,0.2469355758266818,0.2484531693126334,0.2484531693126334
phase_002,50,22,0.246782740348221,0.2489345556978978,0.2489345556978978
phase_002,50,25,0.247746679316888,0.2489673040432053,0.2489673040432053
phase_002,50,24,0.2493381240544629,0.2502218375421855,0.2502218375421855
phase_002,50,23,0.2497628983308042,0.2516496804599042,0.2516496804599042
phase_002,50,27,0.2475009520182787,0.2500292928701154,0.2500292928701154
phase_002,50,26,0.247980805777271,0.2487756921907435,0.2487756921907435
phase_002,50,28,0.2463654503990878,0.2501260854311025,0.2501260854311025
phase_002,50,29,0.2485107791225416,0.2491926568136855,0.2491926568136855
phase_002,100,0,0.2506260888501742,0.2494651824144291,0.2494651824144291
phase_002,100,2,0.2504977876106194,0.251571447162936,0.251571447162936
phase_002,100,3,0.2503004807692308,0.2496979123817359,0.2496979123817359
phase_002,100,1,0.2507102272727273,0.2503899286987522,0.2503899286987522
phase_002,100,4,0.251692878986457,0.2502944602917619,0.2502944602917619
phase_002,100,5,0.2486950848194867,0.2513352992349615,0.2513352992349615
phase_002,100,7,0.2465139442231075,0.2505712444340285,0.2505712444340285
phase_002,100,6,0.2498640121845082,0.2501045239679857,0.2501045239679857
phase_002,100,8,0.2516854553492484,0.2501619900833897,0.2501619900833897
phase_002,100,10,0.2501077586206897,0.2500169033130494,0.2500169033130494
phase_002,100,9,0.2485271231658515,0.2512320290499481,0.2512320290499481
phase_002,100,11,0.2489120974760661,0.2505658159695557,0.2505658159695557
phase_002,100,13,0.2480730563002681,0.2497382554451628,0.2497382554451628
phase_002,100,12,0.2497525296964364,0.2498641339509847,0.2498641339509847
phase_002,100,15,0.2520686231244484,0.249348856930239,0.249348856930239
phase_002,100,14,0.2482448442299254,0.250202724793296,0.250202724793296
phase_002,100,16,0.2504910519423832,0.2508970524045497,0.2508970524045497
phase_002,100,17,0.2479643485915492,0.2498985950013808,0.2498985950013808
phase_003,50,0,0.25387348555452,0.2526816438454369,0.2526816438454369
phase_003,50,1,0.255529897909577,0.2509606035675555,0.2509606035675555
phase_002,100,18,0.254645824223874,0.250389563346108,0.250389563346108
phase_003,50,2,0.2566508746355685,0.2514729105928085,0.2514729105928085
phase_003,50,4,0.2587969567284831,0.2508515765024324,0.2508515765024324
phase_003,50,3,0.254329128440367,0.2521281757233592,0.2521281757233592
phase_003,50,5,0.2538418290854572,0.2505345884749932,0.2505345884749932
phase_002,100,19,0.2500272094035698,0.2503467865160866,0.2503467865160866
phase_002,100,20,0.2491747359154929,0.2503430509527755,0.2503430509527755
phase_002,100,21,0.2494574652777778,0.2508770978009259,0.2508770978009259
phase_002,100,22,0.2492713730569948,0.2502412882251346,0.2502412882251346
phase_002,100,23,0.2489374455100261,0.2493033830794741,0.2493033830794741
phase_002,100,25,0.2489941278816876,0.2504669549420464,0.2504669549420464
phase_002,100,24,0.2507918304936654,0.2495288635331808,0.2495288635331808
phase_002,100,26,0.2452049539675581,0.2508596160954517,0.2508596160954517
phase_003,50,7,0.2547180801491146,0.252986325184601,0.252986325184601
phase_003,50,6,0.2557477937761263,0.2506040319411197,0.2506040319411197
phase_003,50,8,0.2549807969275084,0.2511124856900181,0.2511124856900181
phase_003,50,10,0.2598731450454763,0.249777911772287,0.249777911772287
phase_003,50,9,0.2535020334387709,0.2511079634328618,0.2511079634328618
phase_002,100,29,0.2481521739130434,0.2500975063938618,0.2500975063938618
phase_002,100,27,0.2471195652173913,0.2503351449275362,0.2503351449275362
phase_002,100,28,0.2532336956521739,0.2501252131287297,0.2501252131287297
phase_003,50,11,0.2575880444856348,0.2504455692592857,0.2504455692592857
phase_003,50,13,0.2583959605448567,0.2505329334826752,0.2505329334826752
phase_003,50,12,0.2528900046707146,0.2524352836560917,0.2524352836560917
phase_003,50,14,0.2600230414746544,0.2509870170152428,0.2509870170152428
phase_003,50,15,0.2554614355773517,0.2497095665146267,0.2497095665146267
phase_003,50,16,0.2573113207547169,0.2525455823657475,0.2525455823657475
phase_003,50,17,0.2567743764172335,0.2485664137449851,0.2485664137449851
phase_003,50,20,0.2544747998115874,0.2502615583897967,0.2502615583897967
phase_003,50,18,0.2541030975496995,0.2517292577972189,0.2517292577972189
phase_003,50,19,0.2566269455252918,0.251118910879976,0.251118910879976
phase_003,50,21,0.2560895912547528,0.2491751060251535,0.2491751060251535
phase_003,50,23,0.2581223124701385,0.2510497445698114,0.2510497445698114
phase_003,50,24,0.2572045233463035,0.2512755817868901,0.2512755817868901
phase_003,50,22,0.2606714221014493,0.2511845039018952,0.2511845039018952
phase_003,50,25,0.255580878915381,0.2503315262344014,0.2503315262344014
phase_003,50,26,0.2555405722326454,0.2512391308269591,0.2512391308269591
phase_003,50,27,0.2585343650432408,0.250696973145198,0.250696973145198
phase_003,50,28,0.2558574879227053,0.250904635823114,0.250904635823114
phase_003,50,29,0.2545585412667946,0.2498800383877159,0.2498800383877159
phase_003,100,0,0.2449837310195227,0.249474536741667,0.249474536741667
phase_003,100,2,0.2506537656903765,0.2500478573577269,0.2500478573577269
phase_003,100,1,0.2525906735751295,0.2506190947881743,0.2506190947881743
phase_003,100,3,0.2552610759493671,0.249875124100273,0.249875124100273
phase_003,100,4,0.2532708628005657,0.2490223812297195,0.2490223812297195
phase_003,100,5,0.2514039855072463,0.2503481102585961,0.2503481102585961
phase_003,100,8,0.2499572795625427,0.2510889523273424,0.2510889523273424
phase_003,100,6,0.2548220973782771,0.249365682602629,0.249365682602629
phase_003,100,7,0.2562279151943463,0.2509890528649622,0.2509890528649622
phase_003,100,9,0.251393581081081,0.2507816640169582,0.2507816640169582
phase_003,100,10,0.2500870473537604,0.2498762562127915,0.2498762562127915
phase_003,100,11,0.2471457353928811,0.2510518310749416,0.2510518310749416
phase_003,100,12,0.2445652173913043,0.2510428084277189,0.2510428084277189
phase_003,100,15,0.2553686471009305,0.2494605036001515,0.2494605036001515
phase_003,100,14,0.248864401076716,0.2496767212941704,0.2496767212941704
phase_003,100,13,0.2502538930264049,0.2513557555723711,0.2513557555723711
phase_003,100,16,0.2509159106769016,0.2487984551810954,0.2487984551810954
phase_003,100,17,0.2466695501730103,0.2493902232173146,0.2493902232173146
phase_003,100,19,0.2473880597014925,0.2498582455370208,0.2498582455370208
phase_003,100,18,0.2435255524861878,0.2499856123388582,0.2499856123388582
phase_003,100,20,0.2495999288762446,0.2494613421471006,0.2494613421471006
phase_003,100,21,0.247280670470756,0.2497683631227098,0.2497683631227098
phase_004,50,1,0.2500438288920056,0.2502621304887258,0.2502621304887258
phase_004,50,0,0.2522791023842917,0.2508133630920272,0.2508133630920272
phase_004,50,2,0.2498027699859747,0.2499393138418384,0.2499393138418384
phase_004,50,3,0.2484665264633719,0.2503311291757664,0.2503311291757664
phase_004,50,4,0.2475061253062653,0.2506259928381035,0.2506259928381035
phase_004,50,5,0.2501530790762771,0.2504701714485654,0.2504701714485654
phase_003,100,22,0.2500782227784731,0.2499907973201796,0.2499907973201796
phase_003,100,23,0.2489680545585068,0.2495539673155694,0.2495539673155694
phase_003,100,25,0.2517791970802919,0.2502549377415199,0.2502549377415199
phase_003,100,24,0.2489604989604989,0.2492483999836941,0.2492483999836941
phase_003,100,26,0.2550238419618528,0.2506453023988886,0.2506453023988886
phase_003,100,29,0.2511387526278907,0.2498308188026437,0.2498308188026437
phase_003,100,27,0.2502287701317716,0.2503929463439841,0.2503929463439841
phase_003,100,28,0.249004142766093,0.2517027206038565,0.2517027206038565
phase_004,50,6,0.2478576425323539,0.2501874983184007,0.2501874983184007
phase_004,50,7,0.2488113762102351,0.2493292172039578,0.2493292172039578
phase_004,50,8,0.2505315379163714,0.250201882189391,0.250201882189391
phase_004,50,9,0.2485815293296089,0.2499286568006016,0.2499286568006016
phase_004,50,10,0.2543579187105816,0.2494769486820117,0.2494769486820117
phase_004,50,12,0.247036354056902,0.249413181216395,0.249413181216395
phase_004,50,11,0.2479873993699685,0.2491560876120729,0.2491560876120729
phase_004,50,14,0.2536803364879074,0.2498045242524737,0.2498045242524737
phase_004,50,13,0.2471491228070175,0.2504116059379217,0.2504116059379217
phase_004,50,15,0.2538309982486865,0.250000841977637,0.250000841977637
phase_004,50,16,0.2510964912280701,0.2500312078272604,0.2500312078272604
phase_004,50,17,0.2482912723449001,0.2502005311547898,0.2502005311547898
phase_004,50,18,0.2513544215309332,0.2501411555937945,0.2501411555937945
phase_004,50,19,0.2508784258608573,0.2503201186550624,0.2503201186550624
phase_004,50,20,0.2495381773399014,0.2502681278081524,0.2502681278081524
phase_004,50,21,0.2501529185599441,0.2501554391955475,0.2501554391955475
phase_004,50,22,0.2473756175017643,0.2506251357146735,0.2506251357146735
phase_004,50,23,0.24851554313657,0.2495424044170988,0.2495424044170988
phase_004,50,24,0.2513265483646485,0.2495115357850222,0.2495115357850222
phase_004,50,25,0.2499566122874002,0.249223193068646,0.249223193068646
phase_004,50,26,0.2495409233997901,0.2501118263513332,0.2501118263513332
phase_004,50,28,0.2472977684797768,0.2501248860100847,0.2501248860100847
phase_004,50,29,0.2453387605042016,0.2504056911226029,0.2504056911226029
phase_004,50,27,0.250043630017452,0.2502844341522351,0.2502844341522351
phase_004,100,0,0.250299815498155,0.2496866181897113,0.2496866181897113
phase_004,100,2,0.2526301218161683,0.2504166395240266,0.2504166395240266
phase_004,100,1,0.2547161172161172,0.2502482403217697,0.2502482403217697
phase_004,100,3,0.2464344865660655,0.2505322335043697,0.2505322335043697
phase_004,100,4,0.2469378427787934,0.2507102018138151,0.2507102018138151
phase_004,100,5,0.2491380916884085,0.2503462249603531,0.2503462249603531
phase_004,100,6,0.2506670960618329,0.2497023100738271,0.2497023100738271
phase_004,100,7,0.246679186515207,0.2499510522420767,0.2499510522420767
phase_004,100,8,0.2486658078763342,0.2497230581595906,0.2497230581595906
phase_004,100,9,0.2515249537892791,0.2499592258345112,0.2499592258345112
phase_004,100,10,0.2528283664459161,0.2499440909549986,0.2499440909549986
phase_004,100,11,0.2504445900411831,0.249994494240976,0.249994494240976
phase_004,100,12,0.2494301604668125,0.2499258091274438,0.2499258091274438
phase_004,100,13,0.247114685568884,0.2494525163755069,0.2494525163755069
phase_004,100,14,0.2454866202346041,0.2501482447817837,0.2501482447817837
phase_004,100,16,0.249721706864564,0.2502250900360144,0.2502250900360144
phase_004,100,17,0.2490945393759286,0.2505749606677738,0.2505749606677738
phase_004,100,15,0.2544348939283101,0.2498072564797682,0.2498072564797682
phase_005,50,0,0.2504514446227929,0.24920900728485,0.24920900728485
phase_005,50,1,0.2452605433901054,0.2504094141867864,0.2504094141867864
phase_005,50,3,0.2501856960950764,0.2496224859605589,0.2496224859605589
phase_005,50,2,0.2446496013428451,0.2493856725523741,0.2493856725523741
phase_004,100,18,0.2515215787532276,0.2499660967300974,0.2499660967300974
phase_005,50,4,0.2503226767275615,0.2500782825197043,0.2500782825197043
phase_005,50,5,0.2477240896358543,0.2493343491242651,0.2493343491242651
phase_004,100,19,0.2515602055800294,0.2506442371368518,0.2506442371368518
phase_004,100,20,0.2512151504035216,0.2497855616934962,0.2497855616934962
phase_004,100,21,0.2509115557217651,0.2500261230146509,0.2500261230146509
phase_004,100,22,0.2468773131014063,0.2494357846765649,0.2494357846765649
phase_004,100,23,0.249631947000368,0.2496251813202277,0.2496251813202277
phase_004,100,24,0.2452563865235098,0.2499659712089204,0.2499659712089204
phase_004,100,26,0.2515889830508475,0.2496789522736139,0.2496789522736139
phase_004,100,25,0.2511684384164223,0.2490656086481513,0.2490656086481513
phase_004,100,27,0.247328279137742,0.2507034143580706,0.2507034143580706
phase_004,100,29,0.2490292159763313,0.2504518541884208,0.2504518541884208
phase_004,100,28,0.2525794375456537,0.2488564180237471,0.2488564180237471
phase_005,50,6,0.250472490550189,0.2483997916195522,0.2483997916195522
phase_005,50,7,0.2512413862991488,0.2514577032209784,0.2514577032209784
phase_005,50,8,0.2502021018593371,0.2484686897580996,0.2484686897580996
phase_005,50,9,0.2458588957055214,0.2487503932672644,0.2487503932672644
phase_005,50,11,0.2518747466558573,0.2494514124910355,0.2494514124910355
phase_005,50,10,0.2499752279032897,0.2490215021799444,0.2490215021799444
phase_005,50,12,0.247428487460815,0.2500697040028936,0.2500697040028936
phase_005,50,14,0.2519877214170692,0.2504258020562368,0.2504258020562368
phase_005,50,13,0.2527425523349436,0.2502061269044965,0.2502061269044965
phase_005,50,15,0.251268262987013,0.2496692760364635,0.2496692760364635
phase_005,50,16,0.252625,0.2502894230769231,0.2502894230769231
phase_005,50,17,0.2564646565495208,0.2500931202383878,0.2500931202383878
phase_005,50,18,0.2480616302186878,0.2498336901666921,0.2498336901666921
phase_005,50,19,0.248769987699877,0.250017740562021,0.250017740562021
phase_005,50,20,0.2480058562197092,0.2493087486019634,0.2493087486019634
phase_005,50,21,0.2472187886279357,0.2498643069950239,0.2498643069950239
phase_005,50,22,0.2530126633986928,0.2487244296757164,0.2487244296757164
phase_005,50,23,0.2495111156854672,0.2500900576368876,0.2500900576368876
phase_005,50,24,0.2517388712241653,0.2500621025437202,0.2500621025437202
phase_005,50,25,0.2522968558595345,0.2502404827716179,0.2502404827716179
phase_005,50,26,0.2504079967360261,0.2489260662837774,0.2489260662837774
phase_005,50,27,0.2467754937525191,0.2491929045360121,0.2491929045360121
phase_005,50,29,0.2506137479541734,0.2496960767342314,0.2496960767342314
phase_005,50,28,0.2498725530179445,0.2507695836993349,0.2507695836993349
phase_005,100,0,0.253337995930824,0.2502973340913171,0.2502973340913171
phase_005,100,1,0.2550245098039215,0.2500624759707804,0.2500624759707804
phase_005,100,2,0.2506015704154002,0.250222872837078,0.250222872837078
phase_005,100,3,0.2497929484145764,0.2506559533420562,0.2506559533420562
phase_005,100,4,0.2535237388724035,0.2494545295863152,0.2494545295863152
phase_005,100,5,0.2530257186081694,0.2506408640107581,0.2506408640107581
phase_005,100,6,0.2536801397205588,0.2503393947399319,0.2503393947399319
phase_005,100,7,0.2520580040526849,0.2494673401275403,0.2494673401275403
phase_005,100,8,0.2517601126472094,0.2496749595895706,0.2496749595895706
phase_005,100,10,0.2496564217891054,0.2506473478946801,0.2506473478946801
phase_005,100,11,0.250459784207945,0.2495726711479098,0.2495726711479098
phase_005,100,9,0.2493520263901979,0.250395021345013,0.250395021345013
phase_005,100,12,0.2456306990881459,0.2511038103184536,0.2511038103184536
phase_005,100,14,0.2508785140562249,0.250321137491141,0.250321137491141
phase_005,100,13,0.2490118577075099,0.2494417480430907,0.2494417480430907
phase_005,100,15,0.2458893871449925,0.2499566468341197,0.2499566468341197
phase_005,100,16,0.2482134205426356,0.2500908430232558,0.2500908430232558
phase_005,100,17,0.2443271248688352,0.2492323004752793,0.2492323004752793
phase_006,50,0,0.2627245508982035,0.253327959465684,0.253327959465684
phase_006,50,1,0.2747596153846154,0.2542591222879684,0.2542591222879684
phase_006,50,3,0.269493006993007,0.2519768692845616,0.2519768692845616
phase_006,50,2,0.2729365620736698,0.2549421502780984,0.2549421502780984
phase_006,50,4,0.2759683098591549,0.2552647616468039,0.2552647616468039
phase_006,50,5,0.2661928487690504,0.2541510731355397,0.2541510731355397
phase_005,100,18,0.25346546692607,0.2504136625467307,0.2504136625467307
phase_005,100,19,0.2483852583586626,0.250044698730556,0.250044698730556
phase_005,100,20,0.2531575037147102,0.2494094096281405,0.2494094096281405
phase_005,100,22,0.2520141298958849,0.2505103677564234,0.2505103677564234
phase_005,100,21,0.2484726295210166,0.2497652042244072,0.2497652042244072
phase_005,100,23,0.246873482272948,0.2499386957308421,0.2499386957308421
phase_005,100,25,0.2556789815277084,0.2503622017953462,0.2503622017953462
phase_005,100,24,0.254470802919708,0.25034230237107,0.25034230237107
phase_006,50,6,0.2703163771712158,0.2545929566711205,0.2545929566711205
phase_005,100,26,0.2490982587064676,0.2499719539557116,0.2499719539557116
phase_006,50,7,0.2752086230876217,0.2534971113726329,0.2534971113726329
phase_006,50,9,0.2631909547738693,0.2548237984795773,0.2548237984795773
phase_006,50,8,0.2681133428981349,0.2520555126365743,0.2520555126365743
phase_006,50,10,0.2712370801033592,0.2538977092029417,0.2538977092029417
phase_006,50,11,0.2690493468795356,0.2528469353578207,0.2528469353578207
phase_005,100,29,0.2495794513457556,0.2496574716843259,0.2496574716843259
phase_005,100,27,0.2494528836251287,0.2494074483552432,0.2494074483552432
phase_006,50,12,0.2702349869451697,0.2514278720626631,0.2514278720626631
phase_005,100,28,0.2514660124461464,0.2495817259407353,0.2495817259407353
phase_006,50,13,0.2735233516483517,0.2529288620033812,0.2529288620033812
phase_006,50,14,0.2732939632545931,0.2539496264889965,0.2539496264889965
phase_006,50,15,0.2826544943820224,0.2530959647796024,0.2530959647796024
phase_006,50,16,0.2698612862547289,0.2560505383645358,0.2560505383645358
phase_006,50,17,0.2763036809815951,0.2532680509674375,0.2532680509674375
phase_006,50,19,0.2682883522727273,0.2532745574737762,0.2532745574737762
phase_006,50,18,0.2679616384915474,0.2566551215364609,0.2566551215364609
phase_006,50,21,0.2726666666666666,0.2515865384615384,0.2515865384615384
phase_006,50,20,0.2785894660894661,0.2512765012765012,0.2512765012765012
phase_006,50,22,0.2712393422655298,0.2549101705237515,0.2549101705237515
phase_006,50,23,0.2764055676855895,0.2541175050386294,0.2541175050386294
phase_006,50,25,0.2677338957055215,0.2552685523831996,0.2552685523831996
phase_006,50,24,0.2751446015424164,0.2527993375519082,0.2527993375519082
phase_006,50,27,0.2791270380434782,0.2542328595317725,0.2542328595317725
phase_006,50,26,0.268242385786802,0.2553628953533776,0.2553628953533776
phase_006,50,29,0.2674524853801169,0.2523195006747639,0.2523195006747639
phase_006,50,28,0.2792537746806039,0.2541320468149736,0.2541320468149736
