point_id,T,seed,p_viable,survival_depth,collapse_rate
phase_000,100,28,0.928,0.928,0.0
phase_001,50,7,0.936,0.936,0.0
phase_001,50,6,0.9286666666666666,0.9286666666666666,0.0
phase_001,50,8,0.9353333333333332,0.9353333333333332,0.0
phase_001,50,10,0.9376666666666666,0.9376666666666666,0.0
phase_001,50,11,0.9363333333333334,0.9363333333333334,0.0
phase_000,100,29,0.921,0.921,0.0
phase_001,50,12,0.9373333333333334,0.9373333333333334,0.0
phase_001,50,13,0.933,0.933,0.0
phase_001,50,15,0.936,0.936,0.0
phase_001,50,9,0.9263333333333332,0.9263333333333332,0.0
phase_001,50,14,0.938,0.938,0.0
phase_001,50,16,0.9343333333333332,0.9343333333333332,0.0003333333333332
phase_001,50,17,0.925,0.925,0.0
phase_001,50,19,0.9413333333333334,0.9413333333333334,0.0
phase_001,50,18,0.9393333333333334,0.9393333333333334,0.0
phase_001,50,20,0.937,0.937,0.0
phase_001,50,21,0.9323333333333332,0.9323333333333332,0.0
phase_001,50,22,0.9346666666666666,0.9346666666666666,0.0
phase_001,50,23,0.9396666666666668,0.9396666666666668,0.0
phase_001,50,24,0.929,0.929,0.0
phase_001,50,28,0.9333333333333332,0.9333333333333332,0.0
phase_001,50,26,0.9436666666666668,0.9436666666666668,0.0
phase_001,50,25,0.932,0.932,0.0
phase_001,50,27,0.929,0.929,0.0
phase_001,50,29,0.9363333333333334,0.9363333333333334,0.0
phase_001,100,0,0.8683333333333333,0.8683333333333333,0.0
phase_001,100,4,0.8643333333333333,0.8643333333333333,0.0
phase_001,100,1,0.868,0.868,0.0
phase_001,100,3,0.867,0.867,0.0
phase_001,100,2,0.8706666666666667,0.8706666666666667,0.0
phase_001,100,5,0.8686666666666667,0.8686666666666667,0.0
phase_001,100,6,0.87,0.87,0.0
phase_001,100,7,0.8763333333333333,0.8763333333333333,0.0
phase_001,100,8,0.8713333333333333,0.8713333333333333,0.0
phase_001,100,11,0.8756666666666667,0.8756666666666667,0.0
phase_001,100,10,0.871,0.871,0.0
phase_001,100,15,0.8723333333333333,0.8723333333333333,0.0
phase_001,100,14,0.864,0.864,0.0
phase_001,100,9,0.8756666666666667,0.8756666666666667,0.0
phase_001,100,13,0.8686666666666667,0.8686666666666667,0.0
phase_001,100,16,0.8693333333333333,0.8693333333333333,0.0
phase_001,100,12,0.8706666666666667,0.8706666666666667,0.0
phase_001,100,17,0.8633333333333333,0.8633333333333333,0.0
phase_002,50,2,0.893,0.893,0.0
phase_002,50,1,0.8763333333333333,0.8763333333333333,0.0
phase_002,50,0,0.8846666666666667,0.8846666666666667,0.0
phase_002,50,3,0.87,0.87,0.0
phase_002,50,5,0.878,0.878,0.0
phase_002,50,4,0.8696666666666667,0.8696666666666667,0.0
phase_001,100,20,0.8736666666666667,0.8736666666666667,0.0
phase_001,100,18,0.8683333333333333,0.8683333333333333,0.0
phase_001,100,19,0.871,0.871,0.0
phase_001,100,21,0.8766666666666667,0.8766666666666667,0.0
phase_001,100,22,0.863,0.863,0.0
phase_001,100,23,0.8656666666666667,0.8656666666666667,0.0
phase_001,100,24,0.8533333333333334,0.8533333333333334,0.0
phase_001,100,25,0.8686666666666667,0.8686666666666667,0.0
phase_001,100,26,0.8656666666666667,0.8656666666666667,0.0003333333333332
phase_001,100,27,0.8626666666666667,0.8626666666666667,0.0003333333333332
phase_001,100,28,0.858,0.858,0.0
phase_002,50,10,0.8786666666666667,0.8786666666666667,0.0
phase_002,50,6,0.8726666666666667,0.8726666666666667,0.0
phase_002,50,7,0.894,0.894,0.0
phase_001,100,29,0.8803333333333333,0.8803333333333333,0.0
phase_002,50,9,0.8793333333333333,0.8793333333333333,0.0
phase_002,50,8,0.875,0.875,0.0
phase_002,50,11,0.877,0.877,0.0003333333333332
phase_002,50,14,0.8753333333333333,0.8753333333333333,0.0
phase_002,50,13,0.894,0.894,0.0
phase_002,50,12,0.866,0.866,0.0
phase_002,50,15,0.8623333333333333,0.8623333333333333,0.0
