point_id,T,seed,transition_determinism,state_concentration,relation_rigidity,branching_collapse,lock_in_index
phase_001,50,19,0.4524849504249292,0.0003541076487252,0.08625,2.186657052938301e-05,6.944885420642556e-07
phase_001,50,18,0.4520360184528034,0.0003548616039744,0.0975,7.795164833845902e-06,7.832502786487196e-07
phase_001,50,20,0.4516253112771256,0.0003557452863749,0.0775,1.8048469782705467e-05,6.254710875071333e-07
phase_001,50,21,0.4514882016446192,0.0003575259206292,0.0875,3.281561318346782e-05,7.115040201563383e-07
phase_001,50,22,0.4516391761768901,0.0003566333808844,0.07375,8.285269624086489e-05,6.072892245458419e-07
phase_001,50,23,0.4528698119900674,0.0003547357218871,0.08125,3.4504885085606674e-05,6.581801461621519e-07
phase_001,50,24,0.4514590060997488,0.0003588087549336,0.07625,8.298050645971777e-05,6.310189299344279e-07
phase_001,50,28,0.4505696428571428,0.0003571428571428,0.08125,5.91278780368576e-05,6.632430003561109e-07
phase_001,50,26,0.4531481808548216,0.0003532320734722,0.06375,2.7167024997387657e-06,5.106467309326826e-07
phase_001,50,25,0.4502284513590844,0.0003576537911301,0.09625,6.439444436256991e-05,7.853063780855088e-07
phase_001,50,27,0.4520828848223897,0.0003588087549336,0.08125,7.203178619330508e-05,6.706677636498519e-07
phase_001,50,29,0.4512704699181203,0.0003559985760056,0.0825,5.125783253623339e-06,6.635114998326123e-07
phase_001,100,0,0.4516749040307101,0.000383877159309,0.075625,4.4174764888604834e-05,6.632815215192946e-07
phase_001,100,4,0.451391245661396,0.0003856536829926,0.08375,2.019117405716031e-05,7.324778096475602e-07
phase_001,100,1,0.4520890937019969,0.0003840245775729,0.070625,1.6398399423467325e-05,6.159190282905895e-07
phase_001,100,3,0.4512194828911957,0.0003844675124951,0.074375,2.540410702422946e-05,6.495329796372239e-07
phase_001,100,2,0.4514098392036753,0.0003828483920367,0.069375,4.658768975041028e-05,6.075260418364673e-07
phase_001,100,5,0.450407712970069,0.0003837298541826,0.068125,4.95925472531189e-05,5.972901527601439e-07
phase_001,100,6,0.4517564655172414,0.0003831417624521,0.069375,5.7173167287372095e-05,6.102906466433335e-07
phase_001,100,7,0.4519534518828451,0.00038037276531,0.065,2.470151345601579e-05,5.62956505474486e-07
phase_001,100,8,0.4508007364192808,0.0003825554705432,0.0625,7.193679021599841e-05,5.513318513065279e-07
phase_001,100,11,0.4510801294251998,0.0003806623524933,0.0825,4.214236115174241e-05,7.155367779221777e-07
phase_001,100,10,0.4505587447378492,0.0003827018752391,0.0775,2.475080126207452e-05,6.724327691569315e-07
phase_001,100,15,0.4517028085594191,0.0003821169277799,0.0675,1.4221580154072376e-05,5.849907934985812e-07
phase_001,100,14,0.4514723186728395,0.0003858024691358,0.085,3.6375393282162e-05,7.465971595321381e-07
phase_001,100,9,0.4513839455652836,0.0003806623524933,0.078125,8.539765894965967e-05,6.858643584328607e-07
phase_001,100,13,0.4514377877973906,0.0003837298541826,0.08125,3.340120479256026e-05,7.095336066493556e-07
phase_001,100,16,0.4516540452453987,0.000383435582822,0.06625,5.47374313277782e-05,5.831389598009651e-07
phase_001,100,12,0.4506367247320061,0.0003828483920367,0.065625,5.88926404190282e-05,5.762599309403315e-07
phase_001,100,17,0.4520605694980695,0.0003861003861003,0.070625,4.482104948366761e-05,6.241701603070061e-07
phase_002,50,2,0.3640537513997761,0.0003732736095558,0.0875,5.209371862369139e-05,6.016051049135272e-07
phase_002,50,1,0.3645468809433244,0.00038037276531,0.07625,5.925255530825346e-05,5.368715548961468e-07
phase_002,50,0,0.3627081763376036,0.0003767897513187,0.0875,2.1206633616821516e-05,6.008063643113914e-07
phase_002,50,3,0.363647509578544,0.0003831417624521,0.0725,3.7111886197482846e-05,5.10236730733218e-07
phase_002,50,5,0.3647271260440394,0.0003796507213363,0.08375,6.586244482376102e-05,5.889584891891495e-07
phase_002,50,4,0.3632272901494826,0.000383288616328,0.095,1.826071068899981e-05,6.638414782176358e-07
phase_001,100,20,0.4518647462800457,0.0003815337657382,0.0675,3.0241595312952008e-05,5.870692977826576e-07
phase_001,100,18,0.4516082053742802,0.000383877159309,0.08,3.915214982441739e-05,7.00235797933156e-07
phase_001,100,19,0.4518482108687333,0.0003827018752391,0.0725,4.772231569227792e-05,6.350987399017324e-07
phase_001,100,21,0.4513450570342205,0.0003802281368821,0.075625,3.164838579039486e-05,6.543470872244308e-07
phase_001,100,22,0.450862784859019,0.0003862495171881,0.07125,7.668170465002788e-05,6.337472375305151e-07
