kappa,variant_id,split,alpha,T,singleton_fraction,small_fiber_fraction,macro_path_entropy,macro_node_entropy
predictive_kmeans_k5,noise_test_004,test,0.525,2400,0.37382939289269396,0.6669442392118816,4.257317401163071,1.4785413284445463
predictive_kmeans_k8,noise_test_004,test,0.525,2400,0.4706650854695823,0.773017791077641,5.837591540988821,1.8794718330636955
predictive_kmeans_no_COM_k13,noise_test_004,test,0.525,2400,0.5337773661435113,0.8376315194261901,8.110003955659685,2.6637781638983706
predictive_kmeans_no_COM_k8,noise_test_004,test,0.525,2400,0.48618494587368033,0.7893426590579393,5.986405199081794,1.8812808505151208
random_matched_predictive_kmeans_k13,noise_test_004,test,0.525,2400,0.9999732965979821,1.0,11.549013778040122,3.7000230405238597
random_matched_predictive_kmeans_k21,noise_test_004,test,0.525,2400,0.99999665998664,1.0,11.549060489226974,4.391636542056407
random_matched_predictive_kmeans_k5,noise_test_004,test,0.525,2400,0.9812187155991792,1.0,11.511647488046105,2.3217845376309465
random_matched_predictive_kmeans_k8,noise_test_004,test,0.525,2400,0.9992616322194355,1.0,11.547591986349875,2.999746705501258
random_matched_predictive_kmeans_no_COM_k13,noise_test_004,test,0.525,2400,0.9999732965979821,1.0,11.549013778040122,3.7000230405238597
random_matched_predictive_kmeans_no_COM_k8,noise_test_004,test,0.525,2400,0.9992616322194355,1.0,11.547591986349875,2.999746705501258
all_one_diagnostic,noise_test_005,test,0.525,1500,0.0,0.0,0.0,0.0
boundary_v2_regime_sequence,noise_test_005,test,0.525,1500,0.4818138253600395,0.7234868739432746,1.5551536145217764,0.5308704946891467
center_of_mass,noise_test_005,test,0.525,1500,0.5175347300599087,0.8253515134306832,8.710318060862024,2.1271628053992204
identity_diagnostic,noise_test_005,test,0.525,1500,1.0,1.0,11.549043076324383,7.810766608008291
joint_basin,noise_test_005,test,0.525,1500,0.5085921288878442,0.7872545319679897,7.223355467252438,1.709265607711057
predictive_kmeans_k13,noise_test_005,test,0.525,1500,0.6943959431282822,0.9342206700938368,9.887044542510965,3.065507395362546
predictive_kmeans_k21,noise_test_005,test,0.525,1500,0.8401379616443474,0.9876002885405519,10.930218738884575,3.733679058416271
predictive_kmeans_k5,noise_test_005,test,0.525,1500,0.4069476111621278,0.7165555137183428,5.329566800821977,1.670628214548374
predictive_kmeans_k8,noise_test_005,test,0.525,1500,0.5246021009130328,0.8216075324275195,7.818540298749423,2.3008816041481297
predictive_kmeans_no_COM_k13,noise_test_005,test,0.525,1500,0.6959714750686998,0.9364096701336473,10.008471455171165,3.1524524587940475
predictive_kmeans_no_COM_k8,noise_test_005,test,0.525,1500,0.528496941043865,0.8268762695170675,7.841404455157513,2.321211843958612
random_matched_predictive_kmeans_k13,noise_test_005,test,0.525,1500,0.999973291033912,1.0,11.548989676220483,3.700022414129943
random_matched_predictive_kmeans_k21,noise_test_005,test,0.525,1500,0.9999966622162885,1.0,11.549036402984376,4.391634598582358
random_matched_predictive_kmeans_k5,noise_test_005,test,0.525,1500,0.9812359791102442,1.0,11.511665596224711,2.321784610684462
random_matched_predictive_kmeans_k8,noise_test_005,test,0.525,1500,0.9992616712766339,1.0,11.547567973502055,2.9997459224077865
random_matched_predictive_kmeans_no_COM_k13,noise_test_005,test,0.525,1500,0.999973291033912,1.0,11.548989676220483,3.700022414129943
