variant_id,perturbation_family,perturbation_strength,split,alpha,T,kappa,metric,mean,std,se,ci_low,ci_high,ci_width,ci_excludes_zero
noise_test_000,noise,moderate,test,0.525,1500,predictive_kmeans_k8,lower_rank_erasure_score,0.0818258083580355,0.0037895878588048485,0.00037895878588048486,0.0811469988442633,0.08247969045193453,0.0013326916076712297,True
noise_test_000,noise,moderate,test,0.525,1500,predictive_kmeans_k8,singleton_fraction,0.4341108431828868,0.023026829597739773,0.002302682959773977,0.42984458647069085,0.43846225872650274,0.008617672255811892,True
noise_test_000,noise,moderate,test,0.525,1500,predictive_kmeans_no_COM_k13,Delta_viable_propagation_vs_product,0.07156912187953143,0.013569674665380534,0.0013569674665380534,0.06921703532410366,0.07416748269586249,0.004950447371758829,True
noise_test_000,noise,moderate,test,0.525,1500,predictive_kmeans_no_COM_k13,Delta_viable_propagation_vs_shuffled,0.07249006684453994,0.014360071603102913,0.0014360071603102913,0.06989334113594953,0.07519467570800643,0.005301334572056907,True
noise_test_000,noise,moderate,test,0.525,1500,predictive_kmeans_no_COM_k13,Delta_depth_vs_product,-0.0011440809459778566,0.004483488773456252,0.0004483488773456252,-0.0018814330362393584,-0.00021544741291609933,0.001665985623323259,True
noise_test_000,noise,moderate,test,0.525,1500,predictive_kmeans_no_COM_k13,Delta_depth_vs_shuffled,-0.0007188215312164547,0.0042072713837866494,0.00042072713837866494,-0.0015940056810130137,-9.705011769175443e-06,0.0015843006692438382,True
noise_test_000,noise,moderate,test,0.525,1500,predictive_kmeans_no_COM_k13,component_A_preservation,0.9990944812298763,0.002108503848269282,0.0002108503848269282,0.9986677795147365,0.9994593545191144,0.0007915750043778758,True
noise_test_000,noise,moderate,test,0.525,1500,predictive_kmeans_no_COM_k13,component_B_preservation,0.6625813579193419,0.006127849926533147,0.0006127849926533147,0.6613733259637933,0.663678936054489,0.002305610090695742,True
noise_test_000,noise,moderate,test,0.525,1500,predictive_kmeans_no_COM_k13,lower_rank_erasure_score,0.16916208042539096,0.0032445782961108057,0.00032445782961108057,0.16848347276107453,0.16983658848216307,0.001353115721088538,True
noise_test_000,noise,moderate,test,0.525,1500,predictive_kmeans_no_COM_k13,singleton_fraction,0.5134648467881024,0.014931834142524305,0.0014931834142524305,0.5104357179656414,0.5163313996284039,0.005895681662762553,True
noise_test_000,noise,moderate,test,0.525,1500,predictive_kmeans_no_COM_k8,Delta_viable_propagation_vs_product,-0.06007424032748441,0.02916996222003209,0.002916996222003209,-0.06590356917764063,-0.05517925856561346,0.010724310612027173,True
noise_test_000,noise,moderate,test,0.525,1500,predictive_kmeans_no_COM_k8,Delta_viable_propagation_vs_shuffled,-0.06035056333590175,0.026682448794505674,0.0026682448794505672,-0.06494989528408263,-0.0550665157239947,0.009883379560087925,True
noise_test_000,noise,moderate,test,0.525,1500,predictive_kmeans_no_COM_k8,Delta_depth_vs_product,0.0018970995075325659,0.0030397453726879594,0.00030397453726879595,0.0013510350847343716,0.002493302007814468,0.0011422669230800964,True
noise_test_000,noise,moderate,test,0.525,1500,predictive_kmeans_no_COM_k8,Delta_depth_vs_shuffled,0.0020449385233301644,0.0031630387831404426,0.00031630387831404425,0.0014375720915248004,0.002650661683890999,0.0012130895923661985,True
noise_test_000,noise,moderate,test,0.525,1500,predictive_kmeans_no_COM_k8,component_A_preservation,1.0,0.0,0.0,1.0,1.0,0.0,True
noise_test_000,noise,moderate,test,0.525,1500,predictive_kmeans_no_COM_k8,component_B_preservation,0.8344565588335443,0.007586372759968687,0.0007586372759968687,0.8330637806375435,0.8358934173961069,0.002829636758563403,True
noise_test_000,noise,moderate,test,0.525,1500,predictive_kmeans_no_COM_k8,lower_rank_erasure_score,0.08277172058322783,0.0037931863799843374,0.0003793186379984337,0.08199845654314714,0.08356198976207428,0.0015635332189271461,True
noise_test_000,noise,moderate,test,0.525,1500,predictive_kmeans_no_COM_k8,singleton_fraction,0.4277679635643908,0.019947107696848487,0.0019947107696848486,0.4241006874066726,0.43197453518907736,0.007873847782404741,True
noise_test_000,noise,moderate,test,0.525,1500,random_matched_predictive_kmeans_k13,Delta_viable_propagation_vs_product,4.416915321216156e-06,1.5056211075532147e-05,1.5056211075532146e-06,2.1798103720186498e-06,7.191007833377399e-06,5.011197461358749e-06,True
noise_test_000,noise,moderate,test,0.525,1500,random_matched_predictive_kmeans_k13,Delta_viable_propagation_vs_shuffled,4.387273491501174e-06,1.4966436165296087e-05,1.4966436165296086e-06,1.6321208825899093e-06,7.20204121122492e-06,5.56992032863501e-06,True
noise_test_000,noise,moderate,test,0.525,1500,random_matched_predictive_kmeans_k13,Delta_depth_vs_product,4.4503767959724885e-09,4.450376795972488e-08,4.450376795972488e-09,0.0,1.3351130387917466e-08,1.3351130387917466e-08,False
noise_test_000,noise,moderate,test,0.525,1500,random_matched_predictive_kmeans_k13,Delta_depth_vs_shuffled,1.7826794908026855e-08,1.573786210420453e-07,1.5737862104204532e-08,0.0,6.240939492752062e-08,6.240939492752062e-08,False
noise_test_000,noise,moderate,test,0.525,1500,random_matched_predictive_kmeans_k13,component_A_preservation,0.6926028798775745,0.003670314417454955,0.0003670314417454955,0.6919549674693413,0.6932453079117119,0.001290340442370641,True
noise_test_000,noise,moderate,test,0.525,1500,random_matched_predictive_kmeans_k13,component_B_preservation,0.45604394066876675,0.004560207394758222,0.00045602073947582217,0.4552277467680692,0.4569498024917627,0.0017220557236934941,True
noise_test_000,noise,moderate,test,0.525,1500,random_matched_predictive_kmeans_k13,lower_rank_erasure_score,0.42567658972682937,0.0029011833977263856,0.00029011833977263854,0.4250796472941263,0.42624256301491387,0.0011629157207875829,True
noise_test_000,noise,moderate,test,0.525,1500,random_matched_predictive_kmeans_k13,singleton_fraction,0.9999732966106499,9.101181174156469e-05,9.101181174156469e-06,0.9999566086885918,0.9999899850050484,3.337631645661254e-05,True
noise_test_000,noise,moderate,test,0.525,1500,random_matched_predictive_kmeans_k21,Delta_viable_propagation_vs_product,5.062730387274965e-07,5.062730387274964e-06,5.062730387274964e-07,0.0,1.5188191161824897e-06,1.5188191161824897e-06,False
noise_test_000,noise,moderate,test,0.525,1500,random_matched_predictive_kmeans_k21,Delta_viable_propagation_vs_shuffled,5.320826123254277e-07,5.320826123254276e-06,5.320826123254276e-07,0.0,1.5962478369762831e-06,1.5962478369762831e-06,False
noise_test_000,noise,moderate,test,0.525,1500,random_matched_predictive_kmeans_k21,Delta_depth_vs_product,7.618146321183183e-05,0.0006825197331180249,6.825197331180249e-05,-5.361258851676706e-05,0.00021332602106877415,0.0002669386095855412,False
noise_test_000,noise,moderate,test,0.525,1500,random_matched_predictive_kmeans_k21,Delta_depth_vs_shuffled,0.00013720219659176802,0.0007828671281277802,7.828671281277802e-05,-2.1891468128668433e-05,0.00027060366399610285,0.0002924951321247713,False
noise_test_000,noise,moderate,test,0.525,1500,random_matched_predictive_kmeans_k21,component_A_preservation,0.6926000696049947,0.0036685523664806573,0.00036685523664806575,0.6919188103464496,0.6932991972000051,0.0013803868535554598,True
noise_test_000,noise,moderate,test,0.525,1500,random_matched_predictive_kmeans_k21,component_B_preservation,0.45604211039193865,0.004561615836357907,0.0004561615836357907,0.4551903305044204,0.4568710438172453,0.0016807133128248775,True
noise_test_000,noise,moderate,test,0.525,1500,random_matched_predictive_kmeans_k21,lower_rank_erasure_score,0.4256789100015334,0.002901675131919048,0.0002901675131919048,0.4250998397227124,0.42623559123829613,0.001135751515583705,True
noise_test_000,noise,moderate,test,0.525,1500,random_matched_predictive_kmeans_k21,singleton_fraction,0.9999966588706982,3.3411293017038275e-05,3.3411293017038276e-06,0.9999899766120949,1.0,1.0023387905122583e-05,True
noise_test_000,noise,moderate,test,0.525,1500,random_matched_predictive_kmeans_k5,Delta_viable_propagation_vs_product,0.0031557838422744543,0.0004794403863433948,4.794403863433948e-05,0.0030631656758901655,0.00324930401540831,0.0001861383395181447,True
noise_test_000,noise,moderate,test,0.525,1500,random_matched_predictive_kmeans_k5,Delta_viable_propagation_vs_shuffled,0.003146580932047358,0.00046297585978332545,4.629758597833254e-05,0.003047681615922296,0.003232330791890417,0.000184649175968121,True
noise_test_000,noise,moderate,test,0.525,1500,random_matched_predictive_kmeans_k5,Delta_depth_vs_product,0.0,0.0,0.0,0.0,0.0,0.0,False
noise_test_000,noise,moderate,test,0.525,1500,random_matched_predictive_kmeans_k5,Delta_depth_vs_shuffled,0.0,0.0,0.0,0.0,0.0,0.0,False
noise_test_000,noise,moderate,test,0.525,1500,random_matched_predictive_kmeans_k5,component_A_preservation,0.6948502138529489,0.0036579927019244046,0.00036579927019244046,0.6941834273714738,0.6954795705055046,0.0012961431340308138,True
noise_test_000,noise,moderate,test,0.525,1500,random_matched_predictive_kmeans_k5,component_B_preservation,0.45752409666823174,0.004606574057058592,0.00046065740570585916,0.4566233003437065,0.45842737390168803,0.0018040735579815115,True
noise_test_000,noise,moderate,test,0.525,1500,random_matched_predictive_kmeans_k5,lower_rank_erasure_score,0.4238128447394096,0.0029295814093282845,0.00029295814093282846,0.4232005848176378,0.42439576470744483,0.001195179889807052,True
noise_test_000,noise,moderate,test,0.525,1500,random_matched_predictive_kmeans_k5,singleton_fraction,0.9812253098908215,0.002611682950969635,0.00026116829509696346,0.980732520605306,0.9816832248271512,0.0009507042218451778,True
noise_test_000,noise,moderate,test,0.525,1500,random_matched_predictive_kmeans_k8,Delta_viable_propagation_vs_product,0.00012445877991313278,8.274063749285326e-05,8.274063749285326e-06,0.0001068378396667715,0.00014216287694854537,3.5325037281773864e-05,True
noise_test_000,noise,moderate,test,0.525,1500,random_matched_predictive_kmeans_k8,Delta_viable_propagation_vs_shuffled,0.00012397283919411348,8.388537890469892e-05,8.388537890469892e-06,0.00010809787977343575,0.0001399653843853793,3.186750461194355e-05,True
noise_test_000,noise,moderate,test,0.525,1500,random_matched_predictive_kmeans_k8,Delta_depth_vs_product,0.0,0.0,0.0,0.0,0.0,0.0,False
noise_test_000,noise,moderate,test,0.525,1500,random_matched_predictive_kmeans_k8,Delta_depth_vs_shuffled,0.0,0.0,0.0,0.0,0.0,0.0,False
noise_test_000,noise,moderate,test,0.525,1500,random_matched_predictive_kmeans_k8,component_A_preservation,0.6926881194673592,0.00366441451755335,0.000366441451755335,0.6918512666983584,0.6933688813678196,0.0015176146694612092,True
