variant_id,perturbation_family_learned,perturbation_strength_learned,split_learned,condition_learned,alpha,T,kappa_learned,seed_learned,p_viable_learned,certified_path_mass_survival_to_final_segment_learned,multi_step_transport_depth_learned,transport_survival_mean_learned,viable_propagation_index_learned,component_A_preservation_learned,component_B_preservation_learned,lower_rank_erasure_score_learned,singleton_fraction_learned,small_fiber_fraction_learned,certified_node_fraction_learned,viable_fiber_fraction_learned,macro_path_entropy_learned,macro_node_entropy_learned,breadth_index_learned,certified_transport_density_learned,Delta_viable_propagation_vs_product_learned,Delta_viable_propagation_vs_shuffled_learned,Delta_depth_vs_product_learned,Delta_depth_vs_shuffled_learned,Delta_breadth_vs_product_learned,Delta_breadth_vs_shuffled_learned,Delta_R_learned,Delta_H_weighted_learned,is_learned_learned,is_random_matched_learned,propagation_positive_learned,component_preserving_learned,nonfragmented_learned,low_erasure_learned,learned_candidate_learned,perturbation_family_COM,perturbation_strength_COM,split_COM,condition_COM,kappa_COM,seed_COM,p_viable_COM,certified_path_mass_survival_to_final_segment_COM,multi_step_transport_depth_COM,transport_survival_mean_COM,viable_propagation_index_COM,component_A_preservation_COM,component_B_preservation_COM,lower_rank_erasure_score_COM,singleton_fraction_COM,small_fiber_fraction_COM,certified_node_fraction_COM,viable_fiber_fraction_COM,macro_path_entropy_COM,macro_node_entropy_COM,breadth_index_COM,certified_transport_density_COM,Delta_viable_propagation_vs_product_COM,Delta_viable_propagation_vs_shuffled_COM,Delta_depth_vs_product_COM,Delta_depth_vs_shuffled_COM,Delta_breadth_vs_product_COM,Delta_breadth_vs_shuffled_COM,Delta_R_COM,Delta_H_weighted_COM,is_learned_COM,is_random_matched_COM,propagation_positive_COM,component_preserving_COM,nonfragmented_COM,low_erasure_COM,learned_candidate_COM,viable_propagation_ratio,depth_ratio
noise_test_000,noise,moderate,test,coupled,0.525,1500,predictive_kmeans_k21,49.5,0.9988266666666666,0.960113216921883,0.9644643486912244,0.9887651929760547,0.20147534605495745,0.8630576078551934,0.5682745776254882,0.28433390725965924,0.6265385513538996,0.8936872256694359,0.7287634222680305,1.0,9.268178577858272,3.470741059146501,0.8025055049959788,0.6824132732225876,0.057938132512031754,0.05813253990880993,-0.00042596332332245357,-0.0004291722655824781,0.046617063061113906,0.04627219502264923,0.5343418640774527,0.5332490983321989,True,False,True,False,False,False,False,noise,moderate,test,coupled,center_of_mass,49.5,0.9988266666666666,0.7090254770704217,0.7098033489528254,0.9011161618862452,0.299071436288596,1.0,0.8052796190792121,0.0973601904603939,0.41868543560921606,0.7133345465878554,0.8150148041983624,1.0,6.540683291389586,1.9814342414176354,0.5663393810463103,0.6519060355478271,0.11310310941650659,0.1119158457545954,0.05276087427437104,0.05286072124410013,0.047441134311437594,0.04822754987722089,0.5569425049754999,0.5559698929277195,False,False,True,True,True,True,False,0.519430823373132,-0.008118925649929129
noise_test_000,noise,moderate,test,coupled,0.525,2400,predictive_kmeans_k21,49.5,0.9989566666666667,0.9689779551775838,0.9713593725271585,0.9925945704238949,0.18087767545780004,0.9203323113508053,0.5380224202574982,0.2708226341958482,0.6504183720299043,0.9047620235949594,0.7938884742902608,1.0,9.024465476254829,3.0752540659628536,0.781390373007931,0.7265592499546952,0.046154304545653196,0.045690729042378836,0.00654304006446238,0.006464084485943933,-0.01041941852928241,-0.010341755328727387,-0.11942384374198589,-0.11917732634074873,True,False,True,False,False,False,False,noise,moderate,test,coupled,center_of_mass,49.5,0.9989566666666667,0.7692729561181325,0.7700065899889524,0.9479441192018444,0.2914932654445779,1.0,0.6940764919697752,0.1529617540151124,0.4240505008520025,0.7354432432960206,0.8471896561716471,1.0,6.995400750173705,1.9021898198104885,0.6057022837738775,0.716024558171224,0.10126851201399303,0.10161199984866931,0.09592488729596527,0.0955481869448166,0.10092086278875967,0.10134336740075134,1.1704484630365268,1.169304961170587,False,False,True,False,True,True,False,0.4496587913871001,0.0676526127039672
noise_test_001,noise,moderate,test,coupled,0.525,1500,predictive_kmeans_k21,49.5,0.9989233333333333,0.9416438203707986,0.9494623659225627,0.9852402366450436,0.0975690091081287,0.8983330870224857,0.662246724023943,0.21971009447678558,0.8411946030688827,0.9878843177732105,0.8027530093612723,1.0,10.94001385832119,3.7331207493155016,0.9472535865760062,0.7200983698263621,-0.04442513233372673,-0.04519028335002477,-0.003832823152182363,-0.003923946155256819,0.05745378499614062,0.05699990334197702,0.6583883526084726,0.6583649295158782,True,False,False,False,False,False,False,noise,moderate,test,coupled,center_of_mass,49.5,0.9989233333333333,0.6393189725892268,0.6528330531682792,0.8654174320021011,0.22270853761390277,1.0,0.8325874466839518,0.08370627665802405,0.5165578199381096,0.8268709543157163,0.7571884648014107,1.0,8.701921969281994,2.1224267934776972,0.7534658196064971,0.53011685958578,0.06061633219800111,0.06117937021350048,0.1278824394364031,0.12796659971770286,0.0230473756006504,0.022641047373657797,0.2615557431017912,0.2618368258334627,False,False,True,True,False,True,False,-0.7386523135547514,-0.030663830748907377
noise_test_001,noise,moderate,test,coupled,0.525,2400,predictive_kmeans_k21,49.5,0.9990066666666667,0.9424725416471046,0.9505444591460249,0.9854644039782217,0.08512913885662121,0.9380299256956376,0.6829523057901287,0.18950888425711684,0.8657935897803586,0.9901802805979995,0.7893206926218526,1.0,11.023130402128846,3.5027924411669256,0.9544403526090622,0.7193962533203322,-0.03377761340050661,-0.03479560350407862,0.0007808117567282835,-0.0002470909740903693,0.03034555060530908,0.030921059671934148,0.35727270627537244,0.358162165451656,True,False,False,False,False,True,False,noise,moderate,test,coupled,center_of_mass,49.5,0.9990066666666667,0.6969095595284653,0.7079751610910969,0.9189337221486252,0.2205129427567259,1.0,0.8033150297319471,0.09834248513402633,0.571412511702371,0.8709696883057965,0.7714196045011775,1.0,9.371581339069763,2.1129990752319694,0.811440614667292,0.5870618544691008,0.0771942782319813,0.07710346687981479,0.22712184912048683,0.22856415545785025,0.04295023222908012,0.043398412982661005,0.501351106623984,0.5018879580518565,False,False,True,True,False,True,False,-0.451284551942604,-0.0010810574107536978
noise_test_002,noise,moderate,test,coupled,0.525,1500,predictive_kmeans_k21,49.5,0.9989133333333333,0.9414227369385293,0.9493141529004973,0.9852138603094011,0.09779073565547752,0.8992388980388523,0.6625090472991165,0.2191260273310155,0.8408672345856375,0.987767045471913,0.8019798875022568,1.0,10.938934558073258,3.733159227046867,0.9471613344076268,0.7213445996693792,-0.04513224409805053,-0.04524919489869489,-0.004849082985987296,-0.004754199072144694,0.05697575380703279,0.057048608061381234,0.6588985275746833,0.6584566588021978,True,False,False,False,False,False,False,noise,moderate,test,coupled,center_of_mass,49.5,0.9989133333333333,0.6394649815780042,0.6531164945949732,0.8651674682785852,0.22255146345620813,1.0,0.8318450972883317,0.08407745135583411,0.5164153312428649,0.8281930582968566,0.7542225807927325,1.0,8.712255707513235,2.123628170868735,0.7543615249829101,0.5312148044120534,0.06041462303155151,0.06123079884522367,0.12774787397391651,0.1277985871350874,0.023730209338109765,0.024214184477299727,0.2796823328975595,0.27960328005246815,False,False,True,True,False,True,False,-0.7389940316322456,-0.03720071699321171
noise_test_002,noise,moderate,test,coupled,0.525,2400,predictive_kmeans_k21,49.5,0.99895,0.9425728941753775,0.9507770516862558,0.9854334924578112,0.08509879297355413,0.9371746602033908,0.6819794315291758,0.19042295413371665,0.8656614350405971,0.990031643152338,0.7818371049896881,1.0,11.02928093186725,3.5035784618932126,0.954979665375787,0.717794000951041,-0.03385853141239653,-0.03430180618442377,0.0009781730827485013,0.0015387926031906751,0.030997350818098957,0.030901581244899723,0.35720095049117084,0.35931604148881036,True,False,False,False,False,True,False,noise,moderate,test,coupled,center_of_mass,49.5,0.99895,0.6952793883076273,0.7063431296446242,0.9186249732293388,0.21929732733251955,1.0,0.802347934610509,0.09882603269474544,0.5720968656498753,0.8707613346054971,0.7661557329753381,1.0,9.374731784140087,2.112275916223361,0.8117191657539906,0.5868872432462652,0.07564432456570824,0.07566807860460029,0.22578945292214225,0.22733511833768344,0.04318856879352018,0.043174427772754376,0.4988899598661014,0.5004371551672389,False,False,True,True,False,True,False,-0.453319376109259,0.006768829270385553
noise_test_003,noise,moderate,test,coupled,0.525,1500,predictive_kmeans_k21,49.5,0.9989366666666666,0.9603482183688284,0.9646599149121731,0.9887976561291452,0.20190386813993733,0.8639366528552229,0.5681812235089119,0.2839410618179326,0.6257817605452684,0.8937878965276539,0.7252287679723289,1.0,9.269711310416808,3.470400878841115,0.8026271967177354,0.6784762536132153,0.058573254972718036,0.0577378147074685,0.00025057769500880234,-0.0007853561773821793,0.04626711907791514,0.0464630114300133,0.5366657456959807,0.5365317433979584,True,False,True,False,False,False,False,noise,moderate,test,coupled,center_of_mass,49.5,0.9989366666666666,0.7102257677345908,0.7109762332571221,0.9014360985523625,0.30363707251121175,1.0,0.8048120423622089,0.09759397881889548,0.41075661496767474,0.7151616154785575,0.819049529536393,1.0,6.544397559254305,1.979727716219674,0.5666532130504348,0.6549159559939018,0.1161966781146262,0.11722314636010145,0.053599498074655805,0.05449341575680822,0.04881526372616385,0.04727343465499223,0.5460081575196156,0.5457274883155394,False,False,True,True,True,True,False,0.4925461950159732,-0.014411946222770219
noise_test_003,noise,moderate,test,coupled,0.525,2400,predictive_kmeans_k21,49.5,0.9989266666666667,0.9688732551013647,0.9712618342075138,0.9926559943331797,0.18013844650566152,0.921469994690683,0.5387317194188359,0.2698991429452404,0.6523154702990118,0.903766989967519,0.7910454683480781,1.0,9.021754813956184,3.075747678215083,0.7811585438910679,0.7259533017505728,0.04505471124600122,0.044740123538865584,0.005660943718808875,0.005735384443734781,-0.010259069259235476,-0.010197180853176113,-0.11768067463541065,-0.11685367399050861,True,False,True,False,False,False,False,noise,moderate,test,coupled,center_of_mass,49.5,0.9989266666666667,0.7672636837741521,0.7678561714519172,0.9476471285914243,0.29097202107777564,1.0,0.6946048751718439,0.152697562414078,0.42387152865315897,0.7380878633534727,0.841711302925402,1.0,6.997433802509501,1.904728317857259,0.6058805651968273,0.7139843461917015,0.10254105467673202,0.10173874574557326,0.09417308447412975,0.09313564954881892,0.1014627003292351,0.10147425830179835,1.1720019072545087,1.1711905749860252,False,False,True,False,True,True,False,0.4397550137953442,0.06158097862117195
noise_test_004,noise,moderate,test,coupled,0.525,1500,predictive_kmeans_k21,49.5,0.9989566666666667,0.9598646074416248,0.9642186933206051,0.988646476098134,0.20134491110786523,0.8637980504430526,0.5688585396974583,0.28367170492974453,0.6270253559921348,0.8938586411297745,0.7256343103866955,1.0,9.273293200149972,3.472572272479403,0.8029353072352956,0.6802139157187714,0.056772805193842146,0.05731908686836068,-0.0003278331245566424,0.00038368086497031495,0.04634471315669997,0.047017119199589286,0.5431029817908115,0.5432638601980067,True,False,True,False,False,False,False,noise,moderate,test,coupled,center_of_mass,49.5,0.9989566666666667,0.7089664537793768,0.7097368319828234,0.9011179890868632,0.2994433021741073,1.0,0.8070194452775195,0.0964902773612402,0.4191681573725832,0.7152059550206255,0.8175703529860785,1.0,6.536762910811522,1.9805427243475646,0.5659907144339376,0.6529078938974482,0.11374324971114366,0.11347246047805215,0.05425688404442364,0.05289424001403542,0.04657628354068799,0.04774674652212885,0.5515012356447837,0.5514246078285252,False,False,True,True,True,True,False,0.505136547025411,0.007253736226638396
noise_test_004,noise,moderate,test,coupled,0.525,2400,predictive_kmeans_k21,49.5,0.9988366666666667,0.9693346050774863,0.9716055134962188,0.9927282278616064,0.18095017112663986,0.9207977353706864,0.538514208019786,0.27034402830476373,0.6508153656257654,0.9042255590985938,0.7950528731709922,1.0,9.021589674251084,3.0755807720913606,0.7811530513488322,0.7298739819428465,0.04767333989342443,0.045895793964866316,0.006721682024399822,0.005857542956019479,-0.010573664231892654,-0.011206692577628075,-0.12952932643067072,-0.13020224135765268,True,False,True,False,False,False,False,noise,moderate,test,coupled,center_of_mass,49.5,0.9988366666666667,0.7673462381003828,0.7680122685974424,0.9476375461948838,0.2903544088386721,1.0,0.6940561360248431,0.1529719319875784,0.42471552970469545,0.7350423441935043,0.8454208757619138,1.0,6.999949838926321,1.9048317060563236,0.606105213005625,0.7143834475691425,0.10193966430892723,0.10148451809734085,0.0942399114171415,0.09541844295592594,0.10154593533465028,0.10165473734321384,1.1739517038237421,1.1720616668428008,False,False,True,False,True,True,False,0.45224429130012195,0.06138795367605292
