variant_id,perturbation_family_learned,perturbation_strength_learned,split_learned,condition_learned,alpha,T,kappa_learned,seed_learned,p_viable_learned,certified_path_mass_survival_to_final_segment_learned,multi_step_transport_depth_learned,transport_survival_mean_learned,viable_propagation_index_learned,component_A_preservation_learned,component_B_preservation_learned,lower_rank_erasure_score_learned,singleton_fraction_learned,small_fiber_fraction_learned,certified_node_fraction_learned,viable_fiber_fraction_learned,macro_path_entropy_learned,macro_node_entropy_learned,breadth_index_learned,certified_transport_density_learned,Delta_viable_propagation_vs_product_learned,Delta_viable_propagation_vs_shuffled_learned,Delta_depth_vs_product_learned,Delta_depth_vs_shuffled_learned,Delta_breadth_vs_product_learned,Delta_breadth_vs_shuffled_learned,Delta_R_learned,Delta_H_weighted_learned,is_learned_learned,is_random_matched_learned,propagation_positive_learned,component_preserving_learned,nonfragmented_learned,low_erasure_learned,learned_candidate_learned,perturbation_family_COM,perturbation_strength_COM,split_COM,condition_COM,kappa_COM,seed_COM,p_viable_COM,certified_path_mass_survival_to_final_segment_COM,multi_step_transport_depth_COM,transport_survival_mean_COM,viable_propagation_index_COM,component_A_preservation_COM,component_B_preservation_COM,lower_rank_erasure_score_COM,singleton_fraction_COM,small_fiber_fraction_COM,certified_node_fraction_COM,viable_fiber_fraction_COM,macro_path_entropy_COM,macro_node_entropy_COM,breadth_index_COM,certified_transport_density_COM,Delta_viable_propagation_vs_product_COM,Delta_viable_propagation_vs_shuffled_COM,Delta_depth_vs_product_COM,Delta_depth_vs_shuffled_COM,Delta_breadth_vs_product_COM,Delta_breadth_vs_shuffled_COM,Delta_R_COM,Delta_H_weighted_COM,is_learned_COM,is_random_matched_COM,propagation_positive_COM,component_preserving_COM,nonfragmented_COM,low_erasure_COM,learned_candidate_COM,viable_propagation_ratio,depth_ratio
noise_test_005,noise,moderate,test,coupled,0.525,1500,predictive_kmeans_k21,49.5,0.99882,0.9413770964388164,0.9490498392853519,0.9851907163339609,0.09836841781872906,0.8998106178234121,0.6634516031311439,0.21836888952272196,0.8401379616443474,0.9876002885405519,0.8062280882749658,1.0,10.930218738884575,3.733679058416271,0.9464176804480151,0.7212774161172645,-0.045003756518327206,-0.044933533242513604,-0.004990233551676604,-0.005016652593540338,0.05643464071768678,0.05648546948820743,0.6523452164026935,0.6515069298905214,True,False,False,False,False,False,False,noise,moderate,test,coupled,center_of_mass,49.5,0.99882,0.6380096152113198,0.6517926434343666,0.8642541116288375,0.22149071611495807,1.0,0.8325491767446125,0.08372541162769367,0.5175347300599087,0.8253515134306832,0.7607586296450249,1.0,8.710318060862024,2.1271628053992204,0.7542026281657673,0.5316458114918566,0.05994648689623411,0.059622317363865474,0.12644561876425853,0.12634948390823464,0.023595785595912133,0.02345305060139935,0.27085325981664177,0.27047738987138636,False,False,True,True,False,True,False,-0.7536361421226121,-0.03970457526509442
noise_test_005,noise,moderate,test,coupled,0.525,2400,predictive_kmeans_k21,49.5,0.9988633333333332,0.9426148263841483,0.9508217772658447,0.9856074952623011,0.08491276971627744,0.9373430231895935,0.6827289678875758,0.1899640044614153,0.8661376417290267,0.9898338953200116,0.7861983682466551,1.0,11.026655254520536,3.5046733973783417,0.9547626953585371,0.7192194773468883,-0.034848581538401965,-0.034522202373425875,0.0007481997659986028,0.001520600983717313,0.031062903152213606,0.03080284228734942,0.3557896153643316,0.3557408966895057,True,False,False,False,False,True,False,noise,moderate,test,coupled,center_of_mass,49.5,0.9988633333333332,0.6949199978373596,0.7061533830271057,0.9182225749188607,0.21904868419382834,1.0,0.802532742626195,0.09873362868690247,0.5723003412101769,0.8709797109059125,0.763801554832251,1.0,9.380653923748435,2.1130259785814447,0.8122407031406575,0.5868702047018854,0.0765682131029925,0.07570924680742766,0.2269776879220718,0.22572490080606644,0.04366964019984465,0.04386576384310781,0.5066477490022248,0.5063676596000164,False,False,True,True,False,True,False,-0.4559839627150931,0.006736522990096474
noise_test_006,noise,moderate,test,coupled,0.525,1500,predictive_kmeans_k21,49.5,0.9988633333333334,0.9596842576773692,0.9640472866699341,0.9886349407635778,0.20208594544934066,0.8631794490079856,0.5682857458992334,0.28426740254639044,0.6252130530731971,0.8924739278753872,0.7248708582754051,1.0,9.278225826356922,3.471362836451582,0.8033718417247444,0.6788400441174067,0.0577350325665488,0.05824558944235361,-0.0002800600314984969,2.666776313109409e-07,0.047110402374018756,0.04683439894978414,0.5409021572751289,0.5403455806474877,True,False,True,False,False,False,False,noise,moderate,test,coupled,center_of_mass,49.5,0.9988633333333334,0.7102181007575785,0.7109872191496605,0.9015910788720121,0.30339043073243255,1.0,0.806304356439946,0.09684782178002697,0.41236509754560946,0.7143845451927117,0.814497342120345,1.0,6.539526442850892,1.9811312917797586,0.5662366182214175,0.649911646282909,0.11739689696425357,0.11704130721757022,0.055248527874133924,0.05502495907388372,0.047053395299281986,0.048003580294976644,0.5544028020125502,0.553812531651869,False,False,True,True,True,True,False,0.4976498539449822,4.846484864311568e-06
noise_test_006,noise,moderate,test,coupled,0.525,2400,predictive_kmeans_k21,49.5,0.99896,0.9691810736085597,0.9714892008276236,0.992809136923018,0.18056178109121787,0.920437077364481,0.5386356145179427,0.27046365405878814,0.6516236298324009,0.9048245738676328,0.7947287458937489,1.0,9.028161112416186,3.07491602045168,0.781710071074412,0.7286670189432358,0.0450350650667338,0.0459448823719765,0.006196145463926217,0.006771013836060491,-0.009766725534506193,-0.009868575812865932,-0.11384562207043203,-0.11269112852690455,True,False,True,False,False,False,False,noise,moderate,test,coupled,center_of_mass,49.5,0.99896,0.7673978085199298,0.7681643245315297,0.9476666086275691,0.2919123090532032,1.0,0.6958209495540784,0.15208952522296076,0.423112326867575,0.7337725523048079,0.8455261496038129,1.0,6.988874009695666,1.9025812489791718,0.6051369189958486,0.7134517468193293,0.10324300824605481,0.10250744174425053,0.093638214273568,0.09480141769416706,0.10027883819417216,0.10091720940750815,1.1655989048958926,1.165046653213344,False,False,True,False,True,True,False,0.44821021371898073,0.07142312848004063
noise_test_007,noise,moderate,test,coupled,0.525,1500,predictive_kmeans_k21,49.5,0.99902,0.9590198017333446,0.9635024896256803,0.988525434037839,0.20101285427689267,0.8634612528628289,0.568957460532677,0.283790643302247,0.6273414271914673,0.8942729964279159,0.7245942175210274,1.0,9.27572046586992,3.4705746218063247,0.8031392029320881,0.6775866447915623,0.05737891505839224,0.05679809041623052,-0.001346637363762393,-0.0016294677258472667,0.04668363913373552,0.04635624061661303,0.5354297289071965,0.5352837537048032,True,False,True,False,False,False,False,noise,moderate,test,coupled,center_of_mass,49.5,0.99902,0.7080495528298836,0.7087896481578477,0.9006783783986608,0.30337004972448267,1.0,0.8073021516477941,0.09634892417610288,0.41079176396947437,0.7099601973200995,0.8172314462675716,1.0,6.537514938977882,1.9809553320849416,0.5660513565147736,0.6526768837932037,0.11761961882324148,0.11584540754534331,0.053252261400852374,0.05328932498221228,0.04704944276986733,0.04741448635693668,0.5476386971537055,0.5473615725343075,False,False,True,True,True,True,False,0.4902921196422832,-0.03057775129242442
noise_test_007,noise,moderate,test,coupled,0.525,2400,predictive_kmeans_k21,49.5,0.9989733333333334,0.9689914027201446,0.9713435698825537,0.992691361254336,0.1797152941158428,0.9208399320550611,0.5376550376856509,0.27075251512964393,0.6524944160351531,0.9044434044812227,0.7939131670376376,1.0,9.021726281563888,3.0741253856427533,0.7811515957491575,0.7262583143188848,0.04423601011065281,0.0446883220056534,0.005910830850977322,0.005949352725083679,-0.010579911737726322,-0.010484449602249701,-0.12097326030203881,-0.11993479113394123,True,False,True,False,False,False,False,noise,moderate,test,coupled,center_of_mass,49.5,0.9989733333333334,0.7689820194217518,0.7696416290054771,0.9479786266234191,0.29245719412982885,1.0,0.6931932524268738,0.15340337378656307,0.4212127626276944,0.7369342492923385,0.8537957537655942,1.0,6.997654534311752,1.9022829180130523,0.6058961059851311,0.7216562066598765,0.10303724039299816,0.10095107608422191,0.09790754294741166,0.09553984359578271,0.1019057550461765,0.10155500333827305,1.1729581886814584,1.172336421242309,False,False,True,False,True,True,False,0.4426730624284839,0.06227090710190667
potential_shape_test_000,potential_shape,moderate,test,coupled,0.525,1500,predictive_kmeans_k21,49.5,0.9988966666666667,0.9484034240104503,0.9555309273156202,0.986606461266685,0.16057668769013567,0.8801611971282267,0.6617701351203371,0.22903433387571803,0.7406794547640827,0.9550252767651679,0.759223081753732,1.0,10.300346094451452,3.6318635208216556,0.8918702235983319,0.6911890058410983,0.0036744392145465765,0.0042300346051546145,-0.0065878532995115036,-0.005550694394549249,0.046370328336360234,0.04656511520649076,0.5379218787431927,0.5384022382673734,True,False,True,False,False,False,False,potential_shape,moderate,test,coupled,center_of_mass,49.5,0.9988966666666667,0.6240448020721999,0.6378347402679873,0.8363867469244045,0.25295867749516004,1.0,0.8843501571927193,0.05782492140364028,0.45206097100553727,0.7751627137412095,0.8019450797720734,1.0,7.707986389402834,2.014417541211447,0.667407056753464,0.5726447927113398,0.09231363154139205,0.09050371454766645,0.12133300749570841,0.1212248171097623,0.026207827367307424,0.026542713009509944,0.3066481886663208,0.3071240007002398,False,False,True,True,False,True,False,0.04673879548807626,-0.045788432821667245
potential_shape_test_000,potential_shape,moderate,test,coupled,0.525,2400,predictive_kmeans_k21,49.5,0.9989633333333333,0.9520206232369446,0.9584919374143915,0.9877907397054915,0.14940746232407345,0.926253373584808,0.6848378638768193,0.19445438126918638,0.7680123229306439,0.9666666571691894,0.731397963055074,1.0,10.529685277711003,3.3851762099760987,0.9117202312960808,0.6896999237117498,0.010140694897027708,0.009747874890363273,0.00016072904360564522,-8.821196809039034e-05,0.0234199569339667,0.023631736823687466,0.2730614252141912,0.2738382026681432,True,False,True,False,False,True,False,potential_shape,moderate,test,coupled,center_of_mass,49.5,0.9989633333333333,0.6633340955091362,0.6746521872904946,0.8977506101943297,0.26450515401192365,1.0,0.8640702559954786,0.06796487200226063,0.48599511686107705,0.8039584654964486,0.8361780340109712,1.0,8.345705191827824,1.950630157981341,0.7226188474069025,0.6153050471476014,0.12698006376433202,0.12688103438302237,0.22955643756717997,0.23178251126627647,0.05576220644346619,0.05573177008554653,0.6437595861351149,0.6438880897434105,False,False,True,True,False,True,False,0.07682688699507963,-0.000380580776385888
potential_shape_test_001,potential_shape,moderate,test,coupled,0.525,1500,predictive_kmeans_k21,49.5,0.9990233333333333,0.9469647112617758,0.9538567765789807,0.9855491794926953,0.15159093908494803,0.8808082799610696,0.611020917249353,0.2540854013947887,0.7341785008858414,0.9553040882246054,0.7401368797160686,1.0,10.269781680921103,3.5968938720447414,0.8892096668670334,0.6749902132835589,0.007782201397286165,0.008032552429471013,-0.009528144094504976,-0.009899359520087359,0.03549047329399757,0.035588461143003625,0.41122365044046916,0.4124322531535167,True,False,True,False,False,False,False,potential_shape,moderate,test,coupled,center_of_mass,49.5,0.9990233333333333,0.6763104749152837,0.6801022905861359,0.8845155061346026,0.2638501202053527,1.0,0.8143770495409426,0.09281147522952864,0.45839488528773825,0.7660240102550105,0.7959157288685154,1.0,7.70553183523698,2.070405838457864,0.667183927435662,0.5707911555069475,0.10696367753811295,0.10597772542018946,0.1415550655575779,0.14186817607418145,0.023985489789326686,0.023781528016178166,0.27481251793615247,0.27575780186545984,False,False,True,True,False,True,False,0.07579472382166035,-0.06977857750783434
potential_shape_test_001,potential_shape,moderate,test,coupled,0.525,2400,predictive_kmeans_k21,49.5,0.9988066666666667,0.9498835974896845,0.9562750089816041,0.9864232322147245,0.14048810324298444,0.9216284678895822,0.6056507448654501,0.23636039362248382,0.7524427982383252,0.9551137319254955,0.7269869239675892,1.0,10.235966891905056,3.2769869764098956,0.8863058142023361,0.6767757387966027,0.014754860527757957,0.01476148023220794,-0.0005454608882382583,-0.0009506427405641116,-0.007828979135962255,-0.0072669215392707764,-0.08400808962298711,-0.08456143838486696,True,False,True,False,False,False,False,potential_shape,moderate,test,coupled,center_of_mass,49.5,0.9988066666666667,0.7384115855040035,0.74080143791908,0.9366116883453363,0.2613959718638762,1.0,0.7440983766230415,0.12795081168847922,0.49208931926749755,0.8015253256428992,0.7621299197210911,1.0,8.331513718658156,2.0371478547661304,0.7214041839074834,0.6248192714887314,0.11934656095692547,0.11907042127171169,0.24991221832766286,0.24835443059346457,0.05174325650848244,0.05253227974961905,0.6066348716470458,0.6054217117065699,False,False,True,True,False,True,False,0.12397268838516252,-0.0038277663832792025
potential_shape_test_002,potential_shape,moderate,test,coupled,0.525,1500,predictive_kmeans_k21,49.5,0.9987733333333333,0.9401329223587157,0.9478768104865519,0.9829890539126054,0.1493626932395418,0.8766357453963023,0.6212822366142072,0.2510410089947452,0.7398552781024391,0.9574672621481968,0.7381832692349485,1.0,10.310266249991903,3.630474318944295,0.892742905801107,0.6601408530809415,-0.028269902987278772,-0.02939621150786595,-0.016890087665124343,-0.016680653772161325,0.08081881495984933,0.0809901567889425,0.9352755745248231,0.9335033037750406,True,False,False,False,False,False,False,potential_shape,moderate,test,coupled,center_of_mass,49.5,0.9987733333333333,0.6942706106547858,0.6981356446254346,0.8909376002073864,0.2735451752481203,1.0,0.8251456751465822,0.08742716242670884,0.46407367200803984,0.76884158730863,0.7815225611750715,1.0,7.763144499969709,2.0922562982155704,0.6721933022020563,0.5597865976619554,0.05054597567588173,0.05277860026112352,0.06643174240981964,0.06660938746281231,0.02569925513838156,0.026158087152303833,0.3020373687188158,0.3011694624044381,False,False,True,True,False,True,False,-0.5569721698269263,-0.2504249687249271
potential_shape_test_002,potential_shape,moderate,test,coupled,0.525,2400,predictive_kmeans_k21,49.5,0.99889,0.9476453663540328,0.9548415978787997,0.9852414467355257,0.14162866043539554,0.9153523368579655,0.6293148323911223,0.2276664153754561,0.7589555986906895,0.9588058930153833,0.7248669456202868,1.0,10.284258437848685,3.311660324164437,0.890477976488607,0.6774868253325823,-0.025461712281085708,-0.02332119004691352,-0.0034151355050962007,-0.0035068428866725787,0.04734811228133762,0.045844555363636075,0.5294690491649323,0.528913854484987,True,False,False,False,False,False,False,potential_shape,moderate,test,coupled,center_of_mass,49.5,0.99889,0.755201743743681,0.7581941011398687,0.9401391945995186,0.27547866587928155,1.0,0.770306003096806,0.114846998451597,0.4963534333699073,0.8074992312602975,0.7437155252385443,1.0,8.401964440178054,2.0666437154444863,0.7274966701339415,0.6040211955740616,0.05017036465961314,0.04922814519108981,0.11972657487376359,0.1215301837553956,0.04914393384791893,0.04919058967730228,0.5681128141317844,0.5675083217468506,False,False,True,True,False,True,False,-0.47373692338777385,-0.028855735902866886
