channel_id,requirement_set_id,requirement_set_name,threshold_id,threshold_value,threshold_fraction,decoder_policy_id,required_count,recovered_count,not_recovered_count,blocked_count,all_required_recovered,prob_non_erasing,non_erasure_status,selected_decoder_ids,selected_target_distinction_ids,min_success_probability,mean_success_probability,min_normalized_recovery_advantage,notes
asym_A_noisy_B_preserved_p_0_25,req_joint_and_parity,joint and parity distinctions,threshold_0_95,0.95,19/20,bayes_best_target_policy,2,0,2,0,0,0,measurement_only_bayes_best,dec::asym_A_noisy_B_preserved_p_0_25::D_joint::E_joint::bayes_optimal_decoder;dec::asym_A_noisy_B_preserved_p_0_25::D_parity::E_parity::bayes_optimal_decoder,E_joint;E_parity,0.75,0.75,0.5,Bayes-best requirement-set result is diagnostic unless formalized as its own policy object
asym_A_noisy_B_preserved_p_0_25,req_joint_and_parity,joint and parity distinctions,threshold_0_99,0.99,99/100,fixed_declared_target_policy,2,0,2,0,0,0,not_non_erasing_below_threshold,dec::asym_A_noisy_B_preserved_p_0_25::D_joint::E_joint::bayes_optimal_decoder;dec::asym_A_noisy_B_preserved_p_0_25::D_parity::E_parity::bayes_optimal_decoder,E_joint;E_parity,0.75,0.75,0.5,fixed-declared target-policy status: not_non_erasing_below_threshold
asym_A_noisy_B_preserved_p_0_25,req_joint_and_parity,joint and parity distinctions,threshold_0_99,0.99,99/100,bayes_best_target_policy,2,0,2,0,0,0,measurement_only_bayes_best,dec::asym_A_noisy_B_preserved_p_0_25::D_joint::E_joint::bayes_optimal_decoder;dec::asym_A_noisy_B_preserved_p_0_25::D_parity::E_parity::bayes_optimal_decoder,E_joint;E_parity,0.75,0.75,0.5,Bayes-best requirement-set result is diagnostic unless formalized as its own policy object
asym_A_noisy_B_preserved_p_0_25,req_joint_and_parity,joint and parity distinctions,threshold_1_00,1.0,1,fixed_declared_target_policy,2,0,2,0,0,0,not_non_erasing_below_threshold,dec::asym_A_noisy_B_preserved_p_0_25::D_joint::E_joint::bayes_optimal_decoder;dec::asym_A_noisy_B_preserved_p_0_25::D_parity::E_parity::bayes_optimal_decoder,E_joint;E_parity,0.75,0.75,0.5,fixed-declared target-policy status: not_non_erasing_below_threshold
asym_A_noisy_B_preserved_p_0_25,req_joint_and_parity,joint and parity distinctions,threshold_1_00,1.0,1,bayes_best_target_policy,2,0,2,0,0,0,measurement_only_bayes_best,dec::asym_A_noisy_B_preserved_p_0_25::D_joint::E_joint::bayes_optimal_decoder;dec::asym_A_noisy_B_preserved_p_0_25::D_parity::E_parity::bayes_optimal_decoder,E_joint;E_parity,0.75,0.75,0.5,Bayes-best requirement-set result is diagnostic unless formalized as its own policy object
asym_A_noisy_B_preserved_p_0_25,req_all_nontrivial,all declared nontrivial distinctions,threshold_0_80,0.8,4/5,fixed_declared_target_policy,4,1,3,0,0,0,not_non_erasing_below_threshold,dec::asym_A_noisy_B_preserved_p_0_25::D_A::E_A::bayes_optimal_decoder;dec::asym_A_noisy_B_preserved_p_0_25::D_B::E_B::bayes_optimal_decoder;dec::asym_A_noisy_B_preserved_p_0_25::D_joint::E_joint::bayes_optimal_decoder;dec::asym_A_noisy_B_preserved_p_0_25::D_parity::E_parity::bayes_optimal_decoder,E_A;E_B;E_joint;E_parity,0.75,0.8125,0.5,fixed-declared target-policy status: not_non_erasing_below_threshold
asym_A_noisy_B_preserved_p_0_25,req_all_nontrivial,all declared nontrivial distinctions,threshold_0_80,0.8,4/5,bayes_best_target_policy,4,1,3,0,0,0,measurement_only_bayes_best,dec::asym_A_noisy_B_preserved_p_0_25::D_A::E_joint::bayes_optimal_decoder;dec::asym_A_noisy_B_preserved_p_0_25::D_B::E_joint::bayes_optimal_decoder;dec::asym_A_noisy_B_preserved_p_0_25::D_joint::E_joint::bayes_optimal_decoder;dec::asym_A_noisy_B_preserved_p_0_25::D_parity::E_parity::bayes_optimal_decoder,E_joint;E_joint;E_joint;E_parity,0.75,0.8125,0.5,Bayes-best requirement-set result is diagnostic unless formalized as its own policy object
asym_A_noisy_B_preserved_p_0_25,req_all_nontrivial,all declared nontrivial distinctions,threshold_0_90,0.9,9/10,fixed_declared_target_policy,4,1,3,0,0,0,not_non_erasing_below_threshold,dec::asym_A_noisy_B_preserved_p_0_25::D_A::E_A::bayes_optimal_decoder;dec::asym_A_noisy_B_preserved_p_0_25::D_B::E_B::bayes_optimal_decoder;dec::asym_A_noisy_B_preserved_p_0_25::D_joint::E_joint::bayes_optimal_decoder;dec::asym_A_noisy_B_preserved_p_0_25::D_parity::E_parity::bayes_optimal_decoder,E_A;E_B;E_joint;E_parity,0.75,0.8125,0.5,fixed-declared target-policy status: not_non_erasing_below_threshold
asym_A_noisy_B_preserved_p_0_25,req_all_nontrivial,all declared nontrivial distinctions,threshold_0_90,0.9,9/10,bayes_best_target_policy,4,1,3,0,0,0,measurement_only_bayes_best,dec::asym_A_noisy_B_preserved_p_0_25::D_A::E_joint::bayes_optimal_decoder;dec::asym_A_noisy_B_preserved_p_0_25::D_B::E_joint::bayes_optimal_decoder;dec::asym_A_noisy_B_preserved_p_0_25::D_joint::E_joint::bayes_optimal_decoder;dec::asym_A_noisy_B_preserved_p_0_25::D_parity::E_parity::bayes_optimal_decoder,E_joint;E_joint;E_joint;E_parity,0.75,0.8125,0.5,Bayes-best requirement-set result is diagnostic unless formalized as its own policy object
asym_A_noisy_B_preserved_p_0_25,req_all_nontrivial,all declared nontrivial distinctions,threshold_0_95,0.95,19/20,fixed_declared_target_policy,4,1,3,0,0,0,not_non_erasing_below_threshold,dec::asym_A_noisy_B_preserved_p_0_25::D_A::E_A::bayes_optimal_decoder;dec::asym_A_noisy_B_preserved_p_0_25::D_B::E_B::bayes_optimal_decoder;dec::asym_A_noisy_B_preserved_p_0_25::D_joint::E_joint::bayes_optimal_decoder;dec::asym_A_noisy_B_preserved_p_0_25::D_parity::E_parity::bayes_optimal_decoder,E_A;E_B;E_joint;E_parity,0.75,0.8125,0.5,fixed-declared target-policy status: not_non_erasing_below_threshold
asym_A_noisy_B_preserved_p_0_25,req_all_nontrivial,all declared nontrivial distinctions,threshold_0_95,0.95,19/20,bayes_best_target_policy,4,1,3,0,0,0,measurement_only_bayes_best,dec::asym_A_noisy_B_preserved_p_0_25::D_A::E_joint::bayes_optimal_decoder;dec::asym_A_noisy_B_preserved_p_0_25::D_B::E_joint::bayes_optimal_decoder;dec::asym_A_noisy_B_preserved_p_0_25::D_joint::E_joint::bayes_optimal_decoder;dec::asym_A_noisy_B_preserved_p_0_25::D_parity::E_parity::bayes_optimal_decoder,E_joint;E_joint;E_joint;E_parity,0.75,0.8125,0.5,Bayes-best requirement-set result is diagnostic unless formalized as its own policy object
asym_A_noisy_B_preserved_p_0_25,req_all_nontrivial,all declared nontrivial distinctions,threshold_0_99,0.99,99/100,fixed_declared_target_policy,4,1,3,0,0,0,not_non_erasing_below_threshold,dec::asym_A_noisy_B_preserved_p_0_25::D_A::E_A::bayes_optimal_decoder;dec::asym_A_noisy_B_preserved_p_0_25::D_B::E_B::bayes_optimal_decoder;dec::asym_A_noisy_B_preserved_p_0_25::D_joint::E_joint::bayes_optimal_decoder;dec::asym_A_noisy_B_preserved_p_0_25::D_parity::E_parity::bayes_optimal_decoder,E_A;E_B;E_joint;E_parity,0.75,0.8125,0.5,fixed-declared target-policy status: not_non_erasing_below_threshold
asym_A_noisy_B_preserved_p_0_25,req_all_nontrivial,all declared nontrivial distinctions,threshold_0_99,0.99,99/100,bayes_best_target_policy,4,1,3,0,0,0,measurement_only_bayes_best,dec::asym_A_noisy_B_preserved_p_0_25::D_A::E_joint::bayes_optimal_decoder;dec::asym_A_noisy_B_preserved_p_0_25::D_B::E_joint::bayes_optimal_decoder;dec::asym_A_noisy_B_preserved_p_0_25::D_joint::E_joint::bayes_optimal_decoder;dec::asym_A_noisy_B_preserved_p_0_25::D_parity::E_parity::bayes_optimal_decoder,E_joint;E_joint;E_joint;E_parity,0.75,0.8125,0.5,Bayes-best requirement-set result is diagnostic unless formalized as its own policy object
asym_A_noisy_B_preserved_p_0_25,req_all_nontrivial,all declared nontrivial distinctions,threshold_1_00,1.0,1,fixed_declared_target_policy,4,1,3,0,0,0,not_non_erasing_below_threshold,dec::asym_A_noisy_B_preserved_p_0_25::D_A::E_A::bayes_optimal_decoder;dec::asym_A_noisy_B_preserved_p_0_25::D_B::E_B::bayes_optimal_decoder;dec::asym_A_noisy_B_preserved_p_0_25::D_joint::E_joint::bayes_optimal_decoder;dec::asym_A_noisy_B_preserved_p_0_25::D_parity::E_parity::bayes_optimal_decoder,E_A;E_B;E_joint;E_parity,0.75,0.8125,0.5,fixed-declared target-policy status: not_non_erasing_below_threshold
asym_A_noisy_B_preserved_p_0_25,req_all_nontrivial,all declared nontrivial distinctions,threshold_1_00,1.0,1,bayes_best_target_policy,4,1,3,0,0,0,measurement_only_bayes_best,dec::asym_A_noisy_B_preserved_p_0_25::D_A::E_joint::bayes_optimal_decoder;dec::asym_A_noisy_B_preserved_p_0_25::D_B::E_joint::bayes_optimal_decoder;dec::asym_A_noisy_B_preserved_p_0_25::D_joint::E_joint::bayes_optimal_decoder;dec::asym_A_noisy_B_preserved_p_0_25::D_parity::E_parity::bayes_optimal_decoder,E_joint;E_joint;E_joint;E_parity,0.75,0.8125,0.5,Bayes-best requirement-set result is diagnostic unless formalized as its own policy object
asym_A_preserved_B_noisy_p_0_25,req_A,A distinction,threshold_0_80,0.8,4/5,fixed_declared_target_policy,1,1,0,0,1,1,prob_non_erasing,dec::asym_A_preserved_B_noisy_p_0_25::D_A::E_A::bayes_optimal_decoder,E_A,1.0,1.0,1.0,fixed-declared target-policy status: prob_non_erasing
asym_A_preserved_B_noisy_p_0_25,req_A,A distinction,threshold_0_80,0.8,4/5,bayes_best_target_policy,1,1,0,0,1,0,measurement_only_bayes_best,dec::asym_A_preserved_B_noisy_p_0_25::D_A::E_joint::bayes_optimal_decoder,E_joint,1.0,1.0,1.0,Bayes-best requirement-set result is diagnostic unless formalized as its own policy object
asym_A_preserved_B_noisy_p_0_25,req_A,A distinction,threshold_0_90,0.9,9/10,fixed_declared_target_policy,1,1,0,0,1,1,prob_non_erasing,dec::asym_A_preserved_B_noisy_p_0_25::D_A::E_A::bayes_optimal_decoder,E_A,1.0,1.0,1.0,fixed-declared target-policy status: prob_non_erasing
asym_A_preserved_B_noisy_p_0_25,req_A,A distinction,threshold_0_90,0.9,9/10,bayes_best_target_policy,1,1,0,0,1,0,measurement_only_bayes_best,dec::asym_A_preserved_B_noisy_p_0_25::D_A::E_joint::bayes_optimal_decoder,E_joint,1.0,1.0,1.0,Bayes-best requirement-set result is diagnostic unless formalized as its own policy object
asym_A_preserved_B_noisy_p_0_25,req_A,A distinction,threshold_0_95,0.95,19/20,fixed_declared_target_policy,1,1,0,0,1,1,prob_non_erasing,dec::asym_A_preserved_B_noisy_p_0_25::D_A::E_A::bayes_optimal_decoder,E_A,1.0,1.0,1.0,fixed-declared target-policy status: prob_non_erasing
asym_A_preserved_B_noisy_p_0_25,req_A,A distinction,threshold_0_95,0.95,19/20,bayes_best_target_policy,1,1,0,0,1,0,measurement_only_bayes_best,dec::asym_A_preserved_B_noisy_p_0_25::D_A::E_joint::bayes_optimal_decoder,E_joint,1.0,1.0,1.0,Bayes-best requirement-set result is diagnostic unless formalized as its own policy object
asym_A_preserved_B_noisy_p_0_25,req_A,A distinction,threshold_0_99,0.99,99/100,fixed_declared_target_policy,1,1,0,0,1,1,prob_non_erasing,dec::asym_A_preserved_B_noisy_p_0_25::D_A::E_A::bayes_optimal_decoder,E_A,1.0,1.0,1.0,fixed-declared target-policy status: prob_non_erasing
asym_A_preserved_B_noisy_p_0_25,req_A,A distinction,threshold_0_99,0.99,99/100,bayes_best_target_policy,1,1,0,0,1,0,measurement_only_bayes_best,dec::asym_A_preserved_B_noisy_p_0_25::D_A::E_joint::bayes_optimal_decoder,E_joint,1.0,1.0,1.0,Bayes-best requirement-set result is diagnostic unless formalized as its own policy object
asym_A_preserved_B_noisy_p_0_25,req_A,A distinction,threshold_1_00,1.0,1,fixed_declared_target_policy,1,1,0,0,1,1,prob_non_erasing,dec::asym_A_preserved_B_noisy_p_0_25::D_A::E_A::bayes_optimal_decoder,E_A,1.0,1.0,1.0,fixed-declared target-policy status: prob_non_erasing
asym_A_preserved_B_noisy_p_0_25,req_A,A distinction,threshold_1_00,1.0,1,bayes_best_target_policy,1,1,0,0,1,0,measurement_only_bayes_best,dec::asym_A_preserved_B_noisy_p_0_25::D_A::E_joint::bayes_optimal_decoder,E_joint,1.0,1.0,1.0,Bayes-best requirement-set result is diagnostic unless formalized as its own policy object
asym_A_preserved_B_noisy_p_0_25,req_B,B distinction,threshold_0_80,0.8,4/5,fixed_declared_target_policy,1,0,1,0,0,0,not_non_erasing_below_threshold,dec::asym_A_preserved_B_noisy_p_0_25::D_B::E_B::bayes_optimal_decoder,E_B,0.75,0.75,0.5,fixed-declared target-policy status: not_non_erasing_below_threshold
asym_A_preserved_B_noisy_p_0_25,req_B,B distinction,threshold_0_80,0.8,4/5,bayes_best_target_policy,1,0,1,0,0,0,measurement_only_bayes_best,dec::asym_A_preserved_B_noisy_p_0_25::D_B::E_joint::bayes_optimal_decoder,E_joint,0.75,0.75,0.5,Bayes-best requirement-set result is diagnostic unless formalized as its own policy object
asym_A_preserved_B_noisy_p_0_25,req_B,B distinction,threshold_0_90,0.9,9/10,fixed_declared_target_policy,1,0,1,0,0,0,not_non_erasing_below_threshold,dec::asym_A_preserved_B_noisy_p_0_25::D_B::E_B::bayes_optimal_decoder,E_B,0.75,0.75,0.5,fixed-declared target-policy status: not_non_erasing_below_threshold
asym_A_preserved_B_noisy_p_0_25,req_B,B distinction,threshold_0_90,0.9,9/10,bayes_best_target_policy,1,0,1,0,0,0,measurement_only_bayes_best,dec::asym_A_preserved_B_noisy_p_0_25::D_B::E_joint::bayes_optimal_decoder,E_joint,0.75,0.75,0.5,Bayes-best requirement-set result is diagnostic unless formalized as its own policy object
asym_A_preserved_B_noisy_p_0_25,req_B,B distinction,threshold_0_95,0.95,19/20,fixed_declared_target_policy,1,0,1,0,0,0,not_non_erasing_below_threshold,dec::asym_A_preserved_B_noisy_p_0_25::D_B::E_B::bayes_optimal_decoder,E_B,0.75,0.75,0.5,fixed-declared target-policy status: not_non_erasing_below_threshold
asym_A_preserved_B_noisy_p_0_25,req_B,B distinction,threshold_0_95,0.95,19/20,bayes_best_target_policy,1,0,1,0,0,0,measurement_only_bayes_best,dec::asym_A_preserved_B_noisy_p_0_25::D_B::E_joint::bayes_optimal_decoder,E_joint,0.75,0.75,0.5,Bayes-best requirement-set result is diagnostic unless formalized as its own policy object
asym_A_preserved_B_noisy_p_0_25,req_B,B distinction,threshold_0_99,0.99,99/100,fixed_declared_target_policy,1,0,1,0,0,0,not_non_erasing_below_threshold,dec::asym_A_preserved_B_noisy_p_0_25::D_B::E_B::bayes_optimal_decoder,E_B,0.75,0.75,0.5,fixed-declared target-policy status: not_non_erasing_below_threshold
asym_A_preserved_B_noisy_p_0_25,req_B,B distinction,threshold_0_99,0.99,99/100,bayes_best_target_policy,1,0,1,0,0,0,measurement_only_bayes_best,dec::asym_A_preserved_B_noisy_p_0_25::D_B::E_joint::bayes_optimal_decoder,E_joint,0.75,0.75,0.5,Bayes-best requirement-set result is diagnostic unless formalized as its own policy object
asym_A_preserved_B_noisy_p_0_25,req_B,B distinction,threshold_1_00,1.0,1,fixed_declared_target_policy,1,0,1,0,0,0,not_non_erasing_below_threshold,dec::asym_A_preserved_B_noisy_p_0_25::D_B::E_B::bayes_optimal_decoder,E_B,0.75,0.75,0.5,fixed-declared target-policy status: not_non_erasing_below_threshold
asym_A_preserved_B_noisy_p_0_25,req_B,B distinction,threshold_1_00,1.0,1,bayes_best_target_policy,1,0,1,0,0,0,measurement_only_bayes_best,dec::asym_A_preserved_B_noisy_p_0_25::D_B::E_joint::bayes_optimal_decoder,E_joint,0.75,0.75,0.5,Bayes-best requirement-set result is diagnostic unless formalized as its own policy object
asym_A_preserved_B_noisy_p_0_25,req_marginals,A and B marginal distinctions,threshold_0_80,0.8,4/5,fixed_declared_target_policy,2,1,1,0,0,0,not_non_erasing_below_threshold,dec::asym_A_preserved_B_noisy_p_0_25::D_A::E_A::bayes_optimal_decoder;dec::asym_A_preserved_B_noisy_p_0_25::D_B::E_B::bayes_optimal_decoder,E_A;E_B,0.75,0.875,0.5,fixed-declared target-policy status: not_non_erasing_below_threshold
asym_A_preserved_B_noisy_p_0_25,req_marginals,A and B marginal distinctions,threshold_0_80,0.8,4/5,bayes_best_target_policy,2,1,1,0,0,0,measurement_only_bayes_best,dec::asym_A_preserved_B_noisy_p_0_25::D_A::E_joint::bayes_optimal_decoder;dec::asym_A_preserved_B_noisy_p_0_25::D_B::E_joint::bayes_optimal_decoder,E_joint;E_joint,0.75,0.875,0.5,Bayes-best requirement-set result is diagnostic unless formalized as its own policy object
asym_A_preserved_B_noisy_p_0_25,req_marginals,A and B marginal distinctions,threshold_0_90,0.9,9/10,fixed_declared_target_policy,2,1,1,0,0,0,not_non_erasing_below_threshold,dec::asym_A_preserved_B_noisy_p_0_25::D_A::E_A::bayes_optimal_decoder;dec::asym_A_preserved_B_noisy_p_0_25::D_B::E_B::bayes_optimal_decoder,E_A;E_B,0.75,0.875,0.5,fixed-declared target-policy status: not_non_erasing_below_threshold
asym_A_preserved_B_noisy_p_0_25,req_marginals,A and B marginal distinctions,threshold_0_90,0.9,9/10,bayes_best_target_policy,2,1,1,0,0,0,measurement_only_bayes_best,dec::asym_A_preserved_B_noisy_p_0_25::D_A::E_joint::bayes_optimal_decoder;dec::asym_A_preserved_B_noisy_p_0_25::D_B::E_joint::bayes_optimal_decoder,E_joint;E_joint,0.75,0.875,0.5,Bayes-best requirement-set result is diagnostic unless formalized as its own policy object
asym_A_preserved_B_noisy_p_0_25,req_marginals,A and B marginal distinctions,threshold_0_95,0.95,19/20,fixed_declared_target_policy,2,1,1,0,0,0,not_non_erasing_below_threshold,dec::asym_A_preserved_B_noisy_p_0_25::D_A::E_A::bayes_optimal_decoder;dec::asym_A_preserved_B_noisy_p_0_25::D_B::E_B::bayes_optimal_decoder,E_A;E_B,0.75,0.875,0.5,fixed-declared target-policy status: not_non_erasing_below_threshold
asym_A_preserved_B_noisy_p_0_25,req_marginals,A and B marginal distinctions,threshold_0_95,0.95,19/20,bayes_best_target_policy,2,1,1,0,0,0,measurement_only_bayes_best,dec::asym_A_preserved_B_noisy_p_0_25::D_A::E_joint::bayes_optimal_decoder;dec::asym_A_preserved_B_noisy_p_0_25::D_B::E_joint::bayes_optimal_decoder,E_joint;E_joint,0.75,0.875,0.5,Bayes-best requirement-set result is diagnostic unless formalized as its own policy object
asym_A_preserved_B_noisy_p_0_25,req_marginals,A and B marginal distinctions,threshold_0_99,0.99,99/100,fixed_declared_target_policy,2,1,1,0,0,0,not_non_erasing_below_threshold,dec::asym_A_preserved_B_noisy_p_0_25::D_A::E_A::bayes_optimal_decoder;dec::asym_A_preserved_B_noisy_p_0_25::D_B::E_B::bayes_optimal_decoder,E_A;E_B,0.75,0.875,0.5,fixed-declared target-policy status: not_non_erasing_below_threshold
asym_A_preserved_B_noisy_p_0_25,req_marginals,A and B marginal distinctions,threshold_0_99,0.99,99/100,bayes_best_target_policy,2,1,1,0,0,0,measurement_only_bayes_best,dec::asym_A_preserved_B_noisy_p_0_25::D_A::E_joint::bayes_optimal_decoder;dec::asym_A_preserved_B_noisy_p_0_25::D_B::E_joint::bayes_optimal_decoder,E_joint;E_joint,0.75,0.875,0.5,Bayes-best requirement-set result is diagnostic unless formalized as its own policy object
asym_A_preserved_B_noisy_p_0_25,req_marginals,A and B marginal distinctions,threshold_1_00,1.0,1,fixed_declared_target_policy,2,1,1,0,0,0,not_non_erasing_below_threshold,dec::asym_A_preserved_B_noisy_p_0_25::D_A::E_A::bayes_optimal_decoder;dec::asym_A_preserved_B_noisy_p_0_25::D_B::E_B::bayes_optimal_decoder,E_A;E_B,0.75,0.875,0.5,fixed-declared target-policy status: not_non_erasing_below_threshold
asym_A_preserved_B_noisy_p_0_25,req_marginals,A and B marginal distinctions,threshold_1_00,1.0,1,bayes_best_target_policy,2,1,1,0,0,0,measurement_only_bayes_best,dec::asym_A_preserved_B_noisy_p_0_25::D_A::E_joint::bayes_optimal_decoder;dec::asym_A_preserved_B_noisy_p_0_25::D_B::E_joint::bayes_optimal_decoder,E_joint;E_joint,0.75,0.875,0.5,Bayes-best requirement-set result is diagnostic unless formalized as its own policy object
asym_A_preserved_B_noisy_p_0_25,req_joint,joint pair distinction,threshold_0_80,0.8,4/5,fixed_declared_target_policy,1,0,1,0,0,0,not_non_erasing_below_threshold,dec::asym_A_preserved_B_noisy_p_0_25::D_joint::E_joint::bayes_optimal_decoder,E_joint,0.75,0.75,0.6666666666666666,fixed-declared target-policy status: not_non_erasing_below_threshold
asym_A_preserved_B_noisy_p_0_25,req_joint,joint pair distinction,threshold_0_80,0.8,4/5,bayes_best_target_policy,1,0,1,0,0,0,measurement_only_bayes_best,dec::asym_A_preserved_B_noisy_p_0_25::D_joint::E_joint::bayes_optimal_decoder,E_joint,0.75,0.75,0.6666666666666666,Bayes-best requirement-set result is diagnostic unless formalized as its own policy object
asym_A_preserved_B_noisy_p_0_25,req_joint,joint pair distinction,threshold_0_90,0.9,9/10,fixed_declared_target_policy,1,0,1,0,0,0,not_non_erasing_below_threshold,dec::asym_A_preserved_B_noisy_p_0_25::D_joint::E_joint::bayes_optimal_decoder,E_joint,0.75,0.75,0.6666666666666666,fixed-declared target-policy status: not_non_erasing_below_threshold
asym_A_preserved_B_noisy_p_0_25,req_joint,joint pair distinction,threshold_0_90,0.9,9/10,bayes_best_target_policy,1,0,1,0,0,0,measurement_only_bayes_best,dec::asym_A_preserved_B_noisy_p_0_25::D_joint::E_joint::bayes_optimal_decoder,E_joint,0.75,0.75,0.6666666666666666,Bayes-best requirement-set result is diagnostic unless formalized as its own policy object
asym_A_preserved_B_noisy_p_0_25,req_joint,joint pair distinction,threshold_0_95,0.95,19/20,fixed_declared_target_policy,1,0,1,0,0,0,not_non_erasing_below_threshold,dec::asym_A_preserved_B_noisy_p_0_25::D_joint::E_joint::bayes_optimal_decoder,E_joint,0.75,0.75,0.6666666666666666,fixed-declared target-policy status: not_non_erasing_below_threshold
asym_A_preserved_B_noisy_p_0_25,req_joint,joint pair distinction,threshold_0_95,0.95,19/20,bayes_best_target_policy,1,0,1,0,0,0,measurement_only_bayes_best,dec::asym_A_preserved_B_noisy_p_0_25::D_joint::E_joint::bayes_optimal_decoder,E_joint,0.75,0.75,0.6666666666666666,Bayes-best requirement-set result is diagnostic unless formalized as its own policy object
asym_A_preserved_B_noisy_p_0_25,req_joint,joint pair distinction,threshold_0_99,0.99,99/100,fixed_declared_target_policy,1,0,1,0,0,0,not_non_erasing_below_threshold,dec::asym_A_preserved_B_noisy_p_0_25::D_joint::E_joint::bayes_optimal_decoder,E_joint,0.75,0.75,0.6666666666666666,fixed-declared target-policy status: not_non_erasing_below_threshold
asym_A_preserved_B_noisy_p_0_25,req_joint,joint pair distinction,threshold_0_99,0.99,99/100,bayes_best_target_policy,1,0,1,0,0,0,measurement_only_bayes_best,dec::asym_A_preserved_B_noisy_p_0_25::D_joint::E_joint::bayes_optimal_decoder,E_joint,0.75,0.75,0.6666666666666666,Bayes-best requirement-set result is diagnostic unless formalized as its own policy object
asym_A_preserved_B_noisy_p_0_25,req_joint,joint pair distinction,threshold_1_00,1.0,1,fixed_declared_target_policy,1,0,1,0,0,0,not_non_erasing_below_threshold,dec::asym_A_preserved_B_noisy_p_0_25::D_joint::E_joint::bayes_optimal_decoder,E_joint,0.75,0.75,0.6666666666666666,fixed-declared target-policy status: not_non_erasing_below_threshold
asym_A_preserved_B_noisy_p_0_25,req_joint,joint pair distinction,threshold_1_00,1.0,1,bayes_best_target_policy,1,0,1,0,0,0,measurement_only_bayes_best,dec::asym_A_preserved_B_noisy_p_0_25::D_joint::E_joint::bayes_optimal_decoder,E_joint,0.75,0.75,0.6666666666666666,Bayes-best requirement-set result is diagnostic unless formalized as its own policy object
asym_A_preserved_B_noisy_p_0_25,req_parity,parity distinction,threshold_0_80,0.8,4/5,fixed_declared_target_policy,1,0,1,0,0,0,not_non_erasing_below_threshold,dec::asym_A_preserved_B_noisy_p_0_25::D_parity::E_parity::bayes_optimal_decoder,E_parity,0.75,0.75,0.5,fixed-declared target-policy status: not_non_erasing_below_threshold
asym_A_preserved_B_noisy_p_0_25,req_parity,parity distinction,threshold_0_80,0.8,4/5,bayes_best_target_policy,1,0,1,0,0,0,measurement_only_bayes_best,dec::asym_A_preserved_B_noisy_p_0_25::D_parity::E_parity::bayes_optimal_decoder,E_parity,0.75,0.75,0.5,Bayes-best requirement-set result is diagnostic unless formalized as its own policy object
asym_A_preserved_B_noisy_p_0_25,req_parity,parity distinction,threshold_0_90,0.9,9/10,fixed_declared_target_policy,1,0,1,0,0,0,not_non_erasing_below_threshold,dec::asym_A_preserved_B_noisy_p_0_25::D_parity::E_parity::bayes_optimal_decoder,E_parity,0.75,0.75,0.5,fixed-declared target-policy status: not_non_erasing_below_threshold
asym_A_preserved_B_noisy_p_0_25,req_parity,parity distinction,threshold_0_90,0.9,9/10,bayes_best_target_policy,1,0,1,0,0,0,measurement_only_bayes_best,dec::asym_A_preserved_B_noisy_p_0_25::D_parity::E_parity::bayes_optimal_decoder,E_parity,0.75,0.75,0.5,Bayes-best requirement-set result is diagnostic unless formalized as its own policy object
asym_A_preserved_B_noisy_p_0_25,req_parity,parity distinction,threshold_0_95,0.95,19/20,fixed_declared_target_policy,1,0,1,0,0,0,not_non_erasing_below_threshold,dec::asym_A_preserved_B_noisy_p_0_25::D_parity::E_parity::bayes_optimal_decoder,E_parity,0.75,0.75,0.5,fixed-declared target-policy status: not_non_erasing_below_threshold
asym_A_preserved_B_noisy_p_0_25,req_parity,parity distinction,threshold_0_95,0.95,19/20,bayes_best_target_policy,1,0,1,0,0,0,measurement_only_bayes_best,dec::asym_A_preserved_B_noisy_p_0_25::D_parity::E_parity::bayes_optimal_decoder,E_parity,0.75,0.75,0.5,Bayes-best requirement-set result is diagnostic unless formalized as its own policy object
asym_A_preserved_B_noisy_p_0_25,req_parity,parity distinction,threshold_0_99,0.99,99/100,fixed_declared_target_policy,1,0,1,0,0,0,not_non_erasing_below_threshold,dec::asym_A_preserved_B_noisy_p_0_25::D_parity::E_parity::bayes_optimal_decoder,E_parity,0.75,0.75,0.5,fixed-declared target-policy status: not_non_erasing_below_threshold
asym_A_preserved_B_noisy_p_0_25,req_parity,parity distinction,threshold_0_99,0.99,99/100,bayes_best_target_policy,1,0,1,0,0,0,measurement_only_bayes_best,dec::asym_A_preserved_B_noisy_p_0_25::D_parity::E_parity::bayes_optimal_decoder,E_parity,0.75,0.75,0.5,Bayes-best requirement-set result is diagnostic unless formalized as its own policy object
asym_A_preserved_B_noisy_p_0_25,req_parity,parity distinction,threshold_1_00,1.0,1,fixed_declared_target_policy,1,0,1,0,0,0,not_non_erasing_below_threshold,dec::asym_A_preserved_B_noisy_p_0_25::D_parity::E_parity::bayes_optimal_decoder,E_parity,0.75,0.75,0.5,fixed-declared target-policy status: not_non_erasing_below_threshold
asym_A_preserved_B_noisy_p_0_25,req_parity,parity distinction,threshold_1_00,1.0,1,bayes_best_target_policy,1,0,1,0,0,0,measurement_only_bayes_best,dec::asym_A_preserved_B_noisy_p_0_25::D_parity::E_parity::bayes_optimal_decoder,E_parity,0.75,0.75,0.5,Bayes-best requirement-set result is diagnostic unless formalized as its own policy object
