channel_id,threshold_id,decoder_policy_id,req_marginals_status,req_joint_status,req_parity_status,req_all_nontrivial_status,D_A_success,D_B_success,D_joint_success,D_parity_success,diagnostic_class,notes
comp_identity_then_marginal_degrade_0_10,threshold_0_90,bayes_best_target_policy,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,0.95,0.95,0.9,0.9,marginal_and_joint_recovered,finite stochastic thresholded recovery diagnostic only
comp_identity_then_marginal_degrade_0_10,threshold_0_95,fixed_declared_target_policy,prob_non_erasing,not_non_erasing_below_threshold,not_non_erasing_below_threshold,not_non_erasing_below_threshold,0.95,0.95,0.9,0.9,marginal_recovered_joint_not_recovered,finite stochastic thresholded recovery diagnostic only
comp_identity_then_marginal_degrade_0_10,threshold_0_95,bayes_best_target_policy,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,0.95,0.95,0.9,0.9,marginal_recovered_joint_not_recovered,finite stochastic thresholded recovery diagnostic only
comp_identity_then_marginal_degrade_0_10,threshold_0_99,fixed_declared_target_policy,not_non_erasing_below_threshold,not_non_erasing_below_threshold,not_non_erasing_below_threshold,not_non_erasing_below_threshold,0.95,0.95,0.9,0.9,all_nontrivial_lost,finite stochastic thresholded recovery diagnostic only
comp_identity_then_marginal_degrade_0_10,threshold_0_99,bayes_best_target_policy,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,0.95,0.95,0.9,0.9,all_nontrivial_lost,finite stochastic thresholded recovery diagnostic only
comp_identity_then_marginal_degrade_0_10,threshold_1_00,fixed_declared_target_policy,not_non_erasing_below_threshold,not_non_erasing_below_threshold,not_non_erasing_below_threshold,not_non_erasing_below_threshold,0.95,0.95,0.9,0.9,all_nontrivial_lost,finite stochastic thresholded recovery diagnostic only
comp_identity_then_marginal_degrade_0_10,threshold_1_00,bayes_best_target_policy,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,0.95,0.95,0.9,0.9,all_nontrivial_lost,finite stochastic thresholded recovery diagnostic only
identity_channel,threshold_0_80,fixed_declared_target_policy,prob_non_erasing,prob_non_erasing,prob_non_erasing,prob_non_erasing,1.0,1.0,1.0,1.0,marginal_and_joint_recovered,finite stochastic thresholded recovery diagnostic only
identity_channel,threshold_0_80,bayes_best_target_policy,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,1.0,1.0,1.0,1.0,marginal_and_joint_recovered,finite stochastic thresholded recovery diagnostic only
identity_channel,threshold_0_90,fixed_declared_target_policy,prob_non_erasing,prob_non_erasing,prob_non_erasing,prob_non_erasing,1.0,1.0,1.0,1.0,marginal_and_joint_recovered,finite stochastic thresholded recovery diagnostic only
identity_channel,threshold_0_90,bayes_best_target_policy,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,1.0,1.0,1.0,1.0,marginal_and_joint_recovered,finite stochastic thresholded recovery diagnostic only
identity_channel,threshold_0_95,fixed_declared_target_policy,prob_non_erasing,prob_non_erasing,prob_non_erasing,prob_non_erasing,1.0,1.0,1.0,1.0,marginal_and_joint_recovered,finite stochastic thresholded recovery diagnostic only
identity_channel,threshold_0_95,bayes_best_target_policy,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,1.0,1.0,1.0,1.0,marginal_and_joint_recovered,finite stochastic thresholded recovery diagnostic only
identity_channel,threshold_0_99,fixed_declared_target_policy,prob_non_erasing,prob_non_erasing,prob_non_erasing,prob_non_erasing,1.0,1.0,1.0,1.0,marginal_and_joint_recovered,finite stochastic thresholded recovery diagnostic only
identity_channel,threshold_0_99,bayes_best_target_policy,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,1.0,1.0,1.0,1.0,marginal_and_joint_recovered,finite stochastic thresholded recovery diagnostic only
identity_channel,threshold_1_00,fixed_declared_target_policy,prob_non_erasing,prob_non_erasing,prob_non_erasing,prob_non_erasing,1.0,1.0,1.0,1.0,marginal_and_joint_recovered,finite stochastic thresholded recovery diagnostic only
identity_channel,threshold_1_00,bayes_best_target_policy,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,1.0,1.0,1.0,1.0,marginal_and_joint_recovered,finite stochastic thresholded recovery diagnostic only
marginal_joint_degrade_q_0_10,threshold_0_80,fixed_declared_target_policy,prob_non_erasing,prob_non_erasing,prob_non_erasing,prob_non_erasing,0.95,0.95,0.9,0.9,marginal_and_joint_recovered,finite stochastic thresholded recovery diagnostic only
marginal_joint_degrade_q_0_10,threshold_0_80,bayes_best_target_policy,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,0.95,0.95,0.9,0.9,marginal_and_joint_recovered,finite stochastic thresholded recovery diagnostic only
marginal_joint_degrade_q_0_10,threshold_0_90,fixed_declared_target_policy,prob_non_erasing,prob_non_erasing,prob_non_erasing,prob_non_erasing,0.95,0.95,0.9,0.9,marginal_and_joint_recovered,finite stochastic thresholded recovery diagnostic only
marginal_joint_degrade_q_0_10,threshold_0_90,bayes_best_target_policy,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,0.95,0.95,0.9,0.9,marginal_and_joint_recovered,finite stochastic thresholded recovery diagnostic only
marginal_joint_degrade_q_0_10,threshold_0_95,fixed_declared_target_policy,prob_non_erasing,not_non_erasing_below_threshold,not_non_erasing_below_threshold,not_non_erasing_below_threshold,0.95,0.95,0.9,0.9,marginal_recovered_joint_not_recovered,finite stochastic thresholded recovery diagnostic only
marginal_joint_degrade_q_0_10,threshold_0_95,bayes_best_target_policy,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,0.95,0.95,0.9,0.9,marginal_recovered_joint_not_recovered,finite stochastic thresholded recovery diagnostic only
marginal_joint_degrade_q_0_10,threshold_0_99,fixed_declared_target_policy,not_non_erasing_below_threshold,not_non_erasing_below_threshold,not_non_erasing_below_threshold,not_non_erasing_below_threshold,0.95,0.95,0.9,0.9,all_nontrivial_lost,finite stochastic thresholded recovery diagnostic only
marginal_joint_degrade_q_0_10,threshold_0_99,bayes_best_target_policy,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,0.95,0.95,0.9,0.9,all_nontrivial_lost,finite stochastic thresholded recovery diagnostic only
marginal_joint_degrade_q_0_10,threshold_1_00,fixed_declared_target_policy,not_non_erasing_below_threshold,not_non_erasing_below_threshold,not_non_erasing_below_threshold,not_non_erasing_below_threshold,0.95,0.95,0.9,0.9,all_nontrivial_lost,finite stochastic thresholded recovery diagnostic only
marginal_joint_degrade_q_0_10,threshold_1_00,bayes_best_target_policy,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,0.95,0.95,0.9,0.9,all_nontrivial_lost,finite stochastic thresholded recovery diagnostic only
marginal_joint_degrade_q_0_20,threshold_0_80,fixed_declared_target_policy,prob_non_erasing,prob_non_erasing,prob_non_erasing,prob_non_erasing,0.9,0.9,0.8,0.8,marginal_and_joint_recovered,finite stochastic thresholded recovery diagnostic only
marginal_joint_degrade_q_0_20,threshold_0_80,bayes_best_target_policy,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,0.9,0.9,0.8,0.8,marginal_and_joint_recovered,finite stochastic thresholded recovery diagnostic only
marginal_joint_degrade_q_0_20,threshold_0_90,fixed_declared_target_policy,prob_non_erasing,not_non_erasing_below_threshold,not_non_erasing_below_threshold,not_non_erasing_below_threshold,0.9,0.9,0.8,0.8,marginal_recovered_joint_not_recovered,finite stochastic thresholded recovery diagnostic only
marginal_joint_degrade_q_0_20,threshold_0_90,bayes_best_target_policy,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,0.9,0.9,0.8,0.8,marginal_recovered_joint_not_recovered,finite stochastic thresholded recovery diagnostic only
marginal_joint_degrade_q_0_20,threshold_0_95,fixed_declared_target_policy,not_non_erasing_below_threshold,not_non_erasing_below_threshold,not_non_erasing_below_threshold,not_non_erasing_below_threshold,0.9,0.9,0.8,0.8,all_nontrivial_lost,finite stochastic thresholded recovery diagnostic only
marginal_joint_degrade_q_0_20,threshold_0_95,bayes_best_target_policy,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,0.9,0.9,0.8,0.8,all_nontrivial_lost,finite stochastic thresholded recovery diagnostic only
marginal_joint_degrade_q_0_20,threshold_0_99,fixed_declared_target_policy,not_non_erasing_below_threshold,not_non_erasing_below_threshold,not_non_erasing_below_threshold,not_non_erasing_below_threshold,0.9,0.9,0.8,0.8,all_nontrivial_lost,finite stochastic thresholded recovery diagnostic only
marginal_joint_degrade_q_0_20,threshold_0_99,bayes_best_target_policy,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,0.9,0.9,0.8,0.8,all_nontrivial_lost,finite stochastic thresholded recovery diagnostic only
marginal_joint_degrade_q_0_20,threshold_1_00,fixed_declared_target_policy,not_non_erasing_below_threshold,not_non_erasing_below_threshold,not_non_erasing_below_threshold,not_non_erasing_below_threshold,0.9,0.9,0.8,0.8,all_nontrivial_lost,finite stochastic thresholded recovery diagnostic only
marginal_joint_degrade_q_0_20,threshold_1_00,bayes_best_target_policy,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,0.9,0.9,0.8,0.8,all_nontrivial_lost,finite stochastic thresholded recovery diagnostic only
output_marginal_matched_uniform,threshold_0_80,fixed_declared_target_policy,not_non_erasing_below_threshold,not_non_erasing_below_threshold,not_non_erasing_below_threshold,not_non_erasing_below_threshold,0.5,0.5,0.25,0.5,all_nontrivial_lost,finite stochastic thresholded recovery diagnostic only
output_marginal_matched_uniform,threshold_0_80,bayes_best_target_policy,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,0.5,0.5,0.25,0.5,all_nontrivial_lost,finite stochastic thresholded recovery diagnostic only
output_marginal_matched_uniform,threshold_0_90,fixed_declared_target_policy,not_non_erasing_below_threshold,not_non_erasing_below_threshold,not_non_erasing_below_threshold,not_non_erasing_below_threshold,0.5,0.5,0.25,0.5,all_nontrivial_lost,finite stochastic thresholded recovery diagnostic only
output_marginal_matched_uniform,threshold_0_90,bayes_best_target_policy,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,0.5,0.5,0.25,0.5,all_nontrivial_lost,finite stochastic thresholded recovery diagnostic only
output_marginal_matched_uniform,threshold_0_95,fixed_declared_target_policy,not_non_erasing_below_threshold,not_non_erasing_below_threshold,not_non_erasing_below_threshold,not_non_erasing_below_threshold,0.5,0.5,0.25,0.5,all_nontrivial_lost,finite stochastic thresholded recovery diagnostic only
output_marginal_matched_uniform,threshold_0_95,bayes_best_target_policy,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,0.5,0.5,0.25,0.5,all_nontrivial_lost,finite stochastic thresholded recovery diagnostic only
output_marginal_matched_uniform,threshold_0_99,fixed_declared_target_policy,not_non_erasing_below_threshold,not_non_erasing_below_threshold,not_non_erasing_below_threshold,not_non_erasing_below_threshold,0.5,0.5,0.25,0.5,all_nontrivial_lost,finite stochastic thresholded recovery diagnostic only
output_marginal_matched_uniform,threshold_0_99,bayes_best_target_policy,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,0.5,0.5,0.25,0.5,all_nontrivial_lost,finite stochastic thresholded recovery diagnostic only
output_marginal_matched_uniform,threshold_1_00,fixed_declared_target_policy,not_non_erasing_below_threshold,not_non_erasing_below_threshold,not_non_erasing_below_threshold,not_non_erasing_below_threshold,0.5,0.5,0.25,0.5,all_nontrivial_lost,finite stochastic thresholded recovery diagnostic only
output_marginal_matched_uniform,threshold_1_00,bayes_best_target_policy,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,0.5,0.5,0.25,0.5,all_nontrivial_lost,finite stochastic thresholded recovery diagnostic only
projection_A_channel,threshold_0_80,fixed_declared_target_policy,blocked_missing_fixed_target,blocked_missing_fixed_target,blocked_missing_fixed_target,blocked_missing_fixed_target,1.0,,,,all_nontrivial_lost,finite stochastic thresholded recovery diagnostic only
projection_A_channel,threshold_0_80,bayes_best_target_policy,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,1.0,0.5,0.5,0.5,all_nontrivial_lost,finite stochastic thresholded recovery diagnostic only
projection_A_channel,threshold_0_90,fixed_declared_target_policy,blocked_missing_fixed_target,blocked_missing_fixed_target,blocked_missing_fixed_target,blocked_missing_fixed_target,1.0,,,,all_nontrivial_lost,finite stochastic thresholded recovery diagnostic only
projection_A_channel,threshold_0_90,bayes_best_target_policy,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,1.0,0.5,0.5,0.5,all_nontrivial_lost,finite stochastic thresholded recovery diagnostic only
projection_A_channel,threshold_0_95,fixed_declared_target_policy,blocked_missing_fixed_target,blocked_missing_fixed_target,blocked_missing_fixed_target,blocked_missing_fixed_target,1.0,,,,all_nontrivial_lost,finite stochastic thresholded recovery diagnostic only
projection_A_channel,threshold_0_95,bayes_best_target_policy,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,1.0,0.5,0.5,0.5,all_nontrivial_lost,finite stochastic thresholded recovery diagnostic only
projection_A_channel,threshold_0_99,fixed_declared_target_policy,blocked_missing_fixed_target,blocked_missing_fixed_target,blocked_missing_fixed_target,blocked_missing_fixed_target,1.0,,,,all_nontrivial_lost,finite stochastic thresholded recovery diagnostic only
projection_A_channel,threshold_0_99,bayes_best_target_policy,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,1.0,0.5,0.5,0.5,all_nontrivial_lost,finite stochastic thresholded recovery diagnostic only
projection_A_channel,threshold_1_00,fixed_declared_target_policy,blocked_missing_fixed_target,blocked_missing_fixed_target,blocked_missing_fixed_target,blocked_missing_fixed_target,1.0,,,,all_nontrivial_lost,finite stochastic thresholded recovery diagnostic only
projection_A_channel,threshold_1_00,bayes_best_target_policy,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,1.0,0.5,0.5,0.5,all_nontrivial_lost,finite stochastic thresholded recovery diagnostic only
projection_B_channel,threshold_0_80,fixed_declared_target_policy,blocked_missing_fixed_target,blocked_missing_fixed_target,blocked_missing_fixed_target,blocked_missing_fixed_target,,1.0,,,all_nontrivial_lost,finite stochastic thresholded recovery diagnostic only
projection_B_channel,threshold_0_80,bayes_best_target_policy,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,0.5,1.0,0.5,0.5,all_nontrivial_lost,finite stochastic thresholded recovery diagnostic only
projection_B_channel,threshold_0_90,fixed_declared_target_policy,blocked_missing_fixed_target,blocked_missing_fixed_target,blocked_missing_fixed_target,blocked_missing_fixed_target,,1.0,,,all_nontrivial_lost,finite stochastic thresholded recovery diagnostic only
projection_B_channel,threshold_0_90,bayes_best_target_policy,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,0.5,1.0,0.5,0.5,all_nontrivial_lost,finite stochastic thresholded recovery diagnostic only
projection_B_channel,threshold_0_95,fixed_declared_target_policy,blocked_missing_fixed_target,blocked_missing_fixed_target,blocked_missing_fixed_target,blocked_missing_fixed_target,,1.0,,,all_nontrivial_lost,finite stochastic thresholded recovery diagnostic only
projection_B_channel,threshold_0_95,bayes_best_target_policy,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,0.5,1.0,0.5,0.5,all_nontrivial_lost,finite stochastic thresholded recovery diagnostic only
projection_B_channel,threshold_0_99,fixed_declared_target_policy,blocked_missing_fixed_target,blocked_missing_fixed_target,blocked_missing_fixed_target,blocked_missing_fixed_target,,1.0,,,all_nontrivial_lost,finite stochastic thresholded recovery diagnostic only
projection_B_channel,threshold_0_99,bayes_best_target_policy,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,0.5,1.0,0.5,0.5,all_nontrivial_lost,finite stochastic thresholded recovery diagnostic only
projection_B_channel,threshold_1_00,fixed_declared_target_policy,blocked_missing_fixed_target,blocked_missing_fixed_target,blocked_missing_fixed_target,blocked_missing_fixed_target,,1.0,,,all_nontrivial_lost,finite stochastic thresholded recovery diagnostic only
projection_B_channel,threshold_1_00,bayes_best_target_policy,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,0.5,1.0,0.5,0.5,all_nontrivial_lost,finite stochastic thresholded recovery diagnostic only
random_channel_same_output_entropy_seed_17,threshold_0_80,fixed_declared_target_policy,not_non_erasing_below_threshold,not_non_erasing_below_threshold,not_non_erasing_below_threshold,not_non_erasing_below_threshold,0.5625,0.625,0.5,0.5625,all_nontrivial_lost,finite stochastic thresholded recovery diagnostic only
random_channel_same_output_entropy_seed_17,threshold_0_80,bayes_best_target_policy,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,0.6875,0.625,0.5,0.6875,all_nontrivial_lost,finite stochastic thresholded recovery diagnostic only
random_channel_same_output_entropy_seed_17,threshold_0_90,fixed_declared_target_policy,not_non_erasing_below_threshold,not_non_erasing_below_threshold,not_non_erasing_below_threshold,not_non_erasing_below_threshold,0.5625,0.625,0.5,0.5625,all_nontrivial_lost,finite stochastic thresholded recovery diagnostic only
random_channel_same_output_entropy_seed_17,threshold_0_90,bayes_best_target_policy,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,0.6875,0.625,0.5,0.6875,all_nontrivial_lost,finite stochastic thresholded recovery diagnostic only
random_channel_same_output_entropy_seed_17,threshold_0_95,fixed_declared_target_policy,not_non_erasing_below_threshold,not_non_erasing_below_threshold,not_non_erasing_below_threshold,not_non_erasing_below_threshold,0.5625,0.625,0.5,0.5625,all_nontrivial_lost,finite stochastic thresholded recovery diagnostic only
random_channel_same_output_entropy_seed_17,threshold_0_95,bayes_best_target_policy,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,0.6875,0.625,0.5,0.6875,all_nontrivial_lost,finite stochastic thresholded recovery diagnostic only
random_channel_same_output_entropy_seed_17,threshold_0_99,fixed_declared_target_policy,not_non_erasing_below_threshold,not_non_erasing_below_threshold,not_non_erasing_below_threshold,not_non_erasing_below_threshold,0.5625,0.625,0.5,0.5625,all_nontrivial_lost,finite stochastic thresholded recovery diagnostic only
random_channel_same_output_entropy_seed_17,threshold_0_99,bayes_best_target_policy,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,0.6875,0.625,0.5,0.6875,all_nontrivial_lost,finite stochastic thresholded recovery diagnostic only
random_channel_same_output_entropy_seed_17,threshold_1_00,fixed_declared_target_policy,not_non_erasing_below_threshold,not_non_erasing_below_threshold,not_non_erasing_below_threshold,not_non_erasing_below_threshold,0.5625,0.625,0.5,0.5625,all_nontrivial_lost,finite stochastic thresholded recovery diagnostic only
random_channel_same_output_entropy_seed_17,threshold_1_00,bayes_best_target_policy,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,0.6875,0.625,0.5,0.6875,all_nontrivial_lost,finite stochastic thresholded recovery diagnostic only
total_erasure_channel,threshold_0_80,fixed_declared_target_policy,blocked_missing_fixed_target,blocked_missing_fixed_target,blocked_missing_fixed_target,blocked_missing_fixed_target,,,,,all_nontrivial_lost,finite stochastic thresholded recovery diagnostic only
total_erasure_channel,threshold_0_80,bayes_best_target_policy,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,0.5,0.5,0.25,0.5,all_nontrivial_lost,finite stochastic thresholded recovery diagnostic only
total_erasure_channel,threshold_0_90,fixed_declared_target_policy,blocked_missing_fixed_target,blocked_missing_fixed_target,blocked_missing_fixed_target,blocked_missing_fixed_target,,,,,all_nontrivial_lost,finite stochastic thresholded recovery diagnostic only
total_erasure_channel,threshold_0_90,bayes_best_target_policy,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,0.5,0.5,0.25,0.5,all_nontrivial_lost,finite stochastic thresholded recovery diagnostic only
total_erasure_channel,threshold_0_95,fixed_declared_target_policy,blocked_missing_fixed_target,blocked_missing_fixed_target,blocked_missing_fixed_target,blocked_missing_fixed_target,,,,,all_nontrivial_lost,finite stochastic thresholded recovery diagnostic only
total_erasure_channel,threshold_0_95,bayes_best_target_policy,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,0.5,0.5,0.25,0.5,all_nontrivial_lost,finite stochastic thresholded recovery diagnostic only
total_erasure_channel,threshold_0_99,fixed_declared_target_policy,blocked_missing_fixed_target,blocked_missing_fixed_target,blocked_missing_fixed_target,blocked_missing_fixed_target,,,,,all_nontrivial_lost,finite stochastic thresholded recovery diagnostic only
total_erasure_channel,threshold_0_99,bayes_best_target_policy,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,0.5,0.5,0.25,0.5,all_nontrivial_lost,finite stochastic thresholded recovery diagnostic only
total_erasure_channel,threshold_1_00,fixed_declared_target_policy,blocked_missing_fixed_target,blocked_missing_fixed_target,blocked_missing_fixed_target,blocked_missing_fixed_target,,,,,all_nontrivial_lost,finite stochastic thresholded recovery diagnostic only
total_erasure_channel,threshold_1_00,bayes_best_target_policy,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,0.5,0.5,0.25,0.5,all_nontrivial_lost,finite stochastic thresholded recovery diagnostic only
