carrier_id,state_id,target_distinction_id,label,registry_first
X2,00,E_A,0,1
X2,01,E_A,0,1
X2,10,E_A,1,1
X2,11,E_A,1,1
X2,00,E_B,0,1
X2,01,E_B,1,1
X2,10,E_B,0,1
X2,11,E_B,1,1
X2,00,E_joint,00,1
X2,01,E_joint,01,1
X2,10,E_joint,10,1
X2,11,E_joint,11,1
X2,00,E_parity,0,1
X2,01,E_parity,1,1
X2,10,E_parity,1,1
X2,11,E_parity,0,1
X2,00,E_trivial,*,1
X2,01,E_trivial,*,1
X2,10,E_trivial,*,1
X2,11,E_trivial,*,1
