recoverability_ran,recoverability_robust_motif_count,recoverability_best_post_perturbation_survival_rate,primitive_load_bearing_ran,primitive_load_bearing_relation_dependence_positive_count,primitive_load_bearing_asymmetry_dependence_positive_count,interaction_composition_ran,interaction_composition_composition_positive_count,interaction_composition_stable_product_rate_best
True,15,1.0,True,10,7,True,0,0.0
