rule,classification,DAR_complete,DAR_asymmetric,localized_component_lifetime_max,recurrence_up_to_shift,motif_material_turnover,frozen_order_index,chaos_index,depends_left,depends_center,depends_right,relation_degree,relation_complete,self_only,no_local_self_relation,left_right_asymmetry,temporal_irreversibility_proxy,directional_consequence,DAR_complete_structural,DAR_asymmetric_structural,depends_left_metric,depends_center_metric,depends_right_metric,relation_degree_metric,relation_complete_metric,self_only_metric,no_local_self_relation_metric,left_right_asymmetry_metric,temporal_irreversibility_proxy_metric,directional_consequence_metric,DAR_complete_structural_metric,DAR_asymmetric_structural_metric,active_fraction_mean,active_fraction_final,symbol_entropy_mean,extinction_rate,all_zero_attractor_rate,all_one_attractor_rate,global_fixed_point_rate,global_periodic_rate,localized_component_lifetime_mean,localized_component_lifetime_max_metric,component_size_median,component_size_entropy,persistent_component_count,recurrence_up_to_shift_metric,motif_survival_depth,motif_material_turnover_metric,translation_velocity_estimate,period_estimate,pattern_background_contrast,local_entropy_inside_pattern,local_entropy_outside_pattern,signal_to_background_ratio,exact_static_fraction,global_period_fraction,low_turnover_persistence_fraction,frozen_order_index_metric,activity_entropy,damage_spreading_rate,compressibility_proxy,component_fragmentation_rate,chaos_index_metric,distinction_survival,DAR_complete_metric,DAR_asymmetric_metric,classification_metric,future_distinct_descendant_count,post_perturbation_survival_rate,return_to_same_pattern_rate,branching_without_explosion
129,transported_identity,True,False,122.66666666666669,0.7718912760416666,0.2515665690104167,0.3946614583333334,0.0896371126120414,True,True,True,2,True,False,False,0.0,0.5,0.0,True,False,True,True,True,2,True,False,False,0.0,0.5,0.0,True,False,0.7641591667046653,0.8030192057291666,0.5359820811237275,0.0,0.0,0.4192708333333333,0.4192708333333333,0.4192708333333333,76.05208333333333,122.66666666666669,3.1666666666666665,2.227867157082987,0.8333333333333334,0.7718912760416666,0.4791666666666667,0.2515665690104167,-0.0415852864583333,0.5,0.5807291666666666,0.7641591667046653,0.2358408332953347,9.07427889598899,0.4192708333333333,0.4192708333333333,0.3489583333333333,0.3946614583333334,0.5359820811237275,0.0950520833333333,0.9049479166666666,0.1167092022541687,0.0896371126120414,1.0,True,False,transported_identity,16.0,1.0,0.0625,1.0
131,localized_persistence,True,True,260.0,0.8243204752604166,0.5714925130208334,0.0833333333333333,0.490451039391774,True,True,True,2,True,False,False,0.25,0.25,0.0,True,True,True,True,True,2,True,False,False,0.25,0.25,0.0,True,True,0.5106353957674692,0.424224853515625,0.8250518880592543,0.0,0.0,0.0833333333333333,0.0833333333333333,0.7161458333333334,229.51041666666663,260.0,1.0,0.7246379716306933,0.90625,0.8243204752604166,1.015625,0.5714925130208334,-0.00604248046875,2.333333333333333,0.9166666666666666,0.5106353957674692,0.4893646042325308,147.11033645391092,0.0833333333333333,0.7161458333333334,0.0833333333333333,0.0833333333333333,0.8250518880592543,0.54022216796875,0.45977783203125,0.5811396883621519,0.490451039391774,1.0,True,True,localized_persistence,16.0,1.0,0.125,1.0
145,localized_persistence,True,True,260.0,0.8140055338541666,0.57952880859375,0.0625,0.504433861805153,True,True,True,2,True,False,False,0.25,0.25,0.0,True,True,True,True,True,2,True,False,False,0.25,0.25,0.0,True,True,0.5003411160678096,0.40960693359375,0.8431154237535564,0.0,0.0,0.0625,0.0625,0.6927083333333334,237.60416666666663,260.0,1.0,0.7196030394216916,0.9322916666666666,0.8140055338541666,1.015625,0.57952880859375,-0.0022989908854166,2.5,0.9375,0.5003411160678096,0.4996588839321903,148.1412522328467,0.0625,0.6927083333333334,0.0625,0.0625,0.8431154237535564,0.5536092122395834,0.4463907877604167,0.5938898974792024,0.504433861805153,1.0,True,True,localized_persistence,16.0,1.0,0.0,1.0
161,transported_identity,True,False,160.0,0.7761433919270834,0.2494913736979166,0.2125,0.0955833266579259,True,True,True,2,True,False,False,0.0,0.25,0.0,True,False,True,True,True,2,True,False,False,0.0,0.25,0.0,True,False,0.7129239924686893,0.7916768391927084,0.6669375156790017,0.0,0.0,0.234375,0.234375,0.234375,120.75,160.0,3.5,2.497940186883453,1.0,0.7761433919270834,0.625,0.2494913736979166,-0.0414835611979166,0.1666666666666666,0.765625,0.7129239924686893,0.2870760075313108,10.06473967261446,0.234375,0.234375,0.171875,0.2125,0.6669375156790017,0.1045125325520833,0.8954874674479166,0.1623841655373052,0.0955833266579259,1.0,True,False,transported_identity,16.0,1.0,0.0625,1.0
163,transported_identity,False,False,260.0,0.843597412109375,0.182403564453125,0.0592447916666666,0.9004358950904336,True,True,True,2,True,False,False,0.25,0.0,0.0,False,False,True,True,True,2,True,False,False,0.25,0.0,0.0,False,False,0.5150128672558973,0.455780029296875,0.9220253236854836,0.0,0.0,0.0,0.0,0.0,259.8125,260.0,1.0,0.0316481061013332,1.0,0.843597412109375,1.015625,0.182403564453125,-0.0530598958333333,0.0,1.0,0.5150128672558973,0.4849871327441026,500000075.03191847,0.0,0.0,0.1692708333333333,0.0592447916666666,0.9220253236854836,0.91156005859375,0.08843994140625,0.8508519804177448,0.9004358950904336,1.0,False,False,transported_identity,16.0,1.0,0.25,1.0
167,transported_identity,True,True,238.66666666666663,0.7532755533854166,0.2655029296875,0.17109375,0.3702689779742865,True,True,True,2,True,False,False,0.25,0.25,0.0,True,True,True,True,True,2,True,False,False,0.25,0.25,0.0,True,True,0.8299811891390038,0.6846516927083334,0.5248870937619919,0.0,0.0,0.1692708333333333,0.1692708333333333,0.1692708333333333,237.88541666666663,238.66666666666663,1.3333333333333333,1.45253772587801,1.0,0.7532755533854166,0.9322916666666666,0.2655029296875,-0.0505574544270833,0.1666666666666666,0.8307291666666666,0.8299811891390038,0.1700188108609962,15.898029364432924,0.1692708333333333,0.1692708333333333,0.1744791666666666,0.17109375,0.5248870937619919,0.57196044921875,0.42803955078125,0.2552158525234356,0.3702689779742865,1.0,True,True,transported_identity,16.0,1.0,0.75,1.0
169,transported_identity,False,False,238.66666666666663,0.7366536458333334,0.2882486979166667,0.0,0.2967665280473968,True,True,True,2,True,False,False,0.25,0.0,0.0,False,False,True,True,True,2,True,False,False,0.25,0.0,0.0,False,False,0.7265638853634687,0.7137451171875,0.6244321274987193,0.0,0.0,0.0,0.0,0.0,221.3125,238.66666666666663,2.1666666666666665,2.13760233236678,1.0,0.7366536458333334,0.9322916666666666,0.2882486979166667,-0.0415445963541666,0.0,1.0,0.7265638853634687,0.2734361146365312,43.06516934394921,0.0,0.0,0.0,0.0,0.6244321274987193,0.3106892903645833,0.6893107096354166,0.3119528790331168,0.2967665280473968,1.0,False,False,transported_identity,16.0,1.0,0.9375,1.0
177,transported_identity,False,False,260.0,0.8415018717447916,0.181610107421875,0.0592447916666666,0.9007136224441931,True,True,True,2,True,False,False,0.25,0.0,0.0,False,False,True,True,True,2,True,False,False,0.25,0.0,0.0,False,False,0.515040614107085,0.455902099609375,0.9222675185108876,0.0,0.0,0.0,0.0,0.0,259.8541666666667,260.0,1.0,0.0321731474345261,1.0,0.8415018717447916,1.015625,0.181610107421875,-0.0535888671875,0.0,1.0,0.515040614107085,0.484959385892915,500000070.14232737,0.0,0.0,0.1692708333333333,0.0592447916666666,0.9222675185108876,0.91180419921875,0.08819580078125,0.8508993576039429,0.9007136224441931,1.0,False,False,transported_identity,16.0,1.0,0.1875,1.0
181,transported_identity,True,True,238.66666666666663,0.751068115234375,0.2666524251302083,0.1717447916666666,0.3645899811613991,True,True,True,2,True,False,False,0.25,0.25,0.0,True,True,True,True,True,2,True,False,False,0.25,0.25,0.0,True,True,0.8310082184510782,0.6857096354166666,0.5214992736850137,0.0,0.0,0.1744791666666666,0.1744791666666666,0.1744791666666666,237.5,238.66666666666663,1.3333333333333333,1.4365096484107662,1.0,0.751068115234375,0.9322916666666666,0.2666524251302083,-0.05096435546875,0.1666666666666666,0.8255208333333334,0.8310082184510782,0.1689917815489218,15.502262222905294,0.1744791666666666,0.1744791666666666,0.1666666666666666,0.1717447916666666,0.5214992736850137,0.5699259440104166,0.4300740559895833,0.2512817680757654,0.3645899811613991,1.0,True,True,transported_identity,16.0,1.0,0.625,1.0
188,transported_identity,True,True,260.0,0.72705078125,0.2853800455729167,0.0583333333333333,0.3166464007458163,True,True,True,2,True,False,False,0.5,0.25,0.0,True,True,True,True,True,2,True,False,False,0.5,0.25,0.0,True,True,0.6281110117871473,0.8105875651041666,0.6542186366263719,0.0,0.0,0.0,0.0,0.0,259.9895833333333,260.0,2.6666666666666665,1.1142868536128905,1.0,0.72705078125,1.015625,0.2853800455729167,-0.0525105794270833,0.0,1.0,0.6281110117871473,0.3718889882128526,166666709.13625282,0.0,0.0,0.1666666666666666,0.0583333333333333,0.6542186366263719,0.3788248697916667,0.6211751302083334,0.2598212935211048,0.3166464007458163,1.0,True,True,transported_identity,14.0,1.0,1.0,0.875
225,transported_identity,False,False,238.66666666666663,0.7397969563802084,0.2851053873697917,0.0,0.3036916264286044,True,True,True,2,True,False,False,0.25,0.0,0.0,False,False,True,True,True,2,True,False,False,0.25,0.0,0.0,False,False,0.7250034515341278,0.7112630208333334,0.6281888377156833,0.0,0.0,0.0,0.0,0.0,217.40625,238.66666666666663,2.0,2.1050329621815744,1.0,0.7397969563802084,0.9322916666666666,0.2851053873697917,-0.03472900390625,0.0,1.0,0.7250034515341278,0.2749965484658723,43.29962937272531,0.0,0.0,0.0,0.0,0.6281888377156833,0.3178914388020833,0.6821085611979166,0.3190024589356482,0.3036916264286044,1.0,False,False,transported_identity,16.0,1.0,0.9375,1.0
230,transported_identity,True,True,260.0,0.7270406087239584,0.2869160970052083,0.0583333333333333,0.3177239422173916,True,True,True,2,True,False,False,0.5,0.25,0.0,True,True,True,True,True,2,True,False,False,0.5,0.25,0.0,True,True,0.6276741868945566,0.810089111328125,0.655099586943206,0.0,0.0,0.0,0.0,0.0,259.9895833333333,260.0,2.833333333333333,1.1081660896309011,1.0,0.7270406087239584,1.015625,0.2869160970052083,-0.0518595377604166,0.0,1.0,0.6276741868945566,0.3723258131054434,166666707.81295353,0.0,0.0,0.1666666666666666,0.0583333333333333,0.655099586943206,0.37982177734375,0.62017822265625,0.260528373219021,0.3177239422173916,1.0,True,True,transported_identity,15.0,1.0,0.9375,0.9375
