rule,T,ring_size,confirmed,active_fraction_mean,active_fraction_final,symbol_entropy_mean,extinction_rate,all_zero_attractor_rate,all_one_attractor_rate,global_fixed_point_rate,global_periodic_rate,localized_component_lifetime_mean,localized_component_lifetime_max,component_size_median,component_size_entropy,persistent_component_count,recurrence_up_to_shift,motif_survival_depth,motif_material_turnover,translation_velocity_estimate,period_estimate,pattern_background_contrast,local_entropy_inside_pattern,local_entropy_outside_pattern,signal_to_background_ratio,exact_static_fraction,global_period_fraction,low_turnover_persistence_fraction,frozen_order_index,activity_entropy,damage_spreading_rate,compressibility_proxy,component_fragmentation_rate,chaos_index,motif_type,confirmed_fraction,depends_left,depends_center,depends_right,relation_degree,relation_complete,self_only,no_local_self_relation,left_right_asymmetry,temporal_irreversibility_proxy,directional_consequence,DAR_complete_structural,DAR_asymmetric_structural,confirmed_candidate
131,597.3333333333334,384.0,0.125,0.49504567990108433,0.4087993303934733,0.8508163206098137,0.0,0.0,0.05859375,0.05859375,0.8123372395833334,544.5472005208334,601.3333333333334,1.0,0.6989548531757975,0.9292805989583334,0.7985715866088867,1.0091145833333333,0.5888824462890625,-0.0036411285400390625,2.4895833333333335,0.94140625,0.49504567990108433,0.5049543200989156,20833489.059874874,0.05859375,0.8123372395833334,0.065185546875,0.060900878906250004,0.8508163206098137,0.5568240483601888,0.4431759516398112,0.6007578752726641,0.5142956129573039,global_periodic_artifact,0.125,True,True,True,2,True,False,False,0.25,0.25,0.0,True,True,False
145,597.3333333333334,384.0,0.125,0.493210333070437,0.40708525975545246,0.852040838943631,0.0,0.0,0.057454427083333336,0.057454427083333336,0.80908203125,543.8759765625,601.3333333333334,1.0,0.6740400720741485,0.928955078125,0.7995804150899252,1.0091145833333333,0.5888307889302572,-0.0031145413716634116,2.5,0.9425455729166666,0.493210333070437,0.506789666929563,20833525.6642963,0.057454427083333336,0.80908203125,0.06534830729166667,0.06021728515625,0.852040838943631,0.558441162109375,0.441558837890625,0.6061834892667507,0.5155743415474204,global_periodic_artifact,0.125,True,True,True,2,True,False,False,0.25,0.25,0.0,True,True,False
161,597.3333333333334,384.0,0.16666666666666666,0.7332726908551527,0.7827596664428711,0.6346926075538509,8.138020833333333e-05,8.138020833333333e-05,0.301513671875,0.2803548177083333,0.276123046875,228.86751302083334,328.75,3.125,2.4464727752680546,0.992431640625,0.7695325215657552,0.604736328125,0.25418663024902344,-0.018730640411376953,0.20833333333333334,0.6984049479166666,0.7332726908551527,0.26672730914484727,8.550839520024805,0.2803548177083333,0.276123046875,0.3140462239583333,0.29214680989583336,0.6346926075538509,0.1090084711710612,0.8909915288289388,0.14144978447029838,0.0969213404733446,emitter,0.16666666666666666,True,True,True,2,True,False,False,0.0,0.25,0.0,True,False,False
163,597.3333333333334,384.0,0.0,0.5251823161260932,0.4635953903198242,0.9259523634790203,0.0,0.0,8.138020833333333e-05,8.138020833333333e-05,8.138020833333333e-05,601.0934244791666,601.3333333333334,1.0,0.01983881190674349,0.9999186197916666,0.9064952532450358,1.0091145833333333,0.101287047068278,-0.0218051274617513,0.0,0.9999186197916666,0.5251823161260932,0.4748176838739067,437500084.5048635,8.138020833333333e-05,8.138020833333333e-05,0.6073404947916666,0.2126220703125,0.9259523634790203,0.9270222981770834,0.07297770182291667,0.8436451893316034,0.9178671658442311,emitter,0.0,True,True,True,2,True,False,False,0.25,0.0,0.0,False,False,False
167,597.3333333333334,384.0,0.1875,0.8523107249480658,0.6762228012084961,0.4866579848357242,0.0,0.0,0.10636393229166667,0.106201171875,0.10603841145833333,541.8902994791666,550.6666666666666,1.25,1.609224171322861,0.9999186197916666,0.8886194229125977,0.9388020833333334,0.11689217885335286,-0.022020975748697918,0.10416666666666667,0.8936360677083334,0.8523107249480658,0.14768927505193408,16.827929802462062,0.106201171875,0.10603841145833333,0.5673014322916666,0.2675862630208333,0.4866579848357242,0.602055549621582,0.39794445037841797,0.21334170658218768,0.3714363555727663,domain_wall,0.1875,True,True,True,2,True,False,False,0.25,0.25,0.0,True,True,False
169,597.3333333333334,384.0,0.4166666666666667,0.7610566436776716,0.7272233963012695,0.5971324304202571,0.0,0.0,0.0,0.0,0.0,471.5240885416667,550.3333333333334,1.9583333333333333,2.1549986658999605,1.0,0.7690014839172363,0.940185546875,0.24637524286905924,-0.020403385162353516,0.0,1.0,0.7610566436776716,0.2389433563223284,50.20737694914643,0.0,0.0,0.20060221354166666,0.07021077473958333,0.5971324304202571,0.2868181864420573,0.7131818135579427,0.2554483106031709,0.265814926907487,emitter,0.4166666666666667,True,True,True,2,True,False,False,0.25,0.0,0.0,False,False,True
170,597.3333333333334,384.0,0.08333333333333333,0.17414077123006186,0.17414077123006186,0.4551646563602055,0.0,0.0,0.0,0.0,0.190673828125,389.6956380208333,395.5833333333333,1.1666666666666667,0.8835169801897282,1.0,0.932368278503418,0.7122395833333334,0.07209523518880208,-0.021706581115722656,0.25,1.0,0.17414077123006186,0.8258592287699381,375000081.73806435,0.0,0.190673828125,0.6764322916666666,0.2367513020833333,0.4551646563602055,0.25729846954345703,0.742701530456543,0.7293023183281435,0.23134720837359968,emitter,0.08333333333333333,False,False,True,1,True,False,True,0.5,0.0,1.0,False,False,False
177,597.3333333333334,384.0,0.0,0.5240687903040794,0.4624443054199219,0.9263564369168046,0.0,0.0,0.0,0.0,0.0,601.1451822916666,601.3333333333334,1.0,0.021458672796993723,1.0,0.9045874277750651,1.0091145833333333,0.10278383890787761,-0.021856943766276043,0.0,1.0,0.5240687903040794,0.4759312096959207,437500096.2296662,0.0,0.0,0.6065266927083334,0.21228434244791664,0.9263564369168046,0.9248832066853842,0.07511679331461589,0.8434600545540761,0.9156971610341759,emitter,0.0,True,True,True,2,True,False,False,0.25,0.0,0.0,False,False,False
181,597.3333333333334,384.0,0.20833333333333334,0.8530646503916048,0.6467849413553873,0.4851993229568627,0.0,0.0,0.10693359375,0.10685221354166667,0.10685221354166667,542.3518880208334,550.6666666666666,1.25,1.5286682434842787,1.0,0.8842506408691406,0.9388020833333334,0.12139066060384114,-0.022129376729329426,0.10416666666666667,0.89306640625,0.8530646503916048,0.1469353496083951,16.694694343651967,0.10685221354166667,0.10685221354166667,0.5686848958333334,0.26849365234375,0.4851993229568627,0.6605828603108724,0.3394171396891276,0.21833004517708168,0.39995211768565114,domain_wall,0.20833333333333334,True,True,True,2,True,False,False,0.25,0.25,0.0,True,True,False
188,597.3333333333334,384.0,0.25,0.6238261799248619,0.7590293884277344,0.6834430541564078,0.00016276041666666666,0.00016276041666666666,0.0,0.00016276041666666666,0.2693684895833333,601.1686197916666,601.3333333333334,2.9375,0.8425474530616915,0.9998372395833334,0.8743216196695963,1.0091145833333333,0.13004843393961588,-0.021216074625651043,1.1979166666666667,0.9998372395833334,0.6238261799248619,0.3761738200751381,312500115.3966406,0.00016276041666666666,0.2693684895833333,0.5625813802083334,0.19700927734374998,0.6834430541564078,0.3849341074625651,0.6150658925374349,0.2737482258032042,0.3099321578106126,emitter,0.25,True,True,True,2,True,False,False,0.5,0.25,0.0,True,True,False
204,597.3333333333334,384.0,0.0,0.17395893732706705,0.17395893732706705,0.4549639044218292,0.0,0.0,0.0,1.0,1.0,601.3333333333334,601.3333333333334,1.3125,0.9526352150220485,1.0,1.0,1.0091145833333333,0.0,0.0,1.0,1.0,0.17395893732706705,0.826041062672933,375000081.0749237,1.0,1.0,1.0,1.0,0.4549639044218292,0.25219058990478516,0.7478094100952148,0.6712120685451491,0.22993121652914317,static_object,0.0,False,True,False,0,False,True,False,0.0,0.0,0.0,False,False,False
225,597.3333333333334,384.0,0.3958333333333333,0.7609715351548038,0.7273211479187012,0.5980599731752619,0.0,0.0,0.0,0.0,0.0,464.2353515625,540.9166666666666,2.1041666666666665,2.1777604602677707,1.0,0.7693322499593099,0.931884765625,0.2461414337158203,-0.018019358317057293,0.0,1.0,0.7609715351548038,0.23902846484519613,52.490978237087326,0.0,0.0,0.203857421875,0.07135009765625,0.5980599731752619,0.28615347544352215,0.7138465245564779,0.2557161519026094,0.26541477559737625,emitter,0.3958333333333333,True,True,True,2,True,False,False,0.25,0.0,0.0,False,False,True
230,597.3333333333334,384.0,0.2708333333333333,0.6242292134824804,0.759092648824056,0.6840893591519123,8.138020833333333e-05,8.138020833333333e-05,0.0,8.138020833333333e-05,0.2686360677083333,601.2607421875,601.3333333333334,2.9583333333333335,0.8440828739673324,0.9999186197916666,0.8746916453043619,1.0091145833333333,0.12978585561116537,-0.0165096918741862,1.1875,0.9999186197916666,0.6242292134824804,0.37577078651751966,312500126.30457455,8.138020833333333e-05,0.2686360677083333,0.5625813802083334,0.1969563802083333,0.6840893591519123,0.3851645787556966,0.6148354212443033,0.2738128232435465,0.3101426282709288,emitter,0.2708333333333333,True,True,True,2,True,False,False,0.5,0.25,0.0,True,True,False
240,597.3333333333334,384.0,0.08333333333333333,0.1739217440287272,0.1739217440287272,0.45480002228883687,0.0,0.0,0.0,0.0,0.12841796875,389.4794921875,396.0,1.5416666666666667,0.9802608807321409,1.0,0.9324687321980795,0.713134765625,0.07209078470865886,-0.021523793538411457,0.125,1.0,0.1739217440287272,0.8260782559712728,375000081.6729416,0.0,0.12841796875,0.6775716145833334,0.23715006510416667,0.45480002228883687,0.2492987314860026,0.7507012685139974,0.6397055375429653,0.2290816468690212,emitter,0.08333333333333333,True,False,False,1,True,False,True,0.5,0.0,1.0,False,False,False
