cascade_id,source_distinction_id,target_distinction_id,path_count,positive_path_count,total_path_mass,first_stage_error_mass,second_stage_error_mass,composite_error_mass,bound_rhs_error_mass,bound_pass,cascade_evidence_status,lossless_reconstruction_contract,theorem_transfer_eligible,registry_digest,manifest_bundle_digest
cascade_identity_then_b_flip_noise_9_1,D_A,E_A,64,8,40,0,0,0,0,1,path_rows_retained,path rows retained in path_ensemble_rows.csv,1,7339316e1efaa9778c963da5,d352e73c5ba844a3ed4ae68a
cascade_identity_then_b_flip_noise_9_1,D_B,E_B,64,8,40,0,4,4,4,1,path_rows_retained,path rows retained in path_ensemble_rows.csv,1,7339316e1efaa9778c963da5,d352e73c5ba844a3ed4ae68a
