channel_id,source_state,target_state,natural_weight,row_weight_total,probability_fraction,registry_digest,manifest_bundle_digest
a_flip_noise_9_1_channel,000,000,9,10,9/10,04d7e4966300f0b823be24bf,963969f9025c172447f53735
a_flip_noise_9_1_channel,000,001,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
a_flip_noise_9_1_channel,000,010,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
a_flip_noise_9_1_channel,000,011,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
a_flip_noise_9_1_channel,000,100,1,10,1/10,04d7e4966300f0b823be24bf,963969f9025c172447f53735
a_flip_noise_9_1_channel,000,101,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
a_flip_noise_9_1_channel,000,110,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
a_flip_noise_9_1_channel,000,111,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
a_flip_noise_9_1_channel,001,000,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
a_flip_noise_9_1_channel,001,001,9,10,9/10,04d7e4966300f0b823be24bf,963969f9025c172447f53735
a_flip_noise_9_1_channel,001,010,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
a_flip_noise_9_1_channel,001,011,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
a_flip_noise_9_1_channel,001,100,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
a_flip_noise_9_1_channel,001,101,1,10,1/10,04d7e4966300f0b823be24bf,963969f9025c172447f53735
a_flip_noise_9_1_channel,001,110,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
a_flip_noise_9_1_channel,001,111,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
a_flip_noise_9_1_channel,010,000,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
a_flip_noise_9_1_channel,010,001,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
a_flip_noise_9_1_channel,010,010,9,10,9/10,04d7e4966300f0b823be24bf,963969f9025c172447f53735
a_flip_noise_9_1_channel,010,011,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
a_flip_noise_9_1_channel,010,100,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
a_flip_noise_9_1_channel,010,101,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
a_flip_noise_9_1_channel,010,110,1,10,1/10,04d7e4966300f0b823be24bf,963969f9025c172447f53735
a_flip_noise_9_1_channel,010,111,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
a_flip_noise_9_1_channel,011,000,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
a_flip_noise_9_1_channel,011,001,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
a_flip_noise_9_1_channel,011,010,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
a_flip_noise_9_1_channel,011,011,9,10,9/10,04d7e4966300f0b823be24bf,963969f9025c172447f53735
a_flip_noise_9_1_channel,011,100,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
a_flip_noise_9_1_channel,011,101,0,10,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735
