channel_id,registry_id,source_distinction_id,target_distinction_id,registry_policy,registered_recovery,declared_registered_recovery,recovery_provenance_class,working_decoder_id,working_decoder_json,decoder_count,registry_digest,manifest_bundle_digest,theorem_transfer_class
a_preserved_bc_erased_channel,reg_bad_declared_D_A_E_A,D_A,E_A,declared,0,0,registered,,,1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,registered_not_recovered
a_preserved_bc_erased_channel,reg_empty_D_joint_E_joint,D_joint,E_joint,declared,0,0,registered,,,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735,registered_not_recovered
ab_preserved_c_erased_channel,reg_declared_D_A_E_A,D_A,E_A,declared,1,1,declared_registered,dec_D_A_E_A_identity,"{""0"":""0"",""1"":""1""}",1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,declared_registered_recovery_ready
ab_preserved_c_erased_channel,reg_declared_D_B_E_B,D_B,E_B,declared,1,1,declared_registered,dec_D_B_E_B_identity,"{""0"":""0"",""1"":""1""}",1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,declared_registered_recovery_ready
ab_preserved_c_erased_channel,reg_declared_D_C_E_C,D_C,E_C,declared,0,0,registered,,,1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,registered_not_recovered
ab_preserved_c_erased_channel,reg_declared_D_joint_E_joint,D_joint,E_joint,declared,0,0,registered,,,1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,registered_not_recovered
ab_preserved_c_erased_channel,reg_declared_D_parity_E_parity,D_parity,E_parity,declared,0,0,registered,,,1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,registered_not_recovered
ab_preserved_c_erased_channel,reg_declared_D_trivial_E_trivial,D_trivial,E_trivial,declared,1,1,declared_registered,dec_D_trivial,"{""*"":""*""}",1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,declared_registered_recovery_ready
ab_preserved_c_erased_channel,reg_bad_declared_D_A_E_A,D_A,E_A,declared,0,0,registered,,,1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,registered_not_recovered
ab_preserved_c_erased_channel,reg_empty_D_joint_E_joint,D_joint,E_joint,declared,0,0,registered,,,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735,registered_not_recovered
b_flip_noise_3_1_channel,reg_declared_D_A_E_A,D_A,E_A,declared,1,1,declared_registered,dec_D_A_E_A_identity,"{""0"":""0"",""1"":""1""}",1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,declared_registered_recovery_ready
b_flip_noise_3_1_channel,reg_declared_D_B_E_B,D_B,E_B,declared,0,0,registered,,,1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,registered_not_recovered
b_flip_noise_3_1_channel,reg_declared_D_C_E_C,D_C,E_C,declared,1,1,declared_registered,dec_D_C_E_C_identity,"{""0"":""0"",""1"":""1""}",1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,declared_registered_recovery_ready
b_flip_noise_3_1_channel,reg_declared_D_joint_E_joint,D_joint,E_joint,declared,0,0,registered,,,1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,registered_not_recovered
b_flip_noise_3_1_channel,reg_declared_D_parity_E_parity,D_parity,E_parity,declared,0,0,registered,,,1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,registered_not_recovered
b_flip_noise_3_1_channel,reg_declared_D_trivial_E_trivial,D_trivial,E_trivial,declared,1,1,declared_registered,dec_D_trivial,"{""*"":""*""}",1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,declared_registered_recovery_ready
b_flip_noise_3_1_channel,reg_bad_declared_D_A_E_A,D_A,E_A,declared,0,0,registered,,,1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,registered_not_recovered
b_flip_noise_3_1_channel,reg_empty_D_joint_E_joint,D_joint,E_joint,declared,0,0,registered,,,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735,registered_not_recovered
b_flip_noise_9_1_channel,reg_declared_D_A_E_A,D_A,E_A,declared,1,1,declared_registered,dec_D_A_E_A_identity,"{""0"":""0"",""1"":""1""}",1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,declared_registered_recovery_ready
b_flip_noise_9_1_channel,reg_declared_D_B_E_B,D_B,E_B,declared,0,0,registered,,,1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,registered_not_recovered
b_flip_noise_9_1_channel,reg_declared_D_C_E_C,D_C,E_C,declared,1,1,declared_registered,dec_D_C_E_C_identity,"{""0"":""0"",""1"":""1""}",1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,declared_registered_recovery_ready
b_flip_noise_9_1_channel,reg_declared_D_joint_E_joint,D_joint,E_joint,declared,0,0,registered,,,1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,registered_not_recovered
b_flip_noise_9_1_channel,reg_declared_D_parity_E_parity,D_parity,E_parity,declared,0,0,registered,,,1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,registered_not_recovered
b_flip_noise_9_1_channel,reg_declared_D_trivial_E_trivial,D_trivial,E_trivial,declared,1,1,declared_registered,dec_D_trivial,"{""*"":""*""}",1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,declared_registered_recovery_ready
b_flip_noise_9_1_channel,reg_bad_declared_D_A_E_A,D_A,E_A,declared,0,0,registered,,,1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,registered_not_recovered
b_flip_noise_9_1_channel,reg_empty_D_joint_E_joint,D_joint,E_joint,declared,0,0,registered,,,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735,registered_not_recovered
b_preserved_ac_erased_channel,reg_declared_D_A_E_A,D_A,E_A,declared,0,0,registered,,,1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,registered_not_recovered
b_preserved_ac_erased_channel,reg_declared_D_B_E_B,D_B,E_B,declared,1,1,declared_registered,dec_D_B_E_B_identity,"{""0"":""0"",""1"":""1""}",1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,declared_registered_recovery_ready
b_preserved_ac_erased_channel,reg_declared_D_C_E_C,D_C,E_C,declared,0,0,registered,,,1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,registered_not_recovered
b_preserved_ac_erased_channel,reg_declared_D_joint_E_joint,D_joint,E_joint,declared,0,0,registered,,,1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,registered_not_recovered
b_preserved_ac_erased_channel,reg_declared_D_parity_E_parity,D_parity,E_parity,declared,0,0,registered,,,1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,registered_not_recovered
b_preserved_ac_erased_channel,reg_declared_D_trivial_E_trivial,D_trivial,E_trivial,declared,1,1,declared_registered,dec_D_trivial,"{""*"":""*""}",1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,declared_registered_recovery_ready
b_preserved_ac_erased_channel,reg_bad_declared_D_A_E_A,D_A,E_A,declared,0,0,registered,,,1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,registered_not_recovered
b_preserved_ac_erased_channel,reg_empty_D_joint_E_joint,D_joint,E_joint,declared,0,0,registered,,,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735,registered_not_recovered
c_flip_noise_9_1_channel,reg_declared_D_A_E_A,D_A,E_A,declared,1,1,declared_registered,dec_D_A_E_A_identity,"{""0"":""0"",""1"":""1""}",1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,declared_registered_recovery_ready
c_flip_noise_9_1_channel,reg_declared_D_B_E_B,D_B,E_B,declared,1,1,declared_registered,dec_D_B_E_B_identity,"{""0"":""0"",""1"":""1""}",1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,declared_registered_recovery_ready
c_flip_noise_9_1_channel,reg_declared_D_C_E_C,D_C,E_C,declared,0,0,registered,,,1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,registered_not_recovered
c_flip_noise_9_1_channel,reg_declared_D_joint_E_joint,D_joint,E_joint,declared,0,0,registered,,,1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,registered_not_recovered
c_flip_noise_9_1_channel,reg_declared_D_parity_E_parity,D_parity,E_parity,declared,0,0,registered,,,1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,registered_not_recovered
c_flip_noise_9_1_channel,reg_declared_D_trivial_E_trivial,D_trivial,E_trivial,declared,1,1,declared_registered,dec_D_trivial,"{""*"":""*""}",1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,declared_registered_recovery_ready
c_flip_noise_9_1_channel,reg_bad_declared_D_A_E_A,D_A,E_A,declared,0,0,registered,,,1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,registered_not_recovered
c_flip_noise_9_1_channel,reg_empty_D_joint_E_joint,D_joint,E_joint,declared,0,0,registered,,,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735,registered_not_recovered
c_preserved_ab_erased_channel,reg_declared_D_A_E_A,D_A,E_A,declared,0,0,registered,,,1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,registered_not_recovered
c_preserved_ab_erased_channel,reg_declared_D_B_E_B,D_B,E_B,declared,0,0,registered,,,1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,registered_not_recovered
c_preserved_ab_erased_channel,reg_declared_D_C_E_C,D_C,E_C,declared,1,1,declared_registered,dec_D_C_E_C_identity,"{""0"":""0"",""1"":""1""}",1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,declared_registered_recovery_ready
c_preserved_ab_erased_channel,reg_declared_D_joint_E_joint,D_joint,E_joint,declared,0,0,registered,,,1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,registered_not_recovered
c_preserved_ab_erased_channel,reg_declared_D_parity_E_parity,D_parity,E_parity,declared,0,0,registered,,,1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,registered_not_recovered
c_preserved_ab_erased_channel,reg_declared_D_trivial_E_trivial,D_trivial,E_trivial,declared,1,1,declared_registered,dec_D_trivial,"{""*"":""*""}",1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,declared_registered_recovery_ready
c_preserved_ab_erased_channel,reg_bad_declared_D_A_E_A,D_A,E_A,declared,0,0,registered,,,1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,registered_not_recovered
c_preserved_ab_erased_channel,reg_empty_D_joint_E_joint,D_joint,E_joint,declared,0,0,registered,,,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735,registered_not_recovered
collapse_to_000_channel,reg_declared_D_A_E_A,D_A,E_A,declared,0,0,registered,,,1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,registered_not_recovered
collapse_to_000_channel,reg_declared_D_B_E_B,D_B,E_B,declared,0,0,registered,,,1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,registered_not_recovered
collapse_to_000_channel,reg_declared_D_C_E_C,D_C,E_C,declared,0,0,registered,,,1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,registered_not_recovered
collapse_to_000_channel,reg_declared_D_joint_E_joint,D_joint,E_joint,declared,0,0,registered,,,1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,registered_not_recovered
collapse_to_000_channel,reg_declared_D_parity_E_parity,D_parity,E_parity,declared,0,0,registered,,,1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,registered_not_recovered
collapse_to_000_channel,reg_declared_D_trivial_E_trivial,D_trivial,E_trivial,declared,1,1,declared_registered,dec_D_trivial,"{""*"":""*""}",1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,declared_registered_recovery_ready
collapse_to_000_channel,reg_bad_declared_D_A_E_A,D_A,E_A,declared,0,0,registered,,,1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,registered_not_recovered
collapse_to_000_channel,reg_empty_D_joint_E_joint,D_joint,E_joint,declared,0,0,registered,,,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735,registered_not_recovered
copy_a_to_all_channel,reg_declared_D_A_E_A,D_A,E_A,declared,1,1,declared_registered,dec_D_A_E_A_identity,"{""0"":""0"",""1"":""1""}",1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,declared_registered_recovery_ready
copy_a_to_all_channel,reg_declared_D_B_E_B,D_B,E_B,declared,0,0,registered,,,1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,registered_not_recovered
copy_a_to_all_channel,reg_declared_D_C_E_C,D_C,E_C,declared,0,0,registered,,,1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,registered_not_recovered
copy_a_to_all_channel,reg_declared_D_joint_E_joint,D_joint,E_joint,declared,0,0,registered,,,1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,registered_not_recovered
copy_a_to_all_channel,reg_declared_D_parity_E_parity,D_parity,E_parity,declared,0,0,registered,,,1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,registered_not_recovered
copy_a_to_all_channel,reg_declared_D_trivial_E_trivial,D_trivial,E_trivial,declared,1,1,declared_registered,dec_D_trivial,"{""*"":""*""}",1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,declared_registered_recovery_ready
copy_a_to_all_channel,reg_bad_declared_D_A_E_A,D_A,E_A,declared,0,0,registered,,,1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,registered_not_recovered
copy_a_to_all_channel,reg_empty_D_joint_E_joint,D_joint,E_joint,declared,0,0,registered,,,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735,registered_not_recovered
identity_channel,reg_declared_D_A_E_A,D_A,E_A,declared,1,1,declared_registered,dec_D_A_E_A_identity,"{""0"":""0"",""1"":""1""}",1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,declared_registered_recovery_ready
identity_channel,reg_declared_D_B_E_B,D_B,E_B,declared,1,1,declared_registered,dec_D_B_E_B_identity,"{""0"":""0"",""1"":""1""}",1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,declared_registered_recovery_ready
identity_channel,reg_declared_D_C_E_C,D_C,E_C,declared,1,1,declared_registered,dec_D_C_E_C_identity,"{""0"":""0"",""1"":""1""}",1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,declared_registered_recovery_ready
identity_channel,reg_declared_D_joint_E_joint,D_joint,E_joint,declared,1,1,declared_registered,dec_D_joint_E_joint_identity,"{""000"":""000"",""001"":""001"",""010"":""010"",""011"":""011"",""100"":""100"",""101"":""101"",""110"":""110"",""111"":""111""}",1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,declared_registered_recovery_ready
identity_channel,reg_declared_D_parity_E_parity,D_parity,E_parity,declared,1,1,declared_registered,dec_D_parity_E_parity_identity,"{""0"":""0"",""1"":""1""}",1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,declared_registered_recovery_ready
identity_channel,reg_declared_D_trivial_E_trivial,D_trivial,E_trivial,declared,1,1,declared_registered,dec_D_trivial,"{""*"":""*""}",1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,declared_registered_recovery_ready
identity_channel,reg_bad_declared_D_A_E_A,D_A,E_A,declared,0,0,registered,,,1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,registered_not_recovered
identity_channel,reg_empty_D_joint_E_joint,D_joint,E_joint,declared,0,0,registered,,,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735,registered_not_recovered
independent_bit_noise_729_81_9_1_channel,reg_declared_D_A_E_A,D_A,E_A,declared,0,0,registered,,,1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,registered_not_recovered
independent_bit_noise_729_81_9_1_channel,reg_declared_D_B_E_B,D_B,E_B,declared,0,0,registered,,,1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,registered_not_recovered
independent_bit_noise_729_81_9_1_channel,reg_declared_D_C_E_C,D_C,E_C,declared,0,0,registered,,,1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,registered_not_recovered
independent_bit_noise_729_81_9_1_channel,reg_declared_D_joint_E_joint,D_joint,E_joint,declared,0,0,registered,,,1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,registered_not_recovered
independent_bit_noise_729_81_9_1_channel,reg_declared_D_parity_E_parity,D_parity,E_parity,declared,0,0,registered,,,1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,registered_not_recovered
independent_bit_noise_729_81_9_1_channel,reg_declared_D_trivial_E_trivial,D_trivial,E_trivial,declared,1,1,declared_registered,dec_D_trivial,"{""*"":""*""}",1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,declared_registered_recovery_ready
independent_bit_noise_729_81_9_1_channel,reg_bad_declared_D_A_E_A,D_A,E_A,declared,0,0,registered,,,1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,registered_not_recovered
independent_bit_noise_729_81_9_1_channel,reg_empty_D_joint_E_joint,D_joint,E_joint,declared,0,0,registered,,,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735,registered_not_recovered
joint_cycle_channel,reg_declared_D_A_E_A,D_A,E_A,declared,0,0,registered,,,1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,registered_not_recovered
joint_cycle_channel,reg_declared_D_B_E_B,D_B,E_B,declared,0,0,registered,,,1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,registered_not_recovered
joint_cycle_channel,reg_declared_D_C_E_C,D_C,E_C,declared,0,0,registered,,,1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,registered_not_recovered
joint_cycle_channel,reg_declared_D_joint_E_joint,D_joint,E_joint,declared,0,0,registered,,,1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,registered_not_recovered
joint_cycle_channel,reg_declared_D_parity_E_parity,D_parity,E_parity,declared,0,0,registered,,,1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,registered_not_recovered
joint_cycle_channel,reg_declared_D_trivial_E_trivial,D_trivial,E_trivial,declared,1,1,declared_registered,dec_D_trivial,"{""*"":""*""}",1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,declared_registered_recovery_ready
joint_cycle_channel,reg_bad_declared_D_A_E_A,D_A,E_A,declared,0,0,registered,,,1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,registered_not_recovered
joint_cycle_channel,reg_empty_D_joint_E_joint,D_joint,E_joint,declared,0,0,registered,,,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735,registered_not_recovered
parity_preserved_scramble_channel,reg_declared_D_A_E_A,D_A,E_A,declared,0,0,registered,,,1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,registered_not_recovered
parity_preserved_scramble_channel,reg_declared_D_B_E_B,D_B,E_B,declared,0,0,registered,,,1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,registered_not_recovered
parity_preserved_scramble_channel,reg_declared_D_C_E_C,D_C,E_C,declared,0,0,registered,,,1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,registered_not_recovered
parity_preserved_scramble_channel,reg_declared_D_joint_E_joint,D_joint,E_joint,declared,0,0,registered,,,1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,registered_not_recovered
parity_preserved_scramble_channel,reg_declared_D_parity_E_parity,D_parity,E_parity,declared,1,1,declared_registered,dec_D_parity_E_parity_identity,"{""0"":""0"",""1"":""1""}",1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,declared_registered_recovery_ready
parity_preserved_scramble_channel,reg_declared_D_trivial_E_trivial,D_trivial,E_trivial,declared,1,1,declared_registered,dec_D_trivial,"{""*"":""*""}",1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,declared_registered_recovery_ready
parity_preserved_scramble_channel,reg_bad_declared_D_A_E_A,D_A,E_A,declared,0,0,registered,,,1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,registered_not_recovered
parity_preserved_scramble_channel,reg_empty_D_joint_E_joint,D_joint,E_joint,declared,0,0,registered,,,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735,registered_not_recovered
rotate_bits_channel,reg_declared_D_A_E_A,D_A,E_A,declared,0,0,registered,,,1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,registered_not_recovered
rotate_bits_channel,reg_declared_D_B_E_B,D_B,E_B,declared,0,0,registered,,,1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,registered_not_recovered
rotate_bits_channel,reg_declared_D_C_E_C,D_C,E_C,declared,0,0,registered,,,1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,registered_not_recovered
rotate_bits_channel,reg_declared_D_joint_E_joint,D_joint,E_joint,declared,0,0,registered,,,1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,registered_not_recovered
rotate_bits_channel,reg_declared_D_parity_E_parity,D_parity,E_parity,declared,1,1,declared_registered,dec_D_parity_E_parity_identity,"{""0"":""0"",""1"":""1""}",1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,declared_registered_recovery_ready
rotate_bits_channel,reg_declared_D_trivial_E_trivial,D_trivial,E_trivial,declared,1,1,declared_registered,dec_D_trivial,"{""*"":""*""}",1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,declared_registered_recovery_ready
rotate_bits_channel,reg_bad_declared_D_A_E_A,D_A,E_A,declared,0,0,registered,,,1,04d7e4966300f0b823be24bf,963969f9025c172447f53735,registered_not_recovered
rotate_bits_channel,reg_empty_D_joint_E_joint,D_joint,E_joint,declared,0,0,registered,,,0,04d7e4966300f0b823be24bf,963969f9025c172447f53735,registered_not_recovered
