prior_id,carrier_id,state_id,prior_weight,prior_weight_total,probability_fraction,pre_score_declared,scope
uniform_X3_natural,X3,000,1,8,1/8,1,finite registry-first X3 stochastic channel probe; provenance gap measurement only
uniform_X3_natural,X3,001,1,8,1/8,1,finite registry-first X3 stochastic channel probe; provenance gap measurement only
uniform_X3_natural,X3,010,1,8,1/8,1,finite registry-first X3 stochastic channel probe; provenance gap measurement only
uniform_X3_natural,X3,011,1,8,1/8,1,finite registry-first X3 stochastic channel probe; provenance gap measurement only
uniform_X3_natural,X3,100,1,8,1/8,1,finite registry-first X3 stochastic channel probe; provenance gap measurement only
uniform_X3_natural,X3,101,1,8,1/8,1,finite registry-first X3 stochastic channel probe; provenance gap measurement only
uniform_X3_natural,X3,110,1,8,1/8,1,finite registry-first X3 stochastic channel probe; provenance gap measurement only
uniform_X3_natural,X3,111,1,8,1/8,1,finite registry-first X3 stochastic channel probe; provenance gap measurement only
