cascade_id,source_distinction_id,target_distinction_id,path_count,positive_path_count,total_path_mass,first_stage_error_mass,second_stage_error_mass,composite_error_mass,bound_rhs_error_mass,bound_pass,cascade_evidence_status,lossless_reconstruction_contract,theorem_transfer_eligible,registry_digest,manifest_bundle_digest
cascade_identity_then_b_flip_noise_9_1,D_A,E_A,512,16,80,0,0,0,0,1,path_rows_retained,path rows retained in path_ensemble_rows.csv,1,04d7e4966300f0b823be24bf,963969f9025c172447f53735
cascade_identity_then_b_flip_noise_9_1,D_B,E_B,512,16,80,0,8,8,8,1,path_rows_retained,path rows retained in path_ensemble_rows.csv,1,04d7e4966300f0b823be24bf,963969f9025c172447f53735
cascade_identity_then_b_flip_noise_9_1,D_C,E_C,512,16,80,0,0,0,0,1,path_rows_retained,path rows retained in path_ensemble_rows.csv,1,04d7e4966300f0b823be24bf,963969f9025c172447f53735
