world,T,metric,mean,ci_low,ci_high,n_seeds
W0_null_flat,50,order_sensitivity,0.0,0.0,0.0,50
W0_null_flat,50,history_mark_predictive_gain,0.0,0.0,0.0,50
W0_null_flat,50,history_erasure_delta,0.0,0.0,0.0,50
W0_null_flat,50,relation_lineage_excess_local,0.0,0.0,0.0,50
W0_null_flat,50,future_distinct_ratio,0.0,0.0,0.0,50
W0_null_flat,50,dynamic_lock_in_index,1.0,1.0,1.0,50
W0_null_flat,100,order_sensitivity,0.0,0.0,0.0,50
W0_null_flat,100,history_mark_predictive_gain,0.0,0.0,0.0,50
W0_null_flat,100,history_erasure_delta,0.0,0.0,0.0,50
W0_null_flat,100,relation_lineage_excess_local,0.0,0.0,0.0,50
W0_null_flat,100,future_distinct_ratio,0.0,0.0,0.0,50
W0_null_flat,100,dynamic_lock_in_index,1.0,1.0,1.0,50
W10_noise_rich_control,50,order_sensitivity,1.0,1.0,1.0,50
W10_noise_rich_control,50,history_mark_predictive_gain,0.01447275999999995,0.01444871937499994,0.014497558749999943,50
W10_noise_rich_control,50,history_erasure_delta,0.04591714285714281,0.04361712857142852,0.04789624285714282,50
W10_noise_rich_control,50,relation_lineage_excess_local,7.501499999998407e-05,-1.1018750000008689e-05,0.00017198749999996747,50
W10_noise_rich_control,50,future_distinct_ratio,0.99806,0.9979000000000002,0.9982,50
W10_noise_rich_control,50,dynamic_lock_in_index,0.0,0.0,0.0,50
W10_noise_rich_control,100,order_sensitivity,1.0,1.0,1.0,50
W10_noise_rich_control,100,history_mark_predictive_gain,0.014613187499999951,0.014592914187499941,0.014637683187499946,50
W10_noise_rich_control,100,history_erasure_delta,0.0463828571428571,0.044304171428571404,0.04835131428571426,50
W10_noise_rich_control,100,relation_lineage_excess_local,-9.002500000001422e-06,-8.45389999999938e-05,6.703624999999225e-05,50
W10_noise_rich_control,100,future_distinct_ratio,0.99804,0.9978957999999998,0.9981962,50
W10_noise_rich_control,100,dynamic_lock_in_index,3.200000000000003e-10,0.0,9.600000000000008e-10,50
W11_collapse_attractor_control,50,order_sensitivity,0.8361714285714286,0.8327985714285714,0.83983,50
W11_collapse_attractor_control,50,history_mark_predictive_gain,0.0,0.0,0.0,50
W11_collapse_attractor_control,50,history_erasure_delta,0.0,0.0,0.0,50
W11_collapse_attractor_control,50,relation_lineage_excess_local,0.0,0.0,0.0,50
W11_collapse_attractor_control,50,future_distinct_ratio,0.0,0.0,0.0,50
W11_collapse_attractor_control,50,dynamic_lock_in_index,1.0,1.0,1.0,50
W11_collapse_attractor_control,100,order_sensitivity,0.8374285714285715,0.8332728571428573,0.841887142857143,50
W11_collapse_attractor_control,100,history_mark_predictive_gain,0.0,0.0,0.0,50
W11_collapse_attractor_control,100,history_erasure_delta,0.0,0.0,0.0,50
W11_collapse_attractor_control,100,relation_lineage_excess_local,0.0,0.0,0.0,50
W11_collapse_attractor_control,100,future_distinct_ratio,0.0,0.0,0.0,50
W11_collapse_attractor_control,100,dynamic_lock_in_index,1.0,1.0,1.0,50
W1_distinction_only,50,order_sensitivity,0.9999714285714286,0.9999142857142858,1.0,50
W1_distinction_only,50,history_mark_predictive_gain,0.0,0.0,0.0,50
W1_distinction_only,50,history_erasure_delta,-0.20043126822073312,-0.20338667112378445,-0.19772227473253445,50
W1_distinction_only,50,relation_lineage_excess_local,-0.013890108504619147,-0.013931909688783703,-0.013844966483105367,50
W1_distinction_only,50,future_distinct_ratio,0.7544715251085252,0.7525571716325955,0.7560773485050748,50
W1_distinction_only,50,dynamic_lock_in_index,5.8550724637681155e-08,0.0,1.7565217391304345e-07,50
W1_distinction_only,100,order_sensitivity,0.9997999999999999,0.9996571428571428,0.9999142857142858,50
W1_distinction_only,100,history_mark_predictive_gain,0.0,0.0,0.0,50
W1_distinction_only,100,history_erasure_delta,-0.19943800609601184,-0.2017058523274448,-0.19729371752594463,50
W1_distinction_only,100,relation_lineage_excess_local,-0.013899042213223444,-0.01393181038880813,-0.013870392485833662,50
W1_distinction_only,100,future_distinct_ratio,0.7544149895306529,0.7527911420451816,0.756003797162029,50
W1_distinction_only,100,dynamic_lock_in_index,1.3642213683134867e-07,0.0,3.137070029511472e-07,50
W2_relation_without_history,50,order_sensitivity,0.8381142857142856,0.8343635714285716,0.8424585714285715,50
W2_relation_without_history,50,history_mark_predictive_gain,0.0,0.0,0.0,50
W2_relation_without_history,50,history_erasure_delta,0.0,0.0,0.0,50
W2_relation_without_history,50,relation_lineage_excess_local,0.0,0.0,0.0,50
W2_relation_without_history,50,future_distinct_ratio,0.0,0.0,0.0,50
W2_relation_without_history,50,dynamic_lock_in_index,1.0,1.0,1.0,50
W2_relation_without_history,100,order_sensitivity,0.8358571428571431,0.8313328571428571,0.83998,50
W2_relation_without_history,100,history_mark_predictive_gain,0.0,0.0,0.0,50
W2_relation_without_history,100,history_erasure_delta,0.0,0.0,0.0,50
W2_relation_without_history,100,relation_lineage_excess_local,0.0,0.0,0.0,50
W2_relation_without_history,100,future_distinct_ratio,0.0,0.0,0.0,50
W2_relation_without_history,100,dynamic_lock_in_index,1.0,1.0,1.0,50
W3_bias_asymmetry_only,50,order_sensitivity,1.0,1.0,1.0,50
W3_bias_asymmetry_only,50,history_mark_predictive_gain,0.0,0.0,0.0,50
W3_bias_asymmetry_only,50,history_erasure_delta,0.0,0.0,0.0,50
W3_bias_asymmetry_only,50,relation_lineage_excess_local,0.0,0.0,0.0,50
W3_bias_asymmetry_only,50,future_distinct_ratio,0.0,0.0,0.0,50
W3_bias_asymmetry_only,50,dynamic_lock_in_index,1.0,1.0,1.0,50
W3_bias_asymmetry_only,100,order_sensitivity,1.0,1.0,1.0,50
W3_bias_asymmetry_only,100,history_mark_predictive_gain,0.0,0.0,0.0,50
W3_bias_asymmetry_only,100,history_erasure_delta,0.0,0.0,0.0,50
W3_bias_asymmetry_only,100,relation_lineage_excess_local,0.0,0.0,0.0,50
W3_bias_asymmetry_only,100,future_distinct_ratio,0.0,0.0,0.0,50
W3_bias_asymmetry_only,100,dynamic_lock_in_index,1.0,1.0,1.0,50
W4_commutative_relation_history,50,order_sensitivity,1.0,1.0,1.0,50
W4_commutative_relation_history,50,history_mark_predictive_gain,0.25774394120790156,0.2575937924913078,0.25786541167088506,50
W4_commutative_relation_history,50,history_erasure_delta,0.09581304255895759,0.09284353493631511,0.09951655681890752,50
W4_commutative_relation_history,50,relation_lineage_excess_local,-0.013997395984910765,-0.014565121179248899,-0.013439367416889206,50
W4_commutative_relation_history,50,future_distinct_ratio,0.9881189080811323,0.9877498760825436,0.9885478869371397,50
W4_commutative_relation_history,50,dynamic_lock_in_index,0.0,0.0,0.0,50
W4_commutative_relation_history,100,order_sensitivity,1.0,1.0,1.0,50
W4_commutative_relation_history,100,history_mark_predictive_gain,0.2579977268543086,0.25784929774183857,0.25814291737293377,50
W4_commutative_relation_history,100,history_erasure_delta,0.2170612099247703,0.2134140409395265,0.21968474635650279,50
W4_commutative_relation_history,100,relation_lineage_excess_local,-0.013719597429332327,-0.014176316040383203,-0.01322569159410524,50
W4_commutative_relation_history,100,future_distinct_ratio,0.9877865527775798,0.9873979135189487,0.988227157690556,50
W4_commutative_relation_history,100,dynamic_lock_in_index,0.0,0.0,0.0,50
W5_noncommutative_relation_history,50,order_sensitivity,1.0,1.0,1.0,50
W5_noncommutative_relation_history,50,history_mark_predictive_gain,0.7353818513983454,0.7352600019987241,0.7355025175572688,50
W5_noncommutative_relation_history,50,history_erasure_delta,0.9973187102761856,0.9971065852640415,0.9975068875608263,50
W5_noncommutative_relation_history,50,relation_lineage_excess_local,-0.044448477663204554,-0.045878731351103055,-0.042902582168586396,50
W5_noncommutative_relation_history,50,future_distinct_ratio,0.9973187102761856,0.9971341909314633,0.9975349220716441,50
W5_noncommutative_relation_history,50,dynamic_lock_in_index,0.0,0.0,0.0,50
W5_noncommutative_relation_history,100,order_sensitivity,1.0,1.0,1.0,50
W5_noncommutative_relation_history,100,history_mark_predictive_gain,0.7353684710574874,0.7352306551160395,0.7354991898576941,50
W5_noncommutative_relation_history,100,history_erasure_delta,0.9975589169388941,0.9973746388927706,0.9977150259589347,50
W5_noncommutative_relation_history,100,relation_lineage_excess_local,-0.044137746620518385,-0.04495771113244595,-0.04303100216452153,50
W5_noncommutative_relation_history,100,future_distinct_ratio,0.9975589169388941,0.9973786682122827,0.9977271324322252,50
W5_noncommutative_relation_history,100,dynamic_lock_in_index,0.0,0.0,0.0,50
W6_noncommutative_no_relation_control,50,order_sensitivity,1.0,1.0,1.0,50
W6_noncommutative_no_relation_control,50,history_mark_predictive_gain,0.7353460347449403,0.7351713763313887,0.7356068708270809,50
W6_noncommutative_no_relation_control,50,history_erasure_delta,0.9884666070261358,0.9879899419574876,0.9890748669783724,50
W6_noncommutative_no_relation_control,50,relation_lineage_excess_local,0.6509958436101013,0.6492517812271069,0.6528111688897438,50
W6_noncommutative_no_relation_control,50,future_distinct_ratio,0.9884666070261358,0.9880082789152237,0.9889470960540636,50
