world,T,n_sites,seed,mutual_dependence_between_sites,relation_persistence,component_coupling,network_propagation_depth,relational_nonfactorization,relational_excess,relation_shuffle_delta
W3_relation_only,50,16,15,0.3185653280323689,0.6041199494949495,0.0874368686868687,0.5028055555555555,0.3185653280323689,9.89914424703782,0.0874368686868687
W3_relation_only,50,16,16,0.3185800232154614,0.6045337803643724,0.0927378542510122,0.5037677125506073,0.3185800232154614,9.900278805298846,0.0927378542510122
W3_relation_only,50,16,17,0.3192274419137335,0.6028727735368957,0.0959923664122137,0.502410941475827,0.3192274419137335,9.890617103644566,0.0959923664122137
W3_relation_only,50,16,18,0.3180259811031226,0.6009516902119072,0.0985116044399596,0.50248675580222,0.3180259811031226,9.907376255896285,0.0985116044399596
W3_relation_only,50,16,19,0.3190181300286856,0.6025189585439839,0.0918225480283114,0.5028937057633974,0.3190181300286856,9.8918223113627,0.0918225480283114
W3_relation_only,100,16,1,0.3199978106412431,0.6053881074168798,0.0857416879795396,0.5010984654731457,0.3199978106412431,9.878028401935268,0.0857416879795396
W3_relation_only,100,16,0,0.3198737346645448,0.6055257428278689,0.0972720286885245,0.5010169057377049,0.3198737346645448,9.878457084165058,0.0972720286885245
W3_relation_only,100,16,2,0.3197079208643645,0.6053175968399592,0.0936544342507645,0.5017956804281346,0.3197079208643645,9.88193622960826,0.0936544342507645
W3_relation_only,100,16,3,0.3187297674408195,0.6054281521184278,0.0875446656457377,0.501746426748341,0.3187297674408195,9.896124278448204,0.0875446656457377
W3_relation_only,100,16,4,0.3193229376549322,0.6053314828994385,0.0936064318529862,0.5012439382337927,0.3193229376549322,9.887835710689396,0.0936064318529862
W3_relation_only,100,16,5,0.3198994253930362,0.6051458546571136,0.0925025588536335,0.5014032113613102,0.3198994253930362,9.878301760834464,0.0925025588536335
W3_relation_only,100,16,6,0.3194234627687987,0.6051168880940214,0.0900613183444047,0.5011714358712315,0.3194234627687987,9.882014555875998,0.0900613183444047
W3_relation_only,100,16,7,0.3200150085951605,0.6056060703285421,0.0916324435318275,0.5015689168377824,0.3200150085951605,9.8769766262811,0.0916324435318275
W3_relation_only,100,16,8,0.3185045031320083,0.6050606580284553,0.0938135162601625,0.5015520198170732,0.3185045031320083,9.898935795342975,0.0938135162601625
W3_relation_only,100,16,9,0.3197432681187327,0.6056906552779194,0.0851606323304436,0.5013924655787864,0.3197432681187327,9.877135894767186,0.0851606323304436
W3_relation_only,100,16,10,0.3198315748530478,0.6067871344279118,0.0977424320164186,0.5012660338635198,0.3198315748530478,9.87922602154312,0.0977424320164186
W3_relation_only,100,16,11,0.3202467771963167,0.6073801763803681,0.0925996932515337,0.5016049974437629,0.3202467771963167,9.8729097160088,0.0925996932515337
W3_relation_only,100,16,12,0.3198123551526299,0.6067062020460358,0.0906649616368285,0.5011358695652174,0.3198123551526299,9.879703605813337,0.0906649616368285
W3_relation_only,100,16,13,0.3195202435802548,0.6061754352278546,0.0940860215053763,0.5016679467485919,0.3195202435802548,9.881759852424237,0.0940860215053763
W3_relation_only,100,16,15,0.319397919212034,0.6052755855397148,0.0921588594704683,0.5007347886965376,0.319397919212034,9.886553147157398,0.0921588594704683
W3_relation_only,100,16,14,0.3199975669362179,0.6063178862825089,0.0939571647118817,0.5011562978072412,0.3199975669362179,9.875259463066511,0.0939571647118817
W4_distinction_asymmetry,50,16,0,0.3165487855529628,0.0,0.0056362725450901,0.4995102705410821,0.3165487855529628,9.931799867008715,0.0056362725450901
W4_distinction_asymmetry,50,16,1,0.3164901552490558,0.0,-0.0040747241725175,0.5001999749247744,0.3164901552490558,9.931798160173294,0.0
W4_distinction_asymmetry,50,16,3,0.3165382918879895,0.0,-0.0037575150300601,0.5001791082164329,0.3165382918879895,9.932158830594094,0.0
W4_distinction_asymmetry,50,16,2,0.3163075524524144,0.0,0.0012531328320801,0.4995206766917291,0.3163075524524144,9.936379490019526,0.0012531328320801
W3_relation_only,100,16,16,0.3202216055465061,0.6045837602459017,0.0879226434426229,0.5015375256147541,0.3202216055465061,9.87480319538729,0.0879226434426229
W3_relation_only,100,16,17,0.3198063345454484,0.6058746803069054,0.0859974424552429,0.5015015984654732,0.3198063345454484,9.879361802400071,0.0859974424552429
W3_relation_only,100,16,18,0.3200318689847595,0.6060362595419847,0.0936386768447837,0.5008193384223918,0.3200318689847595,9.875221543426242,0.0936386768447837
W3_relation_only,100,16,19,0.3194459025512121,0.6053292667347981,0.0815022994379152,0.501409683188554,0.3194459025512121,9.884415647707096,0.0815022994379152
W4_distinction_asymmetry,50,16,4,0.3165148358874808,0.0,-0.0051978957915831,0.5002811873747496,0.3165148358874808,9.934924270647242,0.0
W4_distinction_asymmetry,50,16,5,0.3160601796842286,0.0,0.0078828828828829,0.4998798798798799,0.3160601796842286,9.94056542935326,0.0078828828828829
W4_distinction_asymmetry,50,16,6,0.3168048234698827,0.0,0.0041875,0.4996931249999998,0.3168048234698827,9.927181182573625,0.0041875
W4_distinction_asymmetry,50,16,7,0.3158773908620119,0.0,0.000312656328164,0.4994691095547774,0.3158773908620119,9.943317602250072,0.000312656328164
W4_distinction_asymmetry,50,16,9,0.3171603022517796,0.0,-0.0054429429429429,0.4993211961961962,0.3171603022517796,9.92349527317416,0.0
W4_distinction_asymmetry,50,16,8,0.3168934301614076,0.0,0.001565631262525,0.5001440380761523,0.3168934301614076,9.92708747807566,0.001565631262525
W4_distinction_asymmetry,50,16,10,0.3165460601490608,0.0,-0.0048221442885771,0.4999718186372744,0.3165460601490608,9.931237094634184,0.0
