condition,kappa,alpha,T,seed,singleton_fraction,small_fiber_fraction,component_balance,viable_propagation_index,estimator_warning
component_swap_fakeout,component_A_only,0.5,900,2,0.0625,0.0625,0.8992022403132178,0.0045697696393141,
component_swap_fakeout,component_B_only,0.5,900,2,0.0,0.0555555555555555,0.8298843866159897,0.0,
component_swap_fakeout,time_shuffled_COM,0.5,900,2,0.0,0.0769230769230769,1.0,0.0,
component_swap_fakeout,random_balanced_k_COM_cardinality,0.5,900,2,0.0,0.0,0.9506032706200104,0.9506032706200104,
component_swap_fakeout,hash_high_cardinality,0.5,900,2,0.5136986301369864,0.8626532083633742,0.2443646097757642,0.0,
component_swap_fakeout,joint_basin,0.5,900,2,0.1111111111111111,0.2222222222222222,1.0,0.8737939026572406,
component_swap_fakeout,boundary_v2_regime_sequence,0.5,900,2,0.0,0.0,1.0,0.9948276646814004,
component_swap_fakeout,basin_transition_profile,0.5,900,2,0.2368421052631578,0.3947368421052631,0.7137067544192647,0.5151423509316022,
coupled,center_of_mass,0.5,900,5,0.0,0.0,0.717307799881592,0.3842731907760551,
coupled,center_of_mass,0.5,900,5,0.0,0.0,0.717307799881592,0.3842731907760551,
coupled,component_A_only,0.5,900,5,0.0625,0.0625,0.5139458475186974,0.0026331329944499,
coupled,component_B_only,0.5,900,5,0.0,0.0,0.78076939197892,0.766880890104335,
coupled,time_shuffled_COM,0.5,900,5,0.0,0.0,0.717307799881592,0.3463256336991098,
coupled,random_balanced_k_COM_cardinality,0.5,900,5,0.0,0.0,0.5061172571435757,0.5061172571435757,
coupled,hash_high_cardinality,0.5,900,5,0.3389720234222511,0.6948601171112557,0.1536125502272594,0.0,
coupled,joint_basin,0.5,900,5,0.0,0.0,1.0,0.991174858542226,
coupled,boundary_v2_regime_sequence,0.5,900,5,0.0,0.0,1.0,0.9931690115206964,
coupled,basin_transition_profile,0.5,900,5,0.0869565217391304,0.1739130434782608,0.6037731677310056,0.5221624451239955,
product,center_of_mass,0.5,900,5,0.1,0.2,0.4702653360842162,0.1967939808453739,
product,component_A_only,0.5,900,5,0.1111111111111111,0.1111111111111111,0.3336113793730804,4.922621242305008e-05,
product,component_B_only,0.5,900,5,0.0,0.1666666666666666,0.6575278132040664,0.653149773847816,
product,time_shuffled_COM,0.5,900,5,0.1,0.2,0.4702653360842162,0.1835395523478402,
product,random_balanced_k_COM_cardinality,0.5,900,5,0.0,0.0,0.3542869654942093,0.3542869654942093,
product,hash_high_cardinality,0.5,900,5,0.3445945945945945,0.6516516516516516,0.1032396225994913,0.0,
product,joint_basin,0.5,900,5,0.0,0.0,1.0,0.9966693333333334,
product,boundary_v2_regime_sequence,0.5,900,5,0.0,0.0,1.0,0.991515,
product,basin_transition_profile,0.5,900,5,0.0,0.0,0.7915150711299485,0.7706527126426409,
shuffled,center_of_mass,0.5,900,5,0.1111111111111111,0.2222222222222222,0.4739165093974071,0.1839313400553663,
shuffled,component_A_only,0.5,900,5,0.0625,0.125,0.3326383689536067,0.0,
shuffled,component_B_only,0.5,900,5,0.1428571428571428,0.1428571428571428,0.6487904936314389,0.5497170526465476,
shuffled,time_shuffled_COM,0.5,900,5,0.1111111111111111,0.2222222222222222,0.4739165093974071,0.1737882072922442,
shuffled,random_balanced_k_COM_cardinality,0.5,900,5,0.0,0.0,0.3400765905915394,0.3400765905915394,
shuffled,hash_high_cardinality,0.5,900,5,0.3141700404858299,0.642914979757085,0.1005747896896642,0.0,
shuffled,joint_basin,0.5,900,5,0.0,0.5,1.0,0.9956663370076784,
shuffled,boundary_v2_regime_sequence,0.5,900,5,0.0,0.25,1.0,0.9948328375088468,
shuffled,basin_transition_profile,0.5,900,5,0.3076923076923077,0.5384615384615384,0.852673650557347,0.5766852728815041,
time_shuffled,center_of_mass,0.5,900,5,0.0,0.0,0.717307799881592,0.3545329779471095,
time_shuffled,component_A_only,0.5,900,5,0.0625,0.0625,0.5139458475186974,0.0022670982190021,
time_shuffled,component_B_only,0.5,900,5,0.0,0.0,0.78076939197892,0.7667523266692797,
time_shuffled,time_shuffled_COM,0.5,900,5,0.0,0.0,0.717307799881592,0.3476174572734221,
time_shuffled,random_balanced_k_COM_cardinality,0.5,900,5,0.0,0.0,0.5061172571435757,0.5061172571435757,
time_shuffled,hash_high_cardinality,0.5,900,5,0.3389720234222511,0.6948601171112557,0.1536125502272594,0.0,
time_shuffled,joint_basin,0.5,900,5,0.0,0.0,1.0,0.9906773640507374,
time_shuffled,boundary_v2_regime_sequence,0.5,900,5,0.0,0.0,1.0,0.9935010085160236,
time_shuffled,basin_transition_profile,0.5,900,5,0.0833333333333333,0.2083333333333333,0.5293140961093479,0.4645880324447957,
independent_alpha0,center_of_mass,0.5,900,5,0.1111111111111111,0.1111111111111111,0.4690907306244329,0.1828069082660774,
independent_alpha0,component_A_only,0.5,900,5,0.0,0.0625,0.3303271549770626,2.019031689707808e-05,
independent_alpha0,component_B_only,0.5,900,5,0.0,0.1666666666666666,0.6525516429496804,0.6467900579808695,
independent_alpha0,time_shuffled_COM,0.5,900,5,0.1111111111111111,0.1111111111111111,0.4690907306244329,0.1720481579323979,
independent_alpha0,random_balanced_k_COM_cardinality,0.5,900,5,0.0,0.0,0.3466953145346348,0.3466953145346348,
independent_alpha0,hash_high_cardinality,0.5,900,5,0.3263239875389408,0.6339563862928349,0.1013903178361016,0.0,
independent_alpha0,joint_basin,0.5,900,5,0.0,0.0,1.0,0.9951673395116838,
independent_alpha0,boundary_v2_regime_sequence,0.5,900,5,0.0,0.0,1.0,0.9936696790216978,
independent_alpha0,basin_transition_profile,0.5,900,5,0.1,0.3,0.8128293200156367,0.7162345070648296,
endpoint_fakeout,center_of_mass,0.5,900,5,0.0,0.0,0.7205238879657496,0.3486042208881107,
endpoint_fakeout,component_A_only,0.5,900,5,0.0588235294117647,0.0588235294117647,0.5113615101607941,0.0039466965986474,
endpoint_fakeout,component_B_only,0.5,900,5,0.0,0.0,0.7932152995883519,0.7859489354525078,
endpoint_fakeout,time_shuffled_COM,0.5,900,5,0.0,0.0,0.7205238879657496,0.3341263739721192,
endpoint_fakeout,random_balanced_k_COM_cardinality,0.5,900,5,0.0,0.0,0.52960036720148,0.52960036720148,
endpoint_fakeout,hash_high_cardinality,0.5,900,5,0.3393480791618161,0.7095459837019791,0.1565790977793217,0.0,
endpoint_fakeout,joint_basin,0.5,900,5,0.0,0.0,1.0,0.9918381845308772,
endpoint_fakeout,boundary_v2_regime_sequence,0.5,900,5,0.0,0.0,1.0,0.9945005065125184,
endpoint_fakeout,basin_transition_profile,0.5,900,5,0.0434782608695652,0.0434782608695652,0.5558795847684745,0.498511596897714,
rigid_collapse,center_of_mass,0.5,900,5,0.0,0.0,1.0,0.995999002005008,
rigid_collapse,component_A_only,0.5,900,5,0.0,0.0,0.5067767649951318,0.0,
rigid_collapse,component_B_only,0.5,900,5,0.0,0.0,0.750476517955643,0.750476517955643,
rigid_collapse,time_shuffled_COM,0.5,900,5,0.0,0.0,1.0,0.9964979995010024,
rigid_collapse,random_balanced_k_COM_cardinality,0.5,900,5,0.0,0.0,0.8625456600885151,0.8625456600885151,
rigid_collapse,hash_high_cardinality,0.5,900,5,0.0333333333333333,0.1,0.2272815957386511,0.0,
rigid_collapse,joint_basin,0.5,900,5,0.0,0.0,1.0,1.0,
rigid_collapse,boundary_v2_regime_sequence,0.5,900,5,0.0,0.0,1.0,1.0,
rigid_collapse,basin_transition_profile,0.5,900,5,0.0,0.0,0.6804161140324384,0.6804161140324384,
delayed_trap,center_of_mass,0.5,900,5,0.0,0.0,0.5859371427046047,0.3440375216363662,
delayed_trap,component_A_only,0.5,900,5,0.0625,0.0625,0.4675274696834398,0.0,
delayed_trap,component_B_only,0.5,900,5,0.0,0.0,0.7360832443282617,0.7272613176113442,
delayed_trap,time_shuffled_COM,0.5,900,5,0.0,0.0,0.5859371427046047,0.3009368388197567,
delayed_trap,random_balanced_k_COM_cardinality,0.5,900,5,0.0,0.0,0.3756204548572591,0.3756204548572591,
delayed_trap,hash_high_cardinality,0.5,900,5,0.3917220990391722,0.7878787878787878,0.1546466435349978,0.0,
delayed_trap,joint_basin,0.5,900,5,0.0,0.0,0.9741075133047782,0.963727454866468,
delayed_trap,boundary_v2_regime_sequence,0.5,900,5,0.0,0.0,1.0,0.9931690115206964,
delayed_trap,basin_transition_profile,0.5,900,5,0.1052631578947368,0.2631578947368421,0.5067043331259281,0.4405103672852971,
noise_fakeout,center_of_mass,0.5,900,5,0.0454545454545454,0.2272727272727272,1.0,0.0504220436652869,
noise_fakeout,component_A_only,0.5,900,5,0.1333333333333333,0.1666666666666666,0.8839897092558635,0.0190627633041927,
noise_fakeout,component_B_only,0.5,900,5,0.0666666666666666,0.1,0.8849810818543761,0.0264796873063654,
noise_fakeout,time_shuffled_COM,0.5,900,5,0.0454545454545454,0.2272727272727272,1.0,0.0420061748890577,
noise_fakeout,random_balanced_k_COM_cardinality,0.5,900,5,0.0,0.0,0.8789285318640854,0.8789285318640854,
noise_fakeout,hash_high_cardinality,0.5,900,5,0.6344701304646372,0.9798580910963608,0.2817430296769441,0.0,
noise_fakeout,joint_basin,0.5,900,5,0.0,0.0,1.0,1.0,
noise_fakeout,boundary_v2_regime_sequence,0.5,900,5,0.0,0.0,1.0,0.99333501001836,
noise_fakeout,basin_transition_profile,0.5,900,5,0.0,0.0,0.5588512608385581,0.4164576328438349,
component_swap_fakeout,center_of_mass,0.5,900,5,0.0769230769230769,0.0769230769230769,0.9920181219313556,8.196719293486242e-05,
component_swap_fakeout,component_A_only,0.5,900,5,0.0625,0.0625,0.8952183749602853,0.0045865319307984,
component_swap_fakeout,component_B_only,0.5,900,5,0.0555555555555555,0.1111111111111111,0.8305085624482368,0.0,
component_swap_fakeout,time_shuffled_COM,0.5,900,5,0.0769230769230769,0.0769230769230769,0.9920181219313556,0.0002706752453259,
component_swap_fakeout,random_balanced_k_COM_cardinality,0.5,900,5,0.0,0.0,0.8815821173901893,0.8815821173901893,
component_swap_fakeout,hash_high_cardinality,0.5,900,5,0.4977645305514158,0.8442622950819673,0.2431173697974006,0.0,
component_swap_fakeout,joint_basin,0.5,900,5,0.0,0.0,1.0,0.9685013675671,
component_swap_fakeout,boundary_v2_regime_sequence,0.5,900,5,0.0,0.0,1.0,0.9946666720106828,
component_swap_fakeout,basin_transition_profile,0.5,900,5,0.1219512195121951,0.3414634146341463,0.704510163856062,0.581104497267705,
coupled,center_of_mass,0.5,900,4,0.1111111111111111,0.1111111111111111,0.7126147525850417,0.3252120905893355,
coupled,center_of_mass,0.5,900,4,0.1111111111111111,0.1111111111111111,0.7126147525850417,0.3252120905893355,
coupled,component_A_only,0.5,900,4,0.0588235294117647,0.1176470588235294,0.5116482174373164,0.0017179771930616,
coupled,component_B_only,0.5,900,4,0.0,0.0,0.771891011106905,0.7586556392246779,
coupled,time_shuffled_COM,0.5,900,4,0.1111111111111111,0.1111111111111111,0.7126147525850417,0.3079409773837869,
coupled,random_balanced_k_COM_cardinality,0.5,900,4,0.0,0.0,0.5343991777590353,0.5343991777590353,
coupled,hash_high_cardinality,0.5,900,4,0.3468992248062015,0.7021963824289406,0.1518443743564825,0.0,
coupled,joint_basin,0.5,900,4,0.0,0.0,1.0,0.9810402367861976,
coupled,boundary_v2_regime_sequence,0.5,900,4,0.0,0.0,1.0,0.9924975200902808,
coupled,basin_transition_profile,0.5,900,4,0.0434782608695652,0.217391304347826,0.6016902794665652,0.5429595590229985,
product,center_of_mass,0.5,900,4,0.2,0.2,0.4885461580567773,0.1718134762131132,
product,component_A_only,0.5,900,4,0.1176470588235294,0.2352941176470588,0.3428153077604707,1.6334141134469488e-05,
product,component_B_only,0.5,900,4,0.1666666666666666,0.1666666666666666,0.6701920627777563,0.5548673673418099,
product,time_shuffled_COM,0.5,900,4,0.2,0.2,0.4885461580567773,0.1664250075082102,
product,random_balanced_k_COM_cardinality,0.5,900,4,0.0,0.0,0.3841640724054074,0.3841640724054074,
product,hash_high_cardinality,0.5,900,4,0.3152,0.6376,0.1040568966764753,0.0,
product,joint_basin,0.5,900,4,0.0,0.0,1.0,0.9971683333333332,
product,boundary_v2_regime_sequence,0.5,900,4,0.0,0.0,1.0,0.990683,
product,basin_transition_profile,0.5,900,4,0.0,0.3333333333333333,0.8791359623154239,0.8638025124286994,
shuffled,center_of_mass,0.5,900,4,0.1111111111111111,0.1111111111111111,0.4983203256857278,0.2050661723001844,
shuffled,component_A_only,0.5,900,4,0.0666666666666666,0.0666666666666666,0.3469754007388935,8.599047741376981e-05,
shuffled,component_B_only,0.5,900,4,0.0,0.1666666666666666,0.6754794020949515,0.6681697250878892,
shuffled,time_shuffled_COM,0.5,900,4,0.1111111111111111,0.1111111111111111,0.4983203256857278,0.1974460547385805,
shuffled,random_balanced_k_COM_cardinality,0.5,900,4,0.0,0.0,0.3618318090035053,0.3618318090035053,
shuffled,hash_high_cardinality,0.5,900,4,0.3356374807987711,0.6459293394777266,0.1058733264602204,0.0,
shuffled,joint_basin,0.5,900,4,0.0,0.0,1.0,0.9935035135235336,
shuffled,boundary_v2_regime_sequence,0.5,900,4,0.0,0.0,1.0,0.9908431955479003,
shuffled,basin_transition_profile,0.5,900,4,0.0,0.0,0.8320494879179257,0.8189065096269545,
time_shuffled,center_of_mass,0.5,900,4,0.1111111111111111,0.1111111111111111,0.7126147525850417,0.3054399990168632,
time_shuffled,component_A_only,0.5,900,4,0.0588235294117647,0.1176470588235294,0.5116482174373164,0.0012449694011633,
time_shuffled,component_B_only,0.5,900,4,0.0,0.0,0.771891011106905,0.7581467305282334,
time_shuffled,time_shuffled_COM,0.5,900,4,0.1111111111111111,0.1111111111111111,0.7126147525850417,0.2901961675339586,
time_shuffled,random_balanced_k_COM_cardinality,0.5,900,4,0.0,0.0,0.5343991777590353,0.5343991777590353,
time_shuffled,hash_high_cardinality,0.5,900,4,0.3468992248062015,0.7021963824289406,0.1518443743564825,0.0,
time_shuffled,joint_basin,0.5,900,4,0.0,0.0,1.0,0.9810402367861976,
time_shuffled,boundary_v2_regime_sequence,0.5,900,4,0.0,0.0,1.0,0.9919990281163532,
time_shuffled,basin_transition_profile,0.5,900,4,0.0,0.125,0.507161757364651,0.4787044619321836,
independent_alpha0,center_of_mass,0.5,900,4,0.0,0.2,0.4947260159737239,0.2096065078997792,
independent_alpha0,component_A_only,0.5,900,4,0.1666666666666666,0.1666666666666666,0.3509118376089661,0.0,
independent_alpha0,component_B_only,0.5,900,4,0.0,0.1666666666666666,0.6819868827481806,0.674952415381594,
independent_alpha0,time_shuffled_COM,0.5,900,4,0.0,0.2,0.4947260159737239,0.2024975424132449,
independent_alpha0,random_balanced_k_COM_cardinality,0.5,900,4,0.0,0.0,0.3651975964886556,0.3651975964886556,
independent_alpha0,hash_high_cardinality,0.5,900,4,0.3275996872556685,0.6309616888193902,0.1069282748703732,0.0,
independent_alpha0,joint_basin,0.5,900,4,0.25,0.25,1.0,0.74450875,
independent_alpha0,boundary_v2_regime_sequence,0.5,900,4,0.0,0.0,1.0,0.990352,
independent_alpha0,basin_transition_profile,0.5,900,4,0.25,0.4166666666666667,0.8893118413130251,0.6512741873079742,
endpoint_fakeout,center_of_mass,0.5,900,4,0.0,0.1111111111111111,0.7299095402710641,0.3489432378101575,
endpoint_fakeout,component_A_only,0.5,900,4,0.0,0.0588235294117647,0.5166292635826353,0.0034130591386919,
endpoint_fakeout,component_B_only,0.5,900,4,0.125,0.125,0.7839306288939195,0.6764529218221162,
endpoint_fakeout,time_shuffled_COM,0.5,900,4,0.0,0.1111111111111111,0.7299095402710641,0.3442255934377504,
endpoint_fakeout,random_balanced_k_COM_cardinality,0.5,900,4,0.0,0.0,0.5298062614572628,0.5298062614572628,
endpoint_fakeout,hash_high_cardinality,0.5,900,4,0.33703920421299,0.6974839087185488,0.1568265901126966,0.0,
endpoint_fakeout,joint_basin,0.5,900,4,0.0,0.1666666666666666,1.0,0.9843588312229,
endpoint_fakeout,boundary_v2_regime_sequence,0.5,900,4,0.0,0.0,1.0,0.985681449739827,
endpoint_fakeout,basin_transition_profile,0.5,900,4,0.074074074074074,0.2592592592592592,0.5622762757541624,0.4815008801126125,
rigid_collapse,center_of_mass,0.5,900,4,0.0,0.0,1.0,0.9973293279946668,
rigid_collapse,component_A_only,0.5,900,4,0.0,0.0,0.474008663101024,0.0,
rigid_collapse,component_B_only,0.5,900,4,0.0,0.0,0.7513008204359181,0.7513008204359181,
rigid_collapse,time_shuffled_COM,0.5,900,4,0.0,0.0,1.0,0.9973293279946668,
rigid_collapse,random_balanced_k_COM_cardinality,0.5,900,4,0.0,0.0,0.8631207726835273,0.8631207726835273,
rigid_collapse,hash_high_cardinality,0.5,900,4,0.15625,0.21875,0.2252472701081938,0.0,
rigid_collapse,joint_basin,0.5,900,4,0.0,0.0,1.0,1.0,
rigid_collapse,boundary_v2_regime_sequence,0.5,900,4,0.0,0.0,1.0,1.0,
rigid_collapse,basin_transition_profile,0.5,900,4,0.0,0.0,0.6992479345867142,0.6992479345867142,
delayed_trap,center_of_mass,0.5,900,4,0.1111111111111111,0.1111111111111111,0.5961130960145117,0.296877671041856,
delayed_trap,component_A_only,0.5,900,4,0.0,0.0625,0.476141762010477,0.0,
delayed_trap,component_B_only,0.5,900,4,0.0,0.1428571428571428,0.7493042228330126,0.7413116765547065,
delayed_trap,time_shuffled_COM,0.5,900,4,0.1111111111111111,0.1111111111111111,0.5961130960145117,0.2791574979355305,
delayed_trap,random_balanced_k_COM_cardinality,0.5,900,4,0.0,0.0,0.4066676797151308,0.4066676797151308,
delayed_trap,hash_high_cardinality,0.5,900,4,0.4051470588235294,0.7926470588235294,0.1572272930458605,0.0,
delayed_trap,joint_basin,0.5,900,4,0.0,0.0,0.9819459740890322,0.9638140595761804,
delayed_trap,boundary_v2_regime_sequence,0.5,900,4,0.0,0.0,1.0,0.9928298480728992,
delayed_trap,basin_transition_profile,0.5,900,4,0.1052631578947368,0.2631578947368421,0.5147640771163844,0.4437915415643627,
noise_fakeout,center_of_mass,0.5,900,4,0.12,0.2,1.0,0.0381719082788154,
noise_fakeout,component_A_only,0.5,900,4,0.032258064516129,0.1612903225806451,0.8836081817742942,0.0207151713867398,
noise_fakeout,component_B_only,0.5,900,4,0.03125,0.21875,0.8845813267629319,0.032539428780011,
noise_fakeout,time_shuffled_COM,0.5,900,4,0.12,0.2,1.0,0.0487434990220922,
noise_fakeout,random_balanced_k_COM_cardinality,0.5,900,4,0.0,0.0,0.842527004483857,0.842527004483857,
noise_fakeout,hash_high_cardinality,0.5,900,4,0.6489795918367347,0.9789115646258504,0.2834560914541108,0.0,
noise_fakeout,joint_basin,0.5,900,4,0.0,0.0,1.0,1.0,
noise_fakeout,boundary_v2_regime_sequence,0.5,900,4,0.0,0.0,1.0,0.9959949960040322,
noise_fakeout,basin_transition_profile,0.5,900,4,0.0,0.0,0.5600398723152985,0.4288057012886768,
component_swap_fakeout,center_of_mass,0.5,900,4,0.0,0.1538461538461538,1.0,0.0,
component_swap_fakeout,component_A_only,0.5,900,4,0.0588235294117647,0.1176470588235294,0.8986126873843064,0.0030172998746179,
component_swap_fakeout,component_B_only,0.5,900,4,0.0555555555555555,0.0555555555555555,0.8307528429554821,0.0,
component_swap_fakeout,time_shuffled_COM,0.5,900,4,0.0,0.1538461538461538,1.0,0.0,
component_swap_fakeout,random_balanced_k_COM_cardinality,0.5,900,4,0.0,0.0,0.8782988495214619,0.8782988495214619,
component_swap_fakeout,hash_high_cardinality,0.5,900,4,0.5076807793180966,0.8433870363431997,0.2431171030864304,0.0,
component_swap_fakeout,joint_basin,0.5,900,4,0.0,0.1111111111111111,1.0,0.9707835845371438,
component_swap_fakeout,boundary_v2_regime_sequence,0.5,900,4,0.0,0.2,1.0,0.9894990381564732,
component_swap_fakeout,basin_transition_profile,0.5,900,4,0.2727272727272727,0.4545454545454545,0.7069150095669625,0.4814277494293713,
coupled,center_of_mass,0.5,900,0,0.0909090909090909,0.2727272727272727,0.7106595382708969,0.3481966855335858,
coupled,center_of_mass,0.5,900,0,0.0909090909090909,0.2727272727272727,0.7106595382708969,0.3481966855335858,
coupled,component_A_only,0.5,900,0,0.1578947368421052,0.2105263157894736,0.5102055035495474,0.001435449757776,
coupled,component_B_only,0.5,900,0,0.0,0.0,0.7705202447591724,0.763723870940274,
coupled,time_shuffled_COM,0.5,900,0,0.0909090909090909,0.2727272727272727,0.7106595382708969,0.3309321811324829,
coupled,random_balanced_k_COM_cardinality,0.5,900,0,0.0,0.0,0.4972089321285293,0.4972089321285293,
coupled,hash_high_cardinality,0.5,900,0,0.3659003831417624,0.7158365261813537,0.1512393994027393,0.0,
coupled,joint_basin,0.5,900,0,0.0,0.0,1.0,0.9885315,
coupled,boundary_v2_regime_sequence,0.5,900,0,0.0,0.0,1.0,0.987036,
coupled,basin_transition_profile,0.5,900,0,0.0454545454545454,0.2272727272727272,0.6088832794008938,0.546079114060426,
product,center_of_mass,0.5,900,0,0.0,0.2,0.4716816080469871,0.2257585032196017,
product,component_A_only,0.5,900,0,0.1666666666666666,0.1666666666666666,0.3296117288232216,4.006813207875644e-05,
product,component_B_only,0.5,900,0,0.0,0.0,0.6443385811032394,0.638210289562871,
product,time_shuffled_COM,0.5,900,0,0.0,0.2,0.4716816080469871,0.2166550673392666,
product,random_balanced_k_COM_cardinality,0.5,900,0,0.0,0.0,0.3206955956151943,0.3206955956151943,
product,hash_high_cardinality,0.5,900,0,0.3206650831353919,0.6357878068091845,0.1007806272919598,0.0,
product,joint_basin,0.5,900,0,0.25,0.25,1.0,0.7432432704331651,
product,boundary_v2_regime_sequence,0.5,900,0,0.0,0.0,0.9963759096164037,0.9845807232638576,
product,basin_transition_profile,0.5,900,0,0.1666666666666666,0.25,0.808014124534141,0.6594506562714689,
shuffled,center_of_mass,0.5,900,0,0.0,0.0,0.4822078915400515,0.2169209789053464,
shuffled,component_A_only,0.5,900,0,0.0,0.1176470588235294,0.341035092778526,3.836644793758417e-05,
shuffled,component_B_only,0.5,900,0,0.0,0.1666666666666666,0.6740208066552926,0.6669570686015452,
shuffled,time_shuffled_COM,0.5,900,0,0.0,0.0,0.4822078915400515,0.2077120136966602,
shuffled,random_balanced_k_COM_cardinality,0.5,900,0,0.0,0.0,0.331637010056686,0.331637010056686,
shuffled,hash_high_cardinality,0.5,900,0,0.3286274509803921,0.6501960784313725,0.1041677844256005,0.0,
shuffled,joint_basin,0.5,900,0,0.0,0.25,1.0,0.992012,
shuffled,boundary_v2_regime_sequence,0.5,900,0,0.0,0.0,1.0,0.990021,
shuffled,basin_transition_profile,0.5,900,0,0.0833333333333333,0.4166666666666667,0.8638141982786326,0.774095864202819,
time_shuffled,center_of_mass,0.5,900,0,0.0909090909090909,0.2727272727272727,0.7106595382708969,0.330864130097909,
time_shuffled,component_A_only,0.5,900,0,0.1578947368421052,0.2105263157894736,0.5102055035495474,0.001076623122227,
time_shuffled,component_B_only,0.5,900,0,0.0,0.0,0.7705202447591724,0.7633413076387512,
time_shuffled,time_shuffled_COM,0.5,900,0,0.0909090909090909,0.2727272727272727,0.7106595382708969,0.3481259426068215,
time_shuffled,random_balanced_k_COM_cardinality,0.5,900,0,0.0,0.0,0.4972089321285293,0.4972089321285293,
time_shuffled,hash_high_cardinality,0.5,900,0,0.3659003831417624,0.7158365261813537,0.1512393994027393,0.0,
time_shuffled,joint_basin,0.5,900,0,0.0,0.0,1.0,0.988366,
time_shuffled,boundary_v2_regime_sequence,0.5,900,0,0.0,0.0,1.0,0.9873663333333332,
time_shuffled,basin_transition_profile,0.5,900,0,0.0,0.0434782608695652,0.5247911831811644,0.4931851093828955,
independent_alpha0,center_of_mass,0.5,900,0,0.1,0.2,0.4761533104841192,0.1797086872903021,
independent_alpha0,component_A_only,0.5,900,0,0.0588235294117647,0.1764705882352941,0.3346674954411216,0.0,
independent_alpha0,component_B_only,0.5,900,0,0.0,0.0,0.6592448789162655,0.6566098771352371,
independent_alpha0,time_shuffled_COM,0.5,900,0,0.1,0.2,0.4761533104841192,0.1708060964595117,
independent_alpha0,random_balanced_k_COM_cardinality,0.5,900,0,0.0,0.0,0.3738756477692359,0.3738756477692359,
independent_alpha0,hash_high_cardinality,0.5,900,0,0.3193209377526273,0.6257073565076798,0.1014463122659007,0.0,
independent_alpha0,joint_basin,0.5,900,0,0.0,0.3333333333333333,1.0,0.9973346666666666,
independent_alpha0,boundary_v2_regime_sequence,0.5,900,0,0.0,0.25,1.0,0.9973346666666666,
independent_alpha0,basin_transition_profile,0.5,900,0,0.0,0.3333333333333333,0.8456562337752932,0.8288065333173205,
endpoint_fakeout,center_of_mass,0.5,900,0,0.0,0.2727272727272727,0.7200090040897312,0.3551300410871781,
endpoint_fakeout,component_A_only,0.5,900,0,0.0526315789473684,0.1578947368421052,0.5098481625986698,0.0025551443180339,
endpoint_fakeout,component_B_only,0.5,900,0,0.0,0.0,0.7830135094149143,0.7748075278362461,
endpoint_fakeout,time_shuffled_COM,0.5,900,0,0.0,0.2727272727272727,0.7200090040897312,0.3553654840315154,
endpoint_fakeout,random_balanced_k_COM_cardinality,0.5,900,0,0.0,0.0,0.4945136893633481,0.4945136893633481,
endpoint_fakeout,hash_high_cardinality,0.5,900,0,0.3615428900402994,0.7219343696027634,0.1548584931986599,0.0,
endpoint_fakeout,joint_basin,0.5,900,0,0.0,0.0,1.0,0.992509,
endpoint_fakeout,boundary_v2_regime_sequence,0.5,900,0,0.0,0.0,1.0,0.9867056666666668,
endpoint_fakeout,basin_transition_profile,0.5,900,0,0.0,0.0454545454545454,0.5597308795792313,0.5241935660347459,
rigid_collapse,center_of_mass,0.5,900,0,0.0,0.0,1.0,1.0,
rigid_collapse,component_A_only,0.5,900,0,0.0,0.0,0.5027870243314725,0.0,
rigid_collapse,component_B_only,0.5,900,0,0.0,0.0,0.7513008204359181,0.7513008204359181,
rigid_collapse,time_shuffled_COM,0.5,900,0,0.0,0.0,1.0,1.0,
rigid_collapse,random_balanced_k_COM_cardinality,0.5,900,0,0.0,0.0,0.8631305304662837,0.8631305304662837,
rigid_collapse,hash_high_cardinality,0.5,900,0,0.15625,0.21875,0.2276600871709535,0.0,
rigid_collapse,joint_basin,0.5,900,0,0.0,0.0,1.0,1.0,
rigid_collapse,boundary_v2_regime_sequence,0.5,900,0,0.0,0.0,1.0,1.0,
rigid_collapse,basin_transition_profile,0.5,900,0,0.0,0.0,0.6883771064750437,0.6883771064750437,
delayed_trap,center_of_mass,0.5,900,0,0.0909090909090909,0.2727272727272727,0.5936368132969784,0.3157672937289287,
delayed_trap,component_A_only,0.5,900,0,0.1578947368421052,0.2105263157894736,0.4789338709825033,0.0,
delayed_trap,component_B_only,0.5,900,0,0.0,0.0,0.7532680270498727,0.7492546150017511,
delayed_trap,time_shuffled_COM,0.5,900,0,0.0909090909090909,0.2727272727272727,0.5936368132969784,0.2994120598527667,
delayed_trap,random_balanced_k_COM_cardinality,0.5,900,0,0.0,0.0,0.3816133013555385,0.3816133013555385,
delayed_trap,hash_high_cardinality,0.5,900,0,0.4255628177196804,0.7923021060275962,0.1609730448800055,0.0,
delayed_trap,joint_basin,0.5,900,0,0.0,0.2,1.0,0.986205,
delayed_trap,boundary_v2_regime_sequence,0.5,900,0,0.0,0.0,1.0,0.9876966666666668,
delayed_trap,basin_transition_profile,0.5,900,0,0.1176470588235294,0.2941176470588235,0.5243368548539403,0.4492410220683149,
noise_fakeout,center_of_mass,0.5,900,0,0.08,0.28,1.0,0.0530153066666666,
noise_fakeout,component_A_only,0.5,900,0,0.1333333333333333,0.1333333333333333,0.8848357906796189,0.0205937075183125,
noise_fakeout,component_B_only,0.5,900,0,0.03125,0.1875,0.8743600974666516,0.0259121123303494,
