condition,kappa,alpha,T,seed,singleton_fraction,small_fiber_fraction,component_balance,viable_propagation_index,estimator_warning
noise_fakeout,time_shuffled_COM,0.5,900,0,0.08,0.28,1.0,0.0454246933333333,
noise_fakeout,random_balanced_k_COM_cardinality,0.5,900,0,0.0,0.0,0.8593662982427275,0.8593662982427275,
noise_fakeout,hash_high_cardinality,0.5,900,0,0.6387635379061372,0.9812725631768952,0.281954054533059,0.0,
noise_fakeout,joint_basin,0.5,900,0,0.0,0.0,1.0,1.0,
noise_fakeout,boundary_v2_regime_sequence,0.5,900,0,0.0,0.0,1.0,0.992509,
noise_fakeout,basin_transition_profile,0.5,900,0,0.0,0.0,0.5592011250324364,0.4057778655668496,
component_swap_fakeout,center_of_mass,0.5,900,0,0.1428571428571428,0.2142857142857142,0.995479901275604,0.0,
component_swap_fakeout,component_A_only,0.5,900,0,0.1578947368421052,0.2105263157894736,0.902615879604899,0.0025394860242189,
component_swap_fakeout,component_B_only,0.5,900,0,0.0,0.0588235294117647,0.8371614277584308,0.0,
component_swap_fakeout,time_shuffled_COM,0.5,900,0,0.1428571428571428,0.2142857142857142,0.995479901275604,0.0,
component_swap_fakeout,random_balanced_k_COM_cardinality,0.5,900,0,0.0,0.0,0.9399855793121136,0.9399855793121136,
component_swap_fakeout,hash_high_cardinality,0.5,900,0,0.5022539444027048,0.8392186326070623,0.2433781236697536,0.0,
component_swap_fakeout,joint_basin,0.5,900,0,0.0,0.1111111111111111,1.0,0.961146,
component_swap_fakeout,boundary_v2_regime_sequence,0.5,900,0,0.0,0.2,1.0,0.9898506666666668,
component_swap_fakeout,basin_transition_profile,0.5,900,0,0.1860465116279069,0.4186046511627907,0.7027039031147343,0.5305849572967881,
coupled,center_of_mass,0.5,900,6,0.0,0.1111111111111111,0.7021288456698588,0.3711134779800837,
coupled,center_of_mass,0.5,900,6,0.0,0.1111111111111111,0.7021288456698588,0.3711134779800837,
coupled,component_A_only,0.5,900,6,0.0625,0.0625,0.5075151104953063,0.0022607419195485,
coupled,component_B_only,0.5,900,6,0.0,0.0,0.7712073635175352,0.7626105865018445,
coupled,time_shuffled_COM,0.5,900,6,0.0,0.1111111111111111,0.7021288456698588,0.3500868254388083,
coupled,random_balanced_k_COM_cardinality,0.5,900,6,0.0,0.0,0.5333275598783846,0.5333275598783846,
coupled,hash_high_cardinality,0.5,900,6,0.3527902501603592,0.708146247594612,0.1517099517439778,0.0,
coupled,joint_basin,0.5,900,6,0.0,0.0,1.0,0.98538,
coupled,boundary_v2_regime_sequence,0.5,900,6,0.0,0.0,1.0,0.991515,
coupled,basin_transition_profile,0.5,900,6,0.0869565217391304,0.217391304347826,0.6062848004714322,0.5278026037812585,
product,center_of_mass,0.5,900,6,0.0,0.1111111111111111,0.4922830202182687,0.2115769135463607,
product,component_A_only,0.5,900,6,0.0588235294117647,0.1764705882352941,0.347431322555815,4.390498698425608e-05,
product,component_B_only,0.5,900,6,0.0,0.1666666666666666,0.6708848012205669,0.6638469040377196,
product,time_shuffled_COM,0.5,900,6,0.0,0.1111111111111111,0.4922830202182687,0.2064612200724226,
product,random_balanced_k_COM_cardinality,0.5,900,6,0.0,0.0,0.3580178402547068,0.3580178402547068,
product,hash_high_cardinality,0.5,900,6,0.3377847604084839,0.6268656716417911,0.1052253280423251,0.0,
product,joint_basin,0.5,900,6,0.25,0.25,1.0,0.7468745021297574,
product,boundary_v2_regime_sequence,0.5,900,6,0.0,0.0,1.0,0.9930030130230332,
product,basin_transition_profile,0.5,900,6,0.1818181818181818,0.2727272727272727,0.9004203224747749,0.7195799647214622,
shuffled,center_of_mass,0.5,900,6,0.0,0.0,0.4824324686601866,0.2253971702950054,
shuffled,component_A_only,0.5,900,6,0.0,0.125,0.3380801973884554,2.5068045629959983e-05,
shuffled,component_B_only,0.5,900,6,0.1666666666666666,0.1666666666666666,0.658253034136961,0.5463494708893181,
shuffled,time_shuffled_COM,0.5,900,6,0.0,0.0,0.4824324686601866,0.2127728082491578,
shuffled,random_balanced_k_COM_cardinality,0.5,900,6,0.0,0.0,0.3440089316391239,0.3440089316391239,
shuffled,hash_high_cardinality,0.5,900,6,0.3403736799350121,0.6385052802599512,0.1018249454927955,0.0,
shuffled,joint_basin,0.5,900,6,0.0,0.3333333333333333,1.0,0.9974984995005016,
shuffled,boundary_v2_regime_sequence,0.5,900,6,0.0,0.0,1.0,0.9918381845308772,
shuffled,basin_transition_profile,0.5,900,6,0.1111111111111111,0.3333333333333333,0.843156984284036,0.7366347228320866,
time_shuffled,center_of_mass,0.5,900,6,0.0,0.1111111111111111,0.7021288456698588,0.355961069404631,
time_shuffled,component_A_only,0.5,900,6,0.0625,0.0625,0.5075151104953063,0.0019015956796371,
time_shuffled,component_B_only,0.5,900,6,0.0,0.0,0.7712073635175352,0.7626105865018445,
time_shuffled,time_shuffled_COM,0.5,900,6,0.0,0.1111111111111111,0.7021288456698588,0.3458583714872359,
time_shuffled,random_balanced_k_COM_cardinality,0.5,900,6,0.0,0.0,0.5333275598783846,0.5333275598783846,
time_shuffled,hash_high_cardinality,0.5,900,6,0.3527902501603592,0.708146247594612,0.1517099517439778,0.0,
time_shuffled,joint_basin,0.5,900,6,0.0,0.0,1.0,0.98472,
time_shuffled,boundary_v2_regime_sequence,0.5,900,6,0.0,0.0,1.0,0.991515,
time_shuffled,basin_transition_profile,0.5,900,6,0.0434782608695652,0.1304347826086956,0.5042111417701678,0.4543547440719336,
independent_alpha0,center_of_mass,0.5,900,6,0.0,0.0,0.4878846341694721,0.214979916451903,
independent_alpha0,component_A_only,0.5,900,6,0.0,0.0588235294117647,0.3395833109577897,4.19363248017158e-05,
independent_alpha0,component_B_only,0.5,900,6,0.0,0.1666666666666666,0.6678891940670659,0.6636552227463288,
independent_alpha0,time_shuffled_COM,0.5,900,6,0.0,0.0,0.4878846341694721,0.1999104158418757,
independent_alpha0,random_balanced_k_COM_cardinality,0.5,900,6,0.0,0.0,0.3318565026380042,0.3318565026380042,
independent_alpha0,hash_high_cardinality,0.5,900,6,0.3231850117096019,0.6354410616705699,0.1039515008512108,0.0,
independent_alpha0,joint_basin,0.5,900,6,0.0,0.0,1.0,0.9934970140682166,
independent_alpha0,boundary_v2_regime_sequence,0.5,900,6,0.0,0.0,1.0,0.9966626640053656,
independent_alpha0,basin_transition_profile,0.5,900,6,0.0,0.0,0.857712588719523,0.8404550673863364,
endpoint_fakeout,center_of_mass,0.5,900,6,0.1,0.2,0.7138009228458931,0.312561717779082,
endpoint_fakeout,component_A_only,0.5,900,6,0.1111111111111111,0.1666666666666666,0.5073874998911102,0.0032923811104045,
endpoint_fakeout,component_B_only,0.5,900,6,0.0,0.125,0.7826968297259105,0.7691741765987359,
endpoint_fakeout,time_shuffled_COM,0.5,900,6,0.1,0.2,0.7138009228458931,0.3066882782655367,
endpoint_fakeout,random_balanced_k_COM_cardinality,0.5,900,6,0.0,0.0,0.5273543781435315,0.5273543781435315,
endpoint_fakeout,hash_high_cardinality,0.5,900,6,0.3498871331828442,0.7347629796839729,0.1557888982359556,0.0,
endpoint_fakeout,joint_basin,0.5,900,6,0.0,0.0,1.0,0.9886876666666669,
endpoint_fakeout,boundary_v2_regime_sequence,0.5,900,6,0.0,0.0,1.0,0.9873663333333332,
endpoint_fakeout,basin_transition_profile,0.5,900,6,0.0434782608695652,0.0869565217391304,0.5571158895054001,0.5031236328571638,
rigid_collapse,center_of_mass,0.5,900,6,0.0,0.0,1.0,0.998667,
rigid_collapse,component_A_only,0.5,900,6,0.0,0.0,0.4760349975781557,0.0,
rigid_collapse,component_B_only,0.5,900,6,0.0,0.0,0.7513008204359181,0.7513008204359181,
rigid_collapse,time_shuffled_COM,0.5,900,6,0.0,0.0,1.0,0.998667,
rigid_collapse,random_balanced_k_COM_cardinality,0.5,900,6,0.0,0.0,0.8631291581469683,0.8631291581469683,
rigid_collapse,hash_high_cardinality,0.5,900,6,0.064516129032258,0.1612903225806451,0.2151987892779966,0.0,
rigid_collapse,joint_basin,0.5,900,6,0.0,0.0,1.0,1.0,
rigid_collapse,boundary_v2_regime_sequence,0.5,900,6,0.0,0.0,1.0,1.0,
rigid_collapse,basin_transition_profile,0.5,900,6,0.0,0.0,0.6988472636229183,0.6988472636229183,
delayed_trap,center_of_mass,0.5,900,6,0.0,0.1111111111111111,0.5830613077321577,0.3338958884858974,
delayed_trap,component_A_only,0.5,900,6,0.0625,0.0625,0.4676900532350456,0.0,
delayed_trap,component_B_only,0.5,900,6,0.0,0.0,0.7412048037638962,0.7347896761873196,
delayed_trap,time_shuffled_COM,0.5,900,6,0.0,0.1111111111111111,0.5830613077321577,0.3137402364926737,
delayed_trap,random_balanced_k_COM_cardinality,0.5,900,6,0.0,0.0,0.403025948844918,0.403025948844918,
delayed_trap,hash_high_cardinality,0.5,900,6,0.4057017543859649,0.8033625730994152,0.1547006205069375,0.0,
delayed_trap,joint_basin,0.5,900,6,0.0,0.2,0.9855191403970692,0.9722491251716228,
delayed_trap,boundary_v2_regime_sequence,0.5,900,6,0.0,0.0,1.0,0.9916806666666668,
delayed_trap,basin_transition_profile,0.5,900,6,0.1111111111111111,0.4444444444444444,0.5141433471737118,0.4466310700022545,
noise_fakeout,center_of_mass,0.5,900,6,0.0454545454545454,0.1363636363636363,1.0,0.0390265909090909,
noise_fakeout,component_A_only,0.5,900,6,0.032258064516129,0.1935483870967742,0.8831088391998542,0.0221734385832128,
noise_fakeout,component_B_only,0.5,900,6,0.064516129032258,0.1935483870967742,0.8867309879257128,0.0200208029402228,
noise_fakeout,time_shuffled_COM,0.5,900,6,0.0454545454545454,0.1363636363636363,1.0,0.0339422045454545,
noise_fakeout,random_balanced_k_COM_cardinality,0.5,900,6,0.0,0.0,0.863044311356814,0.863044311356814,
noise_fakeout,hash_high_cardinality,0.5,900,6,0.6440027106392591,0.9805737519765078,0.2833042478242336,0.0,
noise_fakeout,joint_basin,0.5,900,6,0.0,0.0,1.0,1.0,
noise_fakeout,boundary_v2_regime_sequence,0.5,900,6,0.0,0.0,1.0,0.996003,
noise_fakeout,basin_transition_profile,0.5,900,6,0.0,0.0,0.5600688393898321,0.4300577260821062,
component_swap_fakeout,center_of_mass,0.5,900,6,0.0,0.0769230769230769,0.9888544705936184,0.0,
component_swap_fakeout,component_A_only,0.5,900,6,0.0625,0.0625,0.8969501834783096,0.0039954926219973,
component_swap_fakeout,component_B_only,0.5,900,6,0.0555555555555555,0.1111111111111111,0.8309965149621091,0.0,
component_swap_fakeout,time_shuffled_COM,0.5,900,6,0.0,0.0769230769230769,0.9888544705936184,0.0001498114522949,
component_swap_fakeout,random_balanced_k_COM_cardinality,0.5,900,6,0.0,0.0,0.9425694778232232,0.9425694778232232,
component_swap_fakeout,hash_high_cardinality,0.5,900,6,0.5121591746499632,0.8511422254974208,0.2433472447541741,0.0,
component_swap_fakeout,joint_basin,0.5,900,6,0.0,0.1111111111111111,1.0,0.9686955,
component_swap_fakeout,boundary_v2_regime_sequence,0.5,900,6,0.0,0.2,1.0,0.990016,
component_swap_fakeout,basin_transition_profile,0.5,900,6,0.1428571428571428,0.4047619047619047,0.7109115683755942,0.5706649653423667,
coupled,center_of_mass,0.5,900,7,0.0,0.0,0.7182481209488046,0.3557753067573167,
coupled,center_of_mass,0.5,900,7,0.0,0.0,0.7182481209488046,0.3557753067573167,
coupled,component_A_only,0.5,900,7,0.0,0.1176470588235294,0.5128956945385057,0.0021346181488181,
coupled,component_B_only,0.5,900,7,0.0,0.0,0.7796309068725663,0.768053076896475,
coupled,time_shuffled_COM,0.5,900,7,0.0,0.0,0.7182481209488046,0.3292927479035239,
coupled,random_balanced_k_COM_cardinality,0.5,900,7,0.0,0.0,0.5374599207290194,0.5374599207290194,
coupled,hash_high_cardinality,0.5,900,7,0.3533980582524272,0.7093851132686084,0.1530200285466409,0.0,
coupled,joint_basin,0.5,900,7,0.0,0.0,1.0,0.9888140245049812,
coupled,boundary_v2_regime_sequence,0.5,900,7,0.0,0.0,1.0,0.9931484640032688,
coupled,basin_transition_profile,0.5,900,7,0.0454545454545454,0.1818181818181818,0.6083827083078671,0.554933564512893,
product,center_of_mass,0.5,900,7,0.0,0.1111111111111111,0.4888041759714984,0.2294330873253,
product,component_A_only,0.5,900,7,0.0625,0.125,0.3392373896178706,4.535765913775098e-05,
product,component_B_only,0.5,900,7,0.0,0.1666666666666666,0.6570965053858714,0.651077077264651,
product,time_shuffled_COM,0.5,900,7,0.0,0.1111111111111111,0.4888041759714984,0.2157382577967333,
product,random_balanced_k_COM_cardinality,0.5,900,7,0.0,0.0,0.345453508955668,0.345453508955668,
product,hash_high_cardinality,0.5,900,7,0.325339728217426,0.6426858513189448,0.1021759432850766,0.0,
product,joint_basin,0.5,900,7,0.0,0.0,1.0,0.9969990010030052,
product,boundary_v2_regime_sequence,0.5,900,7,0.0,0.0,1.0,0.9961653345036728,
product,basin_transition_profile,0.5,900,7,0.0,0.3333333333333333,0.8418978473317835,0.829154946022889,
shuffled,center_of_mass,0.5,900,7,0.0,0.0,0.4876688964126651,0.2203132019945569,
shuffled,component_A_only,0.5,900,7,0.0588235294117647,0.1176470588235294,0.3407602544790253,1.0904328143328811e-05,
shuffled,component_B_only,0.5,900,7,0.0,0.1666666666666666,0.6653882240993262,0.6638360951685772,
shuffled,time_shuffled_COM,0.5,900,7,0.0,0.0,0.4876688964126651,0.2070713658939649,
shuffled,random_balanced_k_COM_cardinality,0.5,900,7,0.0,0.0,0.3305684824557151,0.3305684824557151,
shuffled,hash_high_cardinality,0.5,900,7,0.3163265306122449,0.6381475667189953,0.1037668169299272,0.0,
shuffled,joint_basin,0.5,900,7,0.0,0.0,1.0,0.9955045,
shuffled,boundary_v2_regime_sequence,0.5,900,7,0.0,0.0,1.0,0.99301,
shuffled,basin_transition_profile,0.5,900,7,0.1,0.1,0.8701478887472768,0.7719421278753704,
time_shuffled,center_of_mass,0.5,900,7,0.0,0.0,0.7182481209488046,0.3211190664856726,
time_shuffled,component_A_only,0.5,900,7,0.0,0.1176470588235294,0.5128956945385057,0.0014161276706635,
time_shuffled,component_B_only,0.5,900,7,0.0,0.0,0.7796309068725663,0.7683111158942564,
time_shuffled,time_shuffled_COM,0.5,900,7,0.0,0.0,0.7182481209488046,0.3371859888457705,
time_shuffled,random_balanced_k_COM_cardinality,0.5,900,7,0.0,0.0,0.5374599207290194,0.5374599207290194,
time_shuffled,hash_high_cardinality,0.5,900,7,0.3533980582524272,0.7093851132686084,0.1530200285466409,0.0,
time_shuffled,joint_basin,0.5,900,7,0.0,0.0,1.0,0.9879840647731488,
time_shuffled,boundary_v2_regime_sequence,0.5,900,7,0.0,0.0,1.0,0.993481455944259,
time_shuffled,basin_transition_profile,0.5,900,7,0.0,0.125,0.5290486820874888,0.5060727670602179,
independent_alpha0,center_of_mass,0.5,900,7,0.0,0.1111111111111111,0.4977827824985426,0.2234309370579051,
independent_alpha0,component_A_only,0.5,900,7,0.0625,0.125,0.3523936077498771,1.3488907971719056e-05,
independent_alpha0,component_B_only,0.5,900,7,0.1666666666666666,0.1666666666666666,0.6657796775588102,0.5510226611148742,
independent_alpha0,time_shuffled_COM,0.5,900,7,0.0,0.1111111111111111,0.4977827824985426,0.2090739263779867,
independent_alpha0,random_balanced_k_COM_cardinality,0.5,900,7,0.0,0.0,0.3611801473990081,0.3611801473990081,
independent_alpha0,hash_high_cardinality,0.5,900,7,0.3201267828843106,0.6362916006339144,0.1061877018249096,0.0,
independent_alpha0,joint_basin,0.5,900,7,0.0,0.3333333333333333,1.0,0.9973293279946668,
independent_alpha0,boundary_v2_regime_sequence,0.5,900,7,0.0,0.0,1.0,0.9924940060481684,
independent_alpha0,basin_transition_profile,0.5,900,7,0.3,0.4,0.9076574989452552,0.6301693683666298,
endpoint_fakeout,center_of_mass,0.5,900,7,0.0,0.0,0.7159366779109914,0.3310536677226995,
endpoint_fakeout,component_A_only,0.5,900,7,0.0,0.0588235294117647,0.5073448890852373,0.0031939539178993,
endpoint_fakeout,component_B_only,0.5,900,7,0.0,0.0,0.7839451133963505,0.7758265654445448,
endpoint_fakeout,time_shuffled_COM,0.5,900,7,0.0,0.0,0.7159366779109914,0.3172280853341686,
endpoint_fakeout,random_balanced_k_COM_cardinality,0.5,900,7,0.0,0.0,0.5236011317908079,0.5236011317908079,
endpoint_fakeout,hash_high_cardinality,0.5,900,7,0.3401281304601048,0.7128712871287128,0.154983675315606,0.0,
endpoint_fakeout,joint_basin,0.5,900,7,0.0,0.0,1.0,0.9888140245049812,
endpoint_fakeout,boundary_v2_regime_sequence,0.5,900,7,0.0,0.0,1.0,0.9914809841776746,
endpoint_fakeout,basin_transition_profile,0.5,900,7,0.0,0.0869565217391304,0.5615583886105227,0.5247626611110293,
rigid_collapse,center_of_mass,0.5,900,7,0.0,0.0,1.0,1.0,
rigid_collapse,component_A_only,0.5,900,7,0.0,0.0,0.4685745194757491,0.0,
rigid_collapse,component_B_only,0.5,900,7,0.0,0.0,0.7511357157528794,0.7511357157528794,
rigid_collapse,time_shuffled_COM,0.5,900,7,0.0,0.0,1.0,1.0,
rigid_collapse,random_balanced_k_COM_cardinality,0.5,900,7,0.0,0.0,0.8633934840494124,0.8633934840494124,
rigid_collapse,hash_high_cardinality,0.5,900,7,0.0606060606060606,0.1212121212121212,0.2116197001540102,0.0,
rigid_collapse,joint_basin,0.5,900,7,0.0,0.0,1.0,0.99531727982882,
rigid_collapse,boundary_v2_regime_sequence,0.5,900,7,0.0,0.0,1.0,1.0,
rigid_collapse,basin_transition_profile,0.5,900,7,0.0,0.0,0.7520090233958487,0.7484875755730835,
delayed_trap,center_of_mass,0.5,900,7,0.0,0.0,0.6388023985806758,0.3486589934324141,
delayed_trap,component_A_only,0.5,900,7,0.0,0.1764705882352941,0.4686230626110143,0.0,
delayed_trap,component_B_only,0.5,900,7,0.0,0.0,0.7451110127199563,0.737023584045123,
delayed_trap,time_shuffled_COM,0.5,900,7,0.0,0.0,0.6388023985806758,0.3218820995052522,
delayed_trap,random_balanced_k_COM_cardinality,0.5,900,7,0.0,0.0,0.4040738290442026,0.4040738290442026,
delayed_trap,hash_high_cardinality,0.5,900,7,0.3997039230199852,0.7942264988897113,0.1508597435546615,0.0,
delayed_trap,joint_basin,0.5,900,7,0.2,0.2,0.9752310875474688,0.7727571108031708,
delayed_trap,boundary_v2_regime_sequence,0.5,900,7,0.0,0.0,1.0,0.9931484640032688,
delayed_trap,basin_transition_profile,0.5,900,7,0.2222222222222222,0.3888888888888889,0.5043338598197311,0.383507516053478,
noise_fakeout,center_of_mass,0.5,900,7,0.0,0.1428571428571428,1.0,0.0436111917549716,
noise_fakeout,component_A_only,0.5,900,7,0.1515151515151515,0.2424242424242424,0.8868348979098827,0.0250969650280056,
noise_fakeout,component_B_only,0.5,900,7,0.0909090909090909,0.2424242424242424,0.8863539286820266,0.0161006453473029,
noise_fakeout,time_shuffled_COM,0.5,900,7,0.0,0.1428571428571428,1.0,0.0365572060665688,
noise_fakeout,random_balanced_k_COM_cardinality,0.5,900,7,0.0,0.0,0.8665977864419541,0.8665977864419541,
noise_fakeout,hash_high_cardinality,0.5,900,7,0.6483516483516484,0.9820587575689615,0.2840303964438162,0.0,
noise_fakeout,joint_basin,0.5,900,7,0.0,0.0,1.0,1.0,
noise_fakeout,boundary_v2_regime_sequence,0.5,900,7,0.0,0.0,1.0,0.9963206238609056,
noise_fakeout,basin_transition_profile,0.5,900,7,0.0,0.0,0.5621685575913152,0.4075899984149956,
component_swap_fakeout,center_of_mass,0.5,900,7,0.0,0.0,0.9839119788262768,0.0,
component_swap_fakeout,component_A_only,0.5,900,7,0.0,0.1176470588235294,0.8906735427569972,0.0037068899764345,
component_swap_fakeout,component_B_only,0.5,900,7,0.0526315789473684,0.0526315789473684,0.8229988794612576,0.0,
component_swap_fakeout,time_shuffled_COM,0.5,900,7,0.0,0.0,0.9839119788262768,0.0,
component_swap_fakeout,random_balanced_k_COM_cardinality,0.5,900,7,0.0,0.0,0.8734549893560976,0.8734549893560976,
component_swap_fakeout,hash_high_cardinality,0.5,900,7,0.4924012158054711,0.8442249240121581,0.241839003264022,0.0,
component_swap_fakeout,joint_basin,0.5,900,7,0.0,0.2222222222222222,1.0,0.9783377149830916,
component_swap_fakeout,boundary_v2_regime_sequence,0.5,900,7,0.0,0.0,1.0,0.994650623914668,
component_swap_fakeout,basin_transition_profile,0.5,900,7,0.225,0.4,0.7198038079491522,0.5241924174007269,
