alpha,T,seed,component_threshold,p_viable,node_count,node_entropy,node_singleton_fraction,macro_path_entropy,fiber_entropy,singleton_fraction,small_fiber_fraction,certified_node_fraction,certified_edge_count,certified_edge_fraction,transport_survival_mean,certified_path_count,certified_path_mass_survival_to_final_segment,multi_step_transport_depth,mean_certified_path_length,max_certified_path_length,component_A_preservation,component_B_preservation,component_balance,lower_rank_erasure_score,edge_component_balance_mean,nonfragmentation,viable_propagation_index,delta_vs_product,delta_vs_shuffled,delta_vs_time_shuffled,component_necessity_A,component_necessity_B,component_necessity_min,ordered_edge_predictivity,edge_order_delta_vs_time_shuffled,edge_order_delta_vs_endpoint_fakeout,local_edge_survival_min,edge_transition_consistency,within_fiber_A_diversity,within_fiber_B_diversity,within_fiber_component_balance,within_fiber_effective_radius,rigid_collapse_diversity_delta,early_edge_survival,middle_edge_survival,late_edge_survival,late_to_early_transport_ratio,final_segment_certified_mass,delayed_trap_late_delta,base_signal_positive,edge_order_integrity,within_fiber_nondegeneracy,late_horizon_retention,threshold
0.5,900,3.5,0.6,0.99875,50.875,2.115654913506859,0.1573969902646373,2.115654913506859,2.115654913506859,0.02525252525252525,0.08964646464646464,0.8426030097353627,66.75,0.6243117245874591,0.8087748330070862,643.75,0.6445434230467519,0.6530364450458102,3.9608809753961656,6.0,1.0,0.7109665901919002,0.7109665901919002,0.2890334098080998,0.19239429099941457,0.9747474747474747,0.3612181480891838,0.1535683424390258,0.14712539733857988,0.022097328162034212,-0.40395539144095133,0.35896098751560357,-0.40395539144095133,0.736914939142156,0.06825291246433433,0.06661440284263266,0.6909778270344855,0.736914939142156,0.3416343312710523,0.7915852032601833,0.3416343312710523,0.9250993207097054,-0.6493531074374914,0.708437257705831,0.8088779161371575,0.90900932517827,1.2834214898179888,0.9291606481714108,-0.09099067482172997,1.0,0.06825291246433433,-0.6493531074374914,1.2834214898179888,main
