alpha,T,metric,mean,std,ci_low,ci_high,n_seeds
0.5,900,component_necessity_min,-0.40395539144095133,0.01677066635146885,-0.41093858159064117,-0.39385583302651767,8
0.5,900,edge_order_integrity,0.06825291246433433,0.029876315133410405,0.04526987150553475,0.08599386806137164,8
0.5,900,within_fiber_nondegeneracy,-0.6493531074374914,0.03017816077409542,-0.6679311798885464,-0.6339608072303236,8
0.5,900,late_horizon_retention,1.2834214898179888,0.02071113995093884,1.2703111505360134,1.2965667573679889,8
0.5,900,refined_positive,0.0,0.0,0.0,0.0,8
