alpha,T,seed,condition,kappa,condition_family,threshold,component_threshold,p_viable,node_count,node_entropy,node_singleton_fraction,macro_path_entropy,fiber_entropy,singleton_fraction,small_fiber_fraction,certified_node_fraction,certified_edge_count,certified_edge_fraction,transport_survival_mean,certified_path_count,certified_path_mass_survival_to_final_segment,multi_step_transport_depth,mean_certified_path_length,max_certified_path_length,component_A_preservation,component_B_preservation,component_balance,lower_rank_erasure_score,edge_component_balance_mean,nonfragmentation,viable_propagation_index,delta_vs_product,delta_vs_shuffled,delta_vs_time_shuffled,component_necessity_A,component_necessity_B,component_necessity_min,ordered_edge_predictivity,edge_order_delta_vs_time_shuffled,edge_order_delta_vs_endpoint_fakeout,local_edge_survival_min,edge_transition_consistency,within_fiber_A_diversity,within_fiber_B_diversity,within_fiber_component_balance,within_fiber_effective_radius,rigid_collapse_diversity_delta,early_edge_survival,middle_edge_survival,late_edge_survival,late_to_early_transport_ratio,final_segment_certified_mass,delayed_trap_late_delta,base_signal_positive,R1_component_necessity_pass,R2_edge_order_pass,R3_nondegeneracy_pass,R4_late_retention_pass,refined_positive
0.5,900,1,shuffled,component_A_only,base,main,0.6,1.0,89,2.894655771264497,0.1573033707865168,2.894655771264497,2.894655771264497,0.0,0.125,0.8426966292134831,27,0.135678391959799,0.0245,7,0.007,0.0177619047619047,0.139,6,0.8277708049990165,0.3338273579602753,0.3338273579602753,0.6661726420397247,0.1634279915924341,1.0,5.725139189018723e-05,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
0.5,900,1,shuffled,component_B_only,base,main,0.6,1.0,32,1.4428538116311396,0.125,1.4428538116311396,1.4428538116311396,0.0,0.3333333333333333,0.875,63,0.9130434782608696,0.9986666666666668,994,0.994,0.994,5.964,6,1.0,0.6697250133977711,0.6697250133977711,0.3302749866022288,0.077694093540188,1.0,0.6648190544329613,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
0.5,900,1,shuffled,time_shuffled_COM,base,main,0.6,1.0,54,2.0245625657450264,0.2037037037037037,2.0245625657450264,2.0245625657450264,0.0,0.1111111111111111,0.7962962962962963,74,0.6115702479338843,0.7758333333333334,598,0.598,0.6781904761904761,4.337,6,1.0,0.4772958389508166,0.4772958389508166,0.5227041610491834,0.1975969031259651,1.0,0.2214406089881664,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
0.5,900,1,shuffled,random_balanced_k_COM_cardinality,base,main,0.6,1.0,56,2.999415586793744,0.0,2.999415586793744,2.999415586793744,0.0,0.0,1.0,384,1.0,1.0,1000,1.0,1.0,6.0,6,0.7988594673324377,0.3221678558250885,0.3221678558250885,0.6778321441749116,0.2197684010206591,1.0,0.3221678558250885,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
0.5,900,1,shuffled,hash_high_cardinality,base,main,0.6,1.0,3685,9.500302926432614,0.9416553595658074,9.500302926432614,9.500302926432614,0.3298722044728434,0.639776357827476,0.0583446404341926,0,0.0,0.0,0,0.0,0.0,0.0,0,0.2522142248020303,0.1017141554125731,0.1017141554125731,0.8982858445874269,0.0454280617726146,0.6701277955271565,0.0,,,,,,,,,,,,,,,,,,,,,,,False,,,,,
0.5,900,1,time_shuffled,component_A_only,base,main,0.6,1.0,76,2.969077016323177,0.131578947368421,2.969077016323177,2.969077016323177,0.0,0.0625,0.868421052631579,54,0.2673267326732673,0.1058333333333333,59,0.059,0.0670952380952381,0.428,6,0.8969021442642817,0.5096172661442236,0.5096172661442236,0.4903827338557763,0.2481446578375705,1.0,0.0031821351460155,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
0.5,900,1,time_shuffled,component_B_only,base,main,0.6,1.0,36,1.9478683881715708,0.1111111111111111,1.9478683881715708,1.9478683881715708,0.0,0.0,0.8888888888888888,81,0.8901098901098901,0.9971666666666666,991,0.991,0.9930476190476192,5.965,6,1.0,0.7767942234796362,0.7767942234796362,0.2232057765203637,0.2087508436414955,1.0,0.7676219667544926,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
0.5,900,1,time_shuffled,time_shuffled_COM,base,main,0.6,1.0,51,2.1507417472511827,0.1372549019607843,2.1507417472511827,2.1507417472511827,0.0,0.1111111111111111,0.8627450980392157,74,0.6115702479338843,0.7686666666666667,620,0.62,0.6525238095238095,3.977,6,1.0,0.7035214311360803,0.7035214311360803,0.2964785688639196,0.2127441772829348,1.0,0.3352795535079589,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
0.5,900,1,time_shuffled,random_balanced_k_COM_cardinality,base,main,0.6,1.0,49,2.8063205118066867,0.0,2.8063205118066867,2.8063205118066867,0.0,0.0,1.0,294,1.0,1.0,1000,1.0,1.0,6.0,6,0.9489192454042442,0.5391732361518995,0.5391732361518995,0.4608267638481005,0.2722456082190706,1.0,0.5391732361518995,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
0.5,900,1,time_shuffled,hash_high_cardinality,base,main,0.6,1.0,3328,9.896395021814152,0.9092548076923076,9.896395021814152,9.896395021814152,0.341025641025641,0.7,0.0907451923076923,0,0.0,0.0,0,0.0,0.0,0.0,0,0.2690850088902264,0.1528933423428458,0.1528933423428458,0.8471066576571542,0.2545081659694843,0.658974358974359,0.0,,,,,,,,,,,,,,,,,,,,,,,False,,,,,
0.5,900,1,independent_alpha0,component_A_only,base,main,0.6,0.999,90,2.8781401724140645,0.1777777777777777,2.8781401724140645,2.8781401724140645,0.0588235294117647,0.1176470588235294,0.8222222222222222,27,0.1384615384615384,0.0216883550216883,6,0.006006006006006,0.0145383478716812,0.1191191191191191,6,0.8324120603165376,0.3283475596476151,0.3283475596476151,0.6716524403523849,0.1206122900793601,0.9411764705882352,4.025475891407155e-05,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
0.5,900,1,independent_alpha0,component_B_only,base,main,0.6,0.999,33,1.48987992450411,0.0909090909090909,1.48987992450411,1.48987992450411,0.1428571428571428,0.2857142857142857,0.9090909090909092,67,0.9305555555555556,0.9984984984984984,995,0.995995995995996,0.9960436627103294,5.976976976976977,6,1.0,0.6342996414630308,0.6342996414630308,0.3657003585369692,0.0977153929946076,0.8571428571428572,0.5406954126134511,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
0.5,900,1,independent_alpha0,time_shuffled_COM,base,main,0.6,0.999,52,2.021035869163108,0.173076923076923,2.021035869163108,2.021035869163108,0.1,0.2,0.8269230769230769,72,0.631578947368421,0.7530864197530864,567,0.5675675675675675,0.6420706420706421,4.13013013013013,6,1.0,0.4675969963498236,0.4675969963498236,0.5324030036501763,0.176638868548751,0.9,0.1798774031003375,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
0.5,900,1,independent_alpha0,random_balanced_k_COM_cardinality,base,main,0.6,0.999,49,2.8063226085484927,0.0,2.8063226085484927,2.8063226085484927,0.0,0.0,1.0,294,1.0,1.0,999,1.0,1.0,6.0,6,0.8537146026978556,0.3367504146020902,0.3367504146020902,0.6632495853979097,0.2019351110057162,1.0,0.3367504146020902,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
0.5,900,1,independent_alpha0,hash_high_cardinality,base,main,0.6,0.999,3648,9.487345036801743,0.9380482456140352,9.487345036801743,9.487345036801743,0.3327935222672065,0.6364372469635627,0.0619517543859649,0,0.0,0.0,0,0.0,0.0,0.0,0,0.2525257152033155,0.0996095639264851,0.0996095639264851,0.9003904360735149,0.0429097680683785,0.6672064777327935,0.0,,,,,,,,,,,,,,,,,,,,,,,False,,,,,
0.5,900,1,endpoint_fakeout,center_of_mass,false_positive_control,main,0.6,1.0,54,2.223414447382732,0.1481481481481481,2.223414447382732,2.223414447382732,0.0,0.1111111111111111,0.8518518518518519,85,0.6204379562043796,0.7978333333333333,605,0.605,0.615,3.76,6,1.0,0.6987937239287506,0.6987937239287506,0.3012062760712494,0.2779471493419522,1.0,0.3373001602750653,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
0.5,900,1,endpoint_fakeout,component_A_only,false_positive_control,main,0.6,1.0,86,3.1282624116028463,0.1511627906976744,3.1282624116028463,3.1282624116028463,0.0,0.1176470588235294,0.8488372093023255,73,0.2654545454545454,0.1356666666666666,61,0.061,0.0657142857142857,0.424,6,0.8974404184165916,0.4966680722693854,0.4966680722693854,0.5033319277306145,0.2761178366250443,1.0,0.0041102594100773,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
0.5,900,1,endpoint_fakeout,component_B_only,false_positive_control,main,0.6,1.0,39,1.9789998732805796,0.1538461538461538,1.9789998732805796,1.9789998732805796,0.0,0.0,0.8461538461538461,94,0.912621359223301,0.9975,991,0.991,0.9947619047619048,5.976,6,1.0,0.7850976053616362,0.7850976053616362,0.2149023946383638,0.2556375703728912,1.0,0.7760866475960981,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
0.5,900,1,endpoint_fakeout,time_shuffled_COM,false_positive_control,main,0.6,1.0,54,2.223414447382732,0.1481481481481481,2.223414447382732,2.223414447382732,0.0,0.1111111111111111,0.8518518518518519,85,0.6296296296296297,0.7906666666666666,605,0.605,0.6913809523809523,4.492,6,1.0,0.6987937239287506,0.6987937239287506,0.3012062760712494,0.2880662828062729,1.0,0.3342703071537309,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
0.5,900,1,endpoint_fakeout,random_balanced_k_COM_cardinality,false_positive_control,main,0.6,1.0,56,2.999415586793744,0.0,2.999415586793744,2.999415586793744,0.0,0.0,1.0,384,1.0,1.0,1000,1.0,1.0,6.0,6,0.9359920445658496,0.5180035965554265,0.5180035965554265,0.4819964034445735,0.2969162553342095,1.0,0.5180035965554265,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
0.5,900,1,endpoint_fakeout,hash_high_cardinality,false_positive_control,main,0.6,1.0,3893,10.119877806726658,0.9571024916516824,10.119877806726658,10.119877806726658,0.3453908984830805,0.7042007001166861,0.0428975083483174,0,0.0,0.0,0,0.0,0.0,0.0,0,0.2774172950704665,0.1535303183691426,0.1535303183691426,0.8464696816308575,0.2110159969987338,0.6546091015169195,0.0,,,,,,,,,,,,,,,,,,,,,,,False,,,,,
0.5,900,1,endpoint_fakeout,joint_basin,false_positive_control,main,0.6,1.0,33,1.489007431394911,0.0909090909090909,1.489007431394911,1.489007431394911,0.0,0.0,0.9090909090909092,94,0.94,0.998,993,0.993,0.9937142857142858,5.963,6,1.0,1.0,1.0,0.0,0.2749462927172469,1.0,0.991014,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
