alpha,T,seed,early_edge_survival,middle_edge_survival,late_edge_survival,late_to_early_transport_ratio,delayed_trap_late_delta,final_segment_certified_mass
0.5,900,1,0.712,0.8160000000000001,0.9185,1.2900280898876404,-0.0815,0.939
0.5,900,3,0.6946946946946947,0.7832832832832832,0.8953953953953954,1.2889048991354466,-0.1046046046046046,0.917917917917918
0.5,900,2,0.7114228456913827,0.8046092184368737,0.907314629258517,1.2753521126760563,-0.0926853707414829,0.9238476953907816
0.5,900,5,0.7257257257257257,0.8198198198198199,0.9094094094094094,1.253103448275862,-0.0905905905905906,0.928928928928929
0.5,900,4,0.7059118236472945,0.8091182364729459,0.9133266533066132,1.293825408090845,-0.0866733466933867,0.9298597194388778
0.5,900,0,0.7204999999999999,0.8255,0.915,1.2699514226231785,-0.0849999999999999,0.932
0.5,900,6,0.7115,0.8145,0.906,1.273366127898805,-0.0939999999999999,0.929
0.5,900,7,0.6857429718875502,0.7981927710843373,0.9071285140562249,1.3228404099560762,-0.0928714859437751,0.9327309236947792
