alpha,T,condition,threshold,kappa,seed,certified_node_fraction,certified_edge_fraction,certified_path_count,certified_path_mass_survival_to_final_segment,multi_step_transport_depth,transport_survival_mean,viable_propagation_index,component_A_preservation,component_B_preservation,lower_rank_erasure_score,singleton_fraction,small_fiber_fraction,label_imbalance,macro_node_entropy,macro_path_entropy,breadth_index,p_viable,Delta_viable_propagation_vs_product,Delta_viable_propagation_vs_shuffled,Delta_R,Delta_H_weighted
0.45,900,coupled,loose,boundary_v2_regime_sequence,49.5,0.7205034399724802,0.9986319874786428,10.42,0.9969336727155317,0.9972759168674954,0.9986319874786428,0.624046341710282,1.0,1.0,0.0,0.3732162815329627,0.5473063245140913,0.5084045466862998,0.6658574429920336,2.0424669882073956,0.17684750725162818,0.9990066666666667,-0.11309979667300418,-0.10785439233539362,-1.2065528288451914,-1.2048453065972002
0.45,900,coupled,loose,center_of_mass,49.5,0.8198422857119314,0.8028948411653191,260.81,0.6420878906191351,0.6512499811246021,0.8028948411653191,0.23744973773000108,1.0,0.8019622074695318,0.099018896265234,0.4256775047356757,0.7475681152095508,0.20634315922359991,2.1155786079522616,7.007517250920276,0.6067475496067894,0.9990066666666667,0.04523294636860567,0.045956983874605783,0.10409400116552359,0.10507213743349464
0.45,900,coupled,loose,joint_basin,49.5,0.7818003246753247,0.9976198664370335,161.62,0.9931464082759573,0.9945539074877443,0.9976198664370334,0.5163018782902665,1.0,1.0,0.0,0.478901436027343,0.7548517676335393,0.4077587330626515,1.2476020109229684,4.435399305159423,0.38404009380287646,0.9990066666666667,-0.013308640793451842,-0.007224203682234087,3.2656595196388425,3.2625988904157324
0.45,900,coupled,main,boundary_v2_regime_sequence,49.5,0.6377185856798859,0.9975625604018356,8.27,0.9945145849535784,0.9947454404784133,0.9975625604018356,0.6218614046358151,1.0,1.0,0.0,0.3732162815329627,0.5473063245140913,0.5084045466862998,0.6658574429920336,2.0424669882073956,0.17684750725162818,0.9990066666666667,-0.11293103627807866,-0.10741659909567136,-1.2065528288451914,-1.2048453065972002
0.45,900,coupled,main,center_of_mass,49.5,0.7666693854922735,0.8018827255345649,256.25,0.6398156665331353,0.6488264881907619,0.8018827255345649,0.2363097205283594,1.0,0.8019622074695318,0.099018896265234,0.4256775047356757,0.7475681152095508,0.20634315922359991,2.1155786079522616,7.007517250920276,0.6067475496067894,0.9990066666666667,0.045561842594426666,0.04636752761597715,0.10409400116552359,0.10507213743349464
0.45,900,coupled,main,joint_basin,49.5,0.6769614209320092,0.9948232097657559,148.66,0.9871873318566459,0.9892865758087815,0.9948232097657559,0.5117589949609798,1.0,1.0,0.0,0.478901436027343,0.7548517676335393,0.4077587330626515,1.2476020109229684,4.435399305159423,0.38404009380287646,0.9990066666666667,-0.016395165350121532,-0.010452096557728274,3.2656595196388425,3.2625988904157324
0.45,900,coupled,strict,boundary_v2_regime_sequence,49.5,0.5690423362327387,0.9953659161485823,6.06,0.9878278558379135,0.9888410650720177,0.9953659161485823,0.6162833966148571,1.0,1.0,0.0,0.3732162815329627,0.5473063245140913,0.5084045466862998,0.6658574429920336,2.0424669882073956,0.17684750725162818,0.9990066666666667,-0.11209526770195244,-0.10738253511272133,-1.2065528288451914,-1.2048453065972002
0.45,900,coupled,strict,center_of_mass,49.5,0.7321207793998579,0.8013398994806252,249.95,0.6370859865907492,0.6464654838899909,0.8013398994806252,0.23514174919977493,1.0,0.8019622074695318,0.099018896265234,0.4256775047356757,0.7475681152095508,0.20634315922359991,2.1155786079522616,7.007517250920276,0.6067475496067894,0.9990066666666667,0.04753381708587057,0.048312210823806295,0.10409400116552359,0.10507213743349464
0.45,900,coupled,strict,joint_basin,49.5,0.6109750286478228,0.9904142841989547,123.83,0.9743310531486131,0.9800028493435323,0.9904142841989547,0.502879982317938,1.0,1.0,0.0,0.478901436027343,0.7548517676335393,0.4077587330626515,1.2476020109229684,4.435399305159423,0.38404009380287646,0.9990066666666667,-0.02414012139151167,-0.018054767142421824,3.2656595196388425,3.2625988904157324
0.45,1500,coupled,loose,boundary_v2_regime_sequence,49.5,0.7083699813258637,0.9985132416679156,6.02,0.9962589019141458,0.9965274806831999,0.9985132416679157,0.6540639508637227,1.0,1.0,0.0,0.34255604178243493,0.5636906072943225,0.5535078134327074,0.5487862702229708,1.631727373559825,0.1412864472171197,0.99884,-0.12298741379962563,-0.13208452441974916,-2.2012011364784505,-2.198596637446668
