alpha,T,condition,threshold,kappa,metric,mean,std,se,ci_low,ci_high
0.5,900,product,main,boundary_v2_regime_sequence,viable_propagation_index,0.7341684439437205,0.03287079632882995,0.003287079632882995,0.7281338844385784,0.7406218131827151
0.5,900,product,main,boundary_v2_regime_sequence,component_B_preservation,1.0,0.0,0.0,1.0,1.0
0.5,900,product,main,boundary_v2_regime_sequence,singleton_fraction,0.25999738964113805,0.03284397017395701,0.003284397017395701,0.2534299677821668,0.26731864137023686
0.5,900,product,main,center_of_mass,viable_propagation_index,0.18917868107231833,0.007375783975897929,0.0007375783975897929,0.1878698140720101,0.19050239957995962
0.5,900,product,main,center_of_mass,component_B_preservation,0.7139154939139881,0.009483625797969174,0.0009483625797969174,0.7120759651058272,0.7156633562394549
0.5,900,product,main,center_of_mass,singleton_fraction,0.42035109358260364,0.01807891338390038,0.0018078913383900378,0.41731145138022546,0.4232954208564628
0.5,900,product,main,joint_basin,viable_propagation_index,0.5277991694986487,0.07504653125089576,0.007504653125089576,0.5107277748076738,0.5419062334806048
0.5,900,product,main,joint_basin,component_B_preservation,1.0,0.0,0.0,1.0,1.0
0.5,900,product,main,joint_basin,singleton_fraction,0.46868669335266216,0.07553476658644133,0.007553476658644133,0.45223437312822945,0.48324216029322203
0.5,900,product,strict,boundary_v2_regime_sequence,viable_propagation_index,0.7278854697053214,0.03261903987128849,0.0032619039871288487,0.7213851820449334,0.7340018875116153
0.5,900,product,strict,boundary_v2_regime_sequence,component_B_preservation,1.0,0.0,0.0,1.0,1.0
0.5,900,product,strict,boundary_v2_regime_sequence,singleton_fraction,0.25999738964113805,0.03284397017395701,0.003284397017395701,0.2546539991871112,0.2661209818965107
0.5,900,product,strict,center_of_mass,viable_propagation_index,0.18609118564941324,0.007322533105206017,0.0007322533105206016,0.18465106241873688,0.18744649018037207
0.5,900,product,strict,center_of_mass,component_B_preservation,0.7139154939139881,0.009483625797969174,0.0009483625797969174,0.7124171205489149,0.7157398256539516
0.5,900,product,strict,center_of_mass,singleton_fraction,0.42035109358260364,0.01807891338390038,0.0018078913383900378,0.41689430507043346,0.4237614552840245
0.5,900,product,strict,joint_basin,viable_propagation_index,0.5265532963346152,0.07486738751566661,0.007486738751566661,0.5125241025259413,0.541561532873472
0.5,900,product,strict,joint_basin,component_B_preservation,1.0,0.0,0.0,1.0,1.0
0.5,900,product,strict,joint_basin,singleton_fraction,0.46868669335266216,0.07553476658644133,0.007553476658644133,0.45313419382500025,0.48229133999291796
0.5,900,shuffled,loose,boundary_v2_regime_sequence,viable_propagation_index,0.738944738116007,0.03567431675119954,0.0035674316751199537,0.7314875959060266,0.7453750308888013
0.5,900,shuffled,loose,boundary_v2_regime_sequence,component_B_preservation,1.0,0.0,0.0,1.0,1.0
0.5,900,shuffled,loose,boundary_v2_regime_sequence,singleton_fraction,0.25751056848557036,0.03571244195318627,0.003571244195318627,0.2501988626632489,0.2643686627334123
0.5,900,shuffled,loose,center_of_mass,viable_propagation_index,0.1902799831959442,0.00856135031114394,0.0008561350311143939,0.1887373994288128,0.19193146246508339
0.5,900,shuffled,loose,center_of_mass,component_B_preservation,0.7154157474620797,0.009523931003806928,0.0009523931003806929,0.7132831854522439,0.7170138601800194
0.5,900,shuffled,loose,center_of_mass,singleton_fraction,0.42209727491076654,0.020149997235569043,0.0020149997235569045,0.4178380737312902,0.4263797216253989
0.5,900,shuffled,loose,joint_basin,viable_propagation_index,0.5270351914930524,0.06713127923599672,0.006713127923599673,0.5141843807338287,0.5379285965699241
0.5,900,shuffled,loose,joint_basin,component_B_preservation,1.0,0.0,0.0,1.0,1.0
0.5,900,shuffled,loose,joint_basin,singleton_fraction,0.4707509600109562,0.06734223120350288,0.006734223120350288,0.4570824428042045,0.4832539994650682
0.5,900,shuffled,main,boundary_v2_regime_sequence,viable_propagation_index,0.7366045441988704,0.03540762191997597,0.003540762191997597,0.7293399527767147,0.7438919441926057
0.5,900,shuffled,main,boundary_v2_regime_sequence,component_B_preservation,1.0,0.0,0.0,1.0,1.0
0.5,900,shuffled,main,boundary_v2_regime_sequence,singleton_fraction,0.25751056848557036,0.03571244195318627,0.003571244195318627,0.2502171873963983,0.26461457463674953
0.5,900,shuffled,main,center_of_mass,viable_propagation_index,0.188737978583362,0.008486889535713934,0.0008486889535713934,0.1870163531742773,0.1902765730356175
0.5,900,shuffled,main,center_of_mass,component_B_preservation,0.7154157474620797,0.009523931003806928,0.0009523931003806929,0.7133884820863645,0.7172403654968829
0.5,900,shuffled,main,center_of_mass,singleton_fraction,0.42209727491076654,0.020149997235569043,0.0020149997235569045,0.4181275038102198,0.4257626625983395
0.5,900,shuffled,main,joint_basin,viable_propagation_index,0.5257966259274383,0.06691643827094443,0.006691643827094443,0.5128100316394352,0.5385929497472346
0.5,900,shuffled,main,joint_basin,component_B_preservation,1.0,0.0,0.0,1.0,1.0
0.5,900,shuffled,main,joint_basin,singleton_fraction,0.4707509600109562,0.06734223120350288,0.006734223120350288,0.45631018858505096,0.4818271871031908
0.5,900,shuffled,strict,boundary_v2_regime_sequence,viable_propagation_index,0.7304363637819422,0.035187529105757225,0.0035187529105757225,0.7229593210790245,0.7375811402037279
0.5,900,shuffled,strict,boundary_v2_regime_sequence,component_B_preservation,1.0,0.0,0.0,1.0,1.0
0.5,900,shuffled,strict,boundary_v2_regime_sequence,singleton_fraction,0.25751056848557036,0.03571244195318627,0.003571244195318627,0.24987886198700582,0.265008712428744
0.5,900,shuffled,strict,center_of_mass,viable_propagation_index,0.1856373016301764,0.00845184964574354,0.0008451849645743539,0.18414810960589859,0.187291725977502
0.5,900,shuffled,strict,center_of_mass,component_B_preservation,0.7154157474620797,0.009523931003806928,0.0009523931003806929,0.7136937915663294,0.717373249725313
0.5,900,shuffled,strict,center_of_mass,singleton_fraction,0.42209727491076654,0.020149997235569043,0.0020149997235569045,0.41811509775512123,0.4262801366503746
0.5,900,shuffled,strict,joint_basin,viable_propagation_index,0.5245989314509891,0.06687409772744463,0.006687409772744462,0.5115421543838027,0.5381113769061087
0.5,900,shuffled,strict,joint_basin,component_B_preservation,1.0,0.0,0.0,1.0,1.0
0.5,900,shuffled,strict,joint_basin,singleton_fraction,0.4707509600109562,0.06734223120350288,0.006734223120350288,0.4573597583875038,0.4827961038021381
0.5,1500,coupled,loose,boundary_v2_regime_sequence,viable_propagation_index,0.5973095103910948,0.12069051861575968,0.012069051861575968,0.5746476163734059,0.6195793463461596
0.5,1500,coupled,loose,boundary_v2_regime_sequence,component_B_preservation,1.0,0.0,0.0,1.0,1.0
0.5,1500,coupled,loose,boundary_v2_regime_sequence,singleton_fraction,0.4003427071294718,0.12096092678878961,0.012096092678878961,0.3762800146748676,0.4237769180574327
0.5,1500,coupled,loose,center_of_mass,viable_propagation_index,0.26380742222502457,0.01150278044909191,0.001150278044909191,0.2617748250559254,0.26589251741705244
0.5,1500,coupled,loose,center_of_mass,component_B_preservation,0.8071518418531828,0.008477523861431432,0.0008477523861431432,0.8054260535578129,0.8087696543797736
0.5,1500,coupled,loose,center_of_mass,singleton_fraction,0.45753458848486517,0.019651495339788327,0.0019651495339788327,0.454060675427245,0.46133575401362426
0.5,1500,coupled,loose,joint_basin,viable_propagation_index,0.511052856485652,0.018665181811350302,0.0018665181811350303,0.5075587006180743,0.5141725419414193
0.5,1500,coupled,loose,joint_basin,component_B_preservation,0.9755463837684556,0.008101346438342032,0.0008101346438342032,0.9738475120760347,0.9773043355867334
0.5,1500,coupled,loose,joint_basin,singleton_fraction,0.4721229413344144,0.018278507640645373,0.0018278507640645373,0.46881052630425535,0.4763582171128813
0.5,1500,coupled,main,boundary_v2_regime_sequence,viable_propagation_index,0.5957653199033345,0.12034115527151737,0.012034115527151737,0.5724698964379707,0.6151909054834251
0.5,1500,coupled,main,boundary_v2_regime_sequence,component_B_preservation,1.0,0.0,0.0,1.0,1.0
0.5,1500,coupled,main,boundary_v2_regime_sequence,singleton_fraction,0.4003427071294718,0.12096092678878961,0.012096092678878961,0.3794931225024975,0.42502270388924795
0.5,1500,coupled,main,center_of_mass,viable_propagation_index,0.262648927261632,0.011444994511257606,0.0011444994511257607,0.26031061572389463,0.26477706831345316
0.5,1500,coupled,main,center_of_mass,component_B_preservation,0.8071518418531828,0.008477523861431432,0.0008477523861431432,0.8054946075543876,0.8086468008416301
0.5,1500,coupled,main,center_of_mass,singleton_fraction,0.45753458848486517,0.019651495339788327,0.0019651495339788327,0.4540267756254607,0.46157611274424404
0.5,1500,coupled,main,joint_basin,viable_propagation_index,0.5072440220815212,0.018591459777192017,0.0018591459777192016,0.5041844016536106,0.5110074058810903
0.5,1500,coupled,main,joint_basin,component_B_preservation,0.9755463837684556,0.008101346438342032,0.0008101346438342032,0.9741631972309535,0.9771744752942954
0.5,1500,coupled,main,joint_basin,singleton_fraction,0.4721229413344144,0.018278507640645373,0.0018278507640645373,0.46831286250356713,0.47565839752408035
0.5,1500,coupled,strict,boundary_v2_regime_sequence,viable_propagation_index,0.5947580784057884,0.12008964450731048,0.012008964450731048,0.5722258960946388,0.6176370432389784
0.5,1500,coupled,strict,boundary_v2_regime_sequence,component_B_preservation,1.0,0.0,0.0,1.0,1.0
0.5,1500,coupled,strict,boundary_v2_regime_sequence,singleton_fraction,0.4003427071294718,0.12096092678878961,0.012096092678878961,0.3754755686103111,0.42589832718343745
0.5,1500,coupled,strict,center_of_mass,viable_propagation_index,0.26151464023587506,0.011468630119709387,0.0011468630119709387,0.2592897891517299,0.2638624080764192
0.5,1500,coupled,strict,center_of_mass,component_B_preservation,0.8071518418531828,0.008477523861431432,0.0008477523861431432,0.8056207075138183,0.8086920523663786
0.5,1500,coupled,strict,center_of_mass,singleton_fraction,0.45753458848486517,0.019651495339788327,0.0019651495339788327,0.4538416676250167,0.46130499554046006
0.5,1500,coupled,strict,joint_basin,viable_propagation_index,0.504341422554262,0.018202721917378338,0.001820272191737834,0.5007946382670333,0.5071643548124094
0.5,1500,coupled,strict,joint_basin,component_B_preservation,0.9755463837684556,0.008101346438342032,0.0008101346438342032,0.9741450854821596,0.9772696473287137
0.5,1500,coupled,strict,joint_basin,singleton_fraction,0.4721229413344144,0.018278507640645373,0.0018278507640645373,0.46840369728283493,0.4758310611418878
0.5,1500,independent_alpha0,loose,boundary_v2_regime_sequence,viable_propagation_index,0.7775504963572226,0.033072931172676956,0.0033072931172676958,0.7717659100230702,0.7843160818039151
0.5,1500,independent_alpha0,loose,boundary_v2_regime_sequence,component_B_preservation,1.0,0.0,0.0,1.0,1.0
0.5,1500,independent_alpha0,loose,boundary_v2_regime_sequence,singleton_fraction,0.21961596273385428,0.03297194642899259,0.0032971946428992593,0.21306903570062358,0.22601347749438153
0.5,1500,independent_alpha0,loose,center_of_mass,viable_propagation_index,0.19288510666728467,0.008118107481058618,0.0008118107481058618,0.19139860088722754,0.19449249571763869
0.5,1500,independent_alpha0,loose,center_of_mass,component_B_preservation,0.7167540825753101,0.008515585676044608,0.0008515585676044608,0.7149679283330826,0.7182686896844053
0.5,1500,independent_alpha0,loose,center_of_mass,singleton_fraction,0.43898953340792546,0.01686134879282138,0.001686134879282138,0.43511716896680824,0.4421193406866116
0.5,1500,independent_alpha0,loose,joint_basin,viable_propagation_index,0.5609237930069484,0.07724762979165986,0.007724762979165986,0.544599863550532,0.5754705870191319
0.5,1500,independent_alpha0,loose,joint_basin,component_B_preservation,1.0,0.0,0.0,1.0,1.0
0.5,1500,independent_alpha0,loose,joint_basin,singleton_fraction,0.4369785990737835,0.07755486521522247,0.007755486521522246,0.4205121908407584,0.45160942134206183
0.5,1500,independent_alpha0,main,boundary_v2_regime_sequence,viable_propagation_index,0.7742802519550819,0.03261075839826369,0.003261075839826369,0.7678298230724295,0.7800389077245877
0.5,1500,independent_alpha0,main,boundary_v2_regime_sequence,component_B_preservation,1.0,0.0,0.0,1.0,1.0
0.5,1500,independent_alpha0,main,boundary_v2_regime_sequence,singleton_fraction,0.21961596273385428,0.03297194642899259,0.0032971946428992593,0.2132288248194689,0.22613744735850091
0.5,1500,independent_alpha0,main,center_of_mass,viable_propagation_index,0.1913648598646106,0.008109532821679071,0.0008109532821679071,0.18988056612140333,0.19289128433514305
0.5,1500,independent_alpha0,main,center_of_mass,component_B_preservation,0.7167540825753101,0.008515585676044608,0.0008515585676044608,0.7150881367143945,0.7185381390973747
0.5,1500,independent_alpha0,main,center_of_mass,singleton_fraction,0.43898953340792546,0.01686134879282138,0.001686134879282138,0.43603218914285585,0.4423907857868622
0.5,1500,independent_alpha0,main,joint_basin,viable_propagation_index,0.559485136104648,0.076963491546335,0.0076963491546335,0.5435656436590884,0.5742896997639558
0.5,1500,independent_alpha0,main,joint_basin,component_B_preservation,1.0,0.0,0.0,1.0,1.0
0.5,1500,independent_alpha0,main,joint_basin,singleton_fraction,0.4369785990737835,0.07755486521522247,0.007755486521522246,0.42431896059140695,0.45014984155045856
0.5,1500,independent_alpha0,strict,boundary_v2_regime_sequence,viable_propagation_index,0.7730272428173834,0.03250786119570034,0.003250786119570034,0.7662499179777011,0.77921264471982
0.5,1500,independent_alpha0,strict,boundary_v2_regime_sequence,component_B_preservation,1.0,0.0,0.0,1.0,1.0
0.5,1500,independent_alpha0,strict,boundary_v2_regime_sequence,singleton_fraction,0.21961596273385428,0.03297194642899259,0.0032971946428992593,0.21341766816112304,0.22494656681448835
0.5,1500,independent_alpha0,strict,center_of_mass,viable_propagation_index,0.18810108963483319,0.007976882038088676,0.0007976882038088675,0.18630574990020973,0.18949462510859288
0.5,1500,independent_alpha0,strict,center_of_mass,component_B_preservation,0.7167540825753101,0.008515585676044608,0.0008515585676044608,0.7149819681001294,0.7184442003382773
0.5,1500,independent_alpha0,strict,center_of_mass,singleton_fraction,0.43898953340792546,0.01686134879282138,0.001686134879282138,0.43594285408543193,0.44211073415015867
0.5,1500,independent_alpha0,strict,joint_basin,viable_propagation_index,0.5569987475176768,0.07691486584028001,0.007691486584028001,0.5420005843440743,0.5713522354214347
0.5,1500,independent_alpha0,strict,joint_basin,component_B_preservation,1.0,0.0,0.0,1.0,1.0
0.5,1500,independent_alpha0,strict,joint_basin,singleton_fraction,0.4369785990737835,0.07755486521522247,0.007755486521522246,0.4222665205912709,0.45075685665515564
0.5,1500,product,loose,boundary_v2_regime_sequence,viable_propagation_index,0.781709293989106,0.03114377820922393,0.003114377820922393,0.7756447926495411,0.7880567515551701
0.5,1500,product,loose,boundary_v2_regime_sequence,component_B_preservation,1.0,0.0,0.0,1.0,1.0
0.5,1500,product,loose,boundary_v2_regime_sequence,singleton_fraction,0.21521990572756383,0.03126340433318849,0.003126340433318849,0.20904905758940087,0.2209987247544612
0.5,1500,product,loose,center_of_mass,viable_propagation_index,0.19196689210087087,0.00715945110066102,0.000715945110066102,0.19039091559550098,0.19345787555818714
0.5,1500,product,loose,center_of_mass,component_B_preservation,0.7173867803231785,0.009847386727545022,0.0009847386727545023,0.7154543042598481,0.7193328078270514
0.5,1500,product,loose,center_of_mass,singleton_fraction,0.44207611221015897,0.018413995435051355,0.0018413995435051355,0.4384248481711198,0.44523713416573524
0.5,1500,product,loose,joint_basin,viable_propagation_index,0.5578858796274401,0.07148192373676637,0.007148192373676638,0.5455869449417946,0.5723487415573549
0.5,1500,product,loose,joint_basin,component_B_preservation,1.0,0.0,0.0,1.0,1.0
0.5,1500,product,loose,joint_basin,singleton_fraction,0.4401373174672764,0.07168808627317114,0.007168808627317114,0.4252830380103976,0.45388193283040024
0.5,1500,product,main,boundary_v2_regime_sequence,viable_propagation_index,0.7784042550982571,0.03102651624266515,0.003102651624266515,0.7721986124465937,0.7841905392569336
0.5,1500,product,main,boundary_v2_regime_sequence,component_B_preservation,1.0,0.0,0.0,1.0,1.0
0.5,1500,product,main,boundary_v2_regime_sequence,singleton_fraction,0.21521990572756383,0.03126340433318849,0.003126340433318849,0.20903198129122197,0.22117860951541232
0.5,1500,product,main,center_of_mass,viable_propagation_index,0.19040484425682333,0.007148017408889316,0.0007148017408889316,0.18916425350242197,0.19183066244571606
0.5,1500,product,main,center_of_mass,component_B_preservation,0.7173867803231785,0.009847386727545022,0.0009847386727545023,0.7155045854402188,0.7191625272542655
0.5,1500,product,main,center_of_mass,singleton_fraction,0.44207611221015897,0.018413995435051355,0.0018413995435051355,0.43809954104440196,0.4452904098250144
0.5,1500,product,main,joint_basin,viable_propagation_index,0.556291641064501,0.07131447739603129,0.00713144773960313,0.5430101801381971,0.5704952668558368
0.5,1500,product,main,joint_basin,component_B_preservation,1.0,0.0,0.0,1.0,1.0
0.5,1500,product,main,joint_basin,singleton_fraction,0.4401373174672764,0.07168808627317114,0.007168808627317114,0.42566480023258396,0.4536663157839701
0.5,1500,product,strict,boundary_v2_regime_sequence,viable_propagation_index,0.7768818855036553,0.031190619605391632,0.003119061960539163,0.7708176806750178,0.7820128283930843
0.5,1500,product,strict,boundary_v2_regime_sequence,component_B_preservation,1.0,0.0,0.0,1.0,1.0
0.5,1500,product,strict,boundary_v2_regime_sequence,singleton_fraction,0.21521990572756383,0.03126340433318849,0.003126340433318849,0.20859905813059076,0.22169777594610074
0.5,1500,product,strict,center_of_mass,viable_propagation_index,0.18710391113784483,0.007068357513336745,0.0007068357513336745,0.18583841477491336,0.1885280152058608
0.5,1500,product,strict,center_of_mass,component_B_preservation,0.7173867803231785,0.009847386727545022,0.0009847386727545023,0.7153689057234305,0.7192438792655321
0.5,1500,product,strict,center_of_mass,singleton_fraction,0.44207611221015897,0.018413995435051355,0.0018413995435051355,0.43878882107496764,0.445260821716024
0.5,1500,product,strict,joint_basin,viable_propagation_index,0.5536491838586933,0.07071167296881493,0.007071167296881493,0.5409001211824863,0.5660172432264698
0.5,1500,product,strict,joint_basin,component_B_preservation,1.0,0.0,0.0,1.0,1.0
0.5,1500,product,strict,joint_basin,singleton_fraction,0.4401373174672764,0.07168808627317114,0.007168808627317114,0.42779176010904635,0.4524034029335988
0.5,1500,shuffled,loose,boundary_v2_regime_sequence,viable_propagation_index,0.7753232967938495,0.03350846472819275,0.0033508464728192753,0.7695379253290863,0.7815516748823456
0.5,1500,shuffled,loose,boundary_v2_regime_sequence,component_B_preservation,1.0,0.0,0.0,1.0,1.0
0.5,1500,shuffled,loose,boundary_v2_regime_sequence,singleton_fraction,0.22155132716272793,0.033687682210156146,0.0033687682210156145,0.21457237850007063,0.22837778508456816
0.5,1500,shuffled,loose,center_of_mass,viable_propagation_index,0.19293350426801317,0.007882387245662287,0.0007882387245662287,0.19150188004896518,0.19430120023471323
0.5,1500,shuffled,loose,center_of_mass,component_B_preservation,0.7158057397801443,0.008898527022385172,0.0008898527022385171,0.714153561620734,0.7176856246590181
0.5,1500,shuffled,loose,center_of_mass,singleton_fraction,0.4381433182639596,0.017211090524876106,0.0017211090524876106,0.43520225987906264,0.4413502438884046
0.5,1500,shuffled,loose,joint_basin,viable_propagation_index,0.575961824208735,0.06537794017786537,0.006537794017786537,0.5641057803800392,0.5877620651895195
0.5,1500,shuffled,loose,joint_basin,component_B_preservation,1.0,0.0,0.0,1.0,1.0
0.5,1500,shuffled,loose,joint_basin,singleton_fraction,0.42188584354547515,0.06561304561848119,0.006561304561848119,0.4076311188907859,0.43424276933516986
0.5,1500,shuffled,main,boundary_v2_regime_sequence,viable_propagation_index,0.7720659634920498,0.033587986773922246,0.0033587986773922244,0.7657811800098664,0.7791142109465191
0.5,1500,shuffled,main,boundary_v2_regime_sequence,component_B_preservation,1.0,0.0,0.0,1.0,1.0
0.5,1500,shuffled,main,boundary_v2_regime_sequence,singleton_fraction,0.22155132716272793,0.033687682210156146,0.0033687682210156145,0.2150691803803253,0.2283721308885375
0.5,1500,shuffled,main,center_of_mass,viable_propagation_index,0.19125489175277444,0.007913939902951618,0.0007913939902951618,0.18965879485929713,0.19279948563723445
0.5,1500,shuffled,main,center_of_mass,component_B_preservation,0.7158057397801443,0.008898527022385172,0.0008898527022385171,0.7140585729964762,0.7176902547628174
0.5,1500,shuffled,main,center_of_mass,singleton_fraction,0.4381433182639596,0.017211090524876106,0.0017211090524876106,0.43486117824874304,0.4416102674440109
0.5,1500,shuffled,main,joint_basin,viable_propagation_index,0.574486345078672,0.06523864442903364,0.006523864442903364,0.5615249340608169,0.588526451910027
0.5,1500,shuffled,main,joint_basin,component_B_preservation,1.0,0.0,0.0,1.0,1.0
0.5,1500,shuffled,main,joint_basin,singleton_fraction,0.42188584354547515,0.06561304561848119,0.006561304561848119,0.4105885858575835,0.4343044321095554
0.5,1500,shuffled,strict,boundary_v2_regime_sequence,viable_propagation_index,0.7710027430064601,0.033716572449684776,0.0033716572449684775,0.7643060255866698,0.7767452956103016
0.5,1500,shuffled,strict,boundary_v2_regime_sequence,component_B_preservation,1.0,0.0,0.0,1.0,1.0
0.5,1500,shuffled,strict,boundary_v2_regime_sequence,singleton_fraction,0.22155132716272793,0.033687682210156146,0.0033687682210156145,0.21518489808826421,0.22854102083686031
0.5,1500,shuffled,strict,center_of_mass,viable_propagation_index,0.18789895537768342,0.00794345823835497,0.000794345823835497,0.1864860226447526,0.18947240991458594
0.5,1500,shuffled,strict,center_of_mass,component_B_preservation,0.7158057397801443,0.008898527022385172,0.0008898527022385171,0.7140413979866208,0.7176833024401921
0.5,1500,shuffled,strict,center_of_mass,singleton_fraction,0.4381433182639596,0.017211090524876106,0.0017211090524876106,0.4347589258971915,0.441533237682598
0.5,1500,shuffled,strict,joint_basin,viable_propagation_index,0.5719611435229432,0.06512554045986618,0.006512554045986618,0.5591976643432213,0.5817653431414838
0.5,1500,shuffled,strict,joint_basin,component_B_preservation,1.0,0.0,0.0,1.0,1.0
0.5,1500,shuffled,strict,joint_basin,singleton_fraction,0.42188584354547515,0.06561304561848119,0.006561304561848119,0.40785934841225224,0.43479343845439833
0.5,2400,coupled,loose,boundary_v2_regime_sequence,viable_propagation_index,0.7282434345893674,0.11578987448296953,0.011578987448296952,0.7059837223950229,0.7507951802338987
0.5,2400,coupled,loose,boundary_v2_regime_sequence,component_B_preservation,1.0,0.0,0.0,1.0,1.0
0.5,2400,coupled,loose,boundary_v2_regime_sequence,singleton_fraction,0.26984867909867905,0.11585911688022103,0.011585911688022104,0.24645791292041294,0.29225812798312795
0.5,2400,coupled,loose,center_of_mass,viable_propagation_index,0.26680538402597237,0.008493636540993353,0.0008493636540993354,0.2651281879829425,0.2682806877898642
0.5,2400,coupled,loose,center_of_mass,component_B_preservation,0.7476413579091187,0.007522643209490036,0.0007522643209490036,0.7462379165983244,0.749031132633216
0.5,2400,coupled,loose,center_of_mass,singleton_fraction,0.48508318261018846,0.015851173755519577,0.0015851173755519576,0.4819249221968948,0.4882515841443122
0.5,2400,coupled,loose,joint_basin,viable_propagation_index,0.4316012524276083,0.019109429680129724,0.0019109429680129724,0.4279695536710386,0.43568868173863523
0.5,2400,coupled,loose,joint_basin,component_B_preservation,0.9545400527532455,0.008511754188976378,0.0008511754188976377,0.9530539366282016,0.9561809679136227
0.5,2400,coupled,loose,joint_basin,singleton_fraction,0.5440216957070638,0.019184624896500278,0.0019184624896500277,0.5407274081092539,0.5474767215275418
0.5,2400,coupled,main,boundary_v2_regime_sequence,viable_propagation_index,0.72671065717253,0.11570553025513308,0.011570553025513308,0.7059398573897888,0.7508923489229519
0.5,2400,coupled,main,boundary_v2_regime_sequence,component_B_preservation,1.0,0.0,0.0,1.0,1.0
0.5,2400,coupled,main,boundary_v2_regime_sequence,singleton_fraction,0.26984867909867905,0.11585911688022103,0.011585911688022104,0.24622909312909314,0.2903100066600066
0.5,2400,coupled,main,center_of_mass,viable_propagation_index,0.2652618169419909,0.008420930521516028,0.0008420930521516028,0.2633997644491772,0.26670780322290233
0.5,2400,coupled,main,center_of_mass,component_B_preservation,0.7476413579091187,0.007522643209490036,0.0007522643209490036,0.7462210035191945,0.7490199201107857
0.5,2400,coupled,main,center_of_mass,singleton_fraction,0.48508318261018846,0.015851173755519577,0.0015851173755519576,0.4818432295426342,0.4883016315042145
0.5,2400,coupled,main,joint_basin,viable_propagation_index,0.42964419566208717,0.018965062894373483,0.0018965062894373483,0.4264649562463741,0.4330080242929941
0.5,2400,coupled,main,joint_basin,component_B_preservation,0.9545400527532455,0.008511754188976378,0.0008511754188976377,0.9531586098345155,0.956263838700623
0.5,2400,coupled,main,joint_basin,singleton_fraction,0.5440216957070638,0.019184624896500278,0.0019184624896500277,0.5405342355014787,0.5479408580384516
0.5,2400,coupled,strict,boundary_v2_regime_sequence,viable_propagation_index,0.7190470709856918,0.11417052534631292,0.011417052534631291,0.6959976092041179,0.7424927829594657
0.5,2400,coupled,strict,boundary_v2_regime_sequence,component_B_preservation,1.0,0.0,0.0,1.0,1.0
0.5,2400,coupled,strict,boundary_v2_regime_sequence,singleton_fraction,0.26984867909867905,0.11585911688022103,0.011585911688022104,0.24941925088800088,0.2941383491508491
0.5,2400,coupled,strict,center_of_mass,viable_propagation_index,0.2622361311481207,0.008449667077952088,0.0008449667077952089,0.26077384739515064,0.26406443883125885
0.5,2400,coupled,strict,center_of_mass,component_B_preservation,0.7476413579091187,0.007522643209490036,0.0007522643209490036,0.745980189389032,0.7490316797713141
0.5,2400,coupled,strict,center_of_mass,singleton_fraction,0.48508318261018846,0.015851173755519577,0.0015851173755519576,0.48246855495987606,0.4884756829095939
0.5,2400,coupled,strict,joint_basin,viable_propagation_index,0.4280414668374746,0.018898803314811204,0.0018898803314811204,0.42404513966623353,0.43147998353078504
0.5,2400,coupled,strict,joint_basin,component_B_preservation,0.9545400527532455,0.008511754188976378,0.0008511754188976377,0.9528509800754901,0.9560516729278428
0.5,2400,coupled,strict,joint_basin,singleton_fraction,0.5440216957070638,0.019184624896500278,0.0019184624896500277,0.5403716184471239,0.5480159872430733
0.5,2400,independent_alpha0,loose,boundary_v2_regime_sequence,viable_propagation_index,0.8027532778557734,0.03307280766766338,0.003307280766766338,0.796336029155195,0.8090020988833788
0.5,2400,independent_alpha0,loose,boundary_v2_regime_sequence,component_B_preservation,1.0,0.0,0.0,1.0,1.0
0.5,2400,independent_alpha0,loose,boundary_v2_regime_sequence,singleton_fraction,0.19547360463983982,0.033070844938809914,0.0033070844938809913,0.18854055557305158,0.2013137948065816
0.5,2400,independent_alpha0,loose,center_of_mass,viable_propagation_index,0.18523340376653918,0.006940911733556132,0.0006940911733556132,0.18401092136887545,0.18666729096563373
0.5,2400,independent_alpha0,loose,center_of_mass,component_B_preservation,0.7221004842364367,0.008645735346719856,0.0008645735346719856,0.7206528490669822,0.723715498808106
0.5,2400,independent_alpha0,loose,center_of_mass,singleton_fraction,0.47094222835066707,0.015362349965195038,0.0015362349965195037,0.4677068044206297,0.4739253633270483
0.5,2400,independent_alpha0,loose,joint_basin,viable_propagation_index,0.5703871511685839,0.08082404764815905,0.008082404764815905,0.5552854947809939,0.5866164202191742
0.5,2400,independent_alpha0,loose,joint_basin,component_B_preservation,1.0,0.0,0.0,1.0,1.0
0.5,2400,independent_alpha0,loose,joint_basin,singleton_fraction,0.42714557384001933,0.08115262387525468,0.008115262387525468,0.4110888920192947,0.4438813462453351
0.5,2400,independent_alpha0,main,boundary_v2_regime_sequence,viable_propagation_index,0.8012440577184714,0.03302734417025898,0.003302734417025898,0.7955933820847704,0.8076786233909504
0.5,2400,independent_alpha0,main,boundary_v2_regime_sequence,component_B_preservation,1.0,0.0,0.0,1.0,1.0
0.5,2400,independent_alpha0,main,boundary_v2_regime_sequence,singleton_fraction,0.19547360463983982,0.033070844938809914,0.0033070844938809913,0.18897296726245597,0.2012910587821998
0.5,2400,independent_alpha0,main,center_of_mass,viable_propagation_index,0.1832220759035348,0.007017270097087119,0.0007017270097087119,0.18176994365561305,0.18455878095246261
