kappa,variant_id,split,alpha,T,component_A_preservation,component_B_preservation,lower_rank_erasure_score
random_matched_predictive_kmeans_no_COM_k8,potential_shape_test_006,test,0.525,2400,0.8191843644992955,0.5621870929270938,0.3093142712868052
all_one_diagnostic,potential_shape_test_007,test,0.525,1500,1.0,1.0,0.0
boundary_v2_regime_sequence,potential_shape_test_007,test,0.525,1500,1.0,1.0,0.0
center_of_mass,potential_shape_test_007,test,0.525,1500,1.0,0.7728609081585902,0.1135695459207048
identity_diagnostic,potential_shape_test_007,test,0.525,1500,0.7821301271053709,0.5174414749294385,0.3502141989825953
joint_basin,potential_shape_test_007,test,0.525,1500,1.0,0.9976507595785077,0.00117462021074612
predictive_kmeans_k13,potential_shape_test_007,test,0.525,1500,0.999973672298334,0.6688869261451427,0.16556970077826158
predictive_kmeans_k21,potential_shape_test_007,test,0.525,1500,0.8767069414707135,0.5800082473058289,0.2716424056117288
predictive_kmeans_k5,potential_shape_test_007,test,0.525,1500,1.0,1.0,0.0
predictive_kmeans_k8,potential_shape_test_007,test,0.525,1500,1.0,0.8817327363726518,0.05913363181367405
predictive_kmeans_no_COM_k13,potential_shape_test_007,test,0.525,1500,0.9987360137348333,0.6630937344097196,0.1690851259277234
predictive_kmeans_no_COM_k8,potential_shape_test_007,test,0.525,1500,1.0,0.8796970220588028,0.060151488970598584
random_matched_predictive_kmeans_k13,potential_shape_test_007,test,0.525,1500,0.7821337478593426,0.5174438774122166,0.3502111873642203
random_matched_predictive_kmeans_k21,potential_shape_test_007,test,0.525,1500,0.7821305799236404,0.5174417714026738,0.35021382433684295
random_matched_predictive_kmeans_k5,potential_shape_test_007,test,0.525,1500,0.7846716561692183,0.5191229620369557,0.348102690896913
random_matched_predictive_kmeans_k8,potential_shape_test_007,test,0.525,1500,0.782229597104578,0.517507304422753,0.3501315492363345
random_matched_predictive_kmeans_no_COM_k13,potential_shape_test_007,test,0.525,1500,0.7821337478593426,0.5174438774122166,0.3502111873642203
random_matched_predictive_kmeans_no_COM_k8,potential_shape_test_007,test,0.525,1500,0.782229597104578,0.517507304422753,0.3501315492363345
all_one_diagnostic,potential_shape_test_007,test,0.525,2400,1.0,1.0,0.0
boundary_v2_regime_sequence,potential_shape_test_007,test,0.525,2400,1.0,1.0,0.0
center_of_mass,potential_shape_test_007,test,0.525,2400,1.0,0.704237193048445,0.14788140347577747
identity_diagnostic,potential_shape_test_007,test,0.525,2400,0.8158934232470646,0.5092878399297657,0.33740936841158486
joint_basin,potential_shape_test_007,test,0.525,2400,1.0,1.0,0.0
predictive_kmeans_k13,potential_shape_test_007,test,0.525,2400,1.0,0.669740700920794,0.165129649539603
predictive_kmeans_k21,potential_shape_test_007,test,0.525,2400,0.9209908686339441,0.5748864297570022,0.25206135080452685
predictive_kmeans_k5,potential_shape_test_007,test,0.525,2400,1.0,1.0,0.0
predictive_kmeans_k8,potential_shape_test_007,test,0.525,2400,1.0,0.9397774140297389,0.03011129298513052
predictive_kmeans_no_COM_k13,potential_shape_test_007,test,0.525,2400,1.0,0.642523817869872,0.17873809106506397
predictive_kmeans_no_COM_k8,potential_shape_test_007,test,0.525,2400,1.0,0.9158578545968237,0.042071072701588094
random_matched_predictive_kmeans_k13,potential_shape_test_007,test,0.525,2400,0.8158971841862755,0.5092901838825991,0.3374063159655627
random_matched_predictive_kmeans_k21,potential_shape_test_007,test,0.525,2400,0.8158938921959731,0.5092881375880751,0.33740898510797585
random_matched_predictive_kmeans_k5,potential_shape_test_007,test,0.525,2400,0.8185445622475368,0.510942953782008,0.3352562419852276
random_matched_predictive_kmeans_k8,potential_shape_test_007,test,0.525,2400,0.8159976387652752,0.5093528318511836,0.33732476469177064
random_matched_predictive_kmeans_no_COM_k13,potential_shape_test_007,test,0.525,2400,0.8158971841862755,0.5092901838825991,0.3374063159655627
random_matched_predictive_kmeans_no_COM_k8,potential_shape_test_007,test,0.525,2400,0.8159976387652752,0.5093528318511836,0.33732476469177064
all_one_diagnostic,time_discretization_test_000,test,0.525,1500,1.0,1.0,0.0
boundary_v2_regime_sequence,time_discretization_test_000,test,0.525,1500,1.0,1.0,0.0
center_of_mass,time_discretization_test_000,test,0.525,1500,1.0,0.8351484341682379,0.082425782915881
identity_diagnostic,time_discretization_test_000,test,0.525,1500,0.7556614114030634,0.5354007034492488,0.35446894257384387
joint_basin,time_discretization_test_000,test,0.525,1500,1.0,0.9999487260436346,2.5636978182649518e-05
predictive_kmeans_k13,time_discretization_test_000,test,0.525,1500,0.9809811536004264,0.6950369778456872,0.1619909342769432
predictive_kmeans_k21,time_discretization_test_000,test,0.525,1500,0.8514732233611834,0.6032827781982985,0.2726219992202591
predictive_kmeans_k5,time_discretization_test_000,test,0.525,1500,1.0,1.0,0.0
predictive_kmeans_k8,time_discretization_test_000,test,0.525,1500,1.0,0.8974711598132556,0.05126442009337215
predictive_kmeans_no_COM_k13,time_discretization_test_000,test,0.525,1500,0.9772452414751379,0.6923963894292956,0.1651791845477832
predictive_kmeans_no_COM_k8,time_discretization_test_000,test,0.525,1500,1.0,0.9033974859664543,0.04830125701677277
random_matched_predictive_kmeans_k13,time_discretization_test_000,test,0.525,1500,0.7556648989521818,0.5354031816355664,0.3544659597061258
random_matched_predictive_kmeans_k21,time_discretization_test_000,test,0.525,1500,0.7556618476168385,0.5354010157172397,0.35446856833296075
random_matched_predictive_kmeans_k5,time_discretization_test_000,test,0.525,1500,0.758120086716743,0.5371427397020079,0.3523685867906245
random_matched_predictive_kmeans_k8,time_discretization_test_000,test,0.525,1500,0.7557579586682551,0.5354691415573041,0.3543864498872204
random_matched_predictive_kmeans_no_COM_k13,time_discretization_test_000,test,0.525,1500,0.7556648989521818,0.5354031816355664,0.3544659597061258
random_matched_predictive_kmeans_no_COM_k8,time_discretization_test_000,test,0.525,1500,0.7557579586682551,0.5354691415573041,0.3543864498872204
all_one_diagnostic,time_discretization_test_000,test,0.525,2400,1.0,1.0,0.0
boundary_v2_regime_sequence,time_discretization_test_000,test,0.525,2400,1.0,1.0,0.0
center_of_mass,time_discretization_test_000,test,0.525,2400,1.0,0.7921684227171218,0.10391578864143906
identity_diagnostic,time_discretization_test_000,test,0.525,2400,0.8095987055971744,0.5511714825141317,0.3196149059443469
joint_basin,time_discretization_test_000,test,0.525,2400,1.0,0.9541931374365621,0.022903431281718914
predictive_kmeans_k13,time_discretization_test_000,test,0.525,2400,1.0,0.6988593083098419,0.15057034584507897
predictive_kmeans_k21,time_discretization_test_000,test,0.525,2400,0.8984775058986776,0.6116786434845555,0.24492192530838344
predictive_kmeans_k5,time_discretization_test_000,test,0.525,2400,1.0,1.0,0.0
predictive_kmeans_k8,time_discretization_test_000,test,0.525,2400,1.0,0.8916979353752857,0.05415103231235707
predictive_kmeans_no_COM_k13,time_discretization_test_000,test,0.525,2400,0.994710194425883,0.6775639319417123,0.16386293681620237
predictive_kmeans_no_COM_k8,time_discretization_test_000,test,0.525,2400,1.0,0.87358641965223,0.06320679017388497
random_matched_predictive_kmeans_k13,time_discretization_test_000,test,0.525,2400,0.8096024494860015,0.5511740410096754,0.31961175475216147
random_matched_predictive_kmeans_k21,time_discretization_test_000,test,0.525,2400,0.8095991706478439,0.5511718011591416,0.31961451409650726
random_matched_predictive_kmeans_k5,time_discretization_test_000,test,0.525,2400,0.8122320213635045,0.5529644007136161,0.3174017889614397
random_matched_predictive_kmeans_k8,time_discretization_test_000,test,0.525,2400,0.8097016262313812,0.5512415245783747,0.319528424595122
random_matched_predictive_kmeans_no_COM_k13,time_discretization_test_000,test,0.525,2400,0.8096024494860015,0.5511740410096754,0.31961175475216147
random_matched_predictive_kmeans_no_COM_k8,time_discretization_test_000,test,0.525,2400,0.8097016262313812,0.5512415245783747,0.319528424595122
all_one_diagnostic,time_discretization_test_001,test,0.525,1500,1.0,1.0,0.0
boundary_v2_regime_sequence,time_discretization_test_001,test,0.525,1500,1.0,1.0,0.0
center_of_mass,time_discretization_test_001,test,0.525,1500,1.0,0.8014400343131272,0.09927998284343642
identity_diagnostic,time_discretization_test_001,test,0.525,1500,0.8044775746485459,0.5514172590804693,0.32205258313549234
joint_basin,time_discretization_test_001,test,0.525,1500,1.0,0.9551720145483417,0.02241399272582913
predictive_kmeans_k13,time_discretization_test_001,test,0.525,1500,1.0,0.6988316502238796,0.15058417488806014
predictive_kmeans_k21,time_discretization_test_001,test,0.525,1500,0.8934398478876757,0.6123926615929021,0.24708374525971102
predictive_kmeans_k5,time_discretization_test_001,test,0.525,1500,1.0,1.0,0.0
predictive_kmeans_k8,time_discretization_test_001,test,0.525,1500,1.0,0.888988724377149,0.05550563781142547
predictive_kmeans_no_COM_k13,time_discretization_test_001,test,0.525,1500,0.9949223990541519,0.6822882449054757,0.16139467802018623
predictive_kmeans_no_COM_k8,time_discretization_test_001,test,0.525,1500,1.0,0.8737366771476183,0.06313166142619087
random_matched_predictive_kmeans_k13,time_discretization_test_001,test,0.525,1500,0.8044812912396685,0.5514198043822784,0.32204945218902653
random_matched_predictive_kmeans_k21,time_discretization_test_001,test,0.525,1500,0.8044780394180775,0.5514175761573448,0.32205219221228887
random_matched_predictive_kmeans_k5,time_discretization_test_001,test,0.525,1500,0.8070937586488839,0.5532102498841899,0.3198479957334632
random_matched_predictive_kmeans_k8,time_discretization_test_001,test,0.525,1500,0.8045803192416023,0.5514877174439232,0.3219659816572371
random_matched_predictive_kmeans_no_COM_k13,time_discretization_test_001,test,0.525,1500,0.8044812912396685,0.5514198043822784,0.32204945218902653
random_matched_predictive_kmeans_no_COM_k8,time_discretization_test_001,test,0.525,1500,0.8045803192416023,0.5514877174439232,0.3219659816572371
all_one_diagnostic,time_discretization_test_001,test,0.525,2400,1.0,1.0,0.0
boundary_v2_regime_sequence,time_discretization_test_001,test,0.525,2400,1.0,1.0,0.0
center_of_mass,time_discretization_test_001,test,0.525,2400,1.0,0.7348807418394417,0.13255962908027905
identity_diagnostic,time_discretization_test_001,test,0.525,2400,0.8369281519802046,0.5458382376476165,0.30861680518608936
joint_basin,time_discretization_test_001,test,0.525,2400,1.0,0.9960565016730818,0.0019717491634590576
predictive_kmeans_k13,time_discretization_test_001,test,0.525,2400,1.0,0.7026708093866973,0.14866459530665127
predictive_kmeans_k21,time_discretization_test_001,test,0.525,2400,0.9291203355613002,0.6059624971375506,0.2324585836505746
predictive_kmeans_k5,time_discretization_test_001,test,0.525,2400,1.0,1.0,0.0
predictive_kmeans_k8,time_discretization_test_001,test,0.525,2400,1.0,0.9338903774600144,0.033054811269992775
predictive_kmeans_no_COM_k13,time_discretization_test_001,test,0.525,2400,1.0,0.6689674657493561,0.16551626712532191
predictive_kmeans_no_COM_k8,time_discretization_test_001,test,0.525,2400,1.0,0.9226647842831767,0.03866760785841158
random_matched_predictive_kmeans_k13,time_discretization_test_001,test,0.525,2400,0.8369320164048425,0.5458407701069291,0.30861360674411414
random_matched_predictive_kmeans_k21,time_discretization_test_001,test,0.525,2400,0.8369286371395624,0.545838554532051,0.3086164041641933
random_matched_predictive_kmeans_k5,time_discretization_test_001,test,0.525,2400,0.8396483533458003,0.5476124003616865,0.3063696231462566
random_matched_predictive_kmeans_k8,time_discretization_test_001,test,0.525,2400,0.8370350691643761,0.5459080443079949,0.30852844326381446
random_matched_predictive_kmeans_no_COM_k13,time_discretization_test_001,test,0.525,2400,0.8369320164048425,0.5458407701069291,0.30861360674411414
random_matched_predictive_kmeans_no_COM_k8,time_discretization_test_001,test,0.525,2400,0.8370350691643761,0.5459080443079949,0.30852844326381446
all_one_diagnostic,time_discretization_test_002,test,0.525,1500,1.0,1.0,0.0
boundary_v2_regime_sequence,time_discretization_test_002,test,0.525,1500,1.0,1.0,0.0
center_of_mass,time_discretization_test_002,test,0.525,1500,1.0,0.8011309379176798,0.0994345310411601
identity_diagnostic,time_discretization_test_002,test,0.525,1500,0.8042356260555138,0.5513988934753533,0.32218274023456644
joint_basin,time_discretization_test_002,test,0.525,1500,1.0,0.9562994139113501,0.021850293044324887
predictive_kmeans_k13,time_discretization_test_002,test,0.525,1500,1.0,0.6985651751719559,0.150717412414022
predictive_kmeans_k21,time_discretization_test_002,test,0.525,1500,0.8925199937301822,0.6119243678645827,0.24777781920261752
predictive_kmeans_k5,time_discretization_test_002,test,0.525,1500,1.0,1.0,0.0
predictive_kmeans_k8,time_discretization_test_002,test,0.525,1500,1.0,0.8892550762649912,0.05537246186750432
predictive_kmeans_no_COM_k13,time_discretization_test_002,test,0.525,1500,0.9937970360462945,0.6816599202237513,0.16227152186497704
predictive_kmeans_no_COM_k8,time_discretization_test_002,test,0.525,1500,1.0,0.8745335923640334,0.06273320381798321
random_matched_predictive_kmeans_k13,time_discretization_test_002,test,0.525,1500,0.8042393428059404,0.5514014482734401,0.32217960446030974
random_matched_predictive_kmeans_k21,time_discretization_test_002,test,0.525,1500,0.804236088408513,0.551399210079341,0.322182350756073
random_matched_predictive_kmeans_k5,time_discretization_test_002,test,0.525,1500,0.8068484669315492,0.5531907165154898,0.3199804082764805
random_matched_predictive_kmeans_k8,time_discretization_test_002,test,0.525,1500,0.8043383566673847,0.5514693733146947,0.3220961350089603
random_matched_predictive_kmeans_no_COM_k13,time_discretization_test_002,test,0.525,1500,0.8042393428059404,0.5514014482734401,0.32217960446030974
random_matched_predictive_kmeans_no_COM_k8,time_discretization_test_002,test,0.525,1500,0.8043383566673847,0.5514693733146947,0.3220961350089603
all_one_diagnostic,time_discretization_test_002,test,0.525,2400,1.0,1.0,0.0
boundary_v2_regime_sequence,time_discretization_test_002,test,0.525,2400,1.0,1.0,0.0
center_of_mass,time_discretization_test_002,test,0.525,2400,1.0,0.7366438896927043,0.13167805515364778
identity_diagnostic,time_discretization_test_002,test,0.525,2400,0.8368712647650126,0.5465172091843722,0.3083057630253076
joint_basin,time_discretization_test_002,test,0.525,2400,1.0,0.9963086193282503,0.0018456903358748029
predictive_kmeans_k13,time_discretization_test_002,test,0.525,2400,1.0,0.7041121811624796,0.14794390941876012
predictive_kmeans_k21,time_discretization_test_002,test,0.525,2400,0.9296408568797857,0.6071000893276238,0.2316295268962952
predictive_kmeans_k5,time_discretization_test_002,test,0.525,2400,1.0,1.0,0.0
predictive_kmeans_k8,time_discretization_test_002,test,0.525,2400,1.0,0.9349601285487126,0.03251993572564373
predictive_kmeans_no_COM_k13,time_discretization_test_002,test,0.525,2400,1.0,0.6699388806811712,0.16503055965941432
predictive_kmeans_no_COM_k8,time_discretization_test_002,test,0.525,2400,1.0,0.9232877892139694,0.038356105393015295
random_matched_predictive_kmeans_k13,time_discretization_test_002,test,0.525,2400,0.8368751359366307,0.5465197402318636,0.30830256191575284
random_matched_predictive_kmeans_k21,time_discretization_test_002,test,0.525,2400,0.8368717480075234,0.5465175265372916,0.3083053627275925
random_matched_predictive_kmeans_k5,time_discretization_test_002,test,0.525,2400,0.8395897024309837,0.5482926255815335,0.30605883599374134
random_matched_predictive_kmeans_k8,time_discretization_test_002,test,0.525,2400,0.836977692849275,0.5465866862280713,0.3082178104613268
random_matched_predictive_kmeans_no_COM_k13,time_discretization_test_002,test,0.525,2400,0.8368751359366307,0.5465197402318636,0.30830256191575284
random_matched_predictive_kmeans_no_COM_k8,time_discretization_test_002,test,0.525,2400,0.836977692849275,0.5465866862280713,0.3082178104613268
all_one_diagnostic,time_discretization_test_003,test,0.525,1500,1.0,1.0,0.0
boundary_v2_regime_sequence,time_discretization_test_003,test,0.525,1500,1.0,1.0,0.0
center_of_mass,time_discretization_test_003,test,0.525,1500,1.0,0.8358993240903942,0.08205033795480288
identity_diagnostic,time_discretization_test_003,test,0.525,1500,0.7552068050998944,0.5354907165045116,0.354651239197797
joint_basin,time_discretization_test_003,test,0.525,1500,1.0,0.9999570773778049,2.1461311097545e-05
predictive_kmeans_k13,time_discretization_test_003,test,0.525,1500,0.9804175117404066,0.6951767476613245,0.16220287029913436
predictive_kmeans_k21,time_discretization_test_003,test,0.525,1500,0.8511885063904472,0.6035468275794333,0.27263233301505974
predictive_kmeans_k5,time_discretization_test_003,test,0.525,1500,1.0,1.0,0.0
predictive_kmeans_k8,time_discretization_test_003,test,0.525,1500,1.0,0.8976038985892653,0.051198050705367336
predictive_kmeans_no_COM_k13,time_discretization_test_003,test,0.525,1500,0.9760393584874797,0.6920733083610766,0.16594366657572188
predictive_kmeans_no_COM_k8,time_discretization_test_003,test,0.525,1500,1.0,0.9041713957257538,0.04791430213712302
random_matched_predictive_kmeans_k13,time_discretization_test_003,test,0.525,1500,0.755210288418346,0.5354931968638964,0.3546482573588788
random_matched_predictive_kmeans_k21,time_discretization_test_003,test,0.525,1500,0.755207239919375,0.5354910278409764,0.35465086611982427
random_matched_predictive_kmeans_k5,time_discretization_test_003,test,0.525,1500,0.7576606953793644,0.5372309175103056,0.35255419355516493
random_matched_predictive_kmeans_k8,time_discretization_test_003,test,0.525,1500,0.7553032750720041,0.5355591468594014,0.35456878903429717
random_matched_predictive_kmeans_no_COM_k13,time_discretization_test_003,test,0.525,1500,0.755210288418346,0.5354931968638964,0.3546482573588788
random_matched_predictive_kmeans_no_COM_k8,time_discretization_test_003,test,0.525,1500,0.7553032750720041,0.5355591468594014,0.35456878903429717
all_one_diagnostic,time_discretization_test_003,test,0.525,2400,1.0,1.0,0.0
boundary_v2_regime_sequence,time_discretization_test_003,test,0.525,2400,1.0,1.0,0.0
center_of_mass,time_discretization_test_003,test,0.525,2400,1.0,0.7955214168676632,0.10223929156616833
identity_diagnostic,time_discretization_test_003,test,0.525,2400,0.8101211987019802,0.552647962341242,0.31861541947838884
joint_basin,time_discretization_test_003,test,0.525,2400,1.0,0.9550599363175174,0.022470031841241286
predictive_kmeans_k13,time_discretization_test_003,test,0.525,2400,1.0,0.7002757429305245,0.1498621285347377
predictive_kmeans_k21,time_discretization_test_003,test,0.525,2400,0.8992766633688173,0.6134638781198336,0.24362972925567447
predictive_kmeans_k5,time_discretization_test_003,test,0.525,2400,1.0,1.0,0.0
predictive_kmeans_k8,time_discretization_test_003,test,0.525,2400,1.0,0.8927413699406348,0.05362931502968252
predictive_kmeans_no_COM_k13,time_discretization_test_003,test,0.525,2400,0.9948072672664297,0.6791677287085472,0.1630125020125115
predictive_kmeans_no_COM_k8,time_discretization_test_003,test,0.525,2400,1.0,0.8744796930356613,0.06276015348216933
random_matched_predictive_kmeans_k13,time_discretization_test_003,test,0.525,2400,0.8101249397555148,0.5526505171140279,0.3186122715652286
random_matched_predictive_kmeans_k21,time_discretization_test_003,test,0.525,2400,0.8101216649472547,0.5526482822123291,0.31861502642020806
random_matched_predictive_kmeans_k5,time_discretization_test_003,test,0.525,2400,0.8127536941727622,0.5544439623799255,0.3164011717236561
random_matched_predictive_kmeans_k8,time_discretization_test_003,test,0.525,2400,0.8102246673185642,0.552718554712595,0.3185283889844203
random_matched_predictive_kmeans_no_COM_k13,time_discretization_test_003,test,0.525,2400,0.8101249397555148,0.5526505171140279,0.3186122715652286
random_matched_predictive_kmeans_no_COM_k8,time_discretization_test_003,test,0.525,2400,0.8102246673185642,0.552718554712595,0.3185283889844203
all_one_diagnostic,time_discretization_test_004,test,0.525,1500,1.0,1.0,0.0
boundary_v2_regime_sequence,time_discretization_test_004,test,0.525,1500,1.0,1.0,0.0
center_of_mass,time_discretization_test_004,test,0.525,1500,1.0,0.8355220101361214,0.0822389949319393
identity_diagnostic,time_discretization_test_004,test,0.525,1500,0.7549012886209396,0.5351528824058742,0.35497291448659296
joint_basin,time_discretization_test_004,test,0.525,1500,1.0,0.9999201858170288,3.9907091485627995e-05
predictive_kmeans_k13,time_discretization_test_004,test,0.525,1500,0.9790293288974056,0.6940357254785389,0.16346747281202778
predictive_kmeans_k21,time_discretization_test_004,test,0.525,1500,0.8504719159195292,0.6029039358971121,0.2733120740916793
predictive_kmeans_k5,time_discretization_test_004,test,0.525,1500,1.0,1.0,0.0
predictive_kmeans_k8,time_discretization_test_004,test,0.525,1500,1.0,0.8968451239573522,0.05157743802132389
predictive_kmeans_no_COM_k13,time_discretization_test_004,test,0.525,1500,0.9756376833846587,0.6916358032737067,0.16636325667081725
predictive_kmeans_no_COM_k8,time_discretization_test_004,test,0.525,1500,1.0,0.9025946919668415,0.048702654016579174
random_matched_predictive_kmeans_k13,time_discretization_test_004,test,0.525,1500,0.7549043500910579,0.5351550383600331,0.3549703057744545
random_matched_predictive_kmeans_k21,time_discretization_test_004,test,0.525,1500,0.754901727277513,0.5351531953494749,0.354972538686506
random_matched_predictive_kmeans_k5,time_discretization_test_004,test,0.525,1500,0.7573556447139583,0.5368932636994219,0.3528755457933099
random_matched_predictive_kmeans_k8,time_discretization_test_004,test,0.525,1500,0.7549977176643276,0.5352212386380623,0.35489052184880515
random_matched_predictive_kmeans_no_COM_k13,time_discretization_test_004,test,0.525,1500,0.7549043500910579,0.5351550383600331,0.3549703057744545
random_matched_predictive_kmeans_no_COM_k8,time_discretization_test_004,test,0.525,1500,0.7549977176643276,0.5352212386380623,0.35489052184880515
all_one_diagnostic,time_discretization_test_004,test,0.525,2400,1.0,1.0,0.0
boundary_v2_regime_sequence,time_discretization_test_004,test,0.525,2400,1.0,1.0,0.0
center_of_mass,time_discretization_test_004,test,0.525,2400,1.0,0.7944587676485061,0.1027706161757469
identity_diagnostic,time_discretization_test_004,test,0.525,2400,0.8098616511321616,0.5521900857486886,0.3189741315595749
joint_basin,time_discretization_test_004,test,0.525,2400,1.0,0.9552486430717483,0.022375678464125817
predictive_kmeans_k13,time_discretization_test_004,test,0.525,2400,1.0,0.6995565677534903,0.15022171612325483
predictive_kmeans_k21,time_discretization_test_004,test,0.525,2400,0.8989831648848626,0.6129525874043001,0.2440321238554186
predictive_kmeans_k5,time_discretization_test_004,test,0.525,2400,1.0,1.0,0.0
predictive_kmeans_k8,time_discretization_test_004,test,0.525,2400,1.0,0.8920740049532485,0.05396299752337569
predictive_kmeans_no_COM_k13,time_discretization_test_004,test,0.525,2400,0.9942098062727588,0.6782306095935783,0.16377979206683144
predictive_kmeans_no_COM_k8,time_discretization_test_004,test,0.525,2400,1.0,0.8742036641858401,0.06289816790707993
random_matched_predictive_kmeans_k13,time_discretization_test_004,test,0.525,2400,0.8098653966200908,0.5521926374210586,0.3189709829794252
random_matched_predictive_kmeans_k21,time_discretization_test_004,test,0.525,2400,0.8098621197489809,0.5521904065602734,0.3189737368453727
random_matched_predictive_kmeans_k5,time_discretization_test_004,test,0.525,2400,0.8124936246558395,0.5539844236843865,0.3167609758298869
random_matched_predictive_kmeans_k8,time_discretization_test_004,test,0.525,2400,0.8099650988780018,0.552260581067931,0.31888716002703354
random_matched_predictive_kmeans_no_COM_k13,time_discretization_test_004,test,0.525,2400,0.8098653966200908,0.5521926374210586,0.3189709829794252
random_matched_predictive_kmeans_no_COM_k8,time_discretization_test_004,test,0.525,2400,0.8099650988780018,0.552260581067931,0.31888716002703354
all_one_diagnostic,time_discretization_test_005,test,0.525,1500,1.0,1.0,0.0
boundary_v2_regime_sequence,time_discretization_test_005,test,0.525,1500,1.0,1.0,0.0
center_of_mass,time_discretization_test_005,test,0.525,1500,1.0,0.8360951075463585,0.08195244622682075
identity_diagnostic,time_discretization_test_005,test,0.525,1500,0.755719439270874,0.5355865616474601,0.35434699954083293
joint_basin,time_discretization_test_005,test,0.525,1500,1.0,0.9999982893515285,8.553242357289825e-07
predictive_kmeans_k13,time_discretization_test_005,test,0.525,1500,0.979357177913419,0.6940747909464388,0.16328401557007108
predictive_kmeans_k21,time_discretization_test_005,test,0.525,1500,0.85097753819699,0.603097046983946,0.27296270740953205
predictive_kmeans_k5,time_discretization_test_005,test,0.525,1500,1.0,1.0,0.0
predictive_kmeans_k8,time_discretization_test_005,test,0.525,1500,1.0,0.8966900848741581,0.05165495756292095
predictive_kmeans_no_COM_k13,time_discretization_test_005,test,0.525,1500,0.9755368507887769,0.6913724350666687,0.16654535707227722
predictive_kmeans_no_COM_k8,time_discretization_test_005,test,0.525,1500,1.0,0.9030347864011476,0.04848260679942614
random_matched_predictive_kmeans_k13,time_discretization_test_005,test,0.525,1500,0.7557229360229186,0.5355890383093683,0.3543440128338565
random_matched_predictive_kmeans_k21,time_discretization_test_005,test,0.525,1500,0.7557198750583907,0.5355868634741312,0.35434663073373907
random_matched_predictive_kmeans_k5,time_discretization_test_005,test,0.525,1500,0.7581729772839815,0.537325708711884,0.3522506570020672
random_matched_predictive_kmeans_k8,time_discretization_test_005,test,0.525,1500,0.7558159694871125,0.5356550282610724,0.3542645011259075
random_matched_predictive_kmeans_no_COM_k13,time_discretization_test_005,test,0.525,1500,0.7557229360229186,0.5355890383093683,0.3543440128338565
random_matched_predictive_kmeans_no_COM_k8,time_discretization_test_005,test,0.525,1500,0.7558159694871125,0.5356550282610724,0.3542645011259075
all_one_diagnostic,time_discretization_test_005,test,0.525,2400,1.0,1.0,0.0
boundary_v2_regime_sequence,time_discretization_test_005,test,0.525,2400,1.0,1.0,0.0
center_of_mass,time_discretization_test_005,test,0.525,2400,1.0,0.7920560416445354,0.10397197917773231
identity_diagnostic,time_discretization_test_005,test,0.525,2400,0.8103466246552182,0.5509648743373687,0.3193442505037066
joint_basin,time_discretization_test_005,test,0.525,2400,1.0,0.9546088838283842,0.022695558085807827
predictive_kmeans_k13,time_discretization_test_005,test,0.525,2400,1.0,0.6983781663354272,0.1508109168322864
predictive_kmeans_k21,time_discretization_test_005,test,0.525,2400,0.8998471797817906,0.6118147253715727,0.24416904742331827
predictive_kmeans_k5,time_discretization_test_005,test,0.525,2400,1.0,1.0,0.0
predictive_kmeans_k8,time_discretization_test_005,test,0.525,2400,1.0,0.8917153931802398,0.054142303409879994
predictive_kmeans_no_COM_k13,time_discretization_test_005,test,0.525,2400,0.9957168806227734,0.6775682942318505,0.16335741257268796
predictive_kmeans_no_COM_k8,time_discretization_test_005,test,0.525,2400,1.0,0.873759909081498,0.06312004545925098
random_matched_predictive_kmeans_k13,time_discretization_test_005,test,0.525,2400,0.8103503766724555,0.5509674063707373,0.31934110847840363
random_matched_predictive_kmeans_k21,time_discretization_test_005,test,0.525,2400,0.8103470940565343,0.550965190655762,0.3193438576438518
random_matched_predictive_kmeans_k5,time_discretization_test_005,test,0.525,2400,0.8129755495505713,0.5527525922193438,0.31713592911504246
random_matched_predictive_kmeans_k8,time_discretization_test_005,test,0.525,2400,0.8104500923037758,0.5510352379781184,0.3192573348590529
random_matched_predictive_kmeans_no_COM_k13,time_discretization_test_005,test,0.525,2400,0.8103503766724555,0.5509674063707373,0.31934110847840363
random_matched_predictive_kmeans_no_COM_k8,time_discretization_test_005,test,0.525,2400,0.8104500923037758,0.5510352379781184,0.3192573348590529
all_one_diagnostic,time_discretization_test_006,test,0.525,1500,1.0,1.0,0.0
boundary_v2_regime_sequence,time_discretization_test_006,test,0.525,1500,1.0,1.0,0.0
center_of_mass,time_discretization_test_006,test,0.525,1500,1.0,0.8013143555276828,0.09934282223615858
identity_diagnostic,time_discretization_test_006,test,0.525,1500,0.8043653277480094,0.5511896497958123,0.32222251122808915
joint_basin,time_discretization_test_006,test,0.525,1500,1.0,0.9554707921552026,0.02226460392239866
predictive_kmeans_k13,time_discretization_test_006,test,0.525,1500,1.0,0.6980994420651634,0.15095027896741825
predictive_kmeans_k21,time_discretization_test_006,test,0.525,1500,0.8930352597670205,0.6119494967453439,0.24750762174381774
predictive_kmeans_k5,time_discretization_test_006,test,0.525,1500,1.0,1.0,0.0
predictive_kmeans_k8,time_discretization_test_006,test,0.525,1500,1.0,0.8879668267694172,0.05601658661529142
predictive_kmeans_no_COM_k13,time_discretization_test_006,test,0.525,1500,0.9947894643736551,0.6818191387055164,0.16169569846041423
predictive_kmeans_no_COM_k8,time_discretization_test_006,test,0.525,1500,1.0,0.8734729077565221,0.06326354612173887
