kappa,variant_id,split,alpha,T,component_A_preservation,component_B_preservation,lower_rank_erasure_score
predictive_kmeans_k13,noise_test_007,test,0.525,2400,1.0,0.634600685113553,0.18269965744322342
predictive_kmeans_k21,noise_test_007,test,0.525,2400,0.9208399320550611,0.5376550376856509,0.27075251512964393
predictive_kmeans_k5,noise_test_007,test,0.525,2400,1.0,1.0,0.0
predictive_kmeans_k8,noise_test_007,test,0.525,2400,1.0,0.8312479422306844,0.08437602888465774
predictive_kmeans_no_COM_k13,noise_test_007,test,0.525,2400,1.0,0.598312934553682,0.20084353272315897
predictive_kmeans_no_COM_k8,noise_test_007,test,0.525,2400,1.0,0.8102187185125936,0.09489064074370314
random_matched_predictive_kmeans_k13,noise_test_007,test,0.525,2400,0.7193033694887668,0.41999157816692434,0.43035252617215436
random_matched_predictive_kmeans_k21,noise_test_007,test,0.525,2400,0.7193008748640182,0.41999010978795803,0.43035450767401195
random_matched_predictive_kmeans_k5,noise_test_007,test,0.525,2400,0.7216387519425596,0.42135495714309124,0.4285031454571746
random_matched_predictive_kmeans_k8,noise_test_007,test,0.525,2400,0.7193919188440288,0.4200433538593808,0.43028236364829525
random_matched_predictive_kmeans_no_COM_k13,noise_test_007,test,0.525,2400,0.7193033694887668,0.41999157816692434,0.43035252617215436
random_matched_predictive_kmeans_no_COM_k8,noise_test_007,test,0.525,2400,0.7193919188440288,0.4200433538593808,0.43028236364829525
all_one_diagnostic,potential_shape_test_000,test,0.525,1500,1.0,1.0,0.0
boundary_v2_regime_sequence,potential_shape_test_000,test,0.525,1500,1.0,1.0,0.0
center_of_mass,potential_shape_test_000,test,0.525,1500,1.0,0.8843501571927193,0.05782492140364028
identity_diagnostic,potential_shape_test_000,test,0.525,1500,0.7849865795956512,0.590208854935591,0.31240228273437887
joint_basin,potential_shape_test_000,test,0.525,1500,1.0,0.9571452841634386,0.021427357918280713
predictive_kmeans_k13,potential_shape_test_000,test,0.525,1500,0.9945325983337621,0.7479831817307816,0.12874210996772809
predictive_kmeans_k21,potential_shape_test_000,test,0.525,1500,0.8801611971282267,0.6617701351203371,0.22903433387571803
predictive_kmeans_k5,potential_shape_test_000,test,0.525,1500,1.0,1.0,0.0
predictive_kmeans_k8,potential_shape_test_000,test,0.525,1500,1.0,0.9121996717135861,0.04390016414320694
predictive_kmeans_no_COM_k13,potential_shape_test_000,test,0.525,1500,0.9929311044983655,0.746600319330868,0.13023428808538326
predictive_kmeans_no_COM_k8,potential_shape_test_000,test,0.525,1500,1.0,0.9095901992160746,0.04520490039196265
random_matched_predictive_kmeans_k13,potential_shape_test_000,test,0.525,1500,0.7849902064737456,0.5902115945250541,0.3123990995006001
random_matched_predictive_kmeans_k21,potential_shape_test_000,test,0.525,1500,0.7849870332976101,0.5902091988260924,0.31240188393814877
random_matched_predictive_kmeans_k5,potential_shape_test_000,test,0.525,1500,0.7875391655003575,0.5921282325054495,0.31016630099709647
random_matched_predictive_kmeans_k8,potential_shape_test_000,test,0.525,1500,0.7850868799608558,0.590284264797578,0.31231442762078304
random_matched_predictive_kmeans_no_COM_k13,potential_shape_test_000,test,0.525,1500,0.7849902064737456,0.5902115945250541,0.3123990995006001
random_matched_predictive_kmeans_no_COM_k8,potential_shape_test_000,test,0.525,1500,0.7850868799608558,0.590284264797578,0.31231442762078304
all_one_diagnostic,potential_shape_test_000,test,0.525,2400,1.0,1.0,0.0
boundary_v2_regime_sequence,potential_shape_test_000,test,0.525,2400,1.0,1.0,0.0
center_of_mass,potential_shape_test_000,test,0.525,2400,1.0,0.8640702559954786,0.06796487200226063
identity_diagnostic,potential_shape_test_000,test,0.525,2400,0.8444775033791863,0.624377513560194,0.2655724915303099
joint_basin,potential_shape_test_000,test,0.525,2400,1.0,0.8981890016668337,0.05090549916658315
predictive_kmeans_k13,potential_shape_test_000,test,0.525,2400,1.0,0.7587045922359369,0.12064770388203153
predictive_kmeans_k21,potential_shape_test_000,test,0.525,2400,0.926253373584808,0.6848378638768193,0.19445438126918638
predictive_kmeans_k5,potential_shape_test_000,test,0.525,2400,1.0,1.0,0.0
predictive_kmeans_k8,potential_shape_test_000,test,0.525,2400,1.0,0.9052005893898779,0.04739970530506099
predictive_kmeans_no_COM_k13,potential_shape_test_000,test,0.525,2400,0.9960250742405705,0.7368114739614743,0.13358172589897757
predictive_kmeans_no_COM_k8,potential_shape_test_000,test,0.525,2400,1.0,0.8908038369235953,0.05459808153820233
random_matched_predictive_kmeans_k13,potential_shape_test_000,test,0.525,2400,0.8444814024605062,0.624380388857382,0.26556910434105585
random_matched_predictive_kmeans_k21,potential_shape_test_000,test,0.525,2400,0.8444779933082037,0.6243778758176957,0.26557206543705025
random_matched_predictive_kmeans_k5,potential_shape_test_000,test,0.525,2400,0.8472214291529819,0.6264061454194914,0.2631862127137633
random_matched_predictive_kmeans_k8,potential_shape_test_000,test,0.525,2400,0.8445854001288916,0.6244573091126022,0.2654786453792531
random_matched_predictive_kmeans_no_COM_k13,potential_shape_test_000,test,0.525,2400,0.8444814024605062,0.624380388857382,0.26556910434105585
random_matched_predictive_kmeans_no_COM_k8,potential_shape_test_000,test,0.525,2400,0.8445854001288916,0.6244573091126022,0.2654786453792531
all_one_diagnostic,potential_shape_test_001,test,0.525,1500,1.0,1.0,0.0
boundary_v2_regime_sequence,potential_shape_test_001,test,0.525,1500,1.0,1.0,0.0
center_of_mass,potential_shape_test_001,test,0.525,1500,1.0,0.8143770495409426,0.09281147522952864
identity_diagnostic,potential_shape_test_001,test,0.525,1500,0.7832144691845737,0.5433237951782551,0.3367308678185856
joint_basin,potential_shape_test_001,test,0.525,1500,1.0,0.9657501503977894,0.017124924801105237
predictive_kmeans_k13,potential_shape_test_001,test,0.525,1500,0.9997083823229328,0.6983121449466424,0.1509897363652124
predictive_kmeans_k21,potential_shape_test_001,test,0.525,1500,0.8808082799610696,0.611020917249353,0.2540854013947887
predictive_kmeans_k5,potential_shape_test_001,test,0.525,1500,1.0,1.0,0.0
predictive_kmeans_k8,potential_shape_test_001,test,0.525,1500,1.0,0.8847584399703332,0.057620780014833305
predictive_kmeans_no_COM_k13,potential_shape_test_001,test,0.525,1500,0.994850139807815,0.6905296751950871,0.1573100924985489
predictive_kmeans_no_COM_k8,potential_shape_test_001,test,0.525,1500,1.0,0.8800351660383319,0.059982416980834
random_matched_predictive_kmeans_k13,potential_shape_test_001,test,0.525,1500,0.7832180941616391,0.5433263020059237,0.33672780191621854
random_matched_predictive_kmeans_k21,potential_shape_test_001,test,0.525,1500,0.7832149222304714,0.54332410740176,0.33673048518388426
random_matched_predictive_kmeans_k5,potential_shape_test_001,test,0.525,1500,0.7857618204996082,0.5450911622211635,0.3345735086396141
random_matched_predictive_kmeans_k8,potential_shape_test_001,test,0.525,1500,0.7833144536559234,0.5433931001698923,0.33664622308709213
random_matched_predictive_kmeans_no_COM_k13,potential_shape_test_001,test,0.525,1500,0.7832180941616391,0.5433263020059237,0.33672780191621854
random_matched_predictive_kmeans_no_COM_k8,potential_shape_test_001,test,0.525,1500,0.7833144536559234,0.5433931001698923,0.33664622308709213
all_one_diagnostic,potential_shape_test_001,test,0.525,2400,1.0,1.0,0.0
boundary_v2_regime_sequence,potential_shape_test_001,test,0.525,2400,1.0,1.0,0.0
center_of_mass,potential_shape_test_001,test,0.525,2400,1.0,0.7440983766230415,0.12795081168847922
identity_diagnostic,potential_shape_test_001,test,0.525,2400,0.8168322963321151,0.5367850227969393,0.3231913404354727
joint_basin,potential_shape_test_001,test,0.525,2400,1.0,0.9851948614684715,0.007402569265764214
predictive_kmeans_k13,potential_shape_test_001,test,0.525,2400,1.0,0.6991384757850024,0.15043076210749876
predictive_kmeans_k21,potential_shape_test_001,test,0.525,2400,0.9216284678895822,0.6056507448654501,0.23636039362248382
predictive_kmeans_k5,potential_shape_test_001,test,0.525,2400,1.0,1.0,0.0
predictive_kmeans_k8,potential_shape_test_001,test,0.525,2400,1.0,0.9192938864046812,0.040353056797659326
predictive_kmeans_no_COM_k13,potential_shape_test_001,test,0.525,2400,0.9999577360550602,0.6646931936560754,0.16767453514443217
predictive_kmeans_no_COM_k8,potential_shape_test_001,test,0.525,2400,1.0,0.9010837388947419,0.049458130552628994
random_matched_predictive_kmeans_k13,potential_shape_test_001,test,0.525,2400,0.8168360733236494,0.5367874735942088,0.3231882265410709
random_matched_predictive_kmeans_k21,potential_shape_test_001,test,0.525,2400,0.8168327705707041,0.5367853347026744,0.3231909473633107
random_matched_predictive_kmeans_k5,potential_shape_test_001,test,0.525,2400,0.8194867742590803,0.5385295868642451,0.3209918194383372
random_matched_predictive_kmeans_k8,potential_shape_test_001,test,0.525,2400,0.8169361390457532,0.5368532899996019,0.3231052854773223
random_matched_predictive_kmeans_no_COM_k13,potential_shape_test_001,test,0.525,2400,0.8168360733236494,0.5367874735942088,0.3231882265410709
random_matched_predictive_kmeans_no_COM_k8,potential_shape_test_001,test,0.525,2400,0.8169361390457532,0.5368532899996019,0.3231052854773223
all_one_diagnostic,potential_shape_test_002,test,0.525,1500,1.0,1.0,0.0
boundary_v2_regime_sequence,potential_shape_test_002,test,0.525,1500,1.0,1.0,0.0
center_of_mass,potential_shape_test_002,test,0.525,1500,1.0,0.8251456751465822,0.08742716242670884
identity_diagnostic,potential_shape_test_002,test,0.525,1500,0.7826024021065057,0.554641763293218,0.3313779173001381
joint_basin,potential_shape_test_002,test,0.525,1500,1.0,0.9988603571815947,0.0005698214092026175
predictive_kmeans_k13,potential_shape_test_002,test,0.525,1500,0.998128596423103,0.7094685102810496,0.14620144664792367
predictive_kmeans_k21,potential_shape_test_002,test,0.525,1500,0.8766357453963023,0.6212822366142072,0.2510410089947452
predictive_kmeans_k5,potential_shape_test_002,test,0.525,1500,1.0,1.0,0.0
predictive_kmeans_k8,potential_shape_test_002,test,0.525,1500,1.0,0.9091559480230511,0.04542202598847442
predictive_kmeans_no_COM_k13,potential_shape_test_002,test,0.525,1500,0.986263158338824,0.6989732193675485,0.15738181114681365
predictive_kmeans_no_COM_k8,potential_shape_test_002,test,0.525,1500,1.0,0.9078756549862007,0.04606217250689963
random_matched_predictive_kmeans_k13,potential_shape_test_002,test,0.525,1500,0.7826060144690054,0.5546443139430959,0.33137483579394933
random_matched_predictive_kmeans_k21,potential_shape_test_002,test,0.525,1500,0.782602859545162,0.5546420864255779,0.33137752701463
random_matched_predictive_kmeans_k5,potential_shape_test_002,test,0.525,1500,0.7851452577315965,0.5564441090850909,0.3292053165916563
random_matched_predictive_kmeans_k8,potential_shape_test_002,test,0.525,1500,0.7827014492718787,0.5547119212631635,0.33129331473247886
random_matched_predictive_kmeans_no_COM_k13,potential_shape_test_002,test,0.525,1500,0.7826060144690054,0.5546443139430959,0.33137483579394933
random_matched_predictive_kmeans_no_COM_k8,potential_shape_test_002,test,0.525,1500,0.7827014492718787,0.5547119212631635,0.33129331473247886
all_one_diagnostic,potential_shape_test_002,test,0.525,2400,1.0,1.0,0.0
boundary_v2_regime_sequence,potential_shape_test_002,test,0.525,2400,1.0,1.0,0.0
center_of_mass,potential_shape_test_002,test,0.525,2400,1.0,0.770306003096806,0.114846998451597
identity_diagnostic,potential_shape_test_002,test,0.525,2400,0.8150937163474653,0.5603874633270182,0.31225941016275827
joint_basin,potential_shape_test_002,test,0.525,2400,1.0,1.0,0.0
predictive_kmeans_k13,potential_shape_test_002,test,0.525,2400,1.0,0.7219145343686536,0.1390427328156732
predictive_kmeans_k21,potential_shape_test_002,test,0.525,2400,0.9153523368579655,0.6293148323911223,0.2276664153754561
predictive_kmeans_k5,potential_shape_test_002,test,0.525,2400,1.0,1.0,0.0
predictive_kmeans_k8,potential_shape_test_002,test,0.525,2400,1.0,0.9688601804877615,0.015569909756119223
predictive_kmeans_no_COM_k13,potential_shape_test_002,test,0.525,2400,0.999556971057086,0.6896600214322011,0.1553915037553564
predictive_kmeans_no_COM_k8,potential_shape_test_002,test,0.525,2400,1.0,0.9482930282919279,0.025853485854035997
random_matched_predictive_kmeans_k13,potential_shape_test_002,test,0.525,2400,0.8150974856231846,0.5603900499745526,0.31225623220113136
random_matched_predictive_kmeans_k21,potential_shape_test_002,test,0.525,2400,0.8150941880394846,0.560387791504279,0.3122590102281182
random_matched_predictive_kmeans_k5,potential_shape_test_002,test,0.525,2400,0.8177445433366372,0.5622097856960643,0.3100228354836493
random_matched_predictive_kmeans_k8,potential_shape_test_002,test,0.525,2400,0.8151978021938179,0.5604590271148123,0.31217158534568484
random_matched_predictive_kmeans_no_COM_k13,potential_shape_test_002,test,0.525,2400,0.8150974856231846,0.5603900499745526,0.31225623220113136
random_matched_predictive_kmeans_no_COM_k8,potential_shape_test_002,test,0.525,2400,0.8151978021938179,0.5604590271148123,0.31217158534568484
all_one_diagnostic,potential_shape_test_003,test,0.525,1500,1.0,1.0,0.0
boundary_v2_regime_sequence,potential_shape_test_003,test,0.525,1500,1.0,1.0,0.0
center_of_mass,potential_shape_test_003,test,0.525,1500,1.0,0.8195509324144133,0.09022453379279327
identity_diagnostic,potential_shape_test_003,test,0.525,1500,0.7816723145379093,0.5506825357134026,0.33382257487434397
joint_basin,potential_shape_test_003,test,0.525,1500,1.0,0.9999159286020395,4.203569898026199e-05
predictive_kmeans_k13,potential_shape_test_003,test,0.525,1500,0.9981416348501979,0.7047137977084484,0.1485722837206768
predictive_kmeans_k21,potential_shape_test_003,test,0.525,1500,0.8747723981373814,0.6162716388528998,0.2544779815048594
predictive_kmeans_k5,potential_shape_test_003,test,0.525,1500,1.0,1.0,0.0
predictive_kmeans_k8,potential_shape_test_003,test,0.525,1500,1.0,0.909240011562928,0.04537999421853592
predictive_kmeans_no_COM_k13,potential_shape_test_003,test,0.525,1500,0.9864371319518146,0.6949389200700883,0.1593119739890485
predictive_kmeans_no_COM_k8,potential_shape_test_003,test,0.525,1500,1.0,0.908570362487754,0.04571481875612296
random_matched_predictive_kmeans_k13,potential_shape_test_003,test,0.525,1500,0.7816759317173289,0.5506850768731152,0.3338194957047779
random_matched_predictive_kmeans_k21,potential_shape_test_003,test,0.525,1500,0.7816727656323011,0.5506828507978666,0.333822191784916
random_matched_predictive_kmeans_k5,potential_shape_test_003,test,0.525,1500,0.7842136072995497,0.5524728057918045,0.33165679345432286
random_matched_predictive_kmeans_k8,potential_shape_test_003,test,0.525,1500,0.7817721295771709,0.5507528834502334,0.3337374934862978
random_matched_predictive_kmeans_no_COM_k13,potential_shape_test_003,test,0.525,1500,0.7816759317173289,0.5506850768731152,0.3338194957047779
random_matched_predictive_kmeans_no_COM_k8,potential_shape_test_003,test,0.525,1500,0.7817721295771709,0.5507528834502334,0.3337374934862978
all_one_diagnostic,potential_shape_test_003,test,0.525,2400,1.0,1.0,0.0
boundary_v2_regime_sequence,potential_shape_test_003,test,0.525,2400,1.0,1.0,0.0
center_of_mass,potential_shape_test_003,test,0.525,2400,1.0,0.7617860513510643,0.11910697432446785
identity_diagnostic,potential_shape_test_003,test,0.525,2400,0.815000353298367,0.5546033889445298,0.3151981288785516
joint_basin,potential_shape_test_003,test,0.525,2400,1.0,1.0,0.0
predictive_kmeans_k13,potential_shape_test_003,test,0.525,2400,1.0,0.7164148699966327,0.14179256500168358
predictive_kmeans_k21,potential_shape_test_003,test,0.525,2400,0.9143015581193071,0.6221722920900558,0.23176307489531847
predictive_kmeans_k5,potential_shape_test_003,test,0.525,2400,1.0,1.0,0.0
predictive_kmeans_k8,potential_shape_test_003,test,0.525,2400,1.0,0.9731936348769651,0.013403182561517417
predictive_kmeans_no_COM_k13,potential_shape_test_003,test,0.525,2400,0.9996635000433964,0.6850164168408664,0.1576600415578685
predictive_kmeans_no_COM_k8,potential_shape_test_003,test,0.525,2400,1.0,0.9518536520218085,0.02407317398909573
random_matched_predictive_kmeans_k13,potential_shape_test_003,test,0.525,2400,0.8150041215152942,0.5546059528153715,0.31519496283466714
random_matched_predictive_kmeans_k21,potential_shape_test_003,test,0.525,2400,0.8150008247671405,0.5546037064763868,0.31519773437823634
random_matched_predictive_kmeans_k5,potential_shape_test_003,test,0.525,2400,0.8176485615282683,0.5564048466474129,0.3129732959121594
random_matched_predictive_kmeans_k8,potential_shape_test_003,test,0.525,2400,0.8151039651664018,0.5546739244170568,0.31511105520827065
random_matched_predictive_kmeans_no_COM_k13,potential_shape_test_003,test,0.525,2400,0.8150041215152942,0.5546059528153715,0.31519496283466714
random_matched_predictive_kmeans_no_COM_k8,potential_shape_test_003,test,0.525,2400,0.8151039651664018,0.5546739244170568,0.31511105520827065
all_one_diagnostic,potential_shape_test_004,test,0.525,1500,1.0,1.0,0.0
boundary_v2_regime_sequence,potential_shape_test_004,test,0.525,1500,1.0,1.0,0.0
center_of_mass,potential_shape_test_004,test,0.525,1500,1.0,0.8464060378036455,0.07679698109817717
identity_diagnostic,potential_shape_test_004,test,0.525,1500,0.7819722135974041,0.5674995037178443,0.32526414134237586
joint_basin,potential_shape_test_004,test,0.525,1500,1.0,0.9864743212315328,0.006762839384233602
predictive_kmeans_k13,potential_shape_test_004,test,0.525,1500,0.9966710071862197,0.7245893206322894,0.1393698360907454
predictive_kmeans_k21,potential_shape_test_004,test,0.525,1500,0.8780833324127048,0.6372469746923994,0.24233484644744785
predictive_kmeans_k5,potential_shape_test_004,test,0.525,1500,1.0,1.0,0.0
predictive_kmeans_k8,potential_shape_test_004,test,0.525,1500,1.0,0.9096965793904646,0.04515171030476768
predictive_kmeans_no_COM_k13,potential_shape_test_004,test,0.525,1500,0.9830877876357785,0.7134441119189335,0.1517340502226439
predictive_kmeans_no_COM_k8,potential_shape_test_004,test,0.525,1500,1.0,0.9068989509574525,0.04655052452127369
random_matched_predictive_kmeans_k13,potential_shape_test_004,test,0.525,1500,0.7819758329064225,0.567502124626432,0.32526102123357276
random_matched_predictive_kmeans_k21,potential_shape_test_004,test,0.525,1500,0.7819726645951504,0.5674998348843256,0.32526375026026194
random_matched_predictive_kmeans_k5,potential_shape_test_004,test,0.525,1500,0.784515884416528,0.5693456925062369,0.3230692115386175
random_matched_predictive_kmeans_k8,potential_shape_test_004,test,0.525,1500,0.7820716506449934,0.5675715846836478,0.3251783823356794
random_matched_predictive_kmeans_no_COM_k13,potential_shape_test_004,test,0.525,1500,0.7819758329064225,0.567502124626432,0.32526102123357276
random_matched_predictive_kmeans_no_COM_k8,potential_shape_test_004,test,0.525,1500,0.7820716506449934,0.5675715846836478,0.3251783823356794
all_one_diagnostic,potential_shape_test_004,test,0.525,2400,1.0,1.0,0.0
boundary_v2_regime_sequence,potential_shape_test_004,test,0.525,2400,1.0,1.0,0.0
center_of_mass,potential_shape_test_004,test,0.525,2400,1.0,0.7941764145424293,0.1029117927287853
identity_diagnostic,potential_shape_test_004,test,0.525,2400,0.8167663325706168,0.5773918013613973,0.302920933033993
joint_basin,potential_shape_test_004,test,0.525,2400,1.0,0.9996998045261737,0.000150097736913155
predictive_kmeans_k13,potential_shape_test_004,test,0.525,2400,1.0,0.7373228790699009,0.13133856046504946
predictive_kmeans_k21,potential_shape_test_004,test,0.525,2400,0.9156841250504513,0.6473163813247774,0.2184997468123856
predictive_kmeans_k5,potential_shape_test_004,test,0.525,2400,1.0,1.0,0.0
predictive_kmeans_k8,potential_shape_test_004,test,0.525,2400,1.0,0.956201700259928,0.021899149870035953
predictive_kmeans_no_COM_k13,potential_shape_test_004,test,0.525,2400,0.9949954659445502,0.7036226302739991,0.15069095189072532
predictive_kmeans_no_COM_k8,potential_shape_test_004,test,0.525,2400,1.0,0.9381777810289718,0.03091110948551408
random_matched_predictive_kmeans_k13,potential_shape_test_004,test,0.525,2400,0.8167701089335252,0.5773944690210826,0.3029177110226961
random_matched_predictive_kmeans_k21,potential_shape_test_004,test,0.525,2400,0.8167668083781082,0.5773921381732297,0.30292052672433106
random_matched_predictive_kmeans_k5,potential_shape_test_004,test,0.525,2400,0.8194216372991928,0.5792691668673061,0.3006545979167505
random_matched_predictive_kmeans_k8,potential_shape_test_004,test,0.525,2400,0.8168706660421128,0.5774655060283578,0.30283191396476467
random_matched_predictive_kmeans_no_COM_k13,potential_shape_test_004,test,0.525,2400,0.8167701089335252,0.5773944690210826,0.3029177110226961
random_matched_predictive_kmeans_no_COM_k8,potential_shape_test_004,test,0.525,2400,0.8168706660421128,0.5774655060283578,0.30283191396476467
all_one_diagnostic,potential_shape_test_005,test,0.525,1500,1.0,1.0,0.0
boundary_v2_regime_sequence,potential_shape_test_005,test,0.525,1500,1.0,1.0,0.0
center_of_mass,potential_shape_test_005,test,0.525,1500,1.0,0.8530832080369432,0.07345839598152837
identity_diagnostic,potential_shape_test_005,test,0.525,1500,0.7845226309318383,0.5747719922630385,0.3203526884025616
joint_basin,potential_shape_test_005,test,0.525,1500,1.0,0.9849448296700397,0.007527585164980048
predictive_kmeans_k13,potential_shape_test_005,test,0.525,1500,0.9968378838458396,0.7316915357739654,0.13573529019009745
predictive_kmeans_k21,potential_shape_test_005,test,0.525,1500,0.8810879789396805,0.6455127656321525,0.23669962771408343
predictive_kmeans_k5,potential_shape_test_005,test,0.525,1500,1.0,1.0,0.0
predictive_kmeans_k8,potential_shape_test_005,test,0.525,1500,1.0,0.9149026476231716,0.042548676188414125
predictive_kmeans_no_COM_k13,potential_shape_test_005,test,0.525,1500,0.9884561682792454,0.724235421905265,0.1436542049077447
predictive_kmeans_no_COM_k8,potential_shape_test_005,test,0.525,1500,1.0,0.9119428083816925,0.04402859580915374
random_matched_predictive_kmeans_k13,potential_shape_test_005,test,0.525,1500,0.784526257433898,0.5747746590206558,0.3203495417727231
random_matched_predictive_kmeans_k21,potential_shape_test_005,test,0.525,1500,0.7845230870301283,0.5747723245380986,0.3203522942158865
random_matched_predictive_kmeans_k5,potential_shape_test_005,test,0.525,1500,0.7870723429041377,0.5766398319432429,0.3181439125763097
random_matched_predictive_kmeans_k8,potential_shape_test_005,test,0.525,1500,0.7846223719582355,0.5748451010619113,0.3202662634899266
random_matched_predictive_kmeans_no_COM_k13,potential_shape_test_005,test,0.525,1500,0.784526257433898,0.5747746590206558,0.3203495417727231
random_matched_predictive_kmeans_no_COM_k8,potential_shape_test_005,test,0.525,1500,0.7846223719582355,0.5748451010619113,0.3202662634899266
all_one_diagnostic,potential_shape_test_005,test,0.525,2400,1.0,1.0,0.0
boundary_v2_regime_sequence,potential_shape_test_005,test,0.525,2400,1.0,1.0,0.0
center_of_mass,potential_shape_test_005,test,0.525,2400,1.0,0.8077918344540856,0.09610408277295715
identity_diagnostic,potential_shape_test_005,test,0.525,2400,0.8219571706248469,0.5896691051512384,0.29418686211195744
joint_basin,potential_shape_test_005,test,0.525,2400,1.0,0.9920599786462994,0.003970010676850279
predictive_kmeans_k13,potential_shape_test_005,test,0.525,2400,1.0,0.7440886398610282,0.12795568006948582
predictive_kmeans_k21,potential_shape_test_005,test,0.525,2400,0.9177333053919018,0.6583752870095344,0.21194570379928185
predictive_kmeans_k5,potential_shape_test_005,test,0.525,2400,1.0,1.0,0.0
predictive_kmeans_k8,potential_shape_test_005,test,0.525,2400,1.0,0.9502298770964163,0.024885061451791802
predictive_kmeans_no_COM_k13,potential_shape_test_005,test,0.525,2400,0.9934631393404909,0.7129698937914403,0.1467834834340344
predictive_kmeans_no_COM_k8,potential_shape_test_005,test,0.525,2400,1.0,0.9318456461859115,0.03407717690704419
random_matched_predictive_kmeans_k13,potential_shape_test_005,test,0.525,2400,0.8219609669577828,0.5896718187435954,0.29418360714931086
random_matched_predictive_kmeans_k21,potential_shape_test_005,test,0.525,2400,0.8219576455093587,0.5896694433687508,0.29418645556094525
random_matched_predictive_kmeans_k5,potential_shape_test_005,test,0.525,2400,0.8246278542959877,0.5915848539149069,0.29189364589455274
random_matched_predictive_kmeans_k8,potential_shape_test_005,test,0.525,2400,0.8220617204549409,0.5897441414373974,0.2940970690538308
random_matched_predictive_kmeans_no_COM_k13,potential_shape_test_005,test,0.525,2400,0.8219609669577828,0.5896718187435954,0.29418360714931086
random_matched_predictive_kmeans_no_COM_k8,potential_shape_test_005,test,0.525,2400,0.8220617204549409,0.5897441414373974,0.2940970690538308
all_one_diagnostic,potential_shape_test_006,test,0.525,1500,1.0,1.0,0.0
boundary_v2_regime_sequence,potential_shape_test_006,test,0.525,1500,1.0,1.0,0.0
center_of_mass,potential_shape_test_006,test,0.525,1500,1.0,0.826078427845024,0.08696078607748792
identity_diagnostic,potential_shape_test_006,test,0.525,1500,0.7836506455121637,0.556270263678653,0.3300395454045917
joint_basin,potential_shape_test_006,test,0.525,1500,1.0,0.9996700747948154,0.000164962602592341
predictive_kmeans_k13,potential_shape_test_006,test,0.525,1500,0.9979146288517069,0.7102495643320307,0.14591790340813113
predictive_kmeans_k21,potential_shape_test_006,test,0.525,1500,0.8759953401424788,0.6218197834653245,0.2510924381960983
predictive_kmeans_k5,potential_shape_test_006,test,0.525,1500,1.0,1.0,0.0
predictive_kmeans_k8,potential_shape_test_006,test,0.525,1500,1.0,0.9122623855579393,0.04386880722103034
predictive_kmeans_no_COM_k13,potential_shape_test_006,test,0.525,1500,0.9889628359654955,0.7020389481790186,0.1544991079277429
predictive_kmeans_no_COM_k8,potential_shape_test_006,test,0.525,1500,1.0,0.9116832868394233,0.044158356580288306
random_matched_predictive_kmeans_k13,potential_shape_test_006,test,0.525,1500,0.7836542668819049,0.5562728285632909,0.33003645227740214
random_matched_predictive_kmeans_k21,potential_shape_test_006,test,0.525,1500,0.7836510973246896,0.5562705843914367,0.33003915914193677
random_matched_predictive_kmeans_k5,potential_shape_test_006,test,0.525,1500,0.78619265053239,0.5580745548318324,0.3278663973178888
random_matched_predictive_kmeans_k8,potential_shape_test_006,test,0.525,1500,0.7837508055609951,0.5563413514725217,0.3299539214832416
random_matched_predictive_kmeans_no_COM_k13,potential_shape_test_006,test,0.525,1500,0.7836542668819049,0.5562728285632909,0.33003645227740214
random_matched_predictive_kmeans_no_COM_k8,potential_shape_test_006,test,0.525,1500,0.7837508055609951,0.5563413514725217,0.3299539214832416
all_one_diagnostic,potential_shape_test_006,test,0.525,2400,1.0,1.0,0.0
boundary_v2_regime_sequence,potential_shape_test_006,test,0.525,2400,1.0,1.0,0.0
center_of_mass,potential_shape_test_006,test,0.525,2400,1.0,0.770253173706923,0.11487341314653843
identity_diagnostic,potential_shape_test_006,test,0.525,2400,0.819079732416489,0.5621152767467137,0.3094024954183986
joint_basin,potential_shape_test_006,test,0.525,2400,1.0,1.0,0.0
predictive_kmeans_k13,potential_shape_test_006,test,0.525,2400,1.0,0.719809429570624,0.14009528521468798
predictive_kmeans_k21,potential_shape_test_006,test,0.525,2400,0.916414332659454,0.628913282190888,0.2273361925748289
predictive_kmeans_k5,potential_shape_test_006,test,0.525,2400,1.0,1.0,0.0
predictive_kmeans_k8,potential_shape_test_006,test,0.525,2400,1.0,0.9650853195540614,0.017457340222969228
predictive_kmeans_no_COM_k13,potential_shape_test_006,test,0.525,2400,0.9996208101232661,0.6902145760981655,0.15508230688928415
predictive_kmeans_no_COM_k8,potential_shape_test_006,test,0.525,2400,1.0,0.9437805870421367,0.02810970647893157
random_matched_predictive_kmeans_k13,potential_shape_test_006,test,0.525,2400,0.8190835318479618,0.5621178685382956,0.30939929980687125
random_matched_predictive_kmeans_k21,potential_shape_test_006,test,0.525,2400,0.8190802040822734,0.5621156014354303,0.30940209724114814
random_matched_predictive_kmeans_k5,potential_shape_test_006,test,0.525,2400,0.8217392073323113,0.5639402922705022,0.3071602501985932
random_matched_predictive_kmeans_k8,potential_shape_test_006,test,0.525,2400,0.8191843644992955,0.5621870929270938,0.3093142712868052
random_matched_predictive_kmeans_no_COM_k13,potential_shape_test_006,test,0.525,2400,0.8190835318479618,0.5621178685382956,0.30939929980687125
