condition,alpha,T,control,sample_n,early_to_late_neighbor_preservation,early_to_late_future_profile_separation,linear_CKA_gpu,continuation_profile_separation,continuation_viability,ridge_R2_past_to_future,ridge_R2_time_shuffled,time_shuffled_delta,linear_CKA_past_future,rank_adjusted_prediction_delta,A_past_to_A_future_delta,B_past_to_B_future_delta,joint_past_to_joint_future_delta,component_continuity_balance,component_erasure_rejection,gpu_used,p_viable_T,mean_hazard,late_hazard
coupled,0.45,900,rigid_collapse,216000,0.506700336933136,1.071992039680481,0.8475987911224365,0.6909962594509125,0.5988482981920242,0.7557799220085144,2.8528902475954965e-05,0.7557513931060384,0.8505104780197144,0.3778756965530192,0.8124129176139832,0.24569274485111237,0.7557799220085144,0.4332798272371292,0.30242348382728806,1.0,0.9989018518518519,2.7806121236705563e-06,0.0
coupled,0.45,900,noise_fakeout,216000,-0.006884098052978516,0.019047915935516357,0.001193575793877244,0.24796050786972046,0.12053820490837097,-0.0004399498284328729,-0.00029194424860179424,-0.00014800557983107865,0.00011544775043148547,-2.4667596638513107e-05,-0.0005235171993263066,-0.0005241804174147546,-0.0004399498284328729,0.9999993367819116,0.0,1.0,0.9989018518518519,2.7806121236705563e-06,0.0
coupled,0.45,900,single_component_erasure,216000,0.5932482182979584,1.1682116985321045,0.8527337312698364,0.7672948390245438,0.6802715286612511,0.8534862995147705,-5.250945469015278e-05,0.8535388089694607,0.8548066020011902,0.21338470224236517,0.8495662808418274,0.24569274485111237,0.8534862995147705,0.396126464009285,0.2891978535302245,1.0,0.9989018518518519,2.7806121236705563e-06,0.0
coupled,0.45,900,endpoint_fakeout,216000,0.4710373878479004,1.072776436805725,0.8739396929740906,0.6023570895195007,0.5366972386837006,0.7658140063285828,-0.0003313467896077782,0.7661453531181905,0.8793622851371765,0.1276908921863651,0.8240585923194885,0.29740580916404724,0.7658140063285828,0.4733472168445587,0.36090371720648556,1.0,0.9989018518518519,2.7806121236705563e-06,0.0
coupled,0.45,1500,rigid_collapse,216000,0.3493318557739258,0.8611955642700195,0.6872661113739014,0.5924029350280762,0.470867395401001,0.5849756598472595,-0.0002198845468228683,0.5851955443940824,0.7068014144897461,0.2925977721970412,0.648803174495697,0.15713202953338623,0.5849756598472595,0.5083288550376892,0.2421875165076406,1.0,0.9989111111111111,2.224607638590736e-06,0.0
coupled,0.45,1500,noise_fakeout,216000,0.004819214344024658,0.014425416477024555,0.0011213573161512613,0.2621716260910034,0.13349542021751404,-0.0006791240884922445,-0.00036641902988776565,-0.00031270505860447884,0.00013451690028887242,-5.211750976741314e-05,-0.0003442634188104421,-0.00042892416240647435,-0.0006791240884922445,0.999915339256404,0.0,1.0,0.9989111111111111,2.224607638590736e-06,0.0
coupled,0.45,1500,single_component_erasure,216000,0.4072526693344116,0.9672995209693909,0.6875768899917603,0.6577457785606384,0.532499223947525,0.7023276686668396,-0.00031574437161907554,0.7026434130384587,0.7049239873886108,0.17566085325961467,0.7052714228630066,0.15713202953338623,0.7023276686668396,0.45186060667037964,0.22279653540408356,1.0,0.9989111111111111,2.224607638590736e-06,0.0
coupled,0.45,1500,endpoint_fakeout,216000,0.33894234895706177,0.9087893962860107,0.7645650506019592,0.49322056770324707,0.4160814583301544,0.6205289363861084,-0.0006793143111281097,0.6212082506972365,0.7861511707305908,0.10353470844953942,0.687891960144043,0.195906400680542,0.6205289363861084,0.508014440536499,0.28479239768919473,1.0,0.9989111111111111,2.224607638590736e-06,0.0
coupled,0.45,2400,rigid_collapse,216000,0.21232455968856812,0.68156498670578,0.5003832578659058,0.5023462176322937,0.3573353886604309,0.36106646060943604,-0.00020564570149872452,0.36127210631093476,0.4802246689796448,0.18063605315546738,0.4219331443309784,0.08407766371965408,0.36106646060943604,0.6621445193886757,0.1992677390939944,1.0,0.9989133333333332,1.9773149031065433e-06,0.0
coupled,0.45,2400,noise_fakeout,216000,-0.002255678176879883,0.028375260531902313,0.001494217081926763,0.2817394733428955,0.1397418975830078,-0.0005914079374633729,-0.0008130687056109309,0.00022166076814755797,0.0001180644758278504,3.694346135792633e-05,-0.00020027754362672567,-0.00018695932521950454,-0.0005914079374633729,0.9999866817815928,0.0,1.0,0.9989133333333332,1.9773149031065433e-06,0.0
