condition,alpha,T,control,sample_n,early_to_late_neighbor_preservation,early_to_late_future_profile_separation,linear_CKA_gpu,continuation_profile_separation,continuation_viability,ridge_R2_past_to_future,ridge_R2_time_shuffled,time_shuffled_delta,linear_CKA_past_future,rank_adjusted_prediction_delta,A_past_to_A_future_delta,B_past_to_B_future_delta,joint_past_to_joint_future_delta,component_continuity_balance,component_erasure_rejection,gpu_used,p_viable_T,mean_hazard,late_hazard
coupled,0.5,1500,none,216000,0.3485758304595947,0.8707764148712158,0.6841641068458557,0.5879059135913849,0.4682408720254898,0.6414060592651367,-0.0004427702515386045,0.6418488295166753,0.7069756984710693,0.10697480491944589,0.7031124830245972,0.33441147208213806,0.6414060592651367,0.6312989890575409,0.4756158938376283,1.0,0.9988914814814814,2.0393607985174916e-06,0.0
coupled,0.5,1500,rigid_collapse,216000,0.3444312810897827,0.8763139843940735,0.6841639876365662,0.5852820873260498,0.46485668420791626,0.5884969830513,-0.00031440163729712367,0.5888113846885972,0.7069757580757141,0.2944056923442986,0.6482250094413757,0.17726120352745056,0.5884969830513,0.5290361940860748,0.2734562859279525,1.0,0.9988914814814814,2.0393607985174916e-06,0.0
coupled,0.5,1500,noise_fakeout,216000,-0.003603339195251465,0.011773303151130676,0.0007635666988790035,0.25033074617385864,0.12336370348930359,-0.0005487084272317588,-0.001057712477631867,0.0005090040504001081,0.00010579329682514071,8.483400840001802e-05,-0.0003966346848756075,-0.000563307898119092,-0.0005487084272317588,0.9998333267867565,0.0,1.0,0.9988914814814814,2.0393607985174916e-06,0.0
coupled,0.5,1500,single_component_erasure,216000,0.39922505617141724,0.9671639204025269,0.6820301413536072,0.6508679986000061,0.5250465273857117,0.699252724647522,-0.00031651329481974244,0.6995692379423417,0.7032300233840942,0.17489230948558543,0.7031124830245972,0.17726120352745056,0.699252724647522,0.4741487205028534,0.25210931082452337,1.0,0.9988914814814814,2.0393607985174916e-06,0.0
coupled,0.5,1500,endpoint_fakeout,216000,0.34274613857269287,0.9313027262687683,0.7753428816795349,0.4940393567085266,0.41839274764060974,0.627379834651947,-0.0006307456642389297,0.628010580316186,0.7879365086555481,0.10466843005269766,0.690284788608551,0.18788912892341614,0.627379834651947,0.4976043403148651,0.27219074217491546,1.0,0.9988914814814814,2.0393607985174916e-06,0.0
coupled,0.5,2400,none,216000,0.2198823094367981,0.6340342164039612,0.46189799904823303,0.5014125406742096,0.36064742505550385,0.4292665123939514,-0.0007279382552951574,0.4299944506492466,0.48399171233177185,0.07166574177487443,0.47369837760925293,0.20232674479484558,0.4292665123939514,0.7286283671855927,0.4271214645403368,1.0,0.9988911111111111,1.606639731349031e-06,0.0
coupled,0.5,2400,rigid_collapse,216000,0.21503520011901855,0.6379721760749817,0.4618980586528778,0.49831289052963257,0.35667404532432556,0.3750678598880768,-0.0002090748312184587,0.37527693471929524,0.4839916229248047,0.18763846735964762,0.4168339967727661,0.10119670629501343,0.3750678598880768,0.6843627095222473,0.24277459870956744,1.0,0.9988911111111111,1.606639731349031e-06,0.0
coupled,0.5,2400,noise_fakeout,216000,0.00946587324142456,0.028626447543501854,0.0011080139083787799,0.28981858491897583,0.1496422290802002,-0.0007611932815052569,-0.0005170204094611108,-0.00024417287204414606,0.0002504278381820768,-4.0695478674024343e-05,-6.824037700425833e-05,-0.0001768571528373286,-0.0007611932815052569,0.9998913832241669,0.0,1.0,0.9988911111111111,1.606639731349031e-06,0.0
coupled,0.5,2400,single_component_erasure,216000,0.254345178604126,0.714864194393158,0.4559885263442993,0.5553057789802551,0.40482547879219055,0.4809853434562683,-0.0002487390302121639,0.4812340824864805,0.4757969379425049,0.12030852062162012,0.47369837760925293,0.10119670629501343,0.4809853434562683,0.6274983286857605,0.21363110172711877,1.0,0.9988911111111111,1.606639731349031e-06,0.0
coupled,0.5,2400,endpoint_fakeout,216000,0.25151878595352173,0.8025491237640381,0.6615585088729858,0.41927671432495117,0.33539775013923645,0.4883013069629669,-0.000274207181064412,0.48857551414403133,0.6684659719467163,0.08142925235733856,0.5438021421432495,0.1637658178806305,0.4883013069629669,0.619963675737381,0.301149637320647,1.0,0.9988911111111111,1.606639731349031e-06,0.0
coupled,0.525,900,none,216000,0.5169290602207184,1.0992646217346191,0.8514730930328369,0.6940571963787079,0.6054931282997131,0.799480140209198,-0.0001993748446693644,0.7996795150538674,0.8467955589294434,0.13327991917564455,0.8487051129341125,0.48750925064086914,0.799480140209198,0.6388041377067566,0.5744153572440136,1.0,0.9988685185185185,1.4831006423484025e-06,0.0
coupled,0.525,900,rigid_collapse,216000,0.518879771232605,1.0948213338851929,0.8514727354049683,0.6952906847000122,0.6070852279663086,0.7557333707809448,-0.00016358141147065908,0.7558969521924155,0.8467955589294434,0.37794847609620774,0.8091667890548706,0.2544850707054138,0.7557333707809448,0.4453182816505432,0.3145026144766266,1.0,0.9988685185185185,1.4831006423484025e-06,0.0
coupled,0.525,900,noise_fakeout,216000,0.008168578147888184,0.02168041467666626,0.0006239851354621351,0.27262967824935913,0.14039912819862366,-0.0005768052651546896,-0.0008717063465155661,0.00029490108136087656,0.00021007379109505564,4.915018022681276e-05,-6.259524525376037e-05,-0.00022132624872028828,-0.0005768052651546896,0.9998412689965335,0.0,1.0,0.9988685185185185,1.4831006423484025e-06,0.0
coupled,0.525,900,single_component_erasure,216000,0.5971158444881439,1.1937493085861206,0.8543150424957275,0.7661242485046387,0.6816200464963913,0.850394606590271,-0.0001705661416053772,0.8505651727318764,0.8512209057807922,0.2126412931829691,0.8487051129341125,0.2544850707054138,0.850394606590271,0.40577995777130127,0.2998509927972712,1.0,0.9988685185185185,1.4831006423484025e-06,0.0
coupled,0.525,900,endpoint_fakeout,216000,0.4882115125656128,1.079638123512268,0.8834763765335083,0.6139430701732635,0.5510772913694382,0.7665146589279175,-0.00036745695979334414,0.7668821158877108,0.8754398226737976,0.12781368598128515,0.8150691986083984,0.29679831862449646,0.7665146589279175,0.481729120016098,0.364138798437277,1.0,0.9988685185185185,1.4831006423484025e-06,0.0
coupled,0.525,1500,none,216000,0.34125661849975586,0.897808313369751,0.6855903267860413,0.5847495794296265,0.46300309896469116,0.6370955109596252,-0.00030282631632871926,0.637398337275954,0.6986259818077087,0.106233056212659,0.6855190396308899,0.34592652320861816,0.6370955109596252,0.6604074835777283,0.5046198620462511,1.0,0.998904074074074,1.8538499969086146e-06,0.0
coupled,0.525,1500,rigid_collapse,216000,0.3488228917121887,0.8876062631607056,0.685590386390686,0.5895103812217712,0.46916663646698,0.5824744701385498,-9.355589281767607e-05,0.5825680260313675,0.6986258029937744,0.29128401301568374,0.6283792853355408,0.17972032725811005,0.5824744701385498,0.5513410419225693,0.28600612950209414,1.0,0.998904074074074,1.8538499969086146e-06,0.0
coupled,0.525,1500,noise_fakeout,216000,-0.003553032875061035,0.016987189650535583,0.0005051487241871655,0.25562626123428345,0.1260366141796112,-0.0007853477727621794,-0.0006898005376569927,-9.55472351051867e-05,0.00010729689529398456,-1.5924539184197783e-05,-0.0005094869411550462,-0.0002649374073371291,-0.0007853477727621794,0.9997554504661821,0.0,1.0,0.998904074074074,1.8538499969086146e-06,0.0
coupled,0.525,1500,single_component_erasure,216000,0.40484869480133057,0.9713582992553711,0.6832122206687927,0.657610684633255,0.5312296897172928,0.6929498314857483,-0.0002550161152612418,0.6932048476010095,0.6940088272094727,0.17330121190025238,0.6855190396308899,0.17972032725811005,0.6929498314857483,0.49420128762722015,0.2621667916836832,1.0,0.998904074074074,1.8538499969086146e-06,0.0
coupled,0.525,1500,endpoint_fakeout,216000,0.36137449741363525,0.9249153137207031,0.7760770916938782,0.505077600479126,0.4332260489463806,0.6244666576385498,-0.0001503102685092017,0.624616967907059,0.780415415763855,0.10410282798450983,0.676252007484436,0.19285401701927185,0.6244666576385498,0.5166020095348358,0.28518069430457166,1.0,0.998904074074074,1.8538499969086146e-06,0.0
coupled,0.525,2400,none,216000,0.21821272373199463,0.6474224328994751,0.4735516309738159,0.5049591660499573,0.36158594489097595,0.43031737208366394,-0.0003905391786247492,0.4307079112622887,0.48476442694664,0.07178465187704812,0.4832964539527893,0.2108526974916458,0.43031737208366394,0.7275562435388565,0.43628024945584,1.0,0.9988874074074074,1.8539366665570901e-06,0.0
coupled,0.525,2400,rigid_collapse,216000,0.2127564549446106,0.6519395112991333,0.47355154156684875,0.501502275466919,0.35712936520576477,0.37907928228378296,-0.00029968650778755546,0.3793789687915705,0.4847643971443176,0.18968948439578526,0.42398419976234436,0.1051197424530983,0.37907928228378296,0.6811355426907539,0.247933160037617,1.0,0.9988874074074074,1.8539366665570901e-06,0.0
coupled,0.525,2400,noise_fakeout,216000,-0.004798412322998047,0.020920613780617714,0.0006547335651703179,0.27081066370010376,0.13300612568855286,-0.0007910383865237236,-0.0005778815248049796,-0.00021315686171874404,0.00010014777217293158,-3.552614361979067e-05,-0.00031458682497031987,-0.000429031002568081,-0.0007910383865237236,0.9998855558224022,0.0,1.0,0.9988874074074074,1.8539366665570901e-06,0.0
coupled,0.525,2400,single_component_erasure,216000,0.2508261799812317,0.7139965295791626,0.4672304689884186,0.5576249063014984,0.40422554314136505,0.4781937301158905,-0.0001702840527286753,0.4783640141686192,0.4766695499420166,0.1195910035421548,0.4832964539527893,0.1051197424530983,0.4781937301158905,0.621823288500309,0.2175057184743319,1.0,0.9988874074074074,1.8539366665570901e-06,0.0
coupled,0.525,2400,endpoint_fakeout,216000,0.2614768147468567,0.820487916469574,0.6651846170425415,0.4249051809310913,0.343190997838974,0.49396446347236633,-0.0008651955868117511,0.4948296590591781,0.669514000415802,0.08247160984319635,0.5438372492790222,0.16750095784664154,0.49396446347236633,0.6236637085676193,0.3079983176376783,1.0,0.9988874074074074,1.8539366665570901e-06,0.0
independent_alpha0,0.45,900,none,216000,0.551968902349472,1.0586769580841064,0.881705105304718,0.7182812988758087,0.6351251006126404,0.8239886164665222,-0.0010586465941742063,0.8250472630606964,0.8787539005279541,0.13750787717678273,0.8796955943107605,0.38751617074012756,0.8239886164665222,0.5078205764293671,0.4405116647693861,1.0,0.9988555555555556,9.207142295712004e-06,0.0
independent_alpha0,0.45,1500,none,216000,0.3549630045890808,0.8363193869590759,0.7363988757133484,0.5822227001190186,0.4685928523540497,0.6361734867095947,-0.00034036411670967937,0.6365138508263044,0.7426304817199707,0.10608564180438407,0.7482277750968933,0.21276336908340454,0.6361734867095947,0.46453559398651123,0.2843564168088418,1.0,0.9988718518518518,8.836603238387913e-06,0.0
independent_alpha0,0.45,2400,none,216000,0.17974817752838135,0.5382159948348999,0.4918273985385895,0.44921374320983887,0.3144809603691101,0.3528670370578766,-0.0006091156974434853,0.35347615275532007,0.4785394072532654,0.05891269212588668,0.47399455308914185,0.08224523812532425,0.3528670370578766,0.6082506850361824,0.1735151545293323,1.0,0.9989074074074075,7.847721112800067e-06,0.0
independent_alpha0,0.5,900,none,216000,0.5349992215633392,1.0688111782073975,0.878510057926178,0.7085272669792175,0.6217632442712784,0.8238258957862854,-0.0007705227471888065,0.8245964185334742,0.8792349100112915,0.1374327364222457,0.8776716589927673,0.4004869759082794,0.8238258957862854,0.5228153169155121,0.45630615026111915,1.0,0.9988533333333334,9.269241622561762e-06,0.0
independent_alpha0,0.5,1500,none,216000,0.3511047959327698,0.8399533629417419,0.7416206002235413,0.5807075500488281,0.46590617299079895,0.6399019956588745,-0.0008566858596168458,0.6407586815184914,0.7408583760261536,0.10679311358641523,0.7450532913208008,0.19667436182498932,0.6399019956588745,0.45162107050418854,0.2639735494307164,1.0,0.9988740740740741,9.083990957667e-06,0.0
independent_alpha0,0.5,2400,none,216000,0.18924087285995483,0.5468118786811829,0.5054749846458435,0.45658862590789795,0.3229147493839264,0.3620908856391907,-0.0007581113604828715,0.36284899699967355,0.4856502115726471,0.060474832833278924,0.492729514837265,0.08855469524860382,0.3620908856391907,0.5958251804113388,0.1797227334308378,1.0,0.9988625925925926,9.145463351389236e-06,0.0
independent_alpha0,0.525,900,none,216000,0.5358545482158661,1.0547919273376465,0.8789432644844055,0.7096918523311615,0.6227732002735138,0.8220220804214478,-0.0007066144607961178,0.8227286948822439,0.8784935474395752,0.13712144914704064,0.8806388974189758,0.3947834074497223,0.8220220804214478,0.5141445100307465,0.4482920395712418,1.0,0.9988433333333333,8.157302800609978e-06,0.0
independent_alpha0,0.525,1500,none,216000,0.3555941581726074,0.8537824153900146,0.7352241277694702,0.5841660499572754,0.4698801040649414,0.6347233057022095,-0.00020934088388457894,0.634932646586094,0.7401288747787476,0.10582210776434901,0.743242084980011,0.20302310585975647,0.6347233057022095,0.4597810208797455,0.2731587862993746,1.0,0.998865925925926,8.651327566226425e-06,0.0
independent_alpha0,0.525,2400,none,216000,0.1783081293106079,0.533606767654419,0.48510420322418213,0.4451786279678345,0.3117433786392212,0.3641135096549988,-0.00014825075049884617,0.3642617604054976,0.4905553460121155,0.06071029340091627,0.49493080377578735,0.09092994034290314,0.3641135096549988,0.5959991365671158,0.1837225318149647,1.0,0.9988577777777777,9.022394504151898e-06,0.0
product,0.45,900,none,216000,0.5406686365604401,1.0629621744155884,0.8781413435935974,0.7108473777770996,0.6257580071687698,0.81796795129776,-0.000614698335994035,0.818582649633754,0.8796452879905701,0.13643044160562567,0.8852625489234924,0.3970002233982086,0.81796795129776,0.5117376744747162,0.4484547820089911,1.0,0.9988625925925926,8.157257673981288e-06,0.0
product,0.45,1500,none,216000,0.35258203744888306,0.8479313254356384,0.7444140911102295,0.583478569984436,0.46803030371665955,0.6434227824211121,-0.0009135578293353319,0.6443363402504474,0.7398427724838257,0.10738939004174124,0.7376096248626709,0.20136965811252594,0.6434227824211121,0.46376003324985504,0.2730030239912029,1.0,0.9988696296296297,8.218750809757683e-06,0.0
product,0.45,2400,none,216000,0.17468321323394775,0.5500499606132507,0.4934394359588623,0.45021772384643555,0.31245046854019165,0.3662984371185303,-0.000648572517093271,0.36694700963562354,0.4825226068496704,0.06115783493927059,0.47566133737564087,0.09317614138126373,0.3662984371185303,0.6175148040056229,0.19588756550057873,1.0,0.9988618518518518,7.662404101796922e-06,0.0
product,0.5,900,none,216000,0.5451176166534424,1.0652843713760376,0.8812381625175476,0.7145834267139435,0.6298505216836929,0.8190885186195374,-0.0006605805829167366,0.8197490992024541,0.8779053688049316,0.13662484986707568,0.880505383014679,0.3872576355934143,0.8190885186195374,0.5067522525787354,0.43981291093022007,1.0,0.9988803703703704,7.909630721348001e-06,0.0
product,0.5,1500,none,216000,0.36108696460723877,0.8496705889701843,0.748299241065979,0.5839633643627167,0.4725251644849777,0.6318076848983765,-0.0010828427039086819,0.6328905276022851,0.7404521107673645,0.10548175460038085,0.7378102540969849,0.1890660524368286,0.6318076848983765,0.45125579833984375,0.25625294767450596,1.0,0.9988785185185185,9.02182948174405e-06,0.0
product,0.5,2400,none,216000,0.1845654845237732,0.5398165583610535,0.49794191122055054,0.4481889009475708,0.316377192735672,0.36590147018432617,-0.000633206102065742,0.3665346762863919,0.4828363060951233,0.06108911271439865,0.482066810131073,0.09171248227357864,0.36590147018432617,0.6096456721425056,0.19024848910183675,1.0,0.9988785185185185,8.095116861946235e-06,0.0
product,0.525,900,none,216000,0.5384537279605865,1.0754858255386353,0.879155158996582,0.7121837139129639,0.6253187209367752,0.8198939561843872,-0.0005970144993625581,0.8204909706837498,0.8776044249534607,0.13674849511395828,0.8799254894256592,0.3935566544532776,0.8198939561843872,0.5136311650276184,0.4472613410825933,1.0,0.9988233333333333,8.589854909898458e-06,0.0
product,0.525,1500,none,216000,0.3584374785423279,0.8650026321411133,0.7458885908126831,0.5828677415847778,0.47065261006355286,0.6352881789207458,-0.0010323160095140338,0.6363204949302599,0.7377392649650574,0.10605341582170998,0.7425340414047241,0.19610245525836945,0.6352881789207458,0.4535684138536453,0.264098942706227,1.0,0.9988940740740742,7.662230995847774e-06,0.0
product,0.525,2400,none,216000,0.1774701476097107,0.5375471115112305,0.4781772792339325,0.44691091775894165,0.31219053268432617,0.37044817209243774,-0.00034563374356366694,0.3707938058360014,0.48428019881248474,0.06179896763933357,0.4790908098220825,0.09269417077302933,0.37044817209243774,0.6136033609509468,0.1934793339230462,1.0,0.9988533333333334,9.454315642460094e-06,0.0
shuffled,0.45,900,none,216000,0.5421498715877533,1.0692986249923706,0.8799837827682495,0.712581217288971,0.6273655444383621,0.8224186301231384,-0.0006960818427614868,0.8231147119658999,0.8796525597572327,0.13718578532765,0.881492018699646,0.384218692779541,0.8224186301231384,0.502726674079895,0.4358731385297514,1.0,0.9988551851851852,8.651645216273405e-06,0.0
shuffled,0.45,1500,none,216000,0.3552762269973755,0.8393265604972839,0.7383203506469727,0.5824375748634338,0.46885690093040466,0.6368950009346008,-0.0005835150368511677,0.637478515971452,0.7399751543998718,0.10624641932857533,0.7394394278526306,0.2144930213689804,0.6368950009346008,0.4750535935163498,0.29007517490902396,1.0,0.9988744444444445,8.403618332436404e-06,0.0
shuffled,0.45,2400,none,216000,0.18732035160064697,0.5380915403366089,0.5068070888519287,0.4522455930709839,0.31978297233581543,0.3700685203075409,-0.0007013392169028521,0.37076985952444375,0.4841512143611908,0.06179497658740729,0.4800802767276764,0.08962000161409378,0.3700685203075409,0.6095397248864174,0.1866771162209823,1.0,0.9988625925925926,8.156915442280268e-06,0.0
shuffled,0.5,900,none,216000,0.5370832979679108,1.082377314567566,0.8816776871681213,0.7121850252151489,0.6246341615915298,0.8240164518356323,-0.0011795286554843187,0.8251959804911166,0.8804743885993958,0.1375326634151861,0.8858515024185181,0.39666053652763367,0.8240164518356323,0.5108090341091156,0.44777317128738414,1.0,0.9988737037037038,8.40433589377865e-06,0.0
shuffled,0.5,1500,none,216000,0.3512454628944397,0.8227601647377014,0.7346986532211304,0.5806118845939636,0.46592867374420166,0.6285056471824646,-0.0005298762698657811,0.6290355234523304,0.7383357286453247,0.10483925390872173,0.7331421971321106,0.20789258182048798,0.6285056471824646,0.4747503846883774,0.28356379244533675,1.0,0.9988744444444445,8.774912177165432e-06,0.0
shuffled,0.5,2400,none,216000,0.17784088850021362,0.5307095050811768,0.4963163137435913,0.442593514919281,0.3102172017097473,0.3688109219074249,-0.0010592179605737329,0.36987013986799866,0.4883585572242737,0.06164502331133311,0.47989287972450256,0.08950711041688919,0.3688109219074249,0.6096142306923866,0.18651477068856184,1.0,0.9988618518518518,9.021924397295632e-06,0.0
shuffled,0.525,900,none,216000,0.5353700518608093,1.0833064317703247,0.8793216347694397,0.7081023752689362,0.6217362135648727,0.8192543983459473,-0.0019515632884576917,0.821205961634405,0.8797177672386169,0.13686766027240083,0.8807658553123474,0.38651925325393677,0.8192543983459473,0.5057533979415894,0.43884450211442955,1.0,0.9988525925925925,9.578456722805235e-06,0.0
shuffled,0.525,1500,none,216000,0.345985472202301,0.8382931351661682,0.7350853085517883,0.5741268992424011,0.4600561857223511,0.6347745060920715,-0.0003857188276015222,0.635160224919673,0.7364128232002258,0.10586003748661217,0.7407868504524231,0.20468609035015106,0.6347745060920715,0.46389923989772797,0.27630902225807935,1.0,0.9988562962962964,9.640028327559278e-06,0.0
shuffled,0.525,2400,none,216000,0.18381941318511963,0.5341001152992249,0.483122855424881,0.44845640659332275,0.3161379098892212,0.3740696310997009,-0.000355193333234638,0.37442482443293557,0.4884394705295563,0.06240413740548926,0.4986909329891205,0.08602185547351837,0.3740696310997009,0.5873309224843979,0.17249532683080693,1.0,0.9988470370370369,8.281106100041351e-06,0.0
time_shuffled,0.45,900,none,216000,0.3431352972984314,0.7804327607154846,0.713629424571991,0.5483264625072479,0.44573087990283966,0.5102559924125671,-0.0006458552088588476,0.510901847621426,0.7054651975631714,0.08515030793690433,0.5097253918647766,0.08817943930625916,0.5102559924125671,0.5784540474414825,0.1729940095463245,1.0,0.9989207407407408,1.9773519964243057e-06,0.0
