variant_id,perturbation_family,perturbation_strength,alpha,T,kappa,Delta_R,Delta_H_weighted_product,Delta_breadth_vs_product,Delta_breadth_vs_shuffled,macro_path_entropy,macro_node_entropy,breadth_index
potential_shape_000,potential_shape,mild,0.45,2400,center_of_mass,0.7371244089736342,0.734410918810843,0.05713379492905457,0.057264201874312026,8.503967078765216,1.9491893393381219,0.660702730657778
potential_shape_000,potential_shape,mild,0.45,2400,joint_basin,5.995272358767416,5.9883320062094905,0.4657658343079114,0.4657928189284583,6.961284757991372,1.514714510659309,0.5408463730302331
potential_shape_000,potential_shape,mild,0.5,900,boundary_v2_regime_sequence,-1.218897895400641,-1.2207751565053795,-0.09497579788528113,-0.0947033720608173,1.9579284949898266,0.6406910879738823,0.15211734208608457
potential_shape_000,potential_shape,mild,0.5,900,center_of_mass,0.12394769901351665,0.12182514089609242,0.009406069556065266,0.009622112392529525,7.132254115623793,2.120819599068571,0.5541262537176649
potential_shape_000,potential_shape,mild,0.5,900,joint_basin,3.868731449704419,3.864902278407289,0.3005776684641259,0.30057209214655095,5.024622717168561,1.395907848672144,0.3903780538044145
potential_shape_000,potential_shape,mild,0.5,1500,boundary_v2_regime_sequence,-2.0916147814590094,-2.097418068929263,-0.16316041462620395,-0.1625078704714652,1.547200116683592,0.5297770735459212,0.12020662299399887
potential_shape_000,potential_shape,mild,0.5,1500,center_of_mass,0.36182794804082263,0.3682025630994321,0.028563295174661607,0.028103222954725116,7.843366708595818,2.0283047792729256,0.6093747333793186
potential_shape_000,potential_shape,mild,0.5,1500,joint_basin,5.54031152658285,5.534016425639551,0.43039212575886177,0.4304422451656317,6.618992751946161,1.5990201136535842,0.5142494423428174
potential_shape_000,potential_shape,mild,0.5,2400,boundary_v2_regime_sequence,-2.8224885238340187,-2.8229189994481,-0.21958898844222288,-0.21929206176876556,1.171055649221153,0.471850150566053,0.09098282903534147
potential_shape_000,potential_shape,mild,0.5,2400,center_of_mass,0.7610590192608297,0.7657558992441942,0.05947979325216746,0.059120390517103716,8.530421707469108,1.9768534100573425,0.6627541147316429
potential_shape_000,potential_shape,mild,0.5,2400,joint_basin,6.1582339932459895,6.151624758828145,0.47842716614771064,0.4784506554587074,7.121441664871274,1.6017590121806187,0.553286233397282
potential_shape_000,potential_shape,mild,0.525,900,boundary_v2_regime_sequence,-1.2626989197597707,-1.2683170899999303,-0.09867181955903825,-0.09810359693028314,1.9197660547530238,0.6302006295482785,0.14915251703474236
potential_shape_000,potential_shape,mild,0.525,900,center_of_mass,0.13636368626733653,0.13127238139172626,0.010145991438062496,0.010593110199206723,7.142338806190283,2.1273885930555894,0.5549102160164157
potential_shape_000,potential_shape,mild,0.525,900,joint_basin,4.103012122637329,4.1062432209593105,0.3193509469887239,0.3187753549373046,5.264089716990574,1.4653636477670913,0.40898326566720755
potential_shape_000,potential_shape,mild,0.525,1500,boundary_v2_regime_sequence,-2.1421273513157733,-2.143261481850822,-0.1667244450283083,-0.16642917010589897,1.50461449305847,0.5222641790714065,0.11689811994553523
potential_shape_000,potential_shape,mild,0.525,1500,center_of_mass,0.378801397320923,0.37200828771716665,0.028864863327551227,0.029428731588612145,7.851655260690116,2.038112913615511,0.6100191703544573
potential_shape_000,potential_shape,mild,0.525,1500,joint_basin,5.707130382791111,5.70736423605739,0.44387819043382737,0.4434042418083598,6.790585163061863,1.6585564432308526,0.5275813821542782
potential_shape_000,potential_shape,mild,0.525,2400,boundary_v2_regime_sequence,-2.8387483649451535,-2.838577856639205,-0.22080557437949525,-0.22055187109578114,1.1584809692051548,0.4711087631108325,0.09000594483553945
potential_shape_000,potential_shape,mild,0.525,2400,center_of_mass,0.7810171461856878,0.7805867639287944,0.060639328067468634,0.060678073217760975,8.545557726772442,1.9908774055138732,0.6639305909549875
potential_shape_000,potential_shape,mild,0.525,2400,joint_basin,6.1855800828066965,6.183676276419588,0.48092420508204786,0.4805764789416373,7.152408699968232,1.6358024141332794,0.5556925501638142
potential_shape_001,potential_shape,moderate,0.45,900,boundary_v2_regime_sequence,-1.3412699063619895,-1.348014653916369,-0.10483629386099166,-0.10420847856238588,2.0441923452120636,0.6644331899518946,0.15882135296060493
potential_shape_001,potential_shape,moderate,0.45,900,center_of_mass,0.0968276309995133,0.09840818655881556,0.007688939058143496,0.007523041707620637,7.120471378749285,2.1290853176598725,0.5532174694606967
potential_shape_001,potential_shape,moderate,0.45,900,joint_basin,3.2043761600182163,3.199300440802939,0.2488579633517957,0.2489606468687977,4.418508959146114,1.231508854819765,0.3432913577053059
potential_shape_001,potential_shape,moderate,0.45,1500,boundary_v2_regime_sequence,-2.5050852328948556,-2.5103097498219102,-0.19523975715157105,-0.19462987119910585,1.6292092183291895,0.5475496614961604,0.12657968052081936
potential_shape_001,potential_shape,moderate,0.45,1500,center_of_mass,0.3069620491636975,0.30014477138620244,0.023383077176494793,0.02384919974858779,7.8140530407317765,2.044931549283654,0.6071045433429185
potential_shape_001,potential_shape,moderate,0.45,1500,joint_basin,4.460433719404175,4.4536648323672345,0.34642625112873904,0.3465486828403136,5.622150176406384,1.383584946898058,0.4368069712806876
