variant_id,perturbation_family,perturbation_strength,condition,alpha,T,kappa,seed,p_viable,certified_path_mass_survival_to_final_segment,multi_step_transport_depth,transport_survival_mean,certified_transport_density,viable_propagation_index,component_A_preservation,component_B_preservation,lower_rank_erasure_score,singleton_fraction,certified_node_fraction,viable_fiber_fraction,macro_path_entropy,macro_node_entropy,breadth_index,Delta_viable_propagation_vs_product,Delta_viable_propagation_vs_shuffled,Delta_depth_vs_product,Delta_depth_vs_shuffled,Delta_robust_reachability_vs_product,Delta_robust_reachability_vs_shuffled,Delta_breadth_vs_product,Delta_breadth_vs_shuffled,Delta_R,Delta_H_weighted_product,ci_low,ci_high,ci_width,estimator_stable,category,propagation_retained
initial_location_000,initial_location,mild,coupled,0.45,900,boundary_v2_regime_sequence,39.5,0.9988616666666668,0.994532162085395,0.994704173759444,0.9976114633194193,0.404497835132198,0.5771608834238877,1.0,1.0,0.0,0.4182790547975695,0.5948883572567782,1.0,2.055149542292818,0.6700989329694387,0.1596724838021085,-0.2572625948359578,-0.26017404742581585,0.0002689875749842807,0.0003991063790543814,-0.09251264400329529,-0.09276226424689626,-0.09308963289632108,-0.09337380949252053,-1.2017989085199847,-1.1966449749779566,-0.27798794465710314,-0.24282380678855847,0.035164137868544665,True,Propagation lost,False
initial_location_000,initial_location,mild,coupled,0.45,900,center_of_mass,39.5,0.9988616666666668,0.6354363819446724,0.6445829089930755,0.7991607007308165,0.5113129624365114,0.26434832607271375,1.0,0.8002894153254514,0.09985529233727422,0.3495711662376336,0.7327662166869983,1.0,7.121446203280182,2.1154467594744233,0.5532925858067517,0.05719373373081718,0.05685086323444272,0.043210953825258636,0.041992208589699875,0.02904342184882802,0.028592787565865863,0.008670889880532218,0.009030015176050732,0.11626621003619508,0.111801032283938,0.05482982462346275,0.0590422218223036,0.004212397198840846,True,Robust propagation retained,True
initial_location_000,initial_location,mild,coupled,0.45,900,joint_basin,39.5,0.9988616666666668,0.9855368285503578,0.9882778329024562,0.9943165714705003,0.5410933088508129,0.5365172993963656,1.0,1.0,0.0,0.45250125174202926,0.6461855689245395,1.0,4.48435620449801,1.2452230043448722,0.3484069145726297,-0.05315859723094285,-0.04622553630030923,-0.00956069935364412,-0.009622450318453546,0.25405988528727474,0.25389331854096175,0.25865896742039257,0.25849715942904294,3.327131370277645,3.325471130854507,-0.05841967011336643,-0.03393097901222884,0.024488691101137584,False,Estimator-limited,False
initial_location_000,initial_location,mild,coupled,0.45,1500,boundary_v2_regime_sequence,39.5,0.9988616666666668,0.9933307743250805,0.9935299701974907,0.9977087893358183,0.37364612022548827,0.6174940918194479,1.0,1.0,0.0,0.37691388702363426,0.5829350490196079,1.0,1.6367540636360167,0.5513782360152926,0.1271657268987923,-0.25408640353120426,-0.25201512945794713,-0.0001381069058553619,-4.4678482237880957e-05,-0.16971819568343816,-0.16983538059008424,-0.1708162544639561,-0.17096224648844327,-2.2004384902082683,-2.195901086732216,-0.2724119686573041,-0.23137948239256823,0.04103248626473588,True,Propagation lost,False
initial_location_000,initial_location,mild,coupled,0.45,1500,center_of_mass,39.5,0.9988616666666668,0.6695152485083374,0.6759438500108869,0.8764514893407382,0.5127281834457021,0.27955039876307797,1.0,0.774688922912672,0.11265553854366399,0.3850592714400421,0.7540892839207567,1.0,7.816975238626661,2.0186592755435955,0.6073309083924707,0.06901974280188294,0.068606150574481,0.093674052603128,0.09228489467572398,0.07195874507425515,0.07143016581246303,0.026166237707789253,0.026649147599422385,0.34304503167872724,0.33674954592661965,0.06657188006437692,0.07057829755420578,0.004006417489828856,True,Robust propagation retained,True
initial_location_000,initial_location,mild,coupled,0.45,1500,joint_basin,39.5,0.9988616666666668,0.9895264186078713,0.99040026623941,0.9962251460094989,0.6818327798281817,0.5487474260860292,1.0,0.9986969856534719,0.0006515071732640643,0.44261139611082045,0.7014861853832443,1.0,6.038053054573247,1.4431025183933177,0.4691196131549552,-0.04676722388942112,-0.04742521483269535,-0.004886956445177559,-0.004975437301853014,0.38022910761435375,0.3802437188004739,0.3846706855798417,0.38469289096784187,4.951400162092942,4.94552245982269,-0.062672322265791,-0.03275676052359134,0.029915561742199663,False,Estimator-limited,False
initial_location_000,initial_location,mild,coupled,0.45,2400,boundary_v2_regime_sequence,39.5,0.9988616666666668,0.9958419933153462,0.9959336832744003,0.9988384138895526,0.5009260302506281,0.6696835172493094,1.0,1.0,0.0,0.32673036586736276,0.6581877895388925,1.0,1.2274723394556708,0.4805768231590248,0.09536705237496867,-0.22157871021700393,-0.22320039177863094,-0.00038677077006576965,-0.0001132290284505677,-0.24158489463409955,-0.24191950996676626,-0.24246239232769673,-0.2428911523540106,-3.12623464479694,-3.116987283365156,-0.24807074674349186,-0.1968093551847608,0.05126139155873105,True,Propagation lost,False
initial_location_000,initial_location,mild,coupled,0.45,2400,center_of_mass,39.5,0.9988616666666668,0.7244644327998292,0.7292840707278975,0.9297441195368368,0.5439448593453517,0.27892712821101323,1.0,0.7167451721153818,0.14162741394230907,0.42223241946140116,0.7567141070163567,1.0,8.49409012399434,1.9645189819593925,0.6599385609941184,0.07654020687638385,0.07662733520993992,0.17042709450782745,0.16922678257516333,0.14350990787071566,0.1428468143180251,0.05602239095021566,0.05613368425411347,0.7225433082686861,0.7206053069478422,0.07487560936667809,0.07845965825877721,0.003584048892099123,True,Robust propagation retained,True
initial_location_000,initial_location,mild,coupled,0.45,2400,joint_basin,39.5,0.9988616666666668,0.9909062755781715,0.9915550358468209,0.9971431279652517,0.7442894591105211,0.4955926328468768,1.0,0.9244681827823614,0.03776590860881926,0.4574640798496635,0.7268846553773025,1.0,6.585497922214171,1.4672836438641026,0.5116526904707166,-0.13100796171051365,-0.13577362659597458,-0.0012511386908674593,-0.0013227891825464688,0.4318638196919602,0.43187756686410395,0.43592272954784805,0.43594205296998884,5.6110293662357185,5.604433291938442,-0.14953264298120153,-0.12301203029756544,0.02652061268363609,True,Entropy-only pseudo-risk,False
initial_location_000,initial_location,mild,coupled,0.5,900,boundary_v2_regime_sequence,39.5,0.9987450000000001,0.9928643729522465,0.9932844227913818,0.9969675938517873,0.37133195561949117,0.5873138317505717,1.0,1.0,0.0,0.40666363686444235,0.5661387844611528,1.0,1.9608846115384324,0.6439614584462382,0.15235066154042984,-0.24447907286985548,-0.24501975945442478,-0.0014925120773053857,-0.0014555029187764967,-0.10034692329611769,-0.10112845370425896,-0.10068773053329602,-0.10148314372506653,-1.3061932428748841,-1.294746115384568,-0.2636295564302377,-0.22380173606973017,0.039827820360507554,True,Propagation lost,False
initial_location_000,initial_location,mild,coupled,0.5,900,center_of_mass,39.5,0.9987450000000001,0.6387551496580705,0.6467263286030891,0.8036287137343276,0.5081439192489385,0.27340947188096404,1.0,0.8241032926150265,0.08794835369248669,0.3536785439994879,0.7271882830589875,1.0,7.1378595697921865,2.12388801696237,0.5545750410569389,0.06576813073218804,0.0662739667211249,0.04474298483632211,0.04653029995692959,0.03105459943818001,0.031389056387745085,0.010506951128584352,0.00942971809027826,0.1213308203012291,0.13412948865483987,0.06449494357462533,0.06851405899430184,0.0040191154196765055,True,Robust propagation retained,True
