rule_id,metric,mean,ci_low,ci_high
q3g3_s1_00009,raw_persistence_score,0.08053439509102617,0.029870554049838297,0.1475265219095657
q3g3_s1_00013,raw_persistence_score,0.00030601511181775626,0.0,0.0015912785814523314
q3g3_s1_00018,raw_persistence_score,0.0,0.0,0.0
q3g3_s1_00026,raw_persistence_score,0.04977721781099782,0.0,0.09850187298276232
q3g3_s1_00030,raw_persistence_score,0.17596160741949046,0.15143544768719494,0.19304140176935675
q3g3_s1_00043,raw_persistence_score,0.1681750966947809,0.13954872397024856,0.19951950658950238
q3g3_s1_00045,raw_persistence_score,0.00857157916030558,0.0,0.04457221163358899
q3g3_s1_00105,raw_persistence_score,0.00985975109042592,0.0,0.036722403754868786
q3g3_s1_00108,raw_persistence_score,0.1881187349806266,0.061204735482783844,0.23763209629246537
q3g3_s1_00110,raw_persistence_score,0.13399778906456314,0.04831619772779404,0.1694471140250244
q3g3_s1_00114,raw_persistence_score,0.18558560097282545,0.14354759931585623,0.22846340920507807
q3g3_s1_00117,raw_persistence_score,0.17348981195884344,0.1575473851615236,0.2054406057575998
q3g3_s1_00122,raw_persistence_score,0.19920887811964683,0.03221608739423056,0.3447579311317387
q3g3_s1_00123,raw_persistence_score,0.22087966839126583,0.1959588268578913,0.23453889541794948
q3g3_s1_00133,raw_persistence_score,0.10913082492905248,0.006723499117298199,0.16121278916062026
q3g3_s1_00162,raw_persistence_score,0.021310105707374943,0.0,0.06544517370321572
q3g3_s1_00164,raw_persistence_score,0.005185919100274287,0.0,0.02696677932142627
q3g3_s1_00175,raw_persistence_score,0.1572141387861802,0.035832909848405925,0.2136929193388985
q3g3_s1_00214,raw_persistence_score,0.0016579288782451911,0.0,0.008621230166874987
q3g3_s1_00216,raw_persistence_score,0.16622317022915617,0.09026038194950195,0.2042735241576058
q3g3_s1_00237,raw_persistence_score,0.002282874386664739,0.0,0.011870946810656634
q3g3_s2_00000,raw_persistence_score,0.10405495998387176,0.037442015039239114,0.1690002944938703
q3g3_s2_00001,raw_persistence_score,0.09822832242211799,0.0,0.20676324843101754
q3g3_s2_00007,raw_persistence_score,0.05444771516790951,0.0006482796563672775,0.15988460218329062
q3g3_s2_00009,raw_persistence_score,0.0573085704225669,0.006957846694550931,0.0991040487880748
q3g3_s2_00014,raw_persistence_score,0.2070545052090227,0.1491124425729725,0.2485419358441007
q3g3_s2_00025,raw_persistence_score,0.00037056774410853887,0.0,0.001806486168913564
q3g3_s2_00027,raw_persistence_score,0.18764213058321433,0.1800865841318341,0.19183367006460234
q3g3_s2_00028,raw_persistence_score,0.0,0.0,0.0
q3g3_s2_00032,raw_persistence_score,0.20273145121551173,0.07749481432221261,0.2901302260116653
q3g3_s2_00042,raw_persistence_score,0.0,0.0,0.0
q3g3_s2_00075,raw_persistence_score,0.0910347531871191,0.02279782662542716,0.14834821915152296
q3g3_s2_00078,raw_persistence_score,0.34023331809468105,0.3083813096509657,0.35379004356219573
q3g3_s2_00096,raw_persistence_score,0.2076180758065277,0.12490328653131988,0.2598501252874344
q3g3_s2_00161,raw_persistence_score,0.030001266542459847,0.0,0.09579107823186767
q3g3_s2_00165,raw_persistence_score,0.00011923255523760872,0.0,0.0006200092872355649
q3g3_s2_00167,raw_persistence_score,0.16846921946016347,0.15188457635761127,0.18524304204298792
q3g3_s2_00173,raw_persistence_score,0.0,0.0,0.0
q3g3_s2_00177,raw_persistence_score,0.003463450573216659,0.0,0.01791961056362594
q3g3_s2_00186,raw_persistence_score,0.0476752078629006,0.0,0.10639410259380871
q3g3_s2_00198,raw_persistence_score,0.32682411972973713,0.26356698818506696,0.3553975981498804
q3g3_s2_00220,raw_persistence_score,0.02323730794562259,0.00017675956390730883,0.06148947444574177
q3g3_s3_00030,raw_persistence_score,0.007138383265403083,0.0,0.02497183782186537
q3g3_s3_00036,raw_persistence_score,0.18018974123693382,0.16508154973259614,0.1942573861485808
q3g3_s3_00043,raw_persistence_score,0.1752837628459154,0.16454085604541105,0.18143710134718466
q3g3_s3_00056,raw_persistence_score,0.19463428454420534,0.17847812199033122,0.2100513275298713
q3g3_s3_00060,raw_persistence_score,0.3087429473084064,0.2838797651814348,0.3578811119915763
q3g3_s3_00073,raw_persistence_score,6.967299191561421e-05,0.0,0.0003622995579611936
q3g3_s3_00075,raw_persistence_score,0.12571975023991172,0.04049758061264141,0.16495528101244913
q3g3_s3_00084,raw_persistence_score,0.012107354028879245,0.0,0.05722536663501747
q3g3_s3_00085,raw_persistence_score,0.0,0.0,0.0
q3g3_s3_00090,raw_persistence_score,0.16680288352180606,0.1534367298689213,0.17431043355736803
q3g3_s3_00096,raw_persistence_score,0.032007147753997274,0.0,0.10705651650044884
q3g3_s3_00181,raw_persistence_score,0.14053812363157503,0.0012122549645954604,0.24872631884453783
q3g3_s3_00193,raw_persistence_score,0.15066604165768627,0.12489160834595385,0.16830359731780956
q3g3_s3_00213,raw_persistence_score,0.10387236232075578,0.0001635309949660298,0.32098222474964344
q3g3_s3_00214,raw_persistence_score,0.0,0.0,0.0
q3g3_s3_00223,raw_persistence_score,0.002540102369824387,0.0,0.010003814934444522
q3g3_s3_00226,raw_persistence_score,0.34150225503310416,0.31659274063201626,0.35723182922083185
q3g3_s3_00229,raw_persistence_score,0.00017914083970633574,0.0,0.0009315323664729451
q3g3_s3_00244,raw_persistence_score,0.13744038185800705,0.004990874792422153,0.18825323909653718
q3g3_s3_00249,raw_persistence_score,0.0016997113935131175,0.0,0.006852570540256748
q3g3_s4_00004,raw_persistence_score,0.0851524962400415,0.0,0.15928712562773173
q3g3_s4_00017,raw_persistence_score,0.19824785937373118,0.16451697845203478,0.23001733942035632
q3g3_s4_00024,raw_persistence_score,0.12133295602543218,0.0,0.20282082708294547
q3g3_s4_00040,raw_persistence_score,0.12344007355379144,0.010514783187794507,0.21828517763138616
q3g3_s4_00043,raw_persistence_score,0.12143801870431589,0.06097561032269545,0.14436744112426175
q3g3_s4_00050,raw_persistence_score,0.06275151826333132,0.0,0.11430174751204177
q3g3_s4_00054,raw_persistence_score,0.14642753078528165,0.141674692182938,0.15018672886088483
q3g3_s4_00058,raw_persistence_score,0.00033613906946831907,0.0,0.0017479231612352578
q3g3_s4_00068,raw_persistence_score,0.1382537882597437,0.00993065755305337,0.2615260562469616
q3g3_s4_00069,raw_persistence_score,0.19186525724963877,0.15115707423622038,0.256960437826892
q3g3_s4_00081,raw_persistence_score,0.10027711697025993,0.0,0.16555073485302774
q3g3_s4_00100,raw_persistence_score,0.05176596331156705,0.0,0.1545908686676258
q3g3_s4_00104,raw_persistence_score,0.0751267502688029,0.0,0.1878560181044055
q3g3_s4_00127,raw_persistence_score,0.09508391265279778,0.01893643188379549,0.1643481044212495
q3g3_s4_00147,raw_persistence_score,0.1645926803474239,0.013956209477245166,0.30039020281971607
q3g3_s4_00148,raw_persistence_score,0.09054304791580688,0.013852825261446216,0.19498828383084607
q3g3_s4_00153,raw_persistence_score,0.15110453555170783,0.07403504675543247,0.18307756539577436
q3g3_s4_00158,raw_persistence_score,0.0,0.0,0.0
q3g3_s4_00162,raw_persistence_score,0.03013431680455373,0.0,0.10248635959626431
q3g3_s4_00182,raw_persistence_score,0.20150865139565266,0.18308939436840144,0.22138067527249325
q3g3_s4_00210,raw_persistence_score,0.13103198553002796,0.03928287002674371,0.17043558967144376
q3g3_s4_00223,raw_persistence_score,0.056854164873241346,0.0,0.11196926689472551
q3g3_s4_00224,raw_persistence_score,0.019873947418371965,0.0,0.052452283511662944
q3g3_s4_00232,raw_persistence_score,0.1273957419357712,0.04499202548745447,0.17051957650782334
q3g3_s4_00239,raw_persistence_score,0.00026923211878272416,0.0,0.0014000070176701644
q3g3_s5_00015,raw_persistence_score,0.028797224644622182,0.00038655875343331813,0.09078671772687115
q3g3_s5_00020,raw_persistence_score,0.13824979978246676,0.0,0.2914207527406732
q3g3_s5_00060,raw_persistence_score,0.14436059583963387,0.0,0.2525785284854251
q3g3_s5_00065,raw_persistence_score,0.21041660543580734,0.16772736135030478,0.31113880064942057
q3g3_s5_00075,raw_persistence_score,0.21289942038272489,0.06845256303645166,0.36499355925179633
q3g3_s5_00078,raw_persistence_score,0.15574003001008935,0.053165715568468434,0.24193471429790947
q3g3_s5_00090,raw_persistence_score,0.20435666856517332,0.03985241391420694,0.35125018385368534
q3g3_s5_00114,raw_persistence_score,0.16989941361971161,0.1297851281893526,0.2085837195463332
