space,rule_id,stratum,q,radius,table_digest,depends_center,relation_degree,relation_complete,self_only,left_right_asymmetry,output_entropy,temporal_irreversibility_proxy,directional_consequence,DAR_complete_structural,DAR_asymmetric_structural,table_json
q3_radius1,q3g3_s7_00024,S7_symmetric_control,3,1,5211e4087ad3,True,2,True,False,0.0,1.5663672668986361,0.011732286293246186,0.0,False,False,"[0,2,0,2,0,2,2,2,0,2,1,1,0,2,1,2,2,0,0,1,1,2,1,0,0,0,1]"
q3_radius1,q3g3_s7_00025,S7_symmetric_control,3,1,c14807e78011,True,2,True,False,0.0,1.5304930567574826,0.0343663928571748,0.0,True,False,"[0,1,2,0,1,2,0,2,2,1,2,1,1,0,0,2,2,1,2,1,2,2,0,1,2,1,2]"
q3_radius1,q3g3_s7_00026,S7_symmetric_control,3,1,847baca460dd,True,2,True,False,0.0,1.3800943362833298,0.12925742050339462,0.0,True,False,"[0,2,1,0,0,0,1,0,1,2,1,0,0,2,0,0,2,0,1,0,0,0,0,2,1,0,0]"
q3_radius1,q3g3_s7_00027,S7_symmetric_control,3,1,fb98f8f8453f,True,2,True,False,0.0,1.540709585192697,0.02792048108918921,0.0,True,False,"[0,1,2,0,2,0,0,2,0,1,2,0,2,0,2,2,2,1,2,0,1,0,2,1,0,1,0]"
q3_radius1,q3g3_s7_00028,S7_symmetric_control,3,1,13574101b836,True,2,True,False,0.0,1.5677116575334584,0.010884070241313881,0.0,False,False,"[0,0,2,0,2,2,0,2,1,0,1,1,2,2,0,2,0,1,2,1,2,2,0,1,1,1,2]"
q3_radius1,q3g3_s7_00030,S7_symmetric_control,3,1,bd116eb5eee0,True,2,True,False,0.0,1.5663672668986361,0.011732286293246186,0.0,False,False,"[0,1,0,1,0,2,0,0,2,1,2,1,0,1,0,0,1,2,0,1,1,2,0,1,2,2,1]"
q3_radius1,q3g3_s7_00032,S7_symmetric_control,3,1,a0d3a8705a7b,True,2,True,False,0.0,1.3800943362833298,0.12925742050339462,0.0,True,False,"[0,2,0,0,0,0,1,0,0,2,2,1,0,0,1,0,0,0,0,1,2,0,1,1,0,0,2]"
q3_radius1,q3g3_s7_00033,S7_symmetric_control,3,1,9146a9e0bfb0,True,2,True,False,0.0,1.3992075416402177,0.11719833055761264,0.0,True,False,"[0,2,0,1,2,0,0,0,1,2,1,0,2,0,1,0,0,0,0,0,0,0,1,1,1,0,1]"
q3_radius1,q3g3_s7_00034,S7_symmetric_control,3,1,a0bdf544c7ef,True,2,True,False,0.0,1.540709585192697,0.02792048108918921,0.0,True,False,"[0,2,0,1,2,0,1,1,2,2,2,0,2,0,2,1,1,0,0,0,1,0,2,2,2,0,0]"
q3_radius1,q3g3_s7_00036,S7_symmetric_control,3,1,a48df5e860dc,True,2,True,False,0.0,1.561015010593309,0.015109184045017487,0.0,False,False,"[0,1,0,0,2,2,1,0,0,1,0,1,2,2,2,0,1,1,0,1,0,2,2,1,0,1,0]"
q3_radius1,q3g3_s7_00039,S7_symmetric_control,3,1,ecfd20fed565,True,2,True,False,0.0,1.2183368243391808,0.23131504765264854,0.0,True,False,"[0,0,2,2,2,2,1,2,0,0,2,2,2,2,2,2,1,0,2,2,0,2,2,2,0,0,2]"
q3_radius1,q3g3_s7_00040,S7_symmetric_control,3,1,8763458136f5,True,2,True,False,0.0,1.461827895376681,0.07768928620610838,0.0,True,False,"[0,2,1,1,2,0,2,0,0,2,0,0,2,1,1,0,0,1,1,0,0,0,1,0,0,1,0]"
