space,parent_rule_id,control_rule_id,control_type,q,radius,table_digest
q3_radius1,q3g3_s1_00009,q3g3_s1_00009_center_only_projection,center_only_projection,3,1,beb57e34cd3c
q3_radius1,q3g3_s1_00009,q3g3_s1_00009_left_neighbor_removed,left_neighbor_removed,3,1,b986304f35d8
q3_radius1,q3g3_s1_00009,q3g3_s1_00009_right_neighbor_removed,right_neighbor_removed,3,1,0b3e8aaac54e
q3_radius1,q3g3_s1_00009,q3g3_s1_00009_left_right_symmetrized_rule,left_right_symmetrized_rule,3,1,956e20564dd6
q3_radius1,q3g3_s1_00009,q3g3_s1_00009_symbol_phase_only,symbol_phase_only,3,1,38b4aa418393
q3_radius1,q3g3_s1_00009,q3g3_s1_00009_output_histogram_random,output_distribution_matched_random,3,1,e39916eae435
q3_radius1,q3g3_s1_00009,q3g3_s1_00026,stratum_null_q3g3_s1_00026,3,1,327bdc4aa7db
q3_radius1,q3g3_s1_00009,q3g3_s1_00018,stratum_null_q3g3_s1_00018,3,1,2a020a5f813b
q3_radius1,q3g3_s1_00009,q3g3_s1_00195,stratum_null_q3g3_s1_00195,3,1,e092295c4218
q3_radius1,q3g3_s1_00009,q3g3_s1_00083,stratum_null_q3g3_s1_00083,3,1,9c18dfc4527a
q3_radius1,q3g3_s1_00013,q3g3_s1_00013_center_only_projection,center_only_projection,3,1,b439e9c97c1b
q3_radius1,q3g3_s1_00013,q3g3_s1_00013_left_neighbor_removed,left_neighbor_removed,3,1,05e4a99bd078
q3_radius1,q3g3_s1_00013,q3g3_s1_00013_right_neighbor_removed,right_neighbor_removed,3,1,23ad4859a201
q3_radius1,q3g3_s1_00013,q3g3_s1_00013_left_right_symmetrized_rule,left_right_symmetrized_rule,3,1,66cbe13ef4e9
q3_radius1,q3g3_s1_00013,q3g3_s1_00013_symbol_phase_only,symbol_phase_only,3,1,f7dfab9e6466
q3_radius1,q3g3_s1_00013,q3g3_s1_00013_output_histogram_random,output_distribution_matched_random,3,1,4a59330ffdf4
q3_radius1,q3g3_s1_00013,q3g3_s1_00197,stratum_null_q3g3_s1_00197,3,1,bfbb29c33bb1
q3_radius1,q3g3_s1_00013,q3g3_s1_00112,stratum_null_q3g3_s1_00112,3,1,ae4735234e3f
q3_radius1,q3g3_s1_00013,q3g3_s1_00085,stratum_null_q3g3_s1_00085,3,1,52e86a3b8400
q3_radius1,q3g3_s1_00013,q3g3_s1_00011,stratum_null_q3g3_s1_00011,3,1,f531efcfc690
q3_radius1,q3g3_s1_00018,q3g3_s1_00018_center_only_projection,center_only_projection,3,1,7817dd55de54
q3_radius1,q3g3_s1_00018,q3g3_s1_00018_left_neighbor_removed,left_neighbor_removed,3,1,1f5ec31554e3
q3_radius1,q3g3_s1_00018,q3g3_s1_00018_right_neighbor_removed,right_neighbor_removed,3,1,b1412d9b3cf8
q3_radius1,q3g3_s1_00018,q3g3_s1_00018_left_right_symmetrized_rule,left_right_symmetrized_rule,3,1,f978f59395e9
q3_radius1,q3g3_s1_00018,q3g3_s1_00018_symbol_phase_only,symbol_phase_only,3,1,0ebe967c16f0
q3_radius1,q3g3_s1_00018,q3g3_s1_00018_output_histogram_random,output_distribution_matched_random,3,1,e67d8c3befed
q3_radius1,q3g3_s1_00018,q3g3_s1_00026,stratum_null_q3g3_s1_00026,3,1,327bdc4aa7db
q3_radius1,q3g3_s1_00018,q3g3_s1_00009,stratum_null_q3g3_s1_00009,3,1,71507aecce77
q3_radius1,q3g3_s1_00018,q3g3_s1_00195,stratum_null_q3g3_s1_00195,3,1,e092295c4218
q3_radius1,q3g3_s1_00018,q3g3_s1_00083,stratum_null_q3g3_s1_00083,3,1,9c18dfc4527a
q3_radius1,q3g3_s1_00026,q3g3_s1_00026_center_only_projection,center_only_projection,3,1,6cfe45459e29
q3_radius1,q3g3_s1_00026,q3g3_s1_00026_left_neighbor_removed,left_neighbor_removed,3,1,82f4ba29e027
q3_radius1,q3g3_s1_00026,q3g3_s1_00026_right_neighbor_removed,right_neighbor_removed,3,1,e05c0b81df1b
q3_radius1,q3g3_s1_00026,q3g3_s1_00026_left_right_symmetrized_rule,left_right_symmetrized_rule,3,1,768d20f56ac9
q3_radius1,q3g3_s1_00026,q3g3_s1_00026_symbol_phase_only,symbol_phase_only,3,1,ae7ed716f8ef
q3_radius1,q3g3_s1_00026,q3g3_s1_00026_output_histogram_random,output_distribution_matched_random,3,1,b2eba952b98f
q3_radius1,q3g3_s1_00026,q3g3_s1_00018,stratum_null_q3g3_s1_00018,3,1,2a020a5f813b
q3_radius1,q3g3_s1_00026,q3g3_s1_00009,stratum_null_q3g3_s1_00009,3,1,71507aecce77
q3_radius1,q3g3_s1_00026,q3g3_s1_00195,stratum_null_q3g3_s1_00195,3,1,e092295c4218
q3_radius1,q3g3_s1_00026,q3g3_s1_00083,stratum_null_q3g3_s1_00083,3,1,9c18dfc4527a
q3_radius1,q3g3_s1_00030,q3g3_s1_00030_center_only_projection,center_only_projection,3,1,c4b363c1b925
q3_radius1,q3g3_s1_00030,q3g3_s1_00030_left_neighbor_removed,left_neighbor_removed,3,1,a911386f337f
q3_radius1,q3g3_s1_00030,q3g3_s1_00030_right_neighbor_removed,right_neighbor_removed,3,1,86fa73bddc22
q3_radius1,q3g3_s1_00030,q3g3_s1_00030_left_right_symmetrized_rule,left_right_symmetrized_rule,3,1,0f3a19061790
q3_radius1,q3g3_s1_00030,q3g3_s1_00030_symbol_phase_only,symbol_phase_only,3,1,50db8db3d7d4
q3_radius1,q3g3_s1_00030,q3g3_s1_00030_output_histogram_random,output_distribution_matched_random,3,1,a57831053269
q3_radius1,q3g3_s1_00030,q3g3_s1_00216,stratum_null_q3g3_s1_00216,3,1,1a0196798ab9
q3_radius1,q3g3_s1_00030,q3g3_s1_00239,stratum_null_q3g3_s1_00239,3,1,aa28e4fba1e4
q3_radius1,q3g3_s1_00030,q3g3_s1_00148,stratum_null_q3g3_s1_00148,3,1,8fb6fc9cd50b
q3_radius1,q3g3_s1_00030,q3g3_s1_00204,stratum_null_q3g3_s1_00204,3,1,08ddb82d08fc
q3_radius1,q3g3_s1_00043,q3g3_s1_00043_center_only_projection,center_only_projection,3,1,be9de6650356
q3_radius1,q3g3_s1_00043,q3g3_s1_00043_left_neighbor_removed,left_neighbor_removed,3,1,9df5e7e112f8
q3_radius1,q3g3_s1_00043,q3g3_s1_00043_right_neighbor_removed,right_neighbor_removed,3,1,c7bf08ed5365
q3_radius1,q3g3_s1_00043,q3g3_s1_00043_left_right_symmetrized_rule,left_right_symmetrized_rule,3,1,aebf42c8bd9e
q3_radius1,q3g3_s1_00043,q3g3_s1_00043_symbol_phase_only,symbol_phase_only,3,1,b8b17ad61346
q3_radius1,q3g3_s1_00043,q3g3_s1_00043_output_histogram_random,output_distribution_matched_random,3,1,9940fe55e161
q3_radius1,q3g3_s1_00043,q3g3_s1_00120,stratum_null_q3g3_s1_00120,3,1,e29a513e53e4
q3_radius1,q3g3_s1_00043,q3g3_s1_00047,stratum_null_q3g3_s1_00047,3,1,5f47485528d8
q3_radius1,q3g3_s1_00043,q3g3_s1_00049,stratum_null_q3g3_s1_00049,3,1,ecd1dd203518
q3_radius1,q3g3_s1_00043,q3g3_s1_00067,stratum_null_q3g3_s1_00067,3,1,0ecfa7760c6e
q3_radius1,q3g3_s1_00045,q3g3_s1_00045_center_only_projection,center_only_projection,3,1,0ebe967c16f0
q3_radius1,q3g3_s1_00045,q3g3_s1_00045_left_neighbor_removed,left_neighbor_removed,3,1,ee8e1c9700a8
q3_radius1,q3g3_s1_00045,q3g3_s1_00045_right_neighbor_removed,right_neighbor_removed,3,1,cca256fcdbea
q3_radius1,q3g3_s1_00045,q3g3_s1_00045_left_right_symmetrized_rule,left_right_symmetrized_rule,3,1,fba8e0da2e1f
q3_radius1,q3g3_s1_00045,q3g3_s1_00045_symbol_phase_only,symbol_phase_only,3,1,1b9239aaaead
q3_radius1,q3g3_s1_00045,q3g3_s1_00045_output_histogram_random,output_distribution_matched_random,3,1,407494909012
q3_radius1,q3g3_s1_00045,q3g3_s1_00055,stratum_null_q3g3_s1_00055,3,1,c3b3ce138bc0
q3_radius1,q3g3_s1_00045,q3g3_s1_00058,stratum_null_q3g3_s1_00058,3,1,babab57cf7d3
q3_radius1,q3g3_s1_00045,q3g3_s1_00008,stratum_null_q3g3_s1_00008,3,1,57a1dc9b9a1c
q3_radius1,q3g3_s1_00045,q3g3_s1_00057,stratum_null_q3g3_s1_00057,3,1,975f1f4bd82f
q3_radius1,q3g3_s1_00105,q3g3_s1_00105_center_only_projection,center_only_projection,3,1,6aa205821203
q3_radius1,q3g3_s1_00105,q3g3_s1_00105_left_neighbor_removed,left_neighbor_removed,3,1,6570dbf56fc2
q3_radius1,q3g3_s1_00105,q3g3_s1_00105_right_neighbor_removed,right_neighbor_removed,3,1,c72d943da067
q3_radius1,q3g3_s1_00105,q3g3_s1_00105_left_right_symmetrized_rule,left_right_symmetrized_rule,3,1,440b0c813f6c
q3_radius1,q3g3_s1_00105,q3g3_s1_00105_symbol_phase_only,symbol_phase_only,3,1,5f0ac8838b69
q3_radius1,q3g3_s1_00105,q3g3_s1_00105_output_histogram_random,output_distribution_matched_random,3,1,4c2cb37c56a8
q3_radius1,q3g3_s1_00105,q3g3_s1_00175,stratum_null_q3g3_s1_00175,3,1,f517e88bd6ec
q3_radius1,q3g3_s1_00105,q3g3_s1_00123,stratum_null_q3g3_s1_00123,3,1,9cfc27d6e8a9
q3_radius1,q3g3_s1_00105,q3g3_s1_00106,stratum_null_q3g3_s1_00106,3,1,0890ae823c9f
q3_radius1,q3g3_s1_00105,q3g3_s1_00135,stratum_null_q3g3_s1_00135,3,1,10edabb18395
q3_radius1,q3g3_s1_00108,q3g3_s1_00108_center_only_projection,center_only_projection,3,1,5f0ac8838b69
q3_radius1,q3g3_s1_00108,q3g3_s1_00108_left_neighbor_removed,left_neighbor_removed,3,1,c57d19305236
q3_radius1,q3g3_s1_00108,q3g3_s1_00108_right_neighbor_removed,right_neighbor_removed,3,1,edab96a7944f
q3_radius1,q3g3_s1_00108,q3g3_s1_00108_left_right_symmetrized_rule,left_right_symmetrized_rule,3,1,b5fdc6803df1
q3_radius1,q3g3_s1_00108,q3g3_s1_00108_symbol_phase_only,symbol_phase_only,3,1,b8b17ad61346
q3_radius1,q3g3_s1_00108,q3g3_s1_00108_output_histogram_random,output_distribution_matched_random,3,1,bb9566eb50bd
q3_radius1,q3g3_s1_00108,q3g3_s1_00052,stratum_null_q3g3_s1_00052,3,1,3fb432422bf1
q3_radius1,q3g3_s1_00108,q3g3_s1_00157,stratum_null_q3g3_s1_00157,3,1,17b67f5068e1
q3_radius1,q3g3_s1_00108,q3g3_s1_00059,stratum_null_q3g3_s1_00059,3,1,8346f2cc6181
q3_radius1,q3g3_s1_00108,q3g3_s1_00035,stratum_null_q3g3_s1_00035,3,1,4b74c599de29
q3_radius1,q3g3_s1_00110,q3g3_s1_00110_center_only_projection,center_only_projection,3,1,8215a2ef4d3c
q3_radius1,q3g3_s1_00110,q3g3_s1_00110_left_neighbor_removed,left_neighbor_removed,3,1,96df6fad65bd
q3_radius1,q3g3_s1_00110,q3g3_s1_00110_right_neighbor_removed,right_neighbor_removed,3,1,a5dfdbcd0eb6
q3_radius1,q3g3_s1_00110,q3g3_s1_00110_left_right_symmetrized_rule,left_right_symmetrized_rule,3,1,013576f4ad48
q3_radius1,q3g3_s1_00110,q3g3_s1_00110_symbol_phase_only,symbol_phase_only,3,1,beb57e34cd3c
q3_radius1,q3g3_s1_00110,q3g3_s1_00110_output_histogram_random,output_distribution_matched_random,3,1,86edda2e1d30
q3_radius1,q3g3_s1_00110,q3g3_s1_00027,stratum_null_q3g3_s1_00027,3,1,7f5f691558d7
q3_radius1,q3g3_s1_00110,q3g3_s1_00228,stratum_null_q3g3_s1_00228,3,1,d1efc2b8016e
q3_radius1,q3g3_s1_00110,q3g3_s1_00225,stratum_null_q3g3_s1_00225,3,1,b03331d325a2
q3_radius1,q3g3_s1_00110,q3g3_s1_00107,stratum_null_q3g3_s1_00107,3,1,c665e1fe8144
q3_radius1,q3g3_s1_00114,q3g3_s1_00114_center_only_projection,center_only_projection,3,1,6cfe45459e29
q3_radius1,q3g3_s1_00114,q3g3_s1_00114_left_neighbor_removed,left_neighbor_removed,3,1,e4dd102ad99d
q3_radius1,q3g3_s1_00114,q3g3_s1_00114_right_neighbor_removed,right_neighbor_removed,3,1,b7f6026a9f3f
q3_radius1,q3g3_s1_00114,q3g3_s1_00114_left_right_symmetrized_rule,left_right_symmetrized_rule,3,1,cda01aa3115a
q3_radius1,q3g3_s1_00114,q3g3_s1_00114_symbol_phase_only,symbol_phase_only,3,1,8215a2ef4d3c
q3_radius1,q3g3_s1_00114,q3g3_s1_00114_output_histogram_random,output_distribution_matched_random,3,1,fc8a9d47df46
q3_radius1,q3g3_s1_00114,q3g3_s1_00234,stratum_null_q3g3_s1_00234,3,1,c7e651c3e0a0
q3_radius1,q3g3_s1_00114,q3g3_s1_00102,stratum_null_q3g3_s1_00102,3,1,21058fde38c4
q3_radius1,q3g3_s1_00114,q3g3_s1_00218,stratum_null_q3g3_s1_00218,3,1,b205a04b11fc
q3_radius1,q3g3_s1_00114,q3g3_s1_00006,stratum_null_q3g3_s1_00006,3,1,ca6643ac9fa8
q3_radius1,q3g3_s1_00117,q3g3_s1_00117_center_only_projection,center_only_projection,3,1,c4b363c1b925
q3_radius1,q3g3_s1_00117,q3g3_s1_00117_left_neighbor_removed,left_neighbor_removed,3,1,d14ccec38aec
q3_radius1,q3g3_s1_00117,q3g3_s1_00117_right_neighbor_removed,right_neighbor_removed,3,1,412df2535511
q3_radius1,q3g3_s1_00117,q3g3_s1_00117_left_right_symmetrized_rule,left_right_symmetrized_rule,3,1,1f69591ecfcd
q3_radius1,q3g3_s1_00117,q3g3_s1_00117_symbol_phase_only,symbol_phase_only,3,1,38b4aa418393
q3_radius1,q3g3_s1_00117,q3g3_s1_00117_output_histogram_random,output_distribution_matched_random,3,1,859c69a36f58
q3_radius1,q3g3_s1_00117,q3g3_s1_00181,stratum_null_q3g3_s1_00181,3,1,d0c153b16e1f
q3_radius1,q3g3_s1_00117,q3g3_s1_00116,stratum_null_q3g3_s1_00116,3,1,4d4f7e00eeb8
q3_radius1,q3g3_s1_00117,q3g3_s1_00114,stratum_null_q3g3_s1_00114,3,1,a79551fe2ff6
q3_radius1,q3g3_s1_00117,q3g3_s1_00234,stratum_null_q3g3_s1_00234,3,1,c7e651c3e0a0
q3_radius1,q3g3_s1_00122,q3g3_s1_00122_center_only_projection,center_only_projection,3,1,256f7ee9c4c3
q3_radius1,q3g3_s1_00122,q3g3_s1_00122_left_neighbor_removed,left_neighbor_removed,3,1,eae793e9640a
q3_radius1,q3g3_s1_00122,q3g3_s1_00122_right_neighbor_removed,right_neighbor_removed,3,1,3e7e89156552
q3_radius1,q3g3_s1_00122,q3g3_s1_00122_left_right_symmetrized_rule,left_right_symmetrized_rule,3,1,7381b2091b11
q3_radius1,q3g3_s1_00122,q3g3_s1_00122_symbol_phase_only,symbol_phase_only,3,1,b439e9c97c1b
q3_radius1,q3g3_s1_00122,q3g3_s1_00122_output_histogram_random,output_distribution_matched_random,3,1,c8a983cbfe9e
q3_radius1,q3g3_s1_00122,q3g3_s1_00164,stratum_null_q3g3_s1_00164,3,1,b636b50ed9ca
q3_radius1,q3g3_s1_00122,q3g3_s1_00015,stratum_null_q3g3_s1_00015,3,1,9ce80192eb1a
q3_radius1,q3g3_s1_00122,q3g3_s1_00237,stratum_null_q3g3_s1_00237,3,1,54e3a5417b06
q3_radius1,q3g3_s1_00122,q3g3_s1_00230,stratum_null_q3g3_s1_00230,3,1,04e1b443fc1f
q3_radius1,q3g3_s1_00123,q3g3_s1_00123_center_only_projection,center_only_projection,3,1,f7dfab9e6466
q3_radius1,q3g3_s1_00123,q3g3_s1_00123_left_neighbor_removed,left_neighbor_removed,3,1,6b0797ec0321
q3_radius1,q3g3_s1_00123,q3g3_s1_00123_right_neighbor_removed,right_neighbor_removed,3,1,cf3a5d6869e1
q3_radius1,q3g3_s1_00123,q3g3_s1_00123_left_right_symmetrized_rule,left_right_symmetrized_rule,3,1,d4e59359e4fb
q3_radius1,q3g3_s1_00123,q3g3_s1_00123_symbol_phase_only,symbol_phase_only,3,1,36573a217d23
q3_radius1,q3g3_s1_00123,q3g3_s1_00123_output_histogram_random,output_distribution_matched_random,3,1,37a9d319e85e
q3_radius1,q3g3_s1_00123,q3g3_s1_00175,stratum_null_q3g3_s1_00175,3,1,f517e88bd6ec
q3_radius1,q3g3_s1_00123,q3g3_s1_00105,stratum_null_q3g3_s1_00105,3,1,f24312d6838d
q3_radius1,q3g3_s1_00123,q3g3_s1_00106,stratum_null_q3g3_s1_00106,3,1,0890ae823c9f
q3_radius1,q3g3_s1_00123,q3g3_s1_00135,stratum_null_q3g3_s1_00135,3,1,10edabb18395
q3_radius1,q3g3_s1_00133,q3g3_s1_00133_center_only_projection,center_only_projection,3,1,7817dd55de54
q3_radius1,q3g3_s1_00133,q3g3_s1_00133_left_neighbor_removed,left_neighbor_removed,3,1,4b087ca6655a
q3_radius1,q3g3_s1_00133,q3g3_s1_00133_right_neighbor_removed,right_neighbor_removed,3,1,c0db7b60a9a6
q3_radius1,q3g3_s1_00133,q3g3_s1_00133_left_right_symmetrized_rule,left_right_symmetrized_rule,3,1,477661112bc7
q3_radius1,q3g3_s1_00133,q3g3_s1_00133_symbol_phase_only,symbol_phase_only,3,1,b8b17ad61346
q3_radius1,q3g3_s1_00133,q3g3_s1_00133_output_histogram_random,output_distribution_matched_random,3,1,2499848e6acd
q3_radius1,q3g3_s1_00133,q3g3_s1_00247,stratum_null_q3g3_s1_00247,3,1,c6aad799f3f0
q3_radius1,q3g3_s1_00133,q3g3_s1_00079,stratum_null_q3g3_s1_00079,3,1,d26f48cd84d8
q3_radius1,q3g3_s1_00133,q3g3_s1_00126,stratum_null_q3g3_s1_00126,3,1,3727be334b29
q3_radius1,q3g3_s1_00133,q3g3_s1_00072,stratum_null_q3g3_s1_00072,3,1,ac450216398e
q3_radius1,q3g3_s1_00162,q3g3_s1_00162_center_only_projection,center_only_projection,3,1,f18629890708
q3_radius1,q3g3_s1_00162,q3g3_s1_00162_left_neighbor_removed,left_neighbor_removed,3,1,04633b6057ef
q3_radius1,q3g3_s1_00162,q3g3_s1_00162_right_neighbor_removed,right_neighbor_removed,3,1,11c73bc2a31e
q3_radius1,q3g3_s1_00162,q3g3_s1_00162_left_right_symmetrized_rule,left_right_symmetrized_rule,3,1,8eac9abb4262
q3_radius1,q3g3_s1_00162,q3g3_s1_00162_symbol_phase_only,symbol_phase_only,3,1,f7dfab9e6466
q3_radius1,q3g3_s1_00162,q3g3_s1_00162_output_histogram_random,output_distribution_matched_random,3,1,8aa61c1b7418
q3_radius1,q3g3_s1_00162,q3g3_s1_00113,stratum_null_q3g3_s1_00113,3,1,48f4440e7ee6
q3_radius1,q3g3_s1_00162,q3g3_s1_00191,stratum_null_q3g3_s1_00191,3,1,7ad4c46280fc
q3_radius1,q3g3_s1_00162,q3g3_s1_00010,stratum_null_q3g3_s1_00010,3,1,2dab8dd45370
q3_radius1,q3g3_s1_00162,q3g3_s1_00143,stratum_null_q3g3_s1_00143,3,1,4787af7d3566
q3_radius1,q3g3_s1_00164,q3g3_s1_00164_center_only_projection,center_only_projection,3,1,88d725d26087
q3_radius1,q3g3_s1_00164,q3g3_s1_00164_left_neighbor_removed,left_neighbor_removed,3,1,adc221b3df27
q3_radius1,q3g3_s1_00164,q3g3_s1_00164_right_neighbor_removed,right_neighbor_removed,3,1,93e278425360
q3_radius1,q3g3_s1_00164,q3g3_s1_00164_left_right_symmetrized_rule,left_right_symmetrized_rule,3,1,42759ef7a8aa
q3_radius1,q3g3_s1_00164,q3g3_s1_00164_symbol_phase_only,symbol_phase_only,3,1,50db8db3d7d4
q3_radius1,q3g3_s1_00164,q3g3_s1_00164_output_histogram_random,output_distribution_matched_random,3,1,7a5023f5162f
q3_radius1,q3g3_s1_00164,q3g3_s1_00122,stratum_null_q3g3_s1_00122,3,1,f63fb3a84cce
q3_radius1,q3g3_s1_00164,q3g3_s1_00015,stratum_null_q3g3_s1_00015,3,1,9ce80192eb1a
q3_radius1,q3g3_s1_00164,q3g3_s1_00237,stratum_null_q3g3_s1_00237,3,1,54e3a5417b06
q3_radius1,q3g3_s1_00164,q3g3_s1_00230,stratum_null_q3g3_s1_00230,3,1,04e1b443fc1f
q3_radius1,q3g3_s1_00175,q3g3_s1_00175_center_only_projection,center_only_projection,3,1,88d725d26087
q3_radius1,q3g3_s1_00175,q3g3_s1_00175_left_neighbor_removed,left_neighbor_removed,3,1,c8add76a59a6
q3_radius1,q3g3_s1_00175,q3g3_s1_00175_right_neighbor_removed,right_neighbor_removed,3,1,71ba4d4ad210
q3_radius1,q3g3_s1_00175,q3g3_s1_00175_left_right_symmetrized_rule,left_right_symmetrized_rule,3,1,993a22549105
q3_radius1,q3g3_s1_00175,q3g3_s1_00175_symbol_phase_only,symbol_phase_only,3,1,36573a217d23
q3_radius1,q3g3_s1_00175,q3g3_s1_00175_output_histogram_random,output_distribution_matched_random,3,1,306f78947627
q3_radius1,q3g3_s1_00175,q3g3_s1_00123,stratum_null_q3g3_s1_00123,3,1,9cfc27d6e8a9
q3_radius1,q3g3_s1_00175,q3g3_s1_00105,stratum_null_q3g3_s1_00105,3,1,f24312d6838d
q3_radius1,q3g3_s1_00175,q3g3_s1_00106,stratum_null_q3g3_s1_00106,3,1,0890ae823c9f
q3_radius1,q3g3_s1_00175,q3g3_s1_00135,stratum_null_q3g3_s1_00135,3,1,10edabb18395
q3_radius1,q3g3_s1_00214,q3g3_s1_00214_center_only_projection,center_only_projection,3,1,9bca750a1901
q3_radius1,q3g3_s1_00214,q3g3_s1_00214_left_neighbor_removed,left_neighbor_removed,3,1,c8aa0c164b3b
q3_radius1,q3g3_s1_00214,q3g3_s1_00214_right_neighbor_removed,right_neighbor_removed,3,1,38de46c4f4b8
q3_radius1,q3g3_s1_00214,q3g3_s1_00214_left_right_symmetrized_rule,left_right_symmetrized_rule,3,1,9325cb7a373b
q3_radius1,q3g3_s1_00214,q3g3_s1_00214_symbol_phase_only,symbol_phase_only,3,1,7817dd55de54
q3_radius1,q3g3_s1_00214,q3g3_s1_00214_output_histogram_random,output_distribution_matched_random,3,1,2526befc5834
q3_radius1,q3g3_s1_00214,q3g3_s1_00002,stratum_null_q3g3_s1_00002,3,1,e21b14729455
q3_radius1,q3g3_s1_00214,q3g3_s1_00245,stratum_null_q3g3_s1_00245,3,1,47b04cb04690
q3_radius1,q3g3_s1_00214,q3g3_s1_00064,stratum_null_q3g3_s1_00064,3,1,9b578af3da20
q3_radius1,q3g3_s1_00214,q3g3_s1_00194,stratum_null_q3g3_s1_00194,3,1,c359ab577fcc
q3_radius1,q3g3_s1_00216,q3g3_s1_00216_center_only_projection,center_only_projection,3,1,38b4aa418393
q3_radius1,q3g3_s1_00216,q3g3_s1_00216_left_neighbor_removed,left_neighbor_removed,3,1,f92aaca7258d
q3_radius1,q3g3_s1_00216,q3g3_s1_00216_right_neighbor_removed,right_neighbor_removed,3,1,e316974b8d3a
q3_radius1,q3g3_s1_00216,q3g3_s1_00216_left_right_symmetrized_rule,left_right_symmetrized_rule,3,1,8d6fd65b04d2
q3_radius1,q3g3_s1_00216,q3g3_s1_00216_symbol_phase_only,symbol_phase_only,3,1,9fbacd310b43
q3_radius1,q3g3_s1_00216,q3g3_s1_00216_output_histogram_random,output_distribution_matched_random,3,1,aaf0b2398153
q3_radius1,q3g3_s1_00216,q3g3_s1_00030,stratum_null_q3g3_s1_00030,3,1,cea7d0621608
q3_radius1,q3g3_s1_00216,q3g3_s1_00239,stratum_null_q3g3_s1_00239,3,1,aa28e4fba1e4
q3_radius1,q3g3_s1_00216,q3g3_s1_00148,stratum_null_q3g3_s1_00148,3,1,8fb6fc9cd50b
q3_radius1,q3g3_s1_00216,q3g3_s1_00204,stratum_null_q3g3_s1_00204,3,1,08ddb82d08fc
q3_radius1,q3g3_s1_00237,q3g3_s1_00237_center_only_projection,center_only_projection,3,1,6aa205821203
q3_radius1,q3g3_s1_00237,q3g3_s1_00237_left_neighbor_removed,left_neighbor_removed,3,1,b85c60e985ce
q3_radius1,q3g3_s1_00237,q3g3_s1_00237_right_neighbor_removed,right_neighbor_removed,3,1,14db644c2b0b
q3_radius1,q3g3_s1_00237,q3g3_s1_00237_left_right_symmetrized_rule,left_right_symmetrized_rule,3,1,8f1cb0ba14e8
q3_radius1,q3g3_s1_00237,q3g3_s1_00237_symbol_phase_only,symbol_phase_only,3,1,7817dd55de54
q3_radius1,q3g3_s1_00237,q3g3_s1_00237_output_histogram_random,output_distribution_matched_random,3,1,0efa6d6cead1
q3_radius1,q3g3_s1_00237,q3g3_s1_00122,stratum_null_q3g3_s1_00122,3,1,f63fb3a84cce
q3_radius1,q3g3_s1_00237,q3g3_s1_00164,stratum_null_q3g3_s1_00164,3,1,b636b50ed9ca
q3_radius1,q3g3_s1_00237,q3g3_s1_00015,stratum_null_q3g3_s1_00015,3,1,9ce80192eb1a
q3_radius1,q3g3_s1_00237,q3g3_s1_00230,stratum_null_q3g3_s1_00230,3,1,04e1b443fc1f
q3_radius1,q3g3_s2_00000,q3g3_s2_00000_center_only_projection,center_only_projection,3,1,ae7ed716f8ef
q3_radius1,q3g3_s2_00000,q3g3_s2_00000_left_neighbor_removed,left_neighbor_removed,3,1,03ea2789fd71
q3_radius1,q3g3_s2_00000,q3g3_s2_00000_right_neighbor_removed,right_neighbor_removed,3,1,69aec959d347
q3_radius1,q3g3_s2_00000,q3g3_s2_00000_left_right_symmetrized_rule,left_right_symmetrized_rule,3,1,c3d4131292e4
q3_radius1,q3g3_s2_00000,q3g3_s2_00000_symbol_phase_only,symbol_phase_only,3,1,8215a2ef4d3c
q3_radius1,q3g3_s2_00000,q3g3_s2_00000_output_histogram_random,output_distribution_matched_random,3,1,230d3bd1f305
q3_radius1,q3g3_s2_00000,q3g3_s2_00096,stratum_null_q3g3_s2_00096,3,1,4f10d29b72b3
q3_radius1,q3g3_s2_00000,q3g3_s2_00009,stratum_null_q3g3_s2_00009,3,1,4c936cbc5380
q3_radius1,q3g3_s2_00000,q3g3_s2_00165,stratum_null_q3g3_s2_00165,3,1,3252b481f98b
q3_radius1,q3g3_s2_00000,q3g3_s2_00087,stratum_null_q3g3_s2_00087,3,1,24ee86b1e4e7
q3_radius1,q3g3_s2_00001,q3g3_s2_00001_center_only_projection,center_only_projection,3,1,88d725d26087
q3_radius1,q3g3_s2_00001,q3g3_s2_00001_left_neighbor_removed,left_neighbor_removed,3,1,c278167d43d9
q3_radius1,q3g3_s2_00001,q3g3_s2_00001_right_neighbor_removed,right_neighbor_removed,3,1,71ba4d4ad210
q3_radius1,q3g3_s2_00001,q3g3_s2_00001_left_right_symmetrized_rule,left_right_symmetrized_rule,3,1,e382c5b64c97
q3_radius1,q3g3_s2_00001,q3g3_s2_00001_symbol_phase_only,symbol_phase_only,3,1,f7dfab9e6466
q3_radius1,q3g3_s2_00001,q3g3_s2_00001_output_histogram_random,output_distribution_matched_random,3,1,bfc65799d3ac
q3_radius1,q3g3_s2_00001,q3g3_s2_00025,stratum_null_q3g3_s2_00025,3,1,8ab0abc5dcb4
q3_radius1,q3g3_s2_00001,q3g3_s2_00040,stratum_null_q3g3_s2_00040,3,1,c67dd90ba12d
q3_radius1,q3g3_s2_00001,q3g3_s2_00178,stratum_null_q3g3_s2_00178,3,1,17106a1f0925
q3_radius1,q3g3_s2_00001,q3g3_s2_00214,stratum_null_q3g3_s2_00214,3,1,b6384d0f9fb2
