space,rule_id,stratum,target_role,raw_persistence_score,adjusted_persistence,center_only_score,left_removed_score,right_removed_score,symmetrized_rule_score,symbol_phase_only_score,output_distribution_matched_score,stratum_null_persistence_q90,relation_load_bearing_adjusted,asymmetry_load_bearing_adjusted,local_phase_fakeout_rejected,future_distinct_descendant_count_raw,future_distinct_descendant_count_symbol_phase,composition_adjusted_delta,composition_emission_only_flag,interaction_outcome_diversity,matched_control_interaction_diversity,dominant_interaction_outcome,reclassification
q3_radius1,q3g3_s3_00249,S3_sparse_active_preserving,candidate,0.0016997113935131175,-0.08391357305670066,0.0,0.0,0.0,0.139914547198962,0.0,0.07369100471768304,0.08561328445021378,0.0016997113935131175,-0.1382148358054489,True,64.0,1.0,-0.5,True,-0.0,1.0,emission,symmetric_fakeout
q3_radius1,q3g3_s4_00004,S4_neighbor_dependent,candidate,0.0851524962400415,-0.08846277949371405,0.0,0.0003277571182597296,0.0,0.0,0.0,0.0,0.17361527573375554,0.08482473912178176,0.0851524962400415,True,64.0,1.0,1.0,False,0.6500224216483541,-0.0,emission,generic_persistence
q3_radius1,q3g3_s4_00017,S4_neighbor_dependent,candidate,0.19824785937373118,0.05284411175436543,0.05237736140541663,0.04495432357184999,0.0792751272847515,0.11425001180623057,0.0,0.14540374761936575,0.07376213577761159,0.11897273208897968,0.08399784756750062,True,64.0,57.0,0.0,False,1.0,1.0,pass_through,control_adjusted_positive
q3_radius1,q3g3_s4_00024,S4_neighbor_dependent,candidate,0.12133295602543218,0.018008348391093026,0.0,0.0,0.0,0.0,0.0,3.222871525921047e-05,0.10332460763433915,0.12133295602543218,0.12133295602543218,True,62.0,1.0,-0.5,True,-0.0,1.0,emission,emission_only
q3_radius1,q3g3_s4_00040,S4_neighbor_dependent,candidate,0.12344007355379144,0.017190934613244724,0.0,0.009909167104039593,0.008896792009566916,0.07348426595337956,0.0,0.025754019258387027,0.10624913894054672,0.11353090644975185,0.04995580760041188,True,64.0,63.0,-0.5,False,-0.0,1.0,pass_through,control_adjusted_positive
q3_radius1,q3g3_s4_00043,S4_neighbor_dependent,candidate,0.12143801870431589,-0.0002692803981656916,0.0,0.0,0.11948303432496907,0.0,0.0,0.0,0.12170729910248158,0.0019549843793468247,0.12143801870431589,False,63.0,64.0,-0.5,True,-0.0,1.0,emission,generic_persistence
q3_radius1,q3g3_s4_00050,S4_neighbor_dependent,candidate,0.06275151826333132,-0.07029171825296919,0.0,0.07110342291465198,0.0,0.15689695773400422,0.0,0.0,0.1330432365163005,-0.008351904651320657,-0.0941454394706729,True,64.0,1.0,0.0,True,-0.0,1.0,emission,symmetric_fakeout
q3_radius1,q3g3_s4_00054,S4_neighbor_dependent,candidate,0.14642753078528165,0.026103972548611687,0.0,0.07772097616630691,0.0,0.012576680803869734,0.0,0.0,0.12032355823666996,0.06870655461897474,0.13385084998141192,False,64.0,64.0,0.0,True,-0.0,-0.0,emission,self_persistence_fakeout
q3_radius1,q3g3_s4_00058,S4_neighbor_dependent,candidate,0.00033613906946831907,-0.11743664658002474,0.0,0.09716692020343334,0.0,0.004799133617512189,0.0,0.04437331958641882,0.11777278564949306,-0.09683078113396502,-0.0044629945480438695,False,64.0,64.0,0.0,False,-0.0,-0.0,chaotic_explosion,symmetric_fakeout
q3_radius1,q3g3_s4_00068,S4_neighbor_dependent,candidate,0.1382537882597437,0.03761556360588349,0.0,0.0,0.11412023172584532,0.004577913603944752,0.0,0.09692800234927779,0.1006382246538602,0.02413355653389837,0.13367587465579894,True,63.0,1.0,0.0,False,-0.0,-0.0,pass_through,control_adjusted_positive
q3_radius1,q3g3_s4_00069,S4_neighbor_dependent,candidate,0.19186525724963877,0.07459711850660675,0.0,0.14785745463542538,0.04865723578040409,0.02107390010584885,0.0,0.0,0.11726813874303202,0.04400780261421339,0.1707913571437899,True,64.0,1.0,0.0,True,-0.0,-0.0,emission,emission_only
q3_radius1,q3g3_s4_00081,S4_neighbor_dependent,candidate,0.10027711697025993,-0.1012665449287618,0.0,0.0,0.0,0.0,0.0,0.20154366189902173,0.11632227173634302,0.10027711697025993,0.10027711697025993,True,64.0,1.0,-0.5,False,-0.0,1.0,pass_through,output_distribution_fakeout
