rule_id,local_phase_fakeout_rejected,symbol_phase_only_score,reclassification
q3g3_s1_00009,False,0.052181917863587536,symmetric_fakeout
q3g3_s1_00013,True,0.0,symmetric_fakeout
q3g3_s1_00018,False,0.0,self_persistence_fakeout
q3g3_s1_00026,False,0.0,generic_persistence
q3g3_s1_00030,True,0.0,control_adjusted_positive
q3g3_s1_00043,True,0.0,emission_only
q3g3_s1_00045,False,0.0,output_distribution_fakeout
q3g3_s1_00105,True,0.0,symmetric_fakeout
q3g3_s1_00108,True,0.0,control_adjusted_positive
q3g3_s1_00110,True,0.0,generic_persistence
q3g3_s1_00114,False,0.0,self_persistence_fakeout
q3g3_s1_00117,False,0.052206614181933994,self_persistence_fakeout
q3g3_s1_00122,True,0.0,control_adjusted_positive
q3g3_s1_00123,False,0.0,self_persistence_fakeout
q3g3_s1_00133,True,0.0,generic_persistence
q3g3_s1_00162,True,0.0,symmetric_fakeout
q3g3_s1_00164,True,0.0,output_distribution_fakeout
q3g3_s1_00175,False,0.0,generic_persistence
q3g3_s1_00214,False,0.0,symmetric_fakeout
q3g3_s1_00216,True,0.0,generic_persistence
q3g3_s1_00237,False,0.0,output_distribution_fakeout
q3g3_s2_00000,False,0.0,generic_persistence
q3g3_s2_00001,True,0.0,generic_persistence
q3g3_s2_00007,False,0.0,symmetric_fakeout
q3g3_s2_00009,True,0.0,generic_persistence
q3g3_s2_00014,False,0.0,self_persistence_fakeout
q3g3_s2_00025,False,0.0,symmetric_fakeout
q3g3_s2_00027,True,0.0,emission_only
q3g3_s2_00028,False,0.0,self_persistence_fakeout
q3g3_s2_00032,False,0.0,generic_persistence
q3g3_s2_00042,False,0.0,self_persistence_fakeout
q3g3_s2_00075,True,0.0,generic_persistence
q3g3_s2_00078,True,0.0,emission_only
q3g3_s2_00096,False,0.05155442551606232,self_persistence_fakeout
q3g3_s2_00161,True,0.0,symmetric_fakeout
q3g3_s2_00165,False,0.0,output_distribution_fakeout
q3g3_s2_00167,True,0.0,emission_only
q3g3_s2_00173,False,0.0,self_persistence_fakeout
q3g3_s2_00177,True,0.0,symmetric_fakeout
q3g3_s2_00186,True,0.0,generic_persistence
q3g3_s2_00198,True,0.0,emission_only
q3g3_s2_00220,True,0.0,output_distribution_fakeout
q3g3_s3_00030,True,0.0,generic_persistence
q3g3_s3_00036,False,0.0,self_persistence_fakeout
q3g3_s3_00043,False,0.0,self_persistence_fakeout
q3g3_s3_00056,False,0.0,self_persistence_fakeout
q3g3_s3_00060,False,0.0,self_persistence_fakeout
q3g3_s3_00073,True,0.0,output_distribution_fakeout
q3g3_s3_00075,True,0.0,emission_only
q3g3_s3_00084,True,0.0,generic_persistence
q3g3_s3_00085,False,0.0,self_persistence_fakeout
q3g3_s3_00090,True,0.0,emission_only
q3g3_s3_00096,True,0.0,generic_persistence
q3g3_s3_00181,True,0.0,control_adjusted_positive
q3g3_s3_00193,True,0.0,emission_only
q3g3_s3_00213,True,0.0,generic_persistence
q3g3_s3_00214,False,0.0,self_persistence_fakeout
q3g3_s3_00223,True,0.0,symmetric_fakeout
q3g3_s3_00226,False,0.0,self_persistence_fakeout
q3g3_s3_00229,True,0.0,output_distribution_fakeout
q3g3_s3_00244,True,0.0,generic_persistence
q3g3_s3_00249,True,0.0,symmetric_fakeout
q3g3_s4_00004,True,0.0,generic_persistence
q3g3_s4_00017,True,0.0,control_adjusted_positive
q3g3_s4_00024,True,0.0,emission_only
q3g3_s4_00040,True,0.0,control_adjusted_positive
q3g3_s4_00043,False,0.0,generic_persistence
q3g3_s4_00050,True,0.0,symmetric_fakeout
q3g3_s4_00054,False,0.0,self_persistence_fakeout
q3g3_s4_00058,False,0.0,symmetric_fakeout
q3g3_s4_00068,True,0.0,control_adjusted_positive
q3g3_s4_00069,True,0.0,emission_only
q3g3_s4_00081,True,0.0,output_distribution_fakeout
q3g3_s4_00100,True,0.0,output_distribution_fakeout
q3g3_s4_00104,True,0.0,emission_only
q3g3_s4_00127,False,0.0,self_persistence_fakeout
q3g3_s4_00147,True,0.0,control_adjusted_positive
q3g3_s4_00148,False,0.0,self_persistence_fakeout
q3g3_s4_00153,True,0.0,emission_only
q3g3_s4_00158,False,0.0,self_persistence_fakeout
q3g3_s4_00162,False,0.052055156893200345,self_persistence_fakeout
q3g3_s4_00182,True,0.0,emission_only
q3g3_s4_00210,True,0.0,generic_persistence
q3g3_s4_00223,True,0.0,symmetric_fakeout
q3g3_s4_00224,True,0.0,output_distribution_fakeout
q3g3_s4_00232,True,0.0,generic_persistence
q3g3_s4_00239,False,0.0520719929287831,self_persistence_fakeout
q3g3_s5_00015,True,0.0,symmetric_fakeout
q3g3_s5_00020,False,0.0,self_persistence_fakeout
q3g3_s5_00060,True,0.0,generic_persistence
q3g3_s5_00065,False,0.0,self_persistence_fakeout
q3g3_s5_00075,True,0.0,emission_only
q3g3_s5_00078,True,0.0,emission_only
q3g3_s5_00090,False,0.0,self_persistence_fakeout
q3g3_s5_00114,True,0.0,emission_only
q3g3_s5_00115,False,0.0,self_persistence_fakeout
q3g3_s5_00126,False,0.0,generic_persistence
q3g3_s5_00143,False,0.0,self_persistence_fakeout
q3g3_s5_00176,False,0.051970267461405865,self_persistence_fakeout
q3g3_s5_00183,False,0.0,output_distribution_fakeout
q3g3_s5_00199,False,0.0,self_persistence_fakeout
q3g3_s5_00204,True,0.0,emission_only
q3g3_s5_00214,False,0.0,self_persistence_fakeout
q3g3_s5_00221,False,0.0,generic_persistence
q3g3_s5_00233,True,0.0,output_distribution_fakeout
q3g3_s5_00244,True,0.0,emission_only
q3g3_s5_00264,True,0.0,emission_only
q3g3_s5_00286,False,0.0,symmetric_fakeout
q3g3_s5_00296,False,0.0,output_distribution_fakeout
q3g3_s5_00334,True,0.0,output_distribution_fakeout
q3g3_s5_00343,False,0.0,output_distribution_fakeout
q3g3_s5_00351,False,0.0,self_persistence_fakeout
q3g3_s6_00058,False,0.0,self_persistence_fakeout
q3g3_s6_00123,False,0.0,self_persistence_fakeout
q3g3_s6_00140,False,0.0,output_distribution_fakeout
q3g3_s6_00149,False,0.0,self_persistence_fakeout
q3g3_s6_00302,False,0.0,generic_persistence
q3g3_s6_00313,False,0.0,output_distribution_fakeout
q3g3_s6_00356,False,0.0,generic_persistence
q3g3_s6_00364,False,0.0,self_persistence_fakeout
q3g3_s7_00001,True,0.0,symmetric_fakeout
q3g3_s7_00003,True,0.0,symmetric_fakeout
q3g3_s7_00004,False,0.0,symmetric_fakeout
q3g3_s7_00005,False,0.0,symmetric_fakeout
q3g3_s7_00006,True,0.0,symmetric_fakeout
q3g3_s7_00008,False,0.0,symmetric_fakeout
q3g3_s7_00010,False,0.0,symmetric_fakeout
q3g3_s7_00011,False,0.0,symmetric_fakeout
q3g3_s7_00013,True,0.0,symmetric_fakeout
q3g3_s7_00014,False,0.0,symmetric_fakeout
q3g3_s7_00015,False,0.0,symmetric_fakeout
q3g3_s7_00016,False,0.0,symmetric_fakeout
q3g3_s7_00017,True,0.0,symmetric_fakeout
q3g3_s7_00018,False,0.0,symmetric_fakeout
q3g3_s7_00019,False,0.0,symmetric_fakeout
q3g3_s7_00024,False,0.05201547945358066,symmetric_fakeout
q3g3_s7_00025,False,0.0,symmetric_fakeout
q3g3_s7_00026,True,0.0,symmetric_fakeout
q3g3_s7_00027,True,0.0,symmetric_fakeout
q3g3_s7_00028,False,0.0,symmetric_fakeout
q3g3_s7_00030,False,0.0,symmetric_fakeout
q3g3_s7_00032,False,0.0,symmetric_fakeout
q3g3_s7_00033,False,0.0,symmetric_fakeout
q3g3_s7_00034,False,0.0,symmetric_fakeout
q3g3_s7_00036,True,0.0,symmetric_fakeout
q3g3_s7_00039,True,0.0,symmetric_fakeout
q3g3_s7_00040,True,0.0,symmetric_fakeout
q3g3_s7_00041,False,0.0,symmetric_fakeout
q3g3_s7_00043,True,0.0,symmetric_fakeout
q3g3_s7_00044,False,0.0,symmetric_fakeout
q3g3_s7_00045,True,0.0,symmetric_fakeout
q3g3_s7_00048,True,0.0,symmetric_fakeout
q3g3_s7_00049,False,0.0,symmetric_fakeout
q3g3_s7_00052,False,0.05256953069733249,symmetric_fakeout
q3g3_s7_00054,False,0.0,symmetric_fakeout
q3g3_s7_00056,False,0.0,symmetric_fakeout
q3g3_s7_00059,False,0.0,symmetric_fakeout
q3g3_s7_00060,False,0.0,symmetric_fakeout
q3g3_s7_00061,True,0.0,symmetric_fakeout
q3g3_s7_00062,False,0.0,symmetric_fakeout
q3g3_s7_00064,True,0.0,symmetric_fakeout
q3g3_s7_00065,True,0.0,symmetric_fakeout
q3g3_s7_00066,False,0.0,symmetric_fakeout
q3g3_s7_00067,True,0.0,symmetric_fakeout
q3g3_s7_00068,True,0.0,symmetric_fakeout
q3g3_s7_00069,False,0.0,symmetric_fakeout
q3g3_s7_00071,True,0.0,symmetric_fakeout
q3g3_s7_00072,False,0.0,symmetric_fakeout
q3g3_s7_00073,False,0.0,symmetric_fakeout
q3g3_s7_00074,False,0.0,symmetric_fakeout
q3g3_s7_00075,True,0.0,symmetric_fakeout
q3g3_s7_00076,True,0.0,symmetric_fakeout
q3g3_s7_00078,False,0.0,symmetric_fakeout
q3g3_s7_00079,True,0.0,symmetric_fakeout
q3g3_s7_00082,False,0.0,symmetric_fakeout
q3g3_s7_00083,False,0.0,symmetric_fakeout
q3g3_s7_00084,False,0.0,symmetric_fakeout
q3g3_s7_00086,True,0.0,symmetric_fakeout
q3g3_s7_00087,False,0.0,symmetric_fakeout
q3g3_s7_00088,True,0.0,symmetric_fakeout
q3g3_s7_00089,True,0.0,symmetric_fakeout
q3g3_s7_00091,True,0.0,symmetric_fakeout
q3g3_s7_00092,False,0.0,symmetric_fakeout
q3g3_s7_00093,False,0.0,symmetric_fakeout
q3g3_s7_00094,False,0.0,symmetric_fakeout
q3g3_s7_00098,False,0.0,symmetric_fakeout
q3g3_s7_00099,False,0.0,symmetric_fakeout
q3g3_s7_00100,False,0.0,symmetric_fakeout
q3g3_s7_00101,False,0.0,symmetric_fakeout
q3g3_s7_00104,True,0.0,symmetric_fakeout
q3g3_s7_00106,False,0.0,symmetric_fakeout
q3g3_s7_00107,True,0.0,symmetric_fakeout
q3g3_s7_00110,False,0.0,symmetric_fakeout
q3g3_s7_00112,False,0.0,symmetric_fakeout
q3g3_s7_00113,False,0.0,symmetric_fakeout
q3g3_s7_00114,True,0.0,symmetric_fakeout
q3g3_s7_00115,True,0.0,symmetric_fakeout
q3g3_s7_00116,False,0.0,symmetric_fakeout
q3g3_s7_00121,False,0.0,symmetric_fakeout
q3g3_s7_00123,True,0.0,symmetric_fakeout
q3g3_s7_00124,True,0.0,symmetric_fakeout
q3g3_s8_00004,False,0.0,self_persistence_fakeout
q3g3_s8_00012,False,0.0,self_persistence_fakeout
q3g3_s8_00018,False,0.0,self_persistence_fakeout
q3g3_s8_00036,False,0.0,self_persistence_fakeout
q3g3_s8_00044,False,0.0,self_persistence_fakeout
q3g3_s8_00048,False,0.0,self_persistence_fakeout
q3g3_s8_00060,False,0.0,self_persistence_fakeout
q3g3_s8_00063,False,0.0,self_persistence_fakeout
q3g3_s8_00070,False,0.0,self_persistence_fakeout
q3g3_s8_00077,False,0.0,self_persistence_fakeout
q3g3_s8_00084,False,0.0,self_persistence_fakeout
q3g3_s8_00086,False,0.0,self_persistence_fakeout
q3g3_s8_00090,False,0.0,self_persistence_fakeout
q3g3_s8_00099,False,0.0,self_persistence_fakeout
q3g3_s8_00102,False,0.0,self_persistence_fakeout
q3g3_s8_00103,False,0.0,self_persistence_fakeout
q3g3_s8_00111,False,0.0,self_persistence_fakeout
q3g3_s8_00113,False,0.0,self_persistence_fakeout
q3r1_s1_0002,True,0.0,control_adjusted_positive
q3r1_s2_0046,True,0.0,emission_only
q3r1_s3_0020,True,0.0,emission_only
q3r1_s4_0014,True,0.0,generic_persistence
q3r1_s5_0016,True,0.0,generic_persistence
q3r1_s7_0002,False,0.0,output_distribution_fakeout
