coarse_name,collapse,early_mean,fake_short_horizon_lure_detected,horizon_coherence_score,late_mean,pair_id,variant
behavioral_quotient_k5,0.7029405349363373,1.8084053134171492,0,0.5872195649141583,1.1054647784808118,12,lure
behavioral_quotient_k8,0.8679224374956667,2.2380639116813494,0,0.5353541345863938,1.3701414741856828,12,lure
behavioral_quotient_k13,1.0148418983435739,2.426730090028943,0,0.4963168578249798,1.4118881916853692,12,lure
behavioral_quotient_k21,0.8838062530146846,2.4399737509959065,0,0.5308401532268429,1.556167497981222,12,lure
best_of_10_hashes_per_world,1.4143407173417706,3.129716207459535,0,0.4141917471785079,1.7153754901177645,12,lure
identity,0.0,3.578978225674186,0,1.0,4.71176696710631,11,control
all_one,0.0,0.0,0,1.0,0.0,11,control
random_k,0.0,3.2374799277610746,0,1.0,4.439855417579372,11,control
checkerboard,0.0,1.6733031905436075,0,1.0,3.0275517645411814,11,control
region,0.0,0.6157410206318137,0,1.0,2.117092635492411,11,control
viability_signature,0.0,1.845703767529429,0,1.0,3.4348239561056655,11,control
hash_k34_s1206,0.0,3.578978225674186,0,1.0,4.71176696710631,11,control
trap_mixing_adversarial,0.0,2.2357358174937474,0,1.0,3.6844229059979527,11,control
behavioral_quotient_k5,0.0,0.754264284859118,0,1.0,2.2336233430868484,11,control
behavioral_quotient_k8,0.0,1.3526516082117594,0,1.0,2.5377552637818557,11,control
behavioral_quotient_k13,0.0,2.2674258696336227,0,1.0,3.646649587568371,11,control
behavioral_quotient_k21,0.0,2.6230853001179715,0,1.0,4.04801316261216,11,control
best_of_10_hashes_per_world,0.0,3.561430195786593,0,1.0,4.691547622743975,11,control
identity,0.0,3.578978225674186,0,1.0,4.71176696710631,11,lure
all_one,0.0,0.0,0,1.0,0.0,11,lure
random_k,0.0,3.2374799277610746,0,1.0,4.439855417579372,11,lure
checkerboard,0.0,1.6733031905436075,0,1.0,3.0275517645411814,11,lure
region,0.0,0.6157410206318137,0,1.0,2.117092635492411,11,lure
viability_signature,0.0,1.845703767529429,0,1.0,3.4348239561056655,11,lure
hash_k34_s1206,0.0,3.578978225674186,0,1.0,4.71176696710631,11,lure
trap_mixing_adversarial,0.0,2.2357358174937474,0,1.0,3.6844229059979527,11,lure
behavioral_quotient_k5,0.0,0.754264284859118,0,1.0,2.2336233430868484,11,lure
behavioral_quotient_k8,0.0,1.8151758787767207,0,1.0,3.212521649482838,11,lure
behavioral_quotient_k13,0.0,2.0239001406543453,0,1.0,3.4843943376097846,11,lure
behavioral_quotient_k21,0.0,3.055665761860113,0,1.0,4.388808444408826,11,lure
best_of_10_hashes_per_world,0.0,3.561430195786593,0,1.0,4.691547622743975,11,lure
identity,0.0,3.578978225674186,0,1.0,4.711766967106309,13,control
all_one,0.0,0.0,0,1.0,0.0,13,control
random_k,0.0,3.1846349984779865,0,1.0,4.448214658287114,13,control
checkerboard,0.0,1.6733031905436073,0,1.0,3.0275517645411822,13,control
region,0.0,0.6157410206318137,0,1.0,2.117092635492411,13,control
viability_signature,0.0,1.8457037675294292,0,1.0,3.4348239561056655,13,control
hash_k34_s1206,0.0,3.578978225674186,0,1.0,4.711766967106309,13,control
trap_mixing_adversarial,0.0,2.630037349506434,0,1.0,3.9483602783780816,13,control
behavioral_quotient_k5,0.0,1.0609107103737885,0,1.0,2.3741113272079737,13,control
behavioral_quotient_k8,0.0,1.2353368459275231,0,1.0,2.844617533720108,13,control
behavioral_quotient_k13,0.0,2.554167580159413,0,1.0,3.875999004488258,13,control
behavioral_quotient_k21,0.0,3.04871902510389,0,1.0,4.284904239627399,13,control
best_of_10_hashes_per_world,0.0,3.5438821658989994,0,1.0,4.664997959797198,13,control
