I_cost_constrained,I_max,I_mean,I_unconstrained,N_eff_mean,adaptive_idx,bounded_cost_score,coarse_name,compression_gate,compression_ratio,cost_sustainment_ratio,estimator_warning,fake_short_horizon_lure_detected,fake_viability_rate,family,hidden_nonviability_rate,horizon_coherence_score,irreversibility_sensitivity,label_entropy,macro_viability_purity,mixed_viability_label_fraction,nondegeneracy_score,omega_profile_score,pair_id,raw_I_nonzero,recoverability_preservation_score,recoverability_purity,room_purity,scale_consistency_score,sector_purity,singleton_fraction,total_cases,truncated_cases,truncation_fraction,variant,viability_preservation_score,world_seed
,0.0,0.0,,1.0,,,random_k,0.4585537918871252,0.02292768959435626,,1,0,1.0,A,0.0,1.0,,2.5519736174107415,0.7992952872257478,1.0,0.0,0.8968969188494507,1,0,0.8095857885305132,0.7648004520742522,,,,0.0,5,2,0.4,reversible,1.0,1
,0.0,0.0,,1.0,,,checkerboard,0.0,0.003527336860670194,,1,0,1.0,A,0.0,1.0,,0.6930709707288083,0.8043989547038328,1.0,0.0,0.8991203058640186,1,0,0.8124557678697806,0.769163763066202,,,,0.0,5,2,0.4,reversible,1.0,1
,0.0,0.0,,1.0,,,region,0.3527336860670194,0.01763668430335097,,1,0,0.8,A,0.2,1.0,,2.216269911324334,0.8918367346938776,0.6,0.0,0.9434115162674017,1,0,0.8882175226586102,0.8741496598639455,,,,0.0,5,2,0.4,reversible,1.0,1
,0.0,0.0,,1.0,,,viability_signature,0.7054673721340388,0.03527336860670194,,1,0,0.6,A,0.4,1.0,,2.6397097367398272,0.9128803245436105,0.3,0.0,0.9600908275828399,1,0,0.9307551236513434,0.9256035507201835,,,,0.0,5,2,0.4,reversible,1.0,1
,0.0,0.0,,1.0,,,hash_k34_s1206,1.0,0.059964726631393295,,1,0,1.0,A,0.0,1.0,,3.5234439856557835,0.8074808019182905,1.0,0.0,0.90051349658171,1,0,0.8143830001112341,0.7720765292701187,,,,0.0,5,2,0.4,reversible,1.0,1
,0.0,0.0,,1.0,,,trap_mixing_adversarial,0.0,0.007054673721340388,,1,0,1.0,A,0.0,1.0,,1.334502711971792,0.8263953437866481,1.0,0.0,0.9087460209679207,1,0,0.8252437189554608,0.7882367632367633,,,,0.0,5,2,0.4,reversible,1.0,1
,0.0,0.0,,1.0,,,behavioral_quotient_k5,0.0,0.008818342151675485,,1,0,0.6,A,0.4,1.0,,1.3954955362945811,0.9208726097495287,0.4,0.0,0.969120353115701,1,0,0.9578804347826085,0.9560283687943262,,,,0.0,5,2,0.4,reversible,1.0,1
,0.0,0.0,,1.0,,,behavioral_quotient_k8,0.2821869488536155,0.014109347442680775,,1,0,0.75,A,0.25,1.0,,1.8115426005059714,0.9474445372137404,0.25,0.0,0.9777002452426036,1,0,0.9644264227992984,0.9631142652671756,,,,0.0,5,2,0.4,reversible,1.0,1
,0.0,0.0,,1.0,,,behavioral_quotient_k13,0.4585537918871252,0.02292768959435626,,1,0,0.7692307692307693,A,0.23076923076923078,1.0,,2.2546948391248343,0.9039244879093077,0.3076923076923077,0.0,0.9750638106667363,1,0,1.0,1.0,,,,0.0,5,2,0.4,reversible,1.0,1
,0.0,0.0,,1.0,,,behavioral_quotient_k21,0.7407407407407407,0.037037037037037035,,1,0,0.6666666666666666,A,0.2857142857142857,1.0,,2.766994597065283,0.9151765086526454,0.3333333333333333,0.0,0.9780841382964547,1,0,1.0,1.0,,,,0.0,5,2,0.4,reversible,1.0,1
,0.0,0.0,,1.0,0,,best_of_10_hashes_per_world,0.0,0.001763668430335097,,1,0,1.0,A,0.0,1.0,,0.0,0.8042328042328042,1.0,0.0,0.8990365641510185,1,0,0.8123209169054441,0.7689594356261023,,,,0.0,5,2,0.4,reversible,1.0,1
,0.0,0.0,,1.0,,,identity,0.0,1.0,,1,0,0.8042328042328042,A,0.19576719576719576,1.0,,6.340359303727763,1.0,0.0,0.0,1.0,2,0,1.0,1.0,,,,1.0,5,2,0.4,reversible,1.0,2
,0.0,0.0,,1.0,,,all_one,0.0,0.001763668430335097,,1,0,1.0,A,0.0,1.0,,0.0,0.8042328042328042,1.0,0.0,0.8990365641510185,2,0,0.8123209169054441,0.7689594356261023,,,,0.0,5,2,0.4,reversible,1.0,2
,0.0,0.0,,1.0,,,random_k,0.4585537918871252,0.02292768959435626,,1,0,1.0,A,0.0,1.0,,2.5553587418201813,0.8032687615129837,1.0,0.0,0.8979043298857275,2,0,0.8092065424247792,0.7642215583137648,,,,0.0,5,2,0.4,reversible,1.0,2
,0.0,0.0,,1.0,,,checkerboard,0.0,0.003527336860670194,,1,0,1.0,A,0.0,1.0,,0.6930709707288083,0.8043989547038328,1.0,0.0,0.8991203058640186,2,0,0.8124557678697806,0.769163763066202,,,,0.0,5,2,0.4,reversible,1.0,2
,0.0,0.0,,1.0,,,region,0.3527336860670194,0.01763668430335097,,1,0,0.8,A,0.2,1.0,,2.216269911324334,0.8918367346938776,0.6,0.0,0.9434115162674017,2,0,0.8882175226586102,0.8741496598639455,,,,0.0,5,2,0.4,reversible,1.0,2
,0.0,0.0,,1.0,,,viability_signature,0.7054673721340388,0.03527336860670194,,1,0,0.6,A,0.4,1.0,,2.6397097367398272,0.9128803245436105,0.3,0.0,0.9600908275828399,2,0,0.9307551236513434,0.9256035507201835,,,,0.0,5,2,0.4,reversible,1.0,2
,0.0,0.0,,1.0,,,hash_k34_s1206,1.0,0.059964726631393295,,1,0,1.0,A,0.0,1.0,,3.5234439856557835,0.8074808019182905,1.0,0.0,0.90051349658171,2,0,0.8143830001112341,0.7720765292701187,,,,0.0,5,2,0.4,reversible,1.0,2
,0.0,0.0,,1.0,,,trap_mixing_adversarial,0.0,0.007054673721340388,,1,0,1.0,A,0.0,1.0,,1.334502711971792,0.8263953437866481,1.0,0.0,0.9087460209679207,2,0,0.8252437189554608,0.7882367632367633,,,,0.0,5,2,0.4,reversible,1.0,2
,0.0,0.0,,1.0,,,behavioral_quotient_k5,0.0,0.008818342151675485,,1,0,0.6,A,0.4,1.0,,1.3994352445332343,0.9199928383862497,0.4,0.0,0.9686340298374795,2,0,0.9568733153638814,0.9549295774647888,,,,0.0,5,2,0.4,reversible,1.0,2
,0.0,0.0,,1.0,,,behavioral_quotient_k8,0.2821869488536155,0.014109347442680775,,1,0,0.75,A,0.25,1.0,,1.8143736414487064,0.9403949579831933,0.25,0.0,0.9742783236302244,2,0,0.958124330721975,0.9562941176470589,,,,0.0,5,2,0.4,reversible,1.0,2
,0.0,0.0,,1.0,,,behavioral_quotient_k13,0.4585537918871252,0.02292768959435626,,1,0,0.6923076923076923,A,0.3076923076923077,1.0,,2.2726974285577612,0.9029059613134446,0.38461538461538464,0.0,0.9747890232389206,2,0,1.0,1.0,,,,0.0,5,2,0.4,reversible,1.0,2
,0.0,0.0,,1.0,,,behavioral_quotient_k21,0.7407407407407407,0.037037037037037035,,1,0,0.7142857142857143,A,0.2857142857142857,1.0,,2.8823083542267454,0.9177535620609625,0.3333333333333333,0.0,0.9787719612904706,2,0,1.0,1.0,,,,0.0,5,2,0.4,reversible,1.0,2
